,Concept_ID,uz,lt
782,ich::PRN,men,aš
783,du::PRN,sen,tu
784,er::PRN,u,jis
785,wir::PRN,biz,mes
786,ihr::PRN,siz,jūs
787,sie::PRN,ular,ji
788,sie::PRN,ular,jos
789,was::FPRN,nima,kas
790,wer::FPRN,kim,kas
791,wo::FADV,qaerda,kur
792,wohin::FADV,qayerga,kur
793,wohin::FADV,qayerga,kur link
794,wie::FADV,qanday,kaip
795,warum::FADV,nega,kod̃ėl
796,warum::FADV,nega,dėl ko
797,wieviel::FNUM,qancha,kiek
798,eins::NUM,bir,vienas
799,zwei::NUM,ikki,du
800,drei::NUM,uch,trys
801,vier::NUM,to'rt,keturi
802,fünf::NUM,besh,penki
803,sechs::NUM,olti,šeši
804,sieben::NUM,etti,septyni
805,acht::NUM,sakkiz,aštuoni
806,neun::NUM,to'qqiz,devyni
807,zehn::NUM,o'n,dešimt
808,elf::NUM,o'n bir,vienuolika
809,zwölf::NUM,o'n ikki,dvylika
810,zwanzig::NUM,yigirma,dvidešimt
811,dreißig::NUM,o'ttiz,trisdešimt
812,vierzig::NUM,qirq,keturiasdešimt
813,fünfzig::NUM,ällik,penkiasdešimt
814,sechzig::NUM,oltmish,šešiasdešimt
815,siebzig::NUM,etmish,septyniasdešimt
816,achtzig::NUM,sakson,aštuoniasdešimt
817,neunzig::NUM,to'qson,devyniasdešimt
818,hundert::NUM,yuz,šimtas
819,tausend::NUM,ming,tūkstantis
820,und::CNJ,va,ĩr
821,oder::CNJ,yo,ar
822,oder::CNJ,yo,arba
823,stehen::V,turmoq,stovėti
824,sitzen::V,o'tirmoq,sėdėti
825,liegen::V,yotmoq,gulėti
826,hängen::V,osilmoq,kyboti
827,hängen::V,osilmoq,kabėti
828,werden::V,bo'lmoq,taptis
829,werden::V,bo'lmoq,darytis
830,passieren::V,bo'lib o'tmoq,atsitikti
831,passieren::V,bo'lib o'tmoq,pasitaikyti
832,beginnen::V,boshlanmoq,prasid́ėti
833,enden::V,bitmoq,baigtis
834,wechseln::V,o'zgarmoq,keistis
835,wechseln::V,o'zgarmoq,pasikeisti
836,aufgehen[Sonne]::V,chiqmoq,tekėti
837,aufgehen[Sonne]::V,chiqmoq,patekėti
838,untergehen[Sonne]::V,botmoq,leistis
839,untergehen[Sonne]::V,botmoq,nusileisti
840,scheinen[Sonne]::V,yaraqlamoq,šviesti
841,donnern::V,gulduramoq,griausti
842,donnern::V,gulduramoq,griaudėti
843,wehen::V,elpimoq,pūsti
844,strömen::V,oqmoq,lietis
845,strömen::V,oqmoq,plūsti
846,fließen::V,oqmoq,tekėti
847,sich drehen::V,aylanmoq,suktis
848,sich drehen::V,aylanmoq,pasisukti
849,schwanken::V,qoqilmoq,svyruoti
850,schwingen::V,lopillamoq,suptis
851,fallen::V,tushmoq,pulti
852,fallen::V,tushmoq,kristi
853,brennen::V,yonmoq,degti
854,rauchen::V,tutamoq,rūkyti
855,regnen::V,yomg'ir yog'moq,lyti
856,gefrieren::V,muzlamoq,užšalti
857,tauen::V,ärimoq,tirpti
858,schmelzen::V,ärimoq,lydytis
859,trocknen::V,qurimoq,džiūti
860,sieden::V,qaynamoq,virti
861,faulen::V,chirimoq,pūti
862,verfaulen::V,chirimoq,švinkti
863,reißen::V,qayt qilmoq,plyšti
864,reißen::V,qayt qilmoq,trūkti
865,versinken::V,g'arq bo'lmoq,skę̃sti
866,versinken::V,g'arq bo'lmoq,grimzti
867,vergehen::V,o'tmoq,praeiti
868,erscheinen::V,zuhur ätmoq,pasirodyti
869,verschwinden::V,yo'qolmoq,dingti
870,verschwinden::V,yo'qolmoq,išnykti
871,verschwinden::V,yo'qolmoq,pranykti
872,sinken::V,pasaymoq,kristi
873,abnehmen::V,kamaymoq,mažėti
874,abnehmen::V,kamaymoq,silpnėti
875,zunehmen::V,urchimoq,didėti
876,zunehmen::V,urchimoq,padaugėti
877,steigen::V,oshmoq,kilti
878,wachsen::V,o'smoq,augti
879,glänzen::V,porlamoq,blizgėti
880,funkeln::V,yalt ätmoq,žibėti
881,lärmen::V,taraq ätmoq,triukšmauti
882,läuten::V,jiringlamoq,skambinti
883,klingeln::V,jiringlamoq,skambinti
884,klirren::V,sharaqlamoq,žvangėti
885,brausen::V,vag'illamoq,šniokšti
886,rauschen::V,shitirlamoq,ošti
887,rauschen::V,shitirlamoq,šlamėti
888,klingen::V,yangramoq,skardėti
889,bellen::V,hurmoq,loti
890,heulen::V,uvlamoq,kaukti
891,heulen::V,uvlamoq,staugti
892,blasen::V,puflamoq,pūsti
893,pfeifen::V,xushtak chalmoq ,švilpti
894,pfeifen::V,xushtak chalmoq ,švilpauti
895,schreien::V,qiyqirmoq,šaukti
896,stöhnen::V,nola qilmoq,dejuoti
897,stöhnen::V,nola qilmoq,aimanuoti
898,zittern::V,titramoq,virpėti
899,leben::V,yashamoq,gyventi
900,geboren werden::V,tug'ilmoq,gimti
901,atmen::V,nafas chiqarmoq,alsuoti
902,atmen::V,nafas chiqarmoq,kvėpuoti
903,trinken::V,ichmoq,gerti
904,essen::V,emoq,valgyti
905,schlucken::V,yutmoq,praryti
906,müde werden::V,horimoq,nuvargti
907,müde werden::V,horimoq,privargti
908,einschlafen::V,uxlab qolmoq,užmigti
909,schlafen::V,uxlamoq,miegoti
910,aufwachen::V,uyg'onmoq,pabusti
911,aufstehen::V,qo'pmoq,keltis
912,aufstehen::V,qo'pmoq,atsikelti
913,sich erholen::V,dam olmoq,pailsėti
914,sich erholen::V,dam olmoq,poilsiauti
915,krank werden::V,kasallanmoq,susirgti
916,krank sein::V,betob yotmoq,sirgti
917,schmerzen::V,og'rimoq,sopėti
918,schmerzen::V,og'rimoq,skaudėti
919,husten::V,yo'talmoq,kosėti
920,genesen::V,tuzalmoq,sveikti
921,genesen::V,tuzalmoq,taisytis
922,sterben::V,o'lmoq,mirti
923,sterben::V,o'lmoq,numirti
924,umkommen::V,halok bo'lmoq,žūti
925,sich bewegen::V,harakat qilmoq,judėti
926,sich bewegen::V,harakat qilmoq,pasijudinti
927,sich rühren::V,qimirlamoq,krutėti
928,sich erheben::V,qo'pmoq,pakilti
929,sich erheben::V,qo'pmoq,atsikelti
930,sich setzen::V,o'tirmoq,sėstis
931,sich setzen::V,o'tirmoq,atsisėsti
932,hinfallen::V,yiqilmoq,parkristi
933,hinfallen::V,yiqilmoq,pargriūti
934,laufen::V,yurmoq,eiti
935,schreiten::V,yurmoq,žengti
936,schreiten::V,yurmoq,žingsniuoti
937,spazierengehen::V,sayr ätmoq,pasivaikščioti
938,eilen::V,tezlamoq,skubėti
939,sich beeilen::V,shoshmoq,paskub́ėti
940,sich beeilen::V,shoshmoq,pasiskubinti
941,sausen::V,chopqillamoq,dumti
942,sausen::V,chopqillamoq,lėkti
943,rennen::V,yugurmoq,bėgti
944,springen::V,sakramoq,šokti
945,klettern::V,yuqorilamoq,kopti
946,schaukeln::V,irg'amoq,supti
947,schaukeln::V,irg'amoq,linguoti
948,kriechen::V,ämaklamoq,ropoti
949,kriechen::V,ämaklamoq,šliaužti
950,schwimmen::V,suzmoq,plaukti
951,tauchen::V,chu'mmoq,nerti
952,rudern::V,eshkak eshmoq,irtis
953,rudern::V,eshkak eshmoq,irkluoti
954,fahren::V,haydamoq,važiuoti
955,fahren::V,haydamoq,važinėti
956,fliegen::V,uchmoq,lėkti
957,fliegen::V,uchmoq,skristi
958,gehen::V,bormoq,eiti
959,weggehen::V,ketoq,išeiti
960,abfahren::V,jo'namoq,išvykti
961,abfahren::V,jo'namoq,išvažiuoti
962,anhalten::V,to'xtamoq,sustoti
963,hineingehen::V,kirmoq,įeiti
964,eintreten::V,kirmoq,įžengti
965,kommen::V,kelmoq,ateiti
966,ankommen::V,etib kelmoq,ateiti
967,zurückkommen::V,qaytib kelmoq,grį̃žti
968,zurückkommen::V,qaytib kelmoq,sugrį̃žti
969,bleiben::V,qolmoq,likti
970,bleiben::V,qolmoq,pasilikti
971,warten::V,poylamoq,laukti
972,erwarten::V,kutmoq,laukti
973,suchen::V,izlamoq,ieškoti
974,finden::V,topmoq,rasti
975,finden::V,topmoq,surasti
976,versuchen::V,chalishmoq,mėginti
977,vorbereiten::V,hozirlamoq,rengti
978,lieben::V,sevmoq,myĺėti
979,mögen::V,ardoqlamoq,ḿėgti
980,mögen::V,ardoqlamoq,patikti
981,lachen::V,kulmoq,juoktis
982,rühren::V,ta'sirlantirmoq,jaudinti
983,rühren::V,ta'sirlantirmoq,graudinti
984,weinen::V,yig'lamoq,verkti
985,schimpfen::V,koyinmoq,bartis
986,sich ärgern::V,g'azab qilmoq,pykti
987,sich ärgern::V,g'azab qilmoq,apmaudauti
988,sich fürchten::V,hurkmoq,bijoti
989,sich fürchten::V,hurkmoq,baimintis
990,fürchten::V,qo'rqmoq,bijoti
991,fürchten::V,qo'rqmoq,baimintis
992,fliehen::V,qochmoq,bėgti
993,fliehen::V,qochmoq,sprukti
994,flüchten::V,qochmoq,pabėgti
995,sehen::V,ko'rmoq,žiūŕėti
996,anschauen::V,razm solmoq,žiūŕėti
997,ansehen::V,razm qilmoq,žiūrėti į
998,ansehen::V,razm qilmoq,pažiūrėti į
999,hören::V,äshitmoq,girdėti
1000,zuhören::V,tinglamoq,klausytis
1001,probieren::V,tatib ko'rmoq,ragauti
1002,probieren::V,tatib ko'rmoq,paragauti
1003,riechen::V,iskamoq,uosti
1004,riechen::V,iskamoq,užuosti
1005,fühlen::V,sezmoq,justi
1006,fühlen::V,sezmoq,jausti
1007,fühlen::V,sezmoq,pajusti
1008,scheinen::V,tuyilmoq,rodytis
1009,scheinen::V,tuyilmoq,atrodyti
1010,zu sehen sein::V,ko'rinmoq,pasirodyti
1011,vernehmen::V,äshitmoq,išgirsti
1012,frieren::V,sovuq qotmoq,šalti
1013,tun::V,ätmoq,daryti
1014,können::V,-a olmoq,galėti
1015,können::V,-a olmoq,pajėgti
1016,können::V,-y olmoq,galėti
1017,können::V,-y olmoq,pajėgti
1018,wollen::V,istamoq,norėti
1019,anfangen::V,boshlamoq,pradėti
1020,anfangen::V,boshlamoq,prasid́ėti
1021,beenden::V,bitirmoq,baigti
1022,beenden::V,bitirmoq,užbaigti
1023,aufhören::V,tinmoq,liautis
1024,gelingen::V,muvaffaqiyat qozonmoq,pavykti
1025,gelingen::V,muvaffaqiyat qozonmoq,pasisekti
1026,geraten::V,bo'lmoq,nusisekti
1027,öffnen::V,ochmoq,atverti
1028,öffnen::V,ochmoq,atidaryti
1029,schließen::V,yopmoq,uždaryti
1030,stellen::V,qo'ymoq,statyti
1031,stellen::V,qo'ymoq,pastatyti
1032,setzen::V,o'tqazmoq,sodinti
1033,setzen::V,o'tqazmoq,pasodinti
1034,legen::V,yotqizmoq,dėti
1035,legen::V,yotqizmoq,pad́ėti
1036,berühren::V,tegmoq,liesti
1037,berühren::V,tegmoq,paliesti
1038,verbinden::V,ulamoq,jungti
1039,verbinden::V,ulamoq,surišti
1040,bedecken::V,bekitmoq,uždengti
1041,aufhängen::V,ildirmoq,pakarti
1042,aufhängen::V,ildirmoq,pakabinti
1043,anzünden::V,yondirmoq,padegti
1044,aufheben::V,ko'tarmoq,pakelti
1045,zurücklassen::V,ayrilmoq,palikti
1046,verlieren::V,yo'qotmoq,pamesti
1047,fallen lassen::V,tushirmoq,atsisakyti
1048,machen::V,qilmoq,dirbti
1049,herstellen::V,chiqarmoq,gaminti
1050,bauen::V,solmoq,statyti
1051,bauen::V,solmoq,pastatyti
1052,reparieren::V,tuzatmoq,taisyti
1053,reparieren::V,tuzatmoq,remontuoti
1054,verbessern::V,isloh qilmoq,gerinti
1055,verbessern::V,isloh qilmoq,ištaisyti
1056,ändern::V,o'zgartirmoq,keisti
1057,ändern::V,o'zgartirmoq,pakeisti
1058,graben::V,qazimoq,kasti
1059,beugen::V,bukmoq,lenkti
1060,beugen::V,bukmoq,palenkti
1061,biegen::V,bukmoq,lenkti
1062,biegen::V,bukmoq,palenkti
1063,drehen::V,aylantirmoq,sukti
1064,wenden::V,burmoq,kreipti
1065,wenden::V,burmoq,pakreipti
1066,umdrehen::V,ag'darmoq,sukti
1067,umdrehen::V,ag'darmoq,apversti
1068,heben::V,yuksaltirmoq,kelti
1069,heben::V,yuksaltirmoq,pakelti
1070,hochheben::V,ko'tarmoq,pakelti
1071,ergreifen::V,tutamlamoq,čiupti
1072,ergreifen::V,tutamlamoq,griebti
1073,halten::V,tutmoq,laikyti
1074,halten::V,tutmoq,palaikyti
1075,drücken::V,bosmoq,spausti
1076,schieben::V,surmoq,stumti
1077,kratzen::V,qashimoq,kasyti
1078,kratzen::V,qashimoq,grandyti
1079,lecken::V,mijimoq,laižyti
1080,beißen::V,tishlamoq,kandžioti
1081,abreißen::V,emirmoq,nuplėšti
1082,abschneiden::V,cho'rt kesmoq,atpjauti
1083,abschneiden::V,cho'rt kesmoq,atkirpti
1084,binden::V,bog'lamoq,rišti
1085,binden::V,bog'lamoq,surišti
1086,stecken::V,suqmoq,kišti
1087,stecken::V,suqmoq,įkišti
1088,brechen::V,sindirmoq,lūžti
1089,brechen::V,sindirmoq,laužyti
1090,klopfen::V,dukurlamoq,belsti
1091,klopfen::V,dukurlamoq,barbenti
1092,hauen::V,urmoq,mušti
1093,kleben::V,yopishtirmoq,lipdyti
1094,kleben::V,yopishtirmoq,klijuoti
1095,reiben::V,surkamoq,trinti
1096,reiben::V,surkamoq,tarkuoti
1097,streichen::V,surkamoq,tepti
1098,streichen::V,surkamoq,užtepti
1099,schleifen::V,qayramoq,galą́sti
1100,schneiden::V,kesmoq,pjauti
1101,schneiden::V,kesmoq,kirpti
1102,rütteln::V,chayqamoq,purtyti
1103,schütteln::V,chayqamoq,purtyti
1104,schwenken::V,chayqatmoq,mojuoti
1105,schütten::V,quymoq,pilti
1106,schütten::V,quymoq,berti
1107,füllen::V,to'ldirmoq,pildyti
1108,füllen::V,to'ldirmoq,pripildyti
1109,einwickeln::V,chulg'amoq,įvynioti
1110,einwickeln::V,chulg'amoq,suvynioti
1111,tragen::V,tashimoq,nešti
1112,tragen::V,tashimoq,nešioti
1113,schleppen::V,sudramoq,vilkti
1114,ziehen::V,tortmoq,tempti
1115,aufbewahren::V,tutmoq,laikyti
1116,werfen::V,tashlamoq,mesti
1117,werfen::V,tashlamoq,sviesti
1118,fangen::V,tutmoq,sugauti
1119,packen::V,opqochmoq,čiupti
1120,packen::V,opqochmoq,griebti
1121,verstecken::V,yashirmoq,slėpti
1122,verstecken::V,yashirmoq,slapstyti
1123,teilen::V,bo'lmoq,dalyti
1124,teilen::V,bo'lmoq,padalyti
1125,schicken::V,yubormoq,sių̃sti
1126,schicken::V,yubormoq,pasių̃sti
1127,bringen::V,keltirmoq,atnešti
1128,hinzufügen::V,tirkamoq,pridėti
1129,bekommen::V,olmoq,gauti
1130,erhalten::V,olmoq,gauti
1131,nehmen::V,olmoq,paimti
1132,wählen::V,saylamoq,rinkti
1133,wählen::V,saylamoq,išsirinkti
1134,auswählen::V,saylamoq,išrinkti
1135,bewahren::V,saqlamoq,išsaugoti
1136,behindern::V,xalal bermoq,trukdyti
1137,verderben::V,xazon qilmoq,sugadinti
1138,beschädigen::V,buzmoq,žaloti
1139,beschädigen::V,buzmoq,gadinti
1140,zerbrechen::V,sindirmoq,sukulti
1141,zerbrechen::V,sindirmoq,sudaužyti
1142,zerreißen::V,yirtmoq,perplėšti
1143,zerreißen::V,yirtmoq,suplėšyti
1144,zerstören::V,vayron qilmoq,suardyti
1145,zerstören::V,vayron qilmoq,sugriauti
1146,verbrennen::V,kuydirmoq,deginti
1147,verbrennen::V,kuydirmoq,sudeginti
1148,geben::V,bermoq,duoti
1149,geben::V,bermoq,paduoti
1150,reichen::V,bermoq,paduoti
1151,schenken::V,sovg'a qilmoq,dovanoti
1152,versprechen::V,va'da bermoq,žadėti
1153,versprechen::V,va'da bermoq,pažadėti
1154,wünschen::V,orziqmoq,norėti
1155,wünschen::V,orziqmoq,linḱėti
1156,loben::V,maqtamoq,girti
1157,loben::V,maqtamoq,pagirti
1158,küssen::V,o'pmoq,bučiuoti
1159,wiegen::V,tebratmoq,supti
1160,zudecken::V,yopmoq,užkloti
1161,zudecken::V,yopmoq,uždengti
1162,wecken::V,uyg'otmoq,žadinti
1163,zeigen::V,ko'rsatmoq,rodyti
1164,führen::V,boshlik bo'lmoq,vesti
1165,führen::V,boshlik bo'lmoq,vadovauti
1166,lehren::V,o'rgatmoq,mokyti
1167,lehren::V,o'rgatmoq,išmokyti
1168,unterrichten::V,dars bermoq,dėstyti
1169,aufziehen::V,o'stirmoq,išauginti
1170,leiten::V,boshqarmoq,valdyti
1171,leiten::V,boshqarmoq,vadovauti
1172,antreiben::V,shoshiltirmoq,uiti
1173,antreiben::V,shoshiltirmoq,raginti
1174,antreiben::V,shoshiltirmoq,skubinti
1175,lassen::V,ruxsat bermoq,paliepti
1176,einladen::V,taklif kilmoq,kviesti
1177,einladen::V,taklif kilmoq,pakviesti
1178,vereinigen::V,qo'shmoq,sujungti
1179,vereinigen::V,qo'shmoq,suvienyti
1180,besuchen::V,mehmonga bormoq,lankyti
1181,besuchen::V,mehmonga bormoq,aplankyti
1182,treffen::V,duchor bo'lmoq,sutikti
1183,treffen::V,duchor bo'lmoq,pasitikti
1184,sich versammeln::V,to'planmoq,susirinkti
1185,spielen::V,o'ynamoq,groti
1186,spielen::V,o'ynamoq,žaisti
1187,singen::V,yalla qilmoq,dainuoti
1188,tanzen::V,raqs qilmoq,šokti
1189,sich trennen::V,yakkalanmoq,skirtis
1190,sich trennen::V,yakkalanmoq,išsiskirti
1191,verlassen::V,qoldirmoq,palikti
1192,retten::V,qutqazmoq,gelbėti
1193,bewachen::V,qo'rimoq,sergėti
1194,schützen::V,yoniga olmoq,ginti
1195,schützen::V,yoniga olmoq,apginti
1196,verteidigen::V,yoqlamoq,ginti
1197,verteidigen::V,yoqlamoq,apginti
1198,sich schlagen::V,yoqalashmoq,muštis
1199,schießen::V,otmoq,šauti
1200,schießen::V,otmoq,šaudyti
1201,siegen::V,engmoq,nugalėti
1202,ärgern::V,jahl chiqarmoq,pykinti
1203,schlagen::V,urmoq,mušti
1204,schlagen::V,urmoq,smogti
1205,schlagen::V,urmoq,trenkti
1206,treten::V,tepmoq,mygti
1207,stechen::V,qadamoq,gelti
1208,stechen::V,qadamoq,smeigti
1209,stoßen::V,turtmoq,stumti
1210,stoßen::V,turtmoq,pastumti
1211,stehlen::V,o'g'rilamoq,vogti
1212,stören::V,tebratmoq,trikdyti
1213,belästigen::V,g'ashini keltirmoq,apsunkinti
1214,verbergen::V,berkitmoq,slėpti
1215,verbergen::V,berkitmoq,paslėpti
1216,täuschen::V,aldamoq,klaidinti
1217,betrügen::V,tirriq qilmoq,apgauti
1218,töten::V,o'ldirmoq,žudyti
1219,töten::V,o'ldirmoq,nužudyti
1220,wohnen::V,istiqomat qilmoq,gyventi
1221,arbeiten::V,ishlamoq,dirbti
1222,arbeiten::V,ishlamoq,triūsti
1223,sammeln::V,yig'moq,rinkti
1224,pflücken::V,termoq,skinti
1225,pflücken::V,termoq,raškyti
1226,jagen::V,ov qilmoq,medžioti
1227,fischen::V,baliq ovlamoq,žvejoti
1228,fassen::V,ilinmoq,sučiupti
1229,hüten::V,boqtirmoq,ganyti
1230,treiben::V,haydamoq,ginti
1231,anbinden::V,bog'lamoq,pririšti
1232,füttern::V,edirmoq,šerti
1233,melken::V,sog'moq,melžti
1234,hacken::V,chopmoq,kapoti
1235,gießen::V,oqizmoq,lieti
1236,gießen::V,oqizmoq,laistyti
1237,reifen::V,qizarmoq,nokti
1238,reifen::V,qizarmoq,sirpti
1239,zubereiten::V,pishirmoq,ruošti
1240,zubereiten::V,pishirmoq,gaminti
1241,kochen::V,qaynatmoq,virti
1242,kochen::V,qaynatmoq,virinti
1243,backen::V,yopmoq,kepti
1244,braten::V,qovurmoq,kepti
1245,braten::V,qovurmoq,kepinti
1246,umrühren::V,atalamoq,maišyti
1247,umrühren::V,atalamoq,pamaišyti
1248,stricken::V,to'qimoq,megzti
1249,nähen::V,tikmoq,siūti
1250,färben::V,bo'yoqlamoq,dažyti
1251,färben::V,bo'yoqlamoq,nudažyti
1252,reinigen::V,tozalamoq,valyti
1253,reinigen::V,tozalamoq,švarinti
1254,waschen::V,yuvmoq,plauti
1255,waschen::V,yuvmoq,mazgoti
1256,waschen::V,yuvmoq,skalbti
1257,abwischen::V,surkamoq,nušluostyti
1258,spülen::V,chaymoq,plauti
1259,spülen::V,chaymoq,skalauti
1260,fegen::V,cho'tkalamoq,šluoti
1261,kehren::V,supurmoq,šluoti
1262,baden::V,cho'milmoq,maudytis
1263,sich waschen::V,yuvinmoq,praustis
1264,ausziehen::V,echintirmoq,numauti
1265,ausziehen::V,echintirmoq,nuvilkti
1266,anziehen::V,kiymoq,mauti
1267,anziehen::V,kiymoq,apsivilkti
1268,sich anziehen::V,kiyinmoq,rengtis
1269,sich anziehen::V,kiyinmoq,apsirengti
1270,kämmen::V,taramoq,šukuoti
1271,schmücken::V,yasatmoq,puošti
1272,schmücken::V,yasatmoq,dabinti
1273,schmücken::V,yasatmoq,gražinti
1274,sagen::V,aytmoq,tarti
1275,sprechen::V,so'zlamoq,kalbėti
1276,reden::V,gapirmoq,šnekėti
1277,sich unterhalten::V,suhbatlashmoq,kalbėtis
1278,sich unterhalten::V,suhbatlashmoq,šnekučiuotis
1279,fragen::V,so'ramoq,klausti
1280,bitten::V,iltimos qilmoq,prašyti
1281,erzählen::V,aytib bermoq,pasakoti
1282,mitteilen::V,bildirmoq,skelbti
1283,mitteilen::V,bildirmoq,pranešti
1284,nennen::V,atamoq,vadinti
1285,nennen::V,atamoq,vardyti
1286,rufen::V,chaqirmoq,šaukti
1287,rufen::V,chaqirmoq,kviesti
1288,prahlen::V,gerdaymoq,girtis
1289,übersetzen::V,tarjima qilmoq,versti
1290,übersetzen::V,tarjima qilmoq,išversti
1291,denken::V,o'ylamoq,galvoti
1292,glauben::V,ishonmoq,manyti
1293,glauben::V,ishonmoq,tikėti
1294,bemerken::V,payqamoq,pamatyti
1295,bemerken::V,payqamoq,pastebėti
1296,erkennen::V,tanimoq,pažinti
1297,erkennen::V,tanimoq,atpažinti
1298,begreifen::V,tushunmoq,suvokti
1299,verstehen::V,anglamoq,suprasti
1300,lernen::V,o'qimoq,mokytis
1301,wissen::V,bilmoq,žinoti
1302,sich erinnern an::V,äsni tanimoq,prisiminti
1303,vergessen::V,unutmoq,užmiršti
1304,messen::V,o'lchamoq,matuoti
1305,zählen::V,raqamlamoq,skaičiuoti
1306,rechnen::V,cho'tlamoq,skaičiuoti
1307,lesen::V,o'qimoq,skaityti
1308,malen::V,rasm solmoq,tapyti
1309,zeichnen::V,chizmoq,piešti
1310,zeichnen::V,chizmoq,žymėti
1311,zeichnen::V,chizmoq,braižyti
1312,schreiben::V,yozmoq,rašyti
1313,besitzen::V,ägalamoq,turėti
1314,kaufen::V,olmoq,pirkti
1315,verkaufen::V,sotmoq,parduoti
1316,bezahlen::V,to'lamoq,apmokėti
1317,zahlen::V,to'lamoq,mokėti
1318,beherrschen::V,ägalamoq,valdyti
1319,ertragen::V,chidamoq,kę̃sti
1320,ertragen::V,chidamoq,pakelti
1321,ertragen::V,chidamoq,iškę̃sti
