,Concept_ID,pl,ka
163,Bau::N,nora,სორო
164,Tier::N,zwierzę,ნადირი
165,Tier::N,zwierzę,ცხოველი
166,Herde::N,stado,ფარა
167,Herde::N,trzoda,ფარა
168,Kuh::N,krowa,ფური
169,Kuh::N,krowa,ძროხა
170,Bulle::N,byk,ხარი
171,Pferd::N,koń,რაში
172,Pferd::N,koń,ცხენი
173,Schaf::N,owca,ცხვარი
174,Schwein::N,świnia,ღორი
175,Hund::N,pies,ძაღლი
176,Katze::N,kot,კატა
177,Katze::N,kotka,კატა
178,Bär::N,niedźwiedż,დათვი
179,Eichhörnchen::N,wiewiórka,ციყვი
180,Elch::N,łóś,ცხენ-ირემი
181,Fuchs::N,lis,მელა
182,Hase::N,zając,კურდღელი
183,Maus::N,mysz,თაგვი
184,Wolf::N,wilk,მგელი
185,Vogel::N,ptak,ჩიტი
186,Vogel::N,ptak,ფრინველი
187,Schwarm::N,stado,გუნდი
188,Huhn::N,kura,დედალი
189,Hahn::N,kogut,მამალი
190,Gans::N,gęś,ბატი
191,Adler::N,orzeł,არწივი
192,Ente::N,kaczka,იხვი
193,Eule::N,sowa,ბუ
194,Kranich::N,żuraw,წერო
195,Krähe::N,wrona,ყვავი
196,Kuckuck::N,kukułka,გუგული
197,Schwan::N,łabędż,გედი
198,Fisch::N,ryba,თევზი
199,Barsch::N,okoń,ქორჭილა
200,Hecht::N,szczupak,ქარიყლაპია
201,Schlange[Tier]::N,wąż,გველი
202,Schlange[Tier]::N,żmija,გველი
203,Wurm::N,robak,ჭია
204,Spinne::N,pająk,ობობა
205,Ameise::N,mrówka,ჭიანჭველა
206,Laus::N,wesz,ტილი
207,Laus::N,wesz,მკბენარი
208,Mücke::N,komar,კოღო
209,Fliege::N,mucha,ბუზი
210,Schmetterling::N,motyl,პეპელა
211,Beere::N,jagoda,კენკრა
212,Apfel::N,jabłko,ვაშლი
213,Pilz::N,grzyb,სოკო
214,Zwiebel::N,cebula,ხახვი
215,Saat::N,siew,თესლი
216,Korn::N,ziarno,მარცვალი
217,Heu::N,siano,თივა
218,Schale::N,łupina,ჩენჩო
219,Grube::N,dół,ორმო
220,Grube::N,jama,ორმო
221,Falle::N,pułapka,ხაფანგი
222,Schlinge::N,sidła,მახე
223,Spur::N,ślad,კვალი
224,Asche::N,popiół,ფერფლი
225,Dreck::N,brud,ტალახი
226,Dreck::N,brud,სიბინძურე
227,Eisen::N,żelazo,რკინა
228,Gold::N,złoto,ოქრო
229,Silber::N,srebro,ვერცხლი
230,Kohle::N,węgiel,ნახშირი
231,Glas::N,szkło,მინა
232,Lehm::N,glina,თიხა
233,Sand::N,piasek,ქვიშა
234,Mensch::N,człowiek,ადამიანი
235,Mann::N,mężczyzna,კაცი
236,Frau::N,kobieta,ქალი
237,Kind::N,dziecko,ბავშვი
238,Junge::N,chłopak,ვაჟი
239,Junge::N,chłopiec,ვაჟი
240,Mädchen::N,dziewczynka,გოგო
241,Familie::N,rodzina,ოჯახი
242,Großvater::N,dziadek,პაპა
243,Großvater::N,dziadek,ბაბუა
244,Großmutter::N,babka,ბებია
245,Großmutter::N,babka,დიდედა
246,Eltern::N,rodzice,მშობლები
247,Vater::N,ojciec,მამა
248,Mutter::N,matka,დედა
249,Sohn::N,syn,ვაჟიშვილი
250,Tochter::N,córka,ქალიშვილი
251,Bruder::N,brat,ძმა
252,Schwester::N,siostra,და
253,Onkel::N,wuj,ბიძა
254,Onkel::N,stryj,ბიძა
255,Tante::N,ciotka,დეიდა
256,Tante::N,ciotka,მამიდა
257,Ehemann::N,mąż,ქმარი
258,Ehefrau::N,żona,ცოლი
259,Freude::N,radość,სიხარული
260,Gelächter::N,śmiech,სიცილი
261,Glück::N,szczęście,ბედნიერება
262,Kummer::N,zmartwienie,მწუხარება
263,Wunsch::N,życzenie,წადილი
264,Wunsch::N,życzenie,სურვილი
265,Lust::N,chęć,წადილი
266,Lust::N,ochota,წადილი
267,Geist::N,duch,სული
268,Gedanke::N,myśl,ფიქრი
269,Gedächtnis::N,pamięć,მეხსიერება
270,Verstand::N,rozum,ჭკუა
271,Verstand::N,rozum,გონება
272,Sinn::N,zmysł,მნიშვნელობა
273,Grund::N,powód,მიზეზი
274,Wahrheit::N,prawda,სიმართლე
275,Wahrheit::N,prawda,ჭეშმარიტება
276,Gespräch::N,rozmowa,ბაასი
277,Gespräch::N,rozmowa,საუბარი
278,Märchen::N,bajka,არაკი
279,Märchen::N,bajka,ზღაპარი
280,Erzählung::N,opowiadanie,თქმულება
281,Nachricht::N,wiadomość,ცნობა
282,Nachricht::N,wiadomość,ამბავი
283,Neuigkeit::N,nowina,სიახლე
284,Name::N,imię,სახელი
285,Rätsel::N,zagadka,გამოცანა
286,Rede::N,mowa,სიტყვა
287,Sprache::N,język,ენა
288,Stimme::N,głos,ხმა
289,Wort::N,słowo,სიტყვა
290,Zeichen::N,znak,ნიშანი
291,Ruf::N,wołanie,ძახილი
292,Lärm::N,hałas,ხმაური
293,Lärm::N,zgiełk,ხმაური
294,Laut::N,dźwięk,ხმა
295,Laut::N,dźwięk,ბგერა
296,Ton::N,ton,ტონი
297,Ton::N,dźwięk,ტონი
298,Lied::N,pieśń,სიმღერა
299,Lied::N,piosenka,სიმღერა
300,Ruhe::N,spokój,სიწყნარე
301,Leute::N,ludzie,ადამიანები
302,Volk::N,naród,ერი
303,Volk::N,naród,ხალხი
304,Arbeit::N,praca,მუშაობა
305,Arbeit::N,robota,მუშაობა
306,Gast::N,gość,სტუმარი
307,Geschenk::N,prezent,საჩუქარი
308,Geschenk::N,podarunek,საჩუქარი
309,Spiel::N,gra,თამაში
310,Spiel::N,zabawa,თამაში
311,Gesellschaft::N,towarzystwo,საზოგადოება
312,Hilfe::N,pomoc,შველა
313,Hilfe::N,pomoc,დახმარება
314,Freund::N,przyjaciel,მეგობარი
315,Kamerad::N,kolega,ამხანაგი
316,Angelegenheit::N,sprawa,საქმე
317,Anzahl::N,ilość,ოდენობა
318,Art::N,rodzaj,სახეობა
319,Stück::N,kawałek,ნატეხი
320,Teil::N,część,წილი
321,Hälfte::N,połowa,ნახევარი
322,Kreis::N,krąg,წრე
323,Kreuz::N,krzyż,ჯვარი
324,Linie::N,linia,ხაზი
325,Strich::N,kreska,შტრიხი
326,Abstand::N,odstęp,მანძილი
327,Entfernung::N,odległość,სიშორე
328,Gegend::N,okolica,არე
329,Gegend::N,okolica,მხარე
330,Platz::N,miejsce,ფართობი
331,Ort::N,miejsce,ადგილი
332,Seite::N,bok,მხარე
333,Seite::N,strona,მხარე
334,Mitte::N,środek,შუა
335,Gegenstand::N,przedmiot,საგანი
336,Sache::N,rzecz,ნივთი
337,Rand::N,skraj,კიდე
338,Rand::N,krawędź,კიდე
339,Kante::N,kant,ნაწიბული
340,Kante::N,krawędź,ნაწიბული
341,Ecke::N,róg,კუთხე
342,Spitze::N,ostrze,წვეტი
343,Ende::N,koniec,ბოლო
344,Loch::N,dziura,ხვრელი
345,Winkel::N,kąt,კუთხე
346,Winkel::N,kącik,კუთხე
347,Muster::N,wzór,მოხატულობა
348,Größe::N,rozmiar,ზომა
349,Größe::N,rozmiar,სიდიდე
350,Größe::N,wielkość,ზომა
351,Größe::N,wielkość,სიდიდე
352,Länge::N,długość,სიგრძე
353,Höhe::N,wysokość,სიმაღლე
354,Gewicht::N,ciężar,წონა
355,Menge::N,ilość,რაოდენობა
356,Haufen::N,kupa,გროვა
357,Reihe::N,rząd,რიგი
358,Reihe::N,rząd,წყება
359,Reihe::N,szereg,რიგი
360,Reihe::N,szereg,წყება
361,Boot::N,łódź,გემი
362,Boot::N,łódka,გემი
363,Ruder::N,wiosło,ხოფი
364,Ruder::N,wiosło,ნიჩაბი
365,Schlitten::N,sanki,მარხილი
366,Ski::N,narta,თხილამური
367,Lagerfeuer::N,ognisko,კოცონი
368,Last::N,ciężar,ტვირთი
369,Last::N,brzemię,ტვირთი
370,Gang::N,chód,სვლა
371,Schritt::N,krok,ბიჯი
372,Norden::N,północ,ჩრდილოეთი
373,Süden::N,południe,სამხრეთი
374,Westen::N,zachód,დასავლეთი
375,Osten::N,wschód,აღმოსავლეთი
376,Holz::N,drzewo,ხე
377,Brett::N,deska,დაფა
378,Brett::N,deska,ფიცარი
379,Platte::N,płyta,თლილი ქვა
380,Stütze::N,podpora,საყრდენი
381,Stange::N,drąg,ჭოკი
382,Stange::N,żerdź,ჭოკი
383,Stock::N,kij,კეტი
384,Stock::N,laska,კეტი
385,Stab::N,pręt,ლატანი
386,Rohr::N,rura,მილაკი
387,Haus::N,dom,სახლი
388,Heim::N,dom,ოჯახის კერა
389,Ofen::N,piec,ღუმელი
390,Fußboden::N,podłoga,იატაკი
391,Tisch::N,stół,სუფრა
392,Tisch::N,stół,მაგიდა
393,Stuhl::N,krzesło,სკამი
394,Wiege::N,kołyska,აკვანი
395,Bett::N,łóżko,საწოლი
396,Bett::N,łóżko,სარეცელი
397,Bett::N,pościel,საწოლი
398,Bett::N,pościel,სარეცელი
399,Regal::N,regał,თაროები
400,Kiste::N,skrzynia,ყუთი
401,Kiste::N,skrzynia,სკივრი
402,Fenster::N,okno,ფანჯარა
403,Fenster::N,okno,სარკმელი
404,Tür::N,drzwi,ბჭე
405,Tür::N,drzwi,კარი
406,Tor::N,brama,ჭიშკარი
407,Zaun::N,płot,ღობე
408,Zaun::N,płot,გალავანი
409,Zaun::N,parkan,ღობე
410,Zaun::N,parkan,გალავანი
411,Dach::N,dach,სახურავი
412,Leiter::N,drabina,კიბე
413,Besen::N,miotła,ცოცხი
414,Spaten::N,rydel,ნიჩაბი
415,Schaufel::N,łopata,ბარი
416,Gabel::N,widelec,ჩანგალი
417,Löffel::N,łyżka,კოვზი
418,Messer::N,nóż,დანა
419,Nagel::N,gwóźdź,ლურსმანი
420,Netz::N,sieć,ბადე
421,Haken::N,hak,კავი
422,Haken::N,hak,კაუჭი
423,Griff::N,chwyt,ტარი
424,Schloss::N,zamek,კლიტე
425,Schloss::N,zamek,საკეტი
426,Bild::N,obraz,სურათი
427,Figur::N,figura,ფიგურა
428,Puppe::N,lalka,თოჯინა
429,Beutel::N,torba,პარკი
430,Bündel::N,wiązka,გალა
431,Bündel::N,wiązka,ასხმა
432,Tasche::N,torba,ჩანთა
433,Eimer::N,kubeł,ჩამჩა
434,Eimer::N,wiadro,ჩამჩა
435,Deckel::N,przykrywka,ხუფი
436,Deckel::N,przykrywka,სარქველი
437,Geschirr::N,statki,ჭურჭელი
438,Geschirr::N,naczynia,ჭურჭელი
439,Sack::N,worek,ტომარა
440,Tasse::N,filiżanka,ფინჯანი
441,Topf::N,garnek,ქოთანი
442,Kessel::N,kocioł,ქვაბი
443,Essen::N,jedzenie,ჭამა
444,Nahrung::N,pokarm,საზრდო
445,Nahrung::N,pokarm,საკვები
446,Nahrung::N,pożywienie,საზრდო
447,Nahrung::N,pożywienie,საკვები
448,Speise::N,potrawa,საჭმელი
449,Speise::N,jedzenie,საჭმელი
450,Fleisch::N,mięso,ხორცი
451,Getreide::N,zboże,მარცვლოვანი
452,Brei::N,kasza,ფაფა
453,Brot::N,chleb,პური
454,Scheibe::N,kromka,ნაჭერი
455,Fett::N,tłuszcz,ქონი
456,Fett::N,tłuszcz,ცხიმი
457,Butter::N,masło,კარაქი
458,Öl::N,olej,ზეთი
459,Salz::N,sól,მარილი
460,Suppe::N,zupa,სუფი
461,Honig::N,miód,თაფლი
462,Milch::N,mleko,რძე
463,Tee::N,herbata,ჩაი
464,Leder::N,skóra,ტყავი
465,Wolle::N,wełna,მატყლი
466,Stoff::N,tkanina,ქსოვილი
467,Stoff::N,materiał,ქსოვილი
468,Nadel::N,igła,ნემსი
469,Faden::N,nić,ძაფი
470,Faden::N,nić,მკედი
471,Faden::N,nitka,ძაფი
472,Faden::N,nitka,მკედი
473,Knopf::N,guzik,ღილი
474,Knoten::N,węzeł,ნასკვი
475,Farbe::N,farba,საღებავი
476,Kleidung::N,odzież,ტანსაცმელი
477,Hemd::N,koszula,ხალათი
478,Hemd::N,koszula,პერანგი
479,Kragen::N,kołnierz,საყელო
480,Ärmel::N,rękaw,სახელო
481,Hose::N,spodnie,შარვალი
482,Gürtel::N,pasek,ქამარი
483,Mütze::N,czapka,ქუდი
484,Schuh::N,but,ფეხსაცმელი
485,Schuh::N,bucik,ფეხსაცმელი
486,Stiefel::N,but,ჩექმა
487,Stiefel::N,kozak,ჩექმა
488,Ring::N,pierścień,ბეჭედი
489,Band::N,wstęga,ბაფთი
490,Kamm::N,grzebień,სავარცხელი
491,Spiegel::N,lustro,სარკე
492,Riemen::N,rzemień,ღვედი
493,Schnur::N,sznur,ლარი
494,Leine::N,smycz,ჯაჭვი
495,Decke::N,kołdra,საბანი
496,Kissen::N,poduszka,ბალიში
497,Tuch::N,chustka,მაუდი
498,Tuch::N,chustka,თავშალი
499,Handtuch::N,ręcznik,ხელსახოცი
500,Kraft::N,moc,ძალა
501,Kraft::N,siła,ძალა
502,Stärke::N,moc,ღონე
503,Stärke::N,siła,ღონე
504,Gesundheit::N,zdrowie,ჯანმრთელობა
505,Krankheit::N,choroba,სენი
506,Krankheit::N,choroba,ავადმყოფობა
507,Schmerz::N,ból,ტკივილი
508,Wunde::N,rana,იარი
509,Wunde::N,rana,ჭრილობა
510,Fieber::N,gorączka,ციება
511,Arznei::N,lekarstwo,წამალი
512,Brücke::N,most,ხიდი
513,Brunnen::N,studnia,ჭა
514,Weide::N,pastwisko,საძოვარი
515,Pfad::N,ścieżka,ბილიკი
516,Weg::N,droga,გზა
517,Straße::N,ulica,შარაგზა
518,Dorf::N,wieś,დაბა
519,Dorf::N,wieś,სოფელი
520,Stadt::N,miasto,ქალაქი
521,Brief::N,list,წერილი
522,Buch::N,książka,წიგნი
523,Buchstabe::N,litera,ასო
524,Zeitung::N,gazeta,გაზეთი
525,Zeitung::N,dziennik,გაზეთი
526,Leben::N,życie,სიცოცხლე
527,Tod::N,śmierć,სიკვდილი
528,Grab::N,grób,სამარე
529,Grab::N,grób,საფლავი
530,Kirche::N,kościół,ეკლესია
531,Sünde::N,grzech,ცოდვა
532,Gott::N,bóg,ღმერთი
533,Arbeiter::N,robotnik,მუშა
534,Chef::N,szef,გამგე
535,Meister::N,mistrz,ოსტატი
536,Meister::N,majster,ოსტატი
537,Arzt::N,lekarz,ექიმი
538,Arzt::N,lekarz,მკურნალი
539,Lehrer::N,nauczyciel,მასწავლებელი
540,Geld::N,pieniądze,ფული
541,Geschäft::N,sprawa,საქმე
542,Geschäft::N,sprawa,ბიზნესი
543,Geschäft::N,interes,საქმე
544,Geschäft::N,interes,ბიზნესი
545,Laden::N,sklep,დუქანი
546,Laden::N,sklep,მაღაზია
547,Preis::N,cena,ფასი
548,Ware::N,towar,საქონელი
549,Nutzen::N,pożytek,ხეირი
550,Reichtum::N,bogactwo,სიმდიდრე
551,Welt::N,świat,მსოფლიო
552,Land::N,kraj,მხარე
553,Land::N,kraj,ქვეყანა
554,Staat::N,państwo,სახელმწიფო
555,König::N,król,მეფე
556,Macht::N,władza,ძლიერება
557,Grenze::N,granica,ზღვარი
558,Krieg::N,wojna,ომი
559,Feind::N,wróg,მტერი
560,Gewalt::N,władza,სისასტიკე
561,Kampf::N,bój,ბრძოლა
562,Kampf::N,walka,ბრძოლა
563,Bogen[Waffe]::N,łuk,მშვილდი
564,Pfeil::N,strzała,ისარი
565,Pfeil::N,strzała,მახვილი
566,Gewehr::N,karabin,თოფი
567,Gewehr::N,karabin,შაშხანა
568,Fehler::N,błąd,შეცდომა
569,Lüge::N,kłamstwo,სიცრუე
570,Schaden::N,szkoda,ვნება
571,Unglück::N,nieszczęście,ხიფათი
572,Unglück::N,nieszczęście,უბედურება
573,Schuld::N,wina,ბრალი
574,Alter::N,wiek,ასაკი
575,Schluss::N,koniec,ბოლო
576,Schluss::N,koniec,დასასრული
577,Schluss::N,zakończenie,ბოლო
578,Schluss::N,zakończenie,დასასრული
579,Zeit::N,czas,დრო
580,Tag::N,dzień,დღე
581,Morgen::N,ranek,დილა
582,Morgen::N,poranek,დილა
583,Mittag::N,południe,შუადღე
584,Abend::N,wieczór,საღამო
585,Nacht::N,noc,ღამე
586,Woche::N,tydzień,კვირა
587,Monat::N,miesiąc,თვე
588,Jahr::N,rok,წელი
589,Frühling::N,wiosna,გაზაფხული
590,Sommer::N,lato,ზაფხული
591,Herbst::N,jesień,შემოდგომა
592,Winter::N,zima,ზამთარი
593,Januar::N,styczeń,იანვარი
594,Februar::N,luty,თებერვალი
595,März::N,marzec,მარტი
596,April::N,kwiecień,აპრილი
597,Mai::N,maj,მაისი
598,Juni::N,czerwiec,ივნისი
599,Juli::N,lipiec,ივლისი
600,August::N,sierpień,აგვისტო
601,September::N,wrzesień,სექტემბერი
602,Oktober::N,październik,ოქტომბერი
603,November::N,listopad,ნოემბერი
604,Dezember::N,grudzień,დეკემბერი
605,Montag::N,poniedziałek,ორშაბათი
606,Dienstag::N,wtorek,სამშაბათი
607,Mittwoch::N,środa,ოთხშაბათი
608,Donnerstag::N,czwartek,ხუთშაბათი
609,Freitag::N,piątek,პარასკევი
610,Samstag::N,sobota,შაბათი
611,Sonntag::N,niedziela,კვირა
612,groß::A,duży,დიდი
613,groß::A,wielki,დიდი
614,klein::A,mały,მცირე
615,klein::A,mały,პატარა
616,lang::A,długi,გრძელი
617,kurz::A,krótki,მოკლე
618,breit::A,szeroki,ფართო
619,breit::A,szeroki,განიერი
620,schmal::A,wąski,ვიწრო
621,schmal::A,wąski,წვრილი
622,dicht::A,gęsty,მჭიდრო
623,dick[Gegenstand]::A,gruby,სქელი
624,dünn::A,cienki,წვრილი
625,fein::A,drobny,თხელი
626,fest::A,mocny,მყარი
627,fest::A,twardy,მყარი
628,flach::A,płaski,ბრტყელი
629,glatt::A,gładki,გლუ
630,hart::A,twardy,მაგარი
631,weich::A,miękki,რბილი
632,rund::A,okrągły,მრგვალი
633,spitz::A,spiczasty,წვეტიანი
634,scharf::A,ostry,მჭრელი
635,stumpf::A,tępy,ბლაგვი
636,schwer::A,ciężki,მძიმე
637,schön::A,ładny,ლამაზი
638,schön::A,piękny,ლამაზი
639,heiß::A,gorący,ცხელი
640,warm::A,ciepły,თბილი
641,kalt::A,zimny,ცივი
642,kühl::A,chłodny,გრილი
643,frisch::A,świeży,სუფთა
644,feucht::A,wilgotny,ნოტიო
645,nass::A,mokry,სველი
646,trocken::A,suchy,მშრალი
647,voll::A,pełny,სავსე
648,leer::A,pusty,ცარიელი
649,leer::A,próżny,ცარიელი
650,offen::A,otwarty,ღია
651,offen::A,otwarty,გაშლილი
652,geschlossen::A,zamknięty,დახურული
653,sauber::A,czysty,სუფთა
654,sauber::A,czysty,წმინდა
655,schmutzig::A,brudny,ტალახიანი
656,roh::A,surowy,უმი
657,reif::A,dojrzały,მწიფე
658,lecker::A,smaczny,გემრიელი
659,süß::A,słodki,ტკბილი
660,bitter::A,gorzki,მწარე
661,sauer::A,kwaśny,მჟავე
662,hell::A,jasny,ნათელი
663,dunkel::A,ciemny,ბნელი
664,schwarz::A,czarny,შავი
665,weiß::A,biały,თეთრი
666,rot::A,czerwony,წითელი
667,gelb::A,żółty,ყვითელი
668,blau::A,błękitny,ლურჯი
669,blau::A,błękitny,ცისფერი
670,blau::A,niebieski,ლურჯი
671,blau::A,niebieski,ცისფერი
672,grün::A,zielony,მწვანე
673,grau::A,szary,რუხი
674,grau::A,szary,ნაცრისფერი
675,bunt::A,barwny,ჭრელი
676,bunt::A,barwny,ფერადი
677,billig::A,tani,იაფი
678,teuer::A,drogi,ძვირი
679,wertvoll::A,cenny,ღირსიანი
680,blind::A,ślepy,ბრმა
681,taub::A,głuchy,ყრუ
682,kräftig::A,mocny,ძალავანი
683,stark::A,silny,ძლიერი
684,stark::A,silny,ღონიერი
685,schwach::A,słaby,სუსტი
686,fett::A,tłusty,სქელი
687,schlank::A,smukły,გამხდარი
688,hübsch::A,ładny,ეშხიანი
689,hübsch::A,ładny,მშვენიერი
690,böse::A,zły,ავი
691,böse::A,zły,ბოროტი
692,dumm::A,głupi,ბოთე
693,dumm::A,głupi,სულელი
694,faul::A,leniwy,ზანტი
695,faul::A,leniwy,ზარმაცი
696,fleißig::A,pilny,ბეჯითი
697,fleißig::A,pilny,მუყაითი
698,geizig::A,skąpy,ძუნწი
699,klug::A,mądry,ჭკვიანი
700,geschickt::A,zręczny,მარჯვე
701,geschickt::A,zręczny,გაწაფული
702,lieb::A,miły,სატრფიალო
703,lustig::A,wesoły,მხიარული
704,sanft::A,łagodny,ალერსიანი
705,sanft::A,łagodny,გრძნობიერი
706,hungrig::A,głodny,მშიერი
707,krank::A,chory,სნეული
708,krank::A,chory,ავადმყოფი
709,nackt::A,nagi,ტიტველი
710,traurig::A,smutny,მწუხარე
711,traurig::A,smutny,სევდიანი
712,lebendig::A,żywy,ცოცხალი
713,gut::A,dobry,კარგი
714,schlecht::A,zły,უხეირო
715,richtig::A,słuszny,ნამდვილი
716,richtig::A,właściwy,ნამდვილი
717,schlimm::A,zły,ცუდი
718,wahr::A,prawdziwy,სწორი
719,wahr::A,prawdziwy,ჭეშმარიტი
720,alt::A,stary,ძველი
721,neu::A,nowy,ახალი
722,ehemalig::A,były,ყოფილი
723,alt[Lebewesen]::A,stary,ბებერი
724,jung::A,młody,ნორჩი
725,jung::A,młody,ახალგაზრდა
726,arm::A,ubogi,ღარიბი
727,arm::A,biedny,ღარიბი
728,reich::A,bogaty,მდიდარი
729,bekannt::A,znany,ცნობილი
730,berühmt::A,słynny,გამოჩენილი
731,fremd::A,obcy,უცხო
