,Concept_ID,hy,vep
138,Stamm::N,իրան,tüvi
139,Rinde::N,կեղեւ,kor'
140,Rinde::N,հաչոց,kor'
141,Ast::N,ճյուղ,oks
142,Zweig::N,ճյուղ,oks
143,Zweig::N,ճյուղ,barb
144,Blatt::N,տերեւ,lehtez
145,Birke::N,ցարասի,koiv
146,Kiefer[Baum]::N,սոճի,pedai
147,Weide[Baum]::N,ուռենի,raid
148,Tanne::N,եղեւին,kuz'
149,Feder::N,փետուր,höuneh
150,Fell::N,մորթի,nahk
151,Flügel::N,թեւ,suug
152,Klaue::N,չանչ,künz'
153,Kralle::N,ճանկ,künz'
154,Schwanz::N,պոչ,händ
155,Ei::N,ձու,muna
156,Nest::N,բույն,peza
157,Bau::N,որջ,uru
158,Bau::N,բայոց,uru
159,Tier::N,կենդանի,živat
160,Herde::N,հոտ,kogo
161,Kuh::N,կով,lehm
162,Bulle::N,ցուլ,härg
163,Pferd::N,ձի,hebo
164,Schaf::N,ոչխար,lambaz
165,Schwein::N,խոզ,siga
166,Hund::N,շուն,koir
167,Katze::N,կատու,kaži
168,Bär::N,արջ,kondi
169,Eichhörnchen::N,սկյուռ,orav
170,Elch::N,հիւսիսային եղջերու,hirb'
171,Fuchs::N,աղվես,reboi
172,Hase::N,նապաստակ,jäniš
173,Maus::N,մուկ,hir'
174,Wolf::N,գայլ,händikaz
175,Vogel::N,թռչուն,lind
176,Schwarm::N,երամ,parveh
177,Huhn::N,հավ,kana
178,Hahn::N,աքաղաղ,kukoi
179,Gans::N,սագ,hanh'
180,Adler::N,արծիվ,orl
181,Ente::N,բադ,sorz
182,Eule::N,բու,hir'pulo
183,Kranich::N,կռունկ,kurg
184,Krähe::N,ագռավ,variš
185,Kuckuck::N,կուկու,kägi
186,Schwan::N,կարապ,joucen
187,Fisch::N,ձուկ,kala
188,Barsch::N,պերկես,ahven
189,Hecht::N,գայլաձուկ,haug'
190,Schlange[Tier]::N,օձ,kü
191,Schlange[Tier]::N,օձ,mado
192,Wurm::N,որդ,mado
193,Wurm::N,ճիճու,mado
194,Spinne::N,սարդ,hämähouk
195,Ameise::N,միջյուն,murahaine
196,Laus::N,ոջիլ,täi
197,Mücke::N,մժղուկ,säs'k
198,Fliege::N,ճանճ,kärbhaine
199,Schmetterling::N,թիթեռ,lipkaine
200,Beere::N,հատապտուղ,marj
201,Apfel::N,խնձոր,jablok
202,Pilz::N,սունկ,sen'
203,Pilz::N,սունկ,babuk
204,Zwiebel::N,սոխ,lauk
205,Saat::N,սերմ,semned
206,Korn::N,հատիկ,jüvä
207,Korn::N,հատիկ,vill'
208,Heu::N,խոտ,hein
209,Schale::N,կեղեւ,kor'
210,Grube::N,փոս,kop
211,Falle::N,ծուղակ,rida
212,Schlinge::N,խեղդան,rihm
213,Spur::N,հետք,jäl'g
214,Asche::N,մոխիր,tuhk
215,Dreck::N,աղտ,redu
216,Dreck::N,աղտ,pačak
217,Eisen::N,երկաթ,raud
218,Gold::N,ոսկի,kuld
219,Silber::N,արծաթ,hobed
220,Kohle::N,քարածուխ,hil'
221,Glas::N,ապակի,stökol
222,Lehm::N,կավ,savi
223,Sand::N,ավազ,lete
224,Mensch::N,մարդ,mez'
225,Mensch::N,մարդ,ristit
226,Mann::N,մարդ,mez'
227,Mann::N,տղամարդ,mez'
228,Frau::N,կին,naine
229,Kind::N,զավակ,laps'
230,Junge::N,տղա,poig
231,Junge::N,տղա,prihaine
232,Mädchen::N,աղջիկ,neičukaine
233,Familie::N,ընտանիք,kanz
234,Familie::N,ընտանիք,pereh
235,Großvater::N,պապ,ded
236,Großmutter::N,տատ,bab
237,Eltern::N,ծնողներ,vanhembad
238,Eltern::N,ծնողներ,kazvatajad
239,Vater::N,հայր,tat
240,Mutter::N,մայր,mam
241,Sohn::N,որդի,poig
242,Tochter::N,աղջիկ,tütär
243,Tochter::N,դուստր,tütär
244,Bruder::N,եղբայր,veik
245,Bruder::N,եղբայր,vell'
246,Schwester::N,քույր,čiža
247,Schwester::N,քույր,sizar
248,Onkel::N,քեռի,däd'
249,Onkel::N,հորեղբայր,däd'
250,Tante::N,մորաքույր,tädi
251,Ehemann::N,մարդ,mužik
252,Ehemann::N,ամուսին,mužik
253,Ehefrau::N,կին ամուսին,ak
254,Freude::N,ուրախություն,ilo
255,Freude::N,ուրախություն,ihastuz
256,Gelächter::N,ծիծաղ,nagr
257,Glück::N,երջանկություն,oza
258,Kummer::N,վիշտ,gor'a
259,Wunsch::N,ցանկություն,taht
260,Lust::N,փափագ,himo
261,Lust::N,իղձ,himo
262,Geist::N,ոգի,heng
263,Gedanke::N,միտք,meletuz
264,Gedächtnis::N,հիշողություն,mušt
265,Verstand::N,խելք,mel'
266,Sinn::N,իմաստ,jüvä
267,Grund::N,պատճառ,sü
268,Wahrheit::N,ճշմարտություն,tozi
269,Gespräch::N,զրույց,lodu
270,Gespräch::N,զրույց,pagin
271,Märchen::N,պայիկի պատմություն,sarn
272,Erzählung::N,պատմվածք,sanutez
273,Erzählung::N,պատմություն,sanutez
274,Nachricht::N,հաղորդագրություն,tedotuz
275,Neuigkeit::N,լուր,uzištuz
276,Neuigkeit::N,նորություն,uzištuz
277,Name::N,անուն,nimi
278,Rätsel::N,բարդ խնդիր,ozoitez
279,Rede::N,ճառ,pagin
280,Rede::N,ճառ,sanad
281,Rede::N,ելույթ,pagin
282,Rede::N,ելույթ,sanad
283,Sprache::N,լեզու,kel'
284,Stimme::N,ձայն,än'
285,Wort::N,բառ,sana
286,Zeichen::N,նշան,znam
287,Ruf::N,կոչ,kida
288,Ruf::N,կոչ,kucund
289,Ruf::N,կանչ,kida
290,Ruf::N,կանչ,kucund
291,Lärm::N,աղմուկ,judu
292,Laut::N,հնչյուն,kulund
293,Laut::N,ձայն,kulund
294,Ton::N,տոն,kulund
295,Lied::N,երգ,pajo
296,Ruhe::N,անդորրություն,lebu
297,Leute::N,մարդիկ,rahvaz
298,Volk::N,ազգ,rahvaz
299,Arbeit::N,գործ,tö
300,Arbeit::N,գործ,rad
301,Arbeit::N,աշխատանք,tö
302,Arbeit::N,աշխատանք,rad
303,Gast::N,հյուր,adiv
304,Geschenk::N,նվեր,lahj
305,Spiel::N,խաղ,vänd
306,Gesellschaft::N,ընկերություն,sebr
307,Hilfe::N,օգնությթուն,abu
308,Freund::N,ընկեր,sebranik
309,Freund::N,բարեկամ,sebranik
310,Kamerad::N,ուղեկից,sebranik
311,Angelegenheit::N,բան,azj
312,Angelegenheit::N,գործ,azj
313,Anzahl::N,քանակ,lugu
314,Anzahl::N,գումար,lugu
315,Art::N,տեսակ,rod
316,Art::N,տեսակ,rodsugu
317,Stück::N,կտոր,pala
318,Stück::N,կտոր,supal
319,Teil::N,մաս,pala
320,Hälfte::N,կես,pol'
321,Kreis::N,շիջանակ,ümbruz
322,Kreis::N,շիջանակ,kehkruz
323,Kreuz::N,խաչ,rist
324,Linie::N,գիծ,pird
325,Strich::N,գիծ,pird
326,Abstand::N,անջրպետ,keskust
327,Entfernung::N,հեռավորություն,matk
328,Gegend::N,շրջան,taho
329,Platz::N,տարածություն,avaruz'
330,Ort::N,տեղ,koht
331,Ort::N,վայր,koht
332,Seite::N,կողմ,pol'
333,Seite::N,կողմ,kül'g
334,Mitte::N,մեջտեղ,kesk
335,Gegenstand::N,առարկա,kalu
336,Sache::N,բան,azj
337,Rand::N,վերջք,röun
338,Kante::N,եզր,röun
339,Ecke::N,անկյուն,saum
340,Spitze::N,ծայր,agjaine
341,Ende::N,ծայր,agj
342,Loch::N,անցք,reig
343,Winkel::N,անկյուն,čoga
344,Winkel::N,անկյուն,saum
345,Muster::N,օրինակ,kirjam
346,Größe::N,մեծություն,suruz'
347,Länge::N,երկարություն,piduz
348,Höhe::N,բարձրություն,korktuz'
349,Gewicht::N,կշիռ,jügu
350,Gewicht::N,կշիռ,vedäduz
351,Menge::N,քանակ,äjüz'
352,Haufen::N,դեզ,kogo
353,Haufen::N,կույտ,kogo
354,Reihe::N,շարք,rivi
355,Reihe::N,կարգ,rivi
356,Boot::N,նավակ,veneh
357,Ruder::N,թի,air
358,Ruder::N,թիակ,air
359,Schlitten::N,բալխիր,regi
360,Schlitten::N,բալխիր,regut
361,Ski::N,դահուկ,suks'
362,Lagerfeuer::N,բացօդեայ կրակ,nodj
363,Lagerfeuer::N,բացօդեայ կրակ,pažag
364,Last::N,բեռ,jüguz
365,Gang::N,զբոսանք,astund
366,Schritt::N,քայլ,hašk
367,Norden::N,հյուսիս,pohjoine
368,Süden::N,հարավ,suvi
369,Westen::N,արեւմուտք,päivlaskm
370,Osten::N,արեւելք,päivnouzm
371,Holz::N,փայտ,pu
372,Brett::N,տախտակ,laud
373,Platte::N,թիթեղ,keitim
374,Stütze::N,նեցուկ,tugi
375,Stange::N,ձող,arz'
376,Stock::N,փայտ,kalu
377,Stab::N,ցուպ,seibaz
378,Stab::N,գավազան,seibaz
379,Rohr::N,խողովակ,torv
380,Haus::N,տուն,pert'
381,Heim::N,տուն,kodi
382,Ofen::N,վառարան,päč
383,Fußboden::N,հատակ,lava
384,Tisch::N,սեղան,laud
385,Tisch::N,սեղան,stal'c
386,Stuhl::N,աթոռ,ištim
387,Wiege::N,օրորոց,kätte
388,Bett::N,անկողին,sija
389,Bett::N,անկողին,magaduzsija
390,Regal::N,դարակ,palič
391,Kiste::N,տուփ,mülütim
392,Fenster::N,պատուհան,ikun
393,Tür::N,դուռ,uks'
394,Tor::N,դարպաս,verai
395,Zaun::N,ցանկապատ,aid
396,Dach::N,տանիք,katuz
397,Dach::N,կտուր,katuz
398,Leiter::N,սանդուղք,pordhad
399,Besen::N,ավել,lud
400,Besen::N,ավել,vast
401,Spaten::N,բահ,labid
402,Schaufel::N,թի,labid
403,Gabel::N,պատառաքաղ,hangoine
404,Löffel::N,գդալ,luzik
405,Messer::N,դանակ,veič
406,Nagel::N,մեխ,nagl
407,Netz::N,ցանց,verk
408,Haken::N,կարթ,kouk
409,Griff::N,կոթ,kägä
410,Griff::N,կոթ,varz'
411,Griff::N,բռնակ,kägä
412,Griff::N,բռնակ,varz'
413,Schloss::N,կողպեք,lukkol
414,Bild::N,նկար,kuva
415,Bild::N,պատկեր,kuva
416,Figur::N,քանդակ,figur
417,Figur::N,պատկեր,figur
418,Puppe::N,տիկնիկ,tätüine
419,Beutel::N,տոպրակ,havad
420,Bündel::N,կապոց,toppaz
421,Bündel::N,կապոց,käč
422,Tasche::N,պայուսակ,sumk
423,Eimer::N,դույլ,vädr
424,Deckel::N,կափարիչ,katuz
425,Geschirr::N,ամանեղեն,astii
426,Sack::N,պարկ,havad
427,Sack::N,տոպրակ,havad
428,Tasse::N,թաս,čašk
429,Tasse::N,գավաթ,čašk
430,Topf::N,անոթ,pada
431,Kessel::N,կաթսա,katil
432,Essen::N,կերակուր,sönd
433,Nahrung::N,ուտելիք,söm
434,Speise::N,խորտիկ,sömine
435,Speise::N,կերակուր,sömine
436,Fleisch::N,միս,liha
437,Getreide::N,հացահատիկ,vill'
438,Brei::N,լանդակ,pudr
439,Brot::N,հաց,leib
440,Scheibe::N,կտոր,bibaleh
441,Scheibe::N,կտոր,šlik
442,Scheibe::N,պատառ,bibaleh
443,Scheibe::N,պատառ,šlik
444,Fett::N,ճարպ,razv
445,Butter::N,կարագ,voi
446,Öl::N,ձեթ,voi
447,Salz::N,աղ,sol
448,Suppe::N,սուպ,lem'
449,Suppe::N,սուպ,keitoz
450,Suppe::N,ապուր,lem'
451,Suppe::N,ապուր,keitoz
452,Honig::N,մեղր,mezi
453,Milch::N,կաթ,maid
454,Tee::N,թեյ,čai
455,Leder::N,կաշի,nahk
456,Wolle::N,բուրդ,vill
457,Stoff::N,գործվածք,kangaz
458,Nadel::N,ասեղ,negl
459,Faden::N,թել,nit'
460,Knopf::N,կոճակ,nübl'
461,Knoten::N,հանգույց,sol'm
462,Farbe::N,ներկ,muju
463,Kleidung::N,հագուստ,sobad
464,Hemd::N,վերնաշապիկ,paid
465,Kragen::N,օձիք,kagluz
466,Ärmel::N,թեւք,hijam
467,Hose::N,շալվար,štanad
468,Gürtel::N,գոտի,vö
469,Mütze::N,կեպի,šapuk
470,Schuh::N,կոշիկ,keng'
471,Stiefel::N,երկարաճիթ կոշիկ,sapug
472,Ring::N,զնգալ,rengaz
473,Band::N,ժապավեն,lentaine
474,Kamm::N,սանր,suga
475,Spiegel::N,հայելի,zerkol
476,Riemen::N,փոկ,vö
477,Schnur::N,լար,nor
478,Leine::N,փոկ,talutimnor
479,Decke::N,վերմակ,sijakatuz
480,Kissen::N,բարձ,pöluz
481,Tuch::N,թաշկինակ,paik
482,Handtuch::N,սրբիչ,käzipaik
483,Kraft::N,ուժ,vägi
484,Stärke::N,պնդություն,vahvuz'
485,Stärke::N,ամրություն,vahvuz'
486,Gesundheit::N,առողջություն,tervhuz
487,Krankheit::N,ախտ,läžund
488,Krankheit::N,հիվանդություն,läžund
489,Schmerz::N,ցավ,kibu
490,Schmerz::N,տանջանք,kibu
491,Wunde::N,վերք,čapatez
492,Fieber::N,տենդ,säru
493,Arznei::N,դեղ,zel'l'
494,Brücke::N,կամուրջ,sild
495,Brunnen::N,հոր,kaiv
496,Brunnen::N,ջրհոր,kaiv
497,Weide::N,արոտավայր,omaluine
498,Pfad::N,արահետ,tehut
499,Weg::N,ուղի,te
500,Straße::N,ճանապարհ,te
501,Dorf::N,գյուղ,külä
502,Stadt::N,քաղաք,lidn
503,Brief::N,նամակ,kirjeine
504,Buch::N,գիրք,kirj
505,Buchstabe::N,տառ,kirjam
506,Buchstabe::N,գիր,kirjam
507,Zeitung::N,լրագիր,lehtez
508,Leben::N,կյանք,elo
509,Tod::N,մահ,surm
510,Grab::N,գերեզման,kaum
511,Kirche::N,եկեղեցի,jumalanpert'
512,Sünde::N,մեղք,grähk
513,Gott::N,աստված,jumal
514,Arbeiter::N,բանվոր,radnik
515,Arbeiter::N,աշխատող,radnik
516,Chef::N,տեր,pämez'
517,Meister::N,վարպետ,mastar
518,Arzt::N,բժիշկ,lekar'
519,Lehrer::N,ուսուցիչ,opendai
520,Geld::N,փող,rahad
521,Geschäft::N,գործ,biznes
522,Geschäft::N,աշխատանք,biznes
523,Laden::N,կրպակ,lauk
524,Laden::N,խանութ,lauk
525,Preis::N,գին,arv
526,Ware::N,ապրանք,tavar
527,Nutzen::N,օգուտ,liža
528,Reichtum::N,հարստություն,kodielo
529,Reichtum::N,հարստություն,kal'huz'
530,Welt::N,աշխարհ,mail'm
531,Land::N,երկիր,ma
532,Staat::N,պետություն,valdkund
533,König::N,արքա,kunigaz
534,König::N,թագավոր,kunigaz
535,Macht::N,իշխանություն,vald
536,Grenze::N,սահման,röun
537,Krieg::N,պատերազմ,soda
538,Feind::N,թշնամի,vihanik
539,Feind::N,թշնամի,vastustai
540,Gewalt::N,բռնություն,vägivald
541,Gewalt::N,սաստկություն,vägivald
542,Kampf::N,մարտ,tora
543,Bogen[Waffe]::N,աղեղ,taug
544,Pfeil::N,նետ,nol
545,Gewehr::N,հրացան,oružj
546,Fehler::N,սխալ,viga
547,Lüge::N,սուտ,kelastuz
548,Schaden::N,վնաս,pahuz'
549,Unglück::N,դժբախտություն,bed
550,Unglück::N,դժբախտություն,gor'a
551,Schuld::N,պակասություն,värhuz'
552,Alter::N,հասակ,igä
553,Schluss::N,վերջ,lop
554,Schluss::N,վախճան,lop
555,Zeit::N,ժամանակ,aig
556,Tag::N,օր,päiv
557,Morgen::N,առավոտ,homendez
558,Mittag::N,կեսօր,keskpäiv
559,Abend::N,երեկո,eht
560,Nacht::N,գիշեր,ö
561,Woche::N,շաբաթ,nedal'
562,Monat::N,ամիս,ku
563,Jahr::N,տարի,voz'
564,Frühling::N,գարուն,keväz'
565,Sommer::N,ամառ,keza
566,Herbst::N,աշուն,sügüz'
567,Winter::N,ձմեռ,tal'v
568,Januar::N,հունվար,viluku
569,Februar::N,փետրվար,uhoku
570,März::N,մարտ,keväz'ku
571,April::N,ապրիլ,sulaku
572,Mai::N,մայիս,semendku
573,Juni::N,հունիս,kezaku
574,Juli::N,հուլիս,heinku
575,August::N,օգոստոս,eloku
576,September::N,սեպտեմբեր,sügüz'ku
577,Oktober::N,հոկտեմբեր,reduku
578,November::N,նոյեմբեր,kül'mku
579,Dezember::N,դեկտեմբեր,tal'vku
580,Montag::N,երկուշաբթի,ezmärg
581,Dienstag::N,երեքշաբթի,tožnarg
582,Mittwoch::N,չորեքշաբթի,koumanz'päiv
583,Donnerstag::N,հինգշաբթի,nellänz'päiv
584,Freitag::N,ուրբաթ,pätnič
585,Freitag::N,ուրբաթ,videnz'päiv
586,Samstag::N,շաբաթ,sobat
587,Sonntag::N,կիրակի,pühäpäiv
588,groß::A,մեծ,sur'
589,groß::A,մեծ,järed
590,groß::A,խոշոր,sur'
591,groß::A,խոշոր,järed
592,klein::A,պստիկ,pen'
593,klein::A,պստիկ,pičuine
594,klein::A,փոքրիկ,pen'
595,klein::A,փոքրիկ,pičuine
596,lang::A,երկար,pit'k
597,kurz::A,կարճ,lühüd
598,breit::A,լայն,leved
599,schmal::A,նեղ,kaid
600,dicht::A,խիտ,tihed
601,dick[Gegenstand]::A,հաստ,paks
602,dünn::A,բարակ,hoik
603,fein::A,նուրբ,hen
604,fest::A,ամուր,luja
605,fest::A,ամուր,ninev
606,fest::A,պինդ,luja
607,fest::A,պինդ,ninev
608,flach::A,տափակ,lapak
609,glatt::A,հարթ,siled
610,hart::A,կարծր,kova
611,weich::A,մեղմ,pehmed
612,weich::A,փափուկ,pehmed
613,rund::A,կլոր,kehker
614,spitz::A,սրածայր,nügu
615,spitz::A,սրածայր,terav
616,scharf::A,սուր,terav
617,stumpf::A,գուլ,tül'c
618,schwer::A,ծանր,jüged
619,schön::A,սիրուն,čoma
620,schön::A,գեղեցիկ,čoma
621,heiß::A,թեժ,räk
622,warm::A,տաք,läm'
623,warm::A,ջերմ,läm'
624,kalt::A,ցուրտ,vilu
625,kühl::A,զով,raibak
626,kühl::A,զով,viluhk
627,frisch::A,թարմ,lahed
628,feucht::A,ղոնավ,neps
629,feucht::A,ղոնավ,toreh
630,nass::A,թաց,märg
631,trocken::A,ցամաք,kuiv
632,voll::A,լի,täuz'
633,voll::A,լիքը,täuz'
634,leer::A,դատարկ,joudai
635,offen::A,բաց,avoin
636,offen::A,բաց,avol'jaine
637,geschlossen::A,գոց,saubaline
638,sauber::A,մաքուր,puhtaz
639,schmutzig::A,կեղտոտ,redukaz
640,roh::A,հում,rohk
641,roh::A,հում,toreh
642,reif::A,հասած,küps
643,reif::A,հասուն,küps
644,lecker::A,համեղ,magukaz
645,süß::A,անուշ,maged
646,bitter::A,կծու,karged
647,sauer::A,թթու,muiged
648,sauer::A,թթված,muiged
649,hell::A,պայծառ,kirkas
650,hell::A,պայծառ,valgei
651,hell::A,խելամիտ,kirkas
652,hell::A,խելամիտ,valgei
653,dunkel::A,մութ,pimed
654,schwarz::A,սեւ,must
655,weiß::A,սպիտակ,vauged
656,rot::A,կարմիր,rusked
657,gelb::A,դեղին,pakuine
658,blau::A,կապույտ,sinine
659,grün::A,կանաչ,vihand
660,grau::A,գորշ,hahk
661,bunt::A,գոյնզգոյն,kirjav
662,billig::A,էժան,odav
663,teuer::A,թանկ,kalliž
664,wertvoll::A,թանկարժեք,arvokas
665,blind::A,կույր,soged
666,taub::A,խուլ,kurdiž
667,kräftig::A,հզոր,vägev
668,stark::A,ուժեղ,vahv
669,stark::A,ուժեղ,vägekaz
670,schwach::A,տկար,väll'
671,schwach::A,թույլ,väll'
672,fett::A,գեր,razvakaz
673,schlank::A,նիհար,kapos
674,hübsch::A,գրավիչ,čoma
675,hübsch::A,սիրունիկ,čoma
676,böse::A,չար,äred
677,böse::A,չար,käred
678,dumm::A,հիմար,el'getoi
679,faul::A,ծույլ,lašk
680,fleißig::A,ջանասեր,radonnavedii
681,fleißig::A,փութաջան,radonnavedii
682,geizig::A,ագահ,ažlak
683,geizig::A,կծծի,ažlak
684,klug::A,խելոք,melev
685,klug::A,խելոք,melekaz
686,klug::A,ընդունակ,melev
687,klug::A,ընդունակ,melekaz
688,geschickt::A,ճարտար,mahtokaz
689,lieb::A,սիրելի,izo
690,lieb::A,սիրելի,sula
691,lustig::A,զվարթ,ilokaz
692,sanft::A,հեզ,laskav
693,hungrig::A,քաղցած,näl'ghine
694,krank::A,հիվանդ,läžui
695,nackt::A,մերկ,alastoi
696,traurig::A,տխուր,opalahine
697,lebendig::A,կենդանի,eläb
698,gut::A,լավ,hüvä
699,schlecht::A,վատ,huba
700,richtig::A,ձիշտ,oiged
701,schlimm::A,լղրճուկ,paha
702,wahr::A,ճիշտ,todesine
703,wahr::A,իրական,todesine
704,alt::A,հին,vanh
705,neu::A,նոր,uz'
706,ehemalig::A,նախկին,edeline
707,alt[Lebewesen]::A,ծեր,ravaz
708,alt[Lebewesen]::A,պառավ,ravaz
709,jung::A,մատաղ,nor'
710,arm::A,աղքատ,gol'l'
711,reich::A,հարուստ,elokaz
712,bekannt::A,ծանոթ,tutab
713,berühmt::A,հայտնի,tetab
714,berühmt::A,հռչակավոր,tetab
715,fremd::A,օտար,veraz
716,verschieden::A,տարբեր,erazvuitte
717,nah::A,մոտ,läheline
718,nah::A,մերձ,läheline
719,fern::A,հեռավոր,edahaine
720,linker::A,ձախ,hura
721,rechter::A,աջ,oiged
722,anderer::A,այլ,toine
723,anderer::A,ուրիշ,toine
724,erster::A,առաջին,ezmäine
725,zweiter::A,երկրորդ,toine
726,dritter::A,երրորդ,koumanz'
727,letzter::A,վերջին,jäl'gmäine
728,allein::ADV,միայնակ,üksnäze
729,auf einmal::ADV,միասնաբար,ühten aigan
730,zusammen::ADV,միասին,ühtes
731,zusammen::ADV,իրար հետ,ühtes
732,lange::ADV,երկար ժամանակ,hätken
733,plötzlich::ADV,հանկարծ,äkkid
734,sofort::ADV,իսկույն,kerdalaz
735,später::ADV,ավելի ուշ,möhemba
736,später::ADV,հետո,möhemba
737,jetzt::ADV,այժմ,nügüd'
738,heute::ADV,այսօր,tämbei
739,morgen::ADV,վաղը,homen
740,bald::ADV,շուտով,pigai
741,dann::ADV,ապա,sid'
742,dann::ADV,հետո,sid'
743,gestern::ADV,երեկ,eglai
744,einst::ADV,հին ատեն,ende
745,einst::ADV,հին ատեն,kerdan
746,damals::ADV,ատէնին,siloi
747,danach::ADV,ապա,sid'
748,danach::ADV,այն ժամանակ,sid'
749,vorher::ADV,առաջ,ende
750,zuerst::ADV,նախ,ezmäi
751,einmal::ADV,մի անգամ,kerdan
752,manchmal::ADV,երբեմն,erašti
753,oft::ADV,հաճախ,paksus
754,immer::ADV,միշտ,kaiken
755,niemals::ADV,երբեք,ei nikonz
756,hier::ADV,այստեղ,täs
