,Concept_ID,lbe,kl
95,Kälte::N,дяркъу,issi
96,Hitze::N,кӏиришиву,kianneq
97,Hitze::N,кӏиришиву,kiassuseq
98,Raureif::N,сил,kaneq
99,Raureif::N,бурса,kaneq
100,Regenbogen::N,ссурул ккуртта,neriusaaq
101,Donner::N,къув,kalleq
102,Strömung::N,экьинанаву,
103,Tropfen::N,кӏунтӏ,kuseriarneq
104,Schaum::N,хьама,qapuk
105,Schmutz::N,кьяркьи,minguk
106,See::N,бяр,taseq
107,Sumpf::N,кунцӏа,maqulluk
108,Wiese::N,кьан,masarsuk
109,Wald::N,вацӏа,
110,Hügel::N,бакӏу,qattuneq
111,Hügel::N,бакӏу,majuariaq
112,Hügel::N,бакӏу,majorajaaq
113,Hügel::N,бакӏу,qaqqannguaq
114,Berg::N,зунтту,qaqqaq
115,Gipfel::N,мицӏ,
116,Höhle::N,нух,qaarusuk
117,Abhang::N,сун,ippik
118,Abhang::N,сун,sivinganeq
119,Abhang::N,сун,sivingajaaq
120,Abhang::N,сун,kussangajaaq
121,Quelle::N,дайдихьу,
122,Quelle::N,бакӏ,
123,Bach::N,чӏрир нех,kuunnguaq
124,Fluss::N,нех,kuuk
125,Ufer::N,зума,sissap sinaa
126,Küste::N,зумаинхалу,sineriak
127,Küste::N,зуманицӏалу,sineriak
128,Festland::N,кьири,
129,Meer::N,хьхьири,imaq
130,Insel::N,жазира,qeqertaq
131,Blume::N,тӏутӏи,naasoq
132,Gras::N,уртту,ivigaq
133,Wurzel::N,мархха,niulutaq
134,Baum::N,мурхь,orpik
135,Stamm::N,ттарцӏ,kanaartaq
136,Rinde::N,ккамара,ameraq
137,Ast::N,матӏи,avalequt
138,Zweig::N,къяртта,avalequt
139,Blatt::N,чӏапӏи,pilutaq
140,Birke::N,кӏялахӏи,patitsit
141,Birke::N,кӏялахӏилул мурхь,patitsit
142,Kiefer[Baum]::N,ттар,
143,Kiefer[Baum]::N,ттарлил мурхь,
144,Weide[Baum]::N,щавщи,palleq
145,Tanne::N,ттарлил мурхь,orsuerneq
146,Horn::N,хъи,nassuk
147,Feder::N,лелуххул тӏиму,suluk
148,Fell::N,бурчу,ameq
149,Flügel::N,хъа,suluk
150,Flügel::N,хъа,isaroq
151,Flügel::N,ххурупӏайрал тӏиму,suluk
152,Flügel::N,ххурупӏайрал тӏиму,isaroq
153,Klaue::N,михь,kukik
154,Kralle::N,ххяппа,kukik
155,Schwanz::N,магъ,pamioq
156,Schwanz::N,магъ,paperuusaq
157,Ei::N,ккунук,mannik
158,Nest::N,кюру,ullut
159,Bau::N,цукъуккутӏ,ini
160,Tier::N,хӏайван,uumasoq
161,Herde::N,газу,unguukkat
162,Kuh::N,оьл,ussik
163,Bulle::N,ниц,angukulak
164,Bulle::N,ниц,anguteralak
165,Bulle::N,ниц,angutikulooq
166,Pferd::N,чу,
167,Schaf::N,тта,sava
168,Schwein::N,дунгъуз,puuluki
169,Hund::N,ккаччи,qimmeq
170,Katze::N,ччиту,puisaaq
171,Bär::N,цуша,allaq
172,Eichhörnchen::N,бюрхттукку,sissinnguaq
173,Elch::N,ниц-бюрин,
174,Fuchs::N,цулчӏа,terianniaq
175,Fuchs::N,куча цулчӏа,terianniaq
176,Hase::N,бюрх,ukaleq
177,Maus::N,кӏулу,teriannguaq
178,Wolf::N,барцӏ,amaroq
179,Vogel::N,лелуххи,timmiaq
180,Schwarm::N,гьухъала,
181,Huhn::N,аьнакӏи,kukkukooq
182,Huhn::N,аьнакӏи,marloraaqaaq
183,Hahn::N,ажари,kiasiusaq
184,Gans::N,къаз,nerleq
185,Adler::N,барзу,nattoralik
186,Ente::N,урдак,
187,Eule::N,ису,uppik
188,Eule::N,ччиккумяв,uppik
189,Kranich::N,кьурукь,qorlorfik
190,Krähe::N,хъатӏу,tuluatsiaq
191,Kuckuck::N,ччикку,kukkooq
192,Schwan::N,урттил къаз,qussuk
193,Fisch::N,чавахъ,aalisagaq
194,Schlange[Tier]::N,шатта,pulateriarsuk
195,Schlange[Tier]::N,шатта,pulateriaarsuk
196,Wurm::N,кьюнукьай шатта,
197,Spinne::N,ххялцу,aasiaq
198,Spinne::N,ххялцу,nissavaarsuk
199,Ameise::N,митӏикьукьу,uniaaluk
200,Mücke::N,мичӏак,ippernaq
201,Fliege::N,зимиз,ippernaq
202,Schmetterling::N,чӏимучӏали,paluaq
203,Schmetterling::N,чӏимучӏали,pakkaluaq
204,Schmetterling::N,чӏимучӏали,utsuppaluaq
205,Schmetterling::N,чӏимучӏали,taqaleqisaaq
206,Beere::N,хӏаллил ахъулсса,paarmaq
207,Beere::N,хӏаллил ахъулсса,paarngaq
208,Apfel::N,гьивч,iipili
209,Pilz::N,ттуккул иис,anngiusaq
210,Zwiebel::N,лаччул чсмусул бакӏ,uanitsoq
211,Saat::N,гьанна,naatsiiassaq
212,Korn::N,къама,maannineq
213,Heu::N,ххулув,
214,Schale::N,ккиртту,niutsivik
215,Schale::N,ккиртту,ilulissaq qaartussaq
216,Grube::N,кӏаланг,itersaq
217,Falle::N,къатӏа,pualavoq
218,Schlinge::N,хӏатӏ,orseq
219,Schlinge::N,хӏатӏ,norloq
220,Spur::N,ша,tumaa
221,Asche::N,лах,arsat
222,Dreck::N,кьяркьи,minguk
223,Dreck::N,венп,minguk
224,Eisen::N,мах,savimineq
225,Eisen::N,мах,saffiugassaq
226,Gold::N,муси,kuulti
227,Silber::N,арцу,siilviuvoq
228,Kohle::N,кӏалаш,aamarsuit aamaruutissat
229,Kohle::N,хъуручӏ,aamarsuit aamaruutissat
230,Glas::N,пюрун,igalaaq
231,Glas::N,пюрун,imertarfik
232,Glas::N,пюрун,igalaamineq
233,Lehm::N,сина аьрщи,marraq
234,Sand::N,къун,sioqqat
235,Mensch::N,инсан,inuk
236,Mensch::N,инсан,silamiu
237,Mann::N,чув,angut
238,Mann::N,адимина,angut
239,Frau::N,щарсса,arnaq
240,Frau::N,хъамитайпа,arnaq
241,Kind::N,чӏиви оьрчӏ,meeraq
242,Junge::N,оьрчӏ,nukappiaraq
243,Junge::N,бурхьин оьрчӏ,nukappiaraq
244,Mädchen::N,душ,arnannguaq
245,Familie::N,кулпат,ilaqutakka
246,Familie::N,кулпат,ilaqutariit
247,Großvater::N,ттатта,aatak
248,Großvater::N,ниттил ппу,aatak
249,Großmutter::N,буттал нину,aanaq
250,Eltern::N,нину-ппу,angajoqqaat
251,Vater::N,ппу,ataata
252,Vater::N,ппу,ataataq
253,Mutter::N,нину,anaana
254,Sohn::N,арс,erneq
255,Tochter::N,душ,panik
256,Bruder::N,уссу,ani
257,Bruder::N,уссу,aqqaluk
258,Bruder::N,уссу,qatanngut
259,Schwester::N,ссу,naja
260,Schwester::N,ссу,aleqa
261,Schwester::N,ссу,qatanngut
262,Onkel::N,буттауссу,akkak
263,Tante::N,буттал ссу,aja
264,Tante::N,буттал ссу,ajak
265,Tante::N,буттал ссу,atsak
266,Ehemann::N,лас,ui
267,Ehefrau::N,щар,nuliaq
268,Ehefrau::N,щарсса,nuliaq
269,Freude::N,шадшиву,tipaatsussuseq
270,Freude::N,ххаришиву,tipaatsussuseq
271,Gelächter::N,хъяхъаву,illaq
272,Glück::N,талихӏ,usornaat
273,Glück::N,талихӏ,usornarsuseq
274,Kummer::N,дард,
275,Wunsch::N,мурад,kissaat
276,Lust::N,гьавас,illigussuseq
277,Lust::N,гьавас,piummaseq
278,Lust::N,ччаву,illigussuseq
279,Lust::N,ччаву,piummaseq
280,Geist::N,рухӏ,anerneq
281,Geist::N,рухӏ,toornaq
282,Gedanke::N,пикри,isumassaq
283,Gedächtnis::N,дакӏний личӏаву,eqqaamannissuseq
284,Verstand::N,аькьлу,isuma
285,Verstand::N,аькьлу,sianissut
286,Verstand::N,аькьлу,misigissut
287,Verstand::N,аькьлу,sianissuseq
288,Verstand::N,аькьлу,silaqassuseq
289,Sinn::N,мяъна,isuma
290,Grund::N,багьана,patsit
291,Wahrheit::N,тӏайламур,sallusuissut
292,Wahrheit::N,хӏакьмур,sallusuissut
293,Gespräch::N,ихтилат,
294,Märchen::N,магьа,oqalualaarut
295,Märchen::N,магьа,oqaluasaaq
296,Erzählung::N,хавар,oqaluttuaq
297,Nachricht::N,хавар,oqaassut
298,Nachricht::N,хавар,oqqersuut
299,Neuigkeit::N,хавар,tusarnartaq
300,Name::N,цӏа,ateq
301,Rätsel::N,ссигьа,nalorsitsaarut
302,Rede::N,гъалгъа,oqaluuseq
303,Sprache::N,маз,oqaatsit
304,Stimme::N,чӏу,erinaq
305,Stimme::N,чӏу,qarluuseq
306,Stimme::N,чӏукӏа,erinaq
307,Stimme::N,чӏукӏа,qarluuseq
308,Wort::N,махъ,oqaasii
309,Zeichen::N,лишан,nalunaaqqut
310,Lärm::N,чӏу,perpaluk
311,Laut::N,чӏу,torsukattak
312,Ton::N,чӏу,erinaq
313,Lied::N,балай,taalliaq
314,Lied::N,балай,erinarsuut
315,Ruhe::N,дигьалагру,qatsunganeq
316,Leute::N,инсантал,inuiak
317,Leute::N,инсантал,inuiaqatigiit
318,Volk::N,ил,inuiaat
319,Volk::N,халкь,inuiaat
320,Arbeit::N,заву,suliaq
321,Gast::N,хъамаличу,qaaqqusaq
322,Geschenk::N,бухчакарши,pajugut
323,Geschenk::N,лажинккакку,pajugut
324,Spiel::N,тӏуркӏу,
325,Gesellschaft::N,жямат,
326,Gesellschaft::N,ккуран,
327,Hilfe::N,кумаг,annertoqqut
328,Freund::N,дус,tiliaq
329,Freund::N,дус,ikinngut
330,Kamerad::N,хӏаласу,tiliaq
331,Kamerad::N,хӏаласу,ikinngut
332,Angelegenheit::N,иш,
333,Anzahl::N,аьдад,
334,Art::N,жинс,ileqquuseq
335,Stück::N,касак,nakkaalaniku
336,Teil::N,бутӏа,tassiaasat
337,Hälfte::N,дачӏи,affaq
338,Kreis::N,кюрщан,kaajaluinneq or kaajaluitsoq
339,Kreuz::N,ххач,sanningasulik
340,Linie::N,щва,tittaq
341,Linie::N,щва,titarneq
342,Strich::N,щва,
343,Abstand::N,манзил,aku
344,Abstand::N,манзил,ikiaq
345,Entfernung::N,манзил,asi
346,Gegend::N,кӏану,nuna
347,Ort::N,кӏану,sumiiffik
348,Seite::N,чул,saneraq
349,Seite::N,чулухалу,saneraq
350,Mitte::N,дя,qiteq
351,Gegenstand::N,зат,
352,Sache::N,зат,pigisaq
353,Rand::N,зума,sini
354,Rand::N,зума,akerfineq
355,Ecke::N,мурцӏу,teqeqqoq
356,Ecke::N,мурцӏу,tikeqqoq
357,Spitze::N,мицӏ,inngik
358,Ende::N,зума,isu
359,Loch::N,ккутӏ,putu
360,Winkel::N,мурцӏу,teqeqqorissaat
361,Muster::N,накьич,ilisserut
362,Länge::N,лахъишиву,takissuseq
363,Höhe::N,лахъшиву,
364,Gewicht::N,дуццин,oqimaalutaq
365,Gewicht::N,кӏушиву,oqimaalutaq
366,Haufen::N,бакӏу,eqimattat
367,Reihe::N,кьюкьа,allunaasaq
368,Boot::N,луткка,qajaq
369,Boot::N,луткка,angallat
370,Boot::N,луткка,umiatsiaq
371,Ruder::N,весло,iput
372,Ruder::N,чӏатӏа,iput
373,Schlitten::N,чана,qamutit
374,Schlitten::N,чана,qimusseq
375,Schlitten::N,санкка,qamutit
376,Schlitten::N,санкка,qimusseq
377,Ski::N,лижарду,ataarut
378,Lagerfeuer::N,къавтӏн,
379,Last::N,гьиву,nammagaq
380,Gang::N,нанаву,
381,Schritt::N,ша,allorneq
382,Norden::N,ухссав,avannaq
383,Norden::N,ухссавнил чулухалу,avannaq
384,Süden::N,кьилва,qava
385,Süden::N,кьилва,kujat
386,Süden::N,кьилва,kujataa
387,Westen::N,баргълагавал,kitaa
388,Westen::N,баргълагавал чул,kitaa
389,Osten::N,баргъбуккай чулухалу,kangi
390,Holz::N,тӏама,qisuk
391,Brett::N,тахта,salliligaq
392,Platte::N,гъуни,qaateq
393,Stütze::N,гьалакӏу,ajagutaq
394,Stütze::N,гьалакӏу,ajaagutaq
395,Stange::N,къазихъ,kaaviffik
396,Stock::N,ттархь,ajaappissat
397,Stab::N,ччантӏакъу,ajaappissat
398,Rohr::N,бургъу,sullulik
399,Haus::N,къатта,illu
400,Heim::N,къатта,
401,Ofen::N,пач,kissarsuut
402,Fußboden::N,чӏанкъатта,nateq
403,Tisch::N,усттул,allattarfik
404,Stuhl::N,кӏану,issiavik
405,Stuhl::N,кӏану,issiaffik
406,Wiege::N,оьрчӏал кӏану,uaasoq
407,Bett::N,тах,nallavik
408,Regal::N,чӏаму,ilisivik
409,Kiste::N,яшикӏ,sakissat
410,Kiste::N,яшикӏ,illerfiusaq
411,Kiste::N,къурши,sakissat
412,Kiste::N,къурши,illerfiusaq
413,Fenster::N,чӏавахьулу,aki
414,Fenster::N,чӏавахьулу,igalaaq
415,Tür::N,нуз,matu
416,Tür::N,нузкьун,matu
417,Tor::N,къапу,isaaffik
418,Tor::N,дарваза,isaaffik
419,Zaun::N,дайгьузанну,saputit
420,Dach::N,магъи,qaliaq
421,Dach::N,цӏиялу,qaliaq
422,Leiter::N,чуртту,tummeqqat
423,Leiter::N,чуртту,majuartarfiit
424,Besen::N,чӏатлу,saligutit
425,Spaten::N,бил,nivaataq
426,Schaufel::N,чӏатӏа,nivaataq
427,Gabel::N,гьиссилу,qilluaq
428,Gabel::N,гьиссилу,ajassaatit
429,Löffel::N,къуса,alussaat
430,Messer::N,чӏила,savik
431,Nagel::N,мяр,kukik
432,Netz::N,къери,anguffaseq
433,Haken::N,къича,nissik
434,Haken::N,къича,qarsorsaq
435,Haken::N,къича,qarsorsartoq
436,Griff::N,куяму,ipi
437,Schloss::N,кьункьула,illussaarsuaq
438,Bild::N,сурат,assiliaq
439,Puppe::N,ссихьу,inuusaq
440,Beutel::N,чантай,
441,Bündel::N,гьи,qilertaq
442,Bündel::N,къар,qilertaq
443,Eimer::N,бадра,
444,Deckel::N,къапаза,matu
445,Geschirr::N,пюрунчӏул,anut
446,Geschirr::N,тӏахӏникӏичӏу,anut
447,Sack::N,къап,
448,Sack::N,дарваг,
449,Tasse::N,пижан,tiitorfik
450,Tasse::N,пижан,tiitorfiup ilorlia
451,Tasse::N,пинжан,tiitorfik
452,Tasse::N,пинжан,tiitorfiup ilorlia
453,Tasse::N,инкираччатӏи,tiitorfik
454,Tasse::N,инкираччатӏи,tiitorfiup ilorlia
455,Tasse::N,цинцилттал бушкъап,tiitorfik
456,Tasse::N,цинцилттал бушкъап,tiitorfiup ilorlia
457,Topf::N,кӏункӏур,qoqqoq
458,Kessel::N,чаг,uunnaavik
459,Kessel::N,кӏункӏур,uunnaavik
460,Essen::N,дукия,igaaq
461,Essen::N,дукин,igaaq
462,Nahrung::N,дукра,neqissaq
463,Speise::N,дукра,nerisassat
464,Fleisch::N,дикӏ,neqi
465,Getreide::N,къама,maannineq
466,Brei::N,ккурч,
467,Brot::N,ччатӏ,iffit
468,Brot::N,ччатӏ,iffiaq
469,Scheibe::N,парча,igalaassiaq
470,Fett::N,аьгъушиву,tarnutissaq
471,Fett::N,аьгъушиву,tarnutissiaq
472,Butter::N,нагь,punneq
473,Butter::N,лагаву,punneq
474,Salz::N,цӏву,taratsut
475,Suppe::N,накь,qajoq
476,Honig::N,ницӏ,tungusunnitsuut
477,Milch::N,накӏ,immuk
478,Tee::N,чяй,tii
479,Tee::N,чяй,teeq
480,Leder::N,бурчу,
481,Wolle::N,ппал,nuersagassiaq
482,Stoff::N,янна,milliaq
483,Stoff::N,янна,qarlissiaq
484,Nadel::N,ххалаххи,meqqut
485,Faden::N,ххал,ujalussiaq
486,Knopf::N,банд,attat
487,Knoten::N,къурхъ,akeroq
488,Knoten::N,къурхъ,qilerneq
489,Farbe::N,сир,qalipaat
490,Kleidung::N,янна,atisat
491,Kleidung::N,янна,annoraaq
492,Kleidung::N,лаххия,atisat
493,Kleidung::N,лаххия,annoraaq
494,Hemd::N,гьухъа,ilupaaq
495,Kragen::N,дарвач,qungasiinnaq
496,Ärmel::N,кахха,aaq
497,Hose::N,хӏажак,qarliit
498,Gürtel::N,мухӏлу,qiterut
499,Gürtel::N,мухӏлу,unngersaq
500,Mütze::N,кьяпа,nasaq
501,Stiefel::N,чакма,kamik
502,Ring::N,кӏисса,assammiu
503,Band::N,линт,qilerutissiaq
504,Kamm::N,ттарал,illaagutit
505,Kamm::N,ттарал,illaajaatit pl.
506,Spiegel::N,дагьани,tarrarsuut
507,Riemen::N,эн,allunaaq
508,Schnur::N,хьхьа,kujaaq
509,Schnur::N,хьхьа,allunaasaq
510,Decke::N,виргъан,qipik
511,Kissen::N,кӏаралу,akit
512,Tuch::N,карщи,qarlissiaq
513,Handtuch::N,калихьу,allarut
514,Handtuch::N,калихьу,allarterut
515,Handtuch::N,лажинлихьу,allarut
516,Handtuch::N,лажинлихьу,allarterut
517,Kraft::N,эллаж,pissak
518,Stärke::N,гуж,qerattarsaat
519,Gesundheit::N,цӏуллу-сагъшиву,peqqisusseq
520,Krankheit::N,къашайшиву,nappaat
521,Schmerz::N,къюву,anniaat
522,Wunde::N,щаву,iki
523,Fieber::N,кӏиришиву,nappaat qanimanartoq
524,Arznei::N,дару,imigassaq
525,Brücke::N,ламу,ikaartarfik
526,Brunnen::N,къуй,tissaluttuliaq
527,Weide::N,бизантту,masarsuk
528,Pfad::N,жегъир ххуллу,aqqut
529,Weg::N,ххуллу,aggerfik
530,Straße::N,ххуллу,aqqusineq
531,Dorf::N,щар,nunaqarfik
532,Dorf::N,шяравалу,nunaqarfik
533,Stadt::N,шагьру,illorpaat
534,Stadt::N,шагьру,illorpalik
535,Brief::N,чагъар,allagarsiaq
536,Buch::N,лу,atuakkat
537,Buch::N,лу,mappersagaq
538,Buchstabe::N,хӏарп,naqinneq
539,Zeitung::N,кказит,aviisi
540,Leben::N,оьрму,inuussuseq
541,Tod::N,ажал,toqu
542,Tod::N,ажал,toquneq
543,Tod::N,бивкӏу,toqu
544,Tod::N,бивкӏу,toquneq
545,Tod::N,ивчӏаву,toqu
546,Tod::N,ивчӏаву,toquneq
547,Grab::N,гьав,iliveq
548,Grab::N,гьав,illissat
549,Kirche::N,килиса,oqaluffik
550,Sünde::N,бунагъ,ajorti
551,Gott::N,зал,
552,Arbeiter::N,зузала,sulisoq
553,Chef::N,ялувма,ittoqut
554,Meister::N,усттар,naalagaq
555,Arzt::N,хӏакин,katsorsaasoq
556,Lehrer::N,учитель,ilinniartitsisoq
557,Geld::N,арцу,aningaasat
558,Geschäft::N,даву,niuertarfik
559,Laden::N,ттучан,niuertarfik
560,Preis::N,багъа,aki
561,Ware::N,хъус,qaliata pii
562,Ware::N,хъус,nioqqutissaq
563,Nutzen::N,хайр,iluaqut
564,Nutzen::N,мюнпат,iluaqut
565,Reichtum::N,давлат,
566,Reichtum::N,аваданшиву,
567,Welt::N,дуниял,nunarsuaq
568,Land::N,билаят,nuna
569,Staat::N,паччахӏлугъ,
570,Macht::N,власть,pissaassuseq
571,Grenze::N,дазу,killik
572,Krieg::N,дяъви,sorsunneq
573,Feind::N,душман,akeraq
574,Feind::N,душман,akerartorti
575,Feind::N,душман,qinngarsuisoq
576,Gewalt::N,къия,
577,Kampf::N,лачӏуи уккаву,sorsunneq
578,Bogen[Waffe]::N,ккуртта,
579,Pfeil::N,чӏатӏаракӏ,qalugiusaq
580,Gewehr::N,ттупанг,aallaat
581,Fehler::N,гъалатӏ,kukkuneq
582,Fehler::N,гъалатӏ,paarlaappaa
583,Lüge::N,щялмахъ,
584,Schaden::N,зарал,
585,Unglück::N,бала,perluut
586,Schuld::N,тахсир,akiitsugaq
587,Schuld::N,тахсир,akiligassaq
588,Alter::N,оьрму,utoqqaq
589,Schluss::N,ахир,isu
590,Zeit::N,чӏун,ulloq
591,Zeit::N,чӏун,akuttoqatigiinneq
592,Tag::N,кьини,ulloq
593,Morgen::N,кӏюрх,ullaaq
594,Mittag::N,ахттайн,ulloqeqqa
595,Mittag::N,дяахттайн,ulloqeqqa
596,Mittag::N,ахттайн чӏун,ulloqeqqa
597,Abend::N,маркӏачӏан,unnuk
598,Nacht::N,хьхьу,unnuaq
599,Woche::N,нюжмар,sapaatip akunnera
600,Monat::N,барз,qaammat
601,Jahr::N,шин,ukioq
602,Frühling::N,инт,upernaaq
603,Sommer::N,гъи,aasaq
604,Herbst::N,ссут,ukiaq
605,Winter::N,кӏи,ukioq
606,Januar::N,цалчинмур барз,siulleeq
607,Januar::N,цалчинмур барз,qaammaliaq
608,Februar::N,кӏилчинмур барз,aarlaat
609,März::N,шамилчинмур барз,marsi
610,März::N,шамилчинмур барз,martsi
611,April::N,апрель,
612,April::N,мукьилчинмур барз,
613,Mai::N,май,maaji
614,Mai::N,ххюлчинмур барз,maaji
615,Juni::N,июнь,juuni
616,Juni::N,ряххилчинмур барз,juuni
617,Juli::N,июль,juuli
618,Juli::N,Арулчинмур барз,juuli
619,August::N,мяйлчинмур барз,aggusti
620,September::N,урчӏилчинмур барз,septembari
621,Oktober::N,ацӏилчинмур барз,oktobari
622,November::N,ацӏния цалчинмур барз,novembari
623,Dezember::N,ацӏния кӏилчинмур барз,detsembari
624,Montag::N,итин,ataasinngortoq
625,Montag::N,итин кьини,ataasinngortoq
626,Dienstag::N,тталат,marlunngorneq
627,Dienstag::N,тталат кьини,marlunngorneq
628,Mittwoch::N,арвахӏ,pingasunngorneq
629,Donnerstag::N,хамис,sisamanngorneq
630,Freitag::N,нюжмар,tallimanngorneq
631,Freitag::N,нюжмар кьини,tallimanngorneq
632,Samstag::N,ххуллун,arfininngorneq
633,Samstag::N,ххуллун кьини,arfininngorneq
634,Sonntag::N,алхӏат,sapaat
635,Sonntag::N,алхӏат,sapaati
636,Sonntag::N,алхӏат кьини,sapaat
637,Sonntag::N,алхӏат кьини,sapaati
638,groß::A,бугъарасса,angivoq
639,klein::A,чӏивисса,mikivoq
640,lang::A,лахъисса,takisooq
641,kurz::A,кутӏасса,naatsoq
642,breit::A,уттасса,silippoq
643,schmal::A,уттакӏюласса,amitsoq
644,dicht::A,ццунсса,torsusooq
645,dick[Gegenstand]::A,ганзсса,issuvoq
646,dick[Gegenstand]::A,ганзсса,issusooq
647,dünn::A,кӏюласса,amitsoq
648,fest::A,цӏакьсса,tangeqarpoq
649,fest::A,кьянкьасса,tangeqarpoq
650,flach::A,баягъисса,nalimmappoq
651,flach::A,цӏубакъасса,nalimmappoq
652,flach::A,куртӏ дакъасса,nalimmappoq
653,glatt::A,дюрчӏусса,quasak
654,hart::A,кьянкьасса,mattusooq
655,hart::A,кьянкьасса,manngerpoq
656,hart::A,кьянкьасса,titeqquluppoq
657,weich::A,кӏукӏлусса,nerumaarpoq
658,rund::A,ккурккисса,ammallorippoq
659,spitz::A,ярксса,qummukujooq
660,spitz::A,дайлсса,qummukujooq
661,spitz::A,мицӏ бусса,qummukujooq
662,scharf::A,ярксса,ipippoq
663,scharf::A,дайлсса,ipippoq
664,scharf::A,мицӏ бусса,ipippoq
665,stumpf::A,къуркъасса,anngerpoq
666,schwer::A,кӏусса,oqimaappoq
667,schön::A,аьнтӏикӏасса,kusanarpoq
668,heiß::A,кӏирисса,kiappoq
669,warm::A,гъелисса,oqorpoq
670,kalt::A,дяркъусса,issippoq
671,kühl::A,дюхлулсса,pueqqortippoq
672,frisch::A,цӏусса,
673,feucht::A,атилсса,isugutavoq
674,feucht::A,атилсса,qaasernarpoq
675,feucht::A,хъавтусса,isugutavoq
676,feucht::A,хъавтусса,qaasernarpoq
677,nass::A,атилсса,imerorpoq
678,nass::A,хъавтусса,imerorpoq
679,trocken::A,кьавкьсса,panerpoq
680,trocken::A,кьакьан бувсса,panerpoq
681,voll::A,бувцӏусса,ulikkaarpoq
682,leer::A,бачӏвасса,imaattuarpoq
683,offen::A,тӏивтӏусса,ammavoq
684,geschlossen::A,лавкьусса,matuvoq
685,sauber::A,марцӏсса,eqqippoq
686,sauber::A,марцӏсса,sukuluippoq
687,sauber::A,марцӏсса,ipeqanngilaq
688,schmutzig::A,чапалсса,tapappoq
689,schmutzig::A,чапалсса,minguppoq
690,roh::A,шакъавхьсса,aapavoq
691,reif::A,дирсса,qaarulerpoq
