,Concept_ID,kk,da
823,kaum::ADV,зорға,knap
824,kaum::ADV,зорға,næppe
825,sehr::ADV,орасан,meget
826,so::ADV,бұлай,så
827,so::ADV,былайша,så
828,noch::ADV,әлі,endnu
829,nur::ADV,ғана,kun
830,nur::ADV,ғана,bare
831,schon::ADV,түге,alt
832,schon::ADV,түге,allerede
833,wieder::ADV,жаңа,igen
834,wieder::ADV,қайта,igen
835,wieder::ADV,жаңадан,igen
836,vergebens::ADV,бекер,forgæves
837,vor::PRP,алды,foran
838,vor::PRP,алды,uden for
839,hinter::PRP,артынан,bag
840,hinter::PRP,артынан,bagved
841,unter::PRP,түп,under
842,unter::PRP,маңында,under
843,durch::PRP,арқылы,gennem
844,durch::PRP,арқылы,igennem
845,neben::PRP,іргеде,ved siden af
846,neben::PRP,жанында,ved siden af
847,zwischen::PRP,арада,mellem
848,wegen::PRP,үшін,på grund af
849,dies::PRN,бұ,dette
850,dies::PRN,осы,dette
851,das::PRN,сол,det
852,alles::PRN,дүйім,alt
853,alles::PRN,күллі,alt
854,ich::PRN,мен,jeg
855,du::PRN,сен,du
856,er::PRN,ол,han
857,wir::PRN,біз,vi
858,ihr::PRN,сіз,I
859,sie::PRN,олар,de
860,was::FPRN,не,hvad
861,wer::FPRN,кім,hvem
862,wo::FADV,кәні,hvor
863,wo::FADV,қайда,hvor
864,wohin::FADV,қайда,hvorhen
865,wie::FADV,калай,hvordan
866,warum::FADV,неғып,hvorfor
867,wieviel::FNUM,неше,hvor meget
868,wieviel::FNUM,қанша,hvor meget
869,eins::NUM,бір,én
870,zwei::NUM,екі,to
871,drei::NUM,үш,tre
872,vier::NUM,төрт,fire
873,fünf::NUM,бес,fem
874,sechs::NUM,алты,seks
875,sieben::NUM,жеті,syv
876,acht::NUM,сегіз,otte
877,neun::NUM,тоғыз,ni
878,zehn::NUM,он,ti
879,elf::NUM,он бір,elleve
880,zwölf::NUM,он екі,tolv
881,zwanzig::NUM,жиырма,tyve
882,dreißig::NUM,отыз,tredive
883,vierzig::NUM,қырық,fyrre
884,vierzig::NUM,қырық,fyrretyve
885,fünfzig::NUM,елу,halvtreds
886,sechzig::NUM,алпыс,tres
887,siebzig::NUM,жетпіс,halvfjerds
888,achtzig::NUM,сексен,firs
889,neunzig::NUM,тоқсан,halvfems
890,hundert::NUM,жүз,hundrede
891,tausend::NUM,мың,tusind
892,und::CNJ,та,og
893,oder::CNJ,әлде,eller
894,oder::CNJ,немесе,eller
895,stehen::V,тұру,stå
896,sitzen::V,отыру,sidde
897,liegen::V,жату,ligge
898,hängen::V,ілу,hænge
899,werden::V,болу,blive
900,werden::V,түрегелу,blive
901,passieren::V,болу,ske
902,passieren::V,болу,hænde
903,beginnen::V,басталу,begynde
904,enden::V,ада болу,ende
905,wechseln::V,құбылу,veksle
906,wechseln::V,өзгеру,veksle
907,aufgehen[Sonne]::V,шығу,gå op
908,aufgehen[Sonne]::V,шығу,stå op
909,untergehen[Sonne]::V,батыру,gå ned
910,scheinen[Sonne]::V,жылтырау,skinne
911,donnern::V,күркіреу,tordne
912,wehen::V,огып тур,blæse
913,strömen::V,сорғалау,strømme
914,fließen::V,ағу,flyde
915,sich drehen::V,айналу,dreje sig
916,schwanken::V,толықсу,vakle
917,schwingen::V,тербелу,svinge
918,fallen::V,құлау,falde
919,fallen::V,жығылу,falde
920,fallen::V,төмендеу,falde
921,brennen::V,жану,brænde
922,rauchen::V,түтету,ryge
923,regnen::V,жауу,regne
924,gefrieren::V,мұздай қату,fryse
925,gefrieren::V,мұз боп қату,fryse
926,tauen::V,жібу,tø
927,schmelzen::V,еру,smelte
928,trocknen::V,курау,tørre
929,sieden::V,қайнау,koge
930,faulen::V,иістену,rådne
931,verfaulen::V,шіру,rådne
932,reißen::V,жыртылу,briste
933,versinken::V,малтығу,synke
934,versinken::V,малтығу,synke ned
935,vergehen::V,өту,forløbe
936,erscheinen::V,көріну,vise sig
937,erscheinen::V,көрініп қалу,vise sig
938,verschwinden::V,ғайып_болу,forsvinde
939,sinken::V,ылдилау,synke
940,sinken::V,төмендеу,synke
941,abnehmen::V,кемітілу,aftage
942,zunehmen::V,көбею,tiltage
943,steigen::V,қобу,stige
944,steigen::V,көтерілу,stige
945,steigen::V,жоғарылау,stige
946,wachsen::V,өсу,gro
947,wachsen::V,өсу,vokse
948,glänzen::V,жалтырау,glinse
949,funkeln::V,жарқырау,tindre
950,funkeln::V,нұрлану,tindre
951,funkeln::V,жылтылдау,tindre
952,lärmen::V,шулау,larme
953,lärmen::V,шуылдау,larme
954,läuten::V,қоңыраулату,ringe
955,klingeln::V,дыңғырлау,ringe
956,klirren::V,дыңылдату,klirre
957,brausen::V,тасу,bruse
958,rauschen::V,сусылдау,suse
959,rauschen::V,сыбдырлау,suse
960,klingen::V,дыбыс шығару,lyde
961,klingen::V,дыбыс шығару,klinge
962,bellen::V,үру,gø
963,heulen::V,ұлу,hyle
964,blasen::V,үру,blæse
965,pfeifen::V,ысқыру,fløjte
966,schreien::V,шыңғыру,skrige
967,schreien::V,айғайлау,skrige
968,schreien::V,байбайлау,skrige
969,schreien::V,бажалақтау,skrige
970,stöhnen::V,ыңырсу,stønne
971,stöhnen::V,ыңкылдау,stønne
972,zittern::V,қалш,dirre
973,zittern::V,қалш,skælve
974,zittern::V,қалшылдату,dirre
975,zittern::V,қалшылдату,skælve
976,leben::V,жасау,leve
977,leben::V,күнелту,leve
978,leben::V,күн көру,leve
979,leben::V,тіршілік ету,leve
980,geboren werden::V,туу,fødes
981,atmen::V,дем алу,ånde
982,atmen::V,ауа жұту,ånde
983,trinken::V,ішу,drikke
984,trinken::V,ұрттау,drikke
985,essen::V,жеу,spise
986,essen::V,тамақтану,spise
987,schlucken::V,жұту,synke
988,müde werden::V,болдыру,blive træt
989,einschlafen::V,үйыктап калу,falde i søvn
990,schlafen::V,ұйықтау,sove
991,aufwachen::V,ояну,vågne
992,aufstehen::V,ояну,stå op
993,sich erholen::V,тынығу,komme sig
994,krank werden::V,кеселдену,blive syg
995,krank werden::V,сырқаттану,blive syg
996,krank werden::V,ауырып қалу,blive syg
997,krank werden::V,ауыра бастау,blive syg
998,krank werden::V,кеселге ұшырау,blive syg
999,krank werden::V,сырқаттанып қалу,blive syg
1000,krank sein::V,ауыру,være syg
1001,krank sein::V,сырқаттану,være syg
1002,schmerzen::V,ауырады,smerte
1003,husten::V,жөтелу,hoste
1004,genesen::V,айығу,komme sig
1005,sterben::V,өлу,dø
1006,sterben::V,қайтыс,dø
1007,sterben::V,жантапсыру,dø
1008,umkommen::V,өлу,omkomme
1009,umkommen::V,қаза табу,omkomme
1010,sich bewegen::V,жылжу,bevæge sig
1011,sich rühren::V,қыбырлау,røre på sig
1012,sich erheben::V,тұру,rejse sig
1013,sich setzen::V,отыру,sætte sig
1014,hinfallen::V,жығылу,
1015,laufen::V,жояу жүру,løbe
1016,schreiten::V,кадамдау,skride
1017,spazierengehen::V,қыдыру,gå en tur
1018,eilen::V,асығу,ile
1019,eilen::V,жеделдену,ile
1020,eilen::V,жедепдеу,ile
1021,sich beeilen::V,асығу,skynde sig
1022,sich beeilen::V,жеделдену,skynde sig
1023,sausen::V,заулау,suse
1024,rennen::V,жүгіру,løbe
1025,rennen::V,жүгіру,rende
1026,springen::V,секіру,hoppe
1027,springen::V,секіру,springe
1028,klettern::V,өрмелеп шығу,klatre
1029,schaukeln::V,тербелу,gynge
1030,kriechen::V,еңбектеу,krybe
1031,schwimmen::V,жүзу,svømme
1032,schwimmen::V,малту,svømme
1033,schwimmen::V,қалықтау,svømme
1034,tauchen::V,сүңгу,dykke
1035,rudern::V,есу,ro
1036,fahren::V,бару,køre
1037,fliegen::V,ұшу,flyve
1038,gehen::V,бару,gå
1039,weggehen::V,кету,gå bort
1040,abfahren::V,жөнелу,køre bort
1041,anhalten::V,тоқтау,standse
1042,hineingehen::V,кіру,gå ind
1043,eintreten::V,ену,træde ind
1044,kommen::V,жету,komme
1045,ankommen::V,келу,ankomme
1046,zurückkommen::V,қайту,komme tilbage
1047,bleiben::V,қалу,blive
1048,bleiben::V,қалу,forblive
1049,warten::V,тосу,vente
1050,erwarten::V,күту,vente
1051,erwarten::V,күту,afvente
1052,suchen::V,іздеу,søge
1053,finden::V,табу,finde
1054,versuchen::V,талпыну,forsøge
1055,vorbereiten::V,әзірлеу,forberede
1056,lieben::V,сүю,elske
1057,mögen::V,жарату,holde af
1058,mögen::V,жарату,kunne lide
1059,mögen::V,жақсы_көру,holde af
1060,mögen::V,жақсы_көру,kunne lide
1061,lachen::V,күлу,le
1062,lachen::V,күлісу,le
1063,rühren::V,көңілін бұзу,røre
1064,weinen::V,жылау,græde
1065,schimpfen::V,ақырып-бақыру,skænde
1066,sich ärgern::V,ашулану,ærgre sig
1067,sich fürchten::V,сескену,være bange
1068,fürchten::V,қауіптену,være bange for
1069,fürchten::V,сақсыну,være bange for
1070,fliehen::V,қашу,flygte
1071,fliehen::V,қашып кету,flygte
1072,flüchten::V,қашу,flygte
1073,flüchten::V,қашып кету,flygte
1074,sehen::V,көру,se
1075,anschauen::V,назар салу,se på
1076,anschauen::V,назар салу,betragte
1077,ansehen::V,тамашалау,anse
1078,hören::V,есту,høre
1079,zuhören::V,тыңдау,høre til
1080,zuhören::V,құлақ қою,høre til
1081,probieren::V,тату,smage
1082,probieren::V,тату,smage på
1083,probieren::V,дәм тату,smage
1084,probieren::V,дәм тату,smage på
1085,riechen::V,иіскеу,lugte
1086,fühlen::V,сезу,føle
1087,fühlen::V,сезіну,føle
1088,scheinen::V,болып көріну,synes
1089,zu sehen sein::V,көріну,synes
1090,vernehmen::V,есту,erfare
1091,vernehmen::V,есітіп қалу,erfare
1092,frieren::V,тоңу,fryse
1093,frieren::V,жаурау,fryse
1094,tun::V,ету,gøre
1095,tun::V,істеу,gøre
1096,können::V,білу,kunne
1097,wollen::V,қалау,ville
1098,anfangen::V,бастау,begynde
1099,beenden::V,бітіру,afslutte
1100,beenden::V,адақтау,afslutte
1101,beenden::V,тамамдау,afslutte
1102,beenden::V,аяқтап шығу,afslutte
1103,aufhören::V,доғару,ophøre
1104,aufhören::V,доғару,holde op
1105,gelingen::V,жолы түсу,lykkes
1106,geraten::V,калу,blive
1107,öffnen::V,ашу,åbne
1108,öffnen::V,ашып қою,åbne
1109,schließen::V,жабу,lukke
1110,stellen::V,қою,stille
1111,stellen::V,қойдыру,stille
1112,setzen::V,отырғызу,sætte
1113,legen::V,салу,lægge
1114,legen::V,калау,lægge
1115,berühren::V,тию,berøre
1116,verbinden::V,байлап алу,forbinde
1117,verbinden::V,сабақтастыру,forbinde
1118,bedecken::V,бүркеу,dække
1119,bedecken::V,бүркеу,bedække
1120,aufhängen::V,ілу,hænge
1121,aufhängen::V,ілу,hænge op
1122,aufhängen::V,асып қою,hænge
1123,aufhängen::V,асып қою,hænge op
1124,anzünden::V,тұтату,tænde
1125,anzünden::V,тұтату,antænde
1126,aufheben::V,көтеру,løfte
1127,aufheben::V,көтеру,tage op
1128,zurücklassen::V,қалдыру,lade tilbage
1129,verlieren::V,жоғалту,miste
1130,fallen lassen::V,құлатып алу,tabe
1131,fallen lassen::V,құлатып алу,droppe
1132,fallen lassen::V,қолдан түсіріп алу,tabe
1133,fallen lassen::V,қолдан түсіріп алу,droppe
1134,machen::V,ету,gøre
1135,machen::V,жасау,gøre
1136,machen::V,жасап шығару,gøre
1137,herstellen::V,жасап шығару,fremstille
1138,bauen::V,тұрғызу,bygge
1139,reparieren::V,оңдау,reparere
1140,verbessern::V,дұрыстау,rette
1141,verbessern::V,дұрыстау,forbedre
1142,ändern::V,өзгерту,ændre
1143,graben::V,үңгу,grave
1144,beugen::V,буғу,bøje
1145,biegen::V,ию,bøje
1146,biegen::V,майыстыру,bøje
1147,drehen::V,айналдыру,dreje
1148,wenden::V,екінші жағын айналдыру,vende
1149,umdrehen::V,бұру,dreje om
1150,heben::V,көтеру,hæve
1151,hochheben::V,жоғарылату,løfte
1152,hochheben::V,көтеру,løfte
1153,ergreifen::V,бас_салу,gribe fat i
1154,ergreifen::V,шап_беріп_ұстап_алу,gribe fat i
1155,ergreifen::V,шап_беру,gribe fat i
1156,ergreifen::V,шап_ете_түсу,gribe fat i
1157,halten::V,тұту,holde
1158,halten::V,ұстау,holde
1159,drücken::V,басу,trykke
1160,schieben::V,итеру,skyde
1161,schieben::V,итеру,skubbe
1162,kratzen::V,қыру,klø
1163,kratzen::V,қыру,kradse
1164,lecken::V,жалау,slikke
1165,beißen::V,қабу,bide
1166,beißen::V,тістеу,bide
1167,beißen::V,қауып алу,bide
1168,abreißen::V,үзу,rive af
1169,abschneiden::V,қырқу,skære af
1170,binden::V,байланыстыру,binde
1171,binden::V,байлап_алу,binde
1172,binden::V,байластыру,binde
1173,binden::V,байлау,binde
1174,binden::V,буу,binde
1175,binden::V,матау,binde
1176,binden::V,сабақтастыру,binde
1177,binden::V,ұштастыру,binde
1178,stecken::V,сұғу,stikke
1179,brechen::V,сындыру,brække
1180,klopfen::V,қағу,banke
1181,hauen::V,соғу,hugge
1182,kleben::V,желімдеу,klistre
1183,reiben::V,үйкеу,gnide
1184,streichen::V,сүйкеу,smøre
1185,schleifen::V,егеу,slibe
1186,schleifen::V,қайрау,slibe
1187,schleifen::V,егеулеу,slibe
1188,schneiden::V,кесу,skære
1189,schneiden::V,кесу,klippe
1190,rütteln::V,қозғау,ruske
1191,rütteln::V,жұлмалау,ruske
1192,schütteln::V,дірілдету,ryste
1193,schütteln::V,селкілдету,ryste
1194,schwenken::V,бұлғау,svinge
1195,schwenken::V,сермеу,svinge
1196,schütten::V,құю,hælde
1197,füllen::V,толтыру,fylde
1198,einwickeln::V,орау,pakke ind
1199,tragen::V,алып жүру,bære
1200,schleppen::V,тарту,slæbe
1201,ziehen::V,тарту,trække
1202,aufbewahren::V,сақтау,opbevare
1203,werfen::V,лақтыру,kaste
1204,fangen::V,қармау,fange
1205,fangen::V,қағып алу,fange
1206,packen::V,шап беру,gribe
1207,packen::V,шап ете түсу,gribe
1208,packen::V,шап беріп ұстап алу,gribe
1209,verstecken::V,тығу,gemme
1210,verstecken::V,жасыру,gemme
1211,teilen::V,бөлу,dele
1212,schicken::V,жіберу,sende
1213,bringen::V,әкелу,bringe
1214,bringen::V,алып келу,bringe
1215,hinzufügen::V,қосу,tilføje
1216,hinzufügen::V,үстеу,tilføje
1217,bekommen::V,алу,få
1218,erhalten::V,алмақ,få
1219,nehmen::V,алу,tage
1220,nehmen::V,алмақ,tage
1221,wählen::V,таңдау,vælge
1222,auswählen::V,екшеу,udvælge
1223,auswählen::V,саралау,udvælge
1224,auswählen::V,сұрыптау,udvælge
1225,auswählen::V,сайлап алу,udvælge
1226,bewahren::V,сақтау,bevare
1227,behindern::V,оралғы болу,hindre
1228,behindern::V,оралғы болу,forhindre
1229,verderben::V,бүлдіру,ødelægge
1230,beschädigen::V,бұзу,beskadige
1231,zerbrechen::V,уату,brække itu
1232,zerreißen::V,жырту,rive itu
1233,zerstören::V,қирату,ødelægge
1234,zerstören::V,талқандау,ødelægge
1235,verbrennen::V,өртеу,brænde
1236,verbrennen::V,жандыру,brænde
1237,verbrennen::V,өртеп жіберу,brænde
1238,verbrennen::V,жандырып жіберу,brænde
1239,geben::V,беру,give
1240,reichen::V,беру,række
1241,schenken::V,тарту,forære
1242,versprechen::V,уәде беру,love
1243,wünschen::V,тілеу,ønske
1244,loben::V,мақтау,rose
1245,loben::V,дәріптеу,rose
1246,küssen::V,сүю,kysse
1247,wiegen::V,тербеу,vugge
1248,zudecken::V,бүркеу,dække til
1249,wecken::V,ояту,vække
1250,zeigen::V,көрсету,vise
1251,führen::V,ерту,føre
1252,führen::V,жетектеу,føre
1253,lehren::V,оқыту,lære
1254,unterrichten::V,оқыту,undervise
1255,aufziehen::V,бағу,opdrage
1256,leiten::V,басқару,lede
1257,leiten::V,жетекшілік ету,lede
1258,antreiben::V,асықтыру,skynde på
1259,lassen::V,-ткізу,få til at
1260,lassen::V,мәжбүр ету,få til at
1261,einladen::V,шақыру,indbyde
1262,einladen::V,шақыру,invitere
1263,vereinigen::V,біріктіру,forene
1264,vereinigen::V,біріктіріп қою,forene
1265,besuchen::V,кіріп шығу,besøge
1266,besuchen::V,барып шығу,besøge
1267,treffen::V,кездесу,møde
1268,sich versammeln::V,топталу,forsamles
1269,spielen::V,ойнау,lege
1270,spielen::V,ойнау,spille
1271,singen::V,сайрау,synge
1272,tanzen::V,билеу,danse
1273,sich trennen::V,айрылысу,skilles
1274,verlassen::V,тастау,forlade
1275,retten::V,құтқару,redde
1276,bewachen::V,күзету,bevogte
1277,schützen::V,жақтау,skærme
1278,schützen::V,жақтау,beskytte
1279,schützen::V,жақтасу,skærme
1280,schützen::V,жақтасу,beskytte
1281,verteidigen::V,қорғау,forsvare
1282,sich schlagen::V,алысу,slås
1283,schießen::V,ату,skyde
1284,siegen::V,жеңу,sejre
1285,ärgern::V,ашуландыру,ærgre
1286,schlagen::V,ұру,slå
1287,treten::V,тебу,sparke
1288,stechen::V,шаншу,stikke
1289,stoßen::V,түрту,støde
1290,stehlen::V,ұрлау,stjæle
1291,stören::V,кесірлен,forstyrre
1292,belästigen::V,мазасын алу,genere
1293,belästigen::V,мазасын алу,ulejlige
1294,verbergen::V,сездірмеу,skjule
1295,täuschen::V,жалған айту,villede
1296,betrügen::V,алдау,bedrage
1297,betrügen::V,алдап кету,bedrage
1298,betrügen::V,ақымақ қылу,bedrage
1299,töten::V,құрту,dræbe
1300,töten::V,өлтіру,dræbe
1301,wohnen::V,мекендеу,bo
1302,wohnen::V,өмір сүру,bo
1303,arbeiten::V,істеу,arbejde
1304,arbeiten::V,еңбектену,arbejde
1305,sammeln::V,жыю,samle
1306,pflücken::V,жұлу,plukke
1307,jagen::V,аулау,jage
1308,fischen::V,балык_аулау,fiske
1309,fassen::V,ұстау,fange
1310,hüten::V,жаю,vogte
1311,hüten::V,бағу,vogte
1312,treiben::V,айдау,drive
1313,anbinden::V,байлау,binde fast
1314,füttern::V,ас ішкізу,fodre
1315,füttern::V,азықтандыру,fodre
1316,füttern::V,қоректендіру,fodre
1317,melken::V,сауу,malke
1318,hacken::V,турау,hakke
1319,gießen::V,суару,hælde
1320,reifen::V,жетілу,modne
1321,zubereiten::V,даяр ету,tilberede
1322,kochen::V,асу,koge
1323,backen::V,пісіру,bage
1324,braten::V,қуыру,stege
1325,umrühren::V,былғалау,røre om
1326,umrühren::V,сапырылыстыру,røre om
1327,stricken::V,торлау,strikke
1328,stricken::V,тоқу,strikke
1329,nähen::V,тігу,sy
1330,färben::V,бояу,farve
1331,färben::V,сырлау,farve
1332,reinigen::V,аршу,rense
1333,reinigen::V,аршу,gøre ren
1334,reinigen::V,тазалау,rense
1335,reinigen::V,тазалау,gøre ren
1336,waschen::V,жуу,vaske
1337,abwischen::V,сүрту,tørre af
1338,spülen::V,шаю,skylle
1339,fegen::V,сыпыру,feje
1340,kehren::V,сыпыру,feje
1341,baden::V,шомылу,bade
1342,sich waschen::V,жуыну,vaske sig
1343,ausziehen::V,шешу,tage af
1344,anziehen::V,кигізу,tage på
1345,sich anziehen::V,киіну,klæde sig på
1346,kämmen::V,тарау,rede
1347,kämmen::V,тарау,frisere
1348,schmücken::V,әсемдеу,pynte
1349,schmücken::V,әсемдеу,smykke
1350,schmücken::V,мәнерлеу,pynte
1351,schmücken::V,мәнерлеу,smykke
1352,schmücken::V,көріктендіру,pynte
1353,schmücken::V,көріктендіру,smykke
1354,sagen::V,деу,sige
1355,sagen::V,айту,sige
1356,sprechen::V,деу,snakke
1357,sprechen::V,айту,snakke
1358,reden::V,сөйлеу,tale
1359,reden::V,сөйлеу,snakke
1360,reden::V,сөйлесу,tale
1361,reden::V,сөйлесу,snakke
1362,reden::V,тіл қатысу,tale
1363,reden::V,тіл қатысу,snakke
1364,sich unterhalten::V,сұхбаттасу,snakke sammen
1365,fragen::V,сұрау,spørge
1366,bitten::V,өтіну,bede
1367,bitten::V,жалыну,bede
1368,erzählen::V,айту,berette
1369,erzählen::V,айту,fortælle
1370,mitteilen::V,білдіру,meddele
1371,nennen::V,атау,nævne
1372,rufen::V,шақыру,råbe
1373,prahlen::V,бөсу,prale
1374,übersetzen::V,аудару,oversætte
1375,denken::V,ойлау,tænke
1376,glauben::V,нану,tro
1377,glauben::V,илану,tro
1378,bemerken::V,аңғару,bemærke
1379,bemerken::V,аңғару,lægge mærke til
1380,erkennen::V,тану,genkende
1381,begreifen::V,ұғу,begribe
1382,begreifen::V,аңғарып алу,begribe
1383,verstehen::V,пайым,forstå
1384,verstehen::V,түсіну,forstå
1385,lernen::V,оқу,lære
1386,wissen::V,хабардар болу,vide
1387,sich erinnern an::V,еске түсіру,mindes
1388,sich erinnern an::V,еске түсіру,huske på
1389,vergessen::V,ұмыту,glemme
1390,messen::V,өлшеу,måle
1391,zählen::V,санау,tælle
1392,rechnen::V,санап шығару,regne
1393,rechnen::V,санап шығу,regne
1394,rechnen::V,санау,regne
1395,lesen::V,оқу,læse
1396,malen::V,сурет салу,male
1397,zeichnen::V,сурет салу,tegne
1398,schreiben::V,жазу,skrive
1399,besitzen::V,болу,eje
1400,besitzen::V,болу,besidde
1401,kaufen::V,алу,købe
1402,kaufen::V,әперу,købe
1403,verkaufen::V,сату,sælge
1404,bezahlen::V,төлеу,betale
1405,bezahlen::V,ақы беру,betale
1406,bezahlen::V,ақы төлеу,betale
1407,zahlen::V,төлеу,betale
1408,beherrschen::V,билеу,beherske
1409,ertragen::V,төзу,tåle
1410,ertragen::V,төзу,udholde
1411,ertragen::V,шыдау,tåle
1412,ertragen::V,шыдау,udholde
