,Concept_ID,de,ka
254,Gespräch::N,Gespräch,ბაასი
255,Gespräch::N,Gespräch,საუბარი
256,Märchen::N,Märchen,არაკი
257,Märchen::N,Märchen,ზღაპარი
258,Erzählung::N,Erzählung,თქმულება
259,Nachricht::N,Nachricht,ცნობა
260,Nachricht::N,Nachricht,ამბავი
261,Neuigkeit::N,Neuigkeit,სიახლე
262,Name::N,Name,სახელი
263,Rätsel::N,Rätsel,გამოცანა
264,Rede::N,Rede,სიტყვა
265,Sprache::N,Sprache,ენა
266,Stimme::N,Stimme,ხმა
267,Wort::N,Wort,სიტყვა
268,Zeichen::N,Zeichen,ნიშანი
269,Ruf::N,Ruf,ძახილი
270,Lärm::N,Lärm,ხმაური
271,Laut::N,Laut,ხმა
272,Laut::N,Laut,ბგერა
273,Ton::N,Ton,ტონი
274,Lied::N,Lied,სიმღერა
275,Ruhe::N,Ruhe,სიწყნარე
276,Leute::N,Leute,ადამიანები
277,Volk::N,Volk,ერი
278,Volk::N,Volk,ხალხი
279,Arbeit::N,Arbeit,მუშაობა
280,Gast::N,Gast,სტუმარი
281,Geschenk::N,Geschenk,საჩუქარი
282,Spiel::N,Spiel,თამაში
283,Gesellschaft::N,Gesellschaft,საზოგადოება
284,Hilfe::N,Hilfe,შველა
285,Hilfe::N,Hilfe,დახმარება
286,Freund::N,Freund,მეგობარი
287,Kamerad::N,Kamerad,ამხანაგი
288,Angelegenheit::N,Angelegenheit,საქმე
289,Anzahl::N,Anzahl,ოდენობა
290,Art::N,Art,სახეობა
291,Stück::N,Stück,ნატეხი
292,Teil::N,Teil,წილი
293,Hälfte::N,Hälfte,ნახევარი
294,Kreis::N,Kreis,წრე
295,Kreuz::N,Kreuz,ჯვარი
296,Linie::N,Linie,ხაზი
297,Strich::N,Strich,შტრიხი
298,Abstand::N,Abstand,მანძილი
299,Entfernung::N,Entfernung,სიშორე
300,Gegend::N,Gegend,არე
301,Gegend::N,Gegend,მხარე
302,Platz::N,Platz,ფართობი
303,Ort::N,Ort,ადგილი
304,Seite::N,Seite,მხარე
305,Mitte::N,Mitte,შუა
306,Gegenstand::N,Gegenstand,საგანი
307,Sache::N,Sache,ნივთი
308,Rand::N,Rand,კიდე
309,Kante::N,Kante,ნაწიბული
310,Ecke::N,Ecke,კუთხე
311,Spitze::N,Spitze,წვეტი
312,Ende::N,Ende,ბოლო
313,Loch::N,Loch,ხვრელი
314,Winkel::N,Winkel,კუთხე
315,Muster::N,Muster,მოხატულობა
316,Größe::N,Größe,ზომა
317,Größe::N,Größe,სიდიდე
318,Länge::N,Länge,სიგრძე
319,Höhe::N,Höhe,სიმაღლე
320,Gewicht::N,Gewicht,წონა
321,Menge::N,Menge,რაოდენობა
322,Haufen::N,Haufen,გროვა
323,Reihe::N,Reihe,რიგი
324,Reihe::N,Reihe,წყება
325,Boot::N,Boot,გემი
326,Ruder::N,Ruder,ხოფი
327,Ruder::N,Ruder,ნიჩაბი
328,Schlitten::N,Schlitten,მარხილი
329,Ski::N,Ski,თხილამური
330,Lagerfeuer::N,Lagerfeuer,კოცონი
331,Last::N,Last,ტვირთი
332,Gang::N,Gang,სვლა
333,Schritt::N,Schritt,ბიჯი
334,Norden::N,Norden,ჩრდილოეთი
335,Süden::N,Süden,სამხრეთი
336,Westen::N,Westen,დასავლეთი
337,Osten::N,Osten,აღმოსავლეთი
338,Holz::N,Holz,ხე
339,Brett::N,Brett,დაფა
340,Brett::N,Brett,ფიცარი
341,Platte::N,Platte,თლილი ქვა
342,Stütze::N,Stütze,საყრდენი
343,Stange::N,Stange,ჭოკი
344,Stock::N,Stock,კეტი
345,Stab::N,Stab,ლატანი
346,Rohr::N,Rohr,მილაკი
347,Haus::N,Haus,სახლი
348,Heim::N,Heim,ოჯახის კერა
349,Ofen::N,Ofen,ღუმელი
350,Fußboden::N,Fußboden,იატაკი
351,Tisch::N,Tisch,სუფრა
352,Tisch::N,Tisch,მაგიდა
353,Stuhl::N,Stuhl,სკამი
354,Wiege::N,Wiege,აკვანი
355,Bett::N,Bett,საწოლი
356,Bett::N,Bett,სარეცელი
357,Regal::N,Regal,თაროები
358,Kiste::N,Kiste,ყუთი
359,Kiste::N,Kiste,სკივრი
360,Fenster::N,Fenster,ფანჯარა
361,Fenster::N,Fenster,სარკმელი
362,Tür::N,Tür,ბჭე
363,Tür::N,Tür,კარი
364,Tor::N,Tor,ჭიშკარი
365,Zaun::N,Zaun,ღობე
366,Zaun::N,Zaun,გალავანი
367,Dach::N,Dach,სახურავი
368,Leiter::N,Leiter,კიბე
369,Besen::N,Besen,ცოცხი
370,Spaten::N,Spaten,ნიჩაბი
371,Schaufel::N,Schaufel,ბარი
372,Gabel::N,Gabel,ჩანგალი
373,Löffel::N,Löffel,კოვზი
374,Messer::N,Messer,დანა
375,Nagel::N,Nagel,ლურსმანი
376,Netz::N,Netz,ბადე
377,Haken::N,Haken,კავი
378,Haken::N,Haken,კაუჭი
379,Griff::N,Griff,ტარი
380,Schloss::N,Schloss,კლიტე
381,Schloss::N,Schloss,საკეტი
382,Bild::N,Bild,სურათი
383,Figur::N,Figur,ფიგურა
384,Puppe::N,Puppe,თოჯინა
385,Beutel::N,Beutel,პარკი
386,Bündel::N,Bündel,გალა
387,Bündel::N,Bündel,ასხმა
388,Tasche::N,Tasche,ჩანთა
389,Eimer::N,Eimer,ჩამჩა
390,Deckel::N,Deckel,ხუფი
391,Deckel::N,Deckel,სარქველი
392,Geschirr::N,Geschirr,ჭურჭელი
393,Sack::N,Sack,ტომარა
394,Tasse::N,Tasse,ფინჯანი
395,Topf::N,Topf,ქოთანი
396,Kessel::N,Kessel,ქვაბი
397,Essen::N,Essen,ჭამა
398,Nahrung::N,Nahrung,საზრდო
399,Nahrung::N,Nahrung,საკვები
400,Speise::N,Speise,საჭმელი
401,Fleisch::N,Fleisch,ხორცი
402,Getreide::N,Getreide,მარცვლოვანი
403,Brei::N,Brei,ფაფა
404,Brot::N,Brot,პური
405,Scheibe::N,Scheibe,ნაჭერი
406,Fett::N,Fett,ქონი
407,Fett::N,Fett,ცხიმი
408,Butter::N,Butter,კარაქი
409,Öl::N,Öl,ზეთი
410,Salz::N,Salz,მარილი
411,Suppe::N,Suppe,სუფი
412,Honig::N,Honig,თაფლი
413,Milch::N,Milch,რძე
414,Tee::N,Tee,ჩაი
415,Leder::N,Leder,ტყავი
416,Wolle::N,Wolle,მატყლი
417,Stoff::N,Stoff,ქსოვილი
418,Nadel::N,Nadel,ნემსი
419,Faden::N,Faden,ძაფი
420,Faden::N,Faden,მკედი
421,Knopf::N,Knopf,ღილი
422,Knoten::N,Knoten,ნასკვი
423,Farbe::N,Farbe,საღებავი
424,Kleidung::N,Kleidung,ტანსაცმელი
425,Hemd::N,Hemd,ხალათი
426,Hemd::N,Hemd,პერანგი
427,Kragen::N,Kragen,საყელო
428,Ärmel::N,Ärmel,სახელო
429,Hose::N,Hose,შარვალი
430,Gürtel::N,Gürtel,ქამარი
431,Mütze::N,Mütze,ქუდი
432,Schuh::N,Schuh,ფეხსაცმელი
433,Stiefel::N,Stiefel,ჩექმა
434,Ring::N,Ring,ბეჭედი
435,Band::N,Band,ბაფთი
436,Kamm::N,Kamm,სავარცხელი
437,Spiegel::N,Spiegel,სარკე
438,Riemen::N,Riemen,ღვედი
439,Schnur::N,Schnur,ლარი
440,Leine::N,Leine,ჯაჭვი
441,Decke::N,Decke,საბანი
442,Kissen::N,Kissen,ბალიში
443,Tuch::N,Tuch,მაუდი
444,Tuch::N,Tuch,თავშალი
445,Handtuch::N,Handtuch,ხელსახოცი
446,Kraft::N,Kraft,ძალა
447,Stärke::N,Stärke,ღონე
448,Gesundheit::N,Gesundheit,ჯანმრთელობა
449,Krankheit::N,Krankheit,სენი
450,Krankheit::N,Krankheit,ავადმყოფობა
451,Schmerz::N,Schmerz,ტკივილი
452,Wunde::N,Wunde,იარი
453,Wunde::N,Wunde,ჭრილობა
454,Fieber::N,Fieber,ციება
455,Arznei::N,Arznei,წამალი
456,Brücke::N,Brücke,ხიდი
457,Brunnen::N,Brunnen,ჭა
458,Weide::N,Weide,საძოვარი
459,Pfad::N,Pfad,ბილიკი
460,Weg::N,Weg,გზა
461,Straße::N,Straße,შარაგზა
462,Dorf::N,Dorf,დაბა
463,Dorf::N,Dorf,სოფელი
464,Stadt::N,Stadt,ქალაქი
465,Brief::N,Brief,წერილი
466,Buch::N,Buch,წიგნი
467,Buchstabe::N,Buchstabe,ასო
468,Zeitung::N,Zeitung,გაზეთი
469,Leben::N,Leben,სიცოცხლე
470,Tod::N,Tod,სიკვდილი
471,Grab::N,Grab,სამარე
472,Grab::N,Grab,საფლავი
473,Kirche::N,Kirche,ეკლესია
474,Sünde::N,Sünde,ცოდვა
475,Gott::N,Gott,ღმერთი
476,Arbeiter::N,Arbeiter,მუშა
477,Chef::N,Chef,გამგე
478,Meister::N,Meister,ოსტატი
479,Arzt::N,Arzt,ექიმი
480,Arzt::N,Arzt,მკურნალი
481,Lehrer::N,Lehrer,მასწავლებელი
482,Geld::N,Geld,ფული
483,Geschäft::N,Geschäft,საქმე
484,Geschäft::N,Geschäft,ბიზნესი
485,Laden::N,Laden,დუქანი
486,Laden::N,Laden,მაღაზია
487,Preis::N,Preis,ფასი
488,Ware::N,Ware,საქონელი
489,Nutzen::N,Nutzen,ხეირი
490,Reichtum::N,Reichtum,სიმდიდრე
491,Welt::N,Welt,მსოფლიო
492,Land::N,Land,მხარე
493,Land::N,Land,ქვეყანა
494,Staat::N,Staat,სახელმწიფო
495,König::N,König,მეფე
496,Macht::N,Macht,ძლიერება
497,Grenze::N,Grenze,ზღვარი
498,Krieg::N,Krieg,ომი
499,Feind::N,Feind,მტერი
500,Gewalt::N,Gewalt,სისასტიკე
501,Kampf::N,Kampf,ბრძოლა
502,Bogen[Waffe]::N,Bogen,მშვილდი
503,Pfeil::N,Pfeil,ისარი
504,Pfeil::N,Pfeil,მახვილი
505,Gewehr::N,Gewehr,თოფი
506,Gewehr::N,Gewehr,შაშხანა
507,Fehler::N,Fehler,შეცდომა
508,Lüge::N,Lüge,სიცრუე
509,Schaden::N,Schaden,ვნება
510,Unglück::N,Unglück,ხიფათი
511,Unglück::N,Unglück,უბედურება
512,Schuld::N,Schuld,ბრალი
513,Alter::N,Alter,ასაკი
514,Schluss::N,Schluss,ბოლო
515,Schluss::N,Schluss,დასასრული
516,Zeit::N,Zeit,დრო
517,Tag::N,Tag,დღე
518,Morgen::N,Morgen,დილა
519,Mittag::N,Mittag,შუადღე
520,Abend::N,Abend,საღამო
521,Nacht::N,Nacht,ღამე
522,Woche::N,Woche,კვირა
523,Monat::N,Monat,თვე
524,Jahr::N,Jahr,წელი
525,Frühling::N,Frühling,გაზაფხული
526,Sommer::N,Sommer,ზაფხული
527,Herbst::N,Herbst,შემოდგომა
528,Winter::N,Winter,ზამთარი
529,Januar::N,Januar,იანვარი
530,Februar::N,Februar,თებერვალი
531,März::N,März,მარტი
532,April::N,April,აპრილი
533,Mai::N,Mai,მაისი
534,Juni::N,Juni,ივნისი
535,Juli::N,Juli,ივლისი
536,August::N,August,აგვისტო
537,September::N,September,სექტემბერი
538,Oktober::N,Oktober,ოქტომბერი
539,November::N,November,ნოემბერი
540,Dezember::N,Dezember,დეკემბერი
541,Montag::N,Montag,ორშაბათი
542,Dienstag::N,Dienstag,სამშაბათი
543,Mittwoch::N,Mittwoch,ოთხშაბათი
544,Donnerstag::N,Donnerstag,ხუთშაბათი
545,Freitag::N,Freitag,პარასკევი
546,Samstag::N,Samstag,შაბათი
547,Sonntag::N,Sonntag,კვირა
548,groß::A,groß,დიდი
549,klein::A,klein,მცირე
550,klein::A,klein,პატარა
551,lang::A,lang,გრძელი
552,kurz::A,kurz,მოკლე
553,breit::A,breit,ფართო
554,breit::A,breit,განიერი
555,schmal::A,schmal,ვიწრო
556,schmal::A,schmal,წვრილი
557,dicht::A,dicht,მჭიდრო
558,dick[Gegenstand]::A,dick,სქელი
559,dünn::A,dünn,წვრილი
560,fein::A,fein,თხელი
561,fest::A,fest,მყარი
562,flach::A,flach,ბრტყელი
563,glatt::A,glatt,გლუ
564,hart::A,hart,მაგარი
565,weich::A,weich,რბილი
566,rund::A,rund,მრგვალი
567,spitz::A,spitz,წვეტიანი
568,scharf::A,scharf,მჭრელი
569,stumpf::A,stumpf,ბლაგვი
570,schwer::A,schwer,მძიმე
571,schön::A,schön,ლამაზი
572,heiß::A,heiß,ცხელი
573,warm::A,warm,თბილი
574,kalt::A,kalt,ცივი
575,kühl::A,kühl,გრილი
576,frisch::A,frisch,სუფთა
577,feucht::A,feucht,ნოტიო
578,nass::A,nass,სველი
579,trocken::A,trocken,მშრალი
580,voll::A,voll,სავსე
581,leer::A,leer,ცარიელი
582,offen::A,offen,ღია
583,offen::A,offen,გაშლილი
584,geschlossen::A,geschlossen,დახურული
585,sauber::A,sauber,სუფთა
586,sauber::A,sauber,წმინდა
587,schmutzig::A,schmutzig,ტალახიანი
588,roh::A,roh,უმი
589,reif::A,reif,მწიფე
590,lecker::A,lecker,გემრიელი
591,süß::A,süß,ტკბილი
592,bitter::A,bitter,მწარე
593,sauer::A,sauer,მჟავე
594,hell::A,hell,ნათელი
595,dunkel::A,dunkel,ბნელი
596,schwarz::A,schwarz,შავი
597,weiß::A,weiß,თეთრი
598,rot::A,rot,წითელი
599,gelb::A,gelb,ყვითელი
600,blau::A,blau,ლურჯი
601,blau::A,blau,ცისფერი
602,grün::A,grün,მწვანე
603,grau::A,grau,რუხი
604,grau::A,grau,ნაცრისფერი
605,bunt::A,bunt,ჭრელი
606,bunt::A,bunt,ფერადი
607,billig::A,billig,იაფი
608,teuer::A,teuer,ძვირი
609,wertvoll::A,wertvoll,ღირსიანი
610,blind::A,blind,ბრმა
611,taub::A,taub,ყრუ
612,kräftig::A,kräftig,ძალავანი
613,stark::A,stark,ძლიერი
614,stark::A,stark,ღონიერი
615,schwach::A,schwach,სუსტი
616,fett::A,fett,სქელი
617,schlank::A,schlank,გამხდარი
618,hübsch::A,hübsch,ეშხიანი
619,hübsch::A,hübsch,მშვენიერი
620,böse::A,böse,ავი
621,böse::A,böse,ბოროტი
622,dumm::A,dumm,ბოთე
623,dumm::A,dumm,სულელი
624,faul::A,faul,ზანტი
625,faul::A,faul,ზარმაცი
626,fleißig::A,fleißig,ბეჯითი
627,fleißig::A,fleißig,მუყაითი
628,geizig::A,geizig,ძუნწი
629,klug::A,klug,ჭკვიანი
630,geschickt::A,geschickt,მარჯვე
631,geschickt::A,geschickt,გაწაფული
632,lieb::A,lieb,სატრფიალო
633,lustig::A,lustig,მხიარული
634,sanft::A,sanft,ალერსიანი
635,sanft::A,sanft,გრძნობიერი
636,hungrig::A,hungrig,მშიერი
637,krank::A,krank,სნეული
638,krank::A,krank,ავადმყოფი
639,nackt::A,nackt,ტიტველი
640,traurig::A,traurig,მწუხარე
641,traurig::A,traurig,სევდიანი
642,lebendig::A,lebendig,ცოცხალი
643,gut::A,gut,კარგი
644,schlecht::A,schlecht,უხეირო
645,richtig::A,richtig,ნამდვილი
646,schlimm::A,schlimm,ცუდი
647,wahr::A,wahr,სწორი
648,wahr::A,wahr,ჭეშმარიტი
649,alt::A,alt,ძველი
650,neu::A,neu,ახალი
651,ehemalig::A,ehemalig,ყოფილი
652,alt[Lebewesen]::A,alt,ბებერი
653,jung::A,jung,ნორჩი
654,jung::A,jung,ახალგაზრდა
655,arm::A,arm,ღარიბი
656,reich::A,reich,მდიდარი
657,bekannt::A,bekannt,ცნობილი
658,berühmt::A,berühmt,გამოჩენილი
659,fremd::A,fremd,უცხო
660,fremd::A,fremd,გარეშე
661,verschieden::A,verschieden,სხვაგვარი
662,nah::A,nah,ახლო
663,fern::A,fern,შორი
664,fern::A,fern,შორეული
665,linker::A,linker,მარცხენა
666,rechter::A,rechter,მარჯვენა
667,anderer::A,anderer,სხვა
668,erster::A,erster,პირველი
669,zweiter::A,zweiter,მეორე
670,dritter::A,dritter,მესამე
671,letzter::A,letzter,ბოლო
672,letzter::A,letzter,უკანასკნელი
673,allein::ADV,allein,მარტო
674,auf einmal::ADV,auf einmal,ერთდროულად
675,zusammen::ADV,zusammen,ერთად
676,lange::ADV,lange,დიდხანს
677,plötzlich::ADV,plötzlich,მოულოდნელად
678,sofort::ADV,sofort,ახლავე
679,später::ADV,später,მოგვიანებით
680,jetzt::ADV,jetzt,ახლა
681,heute::ADV,heute,დღეს
682,morgen::ADV,morgen,ხვალ
683,bald::ADV,bald,მალე
684,dann::ADV,dann,მერე
685,gestern::ADV,gestern,გუშინ
686,einst::ADV,einst,ოდესღაც
687,damals::ADV,damals,მაშინ
688,danach::ADV,danach,მერმე
689,danach::ADV,danach,შემდეგ
690,vorher::ADV,vorher,ადრე
691,vorher::ADV,vorher,წინათ
692,zuerst::ADV,zuerst,ჯერ
693,einmal::ADV,einmal,ერთხელ
694,manchmal::ADV,manchmal,ხან
695,manchmal::ADV,manchmal,ზოგჯერ
696,oft::ADV,oft,ხშირად
697,immer::ADV,immer,მუდამ
698,immer::ADV,immer,ყოველთვის
699,niemals::ADV,niemals,არასდროს
700,hier::ADV,hier,აქ
701,hierhin::ADV,hierhin,აქეთ
702,von hier::ADV,von hier,აქედან
703,dort::ADV,dort,იქ
704,dorthin::ADV,dorthin,იქით
705,geradeaus::ADV,geradeaus,პირდაპირ
706,vorwärts::ADV,vorwärts,წინ
707,rückwärts::ADV,rückwärts,უკან
708,zurück::ADV,zurück,უკანვე
709,unten::ADV,unten,დაბლა
710,unten::ADV,unten,ქვევით
711,hinab::ADV,hinab,ძირს
712,oben::ADV,oben,ზემოთ
713,hinauf::ADV,hinauf,ზევით
714,überall::ADV,überall,ყველგან
715,nicht::ADV,nicht,არ
