,Concept_ID,cs,el
164,Klaue::N,pazneht,κουλό
165,Kralle::N,dráp,νύχι
166,Schwanz::N,ocas,ουρά
167,Ei::N,vejce,αβγό
168,Nest::N,hnízdo,φωλιά
169,Bau::N,nora,φωλιά
170,Tier::N,zvíře,ζώο
171,Herde::N,stádo,κοπάδι
172,Kuh::N,kráva,αγελάδα
173,Bulle::N,býk,ταύρος
174,Pferd::N,kůň,άλογο
175,Schaf::N,ovce,πρόβατο
176,Schwein::N,vepř,γουρούνι
177,Schwein::N,prase,γουρούνι
178,Hund::N,pes,σκυλί
179,Hund::N,pes,σκύλος
180,Katze::N,kočka,γάτα
181,Bär::N,medvěd,άρκτος
182,Bär::N,medvěd,αρκούδα
183,Eichhörnchen::N,veverka,βερβερίτσα
184,Elch::N,los,άλκη
185,Fuchs::N,liška,αλεπού
186,Hase::N,zajíc,λαγός
187,Maus::N,myš,ποντικός
188,Wolf::N,vlk,λύκος
189,Vogel::N,pták,πουλί
190,Schwarm::N,roj,σμήνος
191,Schwarm::N,hejno,σμήνος
192,Huhn::N,kuře,κότα
193,Huhn::N,kuře,όρνιθα
194,Huhn::N,slepice,κότα
195,Huhn::N,slepice,όρνιθα
196,Hahn::N,kohout,πετεινός
197,Gans::N,husa,χήνα
198,Adler::N,orel,αετός
199,Ente::N,kachna,πάπια
200,Eule::N,sova,κουκουβάγια
201,Kranich::N,jeřáb,γερανός
202,Krähe::N,vrána,καρακάξα
203,Kuckuck::N,kukačka,κούκος
204,Schwan::N,labuť,κύκνος
205,Fisch::N,ryba,ψάρι
206,Barsch::N,okoun,πέρκα
207,Hecht::N,štika,λούτσος
208,Schlange[Tier]::N,had,φίδι
209,Wurm::N,červ,σκουλήκι
210,Spinne::N,pavouk,αράχνη
211,Ameise::N,mravenec,μυρμήγκι
212,Laus::N,veš,ψείρα
213,Mücke::N,komár,κουνούπι
214,Fliege::N,moucha,μύγα
215,Schmetterling::N,motýl,πεταλούδα
216,Beere::N,bobule,ρόγα
217,Apfel::N,jablko,μήλο
218,Pilz::N,houba,μανιτάρι
219,Zwiebel::N,cibule,κρεμμύδι
220,Saat::N,osivo,σπόρος
221,Korn::N,zrno,σπυρί
222,Heu::N,seno,σανός
223,Schale::N,slupka,τσόφλι
224,Schale::N,skořápka,τσόφλι
225,Grube::N,jáma,λάκκος
226,Falle::N,past,παγίδα
227,Falle::N,léčka,παγίδα
228,Schlinge::N,smyčka,θηλειά
229,Spur::N,stopa,ίχνος
230,Asche::N,popel,στάχτη
231,Dreck::N,špína,βρωμιά
232,Eisen::N,železo,σίδερο
233,Gold::N,zlato,μάλαμα
234,Gold::N,zlato,χρυσάφι
235,Silber::N,stříbro,ασήμι
236,Silber::N,stříbro,άργυρος
237,Kohle::N,uhlí,κάρβουνο
238,Glas::N,sklo,γυαλί
239,Lehm::N,jíl,πηλός
240,Lehm::N,hlína,πηλός
241,Sand::N,písek,άμμος
242,Mensch::N,člověk,άνθρωπος
243,Mann::N,muž,άνδρας
244,Frau::N,žena,γυναίκα
245,Kind::N,dítě,παιδί
246,Junge::N,hoch,αγόρι
247,Junge::N,chlapec,αγόρι
248,Mädchen::N,děvče,κοπέλα
249,Mädchen::N,děvče,κορίτσι
250,Familie::N,rodina,οικογένεια
251,Großvater::N,děd,παππούς
252,Großvater::N,dědeček,παππούς
253,Großmutter::N,babička,γιαγιά
254,Eltern::N,rodiče,γονείς
255,Vater::N,otec,πατέρας
256,Mutter::N,matka,μητέρα
257,Sohn::N,syn,γιος
258,Tochter::N,dcera,κόρη
259,Bruder::N,bratr,αδελφός
260,Schwester::N,sestra,αδελφή
261,Onkel::N,strýc,θείος
262,Tante::N,teta,θεία
263,Ehemann::N,choť,σύζυγος
264,Ehemann::N,manžel,σύζυγος
265,Ehefrau::N,choť,σύζυγος
266,Ehefrau::N,manželka,σύζυγος
267,Freude::N,radost,χαρά
268,Gelächter::N,smích,γέλια
269,Glück::N,štěstí,ευτυχία
270,Kummer::N,žal,έγνοια
271,Kummer::N,trápení,έγνοια
272,Wunsch::N,přání,επιθυμία
273,Lust::N,chuť,όρεξη
274,Geist::N,duch,πνέυμα
275,Gedanke::N,myšlenka,σκέψη
276,Gedächtnis::N,paměť,μνήμη
277,Verstand::N,rozum,νους
278,Sinn::N,smysl,νόημα
279,Grund::N,důvod,λόγος
280,Wahrheit::N,pravda,αλήθεια
281,Gespräch::N,rozhovor,συνομιλία
282,Märchen::N,pohádka,παραμύθι
283,Erzählung::N,povídka,διήγημα
284,Nachricht::N,zpráva,είδηση
285,Neuigkeit::N,novina,νέο
286,Neuigkeit::N,novinka,νέο
287,Name::N,jméno,όνομα
288,Rätsel::N,hádanka,αίνιγμα
289,Rede::N,řeč,λόγος
290,Rede::N,řeč,ομιλία
291,Rede::N,proslov,λόγος
292,Rede::N,proslov,ομιλία
293,Sprache::N,řeč,γλώσσα
294,Sprache::N,jazyk,γλώσσα
295,Stimme::N,hlas,φωνή
296,Wort::N,slovo,λέξη
297,Zeichen::N,znamení,σημείο
298,Ruf::N,zavolání,κραυγή
299,Lärm::N,hluk,θόρυβος
300,Laut::N,zvuk,ήχος
301,Ton::N,tón,ήχος
302,Ton::N,tón,τόνος
303,Lied::N,píseň,τραγούδι
304,Ruhe::N,klid,ησυχία
305,Ruhe::N,pokoj,ησυχία
306,Leute::N,lidé,κόσμος
307,Leute::N,lidé,άνθρωποι
308,Volk::N,národ,λαός
309,Arbeit::N,práce,εργασία
310,Gast::N,host,επισκέπτης
311,Geschenk::N,dar,δώρο
312,Spiel::N,hra,παιχνίδι
313,Gesellschaft::N,společnost,κοινωνία
314,Hilfe::N,pomoc,βοήθεια
315,Freund::N,přítel,φίλος
316,Kamerad::N,kamarád,σύντροφος
317,Angelegenheit::N,záležitost,υπόθεση
318,Anzahl::N,počet,αριθμός
319,Art::N,druh,είδος
320,Stück::N,kus,κομμάτι
321,Stück::N,kousek,κομμάτι
322,Teil::N,díl,μέρος
323,Teil::N,část,μέρος
324,Hälfte::N,půl,μισό
325,Kreis::N,kruh,κύκλος
326,Kreuz::N,kříž,σταυρός
327,Linie::N,linka,γραμμή
328,Strich::N,čára,γραμμή
329,Strich::N,čárka,γραμμή
330,Abstand::N,vzdálenost,απόσταση
331,Entfernung::N,vzdálenost,απόσταση
332,Gegend::N,krajina,περιοχή
333,Gegend::N,krajina,τοποθεσία
334,Platz::N,prostor,χώρος
335,Ort::N,místo,τόπος
336,Seite::N,strana,πλευρά
337,Mitte::N,střed,μέση
338,Mitte::N,prostředek,μέση
339,Gegenstand::N,předmět,αντικείμενο
340,Sache::N,věc,πράγμα
341,Rand::N,kraj,άκρη
342,Rand::N,kraj,χείλος
343,Rand::N,okraj,άκρη
344,Rand::N,okraj,χείλος
345,Kante::N,hrana,άκρη
346,Ecke::N,roh,γωνιά
347,Spitze::N,hrot,μύτη
348,Spitze::N,špička,μύτη
349,Ende::N,konec,άκρη
350,Loch::N,díra,τρύπα
351,Winkel::N,kout,γωνία
352,Muster::N,vzor,σχέδιο
353,Größe::N,velikost,μέγεθος
354,Länge::N,délka,μήκος
355,Höhe::N,výška,ύψος
356,Gewicht::N,váha,βάρος
357,Menge::N,množství,ποσότητα
358,Haufen::N,kupa,σωρός
359,Haufen::N,hromada,σωρός
360,Reihe::N,řada,αράδα
361,Reihe::N,řádek,αράδα
362,Boot::N,člun,βάρκα
363,Ruder::N,veslo,κουπί
364,Schlitten::N,sáně,έλκηθρο
365,Ski::N,lyže,σκι
366,Lagerfeuer::N,táborák,φωτιά
367,Last::N,náklad,φορτίο
368,Last::N,břemeno,φορτίο
369,Gang::N,chůze,δρόμος
370,Gang::N,chodba,δρόμος
371,Schritt::N,krok,βήμα
372,Norden::N,sever,βορράς
373,Süden::N,jih,νότος
374,Westen::N,západ,δύση
375,Osten::N,východ,ανατολή
376,Holz::N,dřevo,ξύλο
377,Brett::N,prkno,σανίδι
378,Platte::N,deska,πλάκα
379,Stütze::N,opěra,στήριγμα
380,Stange::N,tyč,ραβδί
381,Stange::N,tyč,κοντός
382,Stange::N,tyčka,ραβδί
383,Stange::N,tyčka,κοντός
384,Stock::N,hůlka,ξύλο
385,Stock::N,hůlka,μπαστούνι
386,Stab::N,hůl,ραβδί
387,Rohr::N,trubka,σωλήνας
388,Haus::N,dům,σπίτι
389,Heim::N,domov,σπίτι
390,Ofen::N,kamna,σόμπα
391,Ofen::N,kamna,θερμάστρα
392,Fußboden::N,podlaha,πάτωμα
393,Tisch::N,stůl,τραπέζι
394,Stuhl::N,židle,καρέκλα
395,Wiege::N,kolébka,κούνια
396,Bett::N,postel,κρεβάτι
397,Regal::N,regál,ράφι
398,Regal::N,police,ράφι
399,Kiste::N,bedna,κιβώτιο
400,Fenster::N,okno,παράθυρο
401,Tür::N,dveře,πόρτα
402,Tor::N,vrata,πύλη
403,Zaun::N,plot,φράχτης
404,Dach::N,střecha,στέγη
405,Leiter::N,žebřík,σκάλα
406,Leiter::N,žebřík,κλίμακα
407,Besen::N,koště,σκούπα
408,Besen::N,smeták,σκούπα
409,Spaten::N,rýč,φτυάρι
410,Schaufel::N,lopata,φτυάρι
411,Gabel::N,vidlička,πιρούνι
412,Löffel::N,lžíce,κουτάλι
413,Messer::N,nůž,μαχαίρι
414,Nagel::N,hřebík,καρφί
415,Netz::N,síť,δίχτυ
416,Haken::N,hák,γάντζος
417,Haken::N,hák,αγκίστρι
418,Griff::N,držadlo,λαβή
419,Schloss::N,zámek,κλειδαριά
420,Bild::N,obraz,εικόνα
421,Figur::N,figura,ανάστημα
422,Puppe::N,panenka,κούκλα
423,Beutel::N,pytlík,πουγγί
424,Bündel::N,svazek,δεμάτι
425,Tasche::N,taška,τσάντα
426,Tasche::N,brašna,τσάντα
427,Eimer::N,kýbl,κουβάς
428,Eimer::N,vědro,κουβάς
429,Deckel::N,víko,καπάκι
430,Deckel::N,příklop,καπάκι
431,Geschirr::N,nádobí,σκεύη
432,Sack::N,pytel,σάκος
433,Tasse::N,šálek,φλιτζάνι
434,Topf::N,hrnec,χύτρα
435,Kessel::N,kotel,καζάνι
436,Essen::N,jídlo,φαγητό
437,Nahrung::N,strava,τροφή
438,Nahrung::N,potrava,τροφή
439,Speise::N,jídlo,φαγητό
440,Fleisch::N,maso,κρέας
441,Getreide::N,obilí,σιτάρι
442,Brei::N,kaše,χυλός
443,Brot::N,chléb,ψωμί
444,Brot::N,chléb,άρτος
445,Scheibe::N,krajíc,φέτα
446,Fett::N,tuk,πάχος
447,Fett::N,omastek,πάχος
448,Butter::N,máslo,βούτυρο
449,Öl::N,olej,λάδι
450,Salz::N,sůl,αλάτι
451,Suppe::N,polévka,σούπα
452,Honig::N,med,μέλι
453,Milch::N,mléko,γάλα
454,Tee::N,čaj,τσάι
455,Leder::N,kůže,πετσί
456,Wolle::N,vlna,μαλλί
457,Stoff::N,látka,ύφασμα
458,Nadel::N,jehla,βελόνα
459,Faden::N,nit,κλωστή
460,Knopf::N,knoflík,κουμπί
461,Knoten::N,uzel,κόμπος
462,Farbe::N,barva,μπογιά
463,Kleidung::N,šaty,ρούχα
464,Kleidung::N,šaty,ενδυμασία
465,Kleidung::N,šatstvo,ρούχα
466,Kleidung::N,šatstvo,ενδυμασία
467,Hemd::N,košile,πουκάμισο
468,Kragen::N,límec,κολάρο
469,Ärmel::N,rukáv,μανίκι
470,Hose::N,kalhoty,πανταλόνι
471,Gürtel::N,pás,ζώνη
472,Gürtel::N,opasek,ζώνη
473,Mütze::N,čepice,σκούφος
474,Schuh::N,bota,παπούτσι
475,Stiefel::N,holínka,μπότα
476,Ring::N,prsten,δαχτυλίδι
477,Band::N,pásek,κορδέλα
478,Kamm::N,hřeben,χτένα
479,Spiegel::N,zrcadlo,καθρέφτης
480,Riemen::N,řemen,λουρί
481,Schnur::N,šňůra,κορδόνι
482,Leine::N,vodítko,σχοινί
483,Decke::N,pokrývka,κουβέρτα
484,Decke::N,přikrývka,κουβέρτα
485,Kissen::N,polštář,μαξιλάρι
486,Tuch::N,šátek,πανί
487,Tuch::N,šátek,μαντήλι
488,Handtuch::N,ručník,πετσέτα
489,Kraft::N,síla,δύναμη
490,Stärke::N,síla,ισχύς
491,Stärke::N,síla,δύναμη
492,Gesundheit::N,zdraví,υγεία
493,Krankheit::N,nemoc,αρρώστια
494,Krankheit::N,choroba,αρρώστια
495,Schmerz::N,bolest,πόνος
496,Wunde::N,rána,πληγή
497,Fieber::N,horečka,πυρετός
498,Arznei::N,lék,φάρμακο
499,Brücke::N,most,γέφυρα
500,Brunnen::N,studna,πηγάδι
501,Weide::N,pastva,βοσκή
502,Weide::N,pastvina,βοσκή
503,Pfad::N,pěšina,μονοπάτι
504,Weg::N,cesta,δρόμος
505,Straße::N,silnice,οδός
506,Straße::N,silnice,δρόμος
507,Dorf::N,vesnice,χωριό
508,Stadt::N,město,πόλη
509,Brief::N,dopis,γράμμα
510,Brief::N,dopis,επιστολή
511,Buch::N,kniha,βιβλίο
512,Buchstabe::N,písmeno,γράμμα
513,Zeitung::N,noviny,εφημερίδα
514,Leben::N,život,ζωή
515,Leben::N,život,βίος
516,Tod::N,smrt,θάνατος
517,Grab::N,hrob,τάφος
518,Kirche::N,kostel,εκκλησία
519,Sünde::N,hřích,αμαρτία
520,Gott::N,bůh,θεός
521,Arbeiter::N,dělník,εργάτης
522,Arbeiter::N,pracovník,εργάτης
523,Chef::N,šéf,προϊστάμενος
524,Chef::N,vedoucí,προϊστάμενος
525,Meister::N,mistr,μάστορας
526,Meister::N,mistr,αρχιτεχνίτης
527,Arzt::N,lékař,γιατρός
528,Lehrer::N,učitel,δάσκαλος
529,Geld::N,peníze,λεφτά
530,Geld::N,peníze,χρήματα
531,Geschäft::N,obchod,συναλλαγή
532,Laden::N,krám,μαγαζί
533,Laden::N,krám,κατάστημα
534,Preis::N,cena,τιμή
535,Ware::N,zboží,εμπόρευμα
536,Nutzen::N,užitek,όφελος
537,Reichtum::N,bohatství,πλούτος
538,Welt::N,svět,κόσμος
539,Land::N,země,χώρα
540,Staat::N,stát,κράτος
541,Staat::N,stát,πολιτεία
542,König::N,král,βασιλιάς
543,Macht::N,moc,εξουσία
544,Macht::N,mocnost,εξουσία
545,Grenze::N,hranice,σύνορα
546,Krieg::N,válka,πόλεμος
547,Feind::N,nepřítel,εχθρός
548,Gewalt::N,násilí,βία
549,Kampf::N,boj,αγώνας
550,Bogen[Waffe]::N,luk,τόξο
551,Pfeil::N,šíp,σαΐτα
552,Gewehr::N,puška,τουφέκι
553,Gewehr::N,ručnice,τουφέκι
554,Fehler::N,chyba,λάθος
555,Fehler::N,chyba,σφάλμα
556,Lüge::N,lež,ψέμα
557,Lüge::N,lež,ψεύδος
558,Schaden::N,škoda,ζημία
559,Unglück::N,neštěstí,δυστυχία
560,Schuld::N,vina,ενοχή
561,Schuld::N,vina,φταίξιμο
562,Alter::N,věk,ηλικία
563,Schluss::N,konec,τέλος
564,Zeit::N,čas,χρόνος
565,Tag::N,den,μέρα
566,Tag::N,den,ημέρα
567,Morgen::N,ráno,πρωί
568,Morgen::N,jitro,πρωί
569,Mittag::N,poledne,μεσημέρι
570,Abend::N,večer,βράδυ
571,Nacht::N,noc,νύχτα
572,Woche::N,týden,εβδομάδα
573,Monat::N,měsíc,μήνας
574,Jahr::N,rok,έτος
575,Jahr::N,rok,χρόνος
576,Frühling::N,jaro,άνοιξη
577,Sommer::N,léto,καλοκαίρι
578,Herbst::N,podzim,φθινόπωρο
579,Winter::N,zima,χειμώνας
580,Januar::N,leden,Ιανουάριος
581,Februar::N,únor,Φεβρουάριος
582,März::N,březen,Μάρτιος
583,April::N,duben,Απρίλιος
584,Mai::N,květen,Μάιος
585,Juni::N,červen,Ιούνιος
586,Juli::N,červenec,Ιούλιος
587,August::N,srpen,Αύγουστος
588,September::N,září,Σεπτέμβριος
589,Oktober::N,říjen,Οκτώβριος
590,November::N,listopad,Νοέμβριος
591,Dezember::N,prosinec,Δεκέμβριος
592,Montag::N,pondělí,Δευτέρα
593,Montag::N,pondělek,Δευτέρα
594,Dienstag::N,úterý,Τρίτη
595,Mittwoch::N,středa,Τετάρτη
596,Donnerstag::N,čtvrtek,Πέμπτη
597,Freitag::N,pátek,Παρασκευή
598,Samstag::N,sobota,Σάββατο
599,Sonntag::N,neděle,Κυριακή
600,groß::A,velký,μεγάλος
601,klein::A,malý,μικρός
602,lang::A,dlouhý,μακρύς
603,kurz::A,krátký,κοντός
604,breit::A,široký,φαρδύς
605,schmal::A,úzký,στενός
606,dicht::A,hustý,πυκνός
607,dick[Gegenstand]::A,tlustý,παχύς
608,dick[Gegenstand]::A,tlustý,χοντρός
609,dünn::A,tenký,ψιλός
610,dünn::A,tenký,λεπτός
611,fein::A,jemný,ψιλός
612,fest::A,pevný,στερεός
613,flach::A,plochý,επίπεδος
614,flach::A,placatý,επίπεδος
615,glatt::A,hladký,λείος
616,glatt::A,hladký,ομαλός
617,hart::A,tvrdý,σκληρός
618,weich::A,měkký,μαλακός
619,rund::A,kulatý,στρογγυλός
620,rund::A,okrouhlý,στρογγυλός
621,spitz::A,špičatý,μυτερός
622,scharf::A,ostrý,κοφτερός
623,stumpf::A,tupý,αμβλύς
624,schwer::A,těžký,βαρύς
625,schön::A,pěkný,ωραίος
626,schön::A,pěkný,όμορφος
627,schön::A,krásný,ωραίος
628,schön::A,krásný,όμορφος
629,heiß::A,horký,ζεστός
630,warm::A,teplý,θερμός
631,kalt::A,studený,κρύος
632,kalt::A,studený,ψυχρός
633,kühl::A,chladný,δροσερός
634,frisch::A,svěží,νωπός
635,frisch::A,svěží,φρέσκος
636,feucht::A,vlhký,υγρός
637,nass::A,mokrý,βρεγμένος
638,trocken::A,suchý,ξηρός
639,trocken::A,suchý,στεγνός
640,voll::A,plný,γεμάτος
641,leer::A,prázdný,άδειος
642,offen::A,otevřený,ανοιχτός
643,geschlossen::A,zavřený,κλειστός
644,sauber::A,čistý,καθαρός
645,schmutzig::A,špinavý,βρώμικος
646,schmutzig::A,špinavý,λερωμένος
647,roh::A,syrový,ωμός
648,reif::A,zralý,ώριμος
649,lecker::A,chutný,νόστιμος
650,süß::A,sladký,γλυκός
651,bitter::A,hořký,πικρός
652,sauer::A,kyselý,ξινός
653,hell::A,světlý,φωτεινός
654,dunkel::A,temný,σκοτεινός
655,schwarz::A,černý,μαύρος
656,schwarz::A,černý,μελανός
657,weiß::A,bílý,άσπρος
658,rot::A,rudý,κόκκινος
659,rot::A,červený,κόκκινος
660,gelb::A,žlutý,κίτρινος
661,blau::A,modrý,μπλε
662,blau::A,modrý,γαλανός
663,grün::A,zelený,πράσινος
664,grau::A,šedý,γκρίζος
665,grau::A,šedivý,γκρίζος
666,bunt::A,pestrý,ποικιλόχρωπος
667,billig::A,levný,φτηνός
668,billig::A,laciný,φτηνός
669,teuer::A,drahý,ακριβός
670,wertvoll::A,cenný,πολύτιμος
671,blind::A,slepý,τυφλός
672,taub::A,hluchý,κουφός
673,kräftig::A,silný,δυνατός
674,stark::A,silný,γερός
675,schwach::A,slabý,αδύνατος
676,fett::A,tučný,παχύς
677,fett::A,tlustý,παχύς
678,schlank::A,štíhlý,λεπτός
679,schlank::A,štíhlý,λυγερός
680,hübsch::A,hezký,όμορφος
681,hübsch::A,hezký,χαριτωμένος
682,böse::A,zlý,κακός
683,dumm::A,hloupý,κουτός
684,dumm::A,hloupý,ανόητος
685,faul::A,líný,τεμπέλης
686,fleißig::A,pilný,εργατικός
687,geizig::A,lakomý,τσιγγούνης
688,klug::A,chytrý,έξυπνος
689,geschickt::A,šikovný,επιδέξιος
690,lieb::A,milý,φίλος
691,lieb::A,milý,αγαπητός
692,lustig::A,veselý,εύθυμος
693,lustig::A,veselý,χαρούμενος
694,sanft::A,mírný,ήπιος
695,hungrig::A,hladový,πεινασμένος
696,krank::A,nemocný,άρρωστος
697,nackt::A,nahý,γυμνός
698,traurig::A,smutný,λυπημένος
699,traurig::A,truchlivý,λυπημένος
700,lebendig::A,živý,ζωντανός
701,gut::A,dobrý,καλός
702,schlecht::A,špatný,κακός
703,richtig::A,pravý,σωστός
704,richtig::A,správný,σωστός
705,schlimm::A,zlý,άσχημος
706,wahr::A,pravdivý,αληθής
707,wahr::A,pravdivý,αληθινός
708,alt::A,starý,παλιός
709,neu::A,nový,νέος
710,neu::A,nový,καινούργιος
711,ehemalig::A,bývalý,παλιός
712,alt[Lebewesen]::A,starý,γέρος
713,jung::A,mladý,νέος
714,arm::A,chudý,φτωχός
715,reich::A,bohatý,πλούσιος
716,bekannt::A,známý,γνωστός
717,berühmt::A,slavný,περίφημος
718,berühmt::A,slavný,ξακουσμένος
719,fremd::A,cizí,ξένος
720,verschieden::A,různý,διαφορετικός
721,verschieden::A,rozličný,διαφορετικός
722,nah::A,blízký,κοντινός
723,fern::A,daleký,μακριά
724,linker::A,levý,αριστερός
725,rechter::A,pravý,δεξιός
726,anderer::A,jiný,άλλος
727,erster::A,první,πρώτος
728,zweiter::A,druhý,δεύτερος
729,dritter::A,třetí,τρίτος
730,letzter::A,poslední,τελευταίος
731,allein::ADV,sám,μόνος
732,auf einmal::ADV,najednou,εφάπαξ
733,zusammen::ADV,spolu,μαζί
734,zusammen::ADV,dohromady,μαζί
735,lange::ADV,dlouho,πολύν καιρό
736,plötzlich::ADV,vtom,έξαφνα
737,plötzlich::ADV,náhle,έξαφνα
738,sofort::ADV,hned,αμέσως
739,sofort::ADV,ihned,αμέσως
740,später::ADV,později,αργότερα
741,jetzt::ADV,teď,τώρα
742,jetzt::ADV,nyní,τώρα
743,heute::ADV,dnes,σήμερα
744,heute::ADV,dneska,σήμερα
