,Concept_ID,mn,kl
133,Abhang::N,хүр,sivinganeq
134,Abhang::N,хүр,sivingajaaq
135,Abhang::N,хүр,kussangajaaq
136,Quelle::N,булаг,
137,Bach::N,горхи,kuunnguaq
138,Fluss::N,гол,kuuk
139,Fluss::N,мөрөн,kuuk
140,Ufer::N,эрэг,sissap sinaa
141,Küste::N,эрэг,sineriak
142,Festland::N,хуурай газар,
143,Meer::N,далай,imaq
144,Meer::N,тэнгис,imaq
145,Bucht::N,булан,ikeq
146,Bucht::N,булан,kangerluk
147,Bucht::N,булан,kangerliumaneq
148,Bucht::N,далайн тохой,ikeq
149,Bucht::N,далайн тохой,kangerluk
150,Bucht::N,далайн тохой,kangerliumaneq
151,Insel::N,арал,qeqertaq
152,Blume::N,цэцэг,naasoq
153,Gras::N,өвс,ivigaq
154,Gras::N,ногоо,ivigaq
155,Wurzel::N,үндэс,niulutaq
156,Baum::N,мод,orpik
157,Stamm::N,иш,kanaartaq
158,Stamm::N,гуалин,kanaartaq
159,Rinde::N,холтос,ameraq
160,Ast::N,гишүү,avalequt
161,Zweig::N,салаа,avalequt
162,Blatt::N,навч,pilutaq
163,Birke::N,хус,patitsit
164,Kiefer[Baum]::N,нарс,
165,Weide[Baum]::N,уд,palleq
166,Weide[Baum]::N,бургас,palleq
167,Tanne::N,гачуур,orsuerneq
168,Horn::N,эвэр,nassuk
169,Feder::N,өд,suluk
170,Fell::N,арьс,ameq
171,Flügel::N,жигүүр,suluk
172,Flügel::N,жигүүр,isaroq
173,Flügel::N,далавч,suluk
174,Flügel::N,далавч,isaroq
175,Klaue::N,савар,kukik
176,Klaue::N,хумс,kukik
177,Kralle::N,савар,kukik
178,Schwanz::N,сүүл,pamioq
179,Schwanz::N,сүүл,paperuusaq
180,Ei::N,өндөг,mannik
181,Nest::N,үүр,ullut
182,Bau::N,нүх,ini
183,Bau::N,элүү,ini
184,Tier::N,амьтан,uumasoq
185,Tier::N,адгуус,uumasoq
186,Herde::N,сүрэг,unguukkat
187,Kuh::N,үнээ,ussik
188,Bulle::N,бух,angukulak
189,Bulle::N,бух,anguteralak
190,Bulle::N,бух,angutikulooq
191,Pferd::N,морь,
192,Pferd::N,адуу,
193,Schaf::N,хонь,sava
194,Schwein::N,гахай,puuluki
195,Hund::N,нохой,qimmeq
196,Katze::N,муур,puisaaq
197,Katze::N,мигуй,puisaaq
198,Bär::N,баавгай,allaq
199,Eichhörnchen::N,хэрэм,sissinnguaq
200,Elch::N,хандгай,
201,Fuchs::N,үнэг,terianniaq
202,Hase::N,туулай,ukaleq
203,Maus::N,хулгана,teriannguaq
204,Wolf::N,чоно,amaroq
205,Vogel::N,шувуу,timmiaq
206,Schwarm::N,сүрэг,
207,Huhn::N,тахиа,kukkukooq
208,Huhn::N,тахиа,marloraaqaaq
209,Hahn::N,эр тахиа,kiasiusaq
210,Gans::N,галуу,nerleq
211,Adler::N,бүргэд,nattoralik
212,Ente::N,нугас,
213,Eule::N,ууль,uppik
214,Kranich::N,тогоруу,qorlorfik
215,Krähe::N,хэрээ,tuluatsiaq
216,Kuckuck::N,хөхөө,kukkooq
217,Schwan::N,хун,qussuk
218,Fisch::N,загас,aalisagaq
219,Barsch::N,алгана,
220,Hecht::N,цурхай,
221,Schlange[Tier]::N,могой,pulateriarsuk
222,Schlange[Tier]::N,могой,pulateriaarsuk
223,Wurm::N,өт,
224,Wurm::N,хорхой,
225,Spinne::N,аалз,aasiaq
226,Spinne::N,аалз,nissavaarsuk
227,Ameise::N,шоргоолж,uniaaluk
228,Laus::N,бөөс,kumak
229,Mücke::N,шумуул,ippernaq
230,Fliege::N,ялаа,ippernaq
231,Schmetterling::N,эрвээхэй,paluaq
232,Schmetterling::N,эрвээхэй,pakkaluaq
233,Schmetterling::N,эрвээхэй,utsuppaluaq
234,Schmetterling::N,эрвээхэй,taqaleqisaaq
235,Beere::N,жимсгэнэ,paarmaq
236,Beere::N,жимсгэнэ,paarngaq
237,Apfel::N,алим,iipili
238,Pilz::N,мөөг,anngiusaq
239,Zwiebel::N,сонгино,uanitsoq
240,Saat::N,тариа,naatsiiassaq
241,Korn::N,үр,maannineq
242,Korn::N,мөхлөг,maannineq
243,Heu::N,өвс,
244,Schale::N,хальс,niutsivik
245,Schale::N,хальс,ilulissaq qaartussaq
246,Grube::N,алам,itersaq
247,Grube::N,нүх,itersaq
248,Falle::N,хавх,pualavoq
249,Falle::N,занга,pualavoq
250,Schlinge::N,урхи,orseq
251,Schlinge::N,урхи,norloq
252,Spur::N,мөр,tumaa
253,Asche::N,үнс,arsat
254,Dreck::N,хир,minguk
255,Eisen::N,төмөр,savimineq
256,Eisen::N,төмөр,saffiugassaq
257,Gold::N,алт,kuulti
258,Silber::N,мөнгө,siilviuvoq
259,Kohle::N,нүүрс,aamarsuit aamaruutissat
260,Glas::N,шил,igalaaq
261,Glas::N,шил,imertarfik
262,Glas::N,шил,igalaamineq
263,Lehm::N,шавар,marraq
264,Sand::N,элс,sioqqat
265,Mensch::N,хүн,inuk
266,Mensch::N,хүн,silamiu
267,Mann::N,эр,angut
268,Mann::N,эрэгтэй,angut
269,Frau::N,эмэгтэй,arnaq
270,Frau::N,хатагтай,arnaq
271,Kind::N,хүүхэд,meeraq
272,Junge::N,хүү,nukappiaraq
273,Mädchen::N,охин,arnannguaq
274,Mädchen::N,бүсгүй,arnannguaq
275,Familie::N,айл,ilaqutakka
276,Familie::N,айл,ilaqutariit
277,Großvater::N,өвгөн аав,aatak
278,Großmutter::N,эмэг эх,aanaq
279,Großmutter::N,эмгээ,aanaq
280,Eltern::N,эцэг эх,angajoqqaat
281,Vater::N,аав,ataata
282,Vater::N,аав,ataataq
283,Vater::N,эцэг,ataata
284,Vater::N,эцэг,ataataq
285,Mutter::N,эх,anaana
286,Mutter::N,ээж,anaana
287,Sohn::N,хүү,erneq
288,Tochter::N,охин,panik
289,Bruder::N,ах,ani
290,Bruder::N,ах,aqqaluk
291,Bruder::N,ах,qatanngut
292,Bruder::N,дүү,ani
293,Bruder::N,дүү,aqqaluk
294,Bruder::N,дүү,qatanngut
295,Schwester::N,эгч,naja
296,Schwester::N,эгч,aleqa
297,Schwester::N,эгч,qatanngut
298,Schwester::N,охин дүү,naja
299,Schwester::N,охин дүү,aleqa
300,Schwester::N,охин дүү,qatanngut
301,Onkel::N,авга ах,akkak
302,Onkel::N,нагац ах,akkak
303,Tante::N,авга эгч,aja
304,Tante::N,авга эгч,ajak
305,Tante::N,авга эгч,atsak
306,Tante::N,нагац эгч,aja
307,Tante::N,нагац эгч,ajak
308,Tante::N,нагац эгч,atsak
309,Ehemann::N,нөхөр,ui
310,Ehefrau::N,эхнэр,nuliaq
311,Ehefrau::N,гэргий,nuliaq
312,Freude::N,баяр,tipaatsussuseq
313,Freude::N,баясгалан,tipaatsussuseq
314,Gelächter::N,инээдэм,illaq
315,Glück::N,жаргалан,usornaat
316,Glück::N,жаргалан,usornarsuseq
317,Kummer::N,гаслан,
318,Wunsch::N,ерөөл,kissaat
319,Lust::N,дур,illigussuseq
320,Lust::N,дур,piummaseq
321,Lust::N,хүсэл,illigussuseq
322,Lust::N,хүсэл,piummaseq
323,Geist::N,оюун,anerneq
324,Geist::N,оюун,toornaq
325,Gedanke::N,сэтгэл,isumassaq
326,Gedächtnis::N,ой,eqqaamannissuseq
327,Gedächtnis::N,цээж,eqqaamannissuseq
328,Verstand::N,ухаан,isuma
329,Verstand::N,ухаан,sianissut
330,Verstand::N,ухаан,misigissut
331,Verstand::N,ухаан,sianissuseq
332,Verstand::N,ухаан,silaqassuseq
333,Sinn::N,утга,isuma
334,Grund::N,учир,patsit
335,Wahrheit::N,үнэн,sallusuissut
336,Gespräch::N,яриа,
337,Märchen::N,явган үлгэр,oqalualaarut
338,Märchen::N,явган үлгэр,oqaluasaaq
339,Erzählung::N,тууж,oqaluttuaq
340,Nachricht::N,мэдээ,oqaassut
341,Nachricht::N,мэдээ,oqqersuut
342,Neuigkeit::N,сонин,tusarnartaq
343,Name::N,нэр,ateq
344,Rätsel::N,оньсого,nalorsitsaarut
345,Rede::N,хэлсэн үг,oqaluuseq
346,Sprache::N,хэл,oqaatsit
347,Stimme::N,дуу,erinaq
348,Stimme::N,дуу,qarluuseq
349,Wort::N,үг,oqaasii
350,Zeichen::N,тамга,nalunaaqqut
351,Zeichen::N,тэмдэг,nalunaaqqut
352,Ruf::N,дуудлага,qaaqqussut
353,Lärm::N,шуугиан,perpaluk
354,Lärm::N,чимээ,perpaluk
355,Laut::N,анир,torsukattak
356,Laut::N,дуу,torsukattak
357,Ton::N,авиа,erinaq
358,Ton::N,аялгуу,erinaq
359,Lied::N,дуу,taalliaq
360,Lied::N,дуу,erinarsuut
361,Ruhe::N,энх,qatsunganeq
362,Ruhe::N,тайван,qatsunganeq
363,Leute::N,хүмүүс,inuiak
364,Leute::N,хүмүүс,inuiaqatigiit
365,Volk::N,улс,inuiaat
366,Arbeit::N,ажил,suliaq
367,Arbeit::N,хөдөлмөр,suliaq
368,Gast::N,зочин,qaaqqusaq
369,Gast::N,айлчин,qaaqqusaq
370,Geschenk::N,бэлэг,pajugut
371,Spiel::N,наадам,
372,Spiel::N,тоглоом,
373,Gesellschaft::N,хамт байх,
374,Hilfe::N,тусламж,annertoqqut
375,Freund::N,найз,tiliaq
376,Freund::N,найз,ikinngut
377,Freund::N,нөхөр,tiliaq
378,Freund::N,нөхөр,ikinngut
379,Kamerad::N,хань,tiliaq
380,Kamerad::N,хань,ikinngut
381,Kamerad::N,нөхөр,tiliaq
382,Kamerad::N,нөхөр,ikinngut
383,Angelegenheit::N,хэрэг,
384,Anzahl::N,тоо,
385,Art::N,төрөл,ileqquuseq
386,Art::N,янз,ileqquuseq
387,Stück::N,хэсэг,nakkaalaniku
388,Teil::N,хувь,tassiaasat
389,Teil::N,хэсэг,tassiaasat
390,Hälfte::N,хагас,affaq
391,Kreis::N,тойрог,kaajaluinneq or kaajaluitsoq
392,Kreis::N,хүрээ,kaajaluinneq or kaajaluitsoq
393,Kreuz::N,загалмай,sanningasulik
394,Linie::N,шугам,tittaq
395,Linie::N,шугам,titarneq
396,Strich::N,зураас,
397,Abstand::N,зай,aku
398,Abstand::N,зай,ikiaq
399,Entfernung::N,зай,asi
400,Entfernung::N,хол ойр,asi
401,Gegend::N,хавь,nuna
402,Gegend::N,газар,nuna
403,Platz::N,зай,ini
404,Platz::N,зай,inissaq
405,Platz::N,завсар,ini
406,Platz::N,завсар,inissaq
407,Ort::N,газар,sumiiffik
408,Ort::N,байр,sumiiffik
409,Seite::N,тал,saneraq
410,Seite::N,этгээд,saneraq
411,Mitte::N,төв,qiteq
412,Mitte::N,дунд,qiteq
413,Gegenstand::N,юм,
414,Sache::N,үйл,pigisaq
415,Sache::N,хэрэг,pigisaq
416,Rand::N,зах,sini
417,Rand::N,зах,akerfineq
418,Rand::N,хөвөө,sini
419,Rand::N,хөвөө,akerfineq
420,Kante::N,ирмэг,akerfineq
421,Ecke::N,өнцөг,teqeqqoq
422,Ecke::N,өнцөг,tikeqqoq
423,Spitze::N,үзүүр,inngik
424,Ende::N,зах,isu
425,Ende::N,үзүүр,isu
426,Loch::N,цоорхой,putu
427,Loch::N,онгорхой,putu
428,Winkel::N,өнцөг,teqeqqorissaat
429,Muster::N,хээ,ilisserut
430,Muster::N,угалз,ilisserut
431,Größe::N,хэмжээ,angissuseq
432,Länge::N,урт,takissuseq
433,Höhe::N,өндөр,
434,Gewicht::N,жин,oqimaalutaq
435,Menge::N,тоо,amerlassuseq
436,Haufen::N,бөөн,eqimattat
437,Reihe::N,эгнээ,allunaasaq
438,Boot::N,завь,qajaq
439,Boot::N,завь,angallat
440,Boot::N,завь,umiatsiaq
441,Ruder::N,сэлүүр,iput
442,Schlitten::N,чарга,qamutit
443,Schlitten::N,чарга,qimusseq
444,Ski::N,цана,ataarut
445,Lagerfeuer::N,түүдэг,
446,Last::N,ачаа,nammagaq
447,Gang::N,явдал,
448,Schritt::N,алхам,allorneq
449,Norden::N,умар,avannaq
450,Süden::N,урд,qava
451,Süden::N,урд,kujat
452,Süden::N,урд,kujataa
453,Süden::N,өмнө,qava
454,Süden::N,өмнө,kujat
455,Süden::N,өмнө,kujataa
456,Westen::N,өрнө,kitaa
457,Westen::N,баруун,kitaa
458,Osten::N,зүүн,kangi
459,Osten::N,дорно,kangi
460,Holz::N,мод,qisuk
461,Brett::N,банз,salliligaq
462,Platte::N,хавтан,qaateq
463,Stütze::N,тулгуур,ajagutaq
464,Stütze::N,тулгуур,ajaagutaq
465,Stütze::N,тулга,ajagutaq
466,Stütze::N,тулга,ajaagutaq
467,Stange::N,сургааг,kaaviffik
468,Stock::N,саваа,ajaappissat
469,Stab::N,таяг,ajaappissat
470,Rohr::N,хоолой,sullulik
471,Haus::N,гэр,illu
472,Haus::N,байшин,illu
473,Heim::N,гэр,
474,Ofen::N,зуух,kissarsuut
475,Ofen::N,пийшин,kissarsuut
476,Fußboden::N,шал,nateq
477,Tisch::N,ширээ,allattarfik
478,Stuhl::N,сандал,issiavik
479,Stuhl::N,сандал,issiaffik
480,Wiege::N,өлгий,uaasoq
481,Bett::N,ор,nallavik
482,Regal::N,тавиур,ilisivik
483,Kiste::N,авдар,sakissat
484,Kiste::N,авдар,illerfiusaq
485,Kiste::N,хайрцаг,sakissat
486,Kiste::N,хайрцаг,illerfiusaq
487,Fenster::N,гэгээвч,aki
488,Fenster::N,гэгээвч,igalaaq
489,Tür::N,үүд,matu
490,Tür::N,хаалга,matu
491,Tor::N,хаалга,isaaffik
492,Zaun::N,хашаа,saputit
493,Dach::N,дээвэр,qaliaq
494,Leiter::N,шат,tummeqqat
495,Leiter::N,шат,majuartarfiit
496,Besen::N,хамуур,saligutit
497,Besen::N,туужуу,saligutit
498,Spaten::N,хүрз,nivaataq
499,Schaufel::N,хүрз,nivaataq
500,Gabel::N,сэрээ,qilluaq
501,Gabel::N,сэрээ,ajassaatit
502,Löffel::N,халбага,alussaat
503,Messer::N,хутга,savik
504,Nagel::N,хадаас,kukik
505,Netz::N,өөш,anguffaseq
506,Netz::N,тор,anguffaseq
507,Haken::N,гох,nissik
508,Haken::N,гох,qarsorsaq
509,Haken::N,гох,qarsorsartoq
510,Griff::N,иш,ipi
511,Griff::N,сэнж,ipi
512,Schloss::N,цуурга,illussaarsuaq
513,Schloss::N,цоож,illussaarsuaq
514,Bild::N,зураг,assiliaq
515,Figur::N,баримал,kisitsit
516,Puppe::N,хүүхэлдэй,inuusaq
517,Beutel::N,агсаа,
518,Beutel::N,уут,
519,Bündel::N,боодол,qilertaq
520,Tasche::N,цүнх,pooqattaq
521,Eimer::N,хөнөг,
522,Eimer::N,хувин,
523,Deckel::N,таг,matu
524,Deckel::N,хавхаг,matu
525,Geschirr::N,сав суулга,anut
526,Sack::N,шуудай,
527,Tasse::N,аяга,tiitorfik
528,Tasse::N,аяга,tiitorfiup ilorlia
529,Topf::N,тогоо,qoqqoq
530,Kessel::N,тогоо,uunnaavik
531,Essen::N,идээ,igaaq
532,Nahrung::N,хүнс,neqissaq
533,Speise::N,идээ,nerisassat
534,Fleisch::N,мах,neqi
535,Getreide::N,будаа,maannineq
536,Brei::N,богшмол,
537,Brei::N,будаа,
538,Brot::N,талх,iffit
539,Brot::N,талх,iffiaq
540,Scheibe::N,зүсэм,igalaassiaq
541,Scheibe::N,хэрчим,igalaassiaq
542,Fett::N,өөх,tarnutissaq
543,Fett::N,өөх,tarnutissiaq
544,Butter::N,тос,punneq
545,Öl::N,тос,uulia
546,Salz::N,давс,taratsut
547,Suppe::N,шөл,qajoq
548,Honig::N,бал,tungusunnitsuut
549,Milch::N,сүү,immuk
550,Tee::N,цай,tii
551,Tee::N,цай,teeq
552,Leder::N,арьс,
553,Leder::N,савхи,
554,Wolle::N,ноос,nuersagassiaq
555,Wolle::N,унгас,nuersagassiaq
556,Stoff::N,бөс,milliaq
557,Stoff::N,бөс,qarlissiaq
558,Nadel::N,зүү,meqqut
559,Faden::N,боолт,ujalussiaq
560,Faden::N,утас,ujalussiaq
561,Knopf::N,товч,attat
562,Knoten::N,зангилаа,akeroq
563,Knoten::N,зангилаа,qilerneq
564,Farbe::N,будаг,qalipaat
565,Kleidung::N,хувцас,atisat
566,Kleidung::N,хувцас,annoraaq
567,Hemd::N,цамц,ilupaaq
568,Kragen::N,зах заам,qungasiinnaq
569,Ärmel::N,ханцуй,aaq
570,Hose::N,өмд,qarliit
571,Gürtel::N,бүс,qiterut
572,Gürtel::N,бүс,unngersaq
573,Mütze::N,малгай,nasaq
574,Mütze::N,бүрх,nasaq
575,Schuh::N,туфли,skuu
576,Schuh::N,туфли,ikernuk
577,Schuh::N,туфли,ateraasaq
578,Stiefel::N,гутал,kamik
579,Ring::N,бөгж,assammiu
580,Band::N,тууз,qilerutissiaq
581,Kamm::N,сам,illaagutit
582,Kamm::N,сам,illaajaatit pl.
583,Spiegel::N,толь,tarrarsuut
584,Riemen::N,тасам,allunaaq
585,Riemen::N,сур,allunaaq
586,Schnur::N,татлага,kujaaq
587,Schnur::N,татлага,allunaasaq
588,Leine::N,оосор,aleq
589,Decke::N,хөнжил,qipik
590,Decke::N,хучлага,qipik
591,Kissen::N,дэр,akit
592,Tuch::N,алчуур,qarlissiaq
593,Tuch::N,даавуу,qarlissiaq
594,Handtuch::N,алчуур,allarut
595,Handtuch::N,алчуур,allarterut
596,Kraft::N,чадал,pissak
597,Kraft::N,хүч,pissak
598,Stärke::N,эрч,qerattarsaat
599,Stärke::N,тэнхээ,qerattarsaat
600,Gesundheit::N,бие,peqqisusseq
601,Gesundheit::N,эрүүл мэнд,peqqisusseq
602,Krankheit::N,эмгэг,nappaat
603,Schmerz::N,өвчин,anniaat
604,Wunde::N,шарх,iki
605,Fieber::N,халуун,nappaat qanimanartoq
606,Arznei::N,эм,imigassaq
607,Brücke::N,гүүр,ikaartarfik
608,Brunnen::N,худаг,tissaluttuliaq
609,Weide::N,бэлчээр,masarsuk
610,Pfad::N,жим,aqqut
611,Pfad::N,зөрөг,aqqut
612,Weg::N,зам,aggerfik
613,Weg::N,харгуй,aggerfik
614,Straße::N,зам,aqqusineq
615,Straße::N,харгуй,aqqusineq
616,Dorf::N,тосгон,nunaqarfik
617,Dorf::N,гацаа,nunaqarfik
618,Stadt::N,хот,illorpaat
619,Stadt::N,хот,illorpalik
620,Brief::N,захидал,allagarsiaq
621,Brief::N,захиа,allagarsiaq
622,Buch::N,ном,atuakkat
623,Buch::N,ном,mappersagaq
624,Buch::N,бичиг,atuakkat
625,Buch::N,бичиг,mappersagaq
626,Buchstabe::N,үсэг,naqinneq
627,Zeitung::N,сонин,aviisi
628,Leben::N,амь,inuussuseq
629,Leben::N,амьдрал,inuussuseq
630,Tod::N,үхэл,toqu
631,Tod::N,үхэл,toquneq
632,Grab::N,булш,iliveq
633,Grab::N,булш,illissat
634,Kirche::N,сүм,oqaluffik
635,Sünde::N,нүгэл,ajorti
636,Sünde::N,хилэнц,ajorti
637,Gott::N,бурхан,
638,Arbeiter::N,ажилчин,sulisoq
639,Arbeiter::N,хөдөлмөрчин,sulisoq
640,Chef::N,дарга,ittoqut
641,Meister::N,дархан,naalagaq
642,Arzt::N,эмч,katsorsaasoq
643,Lehrer::N,багш,ilinniartitsisoq
644,Geld::N,цаас,aningaasat
645,Geld::N,мөнгө,aningaasat
646,Geschäft::N,наймаа,niuertarfik
647,Laden::N,дэлгүүр,niuertarfik
648,Preis::N,үнэ,aki
649,Ware::N,таваар,qaliata pii
650,Ware::N,таваар,nioqqutissaq
651,Ware::N,бараа,qaliata pii
652,Ware::N,бараа,nioqqutissaq
653,Nutzen::N,ашиг,iluaqut
654,Reichtum::N,баялаг,
655,Welt::N,дэлхий,nunarsuaq
656,Welt::N,орчлон,nunarsuaq
657,Land::N,улс,nuna
658,Land::N,орон,nuna
659,Staat::N,төр,
660,Staat::N,гүрэн,
661,König::N,ван,kunngi
662,Macht::N,засаг,pissaassuseq
663,Grenze::N,хил,killik
664,Krieg::N,дайн,sorsunneq
665,Feind::N,дайсан,akeraq
666,Feind::N,дайсан,akerartorti
667,Feind::N,дайсан,qinngarsuisoq
668,Gewalt::N,хүчирхэх,
669,Kampf::N,тэмцэл,sorsunneq
670,Kampf::N,байлдаан,sorsunneq
671,Bogen[Waffe]::N,нум,
672,Pfeil::N,годил,qalugiusaq
673,Pfeil::N,сум,qalugiusaq
674,Gewehr::N,буу,aallaat
675,Fehler::N,эндэл,kukkuneq
676,Fehler::N,эндэл,paarlaappaa
677,Fehler::N,алдаа,kukkuneq
678,Fehler::N,алдаа,paarlaappaa
679,Lüge::N,худал,
680,Schaden::N,хор,
681,Schaden::N,хөнөөл,
682,Unglück::N,гай,perluut
683,Unglück::N,гамшиг,perluut
684,Schuld::N,гэм,akiitsugaq
685,Schuld::N,гэм,akiligassaq
686,Schuld::N,буруу,akiitsugaq
687,Schuld::N,буруу,akiligassaq
688,Alter::N,нас,utoqqaq
689,Schluss::N,эцэс,isu
690,Schluss::N,төгсгөл,isu
691,Zeit::N,цаг,ulloq
692,Zeit::N,цаг,akuttoqatigiinneq
693,Tag::N,өдөр,ulloq
694,Morgen::N,өглөө,ullaaq
695,Mittag::N,үд,ulloqeqqa
696,Abend::N,үдэш,unnuk
697,Nacht::N,шөнө,unnuaq
698,Woche::N,долоо хоног,sapaatip akunnera
699,Monat::N,сар,qaammat
700,Jahr::N,жил,ukioq
701,Frühling::N,хавар,upernaaq
702,Sommer::N,зун,aasaq
703,Herbst::N,намар,ukiaq
704,Winter::N,өвөл,ukioq
705,Januar::N,нэгдүгээр сар,siulleeq
706,Januar::N,нэгдүгээр сар,qaammaliaq
707,Februar::N,хоёрдугаар сар,aarlaat
708,März::N,гуравдугаар сар,marsi
709,März::N,гуравдугаар сар,martsi
710,April::N,дөрөвдүгээр сар,
711,Mai::N,тавдугаар сар,maaji
712,Juni::N,зургаадугаар сар,juuni
713,Juli::N,долдугаар сар,juuli
714,August::N,наймдугаар сар,aggusti
715,September::N,есдүгээр сар,septembari
716,Oktober::N,аравдугаар сар,oktobari
717,November::N,арван нэгдүгээр сар,novembari
718,Dezember::N,арван хоёрдугаар сар,detsembari
719,Montag::N,даваа,ataasinngortoq
720,Dienstag::N,мягмар,marlunngorneq
721,Mittwoch::N,лхагва,pingasunngorneq
722,Donnerstag::N,пүрэв,sisamanngorneq
723,Freitag::N,баасан,tallimanngorneq
724,Samstag::N,бямба,arfininngorneq
725,Sonntag::N,ням,sapaat
726,Sonntag::N,ням,sapaati
727,groß::A,их,angivoq
728,groß::A,том,angivoq
729,klein::A,бага,mikivoq
730,klein::A,жаахан,mikivoq
731,lang::A,урт,takisooq
732,kurz::A,охор,naatsoq
733,kurz::A,богино,naatsoq
734,breit::A,өргөн,silippoq
735,schmal::A,уйтан,amitsoq
736,schmal::A,нарийн,amitsoq
737,dicht::A,нягт,torsusooq
738,dicht::A,чигжүү,torsusooq
