,Concept_ID,no,ady
711,kaum::ADV,neppe,къоды́й
712,sehr::ADV,svært,дэд
713,so::ADV,så,ащ фэд
714,so::ADV,så,мыщ фэд
715,so::ADV,så,джащ фэд
716,noch::ADV,enda,джыри
717,nur::ADV,bare,ныӏэ́п
718,schon::ADV,alt,
719,schon::ADV,allerede,
720,wieder::ADV,igjen,джыри
721,vergebens::ADV,forgjeves,пкӏэнчъэ́у
722,vor::PRP,foran,пашъхьэ́
723,vor::PRP,utenfor,пашъхьэ́
724,hinter::PRP,bak,кӏы́б
725,hinter::PRP,bakom,кӏы́б
726,unter::PRP,under,чӏэ-
727,durch::PRP,gjennom,пхыры-
728,durch::PRP,igjennom,пхыры-
729,neben::PRP,ved siden av,дэжь
730,zwischen::PRP,mellom,азыфа́гу
731,wegen::PRP,på grunn av,къы-
732,dies::PRN,dette,ар
733,das::PRN,det,а
734,das::PRN,det,мо
735,alles::PRN,alt,зэкӏэ́
736,ich::PRN,jeg,сэ
737,du::PRN,du,о
738,er::PRN,han,ар
739,wir::PRN,vi,тэ
740,ihr::PRN,dere,шъо
741,sie::PRN,de,ахэр
742,was::FPRN,hva,сыд
743,wer::FPRN,hvem,хэт
744,wo::FADV,hvor,тыдэ́
745,wohin::FADV,hvor ... hen,тыдэ́
746,wie::FADV,hvordan,сыдэущтэ́у
747,warum::FADV,hvorfor,сыд пае́
748,wieviel::FNUM,hvor mye,тхьапш
749,wieviel::FNUM,hvor mye,сыд фэди́з
750,eins::NUM,en,зы
751,eins::NUM,ett,зы
752,zwei::NUM,to,тӏу
753,drei::NUM,tre,щы
754,vier::NUM,fire,плӏы
755,fünf::NUM,fem,тфы
756,sechs::NUM,seks,хы
757,sieben::NUM,sju,блы
758,acht::NUM,åtte,и
759,neun::NUM,ni,бгъу
760,zehn::NUM,ti,пшӏы
761,elf::NUM,elleve,пшӏыкӏузы́
762,zwölf::NUM,tolv,пшӏыкӏутӏу
763,zwanzig::NUM,tjue,тӏокӏы́
764,dreißig::NUM,tretti,щэкӏы
765,vierzig::NUM,førti,тӏокӏи́тӏу
766,fünfzig::NUM,femti,шъэны́ыкъу
767,sechzig::NUM,seksti,тӏокӏи́щ
768,siebzig::NUM,sytti,тӏокӏищырэ́ пшӏырэ́
769,achtzig::NUM,åtti,тӏокӏи́пӏ
770,neunzig::NUM,nitti,тӏокӏиилӏырэ́ пшӏырэ́
771,hundert::NUM,hundre,шъэ
772,tausend::NUM,tusen,мин
773,und::CNJ,og,ыкӏи
774,oder::CNJ,eller,е
775,stehen::V,stå,ущытын
776,stehen::V,stå,умыхъыен
777,sitzen::V,sitte,уисын
778,sitzen::V,sitte,утесын
779,liegen::V,ligge,телъы́н
780,hängen::V,henge,къыщылэлын
781,hängen::V,henge,къыщылэлын щыгъын быхъур
782,werden::V,bli,хъун
783,passieren::V,skje,къэхъун
784,passieren::V,hende,къэхъун
785,beginnen::V,begynne,къежьэн
786,beginnen::V,begynne,къыублэн
787,enden::V,ende,ухы́н
788,enden::V,slutte,ухы́н
789,wechseln::V,veksle,зэхъожьы́н
790,aufgehen[Sonne]::V,stå opp,къыкъокӏы́н
791,untergehen[Sonne]::V,gå ned,къохьан
792,scheinen[Sonne]::V,skinne,къепсыи
793,donnern::V,tordne,гъогъон
794,wehen::V,blåse,епщэ́н
795,strömen::V,strømme,чъэн
796,fließen::V,flyte,чъэн
797,sich drehen::V,dreie seg,зыгъэчэрэгъу́н
798,schwanken::V,svaie,хъые́н
799,schwingen::V,svinge,зыгъэхъые́н
800,fallen::V,falle,къефэхы́н
801,brennen::V,brenne,стын
802,rauchen::V,ryke,ӏугъо къикӏын
803,regnen::V,regne,къещхы́н
804,gefrieren::V,fryse,дыкъын
805,tauen::V,tine,жъун
806,schmelzen::V,smelte,ткӏун
807,trocknen::V,tørre,гъушъы́н
808,trocknen::V,tørre,чъэпхъу́н
809,sieden::V,koke,жъон
810,faulen::V,råtne,шъун
811,verfaulen::V,råtne,шъун
812,reißen::V,briste,зэӏэтхъы́н
813,versinken::V,synke,чӏихьан
814,versinken::V,synke ned,чӏихьан
815,vergehen::V,forløpe,блэкӏы́н
816,erscheinen::V,synes,къэлъэгъон
817,verschwinden::V,forsvinne,кӏодыжьы́н
818,sinken::V,synke,
819,abnehmen::V,avta,къыкӏичын
820,abnehmen::V,minske,къыкӏичын
821,zunehmen::V,tilta,хэхъо́н
822,steigen::V,stige,къежьэн
823,wachsen::V,gro,хэхъо́н
824,wachsen::V,gro,къэкӏы́н
825,wachsen::V,vokse,хэхъо́н
826,wachsen::V,vokse,къэкӏы́н
827,glänzen::V,skinne,цӏыу́н
828,funkeln::V,tindre,жъыу́н
829,lärmen::V,bråke,бырсыры́н
830,läuten::V,ringe,теон
831,klingeln::V,ringe,теон
832,klirren::V,klirre,
833,brausen::V,bruse,шъуин
834,rauschen::V,suse,макъэ гъэӏун
835,klingen::V,lyde,къыхэӏукӏын
836,klingen::V,klinge,къыхэӏукӏын
837,bellen::V,gjø,хьакъу́н
838,bellen::V,bjeffe,хьакъу́н
839,heulen::V,ule,быун
840,blasen::V,blåse,епщэ́н
841,pfeifen::V,plystre,шъуин
842,schreien::V,skrike,куо́н
843,schreien::V,skrike,кӏыи́н
844,stöhnen::V,stønne,щэӏун
845,zittern::V,dirre,кӏэзэзын
846,zittern::V,skjelve,кӏэзэзын
847,leben::V,leve,псэу́н
848,geboren werden::V,fødes,къэхъун
849,atmen::V,ånde,жьы къэщэ́н
850,atmen::V,puste,жьы къэщэ́н
851,trinken::V,drikke,ешъо́н
852,essen::V,spise,шхын
853,schlucken::V,svelge,бдырыин
854,müde werden::V,bli trett,пшъын
855,einschlafen::V,sovne,хэчъыен
856,schlafen::V,sove,чъые́н
857,aufwachen::V,våkne,къэущы́н
858,aufstehen::V,stå opp,уцу́н
859,sich erholen::V,bli bra,зыгъэпсэфын
860,sich erholen::V,komme seg,зыгъэпсэфын
861,krank werden::V,bli syk,сымаджэ́ хъун
862,krank sein::V,være syk,сымэджэ́н
863,schmerzen::V,gjøre vondt,сымэджэ́н
864,husten::V,hoste,пскэ́н
865,genesen::V,komme seg,хъужьын
866,sterben::V,dø,лӏэн
867,umkommen::V,omkomme,хэкӏодэн
868,sich bewegen::V,bevege seg,хъые́н
869,sich rühren::V,røre på seg,хъые́н
870,sich erheben::V,reise seg,къэтэджын
871,sich setzen::V,sette sig,тӏысы́н
872,hinfallen::V,falle over ende,ебэджы́н
873,laufen::V,løpe,кӏон
874,schreiten::V,skride,кӏон
875,spazierengehen::V,spasere,къэкӏухьэн
876,spazierengehen::V,gå en tur,къэкӏухьэн
877,eilen::V,ile,гузэжъон
878,sich beeilen::V,skynde seg,гуӏэ́н
879,sausen::V,suse,псынкӏэ́у чъэн
880,rennen::V,løpe,чъэн
881,springen::V,hoppe,пкӏэн
882,springen::V,springe,пкӏэн
883,klettern::V,klatre,дэцохъоен
884,schaukeln::V,huske,уешӏэн
885,kriechen::V,krype,цохъо́н
886,schwimmen::V,svømme,есы́н
887,tauchen::V,dykke,зычӏэгъэо́н
888,rudern::V,ro,къошъо бэщкӏэ фын
889,fahren::V,kjøre,кӏон
890,fliegen::V,fly,быбы́н
891,gehen::V,gå,кӏон
892,weggehen::V,gå bort,ӏукӏын
893,abfahren::V,reise,ежьэн
894,anhalten::V,stanse,къэуцу́н
895,hineingehen::V,gå inn,ихьан
896,eintreten::V,tre inn,чӏэхьан
897,kommen::V,komme,къэкӏо́н
898,ankommen::V,ankomme,къэсы́н
899,ankommen::V,komme til,къэсы́н
900,zurückkommen::V,komme tilbake,гъэзэжьын
901,bleiben::V,bli,къэнэ́н
902,bleiben::V,forbli,къэнэ́н
903,warten::V,vente,пэплъэ́н
904,erwarten::V,vente,ежэн
905,suchen::V,søke,лъыхъу́н
906,finden::V,finne,къэгъоты́н
907,finden::V,finne,къыхэгъэщы́н
908,versuchen::V,prøve,пылъы́н
909,versuchen::V,forsøke,пылъы́н
910,vorbereiten::V,forberede,гъэхьазыры́н
911,lieben::V,elske,шӏу плъэгъу́н
912,mögen::V,like,шӏу плъэгъу́н
913,lachen::V,le,щхын
914,rühren::V,røre,гур гъэузын
915,weinen::V,gråte,гъын
916,schimpfen::V,skjelle,хъонэн
917,sich ärgern::V,ergre seg,губжы́н
918,sich fürchten::V,være redd,щынэ́н
919,fürchten::V,være redd for,щынэ́н
920,fliehen::V,rømme,
921,fliehen::V,flykte,
922,flüchten::V,flykte,
923,sehen::V,se,льэгъу́н
924,anschauen::V,se på,плъэн
925,anschauen::V,se på,еплъы́н
926,anschauen::V,betrakte,плъэн
927,anschauen::V,betrakte,еплъы́н
928,ansehen::V,anse,плъэн
929,hören::V,høre,зэхэхын
930,zuhören::V,tilhøre,дэӏо́н
931,probieren::V,smake,хэӏэн
932,probieren::V,smake på,хэӏэн
933,riechen::V,lukte,пэмэ́н
934,fühlen::V,føle,зэхэпшӏэн
935,scheinen::V,se ut,уащыхъу́н
936,scheinen::V,se ut,уашӏошӏы́н
937,zu sehen sein::V,synes,зэрэлъэгъу́н
938,vernehmen::V,få vite,зэхэхын
939,frieren::V,fryse,дыкъын
940,frieren::V,fryse,пӏыкӏэн
941,frieren::V,fryse,чъыӏэ́ лӏэн
942,tun::V,gjøre,шӏын
943,können::V,kunne,лъэкӏы́н
944,wollen::V,ville,фэе́н
945,anfangen::V,begynne,ублэн
946,beenden::V,avslutte,ухы́н
947,aufhören::V,slutte,щыгъэтын
948,aufhören::V,holde opp,щыгъэтын
949,gelingen::V,lykkes,хъун
950,geraten::V,bli,
951,öffnen::V,åpne,ӏухы́н
952,schließen::V,lukke,игъэсэн
953,schließen::V,stenge,игъэсэн
954,stellen::V,stille,бгъэуцун
955,setzen::V,sette,гъэтӏысы́н
956,legen::V,legge,хэлъхьа́н
957,berühren::V,berøre,эӏэн
958,berühren::V,berøre,нэсын
959,verbinden::V,forbinde,зэхэпхэ́н
960,verbinden::V,forbinde,пхын
961,bedecken::V,dekke,техъо́н
962,aufhängen::V,henge,пылъэ́н
963,aufhängen::V,henge opp,пылъэ́н
964,anzünden::V,tenne,хэгъэнэ́н
965,anzünden::V,antenne,хэгъэнэ́н
966,anzünden::V,tenne på,хэгъэнэ́н
967,aufheben::V,løfte,
968,aufheben::V,ta opp,
969,zurücklassen::V,slippe tilbake,къэгъэнэ́н
970,verlieren::V,miste,чӏэ́нэн
971,verlieren::V,miste,шӏокӏоды́н
972,fallen lassen::V,droppe,чӏэунэн
973,fallen lassen::V,droppe,пӏэпызын
974,fallen lassen::V,la falle,чӏэунэн
975,fallen lassen::V,la falle,пӏэпызын
976,machen::V,lage,шӏын
977,machen::V,gjøre,шӏын
978,herstellen::V,fremstille,шӏы́н
979,bauen::V,bygge,шӏы́н
980,reparieren::V,reparere,дыжьы́н
981,verbessern::V,rette,нахьышӏу пшӏын
982,verbessern::V,rette,нахь дэгъу пшӏын
983,verbessern::V,forbedre,нахьышӏу пшӏын
984,verbessern::V,forbedre,нахь дэгъу пшӏын
985,ändern::V,forandre,зэблэхъу́н
986,graben::V,grave,тӏын
987,beugen::V,bøye,
988,biegen::V,bøye,уфэн
989,drehen::V,dreie,гъэчэрегъу́
990,wenden::V,vende,пӏонтӏэн
991,wenden::V,vende,бгъэзэн
992,wenden::V,vende,уӏубын
993,umdrehen::V,snu,
994,heben::V,heve,ӏэты́н
995,hochheben::V,løfte,ӏэты́н
996,ergreifen::V,gripe,къэубыты́н
997,ergreifen::V,få tak i,къэубыты́н
998,halten::V,holde,ӏыгъы́н
999,drücken::V,trykke,тэӏункӏэн
1000,schieben::V,skyve,уеӏункӏын
1001,schieben::V,skyve,уетӏыргун
1002,kratzen::V,klø,цӏэнтхъун
1003,kratzen::V,klore,цӏэнтхъун
1004,lecken::V,slikke,бзэи́н
1005,beißen::V,bite,ецэкъэ́н
1006,abreißen::V,rive av,къичын
1007,abreißen::V,rive av,пытхъын
1008,abschneiden::V,skjære av,пыупкӏын
1009,abschneiden::V,skjære av,гобзыкӏын
1010,binden::V,binde,епхын
1011,stecken::V,stikke,хэсэн
1012,brechen::V,bryte,зэпыпкӏын
1013,brechen::V,briste,зэпыпкӏын
1014,klopfen::V,banke,теон
1015,hauen::V,hogge,теон
1016,kleben::V,klistre,щхэн
1017,reiben::V,gni,пӏотын
1018,streichen::V,stryke,щыфэн
1019,schleifen::V,slipe,гъэчаны́н
1020,schleifen::V,slipe,кӏэлыкӏы́н
1021,schneiden::V,klippe,бзын
1022,rütteln::V,ruske,гъэсысын
1023,schütteln::V,riste,гъэсысын
1024,schwenken::V,svinge,ӏэ шӏын
1025,schütten::V,helle,икӏэ́н
1026,füllen::V,fylle,из шӏын
1027,einwickeln::V,vikle inn,кӏоцӏыщыхьа́н
1028,tragen::V,bære,хьын
1029,schleppen::V,slepe,пхьын
1030,schleppen::V,slepe,плъэшъун
1031,ziehen::V,dra,пкъудыин
1032,ziehen::V,dra,пщэн
1033,ziehen::V,dra,плъэшъун
1034,ziehen::V,trekke,пкъудыин
1035,ziehen::V,trekke,пщэн
1036,ziehen::V,trekke,плъэшъун
1037,aufbewahren::V,oppbevare,пӏыгъын
1038,aufbewahren::V,oppbevare,уухъумэн
1039,aufbewahren::V,ta vare på,пӏыгъын
1040,aufbewahren::V,ta vare på,уухъумэн
1041,werfen::V,kaste,дзын
1042,fangen::V,fange,къэубыты́н
1043,packen::V,gripe,къэубыты́н
1044,packen::V,gripe tak i,къэубыты́н
1045,verstecken::V,gjemme,бгъэбылъын
1046,teilen::V,dele,гощы́н
1047,schicken::V,sende,гъахьы́н
1048,bringen::V,bringe,къэхьы́н
1049,hinzufügen::V,tilføye,хэгъэхъо́н
1050,bekommen::V,få,
1051,erhalten::V,få,
1052,nehmen::V,ta,къытехы́н
1053,wählen::V,velge,къыхэхы́н
1054,auswählen::V,velge ut,къыхэхы́н
1055,bewahren::V,bevare,къэухъумэн
1056,behindern::V,hindre,пэрыохъу хъун
1057,behindern::V,forhindre,пэрыохъу хъун
1058,verderben::V,ødelegge,къутэн
1059,beschädigen::V,skade,къутэн
1060,zerbrechen::V,brekke i stykker,къутэн
1061,zerreißen::V,rive i stykker,зэӏэтхъы́н
1062,zerstören::V,ødelegge,къутэ́н
1063,verbrennen::V,brenne,гъэсты́н
1064,verbrennen::V,brenne opp,гъэсты́н
1065,geben::V,gi,еты́н
1066,reichen::V,rekke,еты́н
1067,schenken::V,forære,еты́н
1068,schenken::V,skjenke,еты́н
1069,versprechen::V,love,гъэгугъэ́н
1070,wünschen::V,ønske,шӏоигъо́н
1071,loben::V,rose,щытхъун
1072,küssen::V,kysse,ебэу́н
1073,wiegen::V,vogge,гъэхъыен
1074,zudecken::V,dekke til,техъо́н
1075,wecken::V,vekke,къэгъэущы́н
1076,zeigen::V,vise,гъэлъэгъо́н
1077,führen::V,føre,щэн
1078,lehren::V,lære,егъэджэ́н
1079,lehren::V,lære,егъэшӏэн
1080,unterrichten::V,undervise,егъэджэ́н
1081,aufziehen::V,oppdra,пӏун
1082,leiten::V,lede,гъэзекӏон
1083,antreiben::V,drive på,къепфылӏэн
1084,lassen::V,få til å,еты́н
1085,einladen::V,be,къегъэблэгъэн
1086,einladen::V,invitere,къегъэблэгъэн
1087,vereinigen::V,forene,зэгогъэхьан
1088,besuchen::V,besøke,щыӏэ́н
1089,treffen::V,møte,ӏукӏэ́н
1090,treffen::V,møte,пэгъокӏы́н
1091,treffen::V,treffe,ӏукӏэ́н
1092,treffen::V,treffe,пэгъокӏы́н
1093,sich versammeln::V,forsamles,зэхэхьан
1094,spielen::V,leke,джэгу́н
1095,spielen::V,spille,джэгу́н
1096,singen::V,synge,орэ́д къэӏо́н
1097,tanzen::V,danse,къэшъо́н
1098,sich trennen::V,skilles,зэгокӏыжьы́ных
1099,verlassen::V,forlate,бгынэн
1100,verlassen::V,forlate,хэкӏыжьын
1101,retten::V,redde,къыхэпхыжьын
1102,retten::V,redde,къэбгъэнэжьын
1103,bewachen::V,bevokte,къэгъэгъунэн
1104,schützen::V,verne,ухъумэ́н
1105,schützen::V,beskytte,ухъумэ́н
1106,verteidigen::V,forsvare,къэухъумэн
1107,sich schlagen::V,slåss,эзэон
1108,schießen::V,skyte,он
1109,siegen::V,seire,текӏо́н
1110,ärgern::V,ergre,бгъэгубжын
1111,treten::V,sparke,
1112,stechen::V,stikke,хэӏун
1113,stoßen::V,støte,тӏыро́н
1114,stoßen::V,støte,уеӏункӏын
1115,stehlen::V,stjele,тыгъу́н
1116,stören::V,forstyrre,бгъэгумэкӏын
1117,belästigen::V,plage,бгъэгумэкӏын
1118,belästigen::V,sjenere,бгъэгумэкӏын
1119,verbergen::V,gjemme,ушъэфын
1120,täuschen::V,villede,гъэпцӏэ́н
1121,betrügen::V,bedra,гъэпцӏэ́н
1122,töten::V,drepe,уикӏын
1123,wohnen::V,bo,дэсын
1124,arbeiten::V,arbeide,лэжьэ́н
1125,sammeln::V,samle,угъои́н
1126,pflücken::V,plukke,къыпычы́н
1127,jagen::V,jage,шэкӏон
1128,jagen::V,jage,ешэкӏон
1129,fischen::V,fiske,пцэжъые уешэн
1130,fassen::V,fange,къэубыты́н
1131,hüten::V,vokte,хэхъо́н
1132,treiben::V,drive,пфын
1133,anbinden::V,feste,епхын
1134,füttern::V,fore,гъэшхэ́н
1135,melken::V,melke,щын
1136,hacken::V,hakke,упкӏэтэн
1137,gießen::V,helle,тепкӏэн
1138,reifen::V,modne,игъо хъун
1139,zubereiten::V,lage,бгъэхьазырын
1140,zubereiten::V,tilberede,бгъэхьазырын
1141,kochen::V,koke,шӏы́н
1142,backen::V,bake,гъэжъэ́н
1143,braten::V,steke,гъэжъэ́н
1144,umrühren::V,røre om,зэхэгъэкӏухьан
1145,stricken::V,strikke,хъын
1146,nähen::V,sy,дэн
1147,färben::V,farge,бгъэлэн
1148,reinigen::V,rense,укъэбзы́н
1149,reinigen::V,gjøre ren,укъэбзы́н
1150,waschen::V,vaske,бгыкӏын
1151,abwischen::V,tørke av,лъэкӏы́н
1152,spülen::V,spyle,дэгъэчъыхьан
1153,spülen::V,skylle,дэгъэчъыхьан
1154,fegen::V,feie,пхъэнкӏы́н
1155,kehren::V,koste,пхъэнкӏы́н
1156,baden::V,bade,зыгъэпскӏын
1157,sich waschen::V,vaske seg,зытхьакӏы́н
1158,ausziehen::V,ta av,къытехы́н
1159,anziehen::V,ta på,щылъэ́н
1160,sich anziehen::V,kle på seg,зыфэпэн
1161,kämmen::V,gre,жьын
1162,kämmen::V,kjemme,жьын
1163,schmücken::V,pynte,гъэдэхэ́н
1164,schmücken::V,smykke,гъэдэхэ́н
1165,sagen::V,si,къэӏон
1166,sprechen::V,snakke,псэлъэ́н
1167,reden::V,tale,гущыӏэ́н
1168,reden::V,snakke,гущыӏэ́н
1169,sich unterhalten::V,samtale,зэдэгущыӏэн
1170,fragen::V,spørre,упчӏэ́н
1171,bitten::V,be,лъэӏо́н
1172,erzählen::V,fortelle,къэпӏотэ́н
1173,mitteilen::V,meddele,макъэ егъэӏун
1174,nennen::V,kalle,цӏэ фэусы́н
1175,rufen::V,rope,джэн
1176,prahlen::V,skryte,узыщытхъужьы́н
1177,übersetzen::V,oversette,бгъэкӏотэн
1178,denken::V,tenke,егупшысэ́н
1179,glauben::V,tro,уивыхъэ́ телъы́н
1180,bemerken::V,bemerke,гу лъыптэ́н
1181,bemerken::V,legge merke til,гу лъыптэ́н
1182,erkennen::V,gjenkjenne,зэхэпхын
1183,erkennen::V,gjenkjenne,зэбгъэшӏэн
1184,begreifen::V,begripe,гурыӏо́н
1185,verstehen::V,forstå,зэхэхын
1186,verstehen::V,skjønne,зэхэхын
1187,lernen::V,lære,еджэ́н
1188,wissen::V,vite,шӏэн
1189,sich erinnern an::V,huske på,къэшӏэжьын
1190,vergessen::V,glemme,пщыгъупшэжьы́н
1191,messen::V,måle,шын
1192,zählen::V,telle,плъытэ́н
1193,rechnen::V,regne,плъытэ́н
1194,rechnen::V,regne,угугъэ́н
1195,lesen::V,lese,еджэ́н
1196,malen::V,male,шӏын
1197,zeichnen::V,tegne,шӏын
1198,schreiben::V,skrive,тхын
1199,besitzen::V,eie,иӏэн
1200,besitzen::V,inneha,иӏэн
1201,kaufen::V,kjøpe,щэфы́н
1202,verkaufen::V,selge,щэн
1203,bezahlen::V,betale,птын
1204,bezahlen::V,betale,лъыптын
1205,bezahlen::V,betale,птыжьы́н
1206,zahlen::V,betale,птын
1207,zahlen::V,betale,лъыптын
1208,beherrschen::V,beherske,иунаеу иӏэн
1209,ertragen::V,orke,щэчы́н
1210,schlagen::V,,ео́н
