,Concept_ID,he,pt
826,wegen::PRP,בגלל,por causa de
827,dies::PRN,זה,isto
828,das::PRN,זה,isso
829,das::PRN,זה,aquilo
830,alles::PRN,הכל,todo
831,ich::PRN,אני,eu
832,du::PRN,את,tu
833,du::PRN,אתה,tu
834,er::PRN,הוא,ele
835,wir::PRN,אנחנו,nós
836,ihr::PRN,לה,vós
837,ihr::PRN,לה,vocês
838,sie::PRN,הם,eles
839,was::FPRN,מה,quê
840,wer::FPRN,מי,quem
841,wo::FADV,איפה,onde
842,wohin::FADV,לאן,aonde
843,wohin::FADV,לאן,para onde
844,wie::FADV,איך,como
845,warum::FADV,למה,porquê
846,warum::FADV,למה,por que
847,wieviel::FNUM,כמה,quanto
848,eins::NUM,אחד,um
849,zwei::NUM,שתים,dois
850,drei::NUM,שלושה,três
851,vier::NUM,ארבעה,quatro
852,fünf::NUM,חמשה,cinco
853,sechs::NUM,ששה,seis
854,sieben::NUM,שבעה,sete
855,acht::NUM,שמונה,oito
856,neun::NUM,תשעה,nove
857,zehn::NUM,עשרה,dez
858,elf::NUM,אחת עשרה,onze
859,zwölf::NUM,שתים עשרה,doze
860,zwanzig::NUM,עשרים,vinte
861,dreißig::NUM,שלושים,trinta
862,vierzig::NUM,ארבעים,quarenta
863,fünfzig::NUM,חמשים,cinquenta
864,sechzig::NUM,ששים,sessenta
865,siebzig::NUM,שבעים,setenta
866,achtzig::NUM,שמונים,oitenta
867,neunzig::NUM,תשעים,noventa
868,hundert::NUM,מאה,cem
869,hundert::NUM,מאה,cento
870,tausend::NUM,אלף,mil
871,und::CNJ,ו,e
872,oder::CNJ,או,ou
873,stehen::V,עמד,estar em pé
874,sitzen::V,ישב,estar sentado
875,liegen::V,שכב,jazer
876,liegen::V,שכב,estar deitado
877,hängen::V,היה תלוי,pender
878,hängen::V,היה תלוי,estar pendurado
879,werden::V,הפך ל,tornar-se
880,passieren::V,קרה,acontecer
881,beginnen::V,התחיל,começar
882,enden::V,הסתים,acabar
883,enden::V,הסתים,terminar
884,wechseln::V,השתנה,variar
885,wechseln::V,השתנה,alternar
886,aufgehen[Sonne]::V,זרח,nascer
887,untergehen[Sonne]::V,שקע,pôr-se
888,scheinen[Sonne]::V,בהק,brilhar
889,donnern::V,רעם,trovejar
890,wehen::V,נשב,soprar
891,strömen::V,זרם,correr
892,fließen::V,זרם,fluir
893,sich drehen::V,הסתובב,girar
894,schwanken::V,התנודד,oscilar
895,schwingen::V,התנענע,vibrar
896,fallen::V,נפל,cair
897,brennen::V,בער,arder
898,rauchen::V,עשן,fumegar
899,regnen::V,ירד גשם,chover
900,gefrieren::V,קפא,gelar
901,gefrieren::V,קפא,congelar
902,tauen::V,נמס,derreter
903,tauen::V,נמס,descongelar
904,schmelzen::V,התיך,fundir-se
905,trocknen::V,התיבש,secar
906,sieden::V,רתח,ferver
907,faulen::V,רקב,estragar-se
908,verfaulen::V,רקב,apodrecer
909,reißen::V,נקרע,romper-se
910,versinken::V,טבע,afundar-se
911,vergehen::V,עבר,passar
912,erscheinen::V,נגלה,aparecer
913,erscheinen::V,הופיע,aparecer
914,verschwinden::V,נעלם,desaparecer
915,sinken::V,ירד,descer
916,abnehmen::V,הפחית,diminuir
917,abnehmen::V,הפחית,decrescer
918,zunehmen::V,רבה,crescer
919,zunehmen::V,רבה,aumentar
920,steigen::V,עלה,subir
921,wachsen::V,גדל,crescer
922,glänzen::V,נצץ,brilhar
923,glänzen::V,בהק,brilhar
924,funkeln::V,נצנץ,cintilar
925,lärmen::V,רעש,fazer barulho
926,läuten::V,צלצל,chocalhar
927,klingeln::V,צלצל,tocar
928,klirren::V,קרקש,tinir
929,brausen::V,געש,bramar
930,rauschen::V,רשרש,murmurar
931,rauschen::V,רשרש,rumorejar
932,klingen::V,נשמע,soar
933,bellen::V,נבח,ladrar
934,heulen::V,ילל,uivar
935,blasen::V,נשף,soprar
936,pfeifen::V,שרק,assobiar
937,schreien::V,צעק,gritar
938,stöhnen::V,נאנק,gemer
939,zittern::V,רעד,tremer
940,leben::V,חי,viver
941,geboren werden::V,נולד,nascer
942,atmen::V,נשם,respirar
943,trinken::V,שתה,beber
944,essen::V,אכל,comer
945,schlucken::V,בלע,engolir
946,müde werden::V,התעיף,cansar-se
947,einschlafen::V,נרדם,adormecer
948,schlafen::V,ישן,dormir
949,aufwachen::V,התעורר,acordar
950,aufstehen::V,קם,levantar-se
951,sich erholen::V,נפש,descansar
952,krank werden::V,חלה,adoecer
953,krank werden::V,חלה,ficar doente
954,krank sein::V,היה חולה,estar doente
955,schmerzen::V,כאב,doer
956,husten::V,השתעל,tossir
957,genesen::V,הבריא,convalescer
958,sterben::V,מת,morrer
959,umkommen::V,נספה,perecer
960,sich bewegen::V,נע,mover-se
961,sich rühren::V,זז,mexer-se
962,sich erheben::V,קם,levantar-se
963,sich setzen::V,התישב,sentar-se
964,hinfallen::V,נפל,cair
965,laufen::V,הלך ברגל,andar
966,laufen::V,הלך ברגל,caminhar
967,schreiten::V,פסע,andar
968,schreiten::V,פסע,caminhar
969,spazierengehen::V,טיל,passear
970,eilen::V,אץ,apressar-se
971,eilen::V,מהר,apressar-se
972,sich beeilen::V,מהר,apressar-se
973,sich beeilen::V,מהר,despachar-se
974,sausen::V,אץ,correr
975,rennen::V,רץ,correr
976,springen::V,קפץ,saltar
977,klettern::V,טפס,trepar
978,schaukeln::V,התנדנד,baloiçar
979,kriechen::V,זחל,rastejar
980,kriechen::V,זחל,arrastar-se
981,schwimmen::V,שחה,nadar
982,tauchen::V,צלל,mergulhar
983,rudern::V,חתר,remar
984,fahren::V,נסע,ir
985,fliegen::V,עף,voar
986,gehen::V,הלך,ir
987,gehen::V,הלך,andar
988,weggehen::V,עזב,partir
989,weggehen::V,עזב,ir-se embora
990,abfahren::V,יצא,sair
991,abfahren::V,יצא,partir
992,anhalten::V,עצר,parar
993,hineingehen::V,נכנס,entrar
994,eintreten::V,נכנס,entrar
995,kommen::V,בא,vir
996,ankommen::V,הגיע,chegar
997,zurückkommen::V,שב,voltar
998,zurückkommen::V,שב,regressar
999,zurückkommen::V,חזר,voltar
1000,zurückkommen::V,חזר,regressar
1001,bleiben::V,נשאר,ficar
1002,bleiben::V,נשאר,permanecer
1003,warten::V,חכה,esperar
1004,warten::V,המתין,esperar
1005,erwarten::V,צפה,esperar
1006,erwarten::V,צפה,aguardar
1007,suchen::V,חפש,buscar
1008,suchen::V,חפש,procurar
1009,finden::V,מצא,achar
1010,finden::V,מצא,encontrar
1011,versuchen::V,נסה,tentar
1012,vorbereiten::V,הכין,preparar
1013,lieben::V,אהב,amar
1014,lieben::V,אהב,querer
1015,mögen::V,אהב,gostar de
1016,lachen::V,צחק,rir
1017,lachen::V,צחק,rir-se
1018,rühren::V,נגע ללב,comover
1019,weinen::V,בכה,chorar
1020,schimpfen::V,גער,ralhar
1021,sich ärgern::V,זעם,zangar-se
1022,sich ärgern::V,כעס,zangar-se
1023,sich fürchten::V,פחד,ter medo de
1024,sich fürchten::V,פחד,ter receio de
1025,sich fürchten::V,חשש,ter medo de
1026,sich fürchten::V,חשש,ter receio de
1027,fürchten::V,פחד מ,temer
1028,fürchten::V,פחד מ,recear
1029,fürchten::V,חשש מ,temer
1030,fürchten::V,חשש מ,recear
1031,fliehen::V,ברח,fugir
1032,flüchten::V,נמלט,refugiar-se
1033,sehen::V,ראה,ver
1034,anschauen::V,הביט,olhar
1035,ansehen::V,התבונן,mirar
1036,hören::V,שמע,ouvir
1037,zuhören::V,הקשיב,escutar
1038,probieren::V,נסה,provar
1039,probieren::V,נסה,saborear
1040,riechen::V,הריח,cheirar
1041,fühlen::V,חש,sentir
1042,scheinen::V,נדמה,parecer
1043,zu sehen sein::V,נראה,estar à vista
1044,vernehmen::V,נודע ל,ouvir
1045,frieren::V,קר ל,ter frio
1046,tun::V,פעל,fazer
1047,können::V,יכל,saber
1048,wollen::V,רצה,querer
1049,anfangen::V,התחיל,iniciar
1050,beenden::V,גמר,acabar
1051,beenden::V,גמר,terminar
1052,aufhören::V,סים,cessar
1053,aufhören::V,סים,desistir
1054,gelingen::V,הצליח,sair bem
1055,gelingen::V,הצליח,dar bom resultado
1056,geraten::V,עלה,sair
1057,geraten::V,עלה,dar resultado
1058,öffnen::V,פתח,abrir
1059,schließen::V,סגר,fechar
1060,stellen::V,העמיד,pôr
1061,stellen::V,העמיד,colocar
1062,setzen::V,הושיב,pôr
1063,setzen::V,הושיב,meter
1064,legen::V,שם,pôr
1065,legen::V,שם,meter
1066,berühren::V,נגע,tocar
1067,verbinden::V,קשר,unir
1068,verbinden::V,קשר,ligar
1069,bedecken::V,כסה,cobrir
1070,aufhängen::V,תלה,pendurar
1071,anzünden::V,הצית,acender
1072,aufheben::V,אסף,apanhar
1073,aufheben::V,אסף,levantar
1074,zurücklassen::V,השאיר,deixar
1075,verlieren::V,אבד,perder
1076,fallen lassen::V,שמט,deixar cair
1077,fallen lassen::V,הפיל,deixar cair
1078,machen::V,עשה,fazer
1079,herstellen::V,יצר,produzir
1080,bauen::V,בנה,edificar
1081,bauen::V,בנה,construir
1082,reparieren::V,תקן,reparar
1083,reparieren::V,תקן,consertar
1084,verbessern::V,שפר,melhorar
1085,ändern::V,שנה,mudar
1086,ändern::V,שנה,alterar
1087,graben::V,חפר,cavar
1088,beugen::V,כפף,curvar
1089,biegen::V,כופף,vergar
1090,drehen::V,סובב,girar
1091,wenden::V,הפך,virar
1092,wenden::V,הפך,voltar
1093,umdrehen::V,סובב,virar
1094,umdrehen::V,סובב,revolver
1095,heben::V,הרים,levantar
1096,hochheben::V,הרים,erguer
1097,hochheben::V,הרים,levantar
1098,ergreifen::V,אחז,apanhar
1099,halten::V,החזיק,segurar
1100,drücken::V,לחץ,apertar
1101,schieben::V,הזיז,empurrar
1102,kratzen::V,שרט,raspar
1103,kratzen::V,שפשף,raspar
1104,lecken::V,לקק,lamber
1105,beißen::V,נשך,morder
1106,abreißen::V,קרע,arrancar
1107,abschneiden::V,חתך,talhar
1108,binden::V,קשר,ligar
1109,stecken::V,תקע,meter
1110,stecken::V,תקע,enfiar
1111,brechen::V,שבר,romper
1112,brechen::V,שבר,quebrar
1113,klopfen::V,נקש,bater
1114,hauen::V,הכה,bater
1115,kleben::V,הדביק,colar
1116,reiben::V,שפשף,esfregar
1117,streichen::V,מרח,barrar
1118,schleifen::V,השחיז,afiar
1119,schneiden::V,גזר,cortar
1120,rütteln::V,נענע,sacudir
1121,schütteln::V,נער,abanar
1122,schütteln::V,נער,sacudir
1123,schwenken::V,נופף,agitar
1124,schwenken::V,טלטל,agitar
1125,schütten::V,שפך,deitar
1126,füllen::V,מלא,encher
1127,einwickeln::V,עטף,envolver
1128,einwickeln::V,עטף,embrulhar
1129,tragen::V,נשא,levar
1130,tragen::V,נשא,trazer
1131,schleppen::V,סחב,arrastar
1132,ziehen::V,משך,puxar
1133,aufbewahren::V,שמר,guardar
1134,aufbewahren::V,שמר,conservar
1135,werfen::V,זרק,lançar
1136,fangen::V,תפס,apanhar
1137,packen::V,אחז,agarrar
1138,verstecken::V,החביא,esconder
1139,teilen::V,חלק,partir
1140,teilen::V,חלק,dividir
1141,schicken::V,שלח,enviar
1142,bringen::V,הביא,trazer
1143,hinzufügen::V,הוסיף,acrescentar
1144,bekommen::V,תפס,obter
1145,erhalten::V,קבל,receber
1146,nehmen::V,אחז,tomar
1147,wählen::V,בחר,eleger
1148,wählen::V,בחר,escolher
1149,auswählen::V,בחר ב,escolher
1150,auswählen::V,בחר ב,seleccionar
1151,bewahren::V,קים,guardar
1152,bewahren::V,קים,conservar
1153,behindern::V,מנע,impedir
1154,verderben::V,מנע,estragar
1155,verderben::V,מנע,corromper
1156,beschädigen::V,הזיק,danificar
1157,zerbrechen::V,נשבר,romper
1158,zerbrechen::V,נשבר,quebrar
1159,zerreißen::V,קרע,rasgar
1160,zerstören::V,הרס,destruir
1161,zerstören::V,השמיד,destruir
1162,verbrennen::V,שרף,queimar
1163,geben::V,נתן,dar
1164,reichen::V,העביר,passar
1165,schenken::V,נתן במתנה,oferecer
1166,versprechen::V,הבטיח,prometer
1167,wünschen::V,אחל,desejar
1168,loben::V,שבח,louvar
1169,küssen::V,נשק,beijar
1170,wiegen::V,נדנד,embalar
1171,zudecken::V,כסה,tapar
1172,zudecken::V,כסה,cobrir
1173,wecken::V,עורר,acordar
1174,wecken::V,עורר,despertar
1175,zeigen::V,הראה,mostrar
1176,führen::V,הביא,guiar
1177,führen::V,הביא,conduzir
1178,führen::V,הוביל,guiar
1179,führen::V,הוביל,conduzir
1180,lehren::V,למד,ensinar
1181,unterrichten::V,למד,instruir
1182,aufziehen::V,רומם,criar
1183,leiten::V,נהל,dirigir
1184,leiten::V,נהל,conduzir
1185,antreiben::V,המרץ,impelir
1186,lassen::V,נתן,fazer
1187,einladen::V,הזמין,convidar
1188,vereinigen::V,אחד,unir
1189,vereinigen::V,אחד,reunir
1190,vereinigen::V,לכד,unir
1191,vereinigen::V,לכד,reunir
1192,besuchen::V,בקר,ir ver
1193,besuchen::V,בקר,visitar
1194,treffen::V,פגש,encontrar
1195,sich versammeln::V,התאסף,reunir-se
1196,spielen::V,שחק,jogar
1197,spielen::V,שחק,brincar
1198,singen::V,שר,cantar
1199,tanzen::V,רקד,bailar
1200,sich trennen::V,נפרד,apartar-se
1201,verlassen::V,עזב,deixar
1202,verlassen::V,עזב,abandonar
1203,retten::V,הציל,salvar
1204,bewachen::V,שמר,vigiar
1205,bewachen::V,שמר,guardar
1206,schützen::V,אבטח,proteger
1207,verteidigen::V,הגן,defender
1208,sich schlagen::V,התכתש,brigar
1209,sich schlagen::V,התכתש,bater-se
1210,schießen::V,ירה,disparar
1211,siegen::V,גבר,vencer
1212,siegen::V,נצח,vencer
1213,ärgern::V,עצבן,irritar
1214,ärgern::V,עצבן,aborrecer
1215,schlagen::V,הכה,bater
1216,schlagen::V,הלקה,bater
1217,treten::V,בעט,pisar
1218,stechen::V,דקר,picar
1219,stoßen::V,דחק,empurrar
1220,stehlen::V,גנב,furtar
1221,stören::V,קטע,perturbar
1222,stören::V,הפריע,perturbar
1223,belästigen::V,הציק,incomodar
1224,belästigen::V,הציק,importunar
1225,belästigen::V,הטריד,incomodar
1226,belästigen::V,הטריד,importunar
1227,verbergen::V,הצניע,ocultar
1228,verbergen::V,הצניע,esconder
1229,täuschen::V,שגע,iludir
1230,täuschen::V,שגע,enganar
1231,betrügen::V,הונה,burlar
1232,betrügen::V,הונה,enganar
1233,töten::V,הרג,matar
1234,wohnen::V,גר,morar
1235,arbeiten::V,עבד,trabalhar
1236,sammeln::V,אסף,recolher
1237,sammeln::V,אסף,coleccionar
1238,pflücken::V,קטף,colher
1239,jagen::V,צד,caçar
1240,fischen::V,דג,pescar
1241,fassen::V,תפס,apanhar
1242,hüten::V,רעה,guardar
1243,treiben::V,הוציא,conduzir
1244,anbinden::V,קשר,atar
1245,füttern::V,הלעיט,dar de comer a
1246,melken::V,חלב,ordenhar
1247,hacken::V,קצץ,rachar
1248,gießen::V,השקה,regar
1249,reifen::V,בשל,amadurecer
1250,zubereiten::V,הכין,preparar
1251,kochen::V,בשל,cozer
1252,backen::V,אפה,cozer
1253,braten::V,צלה,assar
1254,braten::V,צלה,fritar
1255,braten::V,טגן,assar
1256,braten::V,טגן,fritar
1257,umrühren::V,ערבב,remexer
1258,stricken::V,סרג,tricotar
1259,stricken::V,סרג,fazer malha
1260,nähen::V,תפר,coser
1261,nähen::V,תפר,costurar
1262,färben::V,צבע,tingir
1263,färben::V,צבע,colorir
1264,reinigen::V,נקה,limpar
1265,reinigen::V,נקה,purificar
1266,waschen::V,רחץ,lavar
1267,waschen::V,כבס,lavar
1268,abwischen::V,נגב,limpar
1269,abwischen::V,נגב,esfregar
1270,spülen::V,שטף,lavar
1271,spülen::V,שטף,enxaguar
1272,fegen::V,טאטא,varrer
1273,kehren::V,טאטא,varrer
1274,baden::V,טבל,banhar
1275,baden::V,טבל,tomar banho
1276,baden::V,שחה,banhar
1277,baden::V,שחה,tomar banho
1278,sich waschen::V,התרחץ,lavar-se
1279,ausziehen::V,הוריד,despir
1280,anziehen::V,לבש,vestir
1281,sich anziehen::V,התלבש,vestir-se
1282,kämmen::V,סרק,pentear
1283,schmücken::V,קשט,adornar
1284,sagen::V,אמר,dizer
1285,sprechen::V,דבר,falar
1286,reden::V,דבר,falar
1287,sich unterhalten::V,שוחח,conversar
1288,fragen::V,שאל,perguntar
1289,bitten::V,בקש,pedir
1290,erzählen::V,ספר,contar
1291,mitteilen::V,מסר,comunicar
1292,mitteilen::V,מסר,participar
1293,mitteilen::V,הודיע,comunicar
1294,mitteilen::V,הודיע,participar
1295,nennen::V,קרא בשם,nomear
1296,nennen::V,קרא בשם,apelidar
1297,rufen::V,גיס,chamar
1298,rufen::V,הזמין לבוא,chamar
1299,prahlen::V,התרברב,gabar-se
1300,prahlen::V,התרברב,vangloriar-se
1301,übersetzen::V,תרגם,traduzir
1302,denken::V,חשב,pensar
1303,glauben::V,האמין,crer
1304,bemerken::V,הבחין,notar
1305,bemerken::V,הבחין,observar
1306,erkennen::V,זהה,reconhecer
1307,begreifen::V,קלט,apreender
1308,begreifen::V,קלט,compreender
1309,begreifen::V,הבין,apreender
1310,begreifen::V,הבין,compreender
1311,verstehen::V,הבין,entender
1312,verstehen::V,הבין,compreender
1313,lernen::V,למד,aprender
1314,wissen::V,ידע,saber
1315,sich erinnern an::V,זכר,lembrar-se de
1316,sich erinnern an::V,זכר,recordar-se de
1317,vergessen::V,שכח,esquecer
1318,messen::V,מדד,medir
1319,zählen::V,ספר,contar
1320,rechnen::V,חשב,calcular
1321,lesen::V,קרא,ler
1322,malen::V,ציר,pintar
1323,zeichnen::V,שרטט,desenhar
1324,schreiben::V,כתב,escrever
1325,besitzen::V,היה בעל של,possuir
1326,kaufen::V,קנה,comprar
1327,kaufen::V,רכש,comprar
1328,verkaufen::V,מכר,vender
1329,bezahlen::V,שלם,pagar
1330,zahlen::V,שלם,pagar
1331,beherrschen::V,שלט,imperar
1332,ertragen::V,סבל,suportar
