,Concept_ID,ady,es
696,sofort::ADV,ардэдэм,en seguida
697,sofort::ADV,асыхьатым,en seguida
698,später::ADV,нэужым,más tarde
699,jetzt::ADV,джы,ahora
700,heute::ADV,непэ́,hoy
701,morgen::ADV,неу́щы,mañana
702,bald::ADV,псынкӏэу,pronto
703,bald::ADV,псынкӏэу,en breve
704,dann::ADV,нэужым,luego
705,dann::ADV,нэужым,entonces
706,gestern::ADV,тыгъуа́с,ayer
707,einst::ADV,зэгорэ́м,antaño
708,damals::ADV,армэ,entonces
709,damals::ADV,ащыгъум,entonces
710,danach::ADV,нэужым,después
711,vorher::ADV,нахьыпэм,antes
712,einmal::ADV,зэ,una vez
713,oft::ADV,бэрэ,a menudo
714,oft::ADV,бэрэ,con frecuencia
715,immer::ADV,ренэ́у,siempre
716,dort::ADV,модэ,ahí
717,dort::ADV,модэ,allí
718,dorthin::ADV,модэ́,allí
719,dorthin::ADV,модэ́,hacia allí
720,geradeaus::ADV,занкӏэу,todo derecho
721,vorwärts::ADV,ыпэкӏэ,adelante
722,rückwärts::ADV,ыужыкӏэ́,hacia atrás
723,zurück::ADV,ыужыкӏэ́,atrás
724,unten::ADV,ычӏэкӏэ́,abajo
725,hinab::ADV,ычӏэгъы́,hacia abajo
726,hinab::ADV,ычӏэкӏэ́,hacia abajo
727,oben::ADV,ышъхьагъы,arriba
728,hinauf::ADV,ышъхьагъыкӏэ,hacia arriba
729,überall::ADV,тыди́,por todas partes
730,überall::ADV,тыдэкӏи́,por todas partes
731,nicht::ADV,-п,no
732,nicht::ADV,мы-,no
733,ein wenig::ADV,тӏэкӏу,un poco
734,kaum::ADV,къоды́й,apenas
735,sehr::ADV,дэд,muy
736,sehr::ADV,дэд,mucho
737,so::ADV,ащ фэд,tan
738,so::ADV,мыщ фэд,tan
739,so::ADV,джащ фэд,tan
740,noch::ADV,джыри,aún
741,noch::ADV,джыри,todavía
742,nur::ADV,ныӏэ́п,solamente
743,wieder::ADV,джыри,de nuevo
744,vergebens::ADV,пкӏэнчъэ́у,en vano
745,vor::PRP,пашъхьэ́,antes de
746,vor::PRP,пашъхьэ́,delante de
747,hinter::PRP,кӏы́б,tras
748,hinter::PRP,кӏы́б,detrás de
749,unter::PRP,чӏэ-,bajo
750,unter::PRP,чӏэ-,debajo de
751,durch::PRP,пхыры-,por
752,durch::PRP,пхыры-,a través de
753,neben::PRP,дэжь,al lado de
754,zwischen::PRP,азыфа́гу,entre
755,wegen::PRP,къы-,por
756,wegen::PRP,къы-,a causa de
757,dies::PRN,ар,esto
758,das::PRN,а,eso
759,das::PRN,а,esto
760,das::PRN,мо,eso
761,das::PRN,мо,esto
762,alles::PRN,зэкӏэ́,todo
763,ich::PRN,сэ,yo
764,du::PRN,о,tú
765,er::PRN,ар,él
766,wir::PRN,тэ,nosotros
767,ihr::PRN,шъо,vosotros
768,sie::PRN,ахэр,ellos
769,was::FPRN,сыд,qué
770,wer::FPRN,хэт,quién
771,wo::FADV,тыдэ́,dónde
772,wohin::FADV,тыдэ́,adónde
773,wohin::FADV,тыдэ́,hacia dónde
774,wie::FADV,сыдэущтэ́у,cómo
775,warum::FADV,сыд пае́,por qué
776,wieviel::FNUM,тхьапш,cuánto
777,wieviel::FNUM,сыд фэди́з,cuánto
778,eins::NUM,зы,uno
779,zwei::NUM,тӏу,dos
780,drei::NUM,щы,tres
781,vier::NUM,плӏы,cuatro
782,fünf::NUM,тфы,cinco
783,sechs::NUM,хы,seis
784,sieben::NUM,блы,siete
785,acht::NUM,и,ocho
786,neun::NUM,бгъу,nueve
787,zehn::NUM,пшӏы,diez
788,elf::NUM,пшӏыкӏузы́,once
789,zwölf::NUM,пшӏыкӏутӏу,doce
790,zwanzig::NUM,тӏокӏы́,veinte
791,dreißig::NUM,щэкӏы,treinta
792,vierzig::NUM,тӏокӏи́тӏу,cuarenta
793,fünfzig::NUM,шъэны́ыкъу,cincuenta
794,sechzig::NUM,тӏокӏи́щ,sesenta
795,siebzig::NUM,тӏокӏищырэ́ пшӏырэ́,setenta
796,achtzig::NUM,тӏокӏи́пӏ,ochenta
797,neunzig::NUM,тӏокӏиилӏырэ́ пшӏырэ́,noventa
798,hundert::NUM,шъэ,cien
799,hundert::NUM,шъэ,ciento
800,tausend::NUM,мин,mil
801,und::CNJ,ыкӏи,y
802,oder::CNJ,е,o
803,stehen::V,ущытын,estar de pie
804,stehen::V,умыхъыен,estar de pie
805,sitzen::V,уисын,estar sentado
806,sitzen::V,утесын,estar sentado
807,liegen::V,телъы́н,yacer
808,liegen::V,телъы́н,estar acostado
809,hängen::V,къыщылэлын,pender
810,hängen::V,къыщылэлын щыгъын быхъур,pender
811,werden::V,хъун,hacerse
812,passieren::V,къэхъун,suceder
813,beginnen::V,къежьэн,iniciarse
814,beginnen::V,къежьэн,principiar
815,beginnen::V,къыублэн,iniciarse
816,beginnen::V,къыублэн,principiar
817,enden::V,ухы́н,acabar
818,enden::V,ухы́н,terminar
819,wechseln::V,зэхъожьы́н,variar
820,wechseln::V,зэхъожьы́н,alternar
821,aufgehen[Sonne]::V,къыкъокӏы́н,salir
822,untergehen[Sonne]::V,къохьан,ponerse
823,untergehen[Sonne]::V,къохьан,descender
824,scheinen[Sonne]::V,къепсыи,brillar
825,donnern::V,гъогъон,tronar
826,wehen::V,епщэ́н,soplar
827,strömen::V,чъэн,afluir
828,fließen::V,чъэн,fluir
829,fließen::V,чъэн,correr
830,sich drehen::V,зыгъэчэрэгъу́н,girar
831,schwanken::V,хъые́н,vacilar
832,schwingen::V,зыгъэхъые́н,oscilar
833,fallen::V,къефэхы́н,caer
834,brennen::V,стын,arder
835,brennen::V,стын,quemar
836,rauchen::V,ӏугъо къикӏын,humear
837,rauchen::V,ӏугъо къикӏын,echar humo
838,regnen::V,къещхы́н,llover
839,gefrieren::V,дыкъын,helarse
840,tauen::V,жъун,deshelarse
841,schmelzen::V,ткӏун,fundirse
842,schmelzen::V,ткӏун,derretirse
843,trocknen::V,гъушъы́н,secarse
844,trocknen::V,чъэпхъу́н,secarse
845,sieden::V,жъон,hervir
846,faulen::V,шъун,pudrirse
847,verfaulen::V,шъун,pudrirse
848,reißen::V,зэӏэтхъы́н,romperse
849,versinken::V,чӏихьан,hundirse
850,vergehen::V,блэкӏы́н,pasar
851,erscheinen::V,къэлъэгъон,aparecer
852,verschwinden::V,кӏодыжьы́н,desaparecer
853,abnehmen::V,къыкӏичын,decrecer
854,abnehmen::V,къыкӏичын,disminuir
855,zunehmen::V,хэхъо́н,crecer
856,zunehmen::V,хэхъо́н,aumentar
857,steigen::V,къежьэн,subir
858,steigen::V,къежьэн,ascender
859,wachsen::V,хэхъо́н,crecer
860,wachsen::V,къэкӏы́н,crecer
861,glänzen::V,цӏыу́н,brillar
862,glänzen::V,цӏыу́н,resplandecer
863,funkeln::V,жъыу́н,chispear
864,lärmen::V,бырсыры́н,hacer ruido
865,läuten::V,теон,sonar
866,läuten::V,теон,repicar
867,klingeln::V,теон,tocar el timbre
868,brausen::V,шъуин,zumbar
869,rauschen::V,макъэ гъэӏун,murmurar
870,klingen::V,къыхэӏукӏын,sonar
871,bellen::V,хьакъу́н,ladrar
872,heulen::V,быун,ulular
873,blasen::V,епщэ́н,soplar
874,pfeifen::V,шъуин,silbar
875,schreien::V,куо́н,gritar
876,schreien::V,кӏыи́н,gritar
877,stöhnen::V,щэӏун,gemir
878,zittern::V,кӏэзэзын,temblar
879,leben::V,псэу́н,vivir
880,geboren werden::V,къэхъун,nacer
881,atmen::V,жьы къэщэ́н,respirar
882,trinken::V,ешъо́н,beber
883,essen::V,шхын,comer
884,schlucken::V,бдырыин,tragar
885,müde werden::V,пшъын,cansarse
886,müde werden::V,пшъын,fatigarse
887,einschlafen::V,хэчъыен,dormirse
888,schlafen::V,чъые́н,dormir
889,aufwachen::V,къэущы́н,despertarse
890,aufstehen::V,уцу́н,levantarse
891,sich erholen::V,зыгъэпсэфын,reposar
892,sich erholen::V,зыгъэпсэфын,descansar
893,krank werden::V,сымаджэ́ хъун,caer enfermo
894,krank sein::V,сымэджэ́н,estar enfermo
895,schmerzen::V,сымэджэ́н,doler
896,husten::V,пскэ́н,toser
897,genesen::V,хъужьын,convalecer
898,genesen::V,хъужьын,restablecerse
899,sterben::V,лӏэн,morir
900,umkommen::V,хэкӏодэн,perecer
901,sich bewegen::V,хъые́н,moverse
902,sich rühren::V,хъые́н,rebullir
903,sich erheben::V,къэтэджын,levantarse
904,sich setzen::V,тӏысы́н,sentarse
905,hinfallen::V,ебэджы́н,caerse
906,laufen::V,кӏон,andar
907,schreiten::V,кӏон,proceder
908,spazierengehen::V,къэкӏухьэн,pasear
909,spazierengehen::V,къэкӏухьэн,pasearse
910,eilen::V,гузэжъон,correr prisa
911,sich beeilen::V,гуӏэ́н,darse prisa
912,sausen::V,псынкӏэ́у чъэн,correr
913,rennen::V,чъэн,correr
914,springen::V,пкӏэн,saltar
915,klettern::V,дэцохъоен,trepar
916,klettern::V,дэцохъоен,escalar
917,schaukeln::V,уешӏэн,bambolearse
918,kriechen::V,цохъо́н,reptar
919,kriechen::V,цохъо́н,arrastrarse
920,schwimmen::V,есы́н,nadar
921,tauchen::V,зычӏэгъэо́н,bucear
922,tauchen::V,зычӏэгъэо́н,sumergirse
923,rudern::V,къошъо бэщкӏэ фын,remar
924,fahren::V,кӏон,ir
925,fliegen::V,быбы́н,volar
926,gehen::V,кӏон,ir
927,gehen::V,кӏон,andar
928,weggehen::V,ӏукӏын,irse
929,weggehen::V,ӏукӏын,marcharse
930,abfahren::V,ежьэн,salir
931,abfahren::V,ежьэн,partir
932,anhalten::V,къэуцу́н,parar
933,anhalten::V,къэуцу́н,pararse
934,hineingehen::V,ихьан,entrar
935,eintreten::V,чӏэхьан,entrar
936,kommen::V,къэкӏо́н,venir
937,ankommen::V,къэсы́н,llegar
938,zurückkommen::V,гъэзэжьын,volver
939,zurückkommen::V,гъэзэжьын,regresar
940,bleiben::V,къэнэ́н,quedarse
941,warten::V,пэплъэ́н,esperar
942,erwarten::V,ежэн,esperar
943,suchen::V,лъыхъу́н,buscar
944,finden::V,къэгъоты́н,hallar
945,finden::V,къэгъоты́н,encontrar
946,finden::V,къыхэгъэщы́н,hallar
947,finden::V,къыхэгъэщы́н,encontrar
948,versuchen::V,пылъы́н,intentar
949,vorbereiten::V,гъэхьазыры́н,preparar
950,lieben::V,шӏу плъэгъу́н,amar
951,lieben::V,шӏу плъэгъу́н,querer
952,mögen::V,шӏу плъэгъу́н,querer
953,lachen::V,щхын,reír
954,rühren::V,гур гъэузын,conmover
955,weinen::V,гъын,llorar
956,schimpfen::V,хъонэн,regañar
957,sich ärgern::V,губжы́н,enfadarse
958,sich fürchten::V,щынэ́н,tener miedo
959,fürchten::V,щынэ́н,temer
960,fürchten::V,щынэ́н,tener miedo a
961,sehen::V,льэгъу́н,ver
962,anschauen::V,плъэн,mirar
963,anschauen::V,еплъы́н,mirar
964,ansehen::V,плъэн,mirar
965,hören::V,зэхэхын,oír
966,zuhören::V,дэӏо́н,escuchar
967,probieren::V,хэӏэн,probar
968,probieren::V,хэӏэн,degustar
969,riechen::V,пэмэ́н,oler
970,fühlen::V,зэхэпшӏэн,sentir
971,scheinen::V,уащыхъу́н,parecer
972,scheinen::V,уашӏошӏы́н,parecer
973,zu sehen sein::V,зэрэлъэгъу́н,poder verse
974,vernehmen::V,зэхэхын,oír
975,vernehmen::V,зэхэхын,percibir
976,frieren::V,дыкъын,tener frío
977,frieren::V,пӏыкӏэн,tener frío
978,frieren::V,чъыӏэ́ лӏэн,tener frío
979,tun::V,шӏын,hacer
980,können::V,лъэкӏы́н,poder
981,wollen::V,фэе́н,querer
982,anfangen::V,ублэн,iniciar
983,beenden::V,ухы́н,acabar
984,beenden::V,ухы́н,terminar
985,aufhören::V,щыгъэтын,cesar
986,gelingen::V,хъун,salir bien
987,öffnen::V,ӏухы́н,abrir
988,schließen::V,игъэсэн,cerrar
989,stellen::V,бгъэуцун,poner
990,stellen::V,бгъэуцун,colocar
991,setzen::V,гъэтӏысы́н,poner
992,setzen::V,гъэтӏысы́н,colocar
993,legen::V,хэлъхьа́н,poner
994,berühren::V,эӏэн,tocar
995,berühren::V,нэсын,tocar
996,verbinden::V,зэхэпхэ́н,unir
997,verbinden::V,зэхэпхэ́н,juntar
998,verbinden::V,пхын,unir
999,verbinden::V,пхын,juntar
1000,bedecken::V,техъо́н,tapar
1001,bedecken::V,техъо́н,cubrir
1002,aufhängen::V,пылъэ́н,colgar
1003,anzünden::V,хэгъэнэ́н,encender
1004,zurücklassen::V,къэгъэнэ́н,dejar
1005,verlieren::V,чӏэ́нэн,perder
1006,verlieren::V,шӏокӏоды́н,perder
1007,fallen lassen::V,чӏэунэн,dejar caer
1008,fallen lassen::V,пӏэпызын,dejar caer
1009,machen::V,шӏын,hacer
1010,herstellen::V,шӏы́н,fabricar
1011,bauen::V,шӏы́н,construir
1012,reparieren::V,дыжьы́н,reparar
1013,verbessern::V,нахьышӏу пшӏын,mejorar
1014,verbessern::V,нахь дэгъу пшӏын,mejorar
1015,ändern::V,зэблэхъу́н,mudar
1016,ändern::V,зэблэхъу́н,modificar
1017,graben::V,тӏын,cavar
1018,biegen::V,уфэн,doblar
1019,drehen::V,гъэчэрегъу́,volver
1020,drehen::V,гъэчэрегъу́,hacer girar
1021,wenden::V,пӏонтӏэн,volver
1022,wenden::V,бгъэзэн,volver
1023,wenden::V,уӏубын,volver
1024,heben::V,ӏэты́н,levantar
1025,hochheben::V,ӏэты́н,alzar
1026,ergreifen::V,къэубыты́н,coger
1027,halten::V,ӏыгъы́н,tener
1028,drücken::V,тэӏункӏэн,apretar
1029,schieben::V,уеӏункӏын,empujar
1030,schieben::V,уетӏыргун,empujar
1031,kratzen::V,цӏэнтхъун,rascar
1032,lecken::V,бзэи́н,lamer
1033,beißen::V,ецэкъэ́н,morder
1034,abreißen::V,къичын,arrancar
1035,abreißen::V,пытхъын,arrancar
1036,abschneiden::V,пыупкӏын,cortar
1037,abschneiden::V,гобзыкӏын,cortar
1038,binden::V,епхын,atar
1039,stecken::V,хэсэн,meter
1040,brechen::V,зэпыпкӏын,romper
1041,brechen::V,зэпыпкӏын,quebrar
1042,klopfen::V,теон,golpear
1043,hauen::V,теон,pegar
1044,kleben::V,щхэн,pegar
1045,kleben::V,щхэн,encolar
1046,reiben::V,пӏотын,frotar
1047,streichen::V,щыфэн,untar
1048,streichen::V,щыфэн,recubrir
1049,schleifen::V,гъэчаны́н,afilar
1050,schleifen::V,кӏэлыкӏы́н,afilar
1051,schneiden::V,бзын,cortar
1052,rütteln::V,гъэсысын,agitar
1053,schütteln::V,гъэсысын,agitar
1054,schütteln::V,гъэсысын,sacudir
1055,schwenken::V,ӏэ шӏын,menear
1056,schütten::V,икӏэ́н,verter
1057,füllen::V,из шӏын,llenar
1058,einwickeln::V,кӏоцӏыщыхьа́н,envolver
1059,tragen::V,хьын,llevar
1060,schleppen::V,пхьын,arrastrar
1061,schleppen::V,плъэшъун,arrastrar
1062,ziehen::V,пкъудыин,tirar
1063,ziehen::V,пщэн,tirar
1064,ziehen::V,плъэшъун,tirar
1065,aufbewahren::V,пӏыгъын,conservar
1066,aufbewahren::V,уухъумэн,conservar
1067,werfen::V,дзын,echar
1068,werfen::V,дзын,lanzar
1069,fangen::V,къэубыты́н,coger
1070,packen::V,къэубыты́н,agarrar
1071,verstecken::V,бгъэбылъын,esconder
1072,teilen::V,гощы́н,partir
1073,teilen::V,гощы́н,dividir
1074,schicken::V,гъахьы́н,enviar
1075,bringen::V,къэхьы́н,traer
1076,hinzufügen::V,хэгъэхъо́н,añadir
1077,nehmen::V,къытехы́н,tomar
1078,wählen::V,къыхэхы́н,elegir
1079,auswählen::V,къыхэхы́н,escoger
1080,auswählen::V,къыхэхы́н,seleccionar
1081,bewahren::V,къэухъумэн,guardar
1082,bewahren::V,къэухъумэн,preservar
1083,behindern::V,пэрыохъу хъун,estorbar
1084,behindern::V,пэрыохъу хъун,obstaculizar
1085,verderben::V,къутэн,estropear
1086,beschädigen::V,къутэн,deteriorar
1087,zerbrechen::V,къутэн,romper
1088,zerbrechen::V,къутэн,quebrar
1089,zerreißen::V,зэӏэтхъы́н,desgarrar
1090,zerreißen::V,зэӏэтхъы́н,despedazar
1091,zerstören::V,къутэ́н,destruir
1092,zerstören::V,къутэ́н,destrozar
1093,verbrennen::V,гъэсты́н,quemar
1094,geben::V,еты́н,dar
1095,reichen::V,еты́н,pasar
1096,schenken::V,еты́н,regalar
1097,versprechen::V,гъэгугъэ́н,prometer
1098,wünschen::V,шӏоигъо́н,desear
1099,loben::V,щытхъун,alabar
1100,küssen::V,ебэу́н,besar
1101,wiegen::V,гъэхъыен,mecer
1102,zudecken::V,техъо́н,tapar
1103,zudecken::V,техъо́н,cubrir
1104,wecken::V,къэгъэущы́н,despertar
1105,zeigen::V,гъэлъэгъо́н,mostrar
1106,führen::V,щэн,guiar
1107,führen::V,щэн,conducir
1108,lehren::V,егъэджэ́н,enseñar
1109,lehren::V,егъэджэ́н,instruir
1110,lehren::V,егъэшӏэн,enseñar
1111,lehren::V,егъэшӏэн,instruir
1112,unterrichten::V,егъэджэ́н,enseñar
1113,aufziehen::V,пӏун,criar
1114,leiten::V,гъэзекӏон,guiar
1115,leiten::V,гъэзекӏон,dirigir
1116,antreiben::V,къепфылӏэн,impeler
1117,antreiben::V,къепфылӏэн,impulsar
1118,lassen::V,еты́н,hacer
1119,einladen::V,къегъэблэгъэн,invitar
1120,vereinigen::V,зэгогъэхьан,unir
1121,besuchen::V,щыӏэ́н,visitar
1122,besuchen::V,щыӏэ́н,ir a ver
1123,treffen::V,ӏукӏэ́н,encontrar
1124,treffen::V,пэгъокӏы́н,encontrar
1125,sich versammeln::V,зэхэхьан,reunirse
1126,sich versammeln::V,зэхэхьан,congregarse
1127,spielen::V,джэгу́н,jugar
1128,singen::V,орэ́д къэӏо́н,cantar
1129,tanzen::V,къэшъо́н,bailar
1130,sich trennen::V,зэгокӏыжьы́ных,separarse
1131,verlassen::V,бгынэн,dejar
1132,verlassen::V,бгынэн,abandonar
1133,verlassen::V,хэкӏыжьын,dejar
1134,verlassen::V,хэкӏыжьын,abandonar
1135,retten::V,къыхэпхыжьын,salvar
1136,retten::V,къэбгъэнэжьын,salvar
1137,bewachen::V,къэгъэгъунэн,vigilar
1138,schützen::V,ухъумэ́н,proteger
1139,verteidigen::V,къэухъумэн,defender
1140,sich schlagen::V,эзэон,batirse
1141,schießen::V,он,tirar
1142,schießen::V,он,disparar
1143,siegen::V,текӏо́н,vencer
1144,ärgern::V,бгъэгубжын,enojar
1145,ärgern::V,бгъэгубжын,enfadar
1146,schlagen::V,ео́н,pegar
1147,schlagen::V,ео́н,golpear
1148,stechen::V,хэӏун,pinchar
1149,stoßen::V,тӏыро́н,empujar
1150,stoßen::V,уеӏункӏын,empujar
1151,stehlen::V,тыгъу́н,robar
1152,stehlen::V,тыгъу́н,hurtar
1153,stören::V,бгъэгумэкӏын,molestar
1154,belästigen::V,бгъэгумэкӏын,molestar
1155,belästigen::V,бгъэгумэкӏын,importunar
1156,verbergen::V,ушъэфын,ocultar
1157,verbergen::V,ушъэфын,esconder
1158,täuschen::V,гъэпцӏэ́н,engañar
1159,betrügen::V,гъэпцӏэ́н,engañar
1160,töten::V,уикӏын,matar
1161,wohnen::V,дэсын,vivir
1162,wohnen::V,дэсын,habitar
1163,arbeiten::V,лэжьэ́н,trabajar
1164,sammeln::V,угъои́н,recoger
1165,sammeln::V,угъои́н,coleccionar
1166,pflücken::V,къыпычы́н,coger
1167,jagen::V,шэкӏон,cazar
1168,jagen::V,ешэкӏон,cazar
1169,fischen::V,пцэжъые уешэн,pescar
1170,fassen::V,къэубыты́н,atrapar
1171,fassen::V,къэубыты́н,capturar
1172,hüten::V,хэхъо́н,guardar
1173,treiben::V,пфын,aballar
1174,anbinden::V,епхын,atar
1175,füttern::V,гъэшхэ́н,echar de comer
1176,melken::V,щын,ordeñar
1177,hacken::V,упкӏэтэн,picar
1178,hacken::V,упкӏэтэн,cortar
1179,gießen::V,тепкӏэн,regar
1180,reifen::V,игъо хъун,madurar
1181,zubereiten::V,бгъэхьазырын,preparar
1182,kochen::V,шӏы́н,cocer
1183,kochen::V,шӏы́н,guisar
1184,backen::V,гъэжъэ́н,hornear
1185,backen::V,гъэжъэ́н,cocer al horno
1186,braten::V,гъэжъэ́н,asar
1187,braten::V,гъэжъэ́н,freír
1188,umrühren::V,зэхэгъэкӏухьан,remover
1189,stricken::V,хъын,hacer punto
1190,stricken::V,хъын,hacer calceta
1191,nähen::V,дэн,coser
1192,färben::V,бгъэлэн,teñir
1193,färben::V,бгъэлэн,colorear
1194,reinigen::V,укъэбзы́н,limpiar
1195,waschen::V,бгыкӏын,lavar
1196,abwischen::V,лъэкӏы́н,fregar
1197,abwischen::V,лъэкӏы́н,limpiar
1198,spülen::V,дэгъэчъыхьан,aclarar
1199,spülen::V,дэгъэчъыхьан,enjuagar
1200,fegen::V,пхъэнкӏы́н,barrer
1201,fegen::V,пхъэнкӏы́н,pasar la escoba
1202,kehren::V,пхъэнкӏы́н,barrer
1203,baden::V,зыгъэпскӏын,bañarse
1204,sich waschen::V,зытхьакӏы́н,lavarse
1205,ausziehen::V,къытехы́н,quitar
1206,ausziehen::V,къытехы́н,quitarse
1207,anziehen::V,щылъэ́н,ponerse
1208,sich anziehen::V,зыфэпэн,vestirse
1209,kämmen::V,жьын,peinar
1210,schmücken::V,гъэдэхэ́н,adornar
1211,sagen::V,къэӏон,decir
1212,sprechen::V,псэлъэ́н,hablar
1213,reden::V,гущыӏэ́н,hablar
1214,reden::V,гущыӏэ́н,conversar
1215,sich unterhalten::V,зэдэгущыӏэн,charlar
1216,sich unterhalten::V,зэдэгущыӏэн,conversar
1217,fragen::V,упчӏэ́н,preguntar
1218,bitten::V,лъэӏо́н,rogar
1219,erzählen::V,къэпӏотэ́н,contar
1220,mitteilen::V,макъэ егъэӏун,comunicar
1221,mitteilen::V,макъэ егъэӏун,participar
1222,nennen::V,цӏэ фэусы́н,llamar
1223,nennen::V,цӏэ фэусы́н,nombrar
1224,rufen::V,джэн,llamar
1225,prahlen::V,узыщытхъужьы́н,jactarse
1226,übersetzen::V,бгъэкӏотэн,traducir
1227,denken::V,егупшысэ́н,pensar
1228,glauben::V,уивыхъэ́ телъы́н,creer
1229,bemerken::V,гу лъыптэ́н,notar
1230,erkennen::V,зэхэпхын,reconocer
1231,erkennen::V,зэбгъэшӏэн,reconocer
1232,begreifen::V,гурыӏо́н,concebir
1233,verstehen::V,зэхэхын,entender
1234,verstehen::V,зэхэхын,comprender
1235,lernen::V,еджэ́н,aprender
1236,wissen::V,шӏэн,saber
1237,sich erinnern an::V,къэшӏэжьын,recordar
1238,sich erinnern an::V,къэшӏэжьын,acordarse de
1239,vergessen::V,пщыгъупшэжьы́н,olvidar
1240,messen::V,шын,medir
1241,zählen::V,плъытэ́н,contar
1242,rechnen::V,плъытэ́н,contar
1243,rechnen::V,плъытэ́н,calcular
1244,rechnen::V,угугъэ́н,contar
1245,rechnen::V,угугъэ́н,calcular
1246,lesen::V,еджэ́н,leer
1247,malen::V,шӏын,pintar
1248,zeichnen::V,шӏын,dibujar
1249,schreiben::V,тхын,escribir
1250,besitzen::V,иӏэн,poseer
1251,kaufen::V,щэфы́н,comprar
1252,verkaufen::V,щэн,vender
1253,bezahlen::V,птын,pagar
1254,bezahlen::V,лъыптын,pagar
1255,bezahlen::V,птыжьы́н,pagar
1256,zahlen::V,птын,pagar
1257,zahlen::V,лъыптын,pagar
1258,beherrschen::V,иунаеу иӏэн,dominar
1259,ertragen::V,щэчы́н,soportar
1260,Schnurrbart::N,,bigote
1261,Nabel::N,,ombligo
1262,Wetter::N,,tiempo
1263,Frost::N,,helada
1264,Raureif::N,,escarcha
1265,Adler::N,,águila
1266,Schwan::N,,cisne
1267,Ton::N,,tono
1268,Sache::N,,cosa
1269,Schlitten::N,,trineo
1270,Last::N,,carga
1271,Figur::N,,figura
1272,Bündel::N,,haz
1273,Schuh::N,,zapato
1274,Arzt::N,,médico
1275,lebendig::A,,vivo
1276,lebendig::A,,viviente
1277,zuerst::ADV,,primero
1278,manchmal::ADV,,a veces
1279,niemals::ADV,,jamás
1280,hier::ADV,,aquí
1281,hierhin::ADV,,acá
1282,von hier::ADV,,desde aquí
1283,schon::ADV,,ya
1284,sinken::V,,bajar
1285,klirren::V,,tintinear
1286,fliehen::V,,huir
1287,flüchten::V,,escaparse
1288,geraten::V,,salir
1289,geraten::V,,dar resultado
1290,aufheben::V,,recoger
1291,beugen::V,,doblar
1292,beugen::V,,inclinar
1293,umdrehen::V,,revolver
1294,bekommen::V,,obtener
1295,bekommen::V,,conseguir
1296,erhalten::V,,recibir
1297,treten::V,,dar una patada a
