,Concept_ID,myv,nl
527,Zeitung::N,газета,krant
528,Zeitung::N,газета,dagblad
529,Leben::N,эрямо,leven
530,Tod::N,кулома,dood
531,Grab::N,калмо,graf
532,Kirche::N,церькова,kerk
533,Sünde::N,чумочи,zonde
534,Gott::N,паз,god
535,Arbeiter::N,робочей,arbeider
536,Chef::N,прявт,chef
537,Meister::N,кол тевень тенця,meester
538,Arzt::N,врач,arts
539,Arzt::N,врач,dokter
540,Lehrer::N,учитель,leraar
541,Lehrer::N,учитель,onderwijzer
542,Lehrer::N,тонавтыця,leraar
543,Lehrer::N,тонавтыця,onderwijzer
544,Geld::N,ярмак,geld
545,Geschäft::N,ладязь тев,zaak
546,Laden::N,лавка,winkel
547,Preis::N,питне,prijs
548,Ware::N,миевкс,waar
549,Ware::N,рамавкс,waar
550,Nutzen::N,паро,nut
551,Nutzen::N,паро,voordeel
552,Nutzen::N,лезэ,nut
553,Nutzen::N,лезэ,voordeel
554,Reichtum::N,сюпавчи,rijkdom
555,Welt::N,мир,wereld
556,Welt::N,мастор ланго,wereld
557,Land::N,мастор,land
558,Staat::N,государства,staat
559,König::N,король,koning
560,Macht::N,азорксчи,macht
561,Grenze::N,буен тешкс,grens
562,Krieg::N,война,oorlog
563,Feind::N,душман,vijand
564,Gewalt::N,нарьгамо,geweld
565,Kampf::N,тюрема,strijd
566,Kampf::N,тюрема,gevecht
567,Bogen[Waffe]::N,нал,boog
568,Pfeil::N,нал,pijl
569,Gewehr::N,ружия,geweer
570,Gewehr::N,винтовка,geweer
571,Fehler::N,ильведькс,fout
572,Fehler::N,ильведевкс,fout
573,Lüge::N,манчема,leugen
574,Lüge::N,кенгелема,leugen
575,Schaden::N,зыян,schade
576,Unglück::N,зыян,tegenspoed
577,Schuld::N,чумочи,schuld
578,Alter::N,шка,leeftijd
579,Schluss::N,пе,slot
580,Zeit::N,шка,tijd
581,Zeit::N,пинге,tijd
582,Tag::N,чи,dag
583,Morgen::N,валске,morgen
584,Morgen::N,валске,ochtend
585,Mittag::N,чикуншка,middag
586,Abend::N,чокшнэ,avond
587,Nacht::N,ве,nacht
588,Woche::N,недля,week
589,Monat::N,ков,maand
590,Jahr::N,ие,jaar
591,Frühling::N,тундо,lente
592,Frühling::N,тундо,voorjaar
593,Sommer::N,кизэ,zomer
594,Herbst::N,сёксь,herfst
595,Winter::N,теле,winter
596,Januar::N,якшамков,januari
597,Februar::N,февраль,februari
598,März::N,март,maart
599,April::N,апрель,april
600,Mai::N,май,mei
601,Juni::N,июнь,juni
602,Juli::N,июль,juli
603,August::N,август,augustus
604,September::N,сентября,september
605,Oktober::N,октября,oktober
606,November::N,ноября,november
607,Dezember::N,декабря,december
608,Montag::N,пондельник,maandag
609,Dienstag::N,овторник,dinsdag
610,Mittwoch::N,серёда,woensdag
611,Donnerstag::N,цетьверьг,donderdag
612,Freitag::N,пеця,vrijdag
613,Samstag::N,субута,zaterdag
614,Samstag::N,шлямочи,zaterdag
615,Sonntag::N,недлячи,zondag
616,groß::A,ине,groot
617,groß::A,покш,groot
618,klein::A,вишка,klein
619,lang::A,кувака,lang
620,kurz::A,нурькине,kort
621,breit::A,келей,breed
622,schmal::A,теине,smal
623,dicht::A,тусто,dicht
624,dick[Gegenstand]::A,эчке,dik
625,dünn::A,човине,dun
626,fein::A,човине,fijn
627,fest::A,кеме,vast
628,flach::A,лапужа,plat
629,glatt::A,валаня,glad
630,hart::A,калгодо,hard
631,weich::A,чевте,week
632,rund::A,кеверь,rond
633,spitz::A,пшти,spits
634,spitz::A,пшти,puntig
635,scharf::A,пшти,scherp
636,stumpf::A,ношка,stomp
637,schwer::A,стака,zwaar
638,schön::A,мазый,mooi
639,schön::A,мазый,fraai
640,heiß::A,пси,heet
641,warm::A,лембе,warm
642,kalt::A,якшамо,koud
643,kühl::A,экше,koel
644,frisch::A,свежа,fris
645,feucht::A,летьке,vochtig
646,nass::A,начко,nat
647,trocken::A,коське,droog
648,voll::A,пешксе,vol
649,leer::A,чаво,leeg
650,offen::A,панжадо,open
651,offen::A,виде,open
652,geschlossen::A,пекстазь,gesloten
653,geschlossen::A,сёлгозь,gesloten
654,sauber::A,ванькс,net
655,sauber::A,ванькс,schoon
656,schmutzig::A,ливезев,vuil
657,roh::A,верек,rauw
658,reif::A,кенерезь,rijp
659,lecker::A,тантей,lekker
660,süß::A,ламбамо,zoet
661,bitter::A,сэпей,bitter
662,sauer::A,чапамо,zuur
663,hell::A,валдо,licht
664,hell::A,валдо,helder
665,dunkel::A,чопода,donker
666,schwarz::A,раужо,zwart
667,weiß::A,ашо,wit
668,rot::A,якстере,rood
669,gelb::A,ожо,geel
670,blau::A,сэнь,blauw
671,grün::A,пиже,groen
672,grau::A,шержев,grijs
673,bunt::A,сёрмав,bont
674,billig::A,аволь питней,goedkoop
675,teuer::A,питней,duur
676,wertvoll::A,питней,kostbaar
677,wertvoll::A,питней,waardevol
678,blind::A,сокор,blind
679,taub::A,амариця,doof
680,kräftig::A,пек виев,krachtig
681,stark::A,виев,sterk
682,schwach::A,лавшо,zwak
683,fett::A,куя,vet
684,schlank::A,виде ронга,slank
685,hübsch::A,мазый,leuk
686,böse::A,кежей,kwaad
687,dumm::A,чавола,dom
688,dumm::A,превтеме,dom
689,faul::A,нузякс,lui
690,fleißig::A,мелень путыця,vlijtig
691,geizig::A,скупой,gierig
692,klug::A,превей,slim
693,klug::A,превей,schrander
694,klug::A,превей,verstandig
695,geschickt::A,маштозь теезь,handig
696,geschickt::A,маштозь теезь,vaardig
697,lieb::A,вадря,lief
698,lustig::A,весёла,vrolijk
699,sanft::A,сэтьме,zacht
700,hungrig::A,вачо,hongerig
701,krank::A,сэредиця,ziek
702,nackt::A,штапо,naakt
703,traurig::A,нусманя,treurig
704,traurig::A,нусманя,bedroefd
705,lebendig::A,эриця,levend
706,gut::A,паро,goed
707,schlecht::A,берянь,slecht
708,richtig::A,виде,juist
709,schlimm::A,берянь,erg
710,schlimm::A,берянь,kwaad
711,wahr::A,алкуксонь,waar
712,alt::A,ташто,oud
713,neu::A,од,nieuw
714,ehemalig::A,икелень,voormalig
715,alt[Lebewesen]::A,сыре,oud
716,jung::A,од,jong
717,arm::A,кажов,arm
718,reich::A,сюпав,rijk
719,bekannt::A,содавикс,bekend
720,berühmt::A,содавикс,beroemd
721,fremd::A,лия,vreemd
722,fremd::A,асодавикс,vreemd
723,verschieden::A,эрьва,verscheiden
724,verschieden::A,эрьва,verschillend
725,nah::A,а васолонь,nabij
726,nah::A,а васолонь,nabijgelegen
727,fern::A,умонь,ver
728,fern::A,кезэрень,ver
729,linker::A,керш,linker
730,rechter::A,вить,rechter
731,anderer::A,лия,andere
732,erster::A,васень,eerste
733,erster::A,васенце,eerste
734,zweiter::A,омбоце,tweede
735,dritter::A,колмоце,derde
736,letzter::A,меельце,laatste
737,allein::ADV,башка,alleen
738,allein::ADV,ськамонзо,alleen
739,auf einmal::ADV,вейсэ,ineens
740,auf einmal::ADV,вейсэ,tegelijk
741,zusammen::ADV,вейс,samen
742,zusammen::ADV,вейс,bijeen
743,zusammen::ADV,вейсэ,samen
744,zusammen::ADV,вейсэ,bijeen
745,lange::ADV,кувать,lang
746,plötzlich::ADV,апак учо,eensklaps
747,plötzlich::ADV,апак учо,plotsklaps
748,sofort::ADV,курок,terstond
749,sofort::ADV,курок,aanstonds
750,sofort::ADV,курок,onmiddelijk
751,sofort::ADV,нейке,terstond
752,sofort::ADV,нейке,aanstonds
753,sofort::ADV,нейке,onmiddelijk
754,später::ADV,мейле,later
755,jetzt::ADV,ней,nu
756,jetzt::ADV,ней,nou
757,jetzt::ADV,ней,thans
758,heute::ADV,течи,heden
759,heute::ADV,течи,vandaag
760,morgen::ADV,ванды,morgen
761,bald::ADV,курок,gauw
762,bald::ADV,курок,weldra
763,dann::ADV,мейле,dan
764,dann::ADV,мейле,toen
765,dann::ADV,седе мейле,dan
766,dann::ADV,седе мейле,toen
767,gestern::ADV,исяк,gisteren
768,einst::ADV,весть,eens
769,einst::ADV,зярдо-бути,eens
770,damals::ADV,сестэ,toen
771,damals::ADV,сестэ,destijds
772,danach::ADV,мейле,daarna
773,danach::ADV,седе мейле,daarna
774,vorher::ADV,васняяк,vooraf
775,vorher::ADV,васняяк,van tevoren
776,zuerst::ADV,васня,eerst
777,zuerst::ADV,васня,het eerst
778,einmal::ADV,весть,eens
779,einmal::ADV,весть,eenmaal
780,manchmal::ADV,лиясто,soms
781,oft::ADV,сеетьстэ,vaak
782,oft::ADV,сеетьстэ,dikwijls
783,immer::ADV,свал,altijd
784,niemals::ADV,а зярдояк,nooit
785,hier::ADV,тесэ,hier
786,hierhin::ADV,тей,hierheen
787,von hier::ADV,тестэ,van hier
788,von hier::ADV,тестэ,hiervandaan
789,dort::ADV,тосо,daar
790,dort::ADV,тосо,ginds
791,dorthin::ADV,тов,daarheen
792,geradeaus::ADV,витьстэ,rechtuit
793,geradeaus::ADV,витьстэ,rechtdoor
794,vorwärts::ADV,икелев,vooruit
795,vorwärts::ADV,икелев,voorwaarts
796,rückwärts::ADV,мекев,achteruit
797,rückwärts::ADV,мекев,achterwaarts
798,zurück::ADV,мекев,terug
799,unten::ADV,ало,beneden
800,unten::ADV,ало,onderaan
801,hinab::ADV,алов,omlaag
802,hinab::ADV,алов,naar beneden
803,oben::ADV,вере,boven
804,hinauf::ADV,верев,omhoog
805,hinauf::ADV,верев,naar boven
806,überall::ADV,эрьва косо,alom
807,überall::ADV,эрьва косо,overal
808,nicht::ADV,а,niet
809,ein wenig::ADV,аламошка,wat
810,kaum::ADV,ансяк,amper
811,kaum::ADV,ансяк,nauwelijks
812,sehr::ADV,пек,erg
813,sehr::ADV,пек,zeer
814,sehr::ADV,вельть,erg
815,sehr::ADV,вельть,zeer
816,so::ADV,истя,zo
817,noch::ADV,таго,nog
818,nur::ADV,ансяк,maar
819,nur::ADV,ансяк,alleen
820,schon::ADV,уш,al
821,schon::ADV,уш,reeds
822,wieder::ADV,таго,weer
823,wieder::ADV,таго,terug
824,vergebens::ADV,стяко,vergeefs
825,vergebens::ADV,стяко,tevergeefs
826,vor::PRP,икеле,voor
827,hinter::PRP,вельде,achter
828,unter::PRP,ало,onder
829,unter::PRP,ало,beneden
830,durch::PRP,пачк,door
