,Concept_ID,av,hr
90,Eis::N,цӏер,led
91,Frost::N,замгьари,mraz
92,Kälte::N,квач,studen
93,Kälte::N,квач,hladnoća
94,Hitze::N,багӏари,vrućina
95,Raureif::N,мартӏ,inje
96,Regenbogen::N,нур,duga
97,Regenbogen::N,чамбара,duga
98,Donner::N,гъугъай,grom
99,Donner::N,гъугъай,grmljavina
100,Donner::N,гъугъади,grom
101,Donner::N,гъугъади,grmljavina
102,Strömung::N,чвахи,struja
103,Strömung::N,чвахи,strujanje
104,Tropfen::N,резел,kap
105,Tropfen::N,резел,kaplja
106,Tropfen::N,тӏинкӏ,kap
107,Tropfen::N,тӏинкӏ,kaplja
108,Tropfen::N,къатӏра,kap
109,Tropfen::N,къатӏра,kaplja
110,Tropfen::N,тӏенкӏел,kap
111,Tropfen::N,тӏенкӏел,kaplja
112,Schaum::N,полоп,pjena
113,Schmutz::N,чороклъи,nečistoća
114,Schmutz::N,чороклъи,prljavština
115,See::N,хӏор,jezero
116,Sumpf::N,хьуцӏ,bara
117,Wiese::N,мегъ,livada
118,Wiese::N,гӏурдаллъи,livada
119,Wald::N,рохь,šuma
120,Hügel::N,гохӏ,brijeg
121,Hügel::N,гохӏ,brežuljak
122,Anhöhe::N,сийитма,uzvišica
123,Berg::N,мегӏер,brdo
124,Gipfel::N,тӏогь,vrh
125,Höhle::N,нохъо,pećina
126,Höhle::N,нохъо,spilja
127,Abhang::N,лабаллъи,obronak
128,Abhang::N,лабаллъи,nizbrdica
129,Quelle::N,ицц,izvor
130,Quelle::N,ицц,vrelo
131,Bach::N,лъар,potok
132,Fluss::N,гӏор,rijeka
133,Ufer::N,рагӏал,obala
134,Küste::N,рагӏал,obala
135,Küste::N,рагӏал,morska obala
136,Festland::N,ракь,kopno
137,Festland::N,ракъдаллъи,kopno
138,Meer::N,ралъад,more
139,Bucht::N,кӏветӏ,zaliv
140,Insel::N,чӏинкӏиллъи,ada
141,Insel::N,чӏинкӏиллъи,otok
142,Blume::N,тӏегь,cvijet
143,Gras::N,хер,trava
144,Wurzel::N,кьибил,korijen
145,Baum::N,гъветӏ,drvo
146,Baum::N,гъветӏ,stablo
147,Stamm::N,рохти,deblo
148,Stamm::N,рохти,stablo
149,Rinde::N,макъар,kora
150,Ast::N,ноцӏ,grana
151,Zweig::N,гӏаркьел,grana
152,Blatt::N,тӏамах,list
153,Birke::N,мах,breza
154,Birke::N,махигъветӏ,breza
155,Kiefer[Baum]::N,накӏкӏигъветӏ,bor
156,Weide[Baum]::N,рицӏцӏ,iva
157,Weide[Baum]::N,рицӏцӏ,vŕba
158,Weide[Baum]::N,рицӏцӏигъветӏ,iva
159,Weide[Baum]::N,рицӏцӏигъветӏ,vŕba
160,Tanne::N,ёлка,jela
161,Horn::N,лълъар,rog
162,Feder::N,хӏули,pero
163,Fell::N,тӏом,koža
164,Fell::N,цӏоко,koža
165,Flügel::N,кваркьи,krilo
166,Klaue::N,галъ,papak
167,Kralle::N,квачӏ,pandža
168,Kralle::N,катиквачӏ,pandža
169,Schwanz::N,рачӏ,rep
170,Ei::N,хоно,jaje
171,Nest::N,бусен,gnijezdo
172,Bau::N,каратӏ,jazbina
173,Tier::N,хӏайван,životinja
174,Herde::N,рехъен,krdo
175,Herde::N,рехъен,stado
176,Herde::N,рехъед,krdo
177,Herde::N,рехъед,stado
178,Kuh::N,гӏака,krava
179,Bulle::N,оц,bik
180,Pferd::N,чу,konj
181,Schaf::N,чахъу,ovca
182,Schwein::N,болъон,svinja
183,Hund::N,гьой,pas
184,Hund::N,гьой,pseto
185,Katze::N,кету,mačka
186,Bär::N,ци,medvjed
187,Eichhörnchen::N,гвангва,vjeverica
188,Fuchs::N,цер,lisica
189,Hase::N,гӏанкӏ,zec
190,Maus::N,гӏункӏкӏ,miš
191,Wolf::N,бацӏ,vuk
192,Wolf::N,бацӏ,kurjak
193,Vogel::N,хӏинчӏ,ptica
194,Schwarm::N,тӏел,roj
195,Schwarm::N,тӏел,jato
196,Huhn::N,гӏанкӏу,kokoš
197,Hahn::N,хӏелеко,kokot
198,Hahn::N,хӏелеко,pijevac
199,Gans::N,хъаз,guska
200,Adler::N,цӏум,orao
201,Ente::N,ордек,patka
202,Eule::N,беццаруз,sova
203,Kranich::N,къункъра,ždral
204,Krähe::N,гъеду,vrana
205,Kuckuck::N,гагу,kukavica
206,Schwan::N,хӏанкъва,labud
207,Fisch::N,ччугӏа,riba
208,Barsch::N,окунь,grgeč
209,Hecht::N,щука,štuka
210,Schlange[Tier]::N,борохь,guja
211,Schlange[Tier]::N,борохь,zmija
212,Wurm::N,хӏапара,crv
213,Spinne::N,хъанхъра,pauk
214,Ameise::N,цӏунцӏра,mrav
215,Laus::N,нацӏ,uš
216,Mücke::N,кӏкӏара,komarac
217,Fliege::N,тӏутӏ,muha
218,Schmetterling::N,кӏалкӏучӏ,leptir
219,Apfel::N,гӏеч,jabuka
220,Pilz::N,гӏурдахӏан,pečurka
221,Zwiebel::N,кӏочӏопер,luk
222,Zwiebel::N,кӏочӏопер,kapula
223,Saat::N,хьон,sjemenje
224,Korn::N,мугь,zrno
225,Heu::N,хер,sijeno
226,Schale::N,хъал,kora
227,Schale::N,хъал,ljuska
228,Grube::N,гвенд,jama
229,Falle::N,къор,zamka
230,Falle::N,къор,klopka
231,Falle::N,къотен,zamka
232,Falle::N,къотен,klopka
233,Schlinge::N,кӏичӏ,uzao
234,Schlinge::N,кӏичӏ,petlja
235,Spur::N,лъалкӏ,trag
236,Spur::N,лъалкӏ,slijed
237,Asche::N,рахъу,pepeo
238,Dreck::N,гъиз,blato
239,Dreck::N,хӏарщ,blato
240,Eisen::N,махх,željezo
241,Gold::N,месед,zlato
242,Silber::N,гӏарац,srebro
243,Kohle::N,тӏурччи,ugalj
244,Kohle::N,тӏурччи,ugljen
245,Glas::N,цӏер,staklo
246,Lehm::N,хӏатӏ,glina
247,Lehm::N,хӏатӏ,ilovača
248,Sand::N,сали,pijesak
249,Mensch::N,чи,čovjek
250,Mann::N,бихьинчи,muškarac
251,Frau::N,гӏадан,žena
252,Kind::N,лъимер,čedo
253,Kind::N,лъимер,dijete
254,Junge::N,вас,momče
255,Junge::N,вас,dječak
256,Mädchen::N,яс,djevojka
257,Mädchen::N,яс,djevojčica
258,Familie::N,хъизан,obitelj
259,Familie::N,хъизан,porodica
260,Großvater::N,кӏудада,djed
261,Großmutter::N,кӏодо,baka
262,Eltern::N,эбел-эмен,roditelji
263,Vater::N,эмен,otac
264,Mutter::N,эбел,majka
265,Sohn::N,вас,sin
266,Tochter::N,яс,kći
267,Tochter::N,яс,kćerka
268,Bruder::N,вац,brat
269,Schwester::N,яц,sestra
270,Onkel::N,даци,čika
271,Onkel::N,даци,ujak
272,Tante::N,ада,ujna
273,Tante::N,ада,tetka
274,Ehemann::N,рос,muž
275,Ehemann::N,рос,suprug
276,Ehefrau::N,чӏужу,žena
277,Ehefrau::N,чӏужу,supruga
278,Freude::N,ракӏбохи,radost
279,Gelächter::N,релъи,grohot
280,Glück::N,талихӏ,sreća
281,Glück::N,талихӏ-рохел,sreća
282,Kummer::N,хӏалкъай,jad
283,Kummer::N,хӏалкъай,briga
284,Wunsch::N,къасд,želja
285,Lust::N,гъира,volja
286,Geist::N,чӏанкӏ,duh
287,Geist::N,рухӏ-жан,duh
288,Gedanke::N,пикру,misao
289,Verstand::N,лумалъи,um
290,Verstand::N,лумалъи,razum
291,Verstand::N,цӏодорлъи,um
292,Verstand::N,цӏодорлъи,razum
293,Sinn::N,магӏна,smisao
294,Sinn::N,магӏна,značenje
295,Grund::N,багьана,razlog
296,Wahrheit::N,ритӏухълъи,istina
297,Gespräch::N,накъит,razgovor
298,Märchen::N,маргьа,bajka
299,Erzählung::N,къиса,priča
300,Erzählung::N,къиса,pripovijest
301,Nachricht::N,хабар,vijest
302,Neuigkeit::N,хабар-гӏазаб,novost
303,Name::N,цӏар,ime
304,Rätsel::N,бицанкӏо,zagonetka
305,Rede::N,речь,govor
306,Rede::N,речь,besjeda
307,Rede::N,калам,govor
308,Rede::N,калам,besjeda
309,Sprache::N,мацӏ,jezik
310,Stimme::N,гьаракь,glas
311,Wort::N,рагӏи,riječ
312,Zeichen::N,ишара,znak
313,Zeichen::N,гӏаламат,znak
314,Ruf::N,ахӏи,povik
315,Ruf::N,ахӏи,poklik
316,Lärm::N,хъуй,buka
317,Lärm::N,хъуй,galama
318,Lärm::N,хъуди,buka
319,Lärm::N,хъуди,galama
320,Laut::N,гьаракь,zvuk
321,Laut::N,сас,zvuk
322,Lied::N,кечӏ,pjesma
323,Ruhe::N,рахӏат,tišina
324,Ruhe::N,рахӏат,počinak
325,Leute::N,гӏадамал,ljudi
326,Volk::N,халкъ,puk
327,Volk::N,халкъ,narod
328,Arbeit::N,хӏалтӏи,rad
329,Arbeit::N,хӏалтӏи,posao
330,Gast::N,гьобол,gost
331,Geschenk::N,сайигъат,dar
332,Geschenk::N,сайигъат,poklon
333,Spiel::N,хӏай,igra
334,Spiel::N,расанди,igra
335,Gesellschaft::N,жамагӏат,društvo
336,Gesellschaft::N,жамагӏат,kompanija
337,Hilfe::N,кумек,pomoć
338,Freund::N,гьудул,prijatelj
339,Kamerad::N,гьалмагъ,drug
340,Kamerad::N,гьалмагъ,drugar
341,Angelegenheit::N,къваригӏел,posao
342,Anzahl::N,рикӏкӏен,broj
343,Anzahl::N,рикӏкӏен,brojnost
344,Art::N,жинс,vid
345,Art::N,жинс,vrst
346,Stück::N,кесек,komad
347,Teil::N,пай,dio
348,Hälfte::N,бащдаб,polovina
349,Kreis::N,гор,krug
350,Kreuz::N,хъанч,križ
351,Linie::N,мухъ,crta
352,Strich::N,хӏучч,crta
353,Abstand::N,манзил,razmak
354,Abstand::N,манзил,odstojanje
355,Entfernung::N,манзил,udaljenost
356,Gegend::N,рахъ,kraj
357,Gegend::N,рахъ,predeo
358,Platz::N,бакӏ,mjesto
359,Ort::N,бакӏ,mjesto
360,Seite::N,рахъ,bok
361,Seite::N,рахъ,strana
362,Mitte::N,бакьулъбакӏ,sredina
363,Gegenstand::N,жо,predmet
364,Sache::N,жо,posao
365,Rand::N,мицӏир,rub
366,Rand::N,мицӏир,kraj
367,Kante::N,рагӏал,brid
368,Kante::N,рагӏал,ivica
369,Kante::N,рагӏа-ракьан,brid
370,Kante::N,рагӏа-ракьан,ivica
371,Ecke::N,цили,ugao
372,Spitze::N,тӏогь,vrh
373,Spitze::N,тӏогь,šiljak
374,Ende::N,кӏал,konac
375,Loch::N,каратӏ,rupa
376,Muster::N,накъиш,uzor
377,Größe::N,кӏодо́лъи,veličina
378,Länge::N,халалъи,duljina
379,Höhe::N,борхалъи,visina
380,Gewicht::N,бакӏлъи,težina
381,Haufen::N,гъуни,hrpa
382,Haufen::N,гъуни,gomila
383,Reihe::N,ирга́,red
384,Boot::N,раса,čun
385,Boot::N,раса,čamac
386,Ruder::N,раххан,veslo
387,Schlitten::N,чанагъ,saone
388,Ski::N,лыжаби,ski
389,Ski::N,лыжаби,smučka
390,Lagerfeuer::N,цӏа,logorska vatra
391,Last::N,бакӏлъи,tovar
392,Gang::N,хьвади,hod
393,Gang::N,хьвада-чӏвади,hod
394,Schritt::N,гали,korak
395,Norden::N,шимал,sjever
396,Süden::N,юг,jug
397,Süden::N,къибла,jug
398,Westen::N,гъарб,zapad
399,Westen::N,магъриб,zapad
400,Osten::N,шаркъ,istok
401,Osten::N,машрикъ,istok
402,Holz::N,цӏул,drvo
403,Brett::N,хъарщи,daska
404,Platte::N,къоно,ploča
405,Stange::N,гӏер,motka
406,Stock::N,тӏил,štap
407,Stock::N,тӏил,palica
408,Stab::N,гӏер,štap
409,Stab::N,гӏер,šipka
410,Rohr::N,турба,cijev
411,Haus::N,ригь,kuća
412,Haus::N,рукъзал,kuća
413,Heim::N,рукъ,dom
414,Ofen::N,печь,peć
415,Fußboden::N,чӏабар,pod
416,Tisch::N,стол,stol
417,Tisch::N,стол,trpeza
418,Stuhl::N,бакӏу,stolac
419,Stuhl::N,бакӏу,stolica
420,Wiege::N,кини,kolijevka
421,Bett::N,кровать,krevet
422,Bett::N,кровать,postelja
423,Regal::N,хъарщи,polica
424,Kiste::N,ящик,sanduk
425,Kiste::N,тӏалагъуд,sanduk
426,Fenster::N,гордо,prozor
427,Tür::N,нуцӏа,vrata
428,Tor::N,каву,vrata
429,Tor::N,каву,kapija
430,Zaun::N,раци,plot
431,Zaun::N,раци,ograda
432,Dach::N,тӏох,krov
433,Leiter::N,мали,ljestve
434,Leiter::N,мали,ljestvice
435,Besen::N,жул,metla
436,Spaten::N,бел,ašov
437,Schaufel::N,раххан,lopata
438,Gabel::N,гӏучӏ,viljuška
439,Löffel::N,гъуд,žlica
440,Messer::N,нус,nož
441,Nagel::N,магӏ,čavao
442,Netz::N,гьин,mreža
443,Haken::N,гъанцӏа,kuka
444,Griff::N,гӏоркь,držak
445,Griff::N,гӏоркь,ručica
446,Schloss::N,кӏулал,brava
447,Bild::N,сурат,slika
448,Puppe::N,нани,lutka
449,Beutel::N,таргьа,kesa
450,Bündel::N,къай,snop
451,Bündel::N,къай,svežanj
452,Tasche::N,сумка,torba
453,Tasche::N,сумка,taška
454,Tasche::N,къвачӏа,torba
455,Tasche::N,къвачӏа,taška
456,Eimer::N,ведро,kabao
457,Deckel::N,тӏалъел,poklopac
458,Deckel::N,дадитӏалъел,poklopac
459,Geschirr::N,цӏарагӏ,suđe
460,Geschirr::N,цӏарагӏ,posuđe
461,Sack::N,хъап,džak
462,Sack::N,хъап,vreća
463,Sack::N,къандалъо,džak
464,Sack::N,къандалъо,vreća
465,Tasse::N,чашка,šalica
466,Topf::N,хьаг,lonac
467,Kessel::N,хьаг,kazan
468,Kessel::N,гереги,kazan
469,Essen::N,тӏагӏам,obrok
470,Nahrung::N,квен,hrana
471,Speise::N,квен,jelo
472,Fleisch::N,гьан,meso
473,Getreide::N,бугӏа-ролъ,žito
474,Getreide::N,бугӏа-ролъ,žitarice
475,Getreide::N,могьолабл_культураби,žito
476,Getreide::N,могьолабл_культураби,žitarice
477,Brei::N,карщ,kaša
478,Brot::N,чед,kruh
479,Scheibe::N,мочӏу,kriška
480,Fett::N,беэнлъи,mast
481,Fett::N,беэнлъи,salo
482,Butter::N,нах,buter
483,Butter::N,нах,maslac
484,Öl::N,нах,ulje
485,Salz::N,цӏам,sol
486,Suppe::N,чурпа,supa
487,Honig::N,гьоцӏо,med
488,Milch::N,рахь,mlijeko
489,Tee::N,чай,čaj
490,Leder::N,тӏом,koža
491,Wolle::N,квас,vuna
492,Stoff::N,ххам,štof
493,Stoff::N,ххам,tkanina
494,Nadel::N,рокӏкӏен,igla
495,Faden::N,кун,nit
496,Faden::N,кун,konac
497,Knopf::N,маргъал,dugme
498,Knoten::N,гарацӏ,čvor
499,Knoten::N,гарацӏ,uzao
500,Farbe::N,релъен,farba
501,Kleidung::N,ретӏел,odjeća
502,Hemd::N,гурде,košulja
503,Kragen::N,габур,ovratnik
504,Ärmel::N,къвал,rukav
505,Hose::N,тӏажу,hlače
506,Gürtel::N,рачел,pas
507,Gürtel::N,рачел,pojas
508,Mütze::N,тӏагъур,kapa
509,Stiefel::N,этек,čizma
510,Stiefel::N,чакма,čizma
511,Ring::N,баргъич,prsten
512,Band::N,лента,vrpca
513,Kamm::N,гьоркьо,češalj
514,Spiegel::N,матӏу,zrcalo
515,Spiegel::N,матӏу,ogledalo
516,Riemen::N,рижу,kaiš
517,Riemen::N,рижу,remen
518,Decke::N,одея́ло,ćebe
519,Decke::N,одея́ло,pokrivač
520,Kissen::N,къандалъо,jastuk
521,Tuch::N,квархьи,rubac
522,Tuch::N,квархьи,marama
523,Handtuch::N,беркӏалрацӏцӏ,ručnik
524,Kraft::N,гуч,snaga
525,Kraft::N,къуват,snaga
526,Stärke::N,хӏалкӏвей,jakost
527,Gesundheit::N,сахлъи́,zdravlje
528,Krankheit::N,унти,bolest
529,Krankheit::N,щокълъи,bolest
530,Schmerz::N,унти,bol
531,Wunde::N,ругъун,rana
532,Fieber::N,цӏа-кан,groznica
533,Arznei::N,дару,lijek
534,Brücke::N,кьо,most
535,Brücke::N,кьо,ćuprija
536,Brunnen::N,гъуй,bunar
537,Brunnen::N,гъуй,zdenac
538,Weide::N,рицӏцӏ,paša
539,Weide::N,рицӏцӏ,pašnjak
540,Weide::N,лъичӏирма,paša
541,Weide::N,лъичӏирма,pašnjak
542,Weide::N,гӏурдаллъи,paša
543,Weide::N,гӏурдаллъи,pašnjak
544,Weide::N,ри́цӏигъветӏ,paša
545,Weide::N,ри́цӏигъветӏ,pašnjak
546,Weide::N,рицӏцӏигъветӏ,paša
547,Weide::N,рицӏцӏигъветӏ,pašnjak
548,Pfad::N,сухъмахъ,staza
549,Weg::N,нух,put
550,Straße::N,нух,drum
551,Straße::N,нух,cesta
552,Dorf::N,росу,selo
553,Stadt::N,шагьар,grad
554,Stadt::N,шагьар,varoš
555,Brief::N,кагъат,list
556,Brief::N,кагъат,pismo
557,Brief::N,рисалат,list
558,Brief::N,рисалат,pismo
559,Buch::N,тӏехь,knjiga
560,Buchstabe::N,хӏарп,slovo
561,Zeitung::N,газет,novine
562,Leben::N,яшав,život
563,Tod::N,хвел,smrt
564,Grab::N,хоб,raka
565,Kirche::N,килиса,crkva
566,Sünde::N,хӏакъ,grijeh
567,Sünde::N,мунагь,grijeh
568,Gott::N,бичас,bog
569,Gott::N,аллагь,bog
570,Arbeiter::N,хӏалтӏухъан,radnik
571,Chef::N,хӏаким,šef
572,Chef::N,начальник,šef
573,Meister::N,устар,majstor
574,Meister::N,мастер,majstor
575,Meister::N,махщалилав,majstor
576,Arzt::N,жайрахӏ,liječnik
577,Lehrer::N,мугӏалим,učitelj
578,Geld::N,гӏарац,novac
579,Laden::N,тукен,dućan
580,Preis::N,багьа,cijena
581,Ware::N,къайи,roba
582,Nutzen::N,мунпагӏат,korist
583,Reichtum::N,бечелъи,bogatstvo
584,Welt::N,дуниял,svijet
585,Land::N,улка,zemlja
586,Land::N,икълим,zemlja
587,Staat::N,пачалихъ,država
588,König::N,пача,kralj
589,König::N,малик,kralj
590,König::N,къирал,kralj
591,König::N,падишагь,kralj
592,Macht::N,кверщел,moć
593,Macht::N,кверщел,vlast
594,Grenze::N,гӏорхъи,granica
595,Krieg::N,рагъ,rat
596,Feind::N,тушман,neprijatelj
597,Gewalt::N,зулму,sila
598,Gewalt::N,зулму,nasilje
599,Kampf::N,къеркьей,boj
600,Kampf::N,къеркьей,borba
601,Bogen[Waffe]::N,газаргъо,luk
602,Pfeil::N,чӏор,strijela
603,Gewehr::N,туманкӏ,puška
604,Fehler::N,гъалатӏ,pogreška
605,Fehler::N,гъалатӏ,griješka
606,Lüge::N,гьереси,laž
607,Schaden::N,зиян,šteta
608,Schaden::N,зарал,šteta
609,Unglück::N,балагь,nesreća
610,Schuld::N,гӏайиб,krivnja
611,Alter::N,гӏумру,dob
612,Schluss::N,ахир,kraj
613,Schluss::N,ахир,konac
614,Zeit::N,заман,doba
615,Zeit::N,заман,vrijeme
616,Tag::N,къо,dan
617,Morgen::N,радалмех,jutro
618,Mittag::N,къадемех,podne
619,Abend::N,релъедамех,veče
620,Abend::N,релъедамех,večer
621,Nacht::N,сордо,noć
622,Woche::N,анкь,sedmica
623,Monat::N,моцӏ,mjesec
624,Jahr::N,сон,godina
625,Jahr::N,лъагӏел,godina
626,Frühling::N,их,proljeće
627,Sommer::N,рии,ljeto
628,Herbst::N,хасалихълъи,jesen
629,Winter::N,кьин,zima
630,Januar::N,январь,januar
631,Januar::N,январь,siječanj
632,Februar::N,февра́ль,veljača
633,Februar::N,февра́ль,februar
634,März::N,март,mart
635,März::N,март,ožujak
636,April::N,апрель,april
637,April::N,апрель,travanj
638,Mai::N,май,maj
639,Mai::N,май,svibanj
640,Juni::N,июнь,juni
641,Juni::N,июнь,lipanj
642,Juli::N,июль,juli
643,Juli::N,июль,srpanj
644,August::N,август,august
645,August::N,август,kolovoz
646,September::N,сентябрь,rujan
647,September::N,сентябрь,septembar
648,Oktober::N,октябрь,oktobar
649,Oktober::N,октябрь,listopad
650,November::N,ноябрь,studeni
651,November::N,ноябрь,novembar
652,Dezember::N,декабрь,prosinac
653,Montag::N,итни,ponedjeljak
654,Montag::N,итни,ponedjeljnik
655,Dienstag::N,талат,utorak
656,Dienstag::N,талат,utornik
657,Mittwoch::N,арбагӏ,srijeda
658,Donnerstag::N,хамиз,četvrtak
659,Freitag::N,рузман,petak
660,Samstag::N,щамат,subota
661,Sonntag::N,гьатӏан,nedjelja
662,groß::A,кӏудияб,velik
663,klein::A,гьитӏинаб,mali
664,klein::A,гьитӏинаб,malen
665,lang::A,халатаб,dug
666,lang::A,халатаб,dugačak
667,kurz::A,къокъаб,kratak
668,breit::A,гӏебаб,širok
669,schmal::A,къваридаб,uski
670,schmal::A,къваридаб,uzak
671,dicht::A,ризаб,gust
672,dick[Gegenstand]::A,бицатаб,debeo
673,dünn::A,тӏеренаб,tanak
674,fein::A,тӏеренаб,fin
675,fein::A,тӏеренаб,tanak
676,fest::A,къвакӏараб,čvrst
677,flach::A,чӏепараб,ravan
678,flach::A,чӏепараб,plosnat
679,glatt::A,цӏвакараб,gladak
680,hart::A,кьварараб,tvrd
681,weich::A,тамахаб,mek
682,weich::A,тамахаб,mekan
683,rund::A,гургинаб,okrugao
684,spitz::A,бегӏераб,oštar
685,spitz::A,бегӏераб,šiljast
686,scharf::A,рекӏараб,oštar
687,scharf::A,рекӏараб,bridak
688,stumpf::A,тӏехӏараб,tup
689,stumpf::A,рекӏинчӏеб,tup
690,schwer::A,бакӏаб,težak
691,schön::A,берцинаб,krasan
692,heiß::A,лагьараб,vruć
693,warm::A,хинаб,topao
694,kalt::A,квачараб,hladan
695,kühl::A,квачараб,hladan
696,frisch::A,цӏияб,svjež
697,feucht::A,рагьараб,vlažan
698,nass::A,би́ччараб,mokar
699,trocken::A,бакъвараб,suh
700,leer::A,чӏобогояб,prazan
701,offen::A,рагьараб,otvoren
702,geschlossen::A,рахараб-къараб,zatvoren
703,sauber::A,бацӏцӏадаб,čist
704,schmutzig::A,гъизараб,nečist
705,schmutzig::A,гъизараб,blatan
706,roh::A,хамаб,sirov
707,roh::A,гӏатӏгояб,sirov
708,reif::A,барщараб,zreo
709,lecker::A,тӏагӏамаб,tečan
710,lecker::A,тӏагӏамаб,ukusan
711,süß::A,гьуинаб,sladak
712,bitter::A,кьогӏаб,gorak
713,sauer::A,цӏекӏаб,kiseo
714,hell::A,канаб,vedar
715,hell::A,канаб,svijetao
716,dunkel::A,бецӏаб,taman
717,schwarz::A,чӏегӏераб,crn
718,weiß::A,хъахӏаб,bio
719,weiß::A,хъахӏаб,bijel
720,rot::A,багӏараб,crven
721,gelb::A,гӏобилаб,žut
722,gelb::A,тӏогьилаб,žut
723,blau::A,хъахӏилаб,plav
724,blau::A,хъахӏилаб,modar
725,grün::A,гӏурччинаб,zelen
726,grau::A,накӏкӏуяб,siv
727,bunt::A,къвекӏаб,šaren
728,bunt::A,чара-гъараб,šaren
729,billig::A,учузаб,jeftin
730,teuer::A,хири́яб,skup
731,wertvoll::A,къиматаб,vrijedan
732,wertvoll::A,къиматаб,dragocjen
733,blind::A,беццаб,slijep
734,taub::A,гъугъаб,gluh
735,kräftig::A,гучаб,snažan
736,stark::A,къуватаб,jak
737,stark::A,къуватаб,snažan
738,schwach::A,гӏажизаб,slab
739,fett::A,кьарияб,pretio
740,schlank::A,чергесаб,vitak
741,hübsch::A,гьайбатаб,zgodan
742,böse::A,ракӏквешаб,zao
743,böse::A,ракӏквешаб,opak
744,dumm::A,гьагаб,glup
745,dumm::A,гӏантаб,glup
746,faul::A,кӏохӏалаб,lijen
747,faul::A,кӏухӏа́лаб,lijen
748,fleißig::A,хӏаракатаб,radin
749,fleißig::A,хӏаракатаб,marljiv
750,geizig::A,къарумаб,škrt
751,klug::A,лумияб,razborit
752,geschickt::A,махщел бугев,vješt
753,lieb::A,гӏазизаб,drag
754,lustig::A,кепаб,veseo
755,sanft::A,хӏалимаб,blag
756,sanft::A,хӏере́наб,blag
757,hungrig::A,бакъараб,gladan
758,krank::A,щокъаб,bolestan
759,krank::A,унтараб,bolestan
760,nackt::A,гӏицӏаб,nag
761,nackt::A,чӏанкӏараб,nag
762,traurig::A,пашманаб,tužan
763,traurig::A,пашманаб,žalostan
764,lebendig::A,чӏагояб,živ
765,gut::A,лъикӏаб,dobar
766,schlecht::A,къадараб,loš
