,Concept_ID,ba,el
695,bekannt::A,таныш,γνωστός
696,berühmt::A,атаҡлы,περίφημος
697,berühmt::A,атаҡлы,ξακουσμένος
698,berühmt::A,данлыҡлы,περίφημος
699,berühmt::A,данлыҡлы,ξακουσμένος
700,fremd::A,ят,ξένος
701,fremd::A,сит,ξένος
702,verschieden::A,төрлө,διαφορετικός
703,nah::A,яҡын,κοντινός
704,fern::A,алыҫ,μακριά
705,fern::A,йыраҡ,μακριά
706,linker::A,һул,αριστερός
707,rechter::A,уң,δεξιός
708,anderer::A,бутән,άλλος
709,erster::A,тәүге,πρώτος
710,zweiter::A,икенсе,δεύτερος
711,dritter::A,өсөнсө,τρίτος
712,letzter::A,һуңғы,τελευταίος
713,allein::ADV,бер үҙе,μόνος
714,allein::ADV,яңғыҙ,μόνος
715,auf einmal::ADV,бер юлы,εφάπαξ
716,zusammen::ADV,бергә,μαζί
717,lange::ADV,оҙаҡ,πολύν καιρό
718,plötzlich::ADV,ҡапыл,έξαφνα
719,sofort::ADV,шунда уҡ,αμέσως
720,später::ADV,һуңыраҡ,αργότερα
721,jetzt::ADV,хәҙер,τώρα
722,heute::ADV,бөгөн,σήμερα
723,morgen::ADV,иртәгә,αύριο
724,bald::ADV,тиҙҙән,σε λίγο
725,bald::ADV,тиҙҙән,εντός ολίγου
726,dann::ADV,һуңынан,ύστερα
727,gestern::ADV,кисә,χτες
728,einst::ADV,ҡасандыр,ποτέ
729,einst::ADV,ҡасандыр,άλλοτε
730,einst::ADV,бер баҡыт,ποτέ
731,einst::ADV,бер баҡыт,άλλοτε
732,damals::ADV,ул саҡта,τότε
733,danach::ADV,һуңынан,μετά
734,danach::ADV,һуңынан,ύστερα
735,vorher::ADV,элек,πριν
736,vorher::ADV,элек,προηγουμένως
737,zuerst::ADV,башта,πρώτα
738,einmal::ADV,бер,μία φορά
739,manchmal::ADV,ҡайһы берҙә,κάποτε
740,oft::ADV,йыш,συχνά
741,oft::ADV,йыш,πολλές φορές
742,immer::ADV,һәр ҡасан,πάντα
743,immer::ADV,һәр ҡасан,πάντοτε
744,niemals::ADV,бер ҡасан да,ποτέ
745,niemals::ADV,бер ваҡытта ла,ποτέ
746,hier::ADV,бында,εδώ
747,hierhin::ADV,бында,εδώ
748,von hier::ADV,бынан,από δω
749,von hier::ADV,ошонан,από δω
750,dort::ADV,шунда,εκεί
751,dort::ADV,тегендә,εκεί
752,dorthin::ADV,шунда,προς τα κει
753,dorthin::ADV,тегеләй,προς τα κει
754,geradeaus::ADV,тура,κατευθείαν
755,vorwärts::ADV,алға,εμπρός
756,rückwärts::ADV,кирегә,πίσω
757,zurück::ADV,кирегә,πίσω
758,unten::ADV,түбәндә,κάτω
759,hinab::ADV,түбәнгә,προς τα κάτω
760,oben::ADV,юғарыла,πάνω
761,oben::ADV,юғарыла,επάνω
762,hinauf::ADV,юғарыға,προς τα πάνω
763,überall::ADV,бөтә урында,παντού
764,nicht::ADV,тугел,δεν
765,ein wenig::ADV,аҙ,λιγάκι
766,kaum::ADV,көскә,μόλις
767,kaum::ADV,саҡ-саҡ,μόλις
768,sehr::ADV,ифат,πολύ
769,so::ADV,шулай,έτσι
770,noch::ADV,йәнә,ακόμα
771,nur::ADV,бары,μόνο
772,schon::ADV,инде,ήδη
773,schon::ADV,инде,κιόλας
774,wieder::ADV,тағы,ξανά
775,vergebens::ADV,бушҡа,μάταια
776,vor::PRP,алдында,μπροστά σε
777,vor::PRP,алдында,μπροστά από
778,hinter::PRP,артында,πίσω από 
779,unter::PRP,аҫтында,υπό
780,unter::PRP,аҫтында,κάτω από
781,durch::PRP,үтә,διά
782,durch::PRP,үтә,διά μέσου
783,neben::PRP,эргәһендә,δίπλα σε
784,zwischen::PRP,араһында,μεταξύ
785,zwischen::PRP,араһында,ανάμεσα σε
786,wegen::PRP,өсөн,για
787,wegen::PRP,өсөн,λόγω
788,wegen::PRP,сәбәпле,για
789,wegen::PRP,сәбәпле,λόγω
790,dies::PRN,был,αυτό
791,dies::PRN,ошо,αυτό
792,das::PRN,ул,το
793,alles::PRN,бөтә,όλα
794,ich::PRN,мин,εγώ
795,du::PRN,һин,σύ
796,du::PRN,һин,εσύ
797,er::PRN,ул,αυτός
798,wir::PRN,беҙ,εμείς
799,ihr::PRN,һеҙ,εσείς
800,sie::PRN,улар,αυτοί
801,was::FPRN,ә,τι
802,was::FPRN,ни,τι
803,was::FPRN,нәмә,τι
804,wer::FPRN,ҡем,ποιος
805,wo::FADV,ҡайҙа,πού
806,wohin::FADV,ҡайҙа,πού
807,wohin::FADV,ҡайҙа,για πού
808,wie::FADV,инидәй,πώς
809,warum::FADV,ин өсөн,γιατί
810,wieviel::FNUM,күпме,πόσος
811,eins::NUM,бер,ένα
812,zwei::NUM,ике,δύο
813,zwei::NUM,икәү,δύο
814,drei::NUM,өс,τρία
815,drei::NUM,өс,τρεις
816,vier::NUM,дүрт,τέσσερα
817,vier::NUM,дүрт,τέσσερις
818,fünf::NUM,биш,πέντε
819,sechs::NUM,алты,έξι
820,sieben::NUM,ете,εφτά
821,acht::NUM,һигеҙ,οχτώ
822,neun::NUM,туғыҙ,εννιά
823,zehn::NUM,ун,δέκα
824,elf::NUM,ун бер,έντεκα
825,zwölf::NUM,ун ике,δώδεκα
826,zwanzig::NUM,егерме,είκοσι
827,dreißig::NUM,утыҙ,τριάντα
828,vierzig::NUM,ҡырҡ,σαράντα
829,fünfzig::NUM,илле,πενήντα
830,sechzig::NUM,алтмыш,εξήντα
831,siebzig::NUM,етмеш,εβδομήντα
832,achtzig::NUM,һикһән,ογδόντα
833,neunzig::NUM,туҡһан,ενενήντα
834,hundert::NUM,йөҙ,εκατό
835,tausend::NUM,мең,χίλιοι
836,und::CNJ,да,και
837,oder::CNJ,йәки,ή
838,stehen::V,тороу,στέκομαι
839,stehen::V,тороу,είμαι όρθιος
840,sitzen::V,ултырыу,κάθομαι
841,liegen::V,ятыу,είμαι ξαπλωμένος
842,hängen::V,аҫылынып тороу,κρέμομαι
843,werden::V,булыу,γίνομαι
844,passieren::V,булыу,συμβαίνω
845,beginnen::V,башлау,αρχίζω
846,enden::V,бөтөү,τελειώνω
847,enden::V,тамамланыү,τελειώνω
848,wechseln::V,үҙгәреү,αλλάζω
849,aufgehen[Sonne]::V,ҡалҡыу,βγαίνω
850,aufgehen[Sonne]::V,ҡалҡыу,ανατέλλω
851,untergehen[Sonne]::V,байыу,δύω
852,untergehen[Sonne]::V,байыу,βασιλεύω
853,scheinen[Sonne]::V,яҡтыртып тороу,λάμπω
854,donnern::V,күкрәү,βροντώ
855,wehen::V,иҫеү,φυσώ
856,strömen::V,ташыу,ρέω
857,strömen::V,ташыу,τρέχω
858,fließen::V,ағыу,ρέω
859,sich drehen::V,әйләнеү,γυρίζω
860,sich drehen::V,әйләнеү,στρέφομαι
861,schwanken::V,тирбәлеү,ταλαντεύομαι
862,schwingen::V,бәүетеү,αιωρούμαι
863,schwingen::V,бәүетеү,ταλαντεύομαι
864,fallen::V,йығылыу,πέφτω
865,brennen::V,яныу,καίω
866,rauchen::V,төтәү,καπνίζω
867,regnen::V,ямғыр яуа,βρέχω
868,gefrieren::V,туңыү,παγώνω
869,tauen::V,иреү,λειώνω
870,schmelzen::V,иреү,λειώνω
871,trocknen::V,кибеү,στεγνώνω
872,sieden::V,ҡайнау,βράζω
873,faulen::V,сереу,σαπίζω
874,verfaulen::V,сереу,σαπίζω
875,reißen::V,өҙөү,σχίζω
876,reißen::V,йыртылыу,σχίζω
877,versinken::V,батыу,βουλιάζω
878,versinken::V,батыу,βυθίζομαι
879,vergehen::V,үтеү,περνώ
880,erscheinen::V,килеп сығыу,εμφανίζομαι
881,verschwinden::V,юғалыу,χάνομαι
882,verschwinden::V,юғалыу,εξαφανίζομαι
883,sinken::V,түбәнәйеү,κατεβαίνω
884,abnehmen::V,кәметеү,μειώνομαι 
885,zunehmen::V,артыу,αυξάνω
886,zunehmen::V,артыу,μεγαλώνω
887,steigen::V,күтәрелеү,ανεβαίνω
888,wachsen::V,үҫеү,μεγαλώνω
889,glänzen::V,ялтырау,γυαλίζω
890,funkeln::V,баҙлау,αστράφτω
891,funkeln::V,баҙлау,σπιθοβολώ
892,lärmen::V,шаулау,θορυβώ
893,läuten::V,ҡағыу,χτυπώ 
894,klingeln::V,ҡағыу,κουδουνίζω
895,klingeln::V,шылтыратыу,κουδουνίζω
896,klirren::V,шылтыратыу,κουδουνίζω
897,brausen::V,ҡотороноу,βουΐζω
898,rauschen::V,шыптырлау,βουΐζω
899,klingen::V,яңғырау,ηχώ
900,bellen::V,өрөү,γαυγίζω
901,heulen::V,олоу,ουρλιάζω
902,blasen::V,өрөү,φυσώ
903,pfeifen::V,һызғырып ебәреү,σφυρίζω
904,schreien::V,ҡысҡырыу,κραυγάζω
905,stöhnen::V,уңғырашыу,βογγώ
906,zittern::V,ҡалтырау,τρέμω
907,leben::V,йәшәү,ζω
908,geboren werden::V,тыуыу,γεννιέμαι
909,atmen::V,тын алыү,αναπνέω
910,trinken::V,эсеү,πίνω
911,essen::V,ашау,τρώω
912,schlucken::V,йотоу,καταπίνω
913,müde werden::V,арыу,κουράζομαι
914,einschlafen::V,йоҡлап китеү,αποκοιμιέμαι
915,schlafen::V,йоҡлау,κοιμάμαι
916,aufwachen::V,уяныу,ξυπνώ
917,aufstehen::V,тороу,σηκώνομαι
918,sich erholen::V,ял итеү,ξεκουράζομαι
919,krank werden::V,сирләү,αρρωσταίνω
920,krank sein::V,сирләү,ασθενώ
921,schmerzen::V,ауыртыу,πονώ
922,husten::V,йүтәлләү,βήχω
923,genesen::V,һауығыу,θεραπεύομαι
924,sterben::V,үлеү,πεθαίνω
925,umkommen::V,һәләк булыу,πεθαίνω
926,sich bewegen::V,хәрәкәт итеү,κουνιέμαι
927,sich rühren::V,ҡуҙғалыу,σαλεύω
928,sich erheben::V,тороу,επαναστατώ
929,sich setzen::V,ултырыу,κάθομαι
930,hinfallen::V,ҡолау,πέφτω κάτω
931,laufen::V,йөрөү,τρέχω
932,schreiten::V,атлау,βαδίζω
933,spazierengehen::V,ял итеп йороү,κάνω βόλτα
934,spazierengehen::V,ял итеп йороү,πηγαίνω περίπατο
935,eilen::V,ашығыу,σπεύδω
936,eilen::V,ҡабаланыу,σπεύδω
937,sich beeilen::V,ашығыу,βιάζομαι
938,sich beeilen::V,ҡабаланыу,βιάζομαι
939,sausen::V,елеү,τρέχω γρήγορα
940,rennen::V,йүгеп йөрөү,τρέχω
941,springen::V,һикереү,πηδώ
942,klettern::V,үрмәләү,σκαρφαλώνω
943,klettern::V,үрмәләп менеү,σκαρφαλώνω
944,schaukeln::V,сайҡалыу,κουνιέμαι
945,kriechen::V,шыуышыу,έρπω
946,kriechen::V,шыуышыу,σέρνομαι
947,schwimmen::V,йоҙөү,κολυμπώ
948,tauchen::V,сумыу,βουτώ
949,rudern::V,ишеү,κωπηλατώ
950,fahren::V,йөрөү,πηγαίνω
951,fliegen::V,осоу,πετώ
952,gehen::V,барыу,βαδίζω
953,gehen::V,барыу,πηγαίνω
954,weggehen::V,китеү,φεύγω
955,abfahren::V,сығыу,ξεκινώ
956,abfahren::V,сығыу,αναχωρώ
957,anhalten::V,тукталыу,σταματώ
958,hineingehen::V,инеү,μπαίνω
959,eintreten::V,инеү,μπαίνω
960,eintreten::V,инеү,εισέρχομαι
961,kommen::V,килеү,έρχομαι
962,ankommen::V,килеү,φτάνω
963,zurückkommen::V,ҡайтыу,επιστρέφω
964,bleiben::V,ҡалыу,μένω
965,warten::V,көтөп тороу,περιμένω
966,erwarten::V,көтөү,αναμένω
967,erwarten::V,көтөү,περιμένω
968,suchen::V,эҙләү,ψάχνω
969,finden::V,табыу,βρίσκω
970,versuchen::V,тырышып ҡарау,προσπαθώ
971,vorbereiten::V,әҙерләү,προετοιμάζω
972,lieben::V,яратыу,αγαπώ
973,mögen::V,һөйөү,μου αρέσει
974,mögen::V,яратыу,μου αρέσει
975,lachen::V,көлөү,γελώ
976,rühren::V,ҡағылыу,συγκινώ
977,weinen::V,илау,κλαίω
978,schimpfen::V,һүгенеү,βρίζω
979,schimpfen::V,тиргәнеү,βρίζω
980,schimpfen::V,һуҡраныу,βρίζω
981,sich ärgern::V,асыуланыу,θυμώνω
982,sich fürchten::V,ҡурҡыу,φοβάμαι
983,fürchten::V,ҡурҡыу,φοβάμαι
984,fliehen::V,ҡасыу,φεύγω
985,flüchten::V,ҡасыу,δραπετεύω
986,sehen::V,күреү,βλέπω
987,anschauen::V,ҡарау,κοιτάζω
988,ansehen::V,ҡарау,βλέπω
989,ansehen::V,тикшереү,βλέπω
990,hören::V,ишетеү,ακούω
991,zuhören::V,тыңлау,ακούω
992,probieren::V,татыу,δοκιμάζω
993,riechen::V,еҫкәү,μυρίζω
994,riechen::V,еҫкәү,οσφραίνομαι
995,fühlen::V,тойоу,αισθάνομαι
996,scheinen::V,кеүек күренеү,φαίνομαι
997,scheinen::V,тойолоу,φαίνομαι
998,zu sehen sein::V,күренеү,φαίνομαι
999,vernehmen::V,ишетеү,ακούω
1000,vernehmen::V,ишетеү,μαθαίνω
1001,frieren::V,туңыү,κρυώνω
1002,tun::V,яһау,κάνω
1003,tun::V,әшләү,κάνω
1004,können::V,алыу,ξέρω
1005,können::V,алыу,μπορώ
1006,können::V,мөмкин булыу,ξέρω
1007,können::V,мөмкин булыу,μπορώ
1008,wollen::V,теләү,θέλω
1009,anfangen::V,башлау,αρχίζω
1010,beenden::V,бөтөрөү,τελειώνω
1011,beenden::V,тамамлау,τελειώνω
1012,aufhören::V,туктау,παύω
1013,gelingen::V,уңышлы булыу,πετυχαίνω
1014,geraten::V,булып сығыу,γίνομαι
1015,öffnen::V,асыу,ανοίγω
1016,schließen::V,йомоу,κλείνω
1017,stellen::V,ҡуйыу,θέτω
1018,setzen::V,урынлаштырыу,θέτω
1019,legen::V,һалыу,θέτω
1020,berühren::V,тейеү,εγγίζω
1021,berühren::V,ҡағылыу,εγγίζω
1022,verbinden::V,ҡушыу,συνδέω
1023,verbinden::V,бәйләү,συνδέω
1024,bedecken::V,ҡаплау,σκεπάζω
1025,aufhängen::V,элеү,κρεμώ
1026,anzünden::V,тоҡандырыу,ανάβω
1027,aufheben::V,мендереү,σηκώνω
1028,zurücklassen::V,ҡалдырыу,εγκαταλείπω
1029,verlieren::V,юғалтыу,χάνω
1030,fallen lassen::V,төшөрөп ебәреү,αφήνω να πέσει
1031,machen::V,яһау,κάνω
1032,machen::V,яһау,φτιάχνω
1033,machen::V,эшләү,κάνω
1034,machen::V,эшләү,φτιάχνω
1035,herstellen::V,эшләп сығарыу,κατασκευάζω
1036,bauen::V,төҙөү,χτίζω
1037,bauen::V,төҙөү,οικοδομώ
1038,reparieren::V,төҙәтеү,επισκευάζω
1039,reparieren::V,төҙәтеү,επιδιορθώνω
1040,verbessern::V,яҡшыртыу,βελτιώνω
1041,verbessern::V,яҡшыртыу,καλυτερεύω
1042,ändern::V,үҙгәртеү,αλλάζω
1043,graben::V,ҡаҙыу,σκάβω
1044,beugen::V,бөгөү,λυγίζω
1045,biegen::V,бөгөү,κάμπτω
1046,drehen::V,өйрөлтөү,στρέφω
1047,drehen::V,әйләндереү,στρέφω
1048,wenden::V,әйләндереү,γυρίζω
1049,umdrehen::V,түңкәреү,γυρίζω
1050,heben::V,күтәреү,υψώνω
1051,heben::V,күтәреү,σηκώνω
1052,heben::V,мендереү,υψώνω
1053,heben::V,мендереү,σηκώνω
1054,hochheben::V,күтәреү,υψώνω
1055,hochheben::V,күтәреү,σηκώνω
1056,ergreifen::V,тотоп алыу,πιάνω
1057,ergreifen::V,тотоп алыу,αρπάζω
1058,halten::V,тотоу,βαστώ
1059,drücken::V,ҡыҫыу,πιέζω
1060,schieben::V,этеү,σπρώχνω
1061,schieben::V,төртөү,σπρώχνω
1062,kratzen::V,ҡырыу,γρατσουνίζω
1063,lecken::V,ялау,γλείφω
1064,beißen::V,тешләү,δαγκάνω
1065,abreißen::V,өҙөү,κόβω
1066,abreißen::V,өҙөү,σχίζω
1067,abschneiden::V,ҡырҡыу,αποκόπτω
1068,binden::V,бәйләү,δένω
1069,stecken::V,ҡаҙау,χώνω
1070,brechen::V,боҙоу,σπάζω
1071,klopfen::V,шаҡылдау,χτυπώ
1072,klopfen::V,шаҡылдау,τινάζω
1073,hauen::V,туҡмау,χτυπώ
1074,kleben::V,йәбештереү,κολλώ
1075,reiben::V,ыуыу,τρίβω
1076,reiben::V,ышҡыу,τρίβω
1077,streichen::V,яғыу,αλείφω
1078,schleifen::V,үткерләү,ακονίζω
1079,schneiden::V,ҡырҡыу,κόβω
1080,rütteln::V,һелкетеү,σείω
1081,rütteln::V,һелкетеү,τινάζω
1082,schütteln::V,һелкетеү,σείω
1083,schütteln::V,һелкетеү,κουνώ
1084,schwenken::V,болғау,κουνώ
1085,schütten::V,ҡойоу,χύνω
1086,füllen::V,тултырыу,γεμίζω
1087,einwickeln::V,төрөү,τυλίγω
1088,tragen::V,алып барыу,φέρνω
1089,schleppen::V,һөйрәү,κουβαλώ
1090,ziehen::V,тартыу,τραβώ
1091,aufbewahren::V,һаҡлау,φυλάω
1092,werfen::V,ырғытыу,ρίχνω
1093,fangen::V,тотоу,πιάνω
1094,packen::V,етеү,τσακώνω
1095,packen::V,тотоп алыу,τσακώνω
1096,verstecken::V,йәшереү,κρύβω
1097,teilen::V,бүлеү,μερίζω
1098,schicken::V,ебәреү,στέλνω
1099,bringen::V,килтереү,φέρνω
1100,hinzufügen::V,өтәү,προσθέτω
1101,bekommen::V,алыу,προσκομίζω
1102,erhalten::V,алыу,παίρνω
1103,erhalten::V,алыу,λαμβάνω
1104,nehmen::V,алыу,πιάνω
1105,nehmen::V,алыу,παίρνω
1106,wählen::V,һайлаү,εκλέγω
1107,auswählen::V,һайлап алыу,διαλέγω
1108,bewahren::V,һаҡлау,διατηρώ
1109,behindern::V,тотҡарлыҡ яһау,εμποδίζω
1110,verderben::V,боҙоу,χαλώ
1111,beschädigen::V,боҙоу,ζημιώνω
1112,zerbrechen::V,ҡыйратыу,σπάζω
1113,zerreißen::V,йыртыу,σχίζω
1114,zerstören::V,емереү,καταστρέφω
1115,verbrennen::V,үртәү,καίω
1116,geben::V,биреү,δίνω
1117,reichen::V,биреү,δίνω
1118,schenken::V,бүләк итеү,χαρίζω
1119,versprechen::V,вәғәҙә биреү,υπόσχομαι
1120,wünschen::V,теләу,εύχομαι
1121,loben::V,маҡтау,επαινώ
1122,küssen::V,үбеү,φιλώ
1123,wiegen::V,бәүетеү,κουνώ
1124,wiegen::V,бәүетеү,νανουρίζω
1125,wiegen::V,тирбәтеү,κουνώ
1126,wiegen::V,тирбәтеү,νανουρίζω
1127,zudecken::V,ҡаплау,σκεπάζω
1128,wecken::V,уятыу,ξυπνώ
1129,zeigen::V,күрһәтеү,δείχνω
1130,führen::V,етәкләү,οδηγώ
1131,lehren::V,уҡытыу,διδάσκω
1132,lehren::V,өйрәтеү,διδάσκω
1133,unterrichten::V,уҡытыу,διδάσκω
1134,aufziehen::V,тәрбиәле,ανατρέφω
1135,leiten::V,етәкләү,ηγούμαι
1136,leiten::V,етәкләү,διευθύνω
1137,leiten::V,етәкселек итеү,ηγούμαι
1138,leiten::V,етәкселек итеү,διευθύνω
1139,antreiben::V,ашыҡтырыу,σπρώχνω
1140,antreiben::V,ашыҡтырыу,παρακινώ
1141,lassen::V,мәжбүр итеү,αφήνω
1142,einladen::V,саҡырыу,προσκαλώ
1143,vereinigen::V,берләштереү,ενώνω
1144,besuchen::V,килеп сығыу,επισκέπτομαι
1145,treffen::V,тойоү,συναντώ
1146,treffen::V,осратыу,συναντώ
1147,treffen::V,ҡаршылау,συναντώ
1148,sich versammeln::V,йыйылыу,μαζεύομαι
1149,spielen::V,тартыу,παίζω
1150,singen::V,йырлау,τραγουδώ
1151,tanzen::V,бейеү,χορεύω
1152,sich trennen::V,айырылышыу,αποχωρίζομαι
1153,verlassen::V,ташлау,εγκαταλείπω
1154,verlassen::V,ташлап китеү,εγκαταλείπω
1155,retten::V,ҡотҡарыу,σώζω
1156,bewachen::V,һаҡлау,φρουρώ
1157,schützen::V,һаҡлау,προστατεύω
1158,verteidigen::V,яҡлау,υπερασπίζω
1159,sich schlagen::V,һуғышыу,χτυπιέμαι
1160,schießen::V,атыу,πυροβολώ
1161,siegen::V,еңеү,νικώ
1162,ärgern::V,асыуландырыу,τσαντίζω
1163,schlagen::V,бәреү,χτυπώ
1164,schlagen::V,туҡмау,χτυπώ
1165,treten::V,тибеү,κλοτσώ
1166,treten::V,типкеләү,κλοτσώ
1167,stechen::V,сәнсеү,τρυπώ
1168,stoßen::V,этеү,ωθώ
1169,stoßen::V,этеү,σπρώχνω
1170,stoßen::V,төртөү,ωθώ
1171,stoßen::V,төртөү,σπρώχνω
1172,stehlen::V,урлау,κλέβω
1173,stören::V,ҡамасаулау,διαταράσσω
1174,belästigen::V,бимазалау,ενοχλώ
1175,belästigen::V,ҡамасаулау,ενοχλώ
1176,verbergen::V,йәшереү,κρύβω
1177,täuschen::V,ултыртыу,παραπλανώ
1178,betrügen::V,алдау,απατώ
1179,töten::V,үлтереү,σκοτώνω
1180,töten::V,үлтереү,θανατώνω
1181,wohnen::V,йәшәү,μένω
1182,wohnen::V,йәшәү,κατοικώ
1183,arbeiten::V,эшләү,δουλεύω
1184,arbeiten::V,эшләү,εργάζομαι
1185,sammeln::V,йыйыу,μαζεύω
1186,sammeln::V,йыйыу,συλλέγω
1187,pflücken::V,өҙөү,κόβω
1188,jagen::V,аулау,κυνηγώ
1189,fischen::V,аулау,ψαρεύω
1190,fassen::V,тотоу,πιάνω
1191,hüten::V,көтөү,φυλάγω
1192,hüten::V,көтөү,προσέχω
1193,treiben::V,ҡыуыу,οδηγώ
1194,anbinden::V,бәйләү,δένω
1195,füttern::V,ашатыу,ταΐζω
1196,melken::V,һауыү,αρμέγω
1197,hacken::V,турау,κόβω
1198,hacken::V,тапау,κόβω
1199,gießen::V,ҡойоу,ποτίζω
1200,reifen::V,өлғөрөү,ωριμάζω
1201,zubereiten::V,бешереү,ετοιμάζω
1202,kochen::V,бешереү,βράζω
1203,backen::V,бешереү,ψήνω
1204,braten::V,ҡурыу,τηγανίζω
1205,umrühren::V,ҡатнаштырыу,ανακατεύω
1206,stricken::V,бәйләү,πλέκω
1207,nähen::V,тегеү,ράβω
1208,färben::V,буяу,βάφω
1209,färben::V,буяу,χρωματίζω
1210,reinigen::V,таҙартыу,καθαρίζω
1211,waschen::V,йыуыу,πλένω
1212,abwischen::V,һөртөү,σφουγγίζω
1213,spülen::V,сайҡау,ξεπλένω
1214,fegen::V,һепереү,σκουπίζω
1215,kehren::V,һепереү,σκουπίζω
1216,baden::V,һыу инеү,κάνω μπάνιο
1217,sich waschen::V,йыуыныу,πλένομαι
1218,ausziehen::V,сисеү,βγάζω
1219,anziehen::V,кейеү,φορώ
1220,sich anziehen::V,кейенеү,ντύνομαι
1221,kämmen::V,тарау,χτενίζω
1222,schmücken::V,биҙәү,στολίζω
1223,sagen::V,әйтеү,λέω
1224,sprechen::V,әйтеү,μιλώ
1225,sprechen::V,һөйләшеү,μιλώ
1226,reden::V,һөйләшеү,μιλώ
1227,reden::V,һөйләшеү,κουβεντιάζω
1228,sich unterhalten::V,әңгәмәләшеү,συνομιλώ
1229,sich unterhalten::V,әңгәмәләшеү,κουβεντιάζω
1230,fragen::V,һорау,ρωτώ
1231,bitten::V,үтенеү,ζητώ
1232,bitten::V,үтенеү,παρακαλώ
1233,erzählen::V,һөйләү,διηγούμαι
1234,mitteilen::V,әйтеү,πληροφορώ
1235,nennen::V,атау,ονομάζω
1236,nennen::V,исемләү,ονομάζω
1237,rufen::V,саҡырыу,φωνάζω
1238,prahlen::V,маҡтаныу,καυχιέμαι
1239,prahlen::V,шапырыныу,καυχιέμαι
1240,übersetzen::V,тәржемә итеү,μεταφράζω
1241,denken::V,уйлау,σκέφτομαι
1242,glauben::V,ышаныу,πιστεύω
1243,bemerken::V,күреү,παρατηρώ
1244,erkennen::V,таныу,αναγνωρίζω
1245,begreifen::V,аңлау,καταλαβαίνω
1246,verstehen::V,аңлау,ακούω
1247,lernen::V,өйрәнеү,μαθαίνω
1248,wissen::V,белеү,ξέρω
1249,sich erinnern an::V,хәтергә алыу,θυμάμαι
1250,vergessen::V,онотоу,ξεχνώ
1251,messen::V,үлсәү,μετρώ
1252,zählen::V,һанау,μετρώ
1253,rechnen::V,һанау,λογαριάζω
1254,lesen::V,уҡыу,διαβάζω
1255,malen::V,һүрәт яһау,ζωγραφίζω
1256,malen::V,рәсем төшөрөү,ζωγραφίζω
1257,zeichnen::V,һүрәт яһау,σχεδιάζω
1258,zeichnen::V,рәсем төшөрөү,σχεδιάζω
1259,schreiben::V,яҙыу,γράφω
1260,besitzen::V,биләү,κατέχω
1261,kaufen::V,һатып алыу,αγοράζω
1262,verkaufen::V,һатыу,πουλώ
1263,bezahlen::V,түләү,πληρώνω
1264,zahlen::V,түләү,πληρώνω
1265,beherrschen::V,биләү,κυριαρχώ
1266,ertragen::V,түҙеү,βαστώ
1267,ertragen::V,түҙеү,αντέχω
