,Concept_ID,he,de
277,Gegend::N,נוף,Gegend
278,Platz::N,שטח,Platz
279,Ort::N,אתר,Ort
280,Ort::N,מקום,Ort
281,Seite::N,צד,Seite
282,Mitte::N,אמצע,Mitte
283,Gegenstand::N,אוביקט,Gegenstand
284,Sache::N,דבר,Sache
285,Rand::N,פרור,Rand
286,Kante::N,קצה,Kante
287,Ecke::N,פנה,Ecke
288,Spitze::N,קצה,Spitze
289,Ende::N,סוף,Ende
290,Loch::N,חר,Loch
291,Winkel::N,פנה,Winkel
292,Muster::N,תבנית,Muster
293,Größe::N,גדל,Größe
294,Länge::N,ארך,Länge
295,Höhe::N,קומה,Höhe
296,Höhe::N,גבה,Höhe
297,Gewicht::N,משקל,Gewicht
298,Menge::N,כמות,Menge
299,Haufen::N,ערמה,Haufen
300,Reihe::N,רצף,Reihe
301,Boot::N,סירה,Boot
302,Ruder::N,משוט,Ruder
303,Schlitten::N,מזחלת,Schlitten
304,Ski::N,מגלשים,Ski
305,Lagerfeuer::N,מדורה,Lagerfeuer
306,Last::N,משא,Last
307,Gang::N,הליכה,Gang
308,Schritt::N,צעד,Schritt
309,Norden::N,צפון,Norden
310,Süden::N,דרום,Süden
311,Westen::N,מערב,Westen
312,Osten::N,מזרח,Osten
313,Holz::N,עץ,Holz
314,Brett::N,קרש,Brett
315,Platte::N,לוח,Platte
316,Stütze::N,משען,Stütze
317,Stange::N,מוט,Stange
318,Stock::N,מקל,Stock
319,Stab::N,מוט,Stab
320,Rohr::N,צנור,Rohr
321,Haus::N,בית,Haus
322,Heim::N,בית,Heim
323,Ofen::N,תנור,Ofen
324,Fußboden::N,רצפה,Fußboden
325,Tisch::N,שלחן,Tisch
326,Stuhl::N,כסא,Stuhl
327,Wiege::N,ערש,Wiege
328,Bett::N,מטה,Bett
329,Regal::N,מדף,Regal
330,Kiste::N,תבה,Kiste
331,Kiste::N,ארגז,Kiste
332,Fenster::N,חלון,Fenster
333,Tür::N,דלת,Tür
334,Tor::N,שער,Tor
335,Zaun::N,גדר,Zaun
336,Dach::N,גג,Dach
337,Leiter::N,סלם,Leiter
338,Besen::N,מטאטא,Besen
339,Spaten::N,את,Spaten
340,Schaufel::N,את,Schaufel
341,Gabel::N,מזלג,Gabel
342,Löffel::N,כף,Löffel
343,Messer::N,סכין,Messer
344,Nagel::N,מסמר,Nagel
345,Netz::N,רשת,Netz
346,Haken::N,וו,Haken
347,Haken::N,קרס,Haken
348,Griff::N,ידית,Griff
349,Schloss::N,מנעול,Schloss
350,Bild::N,תמונה,Bild
351,Figur::N,פסל,Figur
352,Puppe::N,בבה,Puppe
353,Beutel::N,שק,Beutel
354,Bündel::N,צרור,Bündel
355,Tasche::N,שקית,Tasche
356,Eimer::N,דלי,Eimer
357,Deckel::N,מכסה,Deckel
358,Geschirr::N,כלים,Geschirr
359,Sack::N,שק,Sack
360,Tasse::N,ספל,Tasse
361,Topf::N,סיר,Topf
362,Kessel::N,קנקן,Kessel
363,Essen::N,אכל,Essen
364,Essen::N,ארוחה,Essen
365,Nahrung::N,הזנה,Nahrung
366,Nahrung::N,תזונה,Nahrung
367,Speise::N,מאכל,Speise
368,Speise::N,ארוחה,Speise
369,Fleisch::N,בשר,Fleisch
370,Getreide::N,דגן,Getreide
371,Brei::N,מחית,Brei
372,Brot::N,לחם,Brot
373,Scheibe::N,עגול,Scheibe
374,Scheibe::N,פרוסה,Scheibe
375,Fett::N,שמן,Fett
376,Butter::N,חמאה,Butter
377,Öl::N,שמן,Öl
378,Salz::N,מלח,Salz
379,Suppe::N,מרק,Suppe
380,Honig::N,דבש,Honig
381,Milch::N,חלב,Milch
382,Tee::N,תה,Tee
383,Leder::N,עור,Leder
384,Wolle::N,צמר,Wolle
385,Stoff::N,בד,Stoff
386,Stoff::N,אריג,Stoff
387,Nadel::N,מחט,Nadel
388,Faden::N,חוט,Faden
389,Knopf::N,כפתור,Knopf
390,Knoten::N,קשר,Knoten
391,Farbe::N,צבע,Farbe
392,Kleidung::N,בגדים,Kleidung
393,Hemd::N,חלצה,Hemd
394,Kragen::N,צוארון,Kragen
395,Ärmel::N,שרוול,Ärmel
396,Hose::N,מכנסים,Hose
397,Gürtel::N,חגורה,Gürtel
398,Mütze::N,כובע,Mütze
399,Schuh::N,נעל,Schuh
400,Stiefel::N,מגף,Stiefel
401,Ring::N,טבעת,Ring
402,Band::N,סרט,Band
403,Kamm::N,מסרק,Kamm
404,Spiegel::N,מראה,Spiegel
405,Riemen::N,רצועה,Riemen
406,Schnur::N,חבל,Schnur
407,Leine::N,מושכות,Leine
408,Decke::N,שמיכה,Decke
409,Kissen::N,כרית,Kissen
410,Tuch::N,צעיף,Tuch
411,Handtuch::N,מגבת,Handtuch
412,Kraft::N,כוח,Kraft
413,Stärke::N,און,Stärke
414,Gesundheit::N,בריאות,Gesundheit
415,Krankheit::N,מחלה,Krankheit
416,Schmerz::N,כאב,Schmerz
417,Wunde::N,פציעה,Wunde
418,Fieber::N,חם,Fieber
419,Arznei::N,תרופה,Arznei
420,Brücke::N,גשר,Brücke
421,Brunnen::N,באר,Brunnen
422,Weide::N,אחו,Weide
423,Weide::N,מרעה,Weide
424,Pfad::N,שביל,Pfad
425,Pfad::N,מדרכה,Pfad
426,Weg::N,דרך,Weg
427,Straße::N,כביש,Straße
428,Dorf::N,כפר,Dorf
429,Stadt::N,עיר,Stadt
430,Brief::N,מכתב,Brief
431,Buch::N,ספר,Buch
432,Buchstabe::N,אות,Buchstabe
433,Zeitung::N,עתון,Zeitung
434,Leben::N,חיים,Leben
435,Tod::N,מות,Tod
436,Grab::N,קבר,Grab
437,Kirche::N,כנסיה,Kirche
438,Sünde::N,חטא,Sünde
439,Gott::N,אל,Gott
440,Arbeiter::N,פועל,Arbeiter
441,Chef::N,ראש,Chef
442,Chef::N,מנהל,Chef
443,Meister::N,ממחה,Meister
444,Arzt::N,רופא,Arzt
445,Lehrer::N,מורה,Lehrer
446,Geld::N,כסף,Geld
447,Geschäft::N,עסקה,Geschäft
448,Laden::N,חנות,Laden
449,Preis::N,מחיר,Preis
450,Ware::N,סחורה,Ware
451,Nutzen::N,תועלת,Nutzen
452,Reichtum::N,עשר,Reichtum
453,Welt::N,עולם,Welt
454,Land::N,ארץ,Land
455,Staat::N,מדינה,Staat
456,König::N,מלך,König
457,Macht::N,כוח,Macht
458,Grenze::N,גבול,Grenze
459,Krieg::N,מלחמה,Krieg
460,Feind::N,אויב,Feind
461,Gewalt::N,אלימות,Gewalt
462,Kampf::N,קרב,Kampf
463,Kampf::N,לחימה,Kampf
464,Bogen[Waffe]::N,קשת,Bogen
465,Pfeil::N,חץ,Pfeil
466,Gewehr::N,רובה,Gewehr
467,Fehler::N,טעות,Fehler
468,Lüge::N,שקר,Lüge
469,Schaden::N,נזק,Schaden
470,Unglück::N,מזל רע,Unglück
471,Schuld::N,אשמה,Schuld
472,Alter::N,גיל,Alter
473,Schluss::N,סיום,Schluss
474,Zeit::N,זמן,Zeit
475,Tag::N,יום,Tag
476,Morgen::N,בקר,Morgen
477,Mittag::N,צהרים,Mittag
478,Abend::N,ערב,Abend
479,Nacht::N,לילה,Nacht
480,Woche::N,שבוע,Woche
481,Monat::N,חדש,Monat
482,Jahr::N,שנה,Jahr
483,Frühling::N,אביב,Frühling
484,Sommer::N,קיץ,Sommer
485,Herbst::N,סתו,Herbst
486,Winter::N,חרף,Winter
487,Januar::N,ינואר,Januar
488,Februar::N,פברואר,Februar
489,März::N,מרץ,März
490,April::N,אפריל,April
491,Mai::N,מאי,Mai
492,Juni::N,יוני,Juni
493,Juli::N,יולי,Juli
494,August::N,אוגוסט,August
495,September::N,ספטמבר,September
496,Oktober::N,אוקטובר,Oktober
497,November::N,נובמבר,November
498,Dezember::N,דצמבר,Dezember
499,Montag::N,יום שני,Montag
500,Dienstag::N,יום שלישי,Dienstag
501,Mittwoch::N,יום רביעי,Mittwoch
502,Donnerstag::N,יום חמישי,Donnerstag
503,Freitag::N,יום ששי,Freitag
504,Samstag::N,יום שבת,Samstag
505,Sonntag::N,יום ראשון,Sonntag
506,groß::A,גדול,groß
507,klein::A,קטן,klein
508,lang::A,ארך,lang
509,kurz::A,קצר,kurz
510,breit::A,רחב,breit
511,schmal::A,צר,schmal
512,dicht::A,צפוף,dicht
513,dick[Gegenstand]::A,עבה,dick
514,dünn::A,דק,dünn
515,fein::A,מעדן,fein
516,fest::A,מוצק,fest
517,flach::A,שטוח,flach
518,glatt::A,חלק,glatt
519,hart::A,קשיח,hart
520,weich::A,רך,weich
521,rund::A,עגל,rund
522,spitz::A,חד,spitz
523,scharf::A,חד,scharf
524,stumpf::A,קהה,stumpf
525,schwer::A,כבד,schwer
526,schön::A,יפה,schön
527,heiß::A,חם,heiß
528,warm::A,חם,warm
529,kalt::A,קר,kalt
530,kühl::A,צונן,kühl
531,frisch::A,טרי,frisch
532,feucht::A,לח,feucht
533,nass::A,רטוב,nass
534,trocken::A,יבש,trocken
535,voll::A,מלא,voll
536,leer::A,ריק,leer
537,offen::A,פתוח,offen
538,geschlossen::A,סגור,geschlossen
539,sauber::A,נקי,sauber
540,schmutzig::A,מלכלך,schmutzig
541,roh::A,חי,roh
542,reif::A,בשל,reif
543,lecker::A,טעים,lecker
544,süß::A,מתוק,süß
545,bitter::A,מר,bitter
546,sauer::A,חמוץ,sauer
547,hell::A,בהיר,hell
548,dunkel::A,עמום,dunkel
549,schwarz::A,שחר,schwarz
550,weiß::A,לבן,weiß
551,rot::A,אדם,rot
552,gelb::A,צהב,gelb
553,blau::A,כחל,blau
554,grün::A,ירק,grün
555,grau::A,אפר,grau
556,bunt::A,צבעוני,bunt
557,billig::A,זול,billig
558,teuer::A,יקר,teuer
559,wertvoll::A,יקר ערך,wertvoll
560,blind::A,עור,blind
561,taub::A,חרש,taub
562,kräftig::A,חסן,kräftig
563,stark::A,חזק,stark
564,schwach::A,חלש,schwach
565,fett::A,שמן,fett
566,schlank::A,רזה,schlank
567,hübsch::A,יפה תאר,hübsch
568,böse::A,רשע,böse
569,dumm::A,טפש,dumm
570,faul::A,עצלן,faul
571,fleißig::A,חרוץ,fleißig
572,geizig::A,קמצן,geizig
573,klug::A,נבון,klug
574,klug::A,פקח,klug
575,geschickt::A,מימן,geschickt
576,lieb::A,יקר,lieb
577,lieb::A,אהוב,lieb
578,lustig::A,עליז,lustig
579,sanft::A,עדין,sanft
580,hungrig::A,רעב,hungrig
581,krank::A,חולה,krank
582,nackt::A,ערום,nackt
583,traurig::A,עצוב,traurig
584,lebendig::A,חי,lebendig
585,gut::A,טוב,gut
586,schlecht::A,גרוע,schlecht
587,richtig::A,נכון,richtig
588,schlimm::A,רע,schlimm
589,wahr::A,אמתי,wahr
590,alt::A,ישן,alt
591,neu::A,חדש,neu
592,ehemalig::A,לשעבר,ehemalig
593,alt[Lebewesen]::A,זקן,alt
594,jung::A,צעיר,jung
595,arm::A,עני,arm
596,reich::A,עשיר,reich
597,bekannt::A,ידוע,bekannt
598,berühmt::A,מפרסם,berühmt
599,fremd::A,זר,fremd
600,verschieden::A,שונה,verschieden
601,nah::A,קרוב,nah
602,fern::A,רחוק,fern
603,linker::A,שמאלי,linker
604,rechter::A,ימין,rechter
605,anderer::A,אחר,anderer
606,erster::A,ראשון,erster
607,zweiter::A,שני,zweiter
608,dritter::A,שלישי,dritter
609,letzter::A,אחרון,letzter
610,allein::ADV,לבד,allein
611,auf einmal::ADV,בו-זמנית,auf einmal
612,zusammen::ADV,ביחד,zusammen
613,lange::ADV,הרבה זמן,lange
614,plötzlich::ADV,לפתע,plötzlich
615,plötzlich::ADV,פתאום,plötzlich
616,sofort::ADV,מיד,sofort
617,später::ADV,לאחר זמן,später
618,später::ADV,יותר מאחר,später
619,jetzt::ADV,עכשיו,jetzt
620,heute::ADV,היום,heute
621,morgen::ADV,מחר,morgen
622,bald::ADV,בקרוב,bald
623,dann::ADV,אחר-כך,dann
624,gestern::ADV,אתמול,gestern
625,einst::ADV,לפנים,einst
626,damals::ADV,אז,damals
627,danach::ADV,אחר-כך,danach
628,vorher::ADV,לפני זה,vorher
629,zuerst::ADV,קדם,zuerst
630,einmal::ADV,פעם,einmal
631,manchmal::ADV,לפעמים,manchmal
632,oft::ADV,לעתים קרובות,oft
633,immer::ADV,תמיד,immer
634,niemals::ADV,אף פעם,niemals
635,hier::ADV,כאן,hier
636,hierhin::ADV,פה,hierhin
637,von hier::ADV,מפה,von hier
638,dort::ADV,שם,dort
639,dorthin::ADV,שם,dorthin
640,geradeaus::ADV,ישר,geradeaus
641,vorwärts::ADV,קדימה,vorwärts
642,rückwärts::ADV,לאחור,rückwärts
643,zurück::ADV,בחזרה,zurück
644,zurück::ADV,אחורנית,zurück
645,unten::ADV,למטה,unten
646,hinab::ADV,למטה,hinab
647,oben::ADV,מעל,oben
648,oben::ADV,למעלה,oben
649,hinauf::ADV,למעלה,hinauf
650,überall::ADV,בכל מקום,überall
651,nicht::ADV,לא,nicht
652,ein wenig::ADV,קצת,ein wenig
653,kaum::ADV,בקשי,kaum
654,sehr::ADV,מאוד,sehr
655,so::ADV,כך,so
656,so::ADV,ככה,so
657,noch::ADV,עוד,noch
658,noch::ADV,עדין,noch
659,nur::ADV,רק,nur
660,schon::ADV,כבר,schon
661,wieder::ADV,שוב,wieder
662,vergebens::ADV,לריק,vergebens
663,vergebens::ADV,לשוא,vergebens
664,vor::PRP,מול,vor
665,hinter::PRP,מאחורי,hinter
666,unter::PRP,מתחת,unter
667,durch::PRP,דרך,durch
668,neben::PRP,ליד,neben
669,neben::PRP,על-יד,neben
670,zwischen::PRP,בין,zwischen
671,wegen::PRP,בשל,wegen
672,wegen::PRP,בגלל,wegen
673,dies::PRN,זה,dies
674,das::PRN,זה,das
675,alles::PRN,הכל,alles
676,ich::PRN,אני,ich
677,du::PRN,את,du
678,du::PRN,אתה,du
679,er::PRN,הוא,er
680,wir::PRN,אנחנו,wir
681,ihr::PRN,לה,ihr
682,sie::PRN,הם,sie
683,was::FPRN,מה,was
684,wer::FPRN,מי,wer
685,wo::FADV,איפה,wo
686,wohin::FADV,לאן,wohin
687,wie::FADV,איך,wie
688,warum::FADV,למה,warum
689,wieviel::FNUM,כמה,wieviel
690,eins::NUM,אחד,eins
691,zwei::NUM,שתים,zwei
692,drei::NUM,שלושה,drei
693,vier::NUM,ארבעה,vier
694,fünf::NUM,חמשה,fünf
695,sechs::NUM,ששה,sechs
696,sieben::NUM,שבעה,sieben
697,acht::NUM,שמונה,acht
698,neun::NUM,תשעה,neun
699,zehn::NUM,עשרה,zehn
700,elf::NUM,אחת עשרה,elf
701,zwölf::NUM,שתים עשרה,zwölf
702,zwanzig::NUM,עשרים,zwanzig
703,dreißig::NUM,שלושים,dreißig
704,vierzig::NUM,ארבעים,vierzig
705,fünfzig::NUM,חמשים,fünfzig
706,sechzig::NUM,ששים,sechzig
707,siebzig::NUM,שבעים,siebzig
708,achtzig::NUM,שמונים,achtzig
709,neunzig::NUM,תשעים,neunzig
710,hundert::NUM,מאה,hundert
711,tausend::NUM,אלף,tausend
712,und::CNJ,ו,und
713,oder::CNJ,או,oder
714,stehen::V,עמד,stehen
715,sitzen::V,ישב,sitzen
716,liegen::V,שכב,liegen
717,hängen::V,היה תלוי,hängen
718,werden::V,הפך ל,werden
719,passieren::V,קרה,passieren
720,beginnen::V,התחיל,beginnen
721,enden::V,הסתים,enden
722,wechseln::V,השתנה,wechseln
723,aufgehen[Sonne]::V,זרח,aufgehen
724,untergehen[Sonne]::V,שקע,untergehen
725,scheinen[Sonne]::V,בהק,scheinen
726,donnern::V,רעם,donnern
727,wehen::V,נשב,wehen
728,strömen::V,זרם,strömen
729,fließen::V,זרם,fließen
730,sich drehen::V,הסתובב,sich drehen
731,schwanken::V,התנודד,schwanken
732,schwingen::V,התנענע,schwingen
733,fallen::V,נפל,fallen
734,brennen::V,בער,brennen
735,rauchen::V,עשן,rauchen
736,regnen::V,ירד גשם,regnen
737,gefrieren::V,קפא,gefrieren
738,tauen::V,נמס,tauen
739,schmelzen::V,התיך,schmelzen
740,trocknen::V,התיבש,trocknen
741,sieden::V,רתח,sieden
742,faulen::V,רקב,faulen
743,verfaulen::V,רקב,verfaulen
744,reißen::V,נקרע,reißen
745,versinken::V,טבע,versinken
746,vergehen::V,עבר,vergehen
747,erscheinen::V,נגלה,erscheinen
748,erscheinen::V,הופיע,erscheinen
749,verschwinden::V,נעלם,verschwinden
750,sinken::V,ירד,sinken
751,abnehmen::V,הפחית,abnehmen
752,zunehmen::V,רבה,zunehmen
753,steigen::V,עלה,steigen
754,wachsen::V,גדל,wachsen
755,glänzen::V,נצץ,glänzen
756,glänzen::V,בהק,glänzen
757,funkeln::V,נצנץ,funkeln
758,lärmen::V,רעש,lärmen
759,läuten::V,צלצל,läuten
760,klingeln::V,צלצל,klingeln
761,klirren::V,קרקש,klirren
762,brausen::V,געש,brausen
763,rauschen::V,רשרש,rauschen
764,klingen::V,נשמע,klingen
765,bellen::V,נבח,bellen
766,heulen::V,ילל,heulen
767,blasen::V,נשף,blasen
768,pfeifen::V,שרק,pfeifen
769,schreien::V,צעק,schreien
770,stöhnen::V,נאנק,stöhnen
771,zittern::V,רעד,zittern
772,leben::V,חי,leben
773,geboren werden::V,נולד,geboren werden
774,atmen::V,נשם,atmen
775,trinken::V,שתה,trinken
776,essen::V,אכל,essen
777,schlucken::V,בלע,schlucken
778,müde werden::V,התעיף,müde werden
779,einschlafen::V,נרדם,einschlafen
780,schlafen::V,ישן,schlafen
781,aufwachen::V,התעורר,aufwachen
782,aufstehen::V,קם,aufstehen
783,sich erholen::V,נפש,sich erholen
784,krank werden::V,חלה,krank werden
785,krank sein::V,היה חולה,krank sein
786,schmerzen::V,כאב,schmerzen
787,husten::V,השתעל,husten
