,Concept_ID,ar,it
809,dann::ADV,ثم,allora
810,gestern::ADV,أمس,ieri
811,gestern::ADV,البارحة,ieri
812,einst::ADV,قديما,prima
813,einst::ADV,قديما,un tempo
814,damals::ADV,حينئذ,allora
815,danach::ADV,ثم,poi
816,danach::ADV,ثم,dopo
817,danach::ADV,بعد ذلك,poi
818,danach::ADV,بعد ذلك,dopo
819,vorher::ADV,من قبل,prima
820,vorher::ADV,قبل ذلك,prima
821,zuerst::ADV,أولا,prima
822,zuerst::ADV,أولا,dapprima
823,einmal::ADV,مرة,una volta
824,manchmal::ADV,أحيانا,talvolta
825,manchmal::ADV,أحيانا,qualche volta
826,oft::ADV,كثيرا,spesso
827,immer::ADV,دائما,sempre
828,niemals::ADV,لا أبدا,non mai
829,hier::ADV,هنا,qua
830,hierhin::ADV,إلى هنا,qua
831,von hier::ADV,من هنا,ne
832,von hier::ADV,من هنا,da qui
833,dort::ADV,هناك,lì
834,dorthin::ADV,إلى هناك,là
835,geradeaus::ADV,إلى الأمام,diritto
836,vorwärts::ADV,إلى الأمام,avanti
837,rückwärts::ADV,إلى الوراء,all'indietro
838,zurück::ADV,عودا,di indietro
839,zurück::ADV,إلى الخلف,di indietro
840,unten::ADV,تحت,giù
841,unten::ADV,تحت,sotto
842,unten::ADV,في الأسفل,giù
843,unten::ADV,في الأسفل,sotto
844,hinab::ADV,إلى تحت,giù
845,hinab::ADV,إلى تحت,in giù
846,oben::ADV,فوق,su
847,oben::ADV,فوق,sopra
848,oben::ADV,في الأعلى,su
849,oben::ADV,في الأعلى,sopra
850,hinauf::ADV,إلى فوق,in sù
851,hinauf::ADV,إلى فوق,in alto
852,hinauf::ADV,إلى الأعلى,in sù
853,hinauf::ADV,إلى الأعلى,in alto
854,überall::ADV,في كل مكان,dappertutto
855,nicht::ADV,لا,non
856,nicht::ADV,لم,non
857,ein wenig::ADV,قليلا,un po'
858,ein wenig::ADV,قليلا,un poco
859,kaum::ADV,كاد لا,a appena
860,sehr::ADV,جدا,molto
861,sehr::ADV,كثيرا,molto
862,so::ADV,كذا,così
863,so::ADV,كذا,tanto
864,so::ADV,كذلك,così
865,so::ADV,كذلك,tanto
866,noch::ADV,ما زال,ancora
867,nur::ADV,فقط,solo
868,nur::ADV,فقط,soltanto
869,schon::ADV,قد,già
870,wieder::ADV,من جديد,di nuovo
871,wieder::ADV,مرة أخرى,di nuovo
872,vergebens::ADV,عبثا,invano
873,vor::PRP,أمام,davanti a
874,hinter::PRP,خلف,dietro
875,hinter::PRP,وراء,dietro
876,unter::PRP,تحت,sotto
877,durch::PRP,عبر,per
878,durch::PRP,عبر,attraverso
879,durch::PRP,خلال,per
880,durch::PRP,خلال,attraverso
881,neben::PRP,جنب,a accanto a
882,neben::PRP,بجانب,a accanto a
883,zwischen::PRP,بين,fra
884,wegen::PRP,بسبب,a causa di
885,dies::PRN,هذا,ciò
886,dies::PRN,هذا,questo
887,das::PRN,ذلك,ciò
888,das::PRN,ذلك,quello
889,alles::PRN,الكل,tutto
890,ich::PRN,أنا,ìo
891,du::PRN,أنت,tu
892,er::PRN,هو,lui
893,er::PRN,هو,egli
894,wir::PRN,نحن,noi
895,ihr::PRN,أنتم,voi
896,ihr::PRN,أنتن,voi
897,sie::PRN,هم,loro
898,sie::PRN,هن,loro
899,was::FPRN,ما,che
900,was::FPRN,ما,che cosa
901,wer::FPRN,من,chi
902,wo::FADV,أين,dove
903,wohin::FADV,إلى أين,dove
904,wie::FADV,كيف,come
905,warum::FADV,لماذا,perche
906,wieviel::FNUM,كم,quanto
907,eins::NUM,واحد,uno
908,zwei::NUM,اثنين,due
909,drei::NUM,ثلاثة,tre
910,vier::NUM,أربعة,quattro
911,fünf::NUM,خمسة,cinque
912,sechs::NUM,ستة,sei
913,sieben::NUM,سبعة,sette
914,acht::NUM,ثمانية,otto
915,neun::NUM,تسعة,nove
916,zehn::NUM,عشرة,dieci
917,elf::NUM,أحد عشر,ùndici
918,zwölf::NUM,اثنا عشر,dodici
919,zwanzig::NUM,عشرون,venti
920,dreißig::NUM,ثلاثون,trenta
921,vierzig::NUM,أربعون,quaranta
922,fünfzig::NUM,خمسون,cinquanta
923,sechzig::NUM,ستون,sessanta
924,siebzig::NUM,سبعون,settanta
925,achtzig::NUM,ثمانون,ottanta
926,neunzig::NUM,تسعون,novanta
927,hundert::NUM,مئة,cento
928,tausend::NUM,ألف,mille
929,und::CNJ,و,e
930,oder::CNJ,أو,o
931,stehen::V,وقف,stare in piedi
932,sitzen::V,جلس,sedere
933,sitzen::V,جلس,stare seduto
934,liegen::V,رقد,giacere
935,hängen::V,تعلق,pèndere
936,hängen::V,تعلق,èssere appeso
937,werden::V,صار,farsi
938,werden::V,صار,diventare
939,werden::V,أصبح,farsi
940,werden::V,أصبح,diventare
941,passieren::V,حدث,succèdere
942,beginnen::V,ابتدأ,cominciare
943,enden::V,انتهى,finire
944,enden::V,انتهى,terminare
945,wechseln::V,تغير,variare
946,wechseln::V,تغير,cambiare
947,aufgehen[Sonne]::V,شرق,sòrgere
948,aufgehen[Sonne]::V,شرق,spuntare
949,untergehen[Sonne]::V,غرب,tramontare
950,scheinen[Sonne]::V,أضاء,splèndere
951,donnern::V,رعد,tonare
952,wehen::V,هب,soffiare
953,strömen::V,جرى,fluire
954,fließen::V,سال,fluire
955,fließen::V,سال,scorrere
956,sich drehen::V,دار,girarsi
957,schwanken::V,ترنح,oscillare
958,schwanken::V,ترنح,barcollare
959,schwingen::V,ترجح,vibrare
960,schwingen::V,ترجح,oscillare
961,fallen::V,سقط,cadere
962,brennen::V,احترق,àrdere
963,brennen::V,احترق,bruciare
964,rauchen::V,دخن,fumare
965,regnen::V,أمطر,piòvere
966,gefrieren::V,تجمد,gelarsi
967,gefrieren::V,تجمد,congelarsi
968,tauen::V,ذاب,sciògliersi
969,schmelzen::V,ذاب,fòndere
970,schmelzen::V,ذاب,sciògliersi
971,trocknen::V,نشف,asciugarsi
972,sieden::V,غلى,bollire
973,faulen::V,فسد,marcire
974,verfaulen::V,تعفن,imputridire
975,reißen::V,انقطع,strapparsi
976,versinken::V,غرق,affondare
977,vergehen::V,مضى,passare
978,erscheinen::V,لاح,apparire
979,erscheinen::V,لاح,comparire
980,erscheinen::V,ظهر,apparire
981,erscheinen::V,ظهر,comparire
982,verschwinden::V,غاب,sparire
983,verschwinden::V,غاب,scomparire
984,sinken::V,هبط,calare
985,sinken::V,هبط,scendere
986,abnehmen::V,نقص,diminuire
987,zunehmen::V,ازداد,aumentare
988,steigen::V,صعد,salire
989,steigen::V,صعد,montare
990,steigen::V,ارتفع,salire
991,steigen::V,ارتفع,montare
992,wachsen::V,نما,crescere
993,wachsen::V,نبت,crescere
994,glänzen::V,لمع,splèndere
995,funkeln::V,تلألأ,brillare
996,funkeln::V,تلألأ,scintillare
997,lärmen::V,ضج,strepitare
998,lärmen::V,ضج,fare chiasso
999,lärmen::V,صخب,strepitare
1000,lärmen::V,صخب,fare chiasso
1001,läuten::V,قرع,suonare
1002,klingeln::V,دق,suonare
1003,klirren::V,قعقع,tintinnare
1004,brausen::V,عج,rombare
1005,brausen::V,عج,rumoreggiare
1006,rauschen::V,حف,frusciare
1007,klingen::V,رن,suonare
1008,bellen::V,نبح,latrare
1009,bellen::V,نبح,abbaiare
1010,heulen::V,عوى,urlare
1011,heulen::V,عوى,ululare
1012,blasen::V,نفخ,soffiare
1013,pfeifen::V,صفر,fischiare
1014,schreien::V,صرخ,gridare
1015,stöhnen::V,أن,gèmere
1016,zittern::V,ارتعش,tremare
1017,leben::V,عاش,vìvere
1018,geboren werden::V,ولد,nàscere
1019,atmen::V,تنفس,respirare
1020,trinken::V,شرب,bere
1021,essen::V,أكل,mangiare
1022,schlucken::V,جرع,inghiottire
1023,müde werden::V,تعب,stancarsi
1024,einschlafen::V,نام,addormentarsi
1025,schlafen::V,نام,dormire
1026,aufwachen::V,استيقظ,svegliarsi
1027,aufstehen::V,قام,levarsi
1028,sich erholen::V,استجم,riposarsi
1029,krank werden::V,مرض,ammalarsi
1030,krank sein::V,مرض,èssere malato
1031,schmerzen::V,آلم,dolere
1032,husten::V,كح,tossire
1033,husten::V,سعل,tossire
1034,genesen::V,نقه,guarire
1035,sterben::V,مات,morire
1036,umkommen::V,هلك,perire
1037,sich bewegen::V,تحرك,agitarsi
1038,sich rühren::V,تحرك,muòversi
1039,sich erheben::V,قام,alzarsi
1040,sich setzen::V,جلس,sedersi
1041,hinfallen::V,وقع,cadere
1042,laufen::V,مشى,camminare
1043,laufen::V,مشى,andare a piedi
1044,schreiten::V,خطا,andare
1045,schreiten::V,خطا,procedere
1046,spazierengehen::V,تنزه,passeggiare
1047,spazierengehen::V,تنزه,andare a passeggio
1048,eilen::V,عجل,andare in fretta
1049,sich beeilen::V,استعجل,affrettarsi
1050,sausen::V,أسرع,volare
1051,sausen::V,أسرع,correre
1052,rennen::V,عدا,correre
1053,rennen::V,ركض,correre
1054,springen::V,قفز,saltare
1055,klettern::V,تسلق,arrampicarsi
1056,schaukeln::V,تأرجح,fare l'altalena
1057,kriechen::V,دب,strisciare
1058,kriechen::V,زحف,strisciare
1059,schwimmen::V,سبح,nuotare
1060,tauchen::V,غطس,tuffarsi
1061,tauchen::V,غطس,immèrgersi
1062,rudern::V,جذف,remare
1063,fahren::V,ركب,andare
1064,fahren::V,ركب,viaggiare
1065,fahren::V,سافر,andare
1066,fahren::V,سافر,viaggiare
1067,fliegen::V,طار,volare
1068,gehen::V,سار,andare
1069,gehen::V,ذهب,andare
1070,weggehen::V,ذهب,andàrsene
1071,weggehen::V,ذهب,andare via
1072,weggehen::V,انصرف,andàrsene
1073,weggehen::V,انصرف,andare via
1074,abfahren::V,رحل,partire
1075,anhalten::V,توقف,fermarsi
1076,hineingehen::V,دخل,entrare
1077,eintreten::V,دخل,entrare
1078,kommen::V,أتى,venire
1079,kommen::V,جاء,venire
1080,ankommen::V,وصل,arrivare
1081,zurückkommen::V,عاد,ritornare
1082,zurückkommen::V,رجع,ritornare
1083,bleiben::V,مكث,restare
1084,bleiben::V,مكث,rimanere
1085,warten::V,انتظر,aspettare
1086,erwarten::V,ترقب,attèndere
1087,erwarten::V,انتظر,attèndere
1088,suchen::V,بحث,cercare
1089,finden::V,وجد,trovare
1090,versuchen::V,حاول,tentare
1091,vorbereiten::V,أعد,preparare
1092,vorbereiten::V,حضر,preparare
1093,lieben::V,أحب,amare
1094,mögen::V,أحب,piacere a
1095,mögen::V,أحب,volere bene a
1096,lachen::V,ضحك,rìdere
1097,rühren::V,أثر,commuòvere
1098,weinen::V,بكى,piàngere
1099,schimpfen::V,سب,imprecare
1100,schimpfen::V,شتم,imprecare
1101,sich ärgern::V,زعل,stizzirsi
1102,sich ärgern::V,زعل,arrabbiarsi
1103,sich fürchten::V,هاب,avere paura
1104,fürchten::V,خاف,temere
1105,fürchten::V,خشي,temere
1106,fliehen::V,هرب,fuggire
1107,flüchten::V,فر,sfuggire
1108,sehen::V,رأى,vedere
1109,anschauen::V,نظر,guardare
1110,ansehen::V,نظر,guardare
1111,hören::V,سمع,udire
1112,hören::V,سمع,sentire
1113,zuhören::V,أصغى,ascoltare
1114,probieren::V,ذاق,degustare
1115,probieren::V,ذاق,assaggiare
1116,riechen::V,شم,sentire
1117,riechen::V,استنشق,sentire
1118,fühlen::V,شعر,sentire
1119,scheinen::V,ظهر,parere
1120,scheinen::V,ظهر,sembrare
1121,zu sehen sein::V,ظهر,vedersi
1122,vernehmen::V,سمع,sentire
1123,vernehmen::V,سمع,percepire
1124,frieren::V,بردان,aver freddo
1125,tun::V,فعل,fare
1126,können::V,قدر,sapere
1127,können::V,استطاع,sapere
1128,wollen::V,شاء,volere
1129,wollen::V,أراد,volere
1130,anfangen::V,بدأ,iniziare
1131,anfangen::V,بدأ,cominciare
1132,beenden::V,أنهى,finire
1133,beenden::V,أنهى,terminare
1134,aufhören::V,توقف,finire
1135,aufhören::V,توقف,cessare
1136,aufhören::V,انقطع,finire
1137,aufhören::V,انقطع,cessare
1138,gelingen::V,نجح,riuscire
1139,geraten::V,طلع,stare
1140,öffnen::V,فتح,aprire
1141,schließen::V,أغلق,chiùdere
1142,stellen::V,وضع,porre
1143,stellen::V,وضع,mettere
1144,stellen::V,أقام,porre
1145,stellen::V,أقام,mettere
1146,setzen::V,أجلس,porre
1147,setzen::V,أجلس,mettere
1148,legen::V,وضع,posare
1149,legen::V,وضع,mettere
1150,berühren::V,مس,toccare
1151,berühren::V,لمس,toccare
1152,verbinden::V,ربط,unire
1153,verbinden::V,ربط,congiùngere
1154,verbinden::V,وصل,unire
1155,verbinden::V,وصل,congiùngere
1156,bedecken::V,غطى,coprire
1157,bedecken::V,غطى,ricoprire
1158,aufhängen::V,علق,attaccare
1159,anzünden::V,أوقد,accèndere
1160,anzünden::V,أوقد,incendiare
1161,aufheben::V,لقط,raccògliere
1162,zurücklassen::V,ترك,lasciare
1163,zurücklassen::V,ترك,lasciare indietro
1164,verlieren::V,فقد,pèrdere
1165,fallen lassen::V,أسقط,lasciare cadere
1166,machen::V,فعل,fare
1167,herstellen::V,صنع,produrre
1168,herstellen::V,صنع,fabbricare
1169,herstellen::V,أنتج,produrre
1170,herstellen::V,أنتج,fabbricare
1171,bauen::V,بنى,costruire
1172,bauen::V,شيد,costruire
1173,reparieren::V,صلح,riparare
1174,verbessern::V,صحح,migliorare
1175,ändern::V,غير,mutare
1176,ändern::V,غير,cambiare
1177,graben::V,حفر,scavare
1178,beugen::V,ثنى,chinare
1179,beugen::V,ثنى,flettere
1180,beugen::V,أحنى,chinare
1181,beugen::V,أحنى,flettere
1182,biegen::V,لوى,tòrcere
1183,drehen::V,أدار,girare
1184,drehen::V,دور,girare
1185,wenden::V,قلب,girare
1186,wenden::V,قلب,voltare
1187,umdrehen::V,قلب,rivoltare
1188,heben::V,رفع,levare
1189,hochheben::V,رفع,levare
1190,hochheben::V,رفع,sollevare
1191,ergreifen::V,مسك,afferrare
1192,halten::V,مسك,tenere
1193,drücken::V,ضغط,premere
1194,schieben::V,حرك,spìngere
1195,kratzen::V,خدش,grattare
1196,kratzen::V,خدش,graffiare
1197,lecken::V,لعق,leccare
1198,beißen::V,عض,mòrdere
1199,abreißen::V,قلع,staccarsi
1200,abreißen::V,قلع,strapparsi
1201,abschneiden::V,قطع,tagliare
1202,binden::V,ربط,legare
1203,binden::V,ربط,bendare
1204,stecken::V,دس,ficcare
1205,brechen::V,كسر,rompere
1206,klopfen::V,طرق,bàttere
1207,hauen::V,ضرب,picchiare
1208,kleben::V,ألصق,incollare
1209,reiben::V,حك,fregare
1210,streichen::V,نشر,spalmare
1211,schleifen::V,سن,arrotare
1212,schneiden::V,قطع,tagliare
1213,rütteln::V,رج,scuòtere
1214,schütteln::V,هز,agitare
1215,schütteln::V,هز,scuòtere
1216,schwenken::V,لوح,agitare
1217,schwenken::V,لوح,sventolare
1218,schütten::V,صب,versare
1219,füllen::V,ملأ,riempire
1220,einwickeln::V,لف,involtare
1221,tragen::V,حمل,portare
1222,schleppen::V,سحب,trainare
1223,schleppen::V,سحب,trascinare
1224,ziehen::V,سحب,tirare
1225,aufbewahren::V,حفظ,custodire
1226,aufbewahren::V,حفظ,conservare
1227,werfen::V,رمى,gettare
1228,werfen::V,رمى,lanciare
1229,werfen::V,ألقى,gettare
1230,werfen::V,ألقى,lanciare
1231,fangen::V,التقط,prèndere
1232,fangen::V,التقط,acchiappare
1233,packen::V,مسك,pigliare
1234,packen::V,مسك,afferrare
1235,verstecken::V,خبأ,nascondere
1236,teilen::V,قسم,divìdere
1237,schicken::V,بعث,inviare
1238,schicken::V,أرسل,inviare
1239,bringen::V,جلب,portare
1240,bringen::V,جلب,apportare
1241,hinzufügen::V,أضاف,aggiùngere
1242,bekommen::V,حصل,ricevere
1243,erhalten::V,استلم,ricevere
1244,nehmen::V,أخذ,prèndere
1245,wählen::V,اختار,elèggere
1246,wählen::V,اختار,scegliere
1247,auswählen::V,انتقى,scegliere
1248,bewahren::V,حافظ,conservare
1249,behindern::V,عاق,impedire
1250,verderben::V,أفسد,guastare
1251,beschädigen::V,أضر,danneggiare
1252,zerbrechen::V,كسر,rompere
1253,zerbrechen::V,كسر,spezzare
1254,zerreißen::V,مزق,stracciare
1255,zerstören::V,دمر,distrùggere
1256,verbrennen::V,حرق,bruciare
1257,geben::V,أعطى,dare
1258,reichen::V,ناول,pòrgere
1259,schenken::V,وهب,regalare
1260,versprechen::V,وعد,promettere
1261,wünschen::V,تمنى,augurare
1262,loben::V,مدح,lodare
1263,küssen::V,قبل,baciare
1264,wiegen::V,هدهد,cullare
1265,wiegen::V,هدهد,dondolare
1266,zudecken::V,غطى,coprire
1267,wecken::V,أيقظ,svegliare
1268,zeigen::V,أرى,indicare
1269,führen::V,دل,guidare
1270,führen::V,دل,condurre
1271,lehren::V,علم,insegnare
1272,unterrichten::V,علم,istruire
1273,unterrichten::V,علم,insegnare
1274,aufziehen::V,ربى,allevare
1275,leiten::V,دل,avviare
1276,leiten::V,دل,dirìgere
1277,leiten::V,أدار,avviare
1278,leiten::V,أدار,dirìgere
1279,antreiben::V,حث,incitare
1280,lassen::V,حدا,fare
1281,einladen::V,دعا,invitare
1282,vereinigen::V,وحد,unire
1283,besuchen::V,زار,visitare
1284,besuchen::V,زار,far vìsita a
1285,treffen::V,قابل,incontrare
1286,sich versammeln::V,اجتمع,rinunirsi
1287,spielen::V,لعب,giocare
1288,singen::V,غنى,cantare
1289,tanzen::V,رقص,danzare
1290,sich trennen::V,افترق,separarsi
1291,verlassen::V,ترك,lasciare
1292,verlassen::V,ترك,abbandonare
1293,retten::V,نجى,salvare
1294,retten::V,أنقذ,salvare
1295,bewachen::V,حرس,custodire
1296,schützen::V,حمى,protèggere
1297,verteidigen::V,دافع,difèndere
1298,sich schlagen::V,تضارب,bàttersi
1299,schießen::V,أطلق,sparare
1300,siegen::V,انتصر,vìncere
1301,ärgern::V,أزعل,stizzire
1302,schlagen::V,ضرب,bàttere
1303,treten::V,رفس,calciare
1304,stechen::V,شك,pùngere
1305,stoßen::V,دفع,urtare
1306,stoßen::V,دفع,spìngere
1307,stehlen::V,سرق,rubare
1308,stören::V,ضايق,disturbare
1309,belästigen::V,أزعج,molestare
1310,belästigen::V,أزعج,importunare
1311,verbergen::V,كتم,celare
1312,verbergen::V,كتم,nascondere
1313,täuschen::V,خدع,ingannare
1314,betrügen::V,غش,frodare
1315,betrügen::V,غش,truffare
1316,töten::V,قتل,uccìdere
1317,wohnen::V,سكن,abitare
1318,arbeiten::V,عمل,lavorare
1319,arbeiten::V,اشتغل,lavorare
1320,sammeln::V,جمع,raccògliere
1321,sammeln::V,جمع,collezionare
1322,pflücken::V,جنى,cògliere
1323,pflücken::V,قطف,cògliere
1324,jagen::V,صاد,cacciare
1325,fischen::V,اصطاد,pescare
1326,fassen::V,قبض,catturare
1327,fassen::V,قبض,acchiappare
1328,hüten::V,رعى,pascolare
1329,treiben::V,ساق,spìngere
1330,anbinden::V,ربط,legare
1331,anbinden::V,ربط,attaccare
1332,füttern::V,علف,dar da mangiare a
1333,melken::V,حلب,mùngere
1334,hacken::V,فرم,tritare
1335,hacken::V,فرم,spaccare
1336,gießen::V,سقى,annaffiare
1337,reifen::V,نضج,maturare
1338,zubereiten::V,حضر,preparare
1339,kochen::V,طبخ,cuòcere
1340,backen::V,خبز,cuòcere
1341,backen::V,خبز,cuòcere al forno
1342,braten::V,قلى,frìggere
1343,braten::V,قلى,arrostire
1344,braten::V,حمر,frìggere
1345,braten::V,حمر,arrostire
1346,umrühren::V,قلب,mescolare
1347,stricken::V,حاك,llavorare a maglia
1348,nähen::V,خاط,cucire
1349,färben::V,صبغ,tìngere
1350,färben::V,لون,tìngere
1351,reinigen::V,نظف,pulire
1352,reinigen::V,نظف,nettare
1353,waschen::V,غسل,lavare
1354,abwischen::V,مسح,asciugare
1355,spülen::V,شطف,lavare
1356,spülen::V,شطف,sciacquare
1357,fegen::V,كنس,spazzare
1358,kehren::V,كنس,spazzare
1359,baden::V,استحم,bagnarsi
1360,baden::V,استحم,fare il bagno
1361,sich waschen::V,اغتسل,lavarsi
1362,ausziehen::V,خلع,tògliersi
1363,anziehen::V,لبس,mettersi
1364,anziehen::V,لبس,indossare
1365,sich anziehen::V,اكتسى,vestirsi
1366,kämmen::V,مشط,pettinare
1367,schmücken::V,زين,ornare
1368,schmücken::V,زين,decorare
1369,sagen::V,قال,dire
1370,sprechen::V,تكلم,parlare
1371,reden::V,تكلم,parlare
1372,sich unterhalten::V,تحادث,conversare
1373,fragen::V,سأل,chièdere
1374,fragen::V,سأل,domandare
1375,bitten::V,رجا,pregare
1376,erzählen::V,حكي,narrare
1377,erzählen::V,حكي,raccontare
1378,mitteilen::V,بلغ,comunicare
1379,nennen::V,سمى,nominare
1380,rufen::V,نادى,chiamare
1381,prahlen::V,فشر,vantarsi
1382,prahlen::V,تفاخر,vantarsi
1383,übersetzen::V,ترجم,tradurre
1384,denken::V,فكر,pensare
1385,glauben::V,اعتقد,credere
1386,bemerken::V,لاحظ,notare
1387,bemerken::V,لاحظ,osservare
1388,erkennen::V,عرف,riconoscere
1389,begreifen::V,فهم,capire
1390,begreifen::V,فهم,comprèndere
1391,begreifen::V,أدرك,capire
1392,begreifen::V,أدرك,comprèndere
1393,verstehen::V,فهم,intèndere
1394,verstehen::V,فهم,comprèndere
1395,lernen::V,درس,imparare
1396,lernen::V,درس,apprèndere
1397,wissen::V,علم,sapere
1398,sich erinnern an::V,تذكر,ricordare
1399,sich erinnern an::V,تذكر,ricordarsi di
1400,vergessen::V,نسي,dimenticare
1401,messen::V,قاس,misurare
1402,zählen::V,عد,contare
1403,zählen::V,أحصى,contare
1404,rechnen::V,حسب,contare
1405,rechnen::V,حسب,calcolare
1406,lesen::V,قرأ,lèggere
1407,malen::V,صور,dipìngere
1408,zeichnen::V,رسم,disegnare
1409,schreiben::V,كتب,scrìvere
1410,besitzen::V,حاز,possedere
1411,besitzen::V,ملك,possedere
1412,kaufen::V,اشترى,comprare
1413,kaufen::V,اشترى,acquistare
1414,verkaufen::V,باع,vendere
1415,bezahlen::V,دفع,pagare
1416,zahlen::V,سدد,pagare
1417,beherrschen::V,حكم,dominare
1418,ertragen::V,أطاق,sopportare
1419,ertragen::V,تحمل,sopportare
