,Concept_ID,hu,cv
237,Mann::N,férfi,ар
238,Frau::N,nő,хӗрарӑм
239,Frau::N,asszony,хӗрарӑм
240,Kind::N,gyerek,ача
241,Kind::N,gyermek,ача
242,Junge::N,fiú,ача
243,Junge::N,fiú,ар ҫын ача
244,Mädchen::N,lány,хӗр ача
245,Familie::N,család,ҫемье
246,Familie::N,család,кил-йыш
247,Großvater::N,nagyapa,кукаҫи
248,Großmutter::N,nagyanya,кукамай
249,Eltern::N,szülők,аҫа-ама
250,Vater::N,apa,атте
251,Vater::N,atya,атте
252,Mutter::N,anya,анне
253,Sohn::N,fiú,ывӑл
254,Tochter::N,lány,хӗр
255,Bruder::N,fivér,ар тӑван
256,Bruder::N,testvér,ар тӑван
257,Schwester::N,nővér,аппа
258,Schwester::N,nővér,йӑмӑк
259,Schwester::N,lánytestvér,аппа
260,Schwester::N,lánytestvér,йӑмӑк
261,Onkel::N,nagybácsi,мучи
262,Onkel::N,nagybácsi,пичче
263,Tante::N,nagynéni,аппа
264,Ehemann::N,férj,упӑшка
265,Ehefrau::N,feleség,арӑм
266,Freude::N,öröm,савӑнӑҫ
267,Freude::N,öröm,хаваслӑх
268,Gelächter::N,nevetés,кулӑ
269,Gelächter::N,hahotázás,кулӑ
270,Glück::N,boldogság,телей
271,Glück::N,boldogság,ӑраскал
272,Kummer::N,bánat,хурлӑх
273,Wunsch::N,óhaj,ӗмӗт
274,Wunsch::N,óhaj,кӑмӑл
275,Lust::N,kedv,кӑмӑл
276,Geist::N,elme,чун-чӗм
277,Geist::N,elme,ыр-усал
278,Geist::N,elme,чун хавалӗ
279,Geist::N,szellem,чун-чӗм
280,Geist::N,szellem,ыр-усал
281,Geist::N,szellem,чун хавалӗ
282,Gedanke::N,gondolat,шухӑш
283,Gedächtnis::N,emlékezet,ас
284,Verstand::N,ész,ӑс
285,Verstand::N,ész,ӑс-тӑн
286,Verstand::N,ész,ӑс-хакӑл
287,Verstand::N,értelem,ӑс
288,Verstand::N,értelem,ӑс-тӑн
289,Verstand::N,értelem,ӑс-хакӑл
290,Sinn::N,értelem,тупсӑм
291,Sinn::N,értelem,пӗлтерӗш
292,Grund::N,ok,сӑлтав
293,Grund::N,alap,сӑлтав
294,Wahrheit::N,igaz,чӑнлӑх
295,Wahrheit::N,igazság,чӑнлӑх
296,Gespräch::N,beszélgetés,калаҫу
297,Märchen::N,mese,юмах
298,Erzählung::N,elbeszélés,акалав
299,Erzählung::N,elbeszélés,каласа пани
300,Nachricht::N,hír,хыпар
301,Nachricht::N,híradás,хыпар
302,Neuigkeit::N,újság,ҫӗнӗ хыпар
303,Name::N,név,ят
304,Rätsel::N,rejtvény,сутмалли юмах
305,Rede::N,beszéd,сӑмах
306,Rede::N,szónoklat,сӑмах
307,Sprache::N,nyelv,чӗлхе
308,Stimme::N,hang,сасӑ
309,Wort::N,szó,сӑмах
310,Zeichen::N,jel,паллӑ
311,Ruf::N,kiáltás,йыхрав
312,Ruf::N,kiáltás,чӗнӳ
313,Lärm::N,zaj,шав
314,Laut::N,hang,сасӑ
315,Ton::N,hang,сасӑ
316,Lied::N,dal,юрӑ
317,Lied::N,ének,юрӑ
318,Ruhe::N,csend,канӑҫлӑх
319,Ruhe::N,csend,лӑпкӑлӑх
320,Ruhe::N,nyugalom,канӑҫлӑх
321,Ruhe::N,nyugalom,лӑпкӑлӑх
322,Leute::N,emberek,ҫамрӑксем
323,Leute::N,emberek,ҫамрӑк ҫынсем
324,Volk::N,nép,халӑх
325,Arbeit::N,dolog,ӗҫхӗл
326,Arbeit::N,dolog,ӗҫлев
327,Gast::N,vendég,хӑна
328,Geschenk::N,ajándék,парне
329,Geschenk::N,ajándék,кучченеҫ
330,Spiel::N,játék,вӑйӑ
331,Gesellschaft::N,társaság,общество
332,Hilfe::N,segítség,пулӑшу
333,Freund::N,barát,тус
334,Kamerad::N,társ,юлташ
335,Kamerad::N,társ,тус
336,Angelegenheit::N,ügy,ӗҫ
337,Anzahl::N,szám,йыш
338,Anzahl::N,szám,хисеп
339,Art::N,faj,тӗс
340,Art::N,fajta,тӗс
341,Stück::N,darab,татӑк
342,Teil::N,rész,пай
343,Hälfte::N,fél,ҫурӑ
344,Kreis::N,kör,ункӑ
345,Kreis::N,kör,ҫавракӑш
346,Kreuz::N,kereszt,хӗрес
347,Linie::N,vonal,йӗр
348,Strich::N,vonás,йӗр
349,Abstand::N,köz,хушӑ
350,Entfernung::N,távolság,хушӑ
351,Gegend::N,táj,вырӑн
352,Gegend::N,vidék,вырӑн
353,Platz::N,hely,хутлӑх
354,Ort::N,hely,вырӑн
355,Seite::N,fél,ен
356,Seite::N,fél,аяк
357,Seite::N,fél,айӑк
358,Seite::N,oldal,ен
359,Seite::N,oldal,аяк
360,Seite::N,oldal,айӑк
361,Mitte::N,közép,варӑ
362,Gegenstand::N,tárgy,япала
363,Sache::N,dolog,япала
364,Rand::N,szél,вӗҫ
365,Rand::N,szél,хӗрӗ
366,Rand::N,szél,хӗрри
367,Rand::N,perem,вӗҫ
368,Rand::N,perem,хӗрӗ
369,Rand::N,perem,хӗрри
370,Rand::N,szegély,вӗҫ
371,Rand::N,szegély,хӗрӗ
372,Rand::N,szegély,хӗрри
373,Kante::N,él,хайкача
374,Kante::N,él,хысак
375,Ecke::N,sarok,кӗтес
376,Ecke::N,szöglet,кӗтес
377,Spitze::N,csúcs,вӗҫ
378,Ende::N,vég,вӗҫ
379,Loch::N,lyuk,шӑтӑк
380,Winkel::N,szög,кӗтес
381,Muster::N,minta,эреш
382,Größe::N,nagyság,пысӑкӑш
383,Länge::N,hossz,вӑрӑмӑш
384,Länge::N,hosszúság,вӑрӑмӑш
385,Höhe::N,magasság,ҫӳллӗш
386,Gewicht::N,súly,виҫе
387,Gewicht::N,súly,йывӑрӑш
388,Menge::N,sokaság,йыш
389,Menge::N,mennyiség,йыш
390,Haufen::N,halom,купа
391,Reihe::N,sor,рет
392,Boot::N,csónak,кимӗ
393,Ruder::N,evező,кӗсмен
394,Schlitten::N,szánkó,ҫуна
395,Ski::N,sí,йӗлтӗр
396,Lagerfeuer::N,tábortűz,вут
397,Lagerfeuer::N,tábortűz,кӑвайт
398,Last::N,teher,сулмаклӑх
399,Last::N,teher,йывӑр япала
400,Gang::N,járás,куҫӑм
401,Schritt::N,lépés,утӑм
402,Schritt::N,lépés,пусӑм
403,Norden::N,észak,ҫурҫӗр
404,Süden::N,dél,кӑнтӑр
405,Westen::N,nyugat,анӑҫ
406,Westen::N,nyugat,хӗвел анӑҫ
407,Osten::N,kelet,хӗвел тухӑҫ
408,Holz::N,fa,йывӑҫ
409,Brett::N,deszka,хӑма
410,Platte::N,lap,плита
411,Platte::N,lemez,плита
412,Stütze::N,támasz,ура
413,Stütze::N,támaszték,ура
414,Stange::N,rúd,шерте
415,Stange::N,pózna,шерте
416,Stock::N,pálca,патак
417,Stab::N,bot,шӑчӑ
418,Rohr::N,cső,пӑрӑх
419,Haus::N,ház,ҫурт
420,Heim::N,otthon,кил
421,Ofen::N,kályha,кӑмака
422,Fußboden::N,padló,урай
423,Tisch::N,asztal,сӗтел
424,Stuhl::N,szék,пукан
425,Wiege::N,bölcső,сӑпка
426,Bett::N,ágy,кравать
427,Regal::N,polc,ҫӳлӗк
428,Regal::N,polc,сентре
429,Regal::N,állvány,ҫӳлӗк
430,Regal::N,állvány,сентре
431,Kiste::N,láda,ещӗк
432,Kiste::N,láda,сунтӑх
433,Fenster::N,ablak,чӳрече
434,Tür::N,ajtó,алӑк
435,Tor::N,kapu,хапха
436,Zaun::N,kerítés,хӳме
437,Dach::N,tető,тӑрӑ
438,Leiter::N,létra,пусма
439,Besen::N,seprű,шӑпӑр
440,Spaten::N,ásó,кӗреҫе
441,Schaufel::N,lapát,кӗреҫе
442,Gabel::N,villa,вилка
443,Löffel::N,kanál,кашӑк
444,Messer::N,kés,ҫӗҫӗ
445,Nagel::N,szeg,пӑта
446,Netz::N,háló,тетел
447,Haken::N,kampó,йӑрхах
448,Haken::N,kampó,ҫекӗл
449,Griff::N,nyél,хӑлӑп
450,Griff::N,fogantyú,хӑлӑп
451,Schloss::N,zár,ҫӑра
452,Bild::N,kép,сӑн
453,Bild::N,kép,сӑнлӑх
454,Bild::N,kép,картина
455,Figur::N,alak,кӗлетке
456,Puppe::N,bábu,пукане
457,Beutel::N,zacskó,михӗ
458,Bündel::N,köteg,ҫыхӑ
459,Bündel::N,köteg,тӗрке
460,Tasche::N,táska,сумка
461,Eimer::N,vödör,витре
462,Deckel::N,fedő,хупӑ
463,Deckel::N,fedél,хупӑ
464,Geschirr::N,edény,савӑт-сапа
465,Sack::N,zsák,михӗ
466,Tasse::N,csésze,курка
467,Topf::N,fazék,кастрюль
468,Kessel::N,üst,хуран
469,Kessel::N,bogrács,хуран
470,Essen::N,evés,апат
471,Essen::N,étkezés,апат
472,Nahrung::N,ennivaló,апат-ҫимӗс
473,Speise::N,étel,апат
474,Speise::N,étel,ҫимӗҫ
475,Fleisch::N,hús,аш
476,Fleisch::N,hús,какай
477,Getreide::N,gabona,тырӑ
478,Brei::N,pép,пӑтӑ
479,Brei::N,kása,пӑтӑ
480,Brot::N,kenyér,ҫӑкӑр
481,Scheibe::N,szelet,чӗлӗ
482,Scheibe::N,szelet,касӑк
483,Fett::N,háj,ҫу
484,Fett::N,zsír,ҫу
485,Butter::N,vaj,ҫу
486,Öl::N,olaj,ҫу
487,Salz::N,só,тӑвар
488,Suppe::N,leves,яшка
489,Honig::N,méz,пыл
490,Milch::N,tej,сӗт
491,Tee::N,tea,чей
492,Leder::N,bőr,сӑран
493,Wolle::N,gyapjú,ҫӑм
494,Stoff::N,szövet,тӗртӗм
495,Nadel::N,tű,йӗп
496,Faden::N,fonál,ҫип
497,Knopf::N,gomb,тӳме
498,Knoten::N,csomó,йӑлӑ
499,Farbe::N,szín,сӑрӑ
500,Farbe::N,festék,сӑрӑ
501,Kleidung::N,ruha,тум
502,Kleidung::N,ruha,ҫипуҫ
503,Kleidung::N,ruha,тум-тир
504,Kleidung::N,ruházat,тум
505,Kleidung::N,ruházat,ҫипуҫ
506,Kleidung::N,ruházat,тум-тир
507,Hemd::N,ing,кӗпе
508,Kragen::N,gallér,ҫуха
509,Ärmel::N,ujj,ҫанӑ
510,Hose::N,gatya,шӑлавар
511,Hose::N,nadrág,шӑлавар
512,Gürtel::N,öv,пиҫиххи
513,Mütze::N,sapka,ҫӗлӗк
514,Schuh::N,cipő,пушмак
515,Schuh::N,cipő,ботинок
516,Stiefel::N,csizma,атӑ
517,Ring::N,gyűrű,ҫӗрӗ
518,Band::N,szalag,хаю
519,Band::N,szalag,йӗсме
520,Kamm::N,fésű,тура
521,Spiegel::N,tükör,тӗкӗр
522,Spiegel::N,tükör,куҫ кӗски
523,Riemen::N,szíj,чӗн
524,Schnur::N,zsinór,кантра
525,Leine::N,póráz,касмӑк
526,Decke::N,takaró,утиял
527,Kissen::N,párna,ҫытар
528,Kissen::N,párna,минтер
529,Tuch::N,kendő,тутӑр
530,Handtuch::N,törülköző,ал шӑлли
531,Kraft::N,erő,вӑй
532,Kraft::N,erő,хӑват
533,Stärke::N,erő,хал
534,Stärke::N,erő,хӑват
535,Stärke::N,erősség,хал
536,Stärke::N,erősség,хӑват
537,Gesundheit::N,egészség,хал
538,Gesundheit::N,egészség,сывлӑх
539,Krankheit::N,kór,чир
540,Krankheit::N,betegség,чир
541,Schmerz::N,fájdalom,ырату
542,Wunde::N,seb,суран
543,Fieber::N,láz,сив чир
544,Arznei::N,orvosság,эмел
545,Arznei::N,gyógyszer,эмел
546,Brücke::N,híd,кӗпер
547,Brunnen::N,kút,ҫӑл
548,Brunnen::N,kút,пусӑ
549,Weide::N,legelő,ҫаран
550,Pfad::N,ösvény,йӗр
551,Pfad::N,ösvény,сукмак
552,Weg::N,út,ҫул
553,Weg::N,út,ҫул-йӗр
554,Straße::N,út,ҫӳрев
555,Straße::N,út,ҫул ҫӳрени
556,Dorf::N,falu,ял
557,Stadt::N,város,хула
558,Brief::N,levél,ҫыру
559,Buch::N,könyv,кӗнеке
560,Buchstabe::N,betű,сас палли
561,Zeitung::N,újság,хаҫат
562,Zeitung::N,hírlap,хаҫат
563,Leben::N,élet,пурнӑҫ
564,Tod::N,halál,вилӗм
565,Grab::N,sír,масар шӑтӑкӗ
566,Kirche::N,templom,чиркӳ
567,Sünde::N,bűn,ҫылӑх
568,Sünde::N,vétek,ҫылӑх
569,Gott::N,isten,турӑ
570,Arbeiter::N,munkás,рабочи
571,Chef::N,főnök,пуҫлӑх
572,Meister::N,mester,ӑста
573,Meister::N,mester,мастер
574,Arzt::N,orvos,врач
575,Arzt::N,orvos,тухтӑр
576,Lehrer::N,tanár,учитель
577,Lehrer::N,tanár,вӗрентекен
578,Lehrer::N,tanító,учитель
579,Lehrer::N,tanító,вӗрентекен
580,Geld::N,pénz,укҫа
581,Geschäft::N,üzlet,бизнес
582,Laden::N,bolt,магазин
583,Preis::N,ár,хак
584,Ware::N,áru,тавар
585,Nutzen::N,haszon,пайта
586,Reichtum::N,gazdagság,мул
587,Welt::N,világ,тӗнче
588,Land::N,ország,ҫӗр-шыв
589,Staat::N,állam,патшàлӑх
590,König::N,király,король
591,Macht::N,hatalom,власть
592,Grenze::N,határ,чикӗ
593,Krieg::N,háború,вӑрҫӑ
594,Feind::N,ellenség,тӑшман
595,Gewalt::N,erőszak,ирӗксӗрлӳ
596,Kampf::N,harc,кӗрешӳ
597,Bogen[Waffe]::N,íj,ухӑ
598,Pfeil::N,nyíl,ҫӗмрен
599,Pfeil::N,nyíl,ухӑ йӗппи
600,Gewehr::N,puska,пӑшал
601,Gewehr::N,fegyver,пӑшал
602,Fehler::N,hiba,йӑнӑш
603,Lüge::N,hazugság,суя
604,Lüge::N,hazugság,ултав
605,Schaden::N,kár,сиен
606,Unglück::N,csapás,шар
607,Unglück::N,csapás,инкек
608,Unglück::N,balszerencse,шар
609,Unglück::N,balszerencse,инкек
610,Schuld::N,bűn,айӑп
611,Alter::N,kor,ҫул шучӗ
612,Schluss::N,vég,пӗтни
613,Schluss::N,vég,пӗтмӗш
614,Schluss::N,befejezés,пӗтни
615,Schluss::N,befejezés,пӗтмӗш
616,Zeit::N,idő,вӑхӑт
617,Tag::N,nap,кун
618,Morgen::N,reggel,ир
619,Mittag::N,dél,кӑнтӑрла
620,Abend::N,este,каҫ
621,Nacht::N,éj,каҫ
622,Nacht::N,éjszaka,каҫ
623,Woche::N,hét,эрне
624,Monat::N,hó,уйӑх
625,Monat::N,hónap,уйӑх
626,Jahr::N,év,ҫулталӑк
627,Frühling::N,tavasz,ҫур
628,Frühling::N,tavasz,ҫуркунне
629,Sommer::N,nyár,ҫу
630,Sommer::N,nyár,ҫулла
631,Herbst::N,ősz,кӗр
632,Herbst::N,ősz,кӗркунне
633,Winter::N,tél,хӗл
634,Winter::N,tél,хӗлле
635,Januar::N,január,январь
636,Februar::N,február,февраль
637,Februar::N,február,кӗҫӗн кӑрлач
638,März::N,március,март
639,März::N,március,пуш уйӑхӗ
640,April::N,április,апрель
641,Mai::N,május,май
642,Juni::N,június,июнь
643,Juli::N,július,июль
644,August::N,augusztus,август
645,September::N,szeptember,сентябрь
646,September::N,szeptember,авӑн уйӑхӗ
647,Oktober::N,október,октябрь
648,November::N,november,ноябрь
649,Dezember::N,december,раштав
650,Dezember::N,december,декабрь
651,Montag::N,hétfő,тунти кун
652,Dienstag::N,kedd,ытлари кун
653,Mittwoch::N,szerda,юн кун
654,Donnerstag::N,csütörtök,кӗҫнерни кун
655,Freitag::N,péntek,эрне кун
656,Samstag::N,szombat,шӑмат кун
657,Sonntag::N,vasárnap,вырсарни кун
658,groß::A,nagy,пысӑк
659,klein::A,pici,пӗчӗк
660,klein::A,kicsi,пӗчӗк
661,lang::A,hosszú,вӑрӑм
662,kurz::A,rövid,кӗске
663,breit::A,széles,сарлака
664,schmal::A,keskeny,ансӑр
665,dicht::A,sűrű,йӑвӑ
666,dick[Gegenstand]::A,vastag,хулӑн
667,dünn::A,vékony,ҫинҫе
668,dünn::A,vékony,ҫӳхе
669,fein::A,vékony,тарай
670,fein::A,vékony,вӗлтӗрти
671,fest::A,szilárd,тӗреклӗ
672,flach::A,sík,лаптак
673,flach::A,lapos,лаптак
674,glatt::A,sima,такӑр
675,hart::A,kemény,хытӑ
676,weich::A,puha,ҫемҫе
677,rund::A,kerek,ҫавра
678,spitz::A,hegyes,шӗвӗр
679,scharf::A,éles,ҫивӗч
680,stumpf::A,tompa,мӑка
681,stumpf::A,tompa,пуклак
682,stumpf::A,tompa,тӗрӗнчӗк
683,stumpf::A,tompa,ӑнкарусӑр
684,stumpf::A,életlen,мӑка
685,stumpf::A,életlen,пуклак
686,stumpf::A,életlen,тӗрӗнчӗк
687,stumpf::A,életlen,ӑнкарусӑр
688,schwer::A,nehéz,йывӑр
689,schwer::A,súlyos,йывӑр
690,schön::A,szép,илемлӗ
691,heiß::A,forró,вӗри
692,warm::A,meleg,ӑшӑ
693,kalt::A,hideg,сивӗ
694,kühl::A,hűs,уҫӑ
695,kühl::A,hűvös,уҫӑ
696,frisch::A,üde,уҫӑ
697,frisch::A,friss,уҫӑ
698,feucht::A,nedves,йӗпе
699,nass::A,vizes,нӳрӗ
700,trocken::A,száraz,типӗ
701,voll::A,telt,тулли
702,leer::A,üres,пушӑ
703,offen::A,nyílt,уҫӑ
704,offen::A,nyitott,уҫӑ
705,geschlossen::A,zárt,хупӑ
706,geschlossen::A,csukott,хупӑ
707,sauber::A,tiszta,таса
708,schmutzig::A,piszkos,пылчӑклӑ
709,schmutzig::A,piszkos,вараланчӑк
710,schmutzig::A,szennyes,пылчӑклӑ
711,schmutzig::A,szennyes,вараланчӑк
712,roh::A,nyers,чӗрӗ
713,reif::A,érett,пулнӑ
714,reif::A,érett,пиҫӗхнӗ
715,reif::A,érett,аталаннӑ
716,reif::A,érett,пиҫсе ҫитнӗ
717,lecker::A,finom,тутлӑ
718,lecker::A,finom,техӗмлӗ
719,süß::A,édes,пылак
720,bitter::A,keserű,йӳҫӗ
721,sauer::A,savanyú,йӳҫӗ
722,sauer::A,savanyú,йӳҫек
723,sauer::A,savanyú,кӑвасак
724,hell::A,világos,ҫутӑ
725,dunkel::A,sötét,тӗттӗм
726,schwarz::A,fekete,хура
727,weiß::A,fehér,шурӑ
728,rot::A,vörös,хӗрлӗ
729,gelb::A,sárga,сарӑ
730,blau::A,kék,кӑвак
731,grün::A,zöld,симӗс
732,grün::A,zöld,пиҫмен
733,grün::A,zöld,ӑс пухман
734,grau::A,ősz,кӑвак
735,grau::A,szürke,кӑвак
736,bunt::A,tarka,чӑпар
737,bunt::A,színes,чӑпар
738,billig::A,olcsó,йӳнӗ
739,teuer::A,drága,хаклӑ
740,wertvoll::A,értékes,паха
