,Concept_ID,kk,de
158,Eichhörnchen::N,тиін,Eichhörnchen
159,Elch::N,бұғы,Elch
160,Fuchs::N,түлкі,Fuchs
161,Hase::N,қоян,Hase
162,Maus::N,қаптесер,Maus
163,Wolf::N,бөрі,Wolf
164,Wolf::N,қасқыр,Wolf
165,Vogel::N,құс,Vogel
166,Schwarm::N,топ,Schwarm
167,Schwarm::N,үйір,Schwarm
168,Huhn::N,тауық,Huhn
169,Huhn::N,мекиен,Huhn
170,Hahn::N,әтеш,Hahn
171,Hahn::N,қораз,Hahn
172,Gans::N,қаз,Gans
173,Adler::N,бүркіт,Adler
174,Ente::N,үйрек,Ente
175,Eule::N,жапалақ,Eule
176,Kranich::N,тырна,Kranich
177,Krähe::N,қарға,Krähe
178,Kuckuck::N,көкек,Kuckuck
179,Schwan::N,аққу,Schwan
180,Fisch::N,балық,Fisch
181,Barsch::N,алабұға,Barsch
182,Hecht::N,шортан,Hecht
183,Schlange[Tier]::N,жылан,Schlange
184,Wurm::N,шұбалшаң,Wurm
185,Spinne::N,өрмекші,Spinne
186,Ameise::N,қүмырска,Ameise
187,Laus::N,бит,Laus
188,Mücke::N,маса,Mücke
189,Fliege::N,шыбын,Fliege
190,Schmetterling::N,көбелек,Schmetterling
191,Beere::N,жидек,Beere
192,Apfel::N,алма,Apfel
193,Pilz::N,қозықұйрық,Pilz
194,Pilz::N,саңыраукулақ,Pilz
195,Zwiebel::N,жуа,Zwiebel
196,Saat::N,тұқым,Saat
197,Korn::N,дән,Korn
198,Heu::N,шөп,Heu
199,Schale::N,қабық,Schale
200,Schale::N,қабығы,Schale
201,Grube::N,ор,Grube
202,Falle::N,дұзақ,Falle
203,Falle::N,қақпан,Falle
204,Schlinge::N,ілмек,Schlinge
205,Spur::N,із,Spur
206,Asche::N,күл,Asche
207,Dreck::N,былғаныш,Dreck
208,Eisen::N,темір,Eisen
209,Gold::N,алтын,Gold
210,Silber::N,күміс,Silber
211,Kohle::N,көмір,Kohle
212,Glas::N,шыны,Glas
213,Lehm::N,балшық,Lehm
214,Sand::N,құм,Sand
215,Mensch::N,адам,Mensch
216,Mann::N,еркек,Mann
217,Mann::N,ер адам,Mann
218,Frau::N,бике,Frau
219,Frau::N,қатын,Frau
220,Kind::N,бала,Kind
221,Kind::N,перзент,Kind
222,Junge::N,бала,Junge
223,Junge::N,ер бала,Junge
224,Mädchen::N,қыз,Mädchen
225,Familie::N,жанұя,Familie
226,Großvater::N,ата,Großvater
227,Großmutter::N,әже,Großmutter
228,Großmutter::N,әжей,Großmutter
229,Eltern::N,ата-аналар,Eltern
230,Vater::N,әке,Vater
231,Mutter::N,ана,Mutter
232,Sohn::N,ұл,Sohn
233,Tochter::N,қызым,Tochter
234,Bruder::N,бауырым,Bruder
235,Schwester::N,әпке,Schwester
236,Onkel::N,көке,Onkel
237,Tante::N,тәте,Tante
238,Ehemann::N,ер,Ehemann
239,Ehefrau::N,зайып,Ehefrau
240,Freude::N,қуаныш,Freude
241,Freude::N,сүйініш,Freude
242,Freude::N,шат-думан,Freude
243,Freude::N,қуаныштылық,Freude
244,Gelächter::N,күлу,Gelächter
245,Glück::N,бақыт,Glück
246,Glück::N,бақыттылық,Glück
247,Kummer::N,аза,Kummer
248,Kummer::N,қайғы,Kummer
249,Kummer::N,қасырет,Kummer
250,Wunsch::N,мүдде,Wunsch
251,Lust::N,тәбет,Lust
252,Lust::N,ынтызар,Lust
253,Lust::N,құштарлық,Lust
254,Geist::N,рух,Geist
255,Gedanke::N,ой,Gedanke
256,Gedächtnis::N,ес,Gedächtnis
257,Gedächtnis::N,жады,Gedächtnis
258,Gedächtnis::N,ақыл-ес,Gedächtnis
259,Verstand::N,ақыл,Verstand
260,Verstand::N,парасат,Verstand
261,Sinn::N,мән,Sinn
262,Sinn::N,маныз,Sinn
263,Sinn::N,мағына,Sinn
264,Sinn::N,мән-мағына,Sinn
265,Grund::N,себеп,Grund
266,Wahrheit::N,рас,Wahrheit
267,Gespräch::N,әңгіме,Gespräch
268,Märchen::N,ертеп,Märchen
269,Märchen::N,ертек,Märchen
270,Erzählung::N,әңгіме,Erzählung
271,Nachricht::N,хабар,Nachricht
272,Neuigkeit::N,жаңалық,Neuigkeit
273,Name::N,ат,Name
274,Name::N,атау,Name
275,Rätsel::N,жұмбақ,Rätsel
276,Rede::N,сөз,Rede
277,Sprache::N,тіл,Sprache
278,Stimme::N,үн,Stimme
279,Stimme::N,әуен,Stimme
280,Stimme::N,дауыс,Stimme
281,Wort::N,сөз,Wort
282,Zeichen::N,ишара,Zeichen
283,Ruf::N,айғай,Ruf
284,Lärm::N,айғай-шу,Lärm
285,Lärm::N,айғай-ұйғай,Lärm
286,Laut::N,дыбыс,Laut
287,Laut::N,дауыс,Laut
288,Ton::N,әуен,Ton
289,Lied::N,ән,Lied
290,Lied::N,жыр,Lied
291,Lied::N,ән-жыр,Lied
292,Ruhe::N,тыныштық,Ruhe
293,Leute::N,кісілер,Leute
294,Volk::N,халық,Volk
295,Arbeit::N,еңбек,Arbeit
296,Gast::N,қонақ,Gast
297,Gast::N,мейман,Gast
298,Geschenk::N,қадия,Geschenk
299,Spiel::N,ойын,Spiel
300,Gesellschaft::N,қауым,Gesellschaft
301,Gesellschaft::N,жұртшылық,Gesellschaft
302,Hilfe::N,жэрдем,Hilfe
303,Freund::N,дос,Freund
304,Kamerad::N,дос-жар,Kamerad
305,Angelegenheit::N,жұмыс,Angelegenheit
306,Anzahl::N,сан,Anzahl
307,Anzahl::N,саны,Anzahl
308,Art::N,түр,Art
309,Stück::N,тілім,Stück
310,Teil::N,үлес,Teil
311,Teil::N,бөлшек,Teil
312,Hälfte::N,жарты,Hälfte
313,Kreis::N,шеңбер,Kreis
314,Kreuz::N,крест,Kreuz
315,Linie::N,сызық,Linie
316,Strich::N,сызық,Strich
317,Abstand::N,ара,Abstand
318,Abstand::N,аралық,Abstand
319,Entfernung::N,аралық,Entfernung
320,Gegend::N,өңір,Gegend
321,Platz::N,орны,Platz
322,Ort::N,орын,Ort
323,Seite::N,жақ,Seite
324,Seite::N,бүйір,Seite
325,Mitte::N,ортасы,Mitte
326,Gegenstand::N,зат,Gegenstand
327,Gegenstand::N,нәрсе,Gegenstand
328,Sache::N,бұйым,Sache
329,Rand::N,шет,Rand
330,Rand::N,шеті,Rand
331,Kante::N,қыр,Kante
332,Kante::N,қыры,Kante
333,Ecke::N,қыры,Ecke
334,Ecke::N,бұрыш,Ecke
335,Spitze::N,ұшы,Spitze
336,Ende::N,аяқ,Ende
337,Ende::N,соңы,Ende
338,Loch::N,тесік,Loch
339,Winkel::N,мүйіс,Winkel
340,Muster::N,мәнер,Muster
341,Größe::N,ауқым,Größe
342,Größe::N,көлемдік,Größe
343,Länge::N,бой,Länge
344,Länge::N,ұзындық,Länge
345,Höhe::N,жоғарылық,Höhe
346,Höhe::N,биіктік,Höhe
347,Gewicht::N,салмақ,Gewicht
348,Menge::N,мөлшер,Menge
349,Haufen::N,үйме,Haufen
350,Haufen::N,үйінді,Haufen
351,Reihe::N,сап,Reihe
352,Boot::N,қайық,Boot
353,Ruder::N,ескек,Ruder
354,Schlitten::N,шана,Schlitten
355,Ski::N,шаңғы,Ski
356,Lagerfeuer::N,алау,Lagerfeuer
357,Last::N,ауырлық,Last
358,Last::N,ауыр зат,Last
359,Gang::N,жүріс,Gang
360,Schritt::N,адым,Schritt
361,Norden::N,солтүстік,Norden
362,Norden::N,терістік,Norden
363,Süden::N,оңтүстік,Süden
364,Westen::N,батыс,Westen
365,Osten::N,күншығыс,Osten
366,Holz::N,ағаш,Holz
367,Holz::N,сүрек,Holz
368,Brett::N,тақта,Brett
369,Platte::N,тақта,Platte
370,Stütze::N,тіреу,Stütze
371,Stange::N,қада,Stange
372,Stock::N,сойыл,Stock
373,Stab::N,сырық,Stab
374,Rohr::N,құбыр,Rohr
375,Haus::N,үй,Haus
376,Heim::N,үйлі,Heim
377,Heim::N,шаңырақ,Heim
378,Ofen::N,ошақ,Ofen
379,Ofen::N,пеш,Ofen
380,Fußboden::N,еден,Fußboden
381,Tisch::N,үстел,Tisch
382,Stuhl::N,орындық,Stuhl
383,Wiege::N,бесік,Wiege
384,Bett::N,кереует,Bett
385,Regal::N,сөре,Regal
386,Kiste::N,жәшік,Kiste
387,Fenster::N,терезе,Fenster
388,Tür::N,есік,Tür
389,Tor::N,дарбаза,Tor
390,Zaun::N,дуал,Zaun
391,Dach::N,шатыр,Dach
392,Leiter::N,саты,Leiter
393,Leiter::N,басқыш,Leiter
394,Besen::N,сыпырғыш,Besen
395,Spaten::N,күрек,Spaten
396,Schaufel::N,қалақ,Schaufel
397,Gabel::N,аша,Gabel
398,Gabel::N,шанышқы,Gabel
399,Löffel::N,қасық,Löffel
400,Messer::N,пышақ,Messer
401,Nagel::N,мық,Nagel
402,Nagel::N,шеге,Nagel
403,Netz::N,керегекөз,Netz
404,Haken::N,ілмек,Haken
405,Griff::N,сап,Griff
406,Griff::N,тұтқа,Griff
407,Schloss::N,құлып,Schloss
408,Schloss::N,бекіткіш,Schloss
409,Bild::N,сурет,Bild
410,Figur::N,тұлға,Figur
411,Puppe::N,қуыршақ,Puppe
412,Beutel::N,қапшық,Beutel
413,Bündel::N,байлам,Bündel
414,Tasche::N,дорба,Tasche
415,Eimer::N,шелек,Eimer
416,Deckel::N,жапқыш,Deckel
417,Geschirr::N,ыдыс,Geschirr
418,Sack::N,қап,Sack
419,Tasse::N,шыныаяқ,Tasse
420,Topf::N,кәстрөл,Topf
421,Kessel::N,қазан,Kessel
422,Essen::N,ас,Essen
423,Nahrung::N,ас,Nahrung
424,Nahrung::N,тамақ,Nahrung
425,Speise::N,тағам,Speise
426,Fleisch::N,ет,Fleisch
427,Getreide::N,дәнді,Getreide
428,Brei::N,ботқа,Brei
429,Brot::N,күлше,Brot
430,Scheibe::N,тілім,Scheibe
431,Fett::N,май,Fett
432,Butter::N,май,Butter
433,Öl::N,май,Öl
434,Salz::N,тұз,Salz
435,Suppe::N,көже,Suppe
436,Honig::N,бал,Honig
437,Milch::N,сүт,Milch
438,Tee::N,шай,Tee
439,Leder::N,көн,Leder
440,Wolle::N,жүн,Wolle
441,Stoff::N,мата,Stoff
442,Stoff::N,кездеме,Stoff
443,Nadel::N,ине,Nadel
444,Faden::N,жіп,Faden
445,Knopf::N,түйме,Knopf
446,Knoten::N,түйін,Knoten
447,Farbe::N,рең,Farbe
448,Kleidung::N,киім,Kleidung
449,Hemd::N,жейде,Hemd
450,Kragen::N,жаға,Kragen
451,Ärmel::N,жең,Ärmel
452,Hose::N,шалбар,Hose
453,Gürtel::N,белбеу,Gürtel
454,Mütze::N,қалпақ,Mütze
455,Schuh::N,кебіс,Schuh
456,Stiefel::N,етік,Stiefel
457,Ring::N,жүзік,Ring
458,Band::N,таспа,Band
459,Kamm::N,тарақ,Kamm
460,Spiegel::N,айна,Spiegel
461,Riemen::N,қайыс,Riemen
462,Schnur::N,жіп,Schnur
463,Leine::N,тізгін,Leine
464,Decke::N,көрпе,Decke
465,Kissen::N,жастық,Kissen
466,Tuch::N,орамал,Tuch
467,Handtuch::N,сүлгі,Handtuch
468,Kraft::N,қуат,Kraft
469,Kraft::N,қарқын,Kraft
470,Kraft::N,әл-шама,Kraft
471,Kraft::N,әл-дәрмен,Kraft
472,Stärke::N,әл,Stärke
473,Stärke::N,күш,Stärke
474,Gesundheit::N,денсаулык,Gesundheit
475,Krankheit::N,ауру,Krankheit
476,Schmerz::N,ауру,Schmerz
477,Wunde::N,зақым,Wunde
478,Wunde::N,жарақат,Wunde
479,Fieber::N,безгек,Fieber
480,Fieber::N,қалтырау,Fieber
481,Fieber::N,қызу көтерілуі,Fieber
482,Arznei::N,дәрі,Arznei
483,Arznei::N,дәрі-дәрмек,Arznei
484,Brücke::N,көпір,Brücke
485,Brunnen::N,құдық,Brunnen
486,Weide::N,өріс,Weide
487,Weide::N,жайылым,Weide
488,Pfad::N,жол,Pfad
489,Weg::N,жол,Weg
490,Straße::N,жол,Straße
491,Dorf::N,ауыл,Dorf
492,Stadt::N,қала,Stadt
493,Stadt::N,шаһар,Stadt
494,Brief::N,хат,Brief
495,Brief::N,жазу,Brief
496,Buch::N,кітап,Buch
497,Buchstabe::N,әріп,Buchstabe
498,Buchstabe::N,қаріп,Buchstabe
499,Zeitung::N,газет,Zeitung
500,Leben::N,өмір,Leben
501,Leben::N,тіршілік,Leben
502,Tod::N,опат,Tod
503,Grab::N,мола,Grab
504,Grab::N,мазар,Grab
505,Kirche::N,шіркеу,Kirche
506,Sünde::N,күнә,Sünde
507,Gott::N,алла,Gott
508,Gott::N,құдай,Gott
509,Gott::N,тәңірі,Gott
510,Gott::N,пәруардігер,Gott
511,Gott::N,жаратқан тәңірі,Gott
512,Arbeiter::N,жүмысшы,Arbeiter
513,Chef::N,басшы,Chef
514,Chef::N,жұмыс басқарушысы,Chef
515,Meister::N,шебер,Meister
516,Meister::N,өнерпаз,Meister
517,Arzt::N,дәрігер,Arzt
518,Lehrer::N,мұғалім,Lehrer
519,Geld::N,пұл,Geld
520,Geschäft::N,бизнес,Geschäft
521,Laden::N,дүкен,Laden
522,Preis::N,ақы,Preis
523,Preis::N,құны,Preis
524,Preis::N,нарық,Preis
525,Ware::N,тауар,Ware
526,Nutzen::N,пайда,Nutzen
527,Reichtum::N,бақ-дәулет,Reichtum
528,Welt::N,әлем,Welt
529,Welt::N,жиһан,Welt
530,Land::N,аймақ,Land
531,Staat::N,мемлекет,Staat
532,König::N,патша,König
533,Macht::N,өкімет,Macht
534,Macht::N,қожалық,Macht
535,Grenze::N,шек,Grenze
536,Krieg::N,соғыс,Krieg
537,Feind::N,жау,Feind
538,Feind::N,дұшпан,Feind
539,Gewalt::N,зорлык,Gewalt
540,Gewalt::N,зорлық-зомбылык,Gewalt
541,Kampf::N,күрес,Kampf
542,Kampf::N,алыспақ,Kampf
543,Bogen[Waffe]::N,саржа,Bogen
544,Pfeil::N,жебе,Pfeil
545,Gewehr::N,қару,Gewehr
546,Fehler::N,әбес,Fehler
547,Fehler::N,қаталық,Fehler
548,Lüge::N,өтірік,Lüge
549,Schaden::N,зиян,Schaden
550,Schaden::N,зарар,Schaden
551,Unglück::N,пәле,Unglück
552,Unglück::N,қасырет,Unglück
553,Unglück::N,ауыртпалық,Unglück
554,Schuld::N,айыптылық,Schuld
555,Alter::N,жас,Alter
556,Alter::N,жас шамасы,Alter
557,Schluss::N,ада,Schluss
558,Schluss::N,бітуі,Schluss
559,Zeit::N,уақыт,Zeit
560,Tag::N,күн,Tag
561,Morgen::N,таң,Morgen
562,Morgen::N,таңертең,Morgen
563,Mittag::N,талтүс,Mittag
564,Abend::N,кеш,Abend
565,Nacht::N,түн,Nacht
566,Woche::N,апта,Woche
567,Monat::N,ай,Monat
568,Jahr::N,жыл,Jahr
569,Frühling::N,көктем,Frühling
570,Sommer::N,жаз,Sommer
571,Herbst::N,күз,Herbst
572,Winter::N,қыс,Winter
573,Januar::N,каңтар,Januar
574,Februar::N,ақпан,Februar
575,März::N,наурыз,März
576,April::N,сәуір,April
577,Mai::N,мамыр,Mai
578,Juni::N,маусым,Juni
579,Juli::N,шілде,Juli
580,August::N,сүмбіле,August
581,August::N,тамыз,August
582,September::N,қыркүйек,September
583,Oktober::N,ақырап,Oktober
584,November::N,қараша,November
585,Dezember::N,желтоқсан,Dezember
586,Montag::N,дүйсенбі,Montag
587,Dienstag::N,сейсенбі,Dienstag
588,Mittwoch::N,сәрсенбі,Mittwoch
589,Donnerstag::N,бейсенбі,Donnerstag
590,Freitag::N,жұма,Freitag
591,Samstag::N,сенбі,Samstag
592,Sonntag::N,жексембі,Sonntag
593,groß::A,алпамсадай,groß
594,klein::A,кішкене,klein
595,klein::A,қарғадай,klein
596,lang::A,сопақ,lang
597,lang::A,сорайған,lang
598,kurz::A,кеспелтек,kurz
599,breit::A,айдынды,breit
600,schmal::A,қысық,schmal
601,dicht::A,жиі,dicht
602,dick[Gegenstand]::A,шомбал,dick
603,dünn::A,жұқа,dünn
604,dünn::A,жіңішке,dünn
605,fein::A,қаңылтақ,fein
606,fest::A,берік,fest
607,fest::A,мызғымас,fest
608,flach::A,жалпак,flach
609,glatt::A,типыл,glatt
610,hart::A,қатты,hart
611,weich::A,жұмсақ,weich
612,rund::A,домалақ,rund
613,spitz::A,үшкір,spitz
614,scharf::A,сүйрік,scharf
615,stumpf::A,доғал,stumpf
616,stumpf::A,өтпейтін,stumpf
617,schwer::A,салмақты,schwer
618,schön::A,сұлу,schön
619,heiß::A,ыссы,heiß
620,warm::A,жылы,warm
621,kalt::A,аязды,kalt
622,kühl::A,салқын,kühl
623,frisch::A,таза,frisch
624,frisch::A,жаңа,frisch
625,feucht::A,нам,feucht
626,feucht::A,дымқылды,feucht
627,nass::A,сулы,nass
628,trocken::A,құрғақ,trocken
629,voll::A,толы,voll
630,leer::A,бос,leer
631,offen::A,ашып қойылған,offen
632,geschlossen::A,жабулы,geschlossen
633,sauber::A,дақсыз,sauber
634,sauber::A,мұнтаздай,sauber
635,schmutzig::A,айғыз,schmutzig
636,schmutzig::A,сатпақ,schmutzig
637,schmutzig::A,сатал-сатал,schmutzig
638,roh::A,шикі,roh
639,reif::A,піскен,reif
640,lecker::A,дәмді,lecker
641,süß::A,тәтті,süß
642,bitter::A,ащы,bitter
643,sauer::A,қышқыл,sauer
644,hell::A,жарық,hell
645,hell::A,жарқын,hell
646,dunkel::A,қараңғы,dunkel
647,schwarz::A,қара,schwarz
648,weiß::A,ақ,weiß
649,rot::A,қызыл,rot
650,gelb::A,сары,gelb
651,blau::A,көк,blau
652,grün::A,жасыл,grün
653,grau::A,бозамық,grau
654,bunt::A,алабажак,bunt
655,billig::A,арзан,billig
656,teuer::A,бағалы,teuer
657,wertvoll::A,құнды,wertvoll
658,wertvoll::A,қымбат,wertvoll
659,blind::A,көзсіз,blind
660,blind::A,көр,blind
661,blind::A,көр_соқыр,blind
662,taub::A,керең,taub
663,taub::A,саңырау,taub
664,kräftig::A,қуатты,kräftig
665,kräftig::A,қарымды,kräftig
666,stark::A,білекті,stark
667,schwach::A,әлсіз,schwach
668,schwach::A,күшсіз,schwach
669,schwach::A,қайратсыз,schwach
670,fett::A,семіз,fett
671,schlank::A,ашаң,schlank
672,hübsch::A,ажарлы,hübsch
673,hübsch::A,шырайлы,hübsch
674,böse::A,өш,böse
675,böse::A,сұм,böse
676,böse::A,жауыз,böse
677,dumm::A,көкми,dumm
678,dumm::A,ақымақ,dumm
679,dumm::A,миы жоқ,dumm
680,faul::A,жалқау,faul
681,faul::A,еріншек,faul
682,fleißig::A,ұқыпты,fleißig
683,geizig::A,сараң,geizig
684,klug::A,жетік,klug
685,klug::A,ақылды,klug
686,geschickt::A,шебер,geschickt
687,lieb::A,абзал,lieb
688,lieb::A,айналайын,lieb
689,lustig::A,көңілді,lustig
690,sanft::A,жуас,sanft
691,hungrig::A,аш,hungrig
692,krank::A,кеселді,krank
693,nackt::A,жалаңаш,nackt
694,traurig::A,қапа,traurig
695,lebendig::A,тірі,lebendig
696,lebendig::A,жанды,lebendig
697,gut::A,жақсы,gut
698,schlecht::A,жаман,schlecht
699,richtig::A,дұрыс,richtig
700,schlimm::A,жаман,schlimm
701,wahr::A,нағыз,wahr
702,alt::A,ескі,alt
703,neu::A,жаңа,neu
704,ehemalig::A,өткен,ehemalig
705,ehemalig::A,бұрынғы,ehemalig
706,alt[Lebewesen]::A,кексе,alt
707,jung::A,науша,jung
708,arm::A,кедей,arm
709,arm::A,дәулетсіз,arm
710,reich::A,малды,reich
711,bekannt::A,таныс,bekannt
712,bekannt::A,көзтаныс,bekannt
713,berühmt::A,атақты,berühmt
714,fremd::A,бөтен,fremd
715,verschieden::A,түрлі,verschieden
716,nah::A,жуық,nah
717,nah::A,етене,nah
718,fern::A,алыс,fern
719,fern::A,алыстағы,fern
720,linker::A,сол,linker
721,linker::A,солшыл,linker
722,rechter::A,оң,rechter
723,anderer::A,өзге,anderer
724,anderer::A,былайғы,anderer
725,erster::A,алғашқы,erster
726,zweiter::A,екінші,zweiter
727,dritter::A,үшінші,dritter
728,letzter::A,артқы,letzter
729,letzter::A,кейінгі,letzter
730,allein::ADV,серіксіз,allein
731,auf einmal::ADV,бірден,auf einmal
732,zusammen::ADV,бірлесіп,zusammen
733,lange::ADV,ұзақ,lange
734,plötzlich::ADV,кенет,plötzlich
735,sofort::ADV,әне-міне дегенше,sofort
736,später::ADV,артынан,später
737,jetzt::ADV,енді,jetzt
738,jetzt::ADV,қазір,jetzt
739,heute::ADV,бүгін,heute
740,morgen::ADV,ертең,morgen
741,bald::ADV,тез,bald
742,dann::ADV,онан соң,dann
743,dann::ADV,сонан соң,dann
744,gestern::ADV,кеше,gestern
745,einst::ADV,бірде,einst
746,einst::ADV,бір кезде,einst
747,damals::ADV,анада,damals
748,danach::ADV,онан соң,danach
749,danach::ADV,сонан соң,danach
750,vorher::ADV,бұрын,vorher
751,zuerst::ADV,әуелі,zuerst
752,zuerst::ADV,алдымен,zuerst
753,einmal::ADV,бір жолы,einmal
754,manchmal::ADV,кейде,manchmal
755,oft::ADV,ылғи,oft
756,immer::ADV,өнебойы,immer
757,niemals::ADV,ешуақытта,niemals
758,hier::ADV,бұнда,hier
759,hier::ADV,осында,hier
760,hierhin::ADV,бермен,hierhin
761,von hier::ADV,бер жақтан,von hier
762,dort::ADV,анда,dort
763,dorthin::ADV,әрі,dorthin
764,geradeaus::ADV,тура,geradeaus
765,vorwärts::ADV,ілгері,vorwärts
766,rückwärts::ADV,артқа,rückwärts
767,zurück::ADV,кейін қарай,zurück
768,unten::ADV,төменде,unten
769,hinab::ADV,астына,hinab
770,hinab::ADV,төмен,hinab
771,oben::ADV,жоғарыда,oben
772,hinauf::ADV,өрге,hinauf
773,überall::ADV,әрқайда,überall
774,nicht::ADV,емес,nicht
775,ein wenig::ADV,азырақ,ein wenig
776,ein wenig::ADV,аздаған,ein wenig
777,ein wenig::ADV,азғантай,ein wenig
