,Concept_ID,la,kn
573,grau::A,canus,ಬೂದುಬಣ್ಣದ
574,bunt::A,varius,ವರ್ಣರಂಜಿತ
575,billig::A,vilis,ಅಗ್ಗ
576,teuer::A,carus,ದುಬಾರಿಯಾದ
577,wertvoll::A,pretiosus,ಅಮೂಲ್ಯ
578,blind::A,caecus,ಅಂಧ
579,taub::A,surdus,ಕಿವುಡಾದ
580,kräftig::A,robustus,ಪ್ರಬಲ
581,stark::A,firmus,ಶಕ್ತಿವಂತ
582,stark::A,validus,ಶಕ್ತಿವಂತ
583,schwach::A,debilis,ದುರ್ಬಲ
584,schwach::A,infirmus,ದುರ್ಬಲ
585,fett::A,crassus,ಕೊಬ್ಬಿದ
586,schlank::A,procerus,ತೆಳ್ಳಗಿನ
587,hübsch::A,pulcher,ಅಂದವಾದ
588,böse::A,improbus,ಕೆಟ್ಟ
589,dumm::A,stultus,ಮಂದ
590,dumm::A,stupidus,ಮಂದ
591,faul::A,piger,ಆಲಸ
592,fleißig::A,sedulus,ಕಡಗುವ
593,geizig::A,avarus,ಜುಗ್ಗ
594,klug::A,prudens,ಚತುರ
595,geschickt::A,sollers,ದಕ್ಷ
596,lieb::A,carus,ಪ್ರಿಯ
597,lustig::A,iocosus,ಖುಷಿಯಾದ
598,sanft::A,clemens,ಸೌಮ್ಯ
599,hungrig::A,impastus,ಹಸಿದ
600,krank::A,aeger,ಅಸ್ವಸ್ಥ
601,nackt::A,nudus,ನಗ್ನ
602,traurig::A,maestus,ದುಃಖಿತ
603,lebendig::A,vivus,ಜೀವಂತ
604,gut::A,bonus,ಒಳ್ಳೆಯ
605,schlecht::A,malus,ದುಷ್ಟ
606,richtig::A,rectus,ಸರಿ
607,schlimm::A,malus,ಅಸಹ್ಯ
608,wahr::A,verus,ನಿಜ
609,alt::A,antiquus,ಮುದಿ
610,neu::A,novus,ಹೊಸ
611,ehemalig::A,pristinus,ಮಾಜೀ
612,alt[Lebewesen]::A,vetus,ವೃದ್ಧ
613,jung::A,iuvenis,ಎಳ
614,arm::A,pauper,ಬಡ
615,reich::A,dives,ಶ್ರೀಮಂತ
616,bekannt::A,notus,ಅಪ್ತ
617,berühmt::A,celeber,ಪ್ರಸಿದ್ಧ
618,berühmt::A,illustris,ಪ್ರಸಿದ್ಧ
619,fremd::A,peregrinus,ಪರಕೀಯ
620,verschieden::A,varius,ಬೇರೆ
621,nah::A,propinquus,ಹತ್ತಿರವಾದ
622,fern::A,longinquus,ದೂರದ
623,linker::A,sinister,ಎಡ
624,rechter::A,dexter,ಬಲ
625,anderer::A,alius,ಇತರ
626,erster::A,primus,ಪ್ರಥಮ
627,zweiter::A,secundus,ದ್ವಿತೀಯ
628,dritter::A,tertius,ಮೂರನೆಯಜಗತ್ತು
629,letzter::A,ultimus,ಅಂತ್ಯ
630,allein::ADV,solum,ಒಬ್ಬನೇ
631,auf einmal::ADV,simul,ಒಡನೆ
632,zusammen::ADV,una,ಒಟ್ಟಿಗೆ
633,lange::ADV,diu,ದೀರ್ಘ
634,plötzlich::ADV,subito,ಅನಾಮತ್ತು
635,plötzlich::ADV,repente,ಅನಾಮತ್ತು
636,sofort::ADV,statim,ಜಾಗ್ರತೆ
637,später::ADV,postea,ತರುವಾಯ
638,jetzt::ADV,nunc,ಈಗ
639,heute::ADV,hodie,ಇಂದು
640,morgen::ADV,cras,ನಾಳೆ
641,bald::ADV,mox,ಬೇಗ
642,dann::ADV,deinde,ಆಗ
643,gestern::ADV,heri,ನಿನ್ನೆ
644,einst::ADV,olim,ಪೂರ್ವದಲ್ಲಿ
645,damals::ADV,tum,ಆಗ
646,danach::ADV,postea,ಆಮೇಲೆ
647,vorher::ADV,antea,ಮುಂಚೆ
648,zuerst::ADV,primo,ಮೊದಲಿಗೆ
649,einmal::ADV,semel,ಒಮ್ಮೆ
650,manchmal::ADV,interdum,ಆಗಾಗ
651,oft::ADV,saepe,ಅನೇಕಸಲ
652,immer::ADV,semper,ಯಾವಾಗಲೂ
653,niemals::ADV,numquam,ಯಾವಾಗಲೂ ಇಲ್ಲ
654,hier::ADV,hic,ಇಲ್ಲಿ
655,hierhin::ADV,huc,ಇತ್ತ
656,von hier::ADV,hinc,ಇಲ್ಲಿಂದ
657,dort::ADV,ibi,ಅಲ್ಲಿ
658,dorthin::ADV,eo,ಅಲ್ಲಿಗೆ
659,geradeaus::ADV,recte,ಸೀದಾ
660,vorwärts::ADV,porro,ಮುನ್ನೆಡೆವ
661,rückwärts::ADV,retro,ಹಿಂದುಗಡೆಗೆ
662,zurück::ADV,retro,ಹಿಂದಕ್ಕೆ
663,unten::ADV,infra,ಕೆಳಗೆ
664,hinab::ADV,pessum,ಕೆಳಕ್ಕೆ
665,oben::ADV,supra,ಮೇಲೆ
666,hinauf::ADV,sursum,ಮೇಲಕ್ಕೆ
667,überall::ADV,ubique,ಎಲ್ಲಸ್ಥಳಗಳು
668,nicht::ADV,non,ಇಲ್ಲ
669,nicht::ADV,non,ಅಲ್ಲ
670,ein wenig::ADV,paulum,ತುಸು
671,kaum::ADV,vix,ಕಠಿನವಾಗಿ
672,kaum::ADV,aegre,ಕಠಿನವಾಗಿ
673,sehr::ADV,valde,ಬಹು
674,sehr::ADV,magnopere,ಬಹು
675,so::ADV,ita,ಅಷ್ಟು
676,noch::ADV,etiam,ಇನ್ನು
677,nur::ADV,solum,ಕೇವಲ
678,nur::ADV,tantum,ಕೇವಲ
679,schon::ADV,iam,ಆಗಲೇ
680,wieder::ADV,rursus,ಪುನಃ
681,vergebens::ADV,frustra,ನಿಷ್ಫಲವಾಗಿ
682,vor::PRP,ante,ಮುಂದೆ
683,hinter::PRP,post,ಹಿಂದ
684,unter::PRP,sub,ಕೆಳ
685,durch::PRP,per,ನೇರವಾಗಿ
686,neben::PRP,iuxta,ಅಧರ ಬಲಿಕ
687,zwischen::PRP,inter,ನಡುವೆ
688,wegen::PRP,propter,ಅಧಕ್ಕಗಿ
689,dies::PRN,hoc,ಈ
690,das::PRN,id,ಅದು
691,alles::PRN,omnia,ಎಲ್ಲ
692,ich::PRN,ego,ನಾನು
693,du::PRN,tu,ನೀನು
694,er::PRN,is,ಅವನು
695,er::PRN,is,ಇವನು
696,er::PRN,ille,ಅವನು
697,er::PRN,ille,ಇವನು
698,wir::PRN,nos,ನಾವು
699,ihr::PRN,vos,ನೀವು
700,sie::PRN,ii,ಅವರು
701,sie::PRN,illi,ಅವರು
702,was::FPRN,quid,ಏನು
703,wer::FPRN,quis,ಯಾರಿಗೆ
704,wo::FADV,ubi,ಎಲ್ಲಿ
705,wohin::FADV,quo,ಎಲ್ಲಿಗೆ
706,wie::FADV,quomodo,ಹೇಗೆ
707,warum::FADV,cur,ಏಕೆ
708,wieviel::FNUM,quantum,ಎಷ್ಟು
709,eins::NUM,unus,ಒಂದು
710,zwei::NUM,duo,ಎರಡು
711,drei::NUM,tres,ಮೂರು
712,vier::NUM,quattuor,ನಾಲ್ಕು
713,fünf::NUM,quinque,ಅಯ್ದು
714,sechs::NUM,sex,ಆರು
715,sieben::NUM,septem,ಏಳು
716,acht::NUM,octo,ಎಂಟು
717,neun::NUM,novem,ಒಂಭಬತ್ತು
718,zehn::NUM,decem,ಹತ್ತು
719,elf::NUM,undecim,ಹನ್ನೊಂದು
720,zwölf::NUM,duodecim,ಹನ್ನೆರಡು
721,zwanzig::NUM,viginti,ಇಪ್ಪತ್ತು
722,dreißig::NUM,triginta,ಮೂವತ್ತು
723,vierzig::NUM,quadraginta,ನಲವತ್ತು
724,fünfzig::NUM,quinquaginta,ಐವತ್ತು
725,sechzig::NUM,sexaginta,ಅರುವತ್ತು
726,siebzig::NUM,septuaginta,ಎಪ್ಪತ್ತು
727,achtzig::NUM,octoginta,ಎಂಬತ್ತು
728,neunzig::NUM,nonaginta,ತೊಂಬತ್ತು
729,hundert::NUM,centum,ನೂರು
730,tausend::NUM,mille,ಸಾವಿರ
731,und::CNJ,et,ಮತ್ತು
732,und::CNJ,-que,ಮತ್ತು
733,oder::CNJ,vel,ಅಥವಾ
734,stehen::V,stare,ನಿಲ್ಲು
735,sitzen::V,sedere,ಕುಳ್ಳಿರು
736,liegen::V,iacere,ಮಲಗಿಕೊ
737,hängen::V,pendere,ಇಳಿಯಬಿಡು
738,werden::V,fieri,ಆಗು
739,passieren::V,accidere,ಆಗು
740,beginnen::V,incipere,ಆರಂಭಿಸು
741,enden::V,finem habere,ಕೊನೆಗಾಣು
742,wechseln::V,mutari,ಮಾರ್ಪಡಿಸು
743,aufgehen[Sonne]::V,oriri,ಮೂಡು
744,untergehen[Sonne]::V,occidere,ಮುಳುಗು
745,scheinen[Sonne]::V,lucere,ಹೊಳೆ
746,donnern::V,tonare,ಗುಡುಗಾಗು
747,wehen::V,flare,ತೀಡು
748,strömen::V,fluere,ಹರಿ
749,fließen::V,manare,ಹರಿ
750,sich drehen::V,torqueri,ಸುತ್ತು
751,schwanken::V,vacillare,ಓಲಾಡು
752,schwingen::V,vibrare,ತೂಗು
753,fallen::V,cadere,ಉದುರು
754,brennen::V,ardere,ಉರಿ
755,rauchen::V,fumare,ಹೊಗೆಬಿಡು
756,regnen::V,pluere,ಸುರಿ
757,gefrieren::V,congelari,ಹೆಪ್ಪುಗಟ್ಟು
758,tauen::V,rorare,ಬೆಚ್ಚಗಾಗು
759,schmelzen::V,liquescere,ಕರಗು
760,trocknen::V,arescere,ಒಣಗು
761,sieden::V,fervere,ಕುದಿ
762,faulen::V,putescere,ಕೊಳೆ
763,verfaulen::V,putescere,ನಶಿಸು
764,reißen::V,scindi,ಒಡೆ
765,versinken::V,mergi,ಮುಳುಗು
766,vergehen::V,praeterire,ಸಾಗು
767,erscheinen::V,apparere,ತೋರು
768,verschwinden::V,discedere,ಮಾಯವಾಗು
769,sinken::V,labi,ಕುಸಿ
770,abnehmen::V,deminui,ತಗ್ಗು
771,zunehmen::V,augeri,ಬೆಳೆ
772,steigen::V,augescere,ಉಬ್ಬು
773,wachsen::V,crescere,ಬೆಳೆ
774,glänzen::V,splendere,ಮಿರುಗು
775,funkeln::V,micare,ಮಿನುಗು
776,lärmen::V,strepere,ಶಬ್ದ ಮಾಡಲು
777,läuten::V,sonare,ಬಾರಿಸು
778,klingeln::V,tinnire,ಅನುರಣಿಸು
779,klirren::V,crepare,ಕಿಣಿಕಿಣಿಸು
780,brausen::V,saevire,ಅಬ್ಬರಿಸು
781,rauschen::V,crepare,ಮರ್ಮರಗುಟ್ಟಿಸು
782,klingen::V,sonare,ಉಸಿರು
783,bellen::V,latrare,ಬಗುಳು
784,heulen::V,ululare,ಅರಚು
785,blasen::V,flare,ಗಾಳಿ ಊದು
786,pfeifen::V,sibilare,ಸಿಳ್ಳೆಯೂದು
787,schreien::V,clamare,ಕರೆ
788,stöhnen::V,gemere,ನರಳು
789,zittern::V,tremere,ನಡುಗು
790,zittern::V,trepidare,ನಡುಗು
791,leben::V,vivere,ಇರು
792,geboren werden::V,nasci,ಉಂಟಾಗು
793,atmen::V,spirare,ಉಸಿರು
794,trinken::V,bibere,ಕುಡಿ
795,essen::V,edere,ತಿನ್ನು
796,schlucken::V,devorare,ನುಂಗು
797,müde werden::V,fatigari,ಬಳಲು
798,einschlafen::V,obdormiscere,ನಿದ್ಧೆಹೋಗು
799,schlafen::V,dormire,ನಿದ್ರಿಸು
800,aufwachen::V,expergisci,ಏಳು
801,aufstehen::V,exsurgere,ಏಳು
802,sich erholen::V,se reficere,ಸುಧಾರಿಸು
803,krank werden::V,aegrescere,ಬೇನೆಬೀಳು
804,krank sein::V,aegrotare,ಕೆಟ್ಟ ಎಂದು
805,schmerzen::V,dolere,ಕಚ್ಚು
806,husten::V,tussire,ಕೆಮ್ಮು
807,genesen::V,convalescere,ಮತ್ತೆಹೊದಿಸು
808,sterben::V,mori,ಮೃತಪಡು
809,umkommen::V,perire,ಹಾಳಾಗು
810,sich bewegen::V,se movere,ಚಲಿಸು
811,sich rühren::V,micare,ಕದಲು
812,sich erheben::V,surgere,ಏಳು
813,sich setzen::V,considere,ಕೂರು
814,hinfallen::V,cadere,ಬೀಳು
815,laufen::V,vadere,ನಡೆ
816,schreiten::V,gradi,ಮೆಲ್ಲಗೆ ನಡೆ
817,spazierengehen::V,ambulare,ವಿಹರಿಸು
818,eilen::V,properare,ಮುನ್ನುಗ್ಗು
819,sich beeilen::V,festinare,ಆತುರಪಡು
820,sausen::V,currere,ಒಗೆ
821,rennen::V,currere,ಓಡು
822,springen::V,salire,ಜಿಗಿ
823,klettern::V,niti,ಏರು
824,schaukeln::V,oscillare,ತೂಗು
825,kriechen::V,repere,ತೆವಳು
826,kriechen::V,serpere,ತೆವಳು
827,schwimmen::V,nare,ಈಜು
828,schwimmen::V,natare,ಈಜು
829,tauchen::V,mergere,ಕೆಳಗಿಳಿ
830,rudern::V,remigare,ಸಾಗಿಸು
831,fahren::V,vehi,ನಡೆಸು
832,fliegen::V,volare,ಹಾರು
833,gehen::V,ire,ಹೋಗು
834,gehen::V,vadere,ಹೋಗು
835,weggehen::V,abire,ಹೊರಡು
836,weggehen::V,discedere,ಹೊರಡು
837,abfahren::V,proficisci,ತೆರಳು
838,anhalten::V,consistere,ನಿಲ್ಲು
839,hineingehen::V,inire,ಒಳಹೊಗು
840,hineingehen::V,ingredi,ಒಳಹೊಗು
841,eintreten::V,intrare,ಒಳಹೊಗು
842,kommen::V,venire,ಬರು
843,ankommen::V,advenire,ಬರು
844,zurückkommen::V,revenire,ಹಿಂದಿರುಗು
845,bleiben::V,manere,ಇರು
846,warten::V,opperiri,ಇರು
847,erwarten::V,opperiri,ನಿರೀಕ್ಷಿಸು
848,erwarten::V,expectare,ನಿರೀಕ್ಷಿಸು
849,suchen::V,quaerere,ಹುಡುಕು
850,finden::V,reperire,ಕಂಡುಕೊ
851,versuchen::V,conari,ಪ್ರಯತ್ನಿಸು
852,versuchen::V,temptare,ಪ್ರಯತ್ನಿಸು
853,vorbereiten::V,parare,ಸಿದ್ಧವಾಗು
854,lieben::V,amare,ಪ್ರೀತಿಸು
855,mögen::V,amare,ಇಷ್ಟಪಡು
856,lachen::V,ridere,ನಗು
857,rühren::V,commovere,ಹೃದಯ ಸ್ಪರ್ಶಕ್ಕೆ
858,weinen::V,flere,ಅಳು
859,schimpfen::V,increpare,ಗೊಣಗು
860,sich ärgern::V,indignari,ಗಣಗಾಡು
861,sich fürchten::V,vereri,ನಡುಗು
862,fürchten::V,timere,ಹೆದರು
863,fliehen::V,fugere,ಓಡಿಹೋಗು
864,flüchten::V,effugere,ಪಾರಾಗು
865,sehen::V,videre,ಕಾಣು
866,anschauen::V,aspectare,ನೋಡು
867,ansehen::V,spectare,ನಿರೀಕ್ಷಿಸು
868,hören::V,audire,ಕೇಳು
869,zuhören::V,auscultare,ಆಲಿಸು
870,probieren::V,gustare,ರುಚಿ ನೋಡು
871,riechen::V,olfacere,ಮೂಸು
872,fühlen::V,sentire,ಸ್ಪರ್ಯಿಸಿತಿಳಿ
873,scheinen::V,videri,ತೋರು
874,zu sehen sein::V,conspici,ಕಾಣಿಸು
875,vernehmen::V,comperire,ಕೇಳು
876,frieren::V,algere,ಚಳಿಯಿಂದ ಸೆಡೆದುಕೊ
877,tun::V,facere,ಮಾಡು
878,können::V,posse,ಮಾಡಬಲ್ಲ
879,wollen::V,velle,ಬಯಸು
880,anfangen::V,incipere,ಪ್ರಾರಂಭಿಸು
881,beenden::V,finire,ನಿಲ್ಲಿಸು
882,aufhören::V,desistere,ಮುಗಿಸು
883,gelingen::V,contingere,ಯಶಸ್ವಿಯಾಗು
884,geraten::V,evenire,ಉತ್ಪತ್ತಿಮಾಡು
885,öffnen::V,aperire,ತೆರೆ
886,schließen::V,claudere,ಮುಚ್ಚು
887,stellen::V,sistere,ಇಕ್ಕು
888,setzen::V,ponere,ಇಡು
889,legen::V,ponere,ಇಡು
890,berühren::V,tangere,ತಾಕು
891,verbinden::V,iungere,ಕೂಡಿಸು
892,bedecken::V,tegere,ಮುಚ್ಚು
893,bedecken::V,operire,ಮುಚ್ಚು
894,aufhängen::V,suspendere,ತೂಗುಹಾಕು
895,anzünden::V,accendere,ಹತ್ತಿಸು
896,anzünden::V,inflammare,ಹತ್ತಿಸು
897,aufheben::V,tollere,ಆಯಿ
898,zurücklassen::V,relinquere,ಬಿಡು
899,verlieren::V,perdere,ಕಳೆ
900,verlieren::V,amittere,ಕಳೆ
901,fallen lassen::V,dimittere,ಬೀಳಿಸು
902,machen::V,facere,ಮಾಡು
903,herstellen::V,fabricare,ತಯಾರಿಸು
904,bauen::V,construere,ಕಟ್ಟು
905,reparieren::V,reparare,ಸರಿಪಡಿಸು
906,verbessern::V,emendare,ತಿದ್ದು
907,ändern::V,mutare,ಬದಲಾಯಿಸು
908,graben::V,fodere,ಅಗೆ
909,beugen::V,flectere,ಬಗ್ಗಿಸು
910,biegen::V,curvare,ಬಗ್ಗಿಸು
911,drehen::V,torquere,ತಿರುಗು
912,wenden::V,vertere,ತಿರುಗು
913,umdrehen::V,convertere,ತಿರುಗಿಸು
914,heben::V,tollere,ಎತ್ತು
915,hochheben::V,levare,ಎತ್ತು
916,ergreifen::V,capessere,ಆಕ್ರಮಿಸು
917,halten::V,tenere,ಹಿಡಿ
918,drücken::V,premere,ಒತ್ತು
919,schieben::V,promovere,ನೂಕು
920,kratzen::V,radere,ತರಚಿಕೊಳ್ಳು
921,lecken::V,lambere,ನೆಕ್ಕು
922,beißen::V,mordere,ಕಚ್ಚು
923,abreißen::V,avellere,ಹರಿ
924,abschneiden::V,desecare,ಕತ್ತರಿಸು
925,binden::V,ligare,ಕಟ್ಟು
926,stecken::V,inserere,ಸಿಕ್ಕಿಸು
927,brechen::V,rumpere,ಮುರಿ
928,klopfen::V,pultare,ತಟ್ಟು
929,hauen::V,ferire,ಹೊಡೆ
930,kleben::V,agglutinare,ಅಂಟಿಸು
931,reiben::V,terere,ಉಜ್ಜು
932,streichen::V,oblinere,ಹರಡು
933,schleifen::V,acuere,ಮಸೆ
934,schneiden::V,secare,ಕತ್ತರಿಸು
935,rütteln::V,quassare,ಕುಲುಕಿಸು
936,schütteln::V,quatere,ಅಲುಗಿಸು
937,schwenken::V,ventilare,ತೂಗಾಡು
938,schütten::V,fundere,ಎರೆ
939,füllen::V,complere,ತುಂಬಿಸು
940,einwickeln::V,involvere,ಹೊದಿಸು
941,tragen::V,ferre,ಹೊರು
942,tragen::V,portare,ಹೊರು
943,schleppen::V,pertrahere,ಜಗ್ಗು
944,ziehen::V,trahere,ಎಳೆ
945,aufbewahren::V,asservare,ಇಟ್ಟುಕೊ
946,werfen::V,iacere,ಎಸೆ
947,fangen::V,capere,ಹಿಡಿ
948,packen::V,capessere,ಸೆಳೆ
949,verstecken::V,abdere,ಮುಚ್ಚಿಡು
950,teilen::V,partiri,ವಿಭಜಿಸು
951,teilen::V,dividere,ವಿಭಜಿಸು
952,schicken::V,mittere,ಕಳುಹಿಸು
953,bringen::V,apportare,ತರು
954,hinzufügen::V,addere,ಕೂಡಿಸು
955,bekommen::V,adipisci,ಸಂಪಾದಿಸು
956,erhalten::V,accipere,ಪಡೆ
957,nehmen::V,sumere,ಹಿಡಿ
958,wählen::V,eligere,ಆರಿಸು
959,auswählen::V,deligere,ಆಯಿ
960,bewahren::V,conservare,ರಕ್ಷಿಸಿಡು
961,behindern::V,impedire,ಅಡ್ಡಿಮಾಡು
962,verderben::V,corrumpere,ಕೆಡಿಸು
963,beschädigen::V,laedere,ಹಾಳುಮಾಡು
964,zerbrechen::V,rumpere,ಮುರಿ
965,zerbrechen::V,frangere,ಮುರಿ
966,zerreißen::V,discindere,ಸೀಳು
967,zerstören::V,delere,ಅಳಿಸು
968,verbrennen::V,urere,ಸುಡು
969,verbrennen::V,cremare,ಸುಡು
970,geben::V,dare,ಕೊಡು
971,reichen::V,praebere,ಕೊಡು
972,schenken::V,donare,ಅರ್ಪಿಸು
973,schenken::V,largiri,ಅರ್ಪಿಸು
974,versprechen::V,polliceri,ವಾಗ್ದಾನಮಾಡು
975,versprechen::V,promittere,ವಾಗ್ದಾನಮಾಡು
976,loben::V,laudare,ಹೊಗಳು
977,küssen::V,osculari,ಚುಂಬಿಸು
978,zudecken::V,tegere,ಹಾಸು
979,wecken::V,excitare,ಎಬ್ಬಿಸು
980,zeigen::V,monstrare,ತೋರಿಸು
981,führen::V,ducere,ದಾರಿತೋರಿಸು
982,lehren::V,docere,ಕಲಿಸು
983,unterrichten::V,instituere,ಬೋಧಿಸು
984,aufziehen::V,nutrire,ಸಲಹು
985,leiten::V,ducere,ಮುಂದಾಳಾಗಿರು 
986,antreiben::V,incitare,ಓಡಿಸು
987,lassen::V,iubere,ಮಾಡಲುಬಿಡು
988,einladen::V,invitare,ಆಹ್ವಾನಿಸು
989,vereinigen::V,coniungere,ಒಂದಾಗು
990,besuchen::V,visere,ಭೇಟಿಯಾಗು
991,treffen::V,convenire,ಸಂಧಿಸು
992,sich versammeln::V,convenire,ನೆರೆ
993,spielen::V,ludere,ಆಡು
994,singen::V,cantare,ಹಾಡು
995,tanzen::V,saltare,ಕುಣಿ
996,sich trennen::V,digredi,ಪ್ರತ್ಯೇಮಾಡು
997,sich trennen::V,discedere,ಪ್ರತ್ಯೇಮಾಡು
998,verlassen::V,deserere,ಕಳೆ
999,verlassen::V,relinquere,ಕಳೆ
1000,retten::V,servare,ರಕ್ಷಿಸು
1001,bewachen::V,custodire,ಕಾಪಾಡು
1002,schützen::V,tueri,ಸಂರಕ್ಷಿಸು
1003,schützen::V,tutari,ಸಂರಕ್ಷಿಸು
1004,verteidigen::V,defendere,ಕಾಪಿಡು
1005,sich schlagen::V,luctari,ಕಿತ್ತಾಟ
1006,schießen::V,iaculari,ಎಸೆ
1007,siegen::V,vincere,ಗೆಲ್ಲು
1008,ärgern::V,irritare,ರೇಗಿಸು
1009,schlagen::V,ferire,ಹೊಡೆ
1010,treten::V,calcare,ಒದೆ
1011,stechen::V,pungere,ಚುಚ್ಚು
1012,stoßen::V,tundere,ತಳ್ಳು
1013,stehlen::V,furari,ಕದಿ
1014,stören::V,turbare,ಕತಕು
1015,belästigen::V,obtundere,ತೊಂದರೆ
1016,verbergen::V,celare,ಮರೆಮಾಜು
1017,verbergen::V,occultare,ಮರೆಮಾಜು
1018,täuschen::V,fallere,ಠಕ್ಕಿಸು
1019,betrügen::V,fraudare,ವಂಚಿಸು
1020,töten::V,necare,ಕೊಲ್ಲು
1021,töten::V,caedere,ಕೊಲ್ಲು
1022,wohnen::V,habitare,ವಾಸಿಸು
1023,arbeiten::V,laborare,ಕೆಲಸ ಮಾಡು
1024,sammeln::V,colligere,ಸಂಚಯಿಸು
1025,pflücken::V,carpere,ಬಿಡಿಸು
1026,jagen::V,venari,ಬೇಟೆಯಾಡು
1027,fischen::V,piscari,ಮೀನು ಹಿಡಿ
1028,fassen::V,capere,ಹಿಡಿ
1029,hüten::V,custodire,ಗುಂಪುಸೇರಿಸು
1030,treiben::V,agere,ದಬ್ಬು
1031,anbinden::V,alligare,ಬಿಗಿ
1032,füttern::V,nutrire,ಮೇಯಿಸು
1033,melken::V,mulgere,ಹಾಲು ಕರೆ
1034,hacken::V,findere,ತುಂಡರಿಸು
1035,gießen::V,rigare,ನೀರುಹಾಕು
1036,reifen::V,maturescere,ಕಳಿ
1037,zubereiten::V,apparare,ಅಡಿಗೆಮಾಡು
1038,kochen::V,coquere,ಅಡು
1039,backen::V,coquere,ಬೇಯಿಸು
1040,braten::V,torrere,ಕರಿ
1041,umrühren::V,commovere,ಕಲಕು
1042,stricken::V,texere,ಹೆಣೆ
1043,nähen::V,suere,ಹೊಲಿ
1044,färben::V,tingere,ಬಣ್ಣ ಹತ್ತು
1045,reinigen::V,purgare,ಸ್ವಚ್ಛಮಾಡು
1046,waschen::V,lavare,ತೊಳೆ
1047,abwischen::V,abstergere,ಒರಸು
1048,spülen::V,perluere,ಗಲಬರಿಸು
1049,fegen::V,verrere,ಗುಡಿಸು
1050,kehren::V,purgare,ಗುಡಿಸು
1051,baden::V,lavari,ಸ್ನಾನಮಾಡು
1052,sich waschen::V,lavari,ತೊಳೆ
1053,ausziehen::V,exuere,ಬಿಚ್ಚು
1054,anziehen::V,induere,ಹಾಕು
1055,sich anziehen::V,vestiri,ಹಾಕು
1056,kämmen::V,pectere,ಬಾಚು
1057,schmücken::V,ornare,ಅಲಂಕರಿಸು
1058,schmücken::V,decorare,ಅಲಂಕರಿಸು
1059,sagen::V,dicere,ಹೇಳು
1060,sprechen::V,fari,ನುಡಿ
1061,reden::V,loqui,ನುಡಿ
1062,sich unterhalten::V,colloqui,ಹರಟೆ ಹೊಡಿ
1063,sich unterhalten::V,disputare,ಹರಟೆ ಹೊಡಿ
1064,fragen::V,rogare,ವಿಚಾರಿಸು
1065,fragen::V,quaerere,ವಿಚಾರಿಸು
1066,bitten::V,orare,ಬೇಡು
1067,bitten::V,rogare,ಬೇಡು
1068,erzählen::V,narrare,ಹೇಳು
1069,mitteilen::V,communicare,ತಿಳಿಸು
1070,nennen::V,appellare,ಹೆಸರಿಡು
1071,rufen::V,vocare,ಕರೆ
1072,prahlen::V,gloriari,ಜಂಬ ಕೊಚ್ಚು
1073,übersetzen::V,vertere,ಭಾಷಾಂತರಿಸು
1074,denken::V,cogitare,ಯೋಚಿಸು
1075,glauben::V,credere,ನಂಬು
1076,bemerken::V,animadvertere,ಗಮನಿಸು
1077,erkennen::V,cognoscere,ಗುರುತುಹಿಡಿ
1078,begreifen::V,comprehendere,ಗ್ರಹಿಸು
1079,verstehen::V,intellegere,ಅರ್ಥಮಾಡಿಕೊ
1080,lernen::V,discere,ಕಲಿ
1081,wissen::V,scire,ಅರಿ
1082,sich erinnern an::V,meminisse,ಜ್ಞಾಪಕವಿಟ್ಟುಕೊ
1083,vergessen::V,oblivisci,ಮರೆತುವಿಡು
1084,messen::V,metiri,ಅಳೆ
1085,zählen::V,numerare,ಗಣಿಸು
1086,rechnen::V,reri,ಲೆಕ್ಕ ಹಾಕು
1087,rechnen::V,calculare,ಲೆಕ್ಕ ಹಾಕು
1088,lesen::V,legere,ಓದು
1089,malen::V,pingere,ಬಿಡಿಸು
1090,zeichnen::V,scribere,ಬಿಡಿಸು
1091,schreiben::V,scribere,ಬರೆ
1092,besitzen::V,possidere,ಒಡೆಯನಾಗಿರು
1093,kaufen::V,emere,ಕೊಳ್ಳು
1094,verkaufen::V,vendere,ಕೊಡು
1095,bezahlen::V,pendere,ಬೆಲೆತೆರು
1096,zahlen::V,solvere,ಹಣವನ್ನುಕೊಡು
1097,beherrschen::V,regere,ಅಧಿಕಾರ ನಡೆಸು
1098,beherrschen::V,imperare,ಅಧಿಕಾರ ನಡೆಸು
1099,ertragen::V,tolerare,ಸಹಿಸು
1100,ertragen::V,sustinere,ಸಹಿಸು
1101,wünschen::V,,ಬಯಸು
1102,wiegen::V,,ತೂಗು
