,Concept_ID,myv,el
733,letzter::A,меельце,τελευταίος
734,allein::ADV,башка,μόνος
735,allein::ADV,ськамонзо,μόνος
736,auf einmal::ADV,вейсэ,εφάπαξ
737,zusammen::ADV,вейс,μαζί
738,zusammen::ADV,вейсэ,μαζί
739,lange::ADV,кувать,πολύν καιρό
740,plötzlich::ADV,апак учо,έξαφνα
741,sofort::ADV,курок,αμέσως
742,sofort::ADV,нейке,αμέσως
743,später::ADV,мейле,αργότερα
744,jetzt::ADV,ней,τώρα
745,heute::ADV,течи,σήμερα
746,morgen::ADV,ванды,αύριο
747,bald::ADV,курок,σε λίγο
748,bald::ADV,курок,εντός ολίγου
749,dann::ADV,мейле,ύστερα
750,dann::ADV,седе мейле,ύστερα
751,gestern::ADV,исяк,χτες
752,einst::ADV,весть,ποτέ
753,einst::ADV,весть,άλλοτε
754,einst::ADV,зярдо-бути,ποτέ
755,einst::ADV,зярдо-бути,άλλοτε
756,damals::ADV,сестэ,τότε
757,danach::ADV,мейле,μετά
758,danach::ADV,мейле,ύστερα
759,danach::ADV,седе мейле,μετά
760,danach::ADV,седе мейле,ύστερα
761,vorher::ADV,васняяк,πριν
762,vorher::ADV,васняяк,προηγουμένως
763,zuerst::ADV,васня,πρώτα
764,einmal::ADV,весть,μία φορά
765,manchmal::ADV,лиясто,κάποτε
766,oft::ADV,сеетьстэ,συχνά
767,oft::ADV,сеетьстэ,πολλές φορές
768,immer::ADV,свал,πάντα
769,immer::ADV,свал,πάντοτε
770,niemals::ADV,а зярдояк,ποτέ
771,hier::ADV,тесэ,εδώ
772,hierhin::ADV,тей,εδώ
773,von hier::ADV,тестэ,από δω
774,dort::ADV,тосо,εκεί
775,dorthin::ADV,тов,προς τα κει
776,geradeaus::ADV,витьстэ,κατευθείαν
777,vorwärts::ADV,икелев,εμπρός
778,rückwärts::ADV,мекев,πίσω
779,zurück::ADV,мекев,πίσω
780,unten::ADV,ало,κάτω
781,hinab::ADV,алов,προς τα κάτω
782,oben::ADV,вере,πάνω
783,oben::ADV,вере,επάνω
784,hinauf::ADV,верев,προς τα πάνω
785,überall::ADV,эрьва косо,παντού
786,nicht::ADV,а,δεν
787,ein wenig::ADV,аламошка,λιγάκι
788,kaum::ADV,ансяк,μόλις
789,sehr::ADV,пек,πολύ
790,sehr::ADV,вельть,πολύ
791,so::ADV,истя,έτσι
792,noch::ADV,таго,ακόμα
793,nur::ADV,ансяк,μόνο
794,schon::ADV,уш,ήδη
795,schon::ADV,уш,κιόλας
796,wieder::ADV,таго,ξανά
797,vergebens::ADV,стяко,μάταια
798,vor::PRP,икеле,μπροστά σε
799,vor::PRP,икеле,μπροστά από
800,hinter::PRP,вельде,πίσω από 
801,unter::PRP,ало,υπό
802,unter::PRP,ало,κάτω από
803,durch::PRP,пачк,διά
804,durch::PRP,пачк,διά μέσου
805,neben::PRP,вакссо,δίπλα σε
806,zwischen::PRP,ютксо,μεταξύ
807,zwischen::PRP,ютксо,ανάμεσα σε
808,wegen::PRP,кис,για
809,wegen::PRP,кис,λόγω
810,wegen::PRP,коряс,για
811,wegen::PRP,коряс,λόγω
812,wegen::PRP,кувалт,για
813,wegen::PRP,кувалт,λόγω
814,dies::PRN,те,αυτό
815,das::PRN,те,το
816,das::PRN,тона,το
817,alles::PRN,весе,όλα
818,alles::PRN,весемесь,όλα
819,ich::PRN,мон,εγώ
820,du::PRN,тон,σύ
821,du::PRN,тон,εσύ
822,er::PRN,сон,αυτός
823,wir::PRN,минь,εμείς
824,ihr::PRN,тынь,εσείς
825,sie::PRN,сынь,αυτοί
826,was::FPRN,мезе,τι
827,wer::FPRN,ки,ποιος
828,wo::FADV,косо,πού
829,wohin::FADV,ков,πού
830,wohin::FADV,ков,για πού
831,wohin::FADV,козо,πού
832,wohin::FADV,козо,για πού
833,wie::FADV,кода,πώς
834,warum::FADV,мекс,γιατί
835,wieviel::FNUM,зяро,πόσος
836,eins::NUM,вейке,ένα
837,zwei::NUM,кавто,δύο
838,drei::NUM,колмо,τρία
839,drei::NUM,колмо,τρεις
840,vier::NUM,ниле,τέσσερα
841,vier::NUM,ниле,τέσσερις
842,fünf::NUM,вете,πέντε
843,sechs::NUM,кото,έξι
844,sieben::NUM,сисем,εφτά
845,acht::NUM,кавксо,οχτώ
846,neun::NUM,вейксэ,εννιά
847,zehn::NUM,кемень,δέκα
848,elf::NUM,кевейкее,έντεκα
849,zwölf::NUM,кемгавтово,δώδεκα
850,zwanzig::NUM,комсь,είκοσι
851,dreißig::NUM,колоньгемень,τριάντα
852,vierzig::NUM,ниленьгемень,σαράντα
853,fünfzig::NUM,ведьгемень,πενήντα
854,sechzig::NUM,кодгемень,εξήντα
855,siebzig::NUM,сизьгемень,εβδομήντα
856,achtzig::NUM,кавксоньгемень,ογδόντα
857,neunzig::NUM,вейксэньгемень,ενενήντα
858,hundert::NUM,сядо,εκατό
859,tausend::NUM,тыща,χίλιοι
860,und::CNJ,ды,και
861,oder::CNJ,или,ή
862,stehen::V,аштемс стядо,στέκομαι
863,stehen::V,аштемс стядо,είμαι όρθιος
864,sitzen::V,аштемс озадо,κάθομαι
865,liegen::V,мадезь аштемс,είμαι ξαπλωμένος
866,hängen::V,нурьгемс,κρέμομαι
867,werden::V,арамс,γίνομαι
868,passieren::V,лисэмс,συμβαίνω
869,beginnen::V,ушодомс,αρχίζω
870,enden::V,лоткамс,τελειώνω
871,wechseln::V,полавтнемс,αλλάζω
872,aufgehen[Sonne]::V,лисемс,βγαίνω
873,aufgehen[Sonne]::V,лисемс,ανατέλλω
874,aufgehen[Sonne]::V,стямс,βγαίνω
875,aufgehen[Sonne]::V,стямс,ανατέλλω
876,untergehen[Sonne]::V,валгомс,δύω
877,untergehen[Sonne]::V,валгомс,βασιλεύω
878,scheinen[Sonne]::V,валдомтомс,λάμπω
879,donnern::V,цярномс,βροντώ
880,donnern::V,галдордомс,βροντώ
881,wehen::V,пувамс,φυσώ
882,strömen::V,чудемс,ρέω
883,strömen::V,чудемс,τρέχω
884,fließen::V,чудемс,ρέω
885,sich drehen::V,велямс,γυρίζω
886,sich drehen::V,велямс,στρέφομαι
887,schwanken::V,лыкамс,ταλαντεύομαι
888,schwanken::V,якамс,ταλαντεύομαι
889,schwingen::V,нурсемс,αιωρούμαι
890,schwingen::V,нурсемс,ταλαντεύομαι
891,schwingen::V,лыкамс,αιωρούμαι
892,schwingen::V,лыкамс,ταλαντεύομαι
893,fallen::V,прамс,πέφτω
894,fallen::V,сяворемс,πέφτω
895,brennen::V,паломс,καίω
896,rauchen::V,качадомс,καπνίζω
897,regnen::V,пиземс,βρέχω
898,gefrieren::V,кельмемс,παγώνω
899,tauen::V,соламс,λειώνω
900,schmelzen::V,соламс,λειώνω
901,trocknen::V,коськемс,στεγνώνω
902,sieden::V,лакамс,βράζω
903,sieden::V,пиксемс,βράζω
904,faulen::V,наксадомс,σαπίζω
905,verfaulen::V,наксадомс,σαπίζω
906,reißen::V,сезневемс,σχίζω
907,versinken::V,ваямс,βουλιάζω
908,versinken::V,ваямс,βυθίζομαι
909,vergehen::V,ютамс,περνώ
910,erscheinen::V,лисемс,εμφανίζομαι
911,verschwinden::V,ёмамс,χάνομαι
912,verschwinden::V,ёмамс,εξαφανίζομαι
913,sinken::V,явамс,κατεβαίνω
914,abnehmen::V,киремемс,μειώνομαι 
915,zunehmen::V,ламолгадомс,αυξάνω
916,zunehmen::V,ламолгадомс,μεγαλώνω
917,zunehmen::V,раштамс,αυξάνω
918,zunehmen::V,раштамс,μεγαλώνω
919,steigen::V,куземс,ανεβαίνω
920,steigen::V,кепсевемс,ανεβαίνω
921,wachsen::V,касомс,μεγαλώνω
922,glänzen::V,цитнемс,γυαλίζω
923,funkeln::V,пиндолдомс,αστράφτω
924,funkeln::V,пиндолдомс,σπιθοβολώ
925,funkeln::V,цивтёрдомс,αστράφτω
926,funkeln::V,цивтёрдомс,σπιθοβολώ
927,lärmen::V,шалномс,θορυβώ
928,läuten::V,гайгезевемс,χτυπώ 
929,klingeln::V,чавомс баягас,κουδουνίζω
930,klirren::V,калдордомс,κουδουνίζω
931,klirren::V,кальцяемс,κουδουνίζω
932,brausen::V,лакамс,βουΐζω
933,rauschen::V,лажномс,βουΐζω
934,klingen::V,гайгемс,ηχώ
935,bellen::V,онгомс,γαυγίζω
936,heulen::V,урномс,ουρλιάζω
937,blasen::V,пувамс,φυσώ
938,pfeifen::V,вешкемс,σφυρίζω
939,schreien::V,пижнемс,κραυγάζω
940,stöhnen::V,кувсемс,βογγώ
941,zittern::V,тарномс,τρέμω
942,leben::V,эрямс,ζω
943,geboren werden::V,чачомс,γεννιέμαι
944,atmen::V,лексемс,αναπνέω
945,trinken::V,симемс,πίνω
946,essen::V,ярсамс,τρώω
947,schlucken::V,нилемс,καταπίνω
948,schlucken::V,порнемс,καταπίνω
949,müde werden::V,сиземс,κουράζομαι
950,einschlafen::V,матедевемс,αποκοιμιέμαι
951,schlafen::V,удомс,κοιμάμαι
952,aufwachen::V,сыргоземс,ξυπνώ
953,aufstehen::V,стямс,σηκώνομαι
954,sich erholen::V,оймсемс,ξεκουράζομαι
955,krank werden::V,сэредезевемс,αρρωσταίνω
956,krank sein::V,сэредемс,ασθενώ
957,schmerzen::V,сэредемс,πονώ
958,husten::V,козомс,βήχω
959,genesen::V,пичкамс,θεραπεύομαι
960,sterben::V,куломс,πεθαίνω
961,umkommen::V,чавовомс,πεθαίνω
962,umkommen::V,ёмамс,πεθαίνω
963,sich bewegen::V,шаштомс,κουνιέμαι
964,sich rühren::V,сыргамс,σαλεύω
965,sich erheben::V,куземс,επαναστατώ
966,sich setzen::V,озамс,κάθομαι
967,hinfallen::V,прамс,πέφτω κάτω
968,hinfallen::V,сяворемс,πέφτω κάτω
969,laufen::V,якамс,τρέχω
970,schreiten::V,эскелямс,βαδίζω
971,schreiten::V,молемс,βαδίζω
972,spazierengehen::V,якамс,κάνω βόλτα
973,spazierengehen::V,якамс,πηγαίνω περίπατο
974,eilen::V,эрзкалемс,σπεύδω
975,eilen::V,капшамс,σπεύδω
976,sich beeilen::V,капшамс,βιάζομαι
977,sausen::V,ливтямс,τρέχω γρήγορα
978,rennen::V,чийнемс,τρέχω
979,rennen::V,ардтнемс,τρέχω
980,springen::V,кирнявтнемс,πηδώ
981,klettern::V,куземс,σκαρφαλώνω
982,schaukeln::V,нурямс,κουνιέμαι
983,kriechen::V,ёзмолдомс,έρπω
984,kriechen::V,ёзмолдомс,σέρνομαι
985,schwimmen::V,уемс,κολυμπώ
986,tauchen::V,чопавтомс,βουτώ
987,tauchen::V,чопавтнемс,βουτώ
988,rudern::V,миледемс,κωπηλατώ
989,fahren::V,ардомс,πηγαίνω
990,fliegen::V,ливтямс,πετώ
991,gehen::V,туемс,βαδίζω
992,gehen::V,туемс,πηγαίνω
993,gehen::V,молемс,βαδίζω
994,gehen::V,молемс,πηγαίνω
995,weggehen::V,туемс,φεύγω
996,abfahren::V,туемс,ξεκινώ
997,abfahren::V,туемс,αναχωρώ
998,anhalten::V,лоткамс,σταματώ
999,hineingehen::V,совамс,μπαίνω
1000,eintreten::V,совамс,μπαίνω
1001,eintreten::V,совамс,εισέρχομαι
1002,eintreten::V,эскельдямс,μπαίνω
1003,eintreten::V,эскельдямс,εισέρχομαι
1004,kommen::V,самс,έρχομαι
1005,ankommen::V,самс,φτάνω
1006,ankommen::V,пачкодемс,φτάνω
1007,zurückkommen::V,велявтомс,επιστρέφω
1008,bleiben::V,кадовомс,μένω
1009,warten::V,учомс,περιμένω
1010,erwarten::V,учомс,αναμένω
1011,erwarten::V,учомс,περιμένω
1012,suchen::V,вешнемс,ψάχνω
1013,finden::V,муемс,βρίσκω
1014,versuchen::V,варштамс,προσπαθώ
1015,vorbereiten::V,анокстамс,προετοιμάζω
1016,lieben::V,вечкемс,αγαπώ
1017,mögen::V,вечкемс,μου αρέσει
1018,lachen::V,пейдемс,γελώ
1019,rühren::V,токамс седейс,συγκινώ
1020,weinen::V,авардемс,κλαίω
1021,schimpfen::V,сёвномс,βρίζω
1022,sich ärgern::V,кежиявтнемс,θυμώνω
1023,sich fürchten::V,пелемс,φοβάμαι
1024,fürchten::V,пелемс,φοβάμαι
1025,fliehen::V,оргодемс,φεύγω
1026,flüchten::V,ворьгодемс,δραπετεύω
1027,flüchten::V,чадомс,δραπετεύω
1028,sehen::V,неемс,βλέπω
1029,anschauen::V,ваномс,κοιτάζω
1030,ansehen::V,ваномс,βλέπω
1031,hören::V,марямс,ακούω
1032,zuhören::V,кунсоломс,ακούω
1033,probieren::V,варшамс,δοκιμάζω
1034,riechen::V,никсемс,μυρίζω
1035,riechen::V,никсемс,οσφραίνομαι
1036,fühlen::V,марямс,αισθάνομαι
1037,scheinen::V,марявомс,φαίνομαι
1038,zu sehen sein::V,неявомс,φαίνομαι
1039,vernehmen::V,марямс,ακούω
1040,vernehmen::V,марямс,μαθαίνω
1041,frieren::V,кельмемс,κρυώνω
1042,tun::V,теемс,κάνω
1043,können::V,маштомс,ξέρω
1044,können::V,маштомс,μπορώ
1045,wollen::V,бажамс,θέλω
1046,anfangen::V,кармамс,αρχίζω
1047,beenden::V,прядомс,τελειώνω
1048,aufhören::V,лоткамс,παύω
1049,gelingen::V,удаламс,πετυχαίνω
1050,geraten::V,лисемс,γίνομαι
1051,öffnen::V,панжомс,ανοίγω
1052,schließen::V,пекстамс,κλείνω
1053,schließen::V,сёлгомс,κλείνω
1054,schließen::V,конямс,κλείνω
1055,stellen::V,аравтомс,θέτω
1056,setzen::V,ойсевтемс,θέτω
1057,setzen::V,озавтнемс,θέτω
1058,legen::V,путомс,θέτω
1059,berühren::V,токамс,εγγίζω
1060,verbinden::V,содомс,συνδέω
1061,bedecken::V,вельтямс,σκεπάζω
1062,aufhängen::V,понгавтомс,κρεμώ
1063,anzünden::V,кирвастемс,ανάβω
1064,aufheben::V,кепедемс,σηκώνω
1065,zurücklassen::V,кадомс,εγκαταλείπω
1066,verlieren::V,ёмавтомс,χάνω
1067,fallen lassen::V,правтомс,αφήνω να πέσει
1068,machen::V,теемс,κάνω
1069,machen::V,теемс,φτιάχνω
1070,herstellen::V,анокстамс,κατασκευάζω
1071,bauen::V,путомс,χτίζω
1072,bauen::V,путомс,οικοδομώ
1073,reparieren::V,витемс,επισκευάζω
1074,reparieren::V,витемс,επιδιορθώνω
1075,verbessern::V,паролгавтомс,βελτιώνω
1076,verbessern::V,паролгавтомс,καλυτερεύω
1077,verbessern::V,вадрялгавтомс,βελτιώνω
1078,verbessern::V,вадрялгавтомс,καλυτερεύω
1079,ändern::V,полавтомс,αλλάζω
1080,graben::V,чувомс,σκάβω
1081,graben::V,таргамс,σκάβω
1082,beugen::V,мендемс,λυγίζω
1083,biegen::V,комавтомс,κάμπτω
1084,drehen::V,чаравтомс,στρέφω
1085,drehen::V,велявтнемс,στρέφω
1086,wenden::V,велявтомс,γυρίζω
1087,umdrehen::V,велявтомс,γυρίζω
1088,heben::V,кепедемс,υψώνω
1089,heben::V,кепедемс,σηκώνω
1090,hochheben::V,кепедемс,υψώνω
1091,hochheben::V,кепедемс,σηκώνω
1092,ergreifen::V,кундамс,πιάνω
1093,ergreifen::V,кундамс,αρπάζω
1094,halten::V,кирдемс,βαστώ
1095,drücken::V,нуемс,πιέζω
1096,schieben::V,шаштомс,σπρώχνω
1097,kratzen::V,ангордамс,γρατσουνίζω
1098,lecken::V,нолсемс,γλείφω
1099,beißen::V,сускомс,δαγκάνω
1100,abreißen::V,сеземс,κόβω
1101,abreißen::V,сеземс,σχίζω
1102,abschneiden::V,печкемс,αποκόπτω
1103,binden::V,кодамс,δένω
1104,binden::V,сюлмамс,δένω
1105,stecken::V,сялгомс,χώνω
1106,brechen::V,синдемс,σπάζω
1107,brechen::V,калавтомс,σπάζω
1108,klopfen::V,калтаямс,χτυπώ
1109,klopfen::V,калтаямс,τινάζω
1110,hauen::V,чавомс,χτυπώ
1111,kleben::V,педявтнемс,κολλώ
1112,reiben::V,ёзамс,τρίβω
1113,streichen::V,вадемс,αλείφω
1114,schleifen::V,човамс,ακονίζω
1115,schneiden::V,керямс,κόβω
1116,rütteln::V,чукамс,σείω
1117,rütteln::V,чукамс,τινάζω
1118,rütteln::V,лыкавтомс,σείω
1119,rütteln::V,лыкавтомс,τινάζω
1120,schütteln::V,чукамс,σείω
1121,schütteln::V,чукамс,κουνώ
1122,schwenken::V,яхолемс,κουνώ
1123,schütten::V,каямс,χύνω
1124,füllen::V,пештямс,γεμίζω
1125,einwickeln::V,тапарямс,τυλίγω
1126,tragen::V,кандомс,φέρνω
1127,schleppen::V,ускомс,κουβαλώ
1128,ziehen::V,ускомс,τραβώ
1129,aufbewahren::V,ванстомс,φυλάω
1130,werfen::V,ёртомс,ρίχνω
1131,fangen::V,кундамс,πιάνω
1132,packen::V,кундамс,τσακώνω
1133,verstecken::V,кекшемс,κρύβω
1134,teilen::V,явомс,μερίζω
1135,schicken::V,кучомс,στέλνω
1136,bringen::V,кандомс,φέρνω
1137,hinzufügen::V,путомс,προσθέτω
1138,hinzufügen::V,максомс,προσθέτω
1139,bekommen::V,саемс,προσκομίζω
1140,erhalten::V,саемс,παίρνω
1141,erhalten::V,саемс,λαμβάνω
1142,nehmen::V,саемс,πιάνω
1143,nehmen::V,саемс,παίρνω
1144,wählen::V,кочкамс,εκλέγω
1145,auswählen::V,кочкамс,διαλέγω
1146,bewahren::V,ванстомс,διατηρώ
1147,behindern::V,кирдемс,εμποδίζω
1148,verderben::V,коламс,χαλώ
1149,beschädigen::V,теемс зыян,ζημιώνω
1150,zerbrechen::V,коламс,σπάζω
1151,zerreißen::V,сеземс,σχίζω
1152,zerstören::V,калавтомс,καταστρέφω
1153,verbrennen::V,пултамс,καίω
1154,geben::V,максомс,δίνω
1155,reichen::V,максомс,δίνω
1156,schenken::V,каземс,χαρίζω
1157,versprechen::V,алтамс,υπόσχομαι
1158,wünschen::V,арсемс,εύχομαι
1159,loben::V,шнамс,επαινώ
1160,küssen::V,палсемс,φιλώ
1161,wiegen::V,нурсемс,κουνώ
1162,wiegen::V,нурсемс,νανουρίζω
1163,zudecken::V,тавадомс,σκεπάζω
1164,zudecken::V,вельтямс,σκεπάζω
1165,wecken::V,стявтомс,ξυπνώ
1166,zeigen::V,невтемс,δείχνω
1167,führen::V,ветямс,οδηγώ
1168,lehren::V,тонавтомс,διδάσκω
1169,unterrichten::V,тонавтомс,διδάσκω
1170,aufziehen::V,трямс,ανατρέφω
1171,aufziehen::V,кастомс,ανατρέφω
1172,leiten::V,ветямс,ηγούμαι
1173,leiten::V,ветямс,διευθύνω
1174,leiten::V,азоркстамс,ηγούμαι
1175,leiten::V,азоркстамс,διευθύνω
1176,antreiben::V,ветямс,σπρώχνω
1177,antreiben::V,ветямс,παρακινώ
1178,lassen::V,кармавтомс,αφήνω
1179,einladen::V,тердемс,προσκαλώ
1180,vereinigen::V,вейсэндямс,ενώνω
1181,vereinigen::V,вейс путомс,ενώνω
1182,vereinigen::V,вейс пурнамс,ενώνω
1183,besuchen::V,варштамс,επισκέπτομαι
1184,treffen::V,вастомс,συναντώ
1185,sich versammeln::V,промокшномс,μαζεύομαι
1186,spielen::V,налксемс,παίζω
1187,singen::V,морамс,τραγουδώ
1188,tanzen::V,киштемс,χορεύω
1189,sich trennen::V,явомс,αποχωρίζομαι
1190,verlassen::V,кадомс,εγκαταλείπω
1191,retten::V,идемс,σώζω
1192,bewachen::V,ванстомс,φρουρώ
1193,schützen::V,аштемс,προστατεύω
1194,verteidigen::V,ваномс,υπερασπίζω
1195,sich schlagen::V,тюремс,χτυπιέμαι
1196,schießen::V,ледемс,πυροβολώ
1197,siegen::V,изнямс,νικώ
1198,ärgern::V,кежейгавтомс,τσαντίζω
1199,schlagen::V,токамс,χτυπώ
1200,treten::V,тапамс,κλοτσώ
1201,stechen::V,пупамс,τρυπώ
1202,stoßen::V,тулкадемс,ωθώ
1203,stoßen::V,тулкадемс,σπρώχνω
1204,stehlen::V,саламс,κλέβω
1205,stören::V,пирямс ки,διαταράσσω
1206,belästigen::V,а максомс,ενοχλώ
1207,belästigen::V,а кадомс оймамо,ενοχλώ
1208,verbergen::V,сёпомс,κρύβω
1209,verbergen::V,кекшемс,κρύβω
1210,täuschen::V,манямс,παραπλανώ
1211,betrügen::V,манчемс,απατώ
1212,töten::V,чавномс,σκοτώνω
1213,töten::V,чавномс,θανατώνω
1214,töten::V,маштнемс,σκοτώνω
1215,töten::V,маштнемс,θανατώνω
1216,wohnen::V,эрямс,μένω
1217,wohnen::V,эрямс,κατοικώ
1218,arbeiten::V,важодемс,δουλεύω
1219,arbeiten::V,важодемс,εργάζομαι
1220,sammeln::V,пурнамс,μαζεύω
1221,sammeln::V,пурнамс,συλλέγω
1222,pflücken::V,ноцковтнемс,κόβω
1223,jagen::V,кундамс,κυνηγώ
1224,fischen::V,калонь кундамс,ψαρεύω
1225,fassen::V,кундамс,πιάνω
1226,hüten::V,ваномс,φυλάγω
1227,hüten::V,ваномс,προσέχω
1228,treiben::V,панемс,οδηγώ
1229,anbinden::V,сюлмамс,δένω
1230,füttern::V,андомс,ταΐζω
1231,melken::V,потявтомс,αρμέγω
1232,hacken::V,лазномс,κόβω
1233,gießen::V,валомс,ποτίζω
1234,reifen::V,кенеремс,ωριμάζω
1235,zubereiten::V,анокстамс,ετοιμάζω
1236,kochen::V,пидемс,βράζω
1237,backen::V,пидемс,ψήνω
1238,braten::V,пуштамс,τηγανίζω
1239,umrühren::V,човорямс,ανακατεύω
1240,stricken::V,кодамс,πλέκω
1241,nähen::V,стамс,ράβω
1242,färben::V,артомс,βάφω
1243,färben::V,артомс,χρωματίζω
1244,reinigen::V,урядамс,καθαρίζω
1245,waschen::V,муськемс,πλένω
1246,abwischen::V,нардамс,σφουγγίζω
1247,spülen::V,ёрвалдомс,ξεπλένω
1248,fegen::V,тенсемс,σκουπίζω
1249,kehren::V,тенсемс,σκουπίζω
1250,baden::V,экшелямс,κάνω μπάνιο
1251,sich waschen::V,шлямс,πλένομαι
1252,ausziehen::V,кайсевтемс,βγάζω
1253,anziehen::V,оршамс,φορώ
1254,sich anziehen::V,оршамс,ντύνομαι
1255,kämmen::V,судрямс,χτενίζω
1256,schmücken::V,мазылгавтомс,στολίζω
1257,schmücken::V,наряжамс,στολίζω
1258,sagen::V,меремс,λέω
1259,sprechen::V,кортамс,μιλώ
1260,reden::V,кортамс,μιλώ
1261,reden::V,кортамс,κουβεντιάζω
1262,sich unterhalten::V,кортнемс,συνομιλώ
1263,sich unterhalten::V,кортнемс,κουβεντιάζω
1264,fragen::V,кевкстемс,ρωτώ
1265,bitten::V,вешемс,ζητώ
1266,bitten::V,вешемс,παρακαλώ
1267,erzählen::V,ёвтнемс,διηγούμαι
1268,mitteilen::V,ёвтамс,πληροφορώ
1269,nennen::V,лемдемс,ονομάζω
1270,nennen::V,путомс лем,ονομάζω
1271,rufen::V,тердемс,φωνάζω
1272,rufen::V,серьгедемс,φωνάζω
1273,prahlen::V,шнамс пря,καυχιέμαι
1274,übersetzen::V,ютавтомс,μεταφράζω
1275,denken::V,арсемс,σκέφτομαι
1276,glauben::V,кемемс,πιστεύω
1277,bemerken::V,неемс,παρατηρώ
1278,erkennen::V,содамс,αναγνωρίζω
1279,begreifen::V,пачкодемс,καταλαβαίνω
1280,verstehen::V,чарькодемс,ακούω
1281,lernen::V,тонавтнемс,μαθαίνω
1282,wissen::V,содамс,ξέρω
1283,sich erinnern an::V,ледстямс,θυμάμαι
1284,vergessen::V,стувтомс,ξεχνώ
1285,messen::V,онкстнемс,μετρώ
1286,zählen::V,ловомс,μετρώ
1287,rechnen::V,ловомс,λογαριάζω
1288,lesen::V,ловномс,διαβάζω
1289,malen::V,рисовамс,ζωγραφίζω
1290,zeichnen::V,рисовамс,σχεδιάζω
1291,schreiben::V,сёрмадомс,γράφω
1292,besitzen::V,улемс,κατέχω
1293,besitzen::V,улемс азорокс,κατέχω
1294,kaufen::V,рамамс,αγοράζω
1295,verkaufen::V,миемс,πουλώ
1296,bezahlen::V,пандомс,πληρώνω
1297,zahlen::V,пандомс,πληρώνω
1298,beherrschen::V,азоркстамс,κυριαρχώ
1299,ertragen::V,кирдемс,βαστώ
1300,ertragen::V,кирдемс,αντέχω
