,Concept_ID,zh,kv
820,gehen::V,走,мунны
821,weggehen::V,离去,мунны
822,abfahren::V,出发,иньдӧтчыны
823,abfahren::V,出发,мунны
824,anhalten::V,停住,сувтны
825,hineingehen::V,进去,пырны
826,eintreten::V,进入,пырны
827,kommen::V,来,локны
828,ankommen::V,到达,локны
829,zurückkommen::V,回来,бертны
830,zurückkommen::V,回来,панӧвтсьыны
831,bleiben::V,停留,кольччыны
832,warten::V,等,видзчисьны
833,erwarten::V,等候,видзчисьны
834,suchen::V,找,кошшыны
835,finden::V,找到,адззыны
836,versuchen::V,尝试,пондыны
837,versuchen::V,尝试,пондӧтны
838,vorbereiten::V,预备,лӧсьӧтны
839,lieben::V,爱,милуйтны
840,mögen::V,喜欢,радейтны
841,lachen::V,笑,серавны
842,weinen::V,哭,горзыны
843,schimpfen::V,骂,видчыны
844,sich ärgern::V,生气,лёкавны
845,sich fürchten::V,害怕,повны
846,fürchten::V,害怕,повны
847,fliehen::V,逃走,пышшыны
848,flüchten::V,逃跑,пышшыны
849,sehen::V,看,адззыны
850,anschauen::V,注视,видзӧтны
851,ansehen::V,注视,видзӧтны
852,hören::V,听,кывны
853,zuhören::V,倾听,кывзыны
854,probieren::V,尝,пешлыны
855,riechen::V,闻,дукавны
856,fühlen::V,感到,кывны
857,scheinen::V,照耀,декуйтчыны
858,zu sehen sein::V,可以看到,тыдавны
859,vernehmen::V,审讯,тӧдмавны
860,frieren::V,觉得冷,гегдыны
861,tun::V,作,керны
862,können::V,能,вермыны
863,wollen::V,要,мӧдны
864,anfangen::V,开始,петны
865,beenden::V,结束,ештӧтны
866,beenden::V,结束,керыштны
867,aufhören::V,停止,дугдыны
868,gelingen::V,成功,шогмыны
869,geraten::V,陷于,мыччисьны
870,öffnen::V,打开,осьтны
871,schließen::V,关,пӧднавны
872,stellen::V,放,сувтӧтны
873,setzen::V,放,пуксьӧтны
874,legen::V,摆,пуктыны
875,berühren::V,触,вӧрзьӧтны
876,verbinden::V,联结,йитны
877,bedecken::V,覆盖,вевттьыны
878,aufhängen::V,挂,ӧшӧтны
879,anzünden::V,点,ӧзтыны
880,aufheben::V,拾起,лэбтыны
881,zurücklassen::V,遗留,кольны
882,verlieren::V,丧失,ӧштыны
883,fallen lassen::V,让掉下,уськӧтны
884,machen::V,做,керны
885,herstellen::V,生产,вӧчны
886,bauen::V,建造,строитны
887,reparieren::V,修理,вочны
888,verbessern::V,改进,бурсьӧтны
889,ändern::V,改变,вежны
890,graben::V,挖,гарйыны
891,beugen::V,弯下,кусіньтны
892,biegen::V,弯,чукыльтыштны
893,drehen::V,转动,бергӧтны
894,wenden::V,转动,бергӧтны
895,umdrehen::V,转动,бергӧтны
896,heben::V,举起,лэбтыны
897,hochheben::V,抬高,лэбтыны
898,ergreifen::V,抓住,кватитны
899,halten::V,拿着,видзны
900,drücken::V,压,личкыны
901,schieben::V,推,тойлавны
902,kratzen::V,搔,шаркӧтны
903,lecken::V,舔,нювны
904,beißen::V,咬,йирны
905,abreißen::V,撕下,орӧтны
906,abschneiden::V,切断,шӧрыштны
907,abschneiden::V,切断,вундыштны
908,binden::V,捆,гӧрдззыны
909,stecken::V,插,мӧртны
910,brechen::V,断裂,жугдыны
911,klopfen::V,敲,зукӧтны
912,hauen::V,揍,желльыны
913,kleben::V,粘,лякӧтны
914,reiben::V,摩擦,зыртны
915,streichen::V,涂,мавтны
916,schleifen::V,拖曳,кыскыны
917,schneiden::V,切,вундавны
918,rütteln::V,颠簸,шатлавны
919,schütteln::V,摇动,зыбӧтны
920,schwenken::V,摇动,ӧвтны
921,schwenken::V,摇动,макайтны
922,schütten::V,倒,кисьтны
923,füllen::V,填满,тыртны
924,füllen::V,填满,тырсьӧтны
925,einwickeln::V,包,тубны
926,tragen::V,提,новйӧтны
927,schleppen::V,扛,кыскыны
928,ziehen::V,拉,кыскыны
929,aufbewahren::V,保存,видзны
930,werfen::V,扔,шентывлыны
931,fangen::V,捕捉,кутны
932,packen::V,抓住,кутасьны
933,packen::V,抓住,кватитны
934,verstecken::V,藏,дзебны
935,teilen::V,分,торйӧтны
936,schicken::V,派遣,иньдыны
937,bringen::V,带来,вайны
938,hinzufügen::V,添加,содтыны
939,bekommen::V,得到,получитны
940,erhalten::V,接到,получитны
941,nehmen::V,拿,босьтны
942,wählen::V,挑选,бӧрйыны
943,auswählen::V,选择,бӧрйыны
944,bewahren::V,保持,видзны
945,behindern::V,防碍,падтыны
946,verderben::V,败坏,изводавны
947,beschädigen::V,损坏,паздыны
948,zerbrechen::V,破碎,паздыны
949,zerreißen::V,撕碎,косявны
950,zerstören::V,毁坏,паздыны
951,verbrennen::V,燃烧,сотны
952,geben::V,给,сетны
953,reichen::V,递给,сетны
954,schenken::V,赠送,козьнавны
955,versprechen::V,许诺,кӧсйыны
956,wünschen::V,祝,бурсьыны
957,loben::V,表扬,ошкыны
958,küssen::V,亲,окавны
959,wiegen::V,轻摇,тюттьӧтны
960,zudecken::V,盖上,вевттьыны
961,wecken::V,唤起,саймӧтны
962,zeigen::V,指,мыччавны
963,führen::V,带领,нуӧтны
964,lehren::V,教,велӧтны
965,unterrichten::V,讲课,велӧтны
966,aufziehen::V,抚养,быдтыны
967,leiten::V,领导,юравны
968,leiten::V,领导,веськӧтлыны
969,antreiben::V,催促,тэрмӧтны
970,lassen::V,让,-ӧтыны
971,einladen::V,邀请,корны
972,vereinigen::V,统一,ӧтувтны
973,vereinigen::V,统一,ӧтлаавны
974,besuchen::V,参观,пыравлыны
975,treffen::V,会面,пантавны
976,sich versammeln::V,聚集,ӧксьыны
977,spielen::V,玩,орсны
978,singen::V,唱歌,сьывны
979,tanzen::V,跳舞,йӧктыны
980,sich trennen::V,分别,торьясьны
981,verlassen::V,离开,кольны
982,retten::V,救,мынтны
983,bewachen::V,守卫,смекайтны
984,schützen::V,保护,дорйыны
985,verteidigen::V,保卫,дорйыны
986,sich schlagen::V,打架,тышкасьны
987,schießen::V,射击,лыйны
988,siegen::V,获胜,вермыны
989,ärgern::V,激怒,лӧгӧтны
990,schlagen::V,打,базнитны
991,treten::V,踢,чужьявны
992,stechen::V,刺,бытшкыны
993,stoßen::V,撞,тапкыны
994,stoßen::V,撞,тойыштны
995,stehlen::V,盗窃,гусявны
996,stören::V,干扰,костіавны
997,belästigen::V,打搅,назыляйтны
998,verbergen::V,隐藏,дзебны
999,täuschen::V,欺骗,бӧбӧтны
1000,täuschen::V,欺骗,пӧрьявны
1001,betrügen::V,欺骗,муклачитны
1002,töten::V,杀,вийны
1003,wohnen::V,居住,овны
1004,arbeiten::V,工作,уджавны
1005,sammeln::V,收集,ӧктыны
1006,pflücken::V,采,судзлавны
1007,jagen::V,打猎,вӧравны
1008,fischen::V,捕鱼,чериавны
1009,fassen::V,捉住,кутны
1010,hüten::V,守护,вердны
1011,hüten::V,守护,йирсьӧтны
1012,treiben::V,漂,вашӧтны
1013,anbinden::V,拴,кӧртавны
1014,füttern::V,喂,вердны
1015,melken::V,挤奶,высьтыны
1016,melken::V,挤奶,чилькӧтны
1017,hacken::V,剁细,керавны
1018,gießen::V,浇,киськавны
1019,reifen::V,成熟,кисьмыны
1020,kochen::V,煮,пуны
1021,backen::V,烤,пӧжавны
1022,braten::V,煎,жаритны
1023,umrühren::V,搅拌,соравны
1024,stricken::V,织,домавны
1025,nähen::V,缝,вурны
1026,färben::V,染色,краситны
1027,reinigen::V,清洁,весӧтны
1028,waschen::V,洗,пеславны
1029,abwischen::V,擦掉,чышкыны
1030,spülen::V,清洗,гывьявны
1031,fegen::V,扫,чышкыны
1032,kehren::V,打扫,чышкыны
1033,baden::V,给...洗澡,купайтчыны 
1034,sich waschen::V,洗澡,миссьыны
1035,ausziehen::V,脱,гыжтӧтны
1036,ausziehen::V,脱,пӧрччавны
1037,anziehen::V,穿,пасьтавны
1038,sich anziehen::V,穿衣,пасьтасьны
1039,kämmen::V,梳,сынавны
1040,schmücken::V,装饰,баситны
1041,sagen::V,说,висьтавны
1042,sprechen::V,说,шуны
1043,reden::V,讲,баитны
1044,sich unterhalten::V,聊天,сёрнитны
1045,fragen::V,问,юавны
1046,bitten::V,请,корны
1047,erzählen::V,叙述,висьтавны
1048,mitteilen::V,通知,висьтавны
1049,nennen::V,叫做,нимтны
1050,rufen::V,叫,китсавны
1051,rufen::V,叫,корны
1052,rufen::V,叫,чукӧстны
1053,prahlen::V,吹牛,ошшасьны
1054,übersetzen::V,翻译,вуджӧтны
1055,denken::V,想,чайтны
1056,glauben::V,以为,веритны
1057,bemerken::V,发觉,казявны
1058,erkennen::V,识别,тӧдсавны
1059,begreifen::V,理解,вежӧртны
1060,verstehen::V,明白,кывны
1061,lernen::V,学,велӧтчыны
1062,wissen::V,知道,тӧдны
1063,sich erinnern an::V,回忆,касьтывны
1064,vergessen::V,忘记,вунӧтны
1065,messen::V,测量,меряйтны
1066,zählen::V,数,лыддьыны
1067,rechnen::V,计算,лыддьыны
1068,lesen::V,读,лыддьӧтны
1069,malen::V,画,
1070,zeichnen::V,绘制,гижмавны
1071,schreiben::V,写,гижны
1072,besitzen::V,占有,лоны
1073,kaufen::V,买,небны
1074,verkaufen::V,卖,вузавны
1075,bezahlen::V,付钱,вештыны
1076,zahlen::V,支付,вештыны
1077,beherrschen::V,统治,
1078,ertragen::V,忍耐,терпитны
1079,vergebens::ADV,,весись
1080,klirren::V,,жольӧтны
1081,rauschen::V,,кышӧтны
1082,rühren::V,,сьӧлӧм вӧрзьӧтны
1083,zubereiten::V,,лӧсьӧтны
