,Concept_ID,la,cy
815,eins::NUM,unus,un
816,zwei::NUM,duo,dau
817,drei::NUM,tres,tri
818,vier::NUM,quattuor,pedwar
819,fünf::NUM,quinque,pump
820,sechs::NUM,sex,chwech
821,sieben::NUM,septem,saith
822,acht::NUM,octo,wyth
823,neun::NUM,novem,naw
824,zehn::NUM,decem,deg
825,elf::NUM,undecim,un ar ddeg
826,zwölf::NUM,duodecim,deuddeg
827,zwölf::NUM,duodecim,un deg dau
828,zwanzig::NUM,viginti,ugain
829,dreißig::NUM,triginta,tri deg
830,dreißig::NUM,triginta,deg ar hugain
831,vierzig::NUM,quadraginta,deugain
832,fünfzig::NUM,quinquaginta,hanner cant
833,sechzig::NUM,sexaginta,chwe deg
834,siebzig::NUM,septuaginta,saith deg
835,siebzig::NUM,septuaginta,deg a thrigain
836,achtzig::NUM,octoginta,wyth deg
837,achtzig::NUM,octoginta,pedar ugain
838,neunzig::NUM,nonaginta,naw deg
839,neunzig::NUM,nonaginta,deg a phedwar ugain
840,hundert::NUM,centum,cant
841,tausend::NUM,mille,mil
842,und::CNJ,et,a
843,und::CNJ,-que,a
844,oder::CNJ,vel,neu
845,stehen::V,stare,sefyll
846,sitzen::V,sedere,eistedd
847,liegen::V,iacere,gorwedd
848,hängen::V,pendere,hongian
849,werden::V,fieri,dod yn
850,werden::V,fieri,mynd yn
851,passieren::V,accidere,digwydd
852,beginnen::V,incipere,cychwyn
853,enden::V,finem habere,gorffen
854,wechseln::V,mutari,newid
855,aufgehen[Sonne]::V,oriri,codi
856,untergehen[Sonne]::V,occidere,machlud
857,scheinen[Sonne]::V,lucere,tywynnu
858,donnern::V,tonare,taranu
859,wehen::V,flare,chwythu
860,strömen::V,fluere,ffrydio
861,fließen::V,manare,llifo
862,sich drehen::V,torqueri,troi
863,sich drehen::V,torqueri,cylchdroi
864,schwanken::V,vacillare,siglo
865,schwingen::V,vibrare,siglo
866,fallen::V,cadere,cwympo
867,brennen::V,ardere,llosgi
868,rauchen::V,fumare,mygu
869,regnen::V,pluere,glawio
870,gefrieren::V,congelari,rhewi
871,tauen::V,rorare,toddi
872,tauen::V,rorare,meirioli
873,schmelzen::V,liquescere,toddi
874,trocknen::V,arescere,sychu
875,sieden::V,fervere,berwi
876,faulen::V,putescere,pydru
877,faulen::V,putescere,braenu
878,verfaulen::V,putescere,pydru
879,verfaulen::V,putescere,dadfeilio
880,reißen::V,scindi,clecian
881,reißen::V,scindi,torri'n glats
882,versinken::V,mergi,suddo
883,vergehen::V,praeterire,myned heibio
884,vergehen::V,praeterire,pasio
885,erscheinen::V,apparere,ymddangos
886,verschwinden::V,discedere,diflannu
887,sinken::V,labi,syrthio
888,abnehmen::V,deminui,lleihau
889,zunehmen::V,augeri,cynyddu
890,steigen::V,augescere,codi
891,wachsen::V,crescere,tyfu
892,glänzen::V,splendere,disgleirio
893,funkeln::V,micare,pefrio
894,lärmen::V,strepere,cadw sŵn
895,lärmen::V,strepere,gwneud twrw
896,läuten::V,sonare,canu
897,klingeln::V,tinnire,canu
898,klingeln::V,tinnire,seinio
899,klirren::V,crepare,tincian
900,brausen::V,saevire,rhuo
901,rauschen::V,crepare,siffrwd
902,rauschen::V,crepare,chwithrwd
903,klingen::V,sonare,seinio
904,bellen::V,latrare,cyfarth
905,heulen::V,ululare,udo
906,heulen::V,ululare,oernadu
907,blasen::V,flare,chwythu
908,pfeifen::V,sibilare,chwibanu
909,schreien::V,clamare,gweiddi
910,schreien::V,clamare,bloeddio
911,stöhnen::V,gemere,griddfan
912,zittern::V,tremere,crynu
913,zittern::V,trepidare,crynu
914,leben::V,vivere,byw
915,geboren werden::V,nasci,cael eich geni
916,atmen::V,spirare,anadlu
917,trinken::V,bibere,yfed
918,essen::V,edere,bwyta
919,schlucken::V,devorare,llyncu
920,müde werden::V,fatigari,blino
921,einschlafen::V,obdormiscere,mynd i gysgu
922,einschlafen::V,obdormiscere,syrthio i gysgu
923,schlafen::V,dormire,huno
924,schlafen::V,dormire,cysgu
925,aufwachen::V,expergisci,dihuno
926,aufstehen::V,exsurgere,codi
927,sich erholen::V,se reficere,ymlacio
928,sich erholen::V,se reficere,dadflino
929,krank werden::V,aegrescere,mynd yn sâl
930,krank werden::V,aegrescere,mynd yn wael
931,krank sein::V,aegrotare,gwaelu
932,schmerzen::V,dolere,brifo
933,husten::V,tussire,pesychu
934,genesen::V,convalescere,gwella
935,genesen::V,convalescere,cael yn ôl
936,sterben::V,mori,marw
937,umkommen::V,perire,trengi
938,sich bewegen::V,se movere,symud
939,sich rühren::V,micare,syflyd
940,sich erheben::V,surgere,codi
941,sich setzen::V,considere,eistedd
942,hinfallen::V,cadere,cwympo
943,laufen::V,vadere,cerdded
944,schreiten::V,gradi,camu
945,spazierengehen::V,ambulare,mynd am dro
946,eilen::V,properare,rhuthro
947,sich beeilen::V,festinare,brysio
948,sausen::V,currere,rhuthro
949,rennen::V,currere,rhedeg
950,springen::V,salire,llamu
951,springen::V,salire,neidio
952,klettern::V,niti,dringo
953,schaukeln::V,oscillare,siglo
954,kriechen::V,repere,cropian
955,kriechen::V,serpere,cropian
956,schwimmen::V,nare,nofio
957,schwimmen::V,natare,nofio
958,tauchen::V,mergere,plymio
959,tauchen::V,mergere,ymsuddo
960,rudern::V,remigare,rhwyfo
961,fahren::V,vehi,gyrru
962,fahren::V,vehi,dreifio
963,fliegen::V,volare,hedfan
964,gehen::V,ire,mynd
965,gehen::V,vadere,mynd
966,weggehen::V,abire,mynd
967,weggehen::V,abire,ymadael
968,weggehen::V,discedere,mynd
969,weggehen::V,discedere,ymadael
970,abfahren::V,proficisci,ymadael
971,anhalten::V,consistere,stopio
972,hineingehen::V,inire,mynd i mewn
973,hineingehen::V,ingredi,mynd i mewn
974,eintreten::V,intrare,mynd i
975,kommen::V,venire,dod
976,ankommen::V,advenire,cyrraedd
977,zurückkommen::V,revenire,dychwelyd
978,bleiben::V,manere,aros
979,bleiben::V,manere,sefyll
980,warten::V,opperiri,aros
981,warten::V,opperiri,disgwyl
982,erwarten::V,opperiri,disgwyl
983,erwarten::V,expectare,disgwyl
984,suchen::V,quaerere,chwilio am
985,finden::V,reperire,darganfod
986,versuchen::V,conari,profi
987,versuchen::V,conari,ceisio
988,versuchen::V,temptare,profi
989,versuchen::V,temptare,ceisio
990,vorbereiten::V,parare,paratoi
991,lieben::V,amare,caru
992,mögen::V,amare,hoffi
993,lachen::V,ridere,chwerthin
994,rühren::V,commovere,cynhyrfu
995,weinen::V,flere,wylo
996,weinen::V,flere,llefain
997,schimpfen::V,increpare,grwgnach
998,sich ärgern::V,indignari,gofidio
999,sich fürchten::V,vereri,ofni
1000,fürchten::V,timere,arswydo
1001,fliehen::V,fugere,ffoi
1002,flüchten::V,effugere,dianc
1003,sehen::V,videre,gweld
1004,anschauen::V,aspectare,syllu
1005,anschauen::V,aspectare,edrych
1006,ansehen::V,spectare,gwylio
1007,hören::V,audire,clywed
1008,zuhören::V,auscultare,gwrando
1009,probieren::V,gustare,profi
1010,riechen::V,olfacere,arogli
1011,fühlen::V,sentire,teimlo
1012,fühlen::V,sentire,clywed
1013,scheinen::V,videri,ymddangos
1014,zu sehen sein::V,conspici,dod i'r golwg
1015,vernehmen::V,comperire,clywed sôn am
1016,frieren::V,algere,bod yn oer
1017,tun::V,facere,gwneud
1018,können::V,posse,gallu
1019,wollen::V,velle,bod mewn angen
1020,anfangen::V,incipere,dechrau
1021,beenden::V,finire,darfod
1022,beenden::V,finire,gorffen
1023,aufhören::V,desistere,peidio
1024,gelingen::V,contingere,llwyddo
1025,geraten::V,evenire,diweddu
1026,öffnen::V,aperire,agor
1027,schließen::V,claudere,cau
1028,stellen::V,sistere,gosod
1029,setzen::V,ponere,gosod
1030,legen::V,ponere,gosod
1031,berühren::V,tangere,cyffwrdd
1032,verbinden::V,iungere,cysylltu
1033,bedecken::V,tegere,gorchuddio
1034,bedecken::V,operire,gorchuddio
1035,aufhängen::V,suspendere,crogi
1036,aufhängen::V,suspendere,hongian
1037,anzünden::V,accendere,cynnau
1038,anzünden::V,inflammare,cynnau
1039,aufheben::V,tollere,codi
1040,zurücklassen::V,relinquere,gadael
1041,verlieren::V,perdere,colli
1042,verlieren::V,amittere,colli
1043,fallen lassen::V,dimittere,gollwng
1044,machen::V,facere,gwneud
1045,herstellen::V,fabricare,cynhyrchu
1046,bauen::V,construere,adeiladu
1047,reparieren::V,reparare,trwsio
1048,reparieren::V,reparare,atgyweirio
1049,verbessern::V,emendare,diwygio
1050,ändern::V,mutare,altro
1051,graben::V,fodere,palu
1052,graben::V,fodere,cloddio
1053,beugen::V,flectere,plygu
1054,biegen::V,curvare,plygu
1055,drehen::V,torquere,troelli
1056,wenden::V,vertere,troi
1057,umdrehen::V,convertere,troi
1058,heben::V,tollere,codi
1059,hochheben::V,levare,dyrchafu
1060,ergreifen::V,capessere,gafael
1061,halten::V,tenere,dal
1062,drücken::V,premere,pwyso
1063,drücken::V,premere,gwasgu
1064,schieben::V,promovere,gwthio
1065,kratzen::V,radere,crafu
1066,lecken::V,lambere,llyfu
1067,beißen::V,mordere,cnoi
1068,beißen::V,mordere,brathu
1069,abreißen::V,avellere,tynnu ymaith
1070,abschneiden::V,desecare,torri
1071,binden::V,ligare,clymu
1072,stecken::V,inserere,plannu
1073,brechen::V,rumpere,torri
1074,klopfen::V,pultare,taro
1075,hauen::V,ferire,taro
1076,kleben::V,agglutinare,gludio
1077,reiben::V,terere,rhwbio
1078,streichen::V,oblinere,taenu
1079,schleifen::V,acuere,hogi
1080,schneiden::V,secare,torri
1081,rütteln::V,quassare,ysgytio
1082,schütteln::V,quatere,siglo
1083,schütteln::V,quatere,ysgwyd
1084,schwenken::V,ventilare,siglo
1085,schütten::V,fundere,tywallt
1086,füllen::V,complere,llenwi
1087,einwickeln::V,involvere,lapio
1088,tragen::V,ferre,cludo
1089,tragen::V,portare,cludo
1090,schleppen::V,pertrahere,llusgo
1091,ziehen::V,trahere,tynnu
1092,aufbewahren::V,asservare,cadw
1093,werfen::V,iacere,taflu
1094,fangen::V,capere,dal
1095,packen::V,capessere,cipio
1096,packen::V,capessere,crafangu
1097,verstecken::V,abdere,celu
1098,verstecken::V,abdere,cuddio
1099,teilen::V,partiri,rhannu
1100,teilen::V,dividere,rhannu
1101,schicken::V,mittere,anfon
1102,bringen::V,apportare,dod â
1103,hinzufügen::V,addere,chwanegu
1104,bekommen::V,adipisci,cael
1105,erhalten::V,accipere,derbyn
1106,nehmen::V,sumere,cymryd
1107,wählen::V,eligere,dewis
1108,auswählen::V,deligere,dethol
1109,bewahren::V,conservare,cadw
1110,behindern::V,impedire,atal
1111,behindern::V,impedire,rhwystro
1112,verderben::V,corrumpere,difetha
1113,beschädigen::V,laedere,niweidio
1114,zerbrechen::V,rumpere,torri
1115,zerbrechen::V,frangere,torri
1116,zerreißen::V,discindere,rhwygo
1117,zerstören::V,delere,dinistrio
1118,verbrennen::V,urere,llosgi
1119,verbrennen::V,cremare,llosgi
1120,geben::V,dare,rhoi
1121,reichen::V,praebere,estyn
1122,schenken::V,donare,rhoddi
1123,schenken::V,largiri,rhoddi
1124,versprechen::V,polliceri,addo
1125,versprechen::V,promittere,addo
1126,loben::V,laudare,canmol
1127,küssen::V,osculari,cusanu
1128,zudecken::V,tegere,gorchuddio
1129,wecken::V,excitare,deffro
1130,zeigen::V,monstrare,dangos
1131,führen::V,ducere,arwain
1132,lehren::V,docere,dysgu
1133,unterrichten::V,instituere,hyfforddi
1134,aufziehen::V,nutrire,dod i fyny
1135,leiten::V,ducere,arwain
1136,antreiben::V,incitare,annog
1137,lassen::V,iubere,gadael
1138,einladen::V,invitare,gwahodd
1139,vereinigen::V,coniungere,uno
1140,vereinigen::V,coniungere,cyfuno
1141,besuchen::V,visere,ymweld â
1142,treffen::V,convenire,cwrdd
1143,treffen::V,convenire,cyfarfod
1144,sich versammeln::V,convenire,casglu
1145,sich versammeln::V,convenire,cynnull
1146,spielen::V,ludere,chwarae
1147,singen::V,cantare,canu
1148,tanzen::V,saltare,dawnsio
1149,sich trennen::V,digredi,ymwahanu
1150,sich trennen::V,discedere,ymwahanu
1151,verlassen::V,deserere,gadael
1152,verlassen::V,relinquere,gadael
1153,retten::V,servare,achub
1154,bewachen::V,custodire,gwarchod
1155,schützen::V,tueri,noddi
1156,schützen::V,tutari,noddi
1157,verteidigen::V,defendere,amddiffyn
1158,sich schlagen::V,luctari,ffraeo
1159,sich schlagen::V,luctari,terfysgu
1160,schießen::V,iaculari,saethu
1161,siegen::V,vincere,ennill
1162,ärgern::V,irritare,cythruddo
1163,schlagen::V,ferire,curo
1164,treten::V,calcare,cicio
1165,stechen::V,pungere,pigo
1166,stoßen::V,tundere,gwthio
1167,stehlen::V,furari,dwyn
1168,stehlen::V,furari,lladrata
1169,stören::V,turbare,aflonyddu
1170,belästigen::V,obtundere,trafferthu
1171,verbergen::V,celare,cuddio
1172,verbergen::V,occultare,cuddio
1173,täuschen::V,fallere,twyllo
1174,betrügen::V,fraudare,hocedu
1175,töten::V,necare,lladd
1176,töten::V,caedere,lladd
1177,wohnen::V,habitare,byw
1178,arbeiten::V,laborare,gweithio
1179,sammeln::V,colligere,casglu
1180,pflücken::V,carpere,casglu
1181,jagen::V,venari,hela
1182,fischen::V,piscari,pysgota
1183,fassen::V,capere,dal
1184,hüten::V,custodire,bugeilio
1185,treiben::V,agere,gyrru
1186,anbinden::V,alligare,clymu
1187,füttern::V,nutrire,porthi
1188,melken::V,mulgere,godro
1189,hacken::V,findere,torri
1190,gießen::V,rigare,dyfrhau
1191,reifen::V,maturescere,aeddfedu
1192,zubereiten::V,apparare,coginio
1193,kochen::V,coquere,berwi
1194,backen::V,coquere,pobi
1195,backen::V,coquere,crasu
1196,braten::V,torrere,ffrio
1197,umrühren::V,commovere,cyffroi
1198,stricken::V,texere,gwau
1199,nähen::V,suere,gwnïo
1200,färben::V,tingere,lliwio
1201,reinigen::V,purgare,glanhau
1202,waschen::V,lavare,golchi
1203,abwischen::V,abstergere,sychu
1204,spülen::V,perluere,streulio
1205,fegen::V,verrere,ysgubo
1206,kehren::V,purgare,ysgubo
1207,baden::V,lavari,cael bath
1208,sich waschen::V,lavari,ymolchi
1209,ausziehen::V,exuere,tynnu
1210,anziehen::V,induere,gwisgo
1211,sich anziehen::V,vestiri,ymwisgo
1212,kämmen::V,pectere,cribo
1213,schmücken::V,ornare,harddu
1214,schmücken::V,ornare,addurno
1215,schmücken::V,decorare,harddu
1216,schmücken::V,decorare,addurno
1217,sagen::V,dicere,dweud
1218,sprechen::V,fari,llefaru
1219,reden::V,loqui,siarad
1220,sich unterhalten::V,colloqui,sgwrsio
1221,sich unterhalten::V,disputare,sgwrsio
1222,fragen::V,rogare,gofyn
1223,fragen::V,quaerere,gofyn
1224,bitten::V,orare,gofyn am
1225,bitten::V,rogare,gofyn am
1226,erzählen::V,narrare,dweud
1227,mitteilen::V,communicare,cyfleu
1228,nennen::V,appellare,enwi
1229,rufen::V,vocare,galw
1230,prahlen::V,gloriari,brolio
1231,prahlen::V,gloriari,ymffrostio
1232,übersetzen::V,vertere,cyfieithu
1233,denken::V,cogitare,meddwl
1234,glauben::V,credere,credu
1235,glauben::V,credere,coelio
1236,bemerken::V,animadvertere,sylwi
1237,erkennen::V,cognoscere,adnabod
1238,begreifen::V,comprehendere,amgyffred
1239,verstehen::V,intellegere,deall
1240,lernen::V,discere,dysgu
1241,wissen::V,scire,gwybod
1242,sich erinnern an::V,meminisse,cofio
1243,vergessen::V,oblivisci,anghofio
1244,messen::V,metiri,mesur
1245,zählen::V,numerare,cyfrif
1246,rechnen::V,reri,cyfrifo
1247,rechnen::V,calculare,cyfrifo
1248,lesen::V,legere,darllen
1249,malen::V,pingere,peintio
1250,zeichnen::V,scribere,tynnu
1251,schreiben::V,scribere,ysgrifennu
1252,besitzen::V,possidere,meddu
1253,kaufen::V,emere,prynu
1254,verkaufen::V,vendere,gwerthu
1255,bezahlen::V,pendere,talu am
1256,zahlen::V,solvere,talu
1257,beherrschen::V,regere,rheoli
1258,beherrschen::V,regere,llywodraethu
1259,beherrschen::V,imperare,rheoli
1260,beherrschen::V,imperare,llywodraethu
1261,ertragen::V,tolerare,dioddef
1262,ertragen::V,sustinere,dioddef
1263,wünschen::V,,dymuno
1264,wiegen::V,,siglo
