,Concept_ID,sl,nl
829,ich::PRN,jàz,ik
830,du::PRN,tí,je
831,du::PRN,tí,jij
832,er::PRN,òn,hij
833,wir::PRN,mí,we
834,wir::PRN,mí,wij
835,ihr::PRN,ví,jullie
836,sie::PRN,ôni,ze
837,sie::PRN,ôni,zij
838,was::FPRN,káj,wat
839,wer::FPRN,kdó,wie
840,wo::FADV,kjé,waar
841,wohin::FADV,kám,waarheen
842,wie::FADV,kakó,hoe
843,warum::FADV,zakáj,waarom
844,wieviel::FNUM,kóliko,hoeveel
845,eins::NUM,êden,één
846,zwei::NUM,dvá,twee
847,drei::NUM,trí,drie
848,vier::NUM,štíri,vier
849,fünf::NUM,pét,vijf
850,sechs::NUM,šést,zes
851,sieben::NUM,sédem,zeven
852,acht::NUM,ósem,acht
853,neun::NUM,devét,negen
854,zehn::NUM,desét,tien
855,elf::NUM,enájst,elf
856,zwölf::NUM,dvánajst,twaalf
857,zwanzig::NUM,dvájset,twintig
858,dreißig::NUM,trídeset,dertig
859,vierzig::NUM,štírideset,veertig
860,fünfzig::NUM,pétdeset,vijftig
861,sechzig::NUM,šéstdeset,zestig
862,siebzig::NUM,sédemdeset,zeventig
863,achtzig::NUM,ósemdeset,tachtig
864,neunzig::NUM,devétdeset,negentig
865,hundert::NUM,stó,honderd
866,tausend::NUM,tísoč,duizend
867,und::CNJ,in,en
868,oder::CNJ,áli,of
869,stehen::V,státi,staan
870,sitzen::V,sedéti,zitten
871,liegen::V,ležáti,liggen
872,hängen::V,viséti,hangen
873,werden::V,postáti,worden
874,passieren::V,zgodíti se,gebeuren
875,beginnen::V,začéti se,beginnen
876,enden::V,končáti se,eindigen
877,wechseln::V,ménjati se,wijzigen
878,wechseln::V,ménjati se,veranderen
879,aufgehen[Sonne]::V,vzíti,opgaan
880,untergehen[Sonne]::V,zaíti,ondergaan
881,scheinen[Sonne]::V,sijáti,schijnen
882,donnern::V,grméti,donderen
883,wehen::V,píhati,waaien
884,strömen::V,líti,stromen
885,fließen::V,têči,vloeien
886,sich drehen::V,vrtéti se,draaien
887,sich drehen::V,vrtéti se,zich draaien
888,schwanken::V,kolébati,wankelen
889,schwingen::V,níhati,zwieren
890,fallen::V,pádati,vallen
891,brennen::V,goréti,branden
892,rauchen::V,kadíti se,roken
893,regnen::V,deževáti,regenen
894,gefrieren::V,zmŕzniti,bevriezen
895,tauen::V,tájati,dooien
896,schmelzen::V,kopnéti,smelten
897,trocknen::V,sušíti se,drogen
898,sieden::V,kipéti,koken
899,sieden::V,kipéti,zieden
900,faulen::V,gníti,rotten
901,verfaulen::V,zgníti,verrotten
902,reißen::V,tŕgati se,scheuren
903,versinken::V,pogrézniti se,verzinken
904,vergehen::V,miníti,vergaan
905,erscheinen::V,pojáviti se,opdagen
906,erscheinen::V,pojáviti se,verschijnen
907,verschwinden::V,izgíniti,verdwijnen
908,sinken::V,péšati,zinken
909,abnehmen::V,pojémati,afnemen
910,abnehmen::V,pojémati,verminderen
911,zunehmen::V,véčati se,toenemen
912,zunehmen::V,množíti se,toenemen
913,steigen::V,dvígati se,stijgen
914,steigen::V,dvígati se,omhooggaan
915,wachsen::V,rásti,groeien
916,glänzen::V,sijáti,glanzen
917,glänzen::V,sijáti,schitteren
918,funkeln::V,ískriti se,fonkelen
919,lärmen::V,ropotáti,lawaai maken
920,lärmen::V,razgrájati,lawaai maken
921,läuten::V,zvoníti,luiden
922,klingeln::V,zvončkljáti,bellen
923,klirren::V,žvenketáti,rinkelen
924,brausen::V,šuméti,bruisen
925,rauschen::V,šuštéti,ruisen
926,rauschen::V,šelestéti,ruisen
927,klingen::V,zvenéti,klinken
928,bellen::V,lájati,blaffen
929,heulen::V,zavíjati,huilen
930,blasen::V,píhniti,blazen
931,pfeifen::V,pískati,fluiten
932,pfeifen::V,žvížgati,fluiten
933,schreien::V,kričáti,gillen
934,schreien::V,kričáti,schreeuwen
935,stöhnen::V,stókati,steunen
936,zittern::V,drgetáti,beven
937,zittern::V,drgetáti,sidderen
938,leben::V,živéti,leven
939,geboren werden::V,rodíti se,geboren worden
940,atmen::V,díhati,ademen
941,trinken::V,píti,drinken
942,essen::V,jésti,eten
943,schlucken::V,požírati,slikken
944,müde werden::V,péšati,moe worden
945,müde werden::V,utrúditi se,moe worden
946,einschlafen::V,zaspáti,inslapen
947,schlafen::V,spáti,slapen
948,aufwachen::V,zbudíti se,ontwaken
949,aufwachen::V,zbudíti se,wakker worden
950,aufstehen::V,vstáti,opstaan
951,sich erholen::V,oddahníti se,zich ontspannen
952,krank werden::V,oboléti,ziek worden
953,krank sein::V,bíti bolán,ziek zijn
954,schmerzen::V,boléti,pijn doen
955,husten::V,kášljati,hoesten
956,genesen::V,okrévati,genezen
957,sterben::V,umréti,sterven
958,sterben::V,umréti,overlijden
959,umkommen::V,pogíniti,omkomen
960,sich bewegen::V,zganíti se,zich bewegen
961,sich rühren::V,premakníti se,zich verroeren
962,sich erheben::V,vstájati,oprijzen
963,sich erheben::V,vstájati,verrijzen
964,sich erheben::V,vzdígniti se,oprijzen
965,sich erheben::V,vzdígniti se,verrijzen
966,sich setzen::V,sésti,gaan zitten
967,hinfallen::V,pásti dôl,vallen
968,hinfallen::V,pásti dôl,neervallen
969,laufen::V,hodíti,lopen
970,schreiten::V,stópati,stappen
971,schreiten::V,stópati,schrijden
972,spazierengehen::V,na sprehòd íti,gaan wandelen
973,eilen::V,drvéti,ijlen
974,eilen::V,drvéti,haasten
975,sich beeilen::V,hitéti,zich haasten
976,sausen::V,dírkati,stuiven
977,rennen::V,dírjati,rennen
978,springen::V,skákati,springen
979,klettern::V,plézati,klimmen
980,klettern::V,plézati,klauteren
981,schaukeln::V,kolébati,schommelen
982,kriechen::V,pláziti se,kruipen
983,schwimmen::V,plávati,zwemmen
984,tauchen::V,potápljati se,duiken
985,rudern::V,vesláti,roeien
986,fahren::V,vozíti se,rijden
987,fahren::V,peljáti se,rijden
988,fliegen::V,létati,vliegen
989,gehen::V,íti,gaan
990,weggehen::V,odíti,weggaan
991,abfahren::V,odpeljáti se,vertrekken
992,anhalten::V,ustáviti se,stoppen
993,anhalten::V,ustáviti se,stilhouden
994,hineingehen::V,íti nóter,ingaan
995,hineingehen::V,íti nóter,binnengaan
996,eintreten::V,vstopíti,binnenkomen
997,kommen::V,príti,komen
998,ankommen::V,prispéti,aankomen
999,ankommen::V,prihájati,aankomen
1000,zurückkommen::V,vrníti se,terugkomen
1001,bleiben::V,ostáti,blijven
1002,warten::V,čákati,wachten
1003,erwarten::V,pričakováti,verwachten
1004,suchen::V,iskáti,zoeken
1005,finden::V,nájti,vinden
1006,versuchen::V,poskúšati,proberen
1007,versuchen::V,poskúšati,beproeven
1008,vorbereiten::V,pripráviti,voorbereiden
1009,lieben::V,ljubíti,houden van
1010,mögen::V,márati,lusten
1011,mögen::V,márati,houden van
1012,lachen::V,smejáti se,lachen
1013,rühren::V,ganíti,roeren
1014,weinen::V,jókati,huilen
1015,weinen::V,jókati,schreien
1016,weinen::V,plákati,huilen
1017,weinen::V,plákati,schreien
1018,schimpfen::V,psováti,kijven
1019,schimpfen::V,psováti,schelden
1020,schimpfen::V,zmérjati,kijven
1021,schimpfen::V,zmérjati,schelden
1022,sich ärgern::V,jezíti se,zich ergeren
1023,sich fürchten::V,báti se,bang zijn
1024,fürchten::V,báti se,vrezen
1025,fliehen::V,bežáti,vluchten
1026,flüchten::V,pobégniti,ontsnappen
1027,flüchten::V,pobégniti,ontkomen
1028,sehen::V,vídeti,zien
1029,anschauen::V,oglédati,aankijken
1030,ansehen::V,glédati,aanzien
1031,ansehen::V,glédati,bekijken
1032,hören::V,slíšati,horen
1033,zuhören::V,poslúšati,luisteren
1034,probieren::V,poskúšati,proeven
1035,riechen::V,dúhati,ruiken
1036,fühlen::V,čutíti,voelen
1037,scheinen::V,zdéti se,lijken
1038,zu sehen sein::V,vídeti se,te zien zijn
1039,vernehmen::V,čúti,vernemen
1040,frieren::V,zébsti,het koud hebben
1041,tun::V,délati,doen
1042,können::V,môči,kunnen
1043,wollen::V,hotéti,willen
1044,anfangen::V,začéti,beginnen
1045,anfangen::V,začéti,aanvangen
1046,beenden::V,dokončáti,beëindigen
1047,aufhören::V,prenéhati,ophouden
1048,gelingen::V,uspéti,lukken
1049,gelingen::V,uspéti,gelukken
1050,gelingen::V,posréčiti se,lukken
1051,gelingen::V,posréčiti se,gelukken
1052,geraten::V,obnêsti se,uitvallen
1053,öffnen::V,odpréti,openen
1054,öffnen::V,odpréti,opendoen
1055,schließen::V,zapréti,sluiten
1056,schließen::V,zapréti,dichtdoen
1057,stellen::V,postáviti,stellen
1058,stellen::V,postáviti,plaatsen
1059,setzen::V,posadíti,zetten
1060,setzen::V,posadíti,plaatsen
1061,legen::V,položíti,leggen
1062,berühren::V,dotíkati se,aanraken
1063,verbinden::V,obvézati,verbinden
1064,bedecken::V,pokríti,bedekken
1065,aufhängen::V,obésiti,ophangen
1066,anzünden::V,zažgáti,aansteken
1067,aufheben::V,vzdígniti,oprapen
1068,zurücklassen::V,zapustíti,achterlaten
1069,verlieren::V,izgubíti,verliezen
1070,fallen lassen::V,navréči,laten vallen
1071,machen::V,naredíti,maken
1072,machen::V,napráviti,maken
1073,herstellen::V,izdélati,produceren
1074,herstellen::V,izdélati,voortbrengen
1075,bauen::V,gradíti,bouwen
1076,reparieren::V,popráviti,repareren
1077,reparieren::V,popráviti,herstellen
1078,verbessern::V,izbóljšati,verbeteren
1079,ändern::V,spremeníti,wijzigen
1080,ändern::V,spremeníti,veranderen
1081,graben::V,kopáti,graven
1082,graben::V,grêbsti,graven
1083,beugen::V,upogníti,buigen
1084,biegen::V,zavíjati,buigen
1085,drehen::V,vrtéti,draaien
1086,wenden::V,obrníti,keren
1087,wenden::V,obrníti,wenden
1088,umdrehen::V,zasúkati,omdraaien
1089,heben::V,dvígati,heffen
1090,heben::V,dvígati,optillen
1091,hochheben::V,privzdígniti,tillen
1092,ergreifen::V,zgrábiti,pakken
1093,ergreifen::V,zgrábiti,grijpen
1094,halten::V,držáti,houden
1095,drücken::V,tiščáti,drukken
1096,schieben::V,ríniti,duwen
1097,schieben::V,ríniti,schuiven
1098,kratzen::V,práskati,krassen
1099,lecken::V,lízati,likken
1100,beißen::V,grísti,bijten
1101,abreißen::V,odtŕgati,afrukken
1102,abreißen::V,odtŕgati,afscheuren
1103,abschneiden::V,odrézati,afsnijden
1104,binden::V,vézati,binden
1105,stecken::V,vtakníti,steken
1106,brechen::V,lomíti,breken
1107,klopfen::V,tólči,kloppen
1108,hauen::V,séči,houwen
1109,kleben::V,lépiti,plakken
1110,reiben::V,tréti,wrijven
1111,reiben::V,dŕgniti,wrijven
1112,streichen::V,namázati,smeren
1113,schleifen::V,brúsiti,slijpen
1114,schneiden::V,rézati,snijden
1115,rütteln::V,strésti,schudden
1116,schütteln::V,majáti,schudden
1117,schwenken::V,obrníti,wuiven
1118,schwenken::V,obrníti,zwaaien
1119,schütten::V,sípati,gieten
1120,schütten::V,sípati,storten
1121,füllen::V,napolníti,vullen
1122,einwickeln::V,zavíti,inwikkelen
1123,tragen::V,nêsti,dragen
1124,schleppen::V,vláčiti,slepen
1125,ziehen::V,vléči,trekken
1126,aufbewahren::V,shranjeváti,bewaren
1127,werfen::V,lúčati,gooien
1128,fangen::V,ujéti,vangen
1129,packen::V,prijéti,pakken
1130,packen::V,prijéti,vastpakken
1131,verstecken::V,skríti,verstoppen
1132,teilen::V,razdelíti,delen
1133,schicken::V,pošíljati,sturen
1134,bringen::V,prinêsti,brengen
1135,hinzufügen::V,pristáviti,toevoegen
1136,bekommen::V,dobíti,verkrijgen
1137,erhalten::V,prejéti,krijgen
1138,nehmen::V,vzéti,nemen
1139,wählen::V,izbírati,kiezen
1140,wählen::V,izbírati,verkiezen
1141,auswählen::V,izbráti,uitkiezen
1142,bewahren::V,ohraníti,bewaren
1143,behindern::V,ovírati,hinderen
1144,verderben::V,pokváriti,bederven
1145,beschädigen::V,poškodováti,beschadigen
1146,zerbrechen::V,razlomíti,breken
1147,zerbrechen::V,razlomíti,stukbreken
1148,zerreißen::V,raztŕgati,scheuren
1149,zerreißen::V,raztŕgati,verscheuren
1150,zerstören::V,razrúšiti,vernielen
1151,verbrennen::V,sežgáti,branden
1152,verbrennen::V,sežgáti,verbranden
1153,geben::V,dáti,geven
1154,reichen::V,séči,reiken
1155,reichen::V,séči,aanreiken
1156,reichen::V,molíti,reiken
1157,reichen::V,molíti,aanreiken
1158,schenken::V,podáriti,schenken
1159,versprechen::V,obljubíti,beloven
1160,wünschen::V,vóščiti,wensen
1161,loben::V,hváliti,loven
1162,loben::V,hváliti,prijzen
1163,küssen::V,poljubováti,kussen
1164,wiegen::V,zíbati,wiegen
1165,zudecken::V,pokríti,toedekken
1166,wecken::V,zbudíti,wekken
1167,zeigen::V,pokázati,tonen
1168,zeigen::V,pokázati,wijzen
1169,führen::V,vêsti,voeren
1170,lehren::V,učíti,leren
1171,unterrichten::V,poučeváti,onderwijzen
1172,aufziehen::V,vzgojíti,grootbrengen
1173,leiten::V,uprávljati,leiden
1174,antreiben::V,goníti,aandrijven
1175,lassen::V,povzročíti,laten
1176,einladen::V,povábiti,uitnodigen
1177,vereinigen::V,zdrúžiti,verenigen
1178,besuchen::V,obiskáti,bezoeken
1179,treffen::V,pogodíti,treffen
1180,treffen::V,pogodíti,ontmoeten
1181,sich versammeln::V,zbráti se,zich verzamelen
1182,spielen::V,igráti se,spelen
1183,singen::V,péti,zingen
1184,tanzen::V,plésati,dansen
1185,sich trennen::V,ločíti se,van elkaar gaan
1186,verlassen::V,zapustíti,verlaten
1187,retten::V,réšiti,redden
1188,bewachen::V,strážiti,bewaken
1189,schützen::V,sčítiti,beschermen
1190,verteidigen::V,braníti,verdedigen
1191,sich schlagen::V,têpsti se,knokken
1192,schießen::V,stréljati,schieten
1193,siegen::V,zmágati,overwinnen
1194,ärgern::V,jezíti,ergeren
1195,ärgern::V,razbúriti,ergeren
1196,schlagen::V,têpsti,slaan
1197,schlagen::V,udáriti,slaan
1198,treten::V,teptáti,trappen
1199,treten::V,teptáti,schoppen
1200,stechen::V,ubôsti,steken
1201,stechen::V,ubôsti,prikken
1202,stoßen::V,peháti,stoten
1203,stoßen::V,drégniti,stoten
1204,stehlen::V,ukrásti,stelen
1205,stehlen::V,pokrásti,stelen
1206,stören::V,motíti,storen
1207,stören::V,motíti,verstoren
1208,belästigen::V,nadlegováti,lastig vallen
1209,verbergen::V,skríti,verbergen
1210,täuschen::V,slepíti,misleiden
1211,betrügen::V,várati,bedriegen
1212,betrügen::V,ogoljufáti,bedriegen
1213,töten::V,ubíti,doden
1214,wohnen::V,prebívati,wonen
1215,arbeiten::V,délati,werken
1216,sammeln::V,zbráti,inzamelen
1217,sammeln::V,zbráti,verzamelen
1218,pflücken::V,obráti,plukken
1219,jagen::V,lovíti,jagen
1220,fischen::V,ribáriti,vissen
1221,fassen::V,zajéti,vangen
1222,hüten::V,pásti,hoeden
1223,treiben::V,pogánjati,drijven
1224,anbinden::V,privézati,vastbinden
1225,füttern::V,kŕmiti,voeren
1226,melken::V,mólsti,melken
1227,hacken::V,sékati,hakken
1228,gießen::V,ulíti,gieten
1229,reifen::V,zoréti,rijpen
1230,zubereiten::V,pripráviti,klaarmaken
1231,zubereiten::V,pripráviti,toebereiden
1232,kochen::V,kúhati,koken
1233,backen::V,cvréti,bakken
1234,braten::V,pêči,braden
1235,umrühren::V,preméšati,omroeren
1236,stricken::V,plêsti,breien
1237,nähen::V,šívati,naaien
1238,färben::V,bárvati,verven
1239,färben::V,bárvati,kleuren
1240,reinigen::V,očístiti,reinigen
1241,waschen::V,opráti,wassen
1242,abwischen::V,obrísati,afvegen
1243,spülen::V,splakováti,spoelen
1244,spülen::V,splakováti,afwassen
1245,fegen::V,pométati,vegen
1246,kehren::V,mésti,vegen
1247,baden::V,kópati se,baden
1248,sich waschen::V,umíti se,zich wassen
1249,ausziehen::V,izvléči,uittrekken
1250,anziehen::V,obléči,aantrekken
1251,sich anziehen::V,obléči se,zich aankleden
1252,kämmen::V,česáti,kammen
1253,schmücken::V,okrasíti,tooien
1254,sagen::V,dejáti,zeggen
1255,sprechen::V,govoríti,spreken
1256,reden::V,rêči,praten
1257,sich unterhalten::V,razgovárjati se,zich onderhouden
1258,fragen::V,vprášati,vragen
1259,bitten::V,prosíti,vragen
1260,bitten::V,prosíti,verzoeken
1261,erzählen::V,práviti,vertellen
1262,mitteilen::V,naznániti,meedelen
1263,nennen::V,imenováti,noemen
1264,rufen::V,klícati,roepen
1265,prahlen::V,baháti se,pralen
1266,übersetzen::V,prevêsti,vertalen
1267,denken::V,mísliti,denken
1268,glauben::V,verjéti,geloven
1269,bemerken::V,opáziti,bemerken
1270,erkennen::V,spoznáti,herkennen
1271,begreifen::V,pôjmiti,begrijpen
1272,verstehen::V,razuméti,verstaan
1273,lernen::V,učíti se,leren
1274,wissen::V,znáti,weten
1275,wissen::V,védeti,weten
1276,sich erinnern an::V,spómniti se,zich herinneren aan
1277,vergessen::V,pozábiti,vergeten
1278,messen::V,mériti,meten
1279,zählen::V,štéti,tellen
1280,rechnen::V,račúnati,rekenen
1281,lesen::V,bráti,lezen
1282,lesen::V,čítati,lezen
1283,malen::V,slíkati,schilderen
1284,zeichnen::V,rísati,tekenen
1285,schreiben::V,písati,schrijven
1286,besitzen::V,iméti,bezitten
1287,kaufen::V,kupíti,kopen
1288,verkaufen::V,prodáti,verkopen
1289,bezahlen::V,pláčati,betalen
1290,zahlen::V,plačeváti,betalen
1291,beherrschen::V,obvládati,beheersen
1292,ertragen::V,prenêsti,verdragen
1293,Verstand::N,,verstand
