,Concept_ID,pl,kl
324,Lied::N,pieśń,taalliaq
325,Lied::N,pieśń,erinarsuut
326,Lied::N,piosenka,taalliaq
327,Lied::N,piosenka,erinarsuut
328,Ruhe::N,spokój,qatsunganeq
329,Leute::N,ludzie,inuiak
330,Leute::N,ludzie,inuiaqatigiit
331,Volk::N,naród,inuiaat
332,Arbeit::N,praca,suliaq
333,Arbeit::N,robota,suliaq
334,Gast::N,gość,qaaqqusaq
335,Geschenk::N,prezent,pajugut
336,Geschenk::N,podarunek,pajugut
337,Spiel::N,gra,
338,Spiel::N,zabawa,
339,Gesellschaft::N,towarzystwo,
340,Hilfe::N,pomoc,annertoqqut
341,Freund::N,przyjaciel,tiliaq
342,Freund::N,przyjaciel,ikinngut
343,Kamerad::N,kolega,tiliaq
344,Kamerad::N,kolega,ikinngut
345,Angelegenheit::N,sprawa,
346,Anzahl::N,ilość,
347,Art::N,rodzaj,ileqquuseq
348,Stück::N,kawałek,nakkaalaniku
349,Teil::N,część,tassiaasat
350,Hälfte::N,połowa,affaq
351,Kreis::N,krąg,kaajaluinneq or kaajaluitsoq
352,Kreuz::N,krzyż,sanningasulik
353,Linie::N,linia,tittaq
354,Linie::N,linia,titarneq
355,Strich::N,kreska,
356,Abstand::N,odstęp,aku
357,Abstand::N,odstęp,ikiaq
358,Entfernung::N,odległość,asi
359,Gegend::N,okolica,nuna
360,Platz::N,miejsce,ini
361,Platz::N,miejsce,inissaq
362,Ort::N,miejsce,sumiiffik
363,Seite::N,bok,saneraq
364,Seite::N,strona,saneraq
365,Mitte::N,środek,qiteq
366,Gegenstand::N,przedmiot,
367,Sache::N,rzecz,pigisaq
368,Rand::N,skraj,sini
369,Rand::N,skraj,akerfineq
370,Rand::N,krawędź,sini
371,Rand::N,krawędź,akerfineq
372,Kante::N,kant,akerfineq
373,Kante::N,krawędź,akerfineq
374,Ecke::N,róg,teqeqqoq
375,Ecke::N,róg,tikeqqoq
376,Spitze::N,ostrze,inngik
377,Ende::N,koniec,isu
378,Loch::N,dziura,putu
379,Winkel::N,kąt,teqeqqorissaat
380,Winkel::N,kącik,teqeqqorissaat
381,Muster::N,wzór,ilisserut
382,Größe::N,rozmiar,angissuseq
383,Größe::N,wielkość,angissuseq
384,Länge::N,długość,takissuseq
385,Höhe::N,wysokość,
386,Gewicht::N,ciężar,oqimaalutaq
387,Menge::N,ilość,amerlassuseq
388,Haufen::N,kupa,eqimattat
389,Reihe::N,rząd,allunaasaq
390,Reihe::N,szereg,allunaasaq
391,Boot::N,łódź,qajaq
392,Boot::N,łódź,angallat
393,Boot::N,łódź,umiatsiaq
394,Boot::N,łódka,qajaq
395,Boot::N,łódka,angallat
396,Boot::N,łódka,umiatsiaq
397,Ruder::N,wiosło,iput
398,Schlitten::N,sanki,qamutit
399,Schlitten::N,sanki,qimusseq
400,Ski::N,narta,ataarut
401,Lagerfeuer::N,ognisko,
402,Last::N,ciężar,nammagaq
403,Last::N,brzemię,nammagaq
404,Gang::N,chód,
405,Schritt::N,krok,allorneq
406,Norden::N,północ,avannaq
407,Süden::N,południe,qava
408,Süden::N,południe,kujat
409,Süden::N,południe,kujataa
410,Westen::N,zachód,kitaa
411,Osten::N,wschód,kangi
412,Holz::N,drzewo,qisuk
413,Brett::N,deska,salliligaq
414,Platte::N,płyta,qaateq
415,Stütze::N,podpora,ajagutaq
416,Stütze::N,podpora,ajaagutaq
417,Stange::N,drąg,kaaviffik
418,Stange::N,żerdź,kaaviffik
419,Stock::N,kij,ajaappissat
420,Stock::N,laska,ajaappissat
421,Stab::N,pręt,ajaappissat
422,Rohr::N,rura,sullulik
423,Haus::N,dom,illu
424,Heim::N,dom,
425,Ofen::N,piec,kissarsuut
426,Fußboden::N,podłoga,nateq
427,Tisch::N,stół,allattarfik
428,Stuhl::N,krzesło,issiavik
429,Stuhl::N,krzesło,issiaffik
430,Wiege::N,kołyska,uaasoq
431,Bett::N,łóżko,nallavik
432,Bett::N,pościel,nallavik
433,Regal::N,regał,ilisivik
434,Kiste::N,skrzynia,sakissat
435,Kiste::N,skrzynia,illerfiusaq
436,Fenster::N,okno,aki
437,Fenster::N,okno,igalaaq
438,Tür::N,drzwi,matu
439,Tor::N,brama,isaaffik
440,Zaun::N,płot,saputit
441,Zaun::N,parkan,saputit
442,Dach::N,dach,qaliaq
443,Leiter::N,drabina,tummeqqat
444,Leiter::N,drabina,majuartarfiit
445,Besen::N,miotła,saligutit
446,Spaten::N,rydel,nivaataq
447,Schaufel::N,łopata,nivaataq
448,Gabel::N,widelec,qilluaq
449,Gabel::N,widelec,ajassaatit
450,Löffel::N,łyżka,alussaat
451,Messer::N,nóż,savik
452,Nagel::N,gwóźdź,kukik
453,Netz::N,sieć,anguffaseq
454,Haken::N,hak,nissik
455,Haken::N,hak,qarsorsaq
456,Haken::N,hak,qarsorsartoq
457,Griff::N,chwyt,ipi
458,Schloss::N,zamek,illussaarsuaq
459,Bild::N,obraz,assiliaq
460,Figur::N,figura,kisitsit
461,Puppe::N,lalka,inuusaq
462,Beutel::N,torba,
463,Bündel::N,wiązka,qilertaq
464,Tasche::N,torba,pooqattaq
465,Eimer::N,kubeł,
466,Eimer::N,wiadro,
467,Deckel::N,przykrywka,matu
468,Geschirr::N,statki,anut
469,Geschirr::N,naczynia,anut
470,Sack::N,worek,
471,Tasse::N,filiżanka,tiitorfik
472,Tasse::N,filiżanka,tiitorfiup ilorlia
473,Topf::N,garnek,qoqqoq
474,Kessel::N,kocioł,uunnaavik
475,Essen::N,jedzenie,igaaq
476,Nahrung::N,pokarm,neqissaq
477,Nahrung::N,pożywienie,neqissaq
478,Speise::N,potrawa,nerisassat
479,Speise::N,jedzenie,nerisassat
480,Fleisch::N,mięso,neqi
481,Getreide::N,zboże,maannineq
482,Brei::N,kasza,
483,Brot::N,chleb,iffit
484,Brot::N,chleb,iffiaq
485,Scheibe::N,kromka,igalaassiaq
486,Fett::N,tłuszcz,tarnutissaq
487,Fett::N,tłuszcz,tarnutissiaq
488,Butter::N,masło,punneq
489,Öl::N,olej,uulia
490,Salz::N,sól,taratsut
491,Suppe::N,zupa,qajoq
492,Honig::N,miód,tungusunnitsuut
493,Milch::N,mleko,immuk
494,Tee::N,herbata,tii
495,Tee::N,herbata,teeq
496,Leder::N,skóra,
497,Wolle::N,wełna,nuersagassiaq
498,Stoff::N,tkanina,milliaq
499,Stoff::N,tkanina,qarlissiaq
500,Stoff::N,materiał,milliaq
501,Stoff::N,materiał,qarlissiaq
502,Nadel::N,igła,meqqut
503,Faden::N,nić,ujalussiaq
504,Faden::N,nitka,ujalussiaq
505,Knopf::N,guzik,attat
506,Knoten::N,węzeł,akeroq
507,Knoten::N,węzeł,qilerneq
508,Farbe::N,farba,qalipaat
509,Kleidung::N,odzież,atisat
510,Kleidung::N,odzież,annoraaq
511,Hemd::N,koszula,ilupaaq
512,Kragen::N,kołnierz,qungasiinnaq
513,Ärmel::N,rękaw,aaq
514,Hose::N,spodnie,qarliit
515,Gürtel::N,pasek,qiterut
516,Gürtel::N,pasek,unngersaq
517,Mütze::N,czapka,nasaq
518,Schuh::N,but,skuu
519,Schuh::N,but,ikernuk
520,Schuh::N,but,ateraasaq
521,Schuh::N,bucik,skuu
522,Schuh::N,bucik,ikernuk
523,Schuh::N,bucik,ateraasaq
524,Stiefel::N,but,kamik
525,Stiefel::N,kozak,kamik
526,Ring::N,pierścień,assammiu
527,Band::N,wstęga,qilerutissiaq
528,Kamm::N,grzebień,illaagutit
529,Kamm::N,grzebień,illaajaatit pl.
530,Spiegel::N,lustro,tarrarsuut
531,Riemen::N,rzemień,allunaaq
532,Schnur::N,sznur,kujaaq
533,Schnur::N,sznur,allunaasaq
534,Leine::N,smycz,aleq
535,Decke::N,kołdra,qipik
536,Kissen::N,poduszka,akit
537,Tuch::N,chustka,qarlissiaq
538,Handtuch::N,ręcznik,allarut
539,Handtuch::N,ręcznik,allarterut
540,Kraft::N,moc,pissak
541,Kraft::N,siła,pissak
542,Stärke::N,moc,qerattarsaat
543,Stärke::N,siła,qerattarsaat
544,Gesundheit::N,zdrowie,peqqisusseq
545,Krankheit::N,choroba,nappaat
546,Schmerz::N,ból,anniaat
547,Wunde::N,rana,iki
548,Fieber::N,gorączka,nappaat qanimanartoq
549,Arznei::N,lekarstwo,imigassaq
550,Brücke::N,most,ikaartarfik
551,Brunnen::N,studnia,tissaluttuliaq
552,Weide::N,pastwisko,masarsuk
553,Pfad::N,ścieżka,aqqut
554,Weg::N,droga,aggerfik
555,Straße::N,ulica,aqqusineq
556,Dorf::N,wieś,nunaqarfik
557,Stadt::N,miasto,illorpaat
558,Stadt::N,miasto,illorpalik
559,Brief::N,list,allagarsiaq
560,Buch::N,książka,atuakkat
561,Buch::N,książka,mappersagaq
562,Buchstabe::N,litera,naqinneq
563,Zeitung::N,gazeta,aviisi
564,Zeitung::N,dziennik,aviisi
565,Leben::N,życie,inuussuseq
566,Tod::N,śmierć,toqu
567,Tod::N,śmierć,toquneq
568,Grab::N,grób,iliveq
569,Grab::N,grób,illissat
570,Kirche::N,kościół,oqaluffik
571,Sünde::N,grzech,ajorti
572,Gott::N,bóg,
573,Arbeiter::N,robotnik,sulisoq
574,Chef::N,szef,ittoqut
575,Meister::N,mistrz,naalagaq
576,Meister::N,majster,naalagaq
577,Arzt::N,lekarz,katsorsaasoq
578,Lehrer::N,nauczyciel,ilinniartitsisoq
579,Geld::N,pieniądze,aningaasat
580,Geschäft::N,sprawa,niuertarfik
581,Geschäft::N,interes,niuertarfik
582,Laden::N,sklep,niuertarfik
583,Preis::N,cena,aki
584,Ware::N,towar,qaliata pii
585,Ware::N,towar,nioqqutissaq
586,Nutzen::N,pożytek,iluaqut
587,Reichtum::N,bogactwo,
588,Welt::N,świat,nunarsuaq
589,Land::N,kraj,nuna
590,Staat::N,państwo,
591,König::N,król,kunngi
592,Macht::N,władza,pissaassuseq
593,Grenze::N,granica,killik
594,Krieg::N,wojna,sorsunneq
595,Feind::N,wróg,akeraq
596,Feind::N,wróg,akerartorti
597,Feind::N,wróg,qinngarsuisoq
598,Gewalt::N,władza,
599,Kampf::N,bój,sorsunneq
600,Kampf::N,walka,sorsunneq
601,Bogen[Waffe]::N,łuk,
602,Pfeil::N,strzała,qalugiusaq
603,Gewehr::N,karabin,aallaat
604,Fehler::N,błąd,kukkuneq
605,Fehler::N,błąd,paarlaappaa
606,Lüge::N,kłamstwo,
607,Schaden::N,szkoda,
608,Unglück::N,nieszczęście,perluut
609,Schuld::N,wina,akiitsugaq
610,Schuld::N,wina,akiligassaq
611,Alter::N,wiek,utoqqaq
612,Schluss::N,koniec,isu
613,Schluss::N,zakończenie,isu
614,Zeit::N,czas,ulloq
615,Zeit::N,czas,akuttoqatigiinneq
616,Tag::N,dzień,ulloq
617,Morgen::N,ranek,ullaaq
618,Morgen::N,poranek,ullaaq
619,Mittag::N,południe,ulloqeqqa
620,Abend::N,wieczór,unnuk
621,Nacht::N,noc,unnuaq
622,Woche::N,tydzień,sapaatip akunnera
623,Monat::N,miesiąc,qaammat
624,Jahr::N,rok,ukioq
625,Frühling::N,wiosna,upernaaq
626,Sommer::N,lato,aasaq
627,Herbst::N,jesień,ukiaq
628,Winter::N,zima,ukioq
629,Januar::N,styczeń,siulleeq
630,Januar::N,styczeń,qaammaliaq
631,Februar::N,luty,aarlaat
632,März::N,marzec,marsi
633,März::N,marzec,martsi
634,April::N,kwiecień,
635,Mai::N,maj,maaji
636,Juni::N,czerwiec,juuni
637,Juli::N,lipiec,juuli
638,August::N,sierpień,aggusti
639,September::N,wrzesień,septembari
640,Oktober::N,październik,oktobari
641,November::N,listopad,novembari
642,Dezember::N,grudzień,detsembari
643,Montag::N,poniedziałek,ataasinngortoq
644,Dienstag::N,wtorek,marlunngorneq
645,Mittwoch::N,środa,pingasunngorneq
646,Donnerstag::N,czwartek,sisamanngorneq
647,Freitag::N,piątek,tallimanngorneq
648,Samstag::N,sobota,arfininngorneq
649,Sonntag::N,niedziela,sapaat
650,Sonntag::N,niedziela,sapaati
651,groß::A,duży,angivoq
652,groß::A,wielki,angivoq
653,klein::A,mały,mikivoq
654,lang::A,długi,takisooq
655,kurz::A,krótki,naatsoq
656,breit::A,szeroki,silippoq
657,schmal::A,wąski,amitsoq
658,dicht::A,gęsty,torsusooq
659,dick[Gegenstand]::A,gruby,issuvoq
660,dick[Gegenstand]::A,gruby,issusooq
661,dünn::A,cienki,amitsoq
662,fein::A,drobny,mamarpoq
663,fest::A,mocny,tangeqarpoq
664,fest::A,twardy,tangeqarpoq
665,flach::A,płaski,nalimmappoq
666,glatt::A,gładki,quasak
667,hart::A,twardy,mattusooq
668,hart::A,twardy,manngerpoq
669,hart::A,twardy,titeqquluppoq
670,weich::A,miękki,nerumaarpoq
671,rund::A,okrągły,ammallorippoq
672,spitz::A,spiczasty,qummukujooq
673,scharf::A,ostry,ipippoq
674,stumpf::A,tępy,anngerpoq
675,schwer::A,ciężki,oqimaappoq
676,schön::A,ładny,kusanarpoq
677,schön::A,piękny,kusanarpoq
678,heiß::A,gorący,kiappoq
679,warm::A,ciepły,oqorpoq
680,kalt::A,zimny,issippoq
681,kühl::A,chłodny,pueqqortippoq
682,frisch::A,świeży,
683,feucht::A,wilgotny,isugutavoq
684,feucht::A,wilgotny,qaasernarpoq
685,nass::A,mokry,imerorpoq
686,trocken::A,suchy,panerpoq
687,voll::A,pełny,ulikkaarpoq
688,leer::A,pusty,imaattuarpoq
689,leer::A,próżny,imaattuarpoq
690,offen::A,otwarty,ammavoq
691,geschlossen::A,zamknięty,matuvoq
692,sauber::A,czysty,eqqippoq
693,sauber::A,czysty,sukuluippoq
694,sauber::A,czysty,ipeqanngilaq
695,schmutzig::A,brudny,tapappoq
696,schmutzig::A,brudny,minguppoq
697,roh::A,surowy,aapavoq
698,reif::A,dojrzały,qaarulerpoq
699,lecker::A,smaczny,
700,süß::A,słodki,tungusunnippoq
701,bitter::A,gorzki,qasilippoq
702,sauer::A,kwaśny,
703,hell::A,jasny,qaamavoq
704,dunkel::A,ciemny,qernerpoq
705,schwarz::A,czarny,qernerpoq
706,weiß::A,biały,qaqorpoq
707,rot::A,czerwony,aappaluppoq
708,gelb::A,żółty,sungaarpoq
709,blau::A,błękitny,tungujorpoq
710,blau::A,niebieski,tungujorpoq
711,grün::A,zielony,qorsooqqippoq
712,grau::A,szary,qaserpoq
713,bunt::A,barwny,
714,billig::A,tani,akikippoq
715,teuer::A,drogi,
716,wertvoll::A,cenny,erlinnarpoq
717,blind::A,ślepy,tappiippoq
718,blind::A,ślepy,isigisaqanngilaq
719,taub::A,głuchy,tusilarpoq
720,kräftig::A,mocny,pissaq
721,kräftig::A,mocny,pissarsuaq
722,stark::A,silny,sanngivoq
723,schwach::A,słaby,nakuippoq
724,fett::A,tłusty,pualavoq
725,schlank::A,smukły,tuappoq
726,hübsch::A,ładny,aatsialaq
727,böse::A,zły,ajorpoq
728,dumm::A,głupi,taqajak
729,dumm::A,głupi,sikkilluppoq
730,dumm::A,głupi,qaatusimasaqanngilaq
731,faul::A,leniwy,eqiasuppoq
732,faul::A,leniwy,eqiattortuvoq
733,fleißig::A,pilny,eqiasuippoq
734,geizig::A,skąpy,iasilaarpoq
735,geizig::A,skąpy,tukkuippoq
736,klug::A,mądry,mallak
737,klug::A,mądry,ittanneq
738,klug::A,mądry,kutaappoq
739,klug::A,mądry,kuttaappoq
740,klug::A,mądry,qarasagippoq
741,geschickt::A,zręczny,
742,lieb::A,miły,akisooq
743,lustig::A,wesoły,piikulavoq
744,sanft::A,łagodny,isumagippoq
745,hungrig::A,głodny,kaappoq
746,hungrig::A,głodny,perlilerpoq
747,krank::A,chory,napparsimavoq
748,nackt::A,nagi,
749,traurig::A,smutny,aliasuppoq
750,lebendig::A,żywy,uumavoq
751,gut::A,dobry,ajunngilaq
752,schlecht::A,zły,sualuppoq
