,Concept_ID,ka,te
636,geschickt::A,მარჯვე,నిపుణతగల
637,geschickt::A,გაწაფული,నిపుణతగల
638,lieb::A,სატრფიალო,ప్రియమైన
639,lustig::A,მხიარული,ఉల్లాసము గల
640,sanft::A,ალერსიანი,సాధువైన
641,sanft::A,გრძნობიერი,సాధువైన
642,hungrig::A,მშიერი,ఆకలిగొనిన
643,krank::A,სნეული,వ్యాధిగల
644,krank::A,ავადმყოფი,వ్యాధిగల
645,nackt::A,ტიტველი,దిగంబరమైన
646,traurig::A,მწუხარე,విచారముగల
647,traurig::A,სევდიანი,విచారముగల
648,lebendig::A,ცოცხალი,ప్రాణముతో నున్న
649,gut::A,კარგი,మంచి
650,schlecht::A,უხეირო,చెడ్డ
651,richtig::A,ნამდვილი,సరియైన
652,schlimm::A,ცუდი,అసహ్యమైన
653,wahr::A,სწორი,నిజమైన
654,wahr::A,ჭეშმარიტი,నిజమైన
655,alt::A,ძველი,ముసలి
656,neu::A,ახალი,క్రొత్త
657,ehemalig::A,ყოფილი,పూర్వపు
658,alt[Lebewesen]::A,ბებერი,ముసలి
659,jung::A,ნორჩი,పసి
660,jung::A,ახალგაზრდა,పసి
661,arm::A,ღარიბი,బీద
662,reich::A,მდიდარი,ధనవంతుడైన
663,bekannt::A,ცნობილი,తెలిసిన
664,berühmt::A,გამოჩენილი,ప్రపిద్దికెక్కివ
665,fremd::A,უცხო,అన్యమైన
666,fremd::A,გარეშე,అన్యమైన
667,verschieden::A,სხვაგვარი,భేదమైన
668,nah::A,ახლო,దగ్గఱనున్న
669,fern::A,შორი,దూరమందున్న
670,fern::A,შორეული,దూరమందున్న
671,linker::A,მარცხენა,ఎడమప్రక్కగ
672,rechter::A,მარჯვენა,కుడి
673,anderer::A,სხვა,వేఱ్తెన
674,erster::A,პირველი,మొదటి
675,zweiter::A,მეორე,రెండన
676,dritter::A,მესამე,మూడో
677,letzter::A,ბოლო,కడపటి
678,letzter::A,უკანასკნელი,కడపటి
679,allein::ADV,მარტო,ఒంటిగా
680,auf einmal::ADV,ერთდროულად,హరాత్తుగ
681,zusammen::ADV,ერთად,కలిసి
682,lange::ADV,დიდხანს,బహుకాలము
683,plötzlich::ADV,მოულოდნელად,హరాత్తుగ
684,sofort::ADV,ახლავე,తక్షణము
685,später::ADV,მოგვიანებით,ఇటీవలి
686,jetzt::ADV,ახლა,ఇప్పుడు
687,heute::ADV,დღეს,నేడు
688,morgen::ADV,ხვალ,ఱేపు
689,bald::ADV,მალე,శీఘ్రముగ
690,dann::ADV,მერე,అప్పుడు
691,gestern::ADV,გუშინ,నిన్నటి దినము
692,einst::ADV,ოდესღაც,పూర్వమొకప్పుడు
693,damals::ADV,მაშინ,అప్పుడు
694,danach::ADV,მერმე,అప్పుడు
695,danach::ADV,შემდეგ,అప్పుడు
696,vorher::ADV,ადრე,ఎదుట
697,vorher::ADV,წინათ,ఎదుట
698,zuerst::ADV,ჯერ,మొదటిలో
699,einmal::ADV,ერთხელ,ఒకసారి
700,manchmal::ADV,ხან,అప్పటప్పటికి
701,manchmal::ADV,ზოგჯერ,అప్పటప్పటికి
702,oft::ADV,ხშირად,తఱచుగా
703,immer::ADV,მუდამ,ఎల్లప్పుడు
704,immer::ADV,ყოველთვის,ఎల్లప్పుడు
705,niemals::ADV,არასდროს,ఎప్పుడునులేదు
706,hier::ADV,აქ,ఇక్కడ
707,hierhin::ADV,აქეთ,ఇక్కడకు
708,von hier::ADV,აქედან,ఇక్కడనుండి
709,dort::ADV,იქ,అక్కడ
710,dorthin::ADV,იქით,అక్కడికి
711,geradeaus::ADV,პირდაპირ,సూటిగా
712,vorwärts::ADV,წინ,ముందుకు
713,rückwärts::ADV,უკან,వెనుకకు
714,zurück::ADV,უკანვე,వెనుకభాగము
715,unten::ADV,დაბლა,క్రింద
716,unten::ADV,ქვევით,క్రింద
717,hinab::ADV,ძირს,కిందికి
718,oben::ADV,ზემოთ,మీద
719,hinauf::ADV,ზევით,పైకి
720,überall::ADV,ყველგან,అంతటా
721,nicht::ADV,არ,కాదు
722,ein wenig::ADV,ცოტა,కొంచెము
723,kaum::ADV,ძლივს,చాలిచాలక
724,sehr::ADV,მეტად,చాల
725,sehr::ADV,ძალიან,చాల
726,so::ADV,ისე,ఆలాగున
727,noch::ADV,ჯერ,ఇప్పటికిని
728,nur::ADV,მხოლოდ,మాత్రము
729,schon::ADV,უკვე,ఇదివఱకే
730,wieder::ADV,ისევ,తిరిగి
731,wieder::ADV,კიდევ,తిరిగి
732,vergebens::ADV,ამაოდ,నిష్ఫలముగా
733,vergebens::ADV,ტყუილად,నిష్ఫలముగా
734,vor::PRP,წინ,ముందు
735,hinter::PRP,უკან,వెనుక
736,hinter::PRP,მიღმა,వెనుక
737,unter::PRP,ქვეშ,క్రింద
738,unter::PRP,ქვევით,క్రింద
739,durch::PRP,გავლით,ద్వారా
740,neben::PRP,გვერდით,దగ్గెర
741,zwischen::PRP,შუა,మధ్య
742,zwischen::PRP,შორის,మధ్య
743,wegen::PRP,გამო,కారణంగా
744,wegen::PRP,შედეგად,కారణంగా
745,dies::PRN,ეს,ఇది
746,das::PRN,ეგ,అది
747,alles::PRN,ყველაფერი,సకలము
748,ich::PRN,მე,నేను
749,du::PRN,შენ,నీవు
750,er::PRN,ის,అతడు
751,er::PRN,იგი,అతడు
752,wir::PRN,ჩვენ,మనము
753,ihr::PRN,თქვენ,మీరు
754,sie::PRN,ისინი,వారు
755,was::FPRN,რა,ఏమి
756,wer::FPRN,ვინ,ఎవడు
757,wo::FADV,სად,ఎక్కడ
758,wohin::FADV,საით,ఎందుకు
759,wie::FADV,როგორ,ఎట్టు
760,warum::FADV,რაზე,ఏల
761,warum::FADV,რატომ,ఏల
762,wieviel::FNUM,რამდენი,ఎంత
763,eins::NUM,ერთი,ఒకటి
764,zwei::NUM,ორი,రెండు
765,drei::NUM,სამი,మూడు
766,vier::NUM,ოთხი,నాలుగు
767,fünf::NUM,ხუთი,అయిదు
768,sechs::NUM,ექვსი,ఆఱు
769,sieben::NUM,შვიდი,ఏరు
770,acht::NUM,რვა,ఎనిమదు
771,neun::NUM,ცხრა,తొమ్మిది
772,zehn::NUM,ათი,పది
773,elf::NUM,თერთმეტი,పదునొకొండు
774,zwölf::NUM,თორმეტი,పండ్రండు
775,zwanzig::NUM,ოცი,ఇరుపది
776,dreißig::NUM,ოცდაათი,ముప్పది
777,vierzig::NUM,ორმოცი,నలువది
778,fünfzig::NUM,ორმოცდაათი,ఏబది
779,sechzig::NUM,სამოცი,అరుపది
780,siebzig::NUM,სამოცდაათი,డెబ్బది
781,achtzig::NUM,ოთხმოცი,ఎనుబది
782,neunzig::NUM,ოთხმოცდაათი,తొంబది
783,hundert::NUM,ასი,నూఱు
784,tausend::NUM,ათასი,వేయి
785,und::CNJ,და,మఱియు
786,oder::CNJ,ან,లేక
787,stehen::V,დგას,నిలుచు
788,sitzen::V,ზის,కూర్చుండు
789,liegen::V,აწევს,పండుకొనుట
790,hängen::V,კიდია,వ్రేలాడదీయు
791,werden::V,გახდება,అగు
792,passieren::V,მოხდება,సంభవించు
793,beginnen::V,იწყება,ఆరంభించు
794,enden::V,გათავდება,తీరుట
795,wechseln::V,იცვლება,మార్చు
796,aufgehen[Sonne]::V,ამოდის,ఉదయించు
797,untergehen[Sonne]::V,ჩადის,అస్తమించు
798,scheinen[Sonne]::V,ანათებს,ప్రకాశించు
799,donnern::V,ქუხს,ఉరుముట
800,wehen::V,ქრის,దురద్పప్టము
801,wehen::V,დაუბერავს,దురద్పప్టము
802,strömen::V,იღვრება,పారుట
803,fließen::V,დის,ప్రవహించు
804,fließen::V,მიედინება,ప్రవహించు
805,sich drehen::V,ტრიალებს,తిరుగు
806,schwanken::V,ირხევა,ఆడించుట
807,schwingen::V,ირხევა,ఊగుట
808,fallen::V,დავარდება,పడు
809,brennen::V,იწვის,కాలుట
810,rauchen::V,ბოლავს,పొగసుట
811,rauchen::V,აბოლებს,పొగసుట
812,regnen::V,წვიმს,కురిపించుట
813,gefrieren::V,იყინება,గడ్డకట్టు
814,tauen::V,დნება,కరగు
815,schmelzen::V,დნება,కరగు
816,trocknen::V,გაშრება,యెండుట
817,sieden::V,დუღს,ఉడుకు
818,faulen::V,ლპება,క్రుళ్లు
819,verfaulen::V,ლპება,క్షిణించు
820,reißen::V,დაიხევა,చించు
821,versinken::V,ეფლობა,మునుగు
822,versinken::V,ჩაიძირება,మునుగు
823,vergehen::V,გადის,సంభవించు
824,erscheinen::V,გამოჩნდება,కనబడు
825,verschwinden::V,გააქრება,అదృశ్యమగు
826,verschwinden::V,დაიკარგება,అదృశ్యమగు
827,sinken::V,დაიწევს,ముణుగుట
828,abnehmen::V,შემცირდება,తగ్గు
829,zunehmen::V,გასუქდება,పెరుగుట
830,steigen::V,მოიმატებს,లేచు
831,wachsen::V,იზრდება,పెరుగు
832,wachsen::V,მრავლდება,పెరుగు
833,glänzen::V,ბრწყინავს,ప్రకాశించు
834,funkeln::V,კაშკაშებს,ప్రకాశించు
835,lärmen::V,ხმაურობს,అరుచుట
836,läuten::V,დარეკავს,మేళవించుట
837,klingeln::V,დარეკავს,వాయించుట
838,klirren::V,დააწკარუნებს,ఘంటానాదము
839,brausen::V,ბობოქრობს,గర్జించు
840,rauschen::V,შრიალებს,చటచటమనుట
841,klingen::V,ხმას გამოსცემს,ధ్వనించుట
842,bellen::V,უყეფს,అఱచు
843,heulen::V,ღმუის,కూయు
844,blasen::V,დაუბერავს,దురద్పప్టము
845,pfeifen::V,უსტვენს,ఈలవేయు
846,schreien::V,ყვირის,అఱచు
847,stöhnen::V,კვნესის,మూలుగు
848,zittern::V,აძაგძაგებს,వణకు
849,leben::V,ცოცხლობს,జీవించుట
850,geboren werden::V,იშვება,పుట్టుట
851,geboren werden::V,იბადება,పుట్టుట
852,atmen::V,სუნთქავს,ఉపిరి తీయు
853,trinken::V,სვამს,త్రాగు
854,trinken::V,დალევს,త్రాగు
855,essen::V,შეჭამს,తిను
856,schlucken::V,ყლაპავს,మ్రింగు
857,müde werden::V,დაიქანცება,అలయు
858,einschlafen::V,დაიძინებს,నిద్రించు
859,schlafen::V,სძინავს,నిద్రురించు
860,aufwachen::V,გაიღვიძებს,మేలుకొను
861,aufstehen::V,ადგება,లేచు
862,sich erholen::V,დაისვენებს,నడ్డి వాల్చు
863,krank werden::V,ავად გახდება,జబ్బుపడు
864,krank sein::V,ავადმყოფობს,జబ్బు చేయు
865,schmerzen::V,სტკივა,నొచ్చుట
866,husten::V,ახველებს,దగ్గుట
867,genesen::V,მორჩება,కుదురుట
868,sterben::V,კვდება,మరణించు
869,umkommen::V,დაიღუპება,నశించు
870,sich bewegen::V,იძვრის,కదలు
871,sich bewegen::V,მოძრაობს,కదలు
872,sich rühren::V,გაინძრევა,కదలు
873,sich erheben::V,ადგება,లేచు
874,sich setzen::V,დაჯდება,కూర్చుణ్డు
875,hinfallen::V,დაეცემა,దొర్లు
876,laufen::V,დადის,నడచు
877,schreiten::V,აბიჯებს,అడుగుపెట్టుట
878,spazierengehen::V,დასეირნობს,పచారు చేయు
879,eilen::V,მიიჩქარის,తొందరపడు
880,sich beeilen::V,აჩქარდება,త్వరపెట్టు
881,sausen::V,მიქრის,విసరికొట్టు
882,rennen::V,დარბის,పరుగెత్తు
883,springen::V,ხტის,దుముకు
884,klettern::V,ძვრება,ఎక్కు
885,schaukeln::V,ქანაობს,ఉయ్యాల ఊగు 
886,kriechen::V,დაბობღავს,ప్రాకు
887,schwimmen::V,ცურავს,ఈదు
888,tauchen::V,ჩაიძირება,మునుగు
889,rudern::V,ნიჩაბს უსვამს,తెడ్లతోఁగడపు
890,fahren::V,დადის,నడపు
891,fahren::V,მგზავრობს,నడపు
892,fliegen::V,იფრენს,ఎగురు
893,fliegen::V,გაფრინდება,ఎగురు
894,gehen::V,მიდის,పోవు
895,weggehen::V,წამოდის,బయలుదేరు
896,abfahren::V,მიემგზავრება,విడిచిపోవు
897,anhalten::V,ჩერდება,నిలుపు
898,hineingehen::V,შედის,ప్రవేశించు
899,eintreten::V,შედის,ప్రవేశించు
900,kommen::V,მოდის,వచ్చు
901,ankommen::V,ჩადის,వచ్చి చేరు
902,zurückkommen::V,დაბრუნდება,తిరిగీవచ్చుట
903,bleiben::V,დარჩება,ఉండు
904,warten::V,ელოდება,కనిపెట్టు
905,erwarten::V,ელის,నిరిక్షించు
906,erwarten::V,დაიცდის,నిరిక్షించు
907,suchen::V,ეძებს,వెదకు
908,suchen::V,მოძებნის,వెదకు
909,finden::V,მიაგნებს,కనుగొను
910,finden::V,გამოძებნის,కనుగొను
911,versuchen::V,ცდის,ప్రయత్నించు
912,versuchen::V,ცდილობს,ప్రయత్నించు
913,vorbereiten::V,მოამზადებს,తయారుచేయు
914,lieben::V,უყვარს,ప్రేమించు
915,mögen::V,ეტრფის,ఇష్టపడు
916,lachen::V,იცინის,నవ్వు
917,rühren::V,გულს აუჩუყებს,గుండె తాకు
918,weinen::V,ტირის,వీడ్చు
919,schimpfen::V,შეიგინება,గొణుగు
920,sich ärgern::V,გაბრაზობს,అలుగు
921,sich fürchten::V,შიშობს,భయపడు
922,fürchten::V,ფრთხილობს,భయపడు
923,fliehen::V,გაიქცევა,పాఱిపోపు
924,flüchten::V,გაიქცევა,తప్పించుకొను
925,sehen::V,ხედავს,చూచు
926,anschauen::V,ნახავს,చూచు
927,ansehen::V,უყურებს,కాచియుండు
928,hören::V,ისმენს,విను
929,zuhören::V,მოისმენს,విను
930,probieren::V,გასინჯავს,చవిచూచుట
931,riechen::V,ყნოსავს,వాసనచూచు
932,fühlen::V,გრძნობს,స్పర్శించుట
933,scheinen::V,ეჩვენება,కనబడు
934,zu sehen sein::V,მოჩანს,చూవు
935,vernehmen::V,გაიგებს,విను
936,frieren::V,იყინება,చలికి వడకు
937,tun::V,აკეთებს,చేయు
938,können::V,შეიძლება,గల
939,wollen::V,უნდა,కోరు
940,anfangen::V,დაიწყებს,ఆరంభించు
941,beenden::V,ამთავრებს,ముగించు
942,aufhören::V,შეწყვეტს,నిలుపు
943,gelingen::V,მოახერხებს,గెలుపాందు
944,geraten::V,გამოდის,వెలువడు
945,öffnen::V,გახსნის,తెఱచు
946,schließen::V,ხურავს,మూయు
947,schließen::V,დაკეტავს,మూయు
948,stellen::V,დადგამს,ఉంచు
949,setzen::V,დასვამს,ఉంచు
950,legen::V,დადებს,పెట్టు
951,berühren::V,შეახებს,తాకు
952,berühren::V,მიაკარებს,తాకు
953,verbinden::V,შეაერთებს,చేర్చుట
954,bedecken::V,გადააფარებს,మూయు
955,aufhängen::V,დაკიდებს,వ్రేలాడదీయు
956,anzünden::V,დაანთებს,వెలిగించు
957,anzünden::V,მოუკიდებს,వెలిగించు
958,aufheben::V,აიღებს,సేకరించు
959,aufheben::V,აიყვანს,సేకరించు
960,zurücklassen::V,დატოვებს,విడుచు
961,verlieren::V,დაკარგავს,పోగొట్టుకొను
962,fallen lassen::V,გაუვარდება,జాఱవిడుచు
963,machen::V,გააკეთებს,చేయు
964,machen::V,გამოიწვევს,చేయు
965,herstellen::V,დაამზადებს,ఉత్పత్తిచేయు
966,bauen::V,ააშენებს,నిర్మించు
967,reparieren::V,შეაკეთებს,సరిచేయు
968,reparieren::V,გაარემონტებს,సరిచేయు
969,verbessern::V,გამოაკეთებს,వృద్ధి చేయు
970,verbessern::V,გააუმჯობესებს,వృద్ధి చేయు
971,ändern::V,შეცვლის,మార్చు
972,graben::V,თხრის,త్రవ్వు
973,beugen::V,ხრის,వంచు
974,biegen::V,გაღუნავს,వంచు
975,drehen::V,ატრიალებს,నూలువడుకు
976,wenden::V,მოაბრუნებს,త్రిప్పు
977,umdrehen::V,შეატრიალებს,త్రిప్పు
978,heben::V,ასწევს,ఎత్తు
979,hochheben::V,აიყვანს,ఎత్తు
980,ergreifen::V,სტაცებს,వశపఱచుకొను
981,halten::V,უჭირავს,ఉంచు
982,drücken::V,დააწვება,అణచు
983,schieben::V,მისწევს,నొక్కు
984,kratzen::V,მოფხანს,గోకు
985,lecken::V,ლოკავს,నాకు
986,beißen::V,უკბენს,కఱచు
987,abreißen::V,გლეჯს,తెగతెంచు
988,abreißen::V,მოწყვეტს,తెగతెంచు
989,abschneiden::V,გაჭრის,తెగకొట్టు
990,binden::V,შეკრავს,కట్టు
991,binden::V,გადააბამს,కట్టు
992,stecken::V,ჩაასობს,తగులుకొనివుండుట
993,brechen::V,მოიტეხს,పగులగొట్టు
994,klopfen::V,აკაკუნებს,కొట్టు
995,hauen::V,ლეწავს,కొట్టు
996,kleben::V,წებავს,అంటుకొను
997,kleben::V,დააწებებს,అంటుకొను
998,reiben::V,დაზელს,రాచు
999,streichen::V,უსვამს,వ్యాపింపజేయు
1000,schleifen::V,ლესავს,రాచు
1001,schneiden::V,გაჭრის,కోయు
1002,rütteln::V,არხევს,కుదిలించుట
1003,schütteln::V,არყევს,కదల్చు
1004,schütteln::V,ანძრევს,కదల్చు
1005,schwenken::V,აქნევს,ఊచుట
1006,schütten::V,ღვრის,పోయు
1007,schütten::V,დააქცევს,పోయు
1008,füllen::V,გაავსებს,నింపు
1009,einwickeln::V,შეახვევს,చుట్టు
1010,tragen::V,მიიტანს,మోయు
1011,schleppen::V,მიათრევს,ఈడ్చు
1012,ziehen::V,წევს,ఈడ్చు
1013,ziehen::V,ათრევს,ఈడ్చు
1014,aufbewahren::V,შეინახავს,కాపాడు
1015,werfen::V,ისვრის,విసరు
1016,fangen::V,დაიჭერს,పట్టుకొను
1017,packen::V,სტაცებს,పట్టుకొను
1018,verstecken::V,მალავს,దాచు
1019,teilen::V,დაყოფს,భాగించు
1020,schicken::V,გაგზავნის,పంపు
1021,bringen::V,მოიტანს,తెచ్చు
1022,hinzufügen::V,დაამატებს,చేర్చు
1023,bekommen::V,ამოიღებს,సంపాదించు
1024,erhalten::V,იღებს,పుచ్చుకొను
1025,nehmen::V,აიღებს,తీసికొను
1026,wählen::V,გადაარჩევს,ఇష్టపడు
1027,auswählen::V,ამოარჩევს,ఏరుకొను
1028,bewahren::V,ინარჩუნებს,భద్రపఱుచు
1029,behindern::V,აბრკოლებს,అడ్డగించుట
1030,behindern::V,გააძნელებს,అడ్డగించుట
1031,verderben::V,გააფუჭებს,చెఱచు
1032,beschädigen::V,დააზიანებს,చెరుపుట
1033,zerbrechen::V,დაამტვრევს,పగులగొట్టు
1034,zerreißen::V,გახევს,చించు
1035,zerstören::V,მოსპობს,వాశనము చేయు
1036,zerstören::V,დაანგრევს,వాశనము చేయు
1037,verbrennen::V,დაწვავს,కాల్చు
1038,geben::V,აძლევს,ఇచ్చు
1039,reichen::V,მიაწოდებს,అందుకొనుట
1040,schenken::V,აჩუქებს,అర్పించు
1041,versprechen::V,აღუთქვამს,వాగ్దత్తము చేయు
1042,wünschen::V,უსურვებს,కోరు
1043,loben::V,აქებს,స్తుతించు
1044,loben::V,ამკობს,స్తుతించు
1045,küssen::V,აკოცებს,ముద్దుపెట్టుకొను
1046,wiegen::V,არხევს,ఊచుట
1047,zudecken::V,გადახურავს,మూయు
1048,wecken::V,გააღვიძებს,నిద్రపలేపుట
1049,zeigen::V,დაანახვებს,చూవు
1050,führen::V,მიჰყავს,దారిచూపు
1051,lehren::V,ასწავლის,బోధించు
1052,unterrichten::V,ასწავლის,నేర్పు
1053,aufziehen::V,აღზრდის,పెంచు
1054,leiten::V,აწარმოებს,తీసుకపోవుట
1055,leiten::V,ხელმძღვანელობს,తీసుకపోవుట
1056,antreiben::V,დააჩქარებს,ప్రేరేపించు
1057,lassen::V,ა--ინებს,అనుమతించు
1058,einladen::V,მოიპატიჟებს,ఆహ్వానించు
1059,vereinigen::V,შეაერთებს,కూడుట
1060,besuchen::V,სანახავად მიდის,పోయి చూచు
1061,treffen::V,შეხვდება,కలియు
1062,sich versammeln::V,შეიკრიბება,కూర్చు
1063,spielen::V,ეთამაშება,ఆట లాడు
1064,singen::V,მღერის,పాడు
1065,tanzen::V,ცეკვავს,నృత్యముచేయు
1066,sich trennen::V,მოშორდება,ఎడబాయుట
1067,verlassen::V,მიატოვებს,విడుచు
1068,retten::V,იხსნის,తప్పించుట
1069,retten::V,გადაარჩენს,తప్పించుట
1070,bewachen::V,დარაჯობს,కాపాడు
1071,bewachen::V,უთვალთვალებს,కాపాడు
1072,schützen::V,დაიფარავს,రక్షించు
1073,verteidigen::V,დაიცავს,రక్షించు
1074,sich schlagen::V,იჩხუბებს,జగడమాడు
1075,schießen::V,ისვრის,కాల్చు
1076,siegen::V,გაიმარჯვებს,గెలుచు
1077,ärgern::V,აჯავრებს,పీడించుట
1078,schlagen::V,ცემს,కొట్టు
1079,treten::V,პანღურს ამოჰკრავს,తన్ను
1080,stechen::V,სჩხვლეტს,కుట్టు
1081,stoßen::V,დაეჯახება,గెంటు
1082,stehlen::V,ქურდობს,దొంగిలించు
1083,stehlen::V,მოიპარავს,దొంగిలించు
1084,stören::V,შეაწუხებს,కలతపఱచు
1085,belästigen::V,მობეზრდება,పీడించు
1086,verbergen::V,დამალავს,దాచు
1087,täuschen::V,შეცდებს,మోసము చేయు
1088,betrügen::V,მოატყუებს,మోసపుచ్చు
1089,töten::V,მოკლავს,చంపు
1090,wohnen::V,ცხოვრობს,నివసించు
1091,wohnen::V,ბინადრობს,నివసించు
1092,arbeiten::V,მუშაობს,పనిచేయు
1093,sammeln::V,შეკრებს,ప్రోగుచేయు
1094,pflücken::V,კრეფს,యేరుట
1095,jagen::V,ნადირობს,వేటాడు
1096,fischen::V,თევზაობს,వెదకు
1097,fassen::V,დააჭერს,పట్టుకొమ
1098,hüten::V,მწყემსავს,మందచేరుట
1099,treiben::V,მიერეკება,నడపు
1100,anbinden::V,მიაბამს,కట్టు
1101,füttern::V,აჭმევს,భోజనము పెట్టు
1102,melken::V,წველის,పాలు పితుకు
1103,hacken::V,კეპავს,నఱకు
1104,gießen::V,რწყავს,నీళ్ళుకట్టుట
1105,reifen::V,მწიფდება,పండుట
1106,zubereiten::V,მოამზადებს,వండు
1107,kochen::V,მოხარშავს,వండు
1108,backen::V,გამოაცხობს,రొట్టెకాల్చు
1109,braten::V,შეწვავს,వేపు
1110,umrühren::V,შეურევს,కదులుట
1111,umrühren::V,გათქვეფს,కదులుట
1112,stricken::V,ქსოვს,అల్లు
1113,nähen::V,გაკერავს,కుట్టు
1114,färben::V,შეღებავს,రంగు వేయు
1115,reinigen::V,გაწმენდს,శుభ్రము చేయు
1116,reinigen::V,გასუფთავებს,శుభ్రము చేయు
1117,waschen::V,გარეცხავს,కడుగు
1118,abwischen::V,წაშლის,తుడుచు
1119,spülen::V,გაავლებს,నీటిలో జడించు
1120,fegen::V,დაბლანდავს,ఊడ్చు
1121,kehren::V,დაგვის,ఊడ్చు
1122,baden::V,ბანაობს,స్నానము చేయు
1123,sich waschen::V,იბანება,కడుగు
1124,ausziehen::V,გაიხდის,విప్పు
1125,anziehen::V,ჩაიცვამს,ధరించు
1126,sich anziehen::V,ჩაიცვამს,బట్టలు వేసుకొను
1127,sich anziehen::V,ჩაიცვამს,తొడుగుకొను
1128,kämmen::V,დავარცხნის,దువ్వుట
1129,schmücken::V,მორთავს,అలంకరించు
1130,sagen::V,იტყვის,చెప్పు
1131,sprechen::V,ლაპარაკობს,చెప్పు
1132,reden::V,საუბრობს,మాటలాడు
1133,sich unterhalten::V,ბაასობს,ముచ్చటలాడు
1134,sich unterhalten::V,მუსაიფობს,ముచ్చటలాడు
1135,fragen::V,ჰკითხავს,ప్రశ్నించు
1136,bitten::V,სთხოვს,కోరు
1137,erzählen::V,მოუთხრობს,చెప్పు
1138,mitteilen::V,აუწყებს,తెలియజేయు
1139,mitteilen::V,აცნობებს,తెలియజేయు
1140,nennen::V,უწოდებს,పేరు వెట్టు
1141,rufen::V,დაუძახებს,పిలుచు
1142,prahlen::V,ტრაბახობს,జల్లి
1143,übersetzen::V,გადათარგმნის,తర్జుమాచేయు
1144,denken::V,ფიქრობს,ఆలోచించు
1145,denken::V,აზროვნებს,ఆలోచించు
1146,glauben::V,სჯერა,నమ్ము
1147,bemerken::V,შენიშვნავს,గుర్తించు
1148,erkennen::V,გამოიცნობს,గుర్తించు
1149,begreifen::V,გაიგებს,గ్రహించు
1150,verstehen::V,გაიგონებს,గ్రహించు
1151,lernen::V,ისწავლის,నేర్చు కొను
1152,wissen::V,ეცოდინება,తెలిసికొను
1153,sich erinnern an::V,მოიგონებს,జ్ఞాపకముంచుకొను
1154,sich erinnern an::V,გაიხსენებს,జ్ఞాపకముంచుకొను
1155,vergessen::V,ივიწყებს,మఱచిపోవు
1156,messen::V,ზომავს,కొలుచుట
1157,zählen::V,ითვლის,లెక్కపెట్టు
1158,rechnen::V,გაიანგარიშებს,లెక్కపెట్టు
1159,lesen::V,კითხულობს,చదువు
1160,malen::V,ხატავს,పూనుట
1161,zeichnen::V,ხაზავს,వ్రాసుట
1162,schreiben::V,დაწერს,వ్రాయు
1163,besitzen::V,ექნება,కలిగియుండు
1164,kaufen::V,ყიდულობს,కొను
1165,verkaufen::V,გაყიდის,అమ్ము
1166,bezahlen::V,გადაიხდის,చెల్లించు
1167,zahlen::V,გადაიხდის,చెల్లించు
1168,beherrschen::V,ფლობს,ఏలు
1169,ertragen::V,მოითმენს,భరించు
