,Concept_ID,kl,ar
118,Abhang::N,kussangajaaq,منحدر
119,Bach::N,kuunnguaq,مجرى
120,Fluss::N,kuuk,نهر
121,Ufer::N,sissap sinaa,ضفة
122,Küste::N,sineriak,ساحل
123,Meer::N,imaq,بحر
124,Bucht::N,ikeq,خليج
125,Bucht::N,kangerluk,خليج
126,Bucht::N,kangerliumaneq,خليج
127,Insel::N,qeqertaq,جزيرة
128,Blume::N,naasoq,زهرة
129,Gras::N,ivigaq,حشيش
130,Wurzel::N,niulutaq,أصل
131,Baum::N,orpik,شجرة
132,Stamm::N,kanaartaq,جذع
133,Rinde::N,ameraq,قشرة
134,Ast::N,avalequt,فرع
135,Zweig::N,avalequt,غصن
136,Blatt::N,pilutaq,ورقة
137,Birke::N,patitsit,قضبان
138,Weide[Baum]::N,palleq,صفصاف
139,Tanne::N,orsuerneq,شوح
140,Tanne::N,orsuerneq,تبوب
141,Horn::N,nassuk,قرن
142,Feder::N,suluk,ريشة
143,Fell::N,ameq,فرو
144,Flügel::N,suluk,جناح
145,Flügel::N,isaroq,جناح
146,Klaue::N,kukik,مخلب
147,Kralle::N,kukik,مخلب
148,Schwanz::N,pamioq,ذيل
149,Schwanz::N,paperuusaq,ذيل
150,Ei::N,mannik,بيض
151,Nest::N,ullut,عش
152,Bau::N,ini,جحر
153,Tier::N,uumasoq,حيوان
154,Herde::N,unguukkat,قطيع
155,Kuh::N,ussik,بقرة
156,Bulle::N,angukulak,ثور
157,Bulle::N,anguteralak,ثور
158,Bulle::N,angutikulooq,ثور
159,Schaf::N,sava,شاة
160,Schwein::N,puuluki,خنزير
161,Hund::N,qimmeq,كلب
162,Katze::N,puisaaq,قطة
163,Bär::N,allaq,دب
164,Eichhörnchen::N,sissinnguaq,سنجاب
165,Fuchs::N,terianniaq,ثعلب
166,Hase::N,ukaleq,أرنب
167,Maus::N,teriannguaq,فأرة
168,Wolf::N,amaroq,ذئب
169,Vogel::N,timmiaq,طير
170,Huhn::N,kukkukooq,دجاجة
171,Huhn::N,marloraaqaaq,دجاجة
172,Hahn::N,kiasiusaq,ديك
173,Gans::N,nerleq,وزة
174,Adler::N,nattoralik,نسر
175,Eule::N,uppik,بوم
176,Kranich::N,qorlorfik,كركي
177,Krähe::N,tuluatsiaq,غراب
178,Kuckuck::N,kukkooq,وقواق
179,Schwan::N,qussuk,إوز عراقي
180,Fisch::N,aalisagaq,سمك
181,Schlange[Tier]::N,pulateriarsuk,حية
182,Schlange[Tier]::N,pulateriarsuk,ثعبان
183,Schlange[Tier]::N,pulateriaarsuk,حية
184,Schlange[Tier]::N,pulateriaarsuk,ثعبان
185,Spinne::N,aasiaq,عنكبوت
186,Spinne::N,nissavaarsuk,عنكبوت
187,Ameise::N,uniaaluk,نملة
188,Laus::N,kumak,قملة
189,Mücke::N,ippernaq,ناموسة
190,Fliege::N,ippernaq,ذبابة
191,Schmetterling::N,paluaq,فراشة
192,Schmetterling::N,pakkaluaq,فراشة
193,Schmetterling::N,utsuppaluaq,فراشة
194,Schmetterling::N,taqaleqisaaq,فراشة
195,Beere::N,paarmaq,حبة
196,Beere::N,paarngaq,حبة
197,Apfel::N,iipili,تفاح
198,Pilz::N,anngiusaq,فطر
199,Zwiebel::N,uanitsoq,بصل
200,Saat::N,naatsiiassaq,زرع
201,Korn::N,maannineq,حبة
202,Schale::N,niutsivik,قشرة
203,Schale::N,ilulissaq qaartussaq,قشرة
204,Grube::N,itersaq,نقرة
205,Falle::N,pualavoq,فخ
206,Falle::N,pualavoq,مصيدة
207,Schlinge::N,orseq,عروة
208,Schlinge::N,norloq,عروة
209,Spur::N,tumaa,أثر
210,Asche::N,arsat,رماد
211,Dreck::N,minguk,قذر
212,Eisen::N,savimineq,حديد
213,Eisen::N,saffiugassaq,حديد
214,Gold::N,kuulti,ذهب
215,Silber::N,siilviuvoq,فضة
216,Kohle::N,aamarsuit aamaruutissat,فحم
217,Glas::N,igalaaq,زجاج
218,Glas::N,imertarfik,زجاج
219,Glas::N,igalaamineq,زجاج
220,Lehm::N,marraq,طين
221,Sand::N,sioqqat,رمل
222,Mensch::N,inuk,إنسان
223,Mensch::N,silamiu,إنسان
224,Mann::N,angut,رجل
225,Frau::N,arnaq,امرأة
226,Kind::N,meeraq,طفل
227,Junge::N,nukappiaraq,ولد
228,Mädchen::N,arnannguaq,بنت
229,Familie::N,ilaqutakka,عائلة
230,Familie::N,ilaqutariit,عائلة
231,Großvater::N,aatak,جد
232,Großmutter::N,aanaq,جدة
233,Eltern::N,angajoqqaat,أبوان
234,Eltern::N,angajoqqaat,والدان
235,Vater::N,ataata,أب
236,Vater::N,ataataq,أب
237,Mutter::N,anaana,أم
238,Sohn::N,erneq,إبن
239,Tochter::N,panik,بنت
240,Tochter::N,panik,إبنة
241,Bruder::N,ani,أخ
242,Bruder::N,ani,شقيق
243,Bruder::N,aqqaluk,أخ
244,Bruder::N,aqqaluk,شقيق
245,Bruder::N,qatanngut,أخ
246,Bruder::N,qatanngut,شقيق
247,Schwester::N,naja,أخت
248,Schwester::N,aleqa,أخت
249,Schwester::N,qatanngut,أخت
250,Onkel::N,akkak,عم
251,Tante::N,aja,عمة
252,Tante::N,ajak,عمة
253,Tante::N,atsak,عمة
254,Ehemann::N,ui,زوج
255,Ehefrau::N,nuliaq,زوجة
256,Freude::N,tipaatsussuseq,فرح
257,Freude::N,tipaatsussuseq,سرور
258,Gelächter::N,illaq,قهقهة
259,Glück::N,usornaat,سعادة
260,Glück::N,usornarsuseq,سعادة
261,Wunsch::N,kissaat,منية
262,Lust::N,illigussuseq,شهوة
263,Lust::N,piummaseq,شهوة
264,Geist::N,anerneq,روح
265,Geist::N,toornaq,روح
266,Gedanke::N,isumassaq,فكرة
267,Gedächtnis::N,eqqaamannissuseq,ذاكرة
268,Verstand::N,isuma,عقل
269,Verstand::N,sianissut,عقل
270,Verstand::N,misigissut,عقل
271,Verstand::N,sianissuseq,عقل
272,Verstand::N,silaqassuseq,عقل
273,Sinn::N,isuma,معنى
274,Grund::N,patsit,سبب
275,Wahrheit::N,sallusuissut,حقيقة
276,Märchen::N,oqalualaarut,خرافة
277,Märchen::N,oqaluasaaq,خرافة
278,Erzählung::N,oqaluttuaq,قصة
279,Erzählung::N,oqaluttuaq,حكاية
280,Nachricht::N,oqaassut,خبر
281,Nachricht::N,oqqersuut,خبر
282,Neuigkeit::N,tusarnartaq,خبر جديد
283,Name::N,ateq,اسم
284,Rätsel::N,nalorsitsaarut,لغز
285,Rede::N,oqaluuseq,خطبة
286,Sprache::N,oqaatsit,لغة
287,Stimme::N,erinaq,صوت
288,Stimme::N,qarluuseq,صوت
289,Wort::N,oqaasii,كلمة
290,Zeichen::N,nalunaaqqut,رمز
291,Zeichen::N,nalunaaqqut,إشارة
292,Ruf::N,qaaqqussut,نداء
293,Lärm::N,perpaluk,صخب
294,Lärm::N,perpaluk,ضجة
295,Laut::N,torsukattak,صوت
296,Ton::N,erinaq,نغمة
297,Lied::N,taalliaq,أغنية
298,Lied::N,erinarsuut,أغنية
299,Ruhe::N,qatsunganeq,هدوء
300,Leute::N,inuiak,ناس
301,Leute::N,inuiaqatigiit,ناس
302,Volk::N,inuiaat,شعب
303,Arbeit::N,suliaq,عمل
304,Gast::N,qaaqqusaq,ضيف
305,Geschenk::N,pajugut,هدية
306,Hilfe::N,annertoqqut,عون
307,Hilfe::N,annertoqqut,مساعدة
308,Freund::N,tiliaq,صديق
309,Freund::N,ikinngut,صديق
310,Kamerad::N,tiliaq,زميل
311,Kamerad::N,ikinngut,زميل
312,Art::N,ileqquuseq,نوع
313,Stück::N,nakkaalaniku,قطعة
314,Teil::N,tassiaasat,قسم
315,Hälfte::N,affaq,نصف
316,Kreis::N,kaajaluinneq or kaajaluitsoq,دائرة
317,Kreuz::N,sanningasulik,صليب
318,Linie::N,tittaq,خط
319,Linie::N,titarneq,خط
320,Abstand::N,aku,مسافة
321,Abstand::N,ikiaq,مسافة
322,Entfernung::N,asi,بعد
323,Gegend::N,nuna,ناحية
324,Platz::N,ini,فراغ
325,Platz::N,inissaq,فراغ
326,Ort::N,sumiiffik,مكان
327,Seite::N,saneraq,جانب
328,Mitte::N,qiteq,وسط
329,Sache::N,pigisaq,شيء
330,Rand::N,sini,حافة
331,Rand::N,akerfineq,حافة
332,Kante::N,akerfineq,حافة
333,Ecke::N,teqeqqoq,ركن
334,Ecke::N,tikeqqoq,ركن
335,Spitze::N,inngik,سن
336,Ende::N,isu,طرف
337,Loch::N,putu,ثقب
338,Winkel::N,teqeqqorissaat,زاوية
339,Muster::N,ilisserut,عينة
340,Größe::N,angissuseq,حجم
341,Länge::N,takissuseq,طول
342,Gewicht::N,oqimaalutaq,وزن
343,Menge::N,amerlassuseq,كمية
344,Haufen::N,eqimattat,كوم
345,Reihe::N,allunaasaq,صف
346,Boot::N,qajaq,قارب
347,Boot::N,qajaq,زورق
348,Boot::N,angallat,قارب
349,Boot::N,angallat,زورق
350,Boot::N,umiatsiaq,قارب
351,Boot::N,umiatsiaq,زورق
352,Ruder::N,iput,مجذاف
353,Schlitten::N,qamutit,مزلقة
354,Schlitten::N,qimusseq,مزلقة
355,Ski::N,ataarut,زلاجة
356,Last::N,nammagaq,حمل
357,Schritt::N,allorneq,خطوة
358,Norden::N,avannaq,شمال
359,Süden::N,qava,جنوب
360,Süden::N,kujat,جنوب
361,Süden::N,kujataa,جنوب
362,Westen::N,kitaa,غرب
363,Osten::N,kangi,شرق
364,Holz::N,qisuk,خشب
365,Brett::N,salliligaq,لوح
366,Platte::N,qaateq,صفيحة
367,Stütze::N,ajagutaq,سند
368,Stütze::N,ajagutaq,دعامة
369,Stütze::N,ajaagutaq,سند
370,Stütze::N,ajaagutaq,دعامة
371,Stange::N,kaaviffik,عود
372,Stock::N,ajaappissat,عصا
373,Stab::N,ajaappissat,قضيب
374,Rohr::N,sullulik,أنبوبة
375,Haus::N,illu,دار
376,Haus::N,illu,بيت
377,Ofen::N,kissarsuut,مدفأة
378,Fußboden::N,nateq,أرضية
379,Tisch::N,allattarfik,مائدة
380,Stuhl::N,issiavik,كرسي
381,Stuhl::N,issiaffik,كرسي
382,Wiege::N,uaasoq,مهد
383,Bett::N,nallavik,سرير
384,Regal::N,ilisivik,رف
385,Kiste::N,sakissat,صندوق
386,Kiste::N,illerfiusaq,صندوق
387,Fenster::N,aki,شباك
388,Fenster::N,aki,نافذة
389,Fenster::N,igalaaq,شباك
390,Fenster::N,igalaaq,نافذة
391,Tür::N,matu,باب
392,Tor::N,isaaffik,بوابة
393,Zaun::N,saputit,سياج
394,Dach::N,qaliaq,سطح
395,Leiter::N,tummeqqat,سلم
396,Leiter::N,majuartarfiit,سلم
397,Besen::N,saligutit,مكنسة
398,Spaten::N,nivaataq,مسحاة
399,Schaufel::N,nivaataq,مجرفة
400,Gabel::N,qilluaq,شوكة
401,Gabel::N,ajassaatit,شوكة
402,Löffel::N,alussaat,ملعقة
403,Messer::N,savik,سكين
404,Nagel::N,kukik,مسمار
405,Netz::N,anguffaseq,شبكة
406,Haken::N,nissik,خطاف
407,Haken::N,nissik,صنارة
408,Haken::N,qarsorsaq,خطاف
409,Haken::N,qarsorsaq,صنارة
410,Haken::N,qarsorsartoq,خطاف
411,Haken::N,qarsorsartoq,صنارة
412,Griff::N,ipi,قبضة
413,Schloss::N,illussaarsuaq,قفل
414,Bild::N,assiliaq,صورة
415,Figur::N,kisitsit,تمثال
416,Puppe::N,inuusaq,دمية
417,Bündel::N,qilertaq,ربطة
418,Tasche::N,pooqattaq,شنطة
419,Tasche::N,pooqattaq,محفظة
420,Deckel::N,matu,سداد
421,Geschirr::N,anut,أوان
422,Tasse::N,tiitorfik,فنجان
423,Tasse::N,tiitorfiup ilorlia,فنجان
424,Topf::N,qoqqoq,قدر
425,Topf::N,qoqqoq,طنجرة
426,Kessel::N,uunnaavik,قدر
427,Kessel::N,uunnaavik,غلاية
428,Essen::N,igaaq,طعام
429,Nahrung::N,neqissaq,غذاء
430,Speise::N,nerisassat,أكل
431,Fleisch::N,neqi,لحم
432,Getreide::N,maannineq,حبوب
433,Brot::N,iffit,خبز
434,Brot::N,iffiaq,خبز
435,Scheibe::N,igalaassiaq,شريحة
436,Fett::N,tarnutissaq,سمن
437,Fett::N,tarnutissiaq,سمن
438,Butter::N,punneq,زبدة
439,Öl::N,uulia,زيت
440,Salz::N,taratsut,ملح
441,Suppe::N,qajoq,حساء
442,Suppe::N,qajoq,شربة
443,Honig::N,tungusunnitsuut,عسل
444,Milch::N,immuk,حليب
445,Tee::N,tii,شاي
446,Tee::N,teeq,شاي
447,Wolle::N,nuersagassiaq,صوف
448,Stoff::N,milliaq,قماش
449,Stoff::N,qarlissiaq,قماش
450,Nadel::N,meqqut,إبرة
451,Faden::N,ujalussiaq,خيط
452,Knopf::N,attat,زر
453,Knoten::N,akeroq,عقدة
454,Knoten::N,qilerneq,عقدة
455,Farbe::N,qalipaat,صبغة
456,Kleidung::N,atisat,ملابس
457,Kleidung::N,annoraaq,ملابس
458,Hemd::N,ilupaaq,قميص
459,Kragen::N,qungasiinnaq,ياقة
460,Ärmel::N,aaq,كم
461,Hose::N,qarliit,سروال
462,Hose::N,qarliit,بنطلون
463,Gürtel::N,qiterut,حزام
464,Gürtel::N,unngersaq,حزام
465,Mütze::N,nasaq,طاقية
466,Schuh::N,skuu,حذاء
467,Schuh::N,ikernuk,حذاء
468,Schuh::N,ateraasaq,حذاء
469,Stiefel::N,kamik,جزمة
470,Stiefel::N,kamik,حذاء طويل
471,Ring::N,assammiu,حلقة
472,Band::N,qilerutissiaq,شريط
473,Kamm::N,illaagutit,مشط
474,Kamm::N,illaajaatit pl.,مشط
475,Spiegel::N,tarrarsuut,مرآة
476,Riemen::N,allunaaq,سير
477,Schnur::N,kujaaq,حبل
478,Schnur::N,kujaaq,دوبارة
479,Schnur::N,allunaasaq,حبل
480,Schnur::N,allunaasaq,دوبارة
481,Leine::N,aleq,قيد
482,Decke::N,qipik,بطانية
483,Kissen::N,akit,وسادة
484,Tuch::N,qarlissiaq,منديل
485,Handtuch::N,allarut,فوطة
486,Handtuch::N,allarut,منشفة
487,Handtuch::N,allarterut,فوطة
488,Handtuch::N,allarterut,منشفة
489,Kraft::N,pissak,قدرة
490,Stärke::N,qerattarsaat,قوة
491,Gesundheit::N,peqqisusseq,صحة
492,Krankheit::N,nappaat,مرض
493,Schmerz::N,anniaat,ألم
494,Schmerz::N,anniaat,وجع
495,Wunde::N,iki,جرح
496,Fieber::N,nappaat qanimanartoq,حمى
497,Arznei::N,imigassaq,دواء
498,Brücke::N,ikaartarfik,جسر
499,Brunnen::N,tissaluttuliaq,بئر
500,Weide::N,masarsuk,مرعى
501,Pfad::N,aqqut,درب
502,Weg::N,aggerfik,سكة
503,Straße::N,aqqusineq,طريق
504,Dorf::N,nunaqarfik,قرية
505,Stadt::N,illorpaat,مدينة
506,Stadt::N,illorpalik,مدينة
507,Brief::N,allagarsiaq,خطاب
508,Brief::N,allagarsiaq,مكتوب
509,Buch::N,atuakkat,كتاب
510,Buch::N,mappersagaq,كتاب
511,Buchstabe::N,naqinneq,حرف
512,Zeitung::N,aviisi,جريدة
513,Leben::N,inuussuseq,عيش
514,Leben::N,inuussuseq,حياة
515,Tod::N,toqu,موت
516,Tod::N,toqu,وفاة
517,Tod::N,toquneq,موت
518,Tod::N,toquneq,وفاة
519,Grab::N,iliveq,قبر
520,Grab::N,illissat,قبر
521,Kirche::N,oqaluffik,كنيسة
522,Sünde::N,ajorti,خطيئة
523,Arbeiter::N,sulisoq,عامل
524,Chef::N,ittoqut,رئيس
525,Meister::N,naalagaq,أسطى
526,Arzt::N,katsorsaasoq,طبيب
527,Lehrer::N,ilinniartitsisoq,مدرس
528,Geld::N,aningaasat,نقود
529,Geschäft::N,niuertarfik,صفقة
530,Laden::N,niuertarfik,دكان
531,Preis::N,aki,سعر
532,Ware::N,qaliata pii,بضاعة
533,Ware::N,nioqqutissaq,بضاعة
534,Nutzen::N,iluaqut,فائدة
535,Welt::N,nunarsuaq,عالم
536,Welt::N,nunarsuaq,دنيا
537,Land::N,nuna,بلد
538,König::N,kunngi,ملك
539,Macht::N,pissaassuseq,سلطة
540,Grenze::N,killik,حدود
541,Krieg::N,sorsunneq,حرب
542,Feind::N,akeraq,عدو
543,Feind::N,akerartorti,عدو
544,Feind::N,qinngarsuisoq,عدو
545,Kampf::N,sorsunneq,قتال
546,Pfeil::N,qalugiusaq,سهم
547,Gewehr::N,aallaat,بندقية
548,Fehler::N,kukkuneq,خطأ
549,Fehler::N,paarlaappaa,خطأ
550,Unglück::N,perluut,نحس
551,Schuld::N,akiitsugaq,ذنب
552,Schuld::N,akiligassaq,ذنب
553,Alter::N,utoqqaq,سن
554,Alter::N,utoqqaq,عمر
555,Schluss::N,isu,ختام
556,Schluss::N,isu,نهاية
557,Zeit::N,ulloq,وقت
558,Zeit::N,akuttoqatigiinneq,وقت
559,Tag::N,ulloq,يوم
560,Morgen::N,ullaaq,صباح
561,Mittag::N,ulloqeqqa,ظهر
562,Abend::N,unnuk,مساء
563,Nacht::N,unnuaq,ليلة
564,Woche::N,sapaatip akunnera,أسبوع
565,Monat::N,qaammat,شهر
566,Jahr::N,ukioq,عام
567,Jahr::N,ukioq,سنة
568,Frühling::N,upernaaq,ربيع
569,Sommer::N,aasaq,صيف
570,Herbst::N,ukiaq,خريف
571,Winter::N,ukioq,شتاء
572,Januar::N,siulleeq,يناير
573,Januar::N,siulleeq,كانون الثاني
574,Januar::N,qaammaliaq,يناير
575,Januar::N,qaammaliaq,كانون الثاني
576,Februar::N,aarlaat,شباط
577,Februar::N,aarlaat,فبراير
578,März::N,marsi,آذار
579,März::N,marsi,مارس
580,März::N,martsi,آذار
581,März::N,martsi,مارس
582,Mai::N,maaji,مايو
583,Juni::N,juuni,يونيو
584,Juni::N,juuni,حزيران
585,Juli::N,juuli,تموز
586,Juli::N,juuli,يوليو
587,August::N,aggusti,آب
588,August::N,aggusti,أغسطس
589,September::N,septembari,أيلول
590,September::N,septembari,سبتمبر
591,Oktober::N,oktobari,أكتوبر
592,Oktober::N,oktobari,تشرين الأول
593,November::N,novembari,نوفمبر
594,November::N,novembari,تشرين الثاني
595,Dezember::N,detsembari,ديسمبر
596,Dezember::N,detsembari,كانون الأول
597,Montag::N,ataasinngortoq,يوم الاثنين
598,Dienstag::N,marlunngorneq,يوم الثلاثاء
599,Mittwoch::N,pingasunngorneq,يوم الأربعاء
600,Donnerstag::N,sisamanngorneq,يوم الخميس
601,Freitag::N,tallimanngorneq,يوم الجمعة
602,Samstag::N,arfininngorneq,يوم السبت
603,Sonntag::N,sapaat,يوم الأحد
604,Sonntag::N,sapaati,يوم الأحد
605,groß::A,angivoq,كبير
606,klein::A,mikivoq,صغير
607,lang::A,takisooq,طويل
608,kurz::A,naatsoq,قصير
609,breit::A,silippoq,واسع
610,schmal::A,amitsoq,ضيق
611,dicht::A,torsusooq,كث
612,dicht::A,torsusooq,كثيف
613,dick[Gegenstand]::A,issuvoq,غليظ
614,dick[Gegenstand]::A,issusooq,غليظ
615,dünn::A,amitsoq,رفيع
616,fein::A,mamarpoq,رقيق
617,fest::A,tangeqarpoq,متين
618,flach::A,nalimmappoq,سهل
619,flach::A,nalimmappoq,منبسط
620,glatt::A,quasak,ناعم
621,hart::A,mattusooq,صلب
622,hart::A,mattusooq,جامد
623,hart::A,manngerpoq,صلب
624,hart::A,manngerpoq,جامد
625,hart::A,titeqquluppoq,صلب
626,hart::A,titeqquluppoq,جامد
627,weich::A,nerumaarpoq,لين
628,rund::A,ammallorippoq,مستدير
629,spitz::A,qummukujooq,مدبب
630,scharf::A,ipippoq,حاد
631,stumpf::A,anngerpoq,ثالم
632,schwer::A,oqimaappoq,ثقيل
633,schön::A,kusanarpoq,جميل
634,heiß::A,kiappoq,حار
635,heiß::A,kiappoq,ساخن
636,warm::A,oqorpoq,دافئ
637,kalt::A,issippoq,بارد
638,kühl::A,pueqqortippoq,قر
639,feucht::A,isugutavoq,رطب
640,feucht::A,qaasernarpoq,رطب
641,nass::A,imerorpoq,مبلول
642,trocken::A,panerpoq,جاف
643,voll::A,ulikkaarpoq,ملء
644,leer::A,imaattuarpoq,خال
645,leer::A,imaattuarpoq,فارغ
646,offen::A,ammavoq,مفتوح
647,geschlossen::A,matuvoq,مغلق
648,sauber::A,eqqippoq,نظيف
649,sauber::A,sukuluippoq,نظيف
650,sauber::A,ipeqanngilaq,نظيف
651,schmutzig::A,tapappoq,قذر
652,schmutzig::A,minguppoq,قذر
653,roh::A,aapavoq,نيء
654,reif::A,qaarulerpoq,ناضج
655,süß::A,tungusunnippoq,حلو
656,bitter::A,qasilippoq,مر
657,hell::A,qaamavoq,نير
658,dunkel::A,qernerpoq,مظلم
659,schwarz::A,qernerpoq,أسود
660,weiß::A,qaqorpoq,أبيض
661,rot::A,aappaluppoq,أحمر
662,gelb::A,sungaarpoq,أصفر
663,blau::A,tungujorpoq,أزرق
664,grün::A,qorsooqqippoq,أخضر
665,grau::A,qaserpoq,رمادي
666,billig::A,akikippoq,رخيص
667,wertvoll::A,erlinnarpoq,ثمين
668,blind::A,tappiippoq,أعمى
669,blind::A,isigisaqanngilaq,أعمى
670,taub::A,tusilarpoq,أصم
671,taub::A,tusilarpoq,أطرش
672,kräftig::A,pissaq,قوي
673,kräftig::A,pissarsuaq,قوي
674,stark::A,sanngivoq,قوي
675,schwach::A,nakuippoq,ضعيف
676,fett::A,pualavoq,سمين
677,schlank::A,tuappoq,أهيف
678,hübsch::A,aatsialaq,جميل
679,böse::A,ajorpoq,رديء
680,dumm::A,taqajak,أبله
681,dumm::A,taqajak,أحمق
682,dumm::A,sikkilluppoq,أبله
683,dumm::A,sikkilluppoq,أحمق
684,dumm::A,qaatusimasaqanngilaq,أبله
685,dumm::A,qaatusimasaqanngilaq,أحمق
686,faul::A,eqiasuppoq,كسلان
687,faul::A,eqiattortuvoq,كسلان
688,fleißig::A,eqiasuippoq,مجتهد
689,geizig::A,iasilaarpoq,بخيل
690,geizig::A,tukkuippoq,بخيل
691,klug::A,mallak,ذكي
692,klug::A,mallak,عاقل
693,klug::A,ittanneq,ذكي
694,klug::A,ittanneq,عاقل
695,klug::A,kutaappoq,ذكي
696,klug::A,kutaappoq,عاقل
697,klug::A,kuttaappoq,ذكي
698,klug::A,kuttaappoq,عاقل
699,klug::A,qarasagippoq,ذكي
700,klug::A,qarasagippoq,عاقل
701,lieb::A,akisooq,عزيز
702,lustig::A,piikulavoq,مرح
703,sanft::A,isumagippoq,حليم
704,hungrig::A,kaappoq,جائع
705,hungrig::A,perlilerpoq,جائع
706,krank::A,napparsimavoq,مريض
707,traurig::A,aliasuppoq,حزين
708,lebendig::A,uumavoq,حي
709,gut::A,ajunngilaq,جيد
710,schlecht::A,sualuppoq,سيء
711,richtig::A,iluarpoq,صحيح
712,schlimm::A,amiilaarnarpoq,خبيث
713,wahr::A,ilumoorpoq,حق
714,alt::A,pisoqaq,قديم
715,neu::A,nutaavoq,جديد
716,alt[Lebewesen]::A,utoqqaq,مسن
717,jung::A,inuusuppoq,شاب
718,jung::A,inuusuppoq,صغير
719,jung::A,kingulliarsuk,شاب
720,jung::A,kingulliarsuk,صغير
721,arm::A,piillasoq,فقير
722,arm::A,piitsuuvoq,فقير
723,reich::A,pisuuvoq,غني
724,berühmt::A,tusaamasaq,مشهور
725,fremd::A,ajasoornarpoq,أجنبي
