,Concept_ID,pl,ce
790,wehen::V,wiać,хьекха
791,strömen::V,płynąć,эха
792,strömen::V,lać się,эха
793,fließen::V,ciec,охьаэха
794,fließen::V,płynąć,охьаэха
795,sich drehen::V,obracać się,хьийза
796,schwanken::V,chwiać się,леста
797,schwingen::V,wahać się,лесто
798,fallen::V,padać,охьакхета
799,brennen::V,palić się,дага
800,rauchen::V,dymić,оза
801,rauchen::V,dymić się,оза
802,regnen::V,padać,догlа догlу
803,gefrieren::V,zamarznąć,гӏоро
804,tauen::V,tajać,даша
805,schmelzen::V,topnieć,лала
806,trocknen::V,schnąć,дакъо
807,sieden::V,wrzeć,кхехка
808,sieden::V,kipieć,кхехка
809,faulen::V,gnić,дахкадала
810,verfaulen::V,zgnić,дахкадала
811,reißen::V,urywać się,хеда
812,versinken::V,tonąć,хичудаха
813,vergehen::V,przechodzić,дlаэха
814,erscheinen::V,zjawiać się,схьадала
815,erscheinen::V,zjawiać się,ӏоттадала
816,verschwinden::V,zniknąć,къайладала
817,sinken::V,spadać,лахдала
818,abnehmen::V,spadać,
819,zunehmen::V,wzrosnąć,лакхадала
820,steigen::V,wzrastać,хьаладала
821,wachsen::V,rosnąć,кхиа
822,glänzen::V,błyszczeć,лепа
823,funkeln::V,zabłyszczeć,къега
824,lärmen::V,hałasować,гӏовгӏаян
825,läuten::V,dzwonić,детта
826,klingeln::V,dzwonić,дека
827,klirren::V,brzęczeć,дека
828,brausen::V,huczeć,хьаьдда даха
829,rauschen::V,szumieć,леста
830,rauschen::V,szeleścić,леста
831,klingen::V,brzmieć,дека
832,klingen::V,dźwięczeć,дека
833,bellen::V,szczekać,лета
834,heulen::V,wyć,угӏа
835,blasen::V,dmuchnąć,хӏуп баха
836,pfeifen::V,gwizdać,шок етта
837,schreien::V,krzyczeć,мохь бетта
838,stöhnen::V,stękać,узарш дан
839,zittern::V,drżeć,дега
840,leben::V,żyć,даха
841,geboren werden::V,urodzić się,хила
842,atmen::V,oddychać,садеӏа
843,trinken::V,pić,мала
844,essen::V,jeść,кхалла
845,schlucken::V,połknąć,къурдбан
846,müde werden::V,zmęczyć się,кӏаддала
847,einschlafen::V,zasnąć,наб кхета
848,schlafen::V,spać,вижа
849,schlafen::V,spać,наб ян
850,schlafen::V,spać,дижина хила
851,aufwachen::V,obudzić się,самадала
852,aufstehen::V,wstać,гӏатта
853,sich erholen::V,wypoczywać,садаӏа
854,krank werden::V,zachorować,цомгуш хила
855,krank sein::V,chorować,цомгуш хила
856,schmerzen::V,boleć,лаза
857,schmerzen::V,boleć,ӏийжа
858,husten::V,kaszlać,йовхарш етта
859,genesen::V,wyzdrowieć,тадала
860,sterben::V,umrzeć,дала
861,umkommen::V,zginąć,хӏаллакхила
862,sich bewegen::V,poruszać się,лела
863,sich rühren::V,ruszyć się,меттахъхьен
864,sich erheben::V,podnieść się,хьалагlатта
865,sich setzen::V,usiąść,хаа
866,hinfallen::V,upaść,дожа
867,hinfallen::V,upaść,охьакхета
868,laufen::V,chodzić,вада
869,laufen::V,chodzić,хьада
870,schreiten::V,kroczyć,болар дан
871,schreiten::V,kroczyć,ког баккха
872,spazierengehen::V,iść na spacer,доладала
873,eilen::V,pospieszać,сихдала
874,sich beeilen::V,pospieszyć się,сихдала
875,sausen::V,pędzić,
876,rennen::V,biec,дада
877,rennen::V,biegać,дада
878,springen::V,skakać,ирхкхийсадала
879,klettern::V,wspinać się,тӏедийла
880,schaukeln::V,huśtać,техко
881,schaukeln::V,kołysać,техко
882,kriechen::V,pełzać,такха
883,kriechen::V,czołgać się,такха
884,schwimmen::V,pływać,некадан
885,tauchen::V,zanurzać się,чулелха
886,rudern::V,wiosłować,дига лело
887,rudern::V,wiosłować,кема лело
888,fahren::V,jechać,хахка
889,fliegen::V,latać,тӏемадала
890,fliegen::V,lecieć,тӏемадала
891,gehen::V,iść,лeла
892,weggehen::V,odejść,дӏадаха
893,abfahren::V,odjechać,дӏадаха
894,anhalten::V,zatrzymać się,саца
895,hineingehen::V,wchodzić,чудала
896,eintreten::V,wejść,чудала
897,eintreten::V,nastąpić,чудала
898,kommen::V,przyjść,кхача
899,kommen::V,przyjść,дӏакхача
900,kommen::V,przyjść,схьакхача
901,ankommen::V,przybyć,кхача
902,ankommen::V,przybyć,схьакхача
903,zurückkommen::V,wrócić,юхада
904,bleiben::V,zostać,диса
905,warten::V,czekać,хьежа
906,warten::V,czekać,cобар дан
907,erwarten::V,oczekiwać,хьоьжуш ӏан
908,suchen::V,szukać,леха
909,finden::V,znaleźć,каро
910,versuchen::V,próbować,дан хьажа
911,vorbereiten::V,przygotować,кечъян
912,lieben::V,kochać,деза
913,mögen::V,lubić,безамхила
914,lachen::V,śmiać się,дела
915,rühren::V,wzruszyć,хьедан
916,weinen::V,płakać,делха
917,schimpfen::V,kląć,чехо
918,sich ärgern::V,gniewać się,оьгӏазъэха
919,sich fürchten::V,bać się,кхера
920,fürchten::V,bać się,кхера
921,fliehen::V,uciekać,дӏадада
922,flüchten::V,uciec,дӏадада
923,sehen::V,widzieć,ган
924,sehen::V,zobaczyć,ган
925,anschauen::V,oglądać,хьажа
926,anschauen::V,oglądać,хьежа
927,ansehen::V,popatrzeć na,хьовса
928,hören::V,słyszeć,хаза
929,zuhören::V,słuchać,ладогӏа
930,probieren::V,kosztować,хьажа
931,riechen::V,wąchać,хьожа яха
932,fühlen::V,czuć,хаадала
933,fühlen::V,odczuwać,хаадала
934,scheinen::V,wydawać się,мотта
935,zu sehen sein::V,widnieć,гуш хила
936,vernehmen::V,usłyszeć,бартхатта
937,frieren::V,marznąć,гӏоро
938,tun::V,czynić,дан
939,können::V,móc,дадала
940,können::V,umieć,дадала
941,wollen::V,chcieć,тӏергӏа
942,anfangen::V,zacząć,доло
943,beenden::V,zakończyć,довла
944,aufhören::V,przestać,саца
945,gelingen::V,udać się,кадала
946,geraten::V,udać się,хила
947,öffnen::V,otworzyć,дӏаделла
948,öffnen::V,otworzyć,схьаделла
949,schließen::V,zamknąć,къовла
950,schließen::V,zamknąć,дӏачӏагӏа
951,stellen::V,postawić,хlотто
952,setzen::V,posadzić,дийгӏа
953,legen::V,kłaść,охьадилла
954,berühren::V,dotykać,хьедан
955,verbinden::V,łączyć,вовшахтаса
956,bedecken::V,przykryć,тилла
957,bedecken::V,przykryć,тӏетаса
958,aufhängen::V,powiesić,хьалаолла
959,anzünden::V,zapalić,лато
960,aufheben::V,podnieść,айа
961,zurücklassen::V,zostawić,дита
962,verlieren::V,zgubić,дайа
963,fallen lassen::V,upuścić,охьадожо
964,machen::V,zrobić,дан
965,herstellen::V,wytworzyć,дан
966,bauen::V,budować,гӏишлоян
967,reparieren::V,naprawiać,тадан
968,verbessern::V,ulepszyć,нисдан
969,ändern::V,zmienić,хийца
970,graben::V,kopać,ахка
971,beugen::V,zagiąć,сатто
972,biegen::V,zgiąć,сатто
973,drehen::V,obracać,хьовзо
974,wenden::V,obrocić,
975,umdrehen::V,obrocić,хьовзo
976,heben::V,podnosić,айа
977,heben::V,podnosić,хьалаайа
978,hochheben::V,podnieść,хьалаайа
979,ergreifen::V,chwycić,дӏалаца
980,halten::V,trzymać,латто
981,drücken::V,naciskać,тӏетаӏо
982,schieben::V,pchać,татта
983,schieben::V,posuwać,татта
984,kratzen::V,drapać,мӏараш тийса
985,lecken::V,lizać,мотт хьекха
986,beißen::V,kąsać,катoха
987,abreißen::V,oderwać,схьадаккха
988,abschneiden::V,odciąć,кхада
989,binden::V,wiązać,дӏадехка
990,binden::V,wiązać,вовшахтаса
991,stecken::V,wetknąć,чудахийта
992,brechen::V,złamać,кагдан
993,klopfen::V,pukać,детта
994,klopfen::V,stukać,детта
995,hauen::V,bić,етта
996,kleben::V,kleić,тӏелато
997,reiben::V,trzeć,хьекхо
998,streichen::V,smarować,тlехьакха
999,schleifen::V,ostrzyć,ирдан
1000,schneiden::V,ciąć,ларга
1001,schneiden::V,krajać,ларга
1002,rütteln::V,trząść,лесто
1003,schütteln::V,trząść,лесто
1004,schwenken::V,machać,лесто
1005,schütten::V,nasypać,дотта
1006,füllen::V,napełnić,дуза
1007,einwickeln::V,zawinąć,хьарчо
1008,tragen::V,nieść,дахьа
1009,schleppen::V,wlec,ийзо
1010,ziehen::V,ciągnąć,озо
1011,aufbewahren::V,przechowywać,ӏалашдан
1012,werfen::V,rzucać,кхосса
1013,fangen::V,łowić,леца
1014,packen::V,chwycić,леца
1015,verstecken::V,ukryć,къайладаккха
1016,verstecken::V,schować,къайладаккха
1017,teilen::V,podzielić,декъа
1018,schicken::V,posyłać,дӏадахьийта
1019,bringen::V,przynieść,дан
1020,hinzufügen::V,dodać,тӏетоха
1021,bekommen::V,dostać,даккха
1022,erhalten::V,otrzymać,даккха
1023,nehmen::V,wziąć,схьаэца
1024,wählen::V,wybrać,харжа
1025,auswählen::V,wybrać,харжа
1026,bewahren::V,zachować,lалашдан
1027,behindern::V,utrudnić,новкъарло ян
1028,behindern::V,przeszkadzać,новкъарло ян
1029,verderben::V,zepsuć,талхо
1030,beschädigen::V,uszkodzić,дохо
1031,zerbrechen::V,złamać,дохо
1032,zerbrechen::V,złamać,кагдан
1033,zerreißen::V,drzeć,хадо
1034,zerreißen::V,rozdzierać,хадо
1035,zerstören::V,zniszczyć,дохо
1036,zerstören::V,zniszczyć,кагдан
1037,verbrennen::V,spalić,даго
1038,geben::V,dać,яла
1039,reichen::V,podać,дӏадала
1040,reichen::V,podać,дӏакховдо
1041,schenken::V,darować,совгӏат дан
1042,versprechen::V,obiecać,ваӏда дан
1043,wünschen::V,życzyć,лаа
1044,loben::V,chwalić,хасто
1045,küssen::V,całować,оба яккха
1046,wiegen::V,kołysać,тахка
1047,zudecken::V,przykryć,тӏетаса
1048,wecken::V,zbudzić,самадаккха
1049,zeigen::V,pokazać,гайта
1050,führen::V,wieść,дига
1051,führen::V,prowadzić,дига
1052,lehren::V,uczyć,ӏамо
1053,unterrichten::V,nauczać,хьеха
1054,aufziehen::V,wychować,кхио
1055,leiten::V,kierować,урхалла дан
1056,antreiben::V,popędzić,сихдан
1057,lassen::V,zostawić,-йта
1058,einladen::V,zaprosić,кхайкха
1059,vereinigen::V,zjednoczyć,цхьаьнатоха
1060,besuchen::V,odwiedzić,хьажахIотта
1061,treffen::V,trafić,дуьхьалкхета
1062,treffen::V,spotkać,дуьхьалкхета
1063,sich versammeln::V,zebrać się,гулдан
1064,sich versammeln::V,zgromadzić się,гулдан
1065,spielen::V,grać,ловза
1066,spielen::V,bawić się,ловза
1067,singen::V,śpiewać,лакха
1068,tanzen::V,pląsać,хелхадала
1069,tanzen::V,tańczyć,хелхадала
1070,sich trennen::V,rozstać się,къаста
1071,verlassen::V,opuścić,дита
1072,retten::V,ocalić,кӏелхьардаккха
1073,retten::V,uratować,кӏелхьардаккха
1074,bewachen::V,pilnować,ха дан
1075,schützen::V,ochronić,лардан
1076,verteidigen::V,bronić,лардан
1077,sich schlagen::V,pobić się,етта
1078,schießen::V,strzelać,детта
1079,siegen::V,zwycziężyć,тола
1080,ärgern::V,gniewać,оьгӏаздахийта
1081,schlagen::V,bić,тоха
1082,schlagen::V,uderzyć,тоха
1083,treten::V,kopnąć,мийра тоха
1084,stechen::V,ukłuć,ӏотта
1085,stechen::V,ukłuć,къовзо
1086,stoßen::V,popchnąć,татта
1087,stehlen::V,ukraść,лачкъо
1088,stören::V,zakłócić,новкъарло ян
1089,stören::V,przeszkodzić,новкъарло ян
1090,belästigen::V,dokuczać,сагатдан
1091,verbergen::V,ukryć,къайладаккха
1092,täuschen::V,łudzić,ӏexo
1093,betrügen::V,oszukać,ледан
1094,töten::V,zabić,ден
1095,wohnen::V,mieszkać,даха
1096,arbeiten::V,pracować,къахьега
1097,sammeln::V,zebrać,гулдан
1098,pflücken::V,zerwać,даха
1099,jagen::V,polować,талла
1100,fischen::V,łowić ryby,чӏерий леца
1101,fassen::V,złapać,лаца
1102,fassen::V,złapać,схьалаца
1103,hüten::V,paść,лардан
1104,treiben::V,pędzić,лахка
1105,anbinden::V,przywiązać,дӏадехка
1106,füttern::V,karmić,хӏума яла
1107,melken::V,doić,оза
1108,hacken::V,rąbać,
1109,gießen::V,lać,хи тоха
1110,gießen::V,podlać,хи тоха
1111,reifen::V,dojrzeć,хьекъа
1112,zubereiten::V,przyrządzić,кечъян
1113,zubereiten::V,przyrządzić,кхача бан
1114,kochen::V,gotować,кхача бан
1115,backen::V,piec,датта
1116,braten::V,piec,кхарза
1117,braten::V,smażyć,кхарза
1118,umrühren::V,przemieszać,кего
1119,stricken::V,dziać,
1120,nähen::V,szyć,тега
1121,färben::V,pofarbować,басардан
1122,reinigen::V,oczyścić,цӏандан
1123,waschen::V,prać,йила
1124,waschen::V,prać,йитта
1125,waschen::V,prać,дӏадайа
1126,abwischen::V,obetrzeć,дӏадайа
1127,spülen::V,płukać,хи кхарза
1128,fegen::V,zamiatać,нуй хьакха
1129,kehren::V,zamieść,нуй хьакха
1130,baden::V,kąpać się,лийча
1131,sich waschen::V,myć się,юьхь йила
1132,ausziehen::V,zdjąć,духар дӏадаккха
1133,anziehen::V,włożyć,
1134,sich anziehen::V,ubrać się,духа
1135,kämmen::V,uczesać,ехк хьакха
1136,schmücken::V,ozdabiać,хаздан
1137,sagen::V,powiedzieć,ала
1138,sprechen::V,mówić,баха
1139,sprechen::V,mówić,мотт бийца
1140,reden::V,mówić,къамел дан
1141,sich unterhalten::V,rozmawiać,къамел дан
1142,fragen::V,zapytać,хатта
1143,bitten::V,prosić,деха
1144,erzählen::V,opowiedzieć,дийца
1145,mitteilen::V,zawiadomić o,хаам бан
1146,nennen::V,nazwać,цӏе яккха
1147,rufen::V,wołać,кхайкха
1148,prahlen::V,chełpić się,куралла ян
1149,prahlen::V,chełpić się,дозалла дан
1150,übersetzen::V,tłumaczyć,гоч дан
1151,denken::V,myśleć,ойла ян
1152,glauben::V,sądzić,теша
1153,glauben::V,wierzyć,теша
1154,bemerken::V,zauważyć,ган
1155,erkennen::V,poznać,довза
1156,begreifen::V,zrozumieć,кхета
1157,verstehen::V,rozumieć,кхета
1158,verstehen::V,dosłyszeć,кхета
1159,lernen::V,uczyć się,деша
1160,wissen::V,wiedzieć,хаа
1161,sich erinnern an::V,przypomnieć sobie,дагадан
1162,vergessen::V,zapomnieć,дицдала
1163,messen::V,mierzyć,дуста
1164,zählen::V,liczyć,дагардан
1165,rechnen::V,rachować,лара
1166,lesen::V,czytać,еша
1167,malen::V,malować,сурт дилла
1168,zeichnen::V,rysować,сурт дилла
1169,schreiben::V,pisać,яздан
1170,besitzen::V,posiadać,доладан
1171,kaufen::V,kupić,эца
1172,verkaufen::V,sprzedać,дохка
1173,bezahlen::V,zapłacić,мах бала
1174,zahlen::V,płacić,мах бала
1175,beherrschen::V,opanować,собаре хила
1176,ertragen::V,znieść,лан
1177,ertragen::V,znieść,сатоха
1178,ertragen::V,znieść,садетта
