,Concept_ID,lez,fi
95,Kälte::N,мекьивал,vilu
96,Kälte::N,мекьивал,kylmyys
97,Hitze::N,зегьем,helle
98,Hitze::N,зегьем,kuumuus
99,Raureif::N,къирав,huurre
100,Regenbogen::N,яргъируш,sateenkaari
101,Donner::N,цавун ван,jyrinä
102,Tropfen::N,стӏал,tippa
103,Tropfen::N,стӏал,pisara
104,Schaum::N,каф,vaahto
105,Schmutz::N,чирк,loka
106,Schmutz::N,кьуруш,loka
107,See::N,вир,järvi
108,Sumpf::N,уьлен,suo
109,Wiese::N,векь,niitty
110,Wald::N,там,metsä
111,Hügel::N,кӏунтӏ,mäki
112,Hügel::N,кӏунтӏ,kumpu
113,Hügel::N,кӏунтӏ,kukkula
114,Anhöhe::N,тепе,mäki
115,Anhöhe::N,тепе,kumpare
116,Anhöhe::N,гьуьндуьрвал,mäki
117,Anhöhe::N,гьуьндуьрвал,kumpare
118,Berg::N,дагъ,mäki
119,Berg::N,дагъ,vuori
120,Gipfel::N,кӏукӏ,laki
121,Gipfel::N,кӏукӏ,huippu
122,Höhle::N,кьветӏ,luola
123,Abhang::N,гуьне,rinne
124,Quelle::N,чешме,lähde
125,Bach::N,булах,puro
126,Fluss::N,вацӏ,joki
127,Ufer::N,къерех,ranta
128,Küste::N,къерех,rannikko
129,Festland::N,кьурамат,manner
130,Meer::N,гьуьл,meri
131,Bucht::N,бухта,lahti
132,Insel::N,остров,saari
133,Blume::N,цуьк,kukka
134,Gras::N,хъач,ruoho
135,Wurzel::N,дувул,juuri
136,Baum::N,ттар,puu
137,Stamm::N,тан,runko
138,Rinde::N,чкал,kuori
139,Rinde::N,чкал,parkki
140,Ast::N,тӏур,oksa
141,Zweig::N,хел,haara
142,Blatt::N,пеш,lehti
143,Birke::N,верх,koivu
144,Kiefer[Baum]::N,шамагъаж,mänty
145,Kiefer[Baum]::N,шамагъаж,petäjä
146,Weide[Baum]::N,цӏвелин ттар,paju
147,Tanne::N,ель,kuusi
148,Horn::N,карч,sarvi
149,Feder::N,цӏакул,sulka
150,Feder::N,цӏакул,höyhen
151,Fell::N,хам,talja
152,Flügel::N,лув,siipi
153,Klaue::N,къармах,kynsi
154,Kralle::N,пац,kynsi
155,Kralle::N,тапас,kynsi
156,Schwanz::N,ттум,häntä
157,Schwanz::N,ттум,pyrstö
158,Ei::N,кака,muna
159,Nest::N,муг,pesä
160,Bau::N,тӏеквен,pesä
161,Tier::N,гьайван,eläin
162,Herde::N,суьруь,lauma
163,Kuh::N,ккал,lehmä
164,Bulle::N,яц,sonni
165,Bulle::N,бугъа,sonni
166,Pferd::N,балкӏан,hevonen
167,Schaf::N,хеб,lammas
168,Schwein::N,вак,sika
169,Hund::N,кицӏ,koira
170,Katze::N,кац,kissa
171,Bär::N,сев,karhu
172,Eichhörnchen::N,белка,orava
173,Elch::N,лось,hirvi
174,Fuchs::N,сикӏ,kettu
175,Hase::N,къуьр,jänis
176,Maus::N,кьиф,hiiri
177,Wolf::N,жанавур,susi
178,Vogel::N,луван ничхир,lintu
179,Schwarm::N,луж,parvi
180,Huhn::N,верч,kana
181,Hahn::N,кӏек,kukko
182,Gans::N,къаз,hanhi
183,Adler::N,лекь,kotka
184,Ente::N,пӏатӏ,ankka
185,Eule::N,тӏиб,pöllö
186,Kranich::N,дурна,kurki
187,Krähe::N,къаргъа,varis
188,Kuckuck::N,кукупӏ,käki
189,Schwan::N,къугь,joutsen
190,Fisch::N,гъед,kala
191,Barsch::N,окунь,ahven
192,Hecht::N,щука,hauki
193,Schlange[Tier]::N,илан,käärme
194,Schlange[Tier]::N,гъуьлягъ,käärme
195,Wurm::N,квак,mato
196,Spinne::N,хуьшрекан,hämähäkki
197,Ameise::N,цегв,muurahainen
198,Laus::N,нет,täi
199,Mücke::N,ветӏ,sääski
200,Mücke::N,ветӏ,hyttynen
201,Fliege::N,тӏветӏ,kärpänen
202,Schmetterling::N,чепелукь,perhonen
203,Beere::N,куьлуь емиш,marja
204,Apfel::N,ич,omena
205,Pilz::N,къарникъуз,sieni
206,Zwiebel::N,чичӏек,sipuli
207,Saat::N,тумар,siemenet
208,Korn::N,твар,jyvä
209,Korn::N,твар,vilja
210,Heu::N,векь,heinä
211,Heu::N,векьер,heinä
212,Schale::N,пириш,kuori
213,Schale::N,хъуьруьш,kuori
214,Grube::N,фур,kuoppa
215,Falle::N,ракьар,loukku
216,Schlinge::N,гьалкъа,ansa
217,Spur::N,гел,jälki
218,Asche::N,руьхъ,tuhka
219,Dreck::N,чирк,lika
220,Dreck::N,кьуруш,lika
221,Eisen::N,ракь,rauta
222,Gold::N,алтун,kulta
223,Silber::N,гимиш,hopea
224,Kohle::N,цӏивин,hiili
225,Glas::N,шуьше,lasi
226,Lehm::N,ччеб,savi
227,Sand::N,къум,hiekka
228,Mensch::N,инсан,ihminen
229,Mann::N,итим,mies
230,Frau::N,паб,nainen
231,Frau::N,дишегьли,nainen
232,Kind::N,аял,lapsi
233,Junge::N,гада,poika
234,Mädchen::N,руш,tyttö
235,Familie::N,хзан,perhe
236,Familie::N,килфет,perhe
237,Großvater::N,чӏехи буба,isoisä
238,Großmutter::N,чӏехи диде,isoäiti
239,Eltern::N,диде-буба,vanhemmat
240,Vater::N,буба,isä
241,Mutter::N,диде,äiti
242,Sohn::N,хва,poika
243,Tochter::N,руш,tytär
244,Bruder::N,стха,veli
245,Schwester::N,вах,sisko
246,Onkel::N,ими,eno
247,Onkel::N,ими,setä
248,Onkel::N,халу,eno
249,Onkel::N,халу,setä
250,Tante::N,эме,täti
251,Tante::N,хала,täti
252,Ehemann::N,гъуьл,mies
253,Ehemann::N,гъуьл,aviomies
254,Ehefrau::N,паб,vaimo
255,Ehefrau::N,паб,aviovaimo
256,Freude::N,шадвал,ilo
257,Freude::N,шадвал,riemu
258,Gelächter::N,хъвер,nauru
259,Glück::N,бахт,onni
260,Kummer::N,дерт,suru
261,Kummer::N,дерт,murhe
262,Kummer::N,хажалат,suru
263,Kummer::N,хажалат,murhe
264,Wunsch::N,мурад,toive
265,Wunsch::N,мурад,toivomus
266,Lust::N,гьевес,himo
267,Geist::N,руьгь,henki
268,Gedanke::N,фикир,aate
269,Gedanke::N,фикир,ajatus
270,Verstand::N,акьул,äly
271,Verstand::N,акьул,järki
272,Verstand::N,акьул,ymmärrys
273,Sinn::N,мана,merkitys
274,Grund::N,себеб,syy
275,Grund::N,себеб,peruste
276,Wahrheit::N,керчек,tosi
277,Wahrheit::N,керчек,totuus
278,Wahrheit::N,гьакъикъат,tosi
279,Wahrheit::N,гьакъикъат,totuus
280,Gespräch::N,ихтилат,puhelu
281,Gespräch::N,ихтилат,keskustelu
282,Märchen::N,мах,satu
283,Erzählung::N,кьиса,tarina
284,Erzählung::N,кьиса,kertomus
285,Nachricht::N,хабар,tieto
286,Nachricht::N,хабар,ilmoitus
287,Neuigkeit::N,цӏийи хабар,uutinen
288,Name::N,тӏвар,nimi
289,Rätsel::N,мискӏал,arvoitus
290,Rede::N,рахун,puhe
291,Sprache::N,чӏал,kieli
292,Stimme::N,ван,ääni
293,Wort::N,гаф,sana
294,Zeichen::N,ишара,merkki
295,Ruf::N,эвер,kutsu
296,Lärm::N,ван-сес,melu
297,Lärm::N,ван-сес,hälinä
298,Laut::N,ван,ääni
299,Laut::N,сес,ääni
300,Ton::N,ван-сес,sävel
301,Lied::N,мани,laulu
302,Ruhe::N,ласвал,lepo
303,Ruhe::N,ласвал,rauha
304,Ruhe::N,фаракъат,lepo
305,Ruhe::N,фаракъат,rauha
306,Ruhe::N,асайиш,lepo
307,Ruhe::N,асайиш,rauha
308,Leute::N,инсанар,väki
309,Leute::N,инсанар,ihmiset
310,Volk::N,халкь,kansa
311,Arbeit::N,кӏвалах,työ
312,Gast::N,мугьман,vieras
313,Geschenk::N,савкьат,lahja
314,Spiel::N,къугъун,peli
315,Spiel::N,къугъун,leikki
316,Gesellschaft::N,жемят,seura
317,Gesellschaft::N,общество,seura
318,Hilfe::N,куьмек,apu
319,Freund::N,дуст,ystävä
320,Kamerad::N,яр-дуст,toveri
321,Angelegenheit::N,кар,asia
322,Anzahl::N,сан,lukumäärä
323,Anzahl::N,кьадар,lukumäärä
324,Art::N,жуьре,laji
325,Stück::N,кӏус,pala
326,Stück::N,кӏус,kappale
327,Teil::N,пай,osa
328,Hälfte::N,зур,puoli
329,Hälfte::N,зур пай,puoli
330,Kreis::N,круг,ympyrä
331,Kreis::N,чкаяр,ympyrä
332,Kreis::N,элкъвей цӏар,ympyrä
333,Kreuz::N,хаш,risti
334,Linie::N,цӏар,viiva
335,Strich::N,цӏар,piirto
336,Abstand::N,ара,väli
337,Abstand::N,ара,väljyys
338,Entfernung::N,мензил,etäisyys
339,Gegend::N,чка,seutu
340,Platz::N,ара,tila
341,Ort::N,чка,kohta
342,Ort::N,чка,paikka
343,Seite::N,пад,sivu
344,Seite::N,пад,kylki
345,Mitte::N,юкь,keskus
346,Mitte::N,юкь,puoliväli
347,Gegenstand::N,затӏ,kalu
348,Gegenstand::N,затӏ,esine
349,Sache::N,шей,asia
350,Sache::N,затӏ,asia
351,Rand::N,къерех,ääri
352,Rand::N,къерех,syrjä
353,Kante::N,син,särmä
354,Ecke::N,пӏипӏ,nurkka
355,Spitze::N,кӏвенкӏв,terä
356,Spitze::N,кӏвенкӏв,kärki
357,Ende::N,кьил,pää
358,Ende::N,кьил,perä
359,Loch::N,тӏеквен,kolo
360,Loch::N,тӏеквен,reikä
361,Winkel::N,пӏипӏ,kulma
362,Muster::N,гишир,kuvio
363,Größe::N,кьадар,koko
364,Größe::N,кьадар,suuruus
365,Länge::N,яргъивал,pituus
366,Höhe::N,кьакьанвал,korkeus
367,Gewicht::N,заланвал,paino
368,Menge::N,кьадар,määrä
369,Haufen::N,хара,kasa
370,Reihe::N,жерге,rivi
371,Boot::N,луьткве,vene
372,Ruder::N,кьусу,airo
373,Schlitten::N,гъелерар,reki
374,Schlitten::N,гъелерар,kelkka
375,Lagerfeuer::N,цӏай,nuotio
376,Last::N,заланвал,kuorma
377,Gang::N,ериш,kulku
378,Gang::N,ериш,käynti
379,Schritt::N,къадам,askel
380,Norden::N,кефер,pohjoinen
381,Norden::N,кефер пад,pohjoinen
382,Süden::N,кьибле,etelä
383,Westen::N,рагъакӏидай пад,länsi
384,Osten::N,рагъэкъечӏдай пад,itä
385,Holz::N,кӏарас,puu
386,Brett::N,кьул,lauta
387,Brett::N,тахта,lauta
388,Stütze::N,даях,noja
389,Stange::N,юрк,tanko
390,Stock::N,лаш,keppi
391,Stab::N,юрк,sauva
392,Stab::N,юрк,seiväs
393,Rohr::N,турба,putki
394,Haus::N,ужагъ,talo
395,Heim::N,кӏвал,koti
396,Ofen::N,пич,uuni
397,Fußboden::N,кӏвалин ччил,lattia
398,Tisch::N,стол,pöytä
399,Stuhl::N,стул,tuoli
400,Wiege::N,кьеб,kehto
401,Bett::N,тахт,sänky
402,Regal::N,кьацӏ,hylly
403,Kiste::N,ящик,arkku
404,Kiste::N,ящик,kirstu
405,Kiste::N,ящик,laatikko
406,Fenster::N,дакӏар,ikkuna
407,Tür::N,рак,ovi
408,Tor::N,варар,portti
409,Zaun::N,пару,aita
410,Dach::N,къав,katto
411,Leiter::N,гурар,tikkaat
412,Leiter::N,гурар,tikapuut
413,Besen::N,таран кул,luuta
414,Spaten::N,ппер,lapio
415,Schaufel::N,хекендаз,lapio
416,Gabel::N,шиш,haarukka
417,Löffel::N,тӏур,lusikka
418,Messer::N,чукӏул,veitsi
419,Nagel::N,мих,naula
420,Netz::N,чил,verkko
421,Haken::N,къармах,haka
422,Haken::N,къармах,koukku
423,Griff::N,ттум,ripa
424,Griff::N,ттум,kahva
425,Schloss::N,куьлег,lukko
426,Bild::N,шикил,kuva
427,Bild::N,суьрет,kuva
428,Figur::N,фигура,kuvio
429,Puppe::N,нини,nukke
430,Beutel::N,тагъар,pussi
431,Bündel::N,галгам,nippu
432,Bündel::N,галгам,kimppu
433,Tasche::N,чанта,laukku
434,Eimer::N,ведре,sanko
435,Eimer::N,ведре,ämpäri
436,Deckel::N,кьил,kansi
437,Deckel::N,къалпагъ,kansi
438,Geschirr::N,къаб-къажах,astia
439,Sack::N,чувал,säkki
440,Tasse::N,сукӏра,kuppi
441,Topf::N,къажгъан,pata
442,Kessel::N,къажгъан,kattila
443,Essen::N,тӏуьн,syönti
444,Nahrung::N,тӏуьн,ruoka
445,Nahrung::N,тӏуьн,ravinto
446,Speise::N,хуьрек,ruoka
447,Fleisch::N,як,liha
448,Getreide::N,техил,vilja
449,Brei::N,хапӏа,puuro
450,Brei::N,хешил,puuro
451,Brot::N,фу,leipä
452,Scheibe::N,чӏук,viipale
453,Fett::N,ягълу,rasva
454,Butter::N,гъери,voi
455,Öl::N,ягълу,öljy
456,Salz::N,кьел,suola
457,Suppe::N,суп,keitto
458,Suppe::N,шурпа,keitto
459,Honig::N,вирт,hunaja
460,Milch::N,нек,maito
461,Tee::N,чай,tee
462,Leder::N,тумаж,nahka
463,Wolle::N,йис,villa
464,Stoff::N,парча,kangas
465,Nadel::N,раб,neula
466,Faden::N,гъал,lanka
467,Knopf::N,дуьгме,nappi
468,Knoten::N,тӏвал,solmu
469,Farbe::N,ранг,maali
470,Kleidung::N,партал,vaatteet
471,Hemd::N,перем,paita
472,Kragen::N,хев,kaulus
473,Ärmel::N,хел,hiha
474,Hose::N,шалвар,housut
475,Gürtel::N,чӏул,vyö
476,Mütze::N,бармак,lakki
477,Mütze::N,бапӏах,lakki
478,Schuh::N,ботинка,kenkä
479,Stiefel::N,чекме,saapas
480,Ring::N,тупӏал,sormus
481,Band::N,тасма,nauha
482,Kamm::N,регъ,kampa
483,Spiegel::N,гуьзгуь,peili
484,Riemen::N,къайиш,hihna
485,Schnur::N,еб,naru
486,Schnur::N,еб,nuora
487,Decke::N,яргъан,peite
488,Kissen::N,хъуьцуьган,tyyny
489,Kissen::N,хъуьцуьган,pielus
490,Tuch::N,шал,huivi
491,Handtuch::N,дасмал,pyyheliina
492,Kraft::N,гуж,väki
493,Kraft::N,гуж,voima
494,Stärke::N,къуват,vahvuus
495,Gesundheit::N,сагъвал,terveys
496,Krankheit::N,тӏал,tauti
497,Krankheit::N,тӏал,sairaus
498,Schmerz::N,тӏал,kipu
499,Schmerz::N,тӏал,särky
500,Schmerz::N,тӏарвал,kipu
501,Schmerz::N,тӏарвал,särky
502,Wunde::N,хер,haava
503,Fieber::N,ифин,kuume
504,Arznei::N,дарман,lääke
505,Brücke::N,муьгъ,silta
506,Brunnen::N,къуй,kaivo
507,Weide::N,уьруьш,laidun
508,Pfad::N,рехъ,polku
509,Weg::N,рехъ,tie
510,Straße::N,рехъ,katu
511,Dorf::N,хуьр,kylä
512,Stadt::N,шегьер,kaupunki
513,Brief::N,кагъаз,kirje
514,Buch::N,улуб,kirja
515,Buchstabe::N,гьарф,kirjain
516,Zeitung::N,газета,lehti
517,Zeitung::N,газета,sanomalehti
518,Leben::N,уьмуьр,elo
519,Leben::N,уьмуьр,elämä
520,Tod::N,кьиникь,kuolema
521,Grab::N,сур,hauta
522,Kirche::N,килиса,kirkko
523,Sünde::N,гунагь,synti
524,Gott::N,аллагь,jumala
525,Arbeiter::N,фяле,työläinen
526,Chef::N,гьаким,päällikkö
527,Meister::N,устӏар,mestari
528,Arzt::N,доктор,lääkäri
529,Lehrer::N,муаллим,opettaja
530,Geld::N,пул,raha
531,Laden::N,магазин,puoti
532,Laden::N,магазин,kauppa
533,Preis::N,къимет,hinta
534,Ware::N,мал,tavara
535,Ware::N,товар,tavara
536,Nutzen::N,хийир,hyöty
537,Nutzen::N,менфят,hyöty
538,Reichtum::N,девлет,rikkaus
539,Welt::N,дуьнья,maailma
540,Land::N,уьлкве,maa
541,Staat::N,пачагьлугъ,valtio
542,Staat::N,государство,valtio
543,König::N,пачагь,kuningas
544,Macht::N,власть,mahti
545,Grenze::N,сергьят,raja
546,Krieg::N,дяве,sota
547,Feind::N,душман,vihollinen
548,Gewalt::N,гуж,väkivalta
549,Kampf::N,женг,taistelu
550,Bogen[Waffe]::N,чӏемерук,jousi
551,Pfeil::N,хьел,nuoli
552,Gewehr::N,тфенг,kivääri
553,Fehler::N,гъалатӏ,vika
554,Fehler::N,гъалатӏ,virhe
555,Lüge::N,ттаб,valhe
556,Schaden::N,зиян,vaurio
557,Schaden::N,зиян,vahinko
558,Schaden::N,зарар,vaurio
559,Schaden::N,зарар,vahinko
560,Unglück::N,бала,vahinko
561,Unglück::N,бала,onnettomuus
562,Unglück::N,бедбахтвал,vahinko
563,Unglück::N,бедбахтвал,onnettomuus
564,Schuld::N,тахсир,syy
565,Alter::N,яш,ikä
566,Schluss::N,эхир,loppu
567,Zeit::N,вяде,aika
568,Tag::N,югъ,päivä
569,Morgen::N,пакама,aamu
570,Morgen::N,пакама,huomen
571,Mittag::N,нисин,keskipäivä
572,Abend::N,няни,ilta
573,Nacht::N,йиф,yö
574,Woche::N,гьафте,viikko
575,Monat::N,варз,kuukausi
576,Jahr::N,йис,vuosi
577,Frühling::N,гатфар,kevät
578,Sommer::N,гад,kesä
579,Herbst::N,зул,syksy
580,Winter::N,кьуьд,talvi
581,Januar::N,январь,tammikuu
582,Februar::N,февраль,helmikuu
583,März::N,март,maaliskuu
584,April::N,апрель,huhtikuu
585,Mai::N,май,toukokuu
586,Juni::N,июнь,kesäkuu
587,Juli::N,июль,heinäkuu
588,August::N,август,elokuu
589,September::N,сентябрь,syyskuu
590,Oktober::N,октябрь,lokakuu
591,November::N,ноябрь,marraskuu
592,Dezember::N,декабрь,joulukuu
593,Montag::N,ислен,maanantai
594,Dienstag::N,саласа,tiistai
595,Mittwoch::N,арбе,keskiviikko
596,Donnerstag::N,хемис югъ,torstai
597,Freitag::N,жуьмя,perjantai
598,Freitag::N,жуьмя югъ,perjantai
599,Samstag::N,киш,lauantai
600,Sonntag::N,гьяд,sunnuntai
601,groß::A,еке,iso
602,groß::A,еке,suuri
603,groß::A,чӏехи,iso
604,groß::A,чӏехи,suuri
605,klein::A,гъвечӏи,pieni
606,lang::A,яргъи,pitkä
607,kurz::A,куьруь,lyhyt
608,breit::A,гьяркьуь,leveä
609,schmal::A,гуьтӏуь,kapea
610,dicht::A,къалин,taaja
611,dünn::A,кьелечӏ,ohut
612,fein::A,шуькӏуь,hieno
613,fest::A,кӏеви,luja
614,flach::A,кьулу,litteä
615,flach::A,кьулу,tasainen
616,glatt::A,цӏалцӏам,sileä
617,glatt::A,цӏалцӏам,siloinen
618,hart::A,кӏеви,kova
619,weich::A,хъуьтуьл,pehmeä
620,rund::A,элкъвей,pyöreä
621,spitz::A,хци,terävä
622,scharf::A,хци,terävä
623,stumpf::A,къуьруь,tylsä
624,schwer::A,залан,raskas
625,schwer::A,залан,painava
626,schön::A,иер,kaunis
627,heiß::A,кудай,kuuma
628,warm::A,чими,lämmin
629,kalt::A,мекьи,kylmä
630,kalt::A,мекьи,viluinen
631,kühl::A,къайи,viileä
632,frisch::A,таза,tuore
633,frisch::A,михьи,tuore
634,feucht::A,ламу,kostea
635,nass::A,кьежей,märkä
636,trocken::A,кьуру,kuiva
637,voll::A,ацӏай,täysi
638,leer::A,буш,tyhjä
639,leer::A,ичӏи,tyhjä
640,offen::A,ахъа,avonainen
641,geschlossen::A,кӏеви,suljettu
642,sauber::A,михьи,puhdas
643,schmutzig::A,чиркин,likainen
644,schmutzig::A,кьацӏай,likainen
645,roh::A,чиг,raaka
646,roh::A,ицӏи,raaka
647,reif::A,дигмиш хьайи,kypsä
648,lecker::A,дадлу,herkullinen
649,süß::A,ширин,makea
650,bitter::A,туькьуьл,karvas
651,bitter::A,туькьуьл,kitkerä
652,sauer::A,цуру,hapan
653,hell::A,экуь,kirkas
654,hell::A,экуь,valoisa
655,dunkel::A,мичӏи,pimeä
656,schwarz::A,чӏулав,musta
657,weiß::A,лацу,valkea
658,rot::A,яру,punainen
659,gelb::A,хъипи,keltainen
660,blau::A,вили,sininen
661,grün::A,къацу,vihreä
662,grau::A,рехи,harmaa
663,bunt::A,цӏару,kirjava
664,bunt::A,яру-цӏару,kirjava
665,billig::A,ужуз,halpa
666,billig::A,ужуз,huokea
667,teuer::A,багьа,kallis
668,wertvoll::A,масан,arvokas
669,blind::A,буьркьуь,sokea
670,taub::A,биши,kuuro
671,kräftig::A,гужлу,väkevä
672,kräftig::A,гужлу,voimakas
673,stark::A,къуватлу,vahva
674,schwach::A,такьатсуз,heikko
675,fett::A,куьк,lihava
676,schlank::A,шумал,hoikka
677,schlank::A,шумал,solakka
678,hübsch::A,гуьрчег,soma
679,hübsch::A,гуьрчег,sievä
680,böse::A,пис,paha
681,böse::A,пис,häijy
682,dumm::A,ахмакь,tyhmä
683,dumm::A,ахмакь,typerä
684,faul::A,тенпел,laiska
685,fleißig::A,сяй ийидай,ahkera
686,fleißig::A,сяйи ийидай,ahkera
687,geizig::A,мискьи,saita
688,klug::A,акьуллу,älykäs
689,geschickt::A,магьир,taitava
690,lieb::A,играми,rakas
691,lustig::A,шад,hauska
692,lustig::A,шад,iloinen
693,sanft::A,назик,lauha
694,sanft::A,назик,lempeä
695,sanft::A,милайим,lauha
696,sanft::A,милайим,lempeä
697,hungrig::A,гишин,nälkäinen
698,krank::A,кефсуз,sairas
699,nackt::A,кьецӏил,alaston
700,traurig::A,пашман,surullinen
701,traurig::A,пашман,murheellinen
702,lebendig::A,ччан алай,elävä
703,gut::A,хъсан,hyvä
704,gut::A,вижевай,hyvä
705,schlecht::A,пис,paha
706,schlecht::A,пис,huono
707,richtig::A,дуьз,oikea
708,schlimm::A,нифретлу,paha
709,wahr::A,гьакъикъи,tosi
710,alt::A,эски,vanha
711,alt::A,куьгьне,vanha
712,neu::A,цӏийи,uusi
713,ehemalig::A,виликан,entinen
714,ehemalig::A,виликан,muinainen
715,alt[Lebewesen]::A,кьуьзуь,vanha
716,jung::A,жегьил,nuori
717,arm::A,кесиб,köyhä
718,reich::A,девлетлу,rikas
719,bekannt::A,чидай,tuttu
720,bekannt::A,чидай,tunnettu
721,berühmt::A,машгьур,kuuluisa
722,fremd::A,ччара,vieras
723,verschieden::A,жуьреба-жуьре,eri
724,verschieden::A,жуьреба-жуьре,erilainen
725,nah::A,мукьвал,läheinen
726,fern::A,яргъал,etäinen
727,linker::A,чапла,vasen
728,rechter::A,эрчӏи,oikea
729,anderer::A,маса,muu
730,anderer::A,маса,toinen
731,anderer::A,муькуь,muu
732,anderer::A,муькуь,toinen
733,erster::A,сад лагьай,ensimmäinen
734,zweiter::A,кьвед лагьай,toinen
735,dritter::A,пуд лагьай,kolmas
736,letzter::A,эхиримжи,viimeinen
737,allein::ADV,кьилди,yksin
738,zusammen::ADV,санал,yhdessä
739,lange::ADV,яргъалди,kauan
740,lange::ADV,яргъалди,pitkään
741,plötzlich::ADV,садлагьана,äkkiä
742,sofort::ADV,гьасятда,heti
743,später::ADV,гуьгъуьнлай,myöhemmin
744,jetzt::ADV,гила,nyt
745,heute::ADV,къе,tänään
746,morgen::ADV,пака,huomenna
747,bald::ADV,мукьва,pian
748,bald::ADV,мукьвара,pian
749,dann::ADV,ахпа,sitten
750,gestern::ADV,накь,eilen
751,einst::ADV,садра,aikanaan
752,damals::ADV,а чӏавуз,silloin
753,damals::ADV,а чӏавуз,siihen aikaan
754,danach::ADV,ахпа,sen jälkeen
755,vorher::ADV,вилик,ennen
756,zuerst::ADV,сифте,ensin
757,zuerst::ADV,сифте,ensiksi
758,einmal::ADV,садра,kerran
759,manchmal::ADV,гагь-гагь,joskus
760,oft::ADV,гзаф вахтара,usein
761,immer::ADV,гьамиша,aina
762,niemals::ADV,са чӏавузни,ei koskaan
763,niemals::ADV,са вахтундани,ei koskaan
764,hier::ADV,ина,tässä
765,hier::ADV,ина,täällä
766,hierhin::ADV,иниз,tähän
767,von hier::ADV,инай,tästä
768,von hier::ADV,инай,täältä
769,dort::ADV,ана,siinä
770,dort::ADV,ана,siellä
771,dorthin::ADV,аниз,sinne
772,dorthin::ADV,аниз,tuonne
773,geradeaus::ADV,дуьз,suoraan
774,vorwärts::ADV,вилик,eteenpäin
775,vorwärts::ADV,виликди,eteenpäin
776,rückwärts::ADV,кьулухъ,taaksepäin
777,unten::ADV,агъада,alhaalla
778,hinab::ADV,агъуз,alas
779,oben::ADV,винел,ylhäällä
780,hinauf::ADV,виниз,ylös
781,überall::ADV,вирина,kaikkialla
782,nicht::ADV,ваъ,ei
783,ein wenig::ADV,са тӏимил,vähän
784,kaum::ADV,жизви,tuskin
