,Concept_ID,pt,ab
746,schlimm::A,mau,абааҧсы
747,schlimm::A,grave,абааҧсы
748,wahr::A,verdadeiro,агəҭылса
749,wahr::A,verdadeiro,абзиаҵəҟьа
750,alt::A,velho,Ажə
751,alt::A,antigo,Ажə
752,neu::A,novo,аҿыц
753,ehemalig::A,antigo,анкьатәи
754,alt[Lebewesen]::A,velho,абырг
755,alt[Lebewesen]::A,velho,ақабада
756,alt[Lebewesen]::A,velho,Ажə
757,jung::A,jovem,аҟата
758,arm::A,pobre,ананамга
759,reich::A,rico,абеиа
760,bekannt::A,conhecido,адыр
761,berühmt::A,famoso,адыр
762,berühmt::A,célebre,адыр
763,fremd::A,alheio,атəым
764,fremd::A,estranho,атəым
765,verschieden::A,diverso,Еиуа-еиҧшым
766,verschieden::A,diferente,Еиуа-еиҧшым
767,nah::A,próximo,ааигəа
768,fern::A,remoto,ахара
769,fern::A,distante,ахара
770,linker::A,esquerdo,арма
771,rechter::A,direito,арҕьа
772,anderer::A,outro,даҽа
773,anderer::A,outro,даҽакы
774,erster::A,primeiro,актәи
775,zweiter::A,segundo,аҩбатəи
776,dritter::A,terceiro,ахҕатәи
777,letzter::A,final,аҵыхəтəантəи
778,letzter::A,último,аҵыхəтəантəи
779,allein::ADV,só,мацара
780,auf einmal::ADV,de vez,зныкала
781,auf einmal::ADV,de vez,зныкҟьара
782,zusammen::ADV,juntos,аиц...
783,lange::ADV,muito tempo,акыраамҭа
784,plötzlich::ADV,de repente,иаалырҟьаны
785,sofort::ADV,imediatamente,иаразнакҵәҟьа
786,später::ADV,mais tarde,уажəшьҭаншəа
787,jetzt::ADV,agora,уажәы
788,heute::ADV,hoje,иахьа
789,morgen::ADV,amanhã,уаҵәы
790,bald::ADV,logo,иласны
791,bald::ADV,breve,иласны
792,dann::ADV,então,нас
793,dann::ADV,depois,нас
794,gestern::ADV,ontem,иацы
795,einst::ADV,antigamente,зны
796,damals::ADV,então,усҟан
797,danach::ADV,logo,нас
798,danach::ADV,depois,нас
799,vorher::ADV,antes,уаанӡа
800,zuerst::ADV,primeiro,азнаказы
801,zuerst::ADV,primeiro,аҧхьа
802,einmal::ADV,uma vez,зны
803,manchmal::ADV,às vezes,зны-зынла
804,oft::ADV,muitas vezes,лассы-лассы
805,immer::ADV,sempre,енагь
806,immer::ADV,sempre,еснагь
807,niemals::ADV,nunca,ианакəызаалак
808,hier::ADV,cá,ара
809,hier::ADV,cá,абра
810,hier::ADV,cá,араҟа
811,hier::ADV,aqui,ара
812,hier::ADV,aqui,абра
813,hier::ADV,aqui,араҟа
814,hierhin::ADV,para cá,ара
815,hierhin::ADV,para cá,араҟа
816,von hier::ADV,daqui,арантә
817,dort::ADV,lá,уа
818,dort::ADV,ali,уа
819,dorthin::ADV,lá,уахь
820,dorthin::ADV,lá,анахь
821,dorthin::ADV,para lá,уахь
822,dorthin::ADV,para lá,анахь
823,geradeaus::ADV,em frente,ишиашоу
824,vorwärts::ADV,avante,ҕхьаҟа
825,rückwärts::ADV,para trás,шьҭахьла
826,zurück::ADV,atrás,шьҭахьҟа
827,unten::ADV,debaixo,лбаа
828,unten::ADV,em baixo,лбаа
829,hinab::ADV,para baixo,алада
830,oben::ADV,em cima,хыхь
831,hinauf::ADV,para cima,аҩада
832,überall::ADV,em toda parte,зегьынцьара
833,nicht::ADV,não,-м
834,ein wenig::ADV,um pouco,ҕыҭк
835,ein wenig::ADV,um bocado,ҕыҭк
836,kaum::ADV,apenas,аарлаҳәа
837,kaum::ADV,apenas,афергьҳәа
838,sehr::ADV,muito,даара
839,so::ADV,tão,ас
840,so::ADV,tão,абас
841,so::ADV,assim,ас
842,so::ADV,assim,абас
843,noch::ADV,ainda,макьана
844,nur::ADV,só,заҵәык
845,nur::ADV,apenas,заҵәык
846,nur::ADV,somente,заҵәык
847,schon::ADV,já,уажәшьҭа
848,schon::ADV,já,аиҳа ипоу
849,wieder::ADV,outra vez,ҿыц
850,wieder::ADV,outra vez,дырҩегь
851,wieder::ADV,outra vez,дырҩегьых
852,vergebens::ADV,em vão,баша
853,vor::PRP,diante de,аҕхьа
854,hinter::PRP,atrás de,нхыҵ
855,unter::PRP,sob,амҵа
856,unter::PRP,sob,амҵан
857,unter::PRP,debaixo de,амҵа
858,unter::PRP,debaixo de,амҵан
859,durch::PRP,por,
860,durch::PRP,através de,
861,neben::PRP,junto de,ааигуара
862,neben::PRP,ao lado de,ааигуара
863,zwischen::PRP,entre,абжьара
864,wegen::PRP,por,-иззы
865,wegen::PRP,por,-ҟнытә
866,wegen::PRP,por causa de,-иззы
867,wegen::PRP,por causa de,-ҟнытә
868,dies::PRN,isto,ари
869,dies::PRN,isto,абри
870,das::PRN,isso,Абни
871,das::PRN,isso,убри
872,das::PRN,aquilo,Абни
873,das::PRN,aquilo,убри
874,alles::PRN,todo,зегьы
875,ich::PRN,eu,са
876,ich::PRN,eu,сара
877,du::PRN,tu,бара
878,er::PRN,ele,иара
879,wir::PRN,nós,ҳара
880,ihr::PRN,vós,шәара
881,ihr::PRN,vocês,шәара
882,sie::PRN,eles,дара
883,was::FPRN,quê,
884,wer::FPRN,quem,дарбан
885,wo::FADV,onde,иабыкуу
886,wo::FADV,onde,аба-
887,wo::FADV,onde,ахь-
888,wohin::FADV,aonde,иабыкуу
889,wohin::FADV,aonde,аба-
890,wohin::FADV,aonde,ахь-
891,wohin::FADV,para onde,иабыкуу
892,wohin::FADV,para onde,аба-
893,wohin::FADV,para onde,ахь-
894,wie::FADV,como,-шҕа
895,warum::FADV,porquê,избан
896,warum::FADV,por que,избан
897,wieviel::FNUM,quanto,заҟа
898,eins::NUM,um,акы
899,eins::NUM,um,аӡәы
900,zwei::NUM,dois,ҩба
901,drei::NUM,três,хҕа
902,vier::NUM,quatro,ҕшьба
903,fünf::NUM,cinco,хəба
904,sechs::NUM,seis,фба
905,sieben::NUM,sete,Бжьба
906,acht::NUM,oito,ааба
907,neun::NUM,nove,жәба
908,zehn::NUM,dez,жәаба
909,elf::NUM,onze,жәеизатәи
910,zwölf::NUM,doze,жәаҩа
911,zwanzig::NUM,vinte,ҩажәа
912,dreißig::NUM,trinta,ҩажәижәабатәи
913,vierzig::NUM,quarenta,ҩынҩажәа
914,fünfzig::NUM,cinquenta,ҩынҩажәеижәаба
915,sechzig::NUM,sessenta,хынҩажәа
916,siebzig::NUM,setenta,хынҩажәижәаба
917,achtzig::NUM,oitenta,ҕшьынҩажәа
918,neunzig::NUM,noventa,ҕшьынҩажәижәаба
919,hundert::NUM,cem,шәкы
920,hundert::NUM,cento,шәкы
921,tausend::NUM,mil,зқьы
922,und::CNJ,e,-и
923,oder::CNJ,ou,ма
924,stehen::V,estar em pé,агылазаара
925,sitzen::V,estar sentado,атəара
926,sitzen::V,estar sentado,атəа(заа)ра
927,liegen::V,jazer,аиара
928,liegen::V,estar deitado,аиара
929,hängen::V,pender,акнаҳара
930,hängen::V,estar pendurado,акнаҳара
931,werden::V,tornar-se,аҟалара
932,passieren::V,acontecer,аҟалара
933,beginnen::V,começar,алагара
934,enden::V,acabar,алгара
935,enden::V,terminar,алгара
936,wechseln::V,variar,аҽыҧсахра
937,wechseln::V,alternar,аҽыҧсахра
938,aufgehen[Sonne]::V,nascer,агылара
939,aufgehen[Sonne]::V,nascer,ахашлара
940,aufgehen[Sonne]::V,nascer,аҩаҵхахара
941,untergehen[Sonne]::V,pôr-se,аҭашəара
942,scheinen[Sonne]::V,brilhar,акаҧхара
943,donnern::V,trovejar,адыдра
944,wehen::V,soprar,асра
945,strömen::V,correr,акаҭəара
946,fließen::V,fluir,ацара
947,sich drehen::V,girar,ахагьежьра
948,schwanken::V,oscilar,аҵысра
949,schwingen::V,vibrar,ахызазара
950,schwingen::V,vibrar,акьаандара
951,fallen::V,cair,акаҳара
952,brennen::V,arder,абылра
953,rauchen::V,fumegar,ахылҵра
954,regnen::V,chover,аура
955,gefrieren::V,gelar,аҵаара
956,gefrieren::V,congelar,аҵаара
957,tauen::V,derreter,аӡҭра
958,tauen::V,descongelar,аӡҭра
959,schmelzen::V,fundir-se,ақəӡыҭра
960,schmelzen::V,fundir-se,аҭəара
961,trocknen::V,secar,абара
962,sieden::V,ferver,ашра
963,faulen::V,estragar-se,абаара
964,verfaulen::V,apodrecer,абаара
965,verfaulen::V,apodrecer,аилашра
966,reißen::V,romper-se,аҧжəара
967,versinken::V,afundar-se,аӡааҟəрылара
968,vergehen::V,passar,ацара
969,erscheinen::V,aparecer,ацəырҵра
970,verschwinden::V,desaparecer,аҵашəкəара
971,sinken::V,descer,атəара
972,sinken::V,descer,алаҟəра
973,abnehmen::V,diminuir,ацӡаара
974,abnehmen::V,diminuir,аиҵалара
975,abnehmen::V,decrescer,ацӡаара
976,abnehmen::V,decrescer,аиҵалара
977,zunehmen::V,crescer,аҽырҭбаара
978,zunehmen::V,crescer,аиҵыҵра
979,zunehmen::V,crescer,арацəахара
980,zunehmen::V,aumentar,аҽырҭбаара
981,zunehmen::V,aumentar,аиҵыҵра
982,zunehmen::V,aumentar,арацəахара
983,steigen::V,subir,азҳара
984,steigen::V,subir,ашьҭыҵра
985,steigen::V,subir,адухара
986,steigen::V,subir,ацлара
987,wachsen::V,crescer,азҳара
988,glänzen::V,brilhar,ацыр-цырра
989,glänzen::V,brilhar,ацыҩ-цыҩра
990,glänzen::V,brilhar,аказказра
991,funkeln::V,cintilar,ашап-шапра
992,funkeln::V,cintilar,ацым-цымра
993,lärmen::V,fazer barulho,ашьҭыбжьгара
994,lärmen::V,fazer barulho,аҕьҕьаҳәа аилалара
995,läuten::V,chocalhar,аҵəҵəасра
996,klingeln::V,tocar,аҵəҵəасра
997,klirren::V,tinir,ахьархьарра
998,klirren::V,tinir,архьархьарра
999,brausen::V,bramar,аилаҽҽара
1000,brausen::V,bramar,еилашуера
1001,rauschen::V,murmurar,
1002,rauschen::V,rumorejar,
1003,klingen::V,soar,агара
1004,klingen::V,soar,ашьҭыбжь гара
1005,bellen::V,ladrar,ашра
1006,heulen::V,uivar,ауура
1007,blasen::V,soprar,аҭəҳəара
1008,pfeifen::V,assobiar,ашəшəра
1009,schreien::V,gritar,аҳəҳəара
1010,schreien::V,gritar,ахəаара
1011,schreien::V,gritar,аҟаара
1012,stöhnen::V,gemer,ақьра
1013,zittern::V,tremer,аҵыс-ҵысра
1014,leben::V,viver,аҟазаара
1015,geboren werden::V,nascer,Аира
1016,atmen::V,respirar,аҕсыҕ лагаҩагара
1017,trinken::V,beber,ажəра
1018,essen::V,comer,акрыфара
1019,schlucken::V,engolir,албаадара
1020,müde werden::V,cansar-se,ааҕсара
1021,einschlafen::V,adormecer,ацəара
1022,schlafen::V,dormir,ацəазаара
1023,aufwachen::V,acordar,аҿыхара
1024,aufstehen::V,levantar-se,Агəылҵра
1025,sich erholen::V,descansar,аҧсшьара
1026,krank werden::V,adoecer,ачмазаҩхара
1027,krank werden::V,ficar doente,ачмазаҩхара
1028,krank sein::V,estar doente,аҳəарҧсарра
1029,schmerzen::V,doer,ахьра
1030,husten::V,tossir,аимҳәара
1031,genesen::V,convalescer,абзиахара
1032,genesen::V,convalescer,аӷəӷəахара
1033,sterben::V,morrer,аҧсра
1034,umkommen::V,perecer,аҭахара
1035,sich bewegen::V,mover-se,аиҭаҵра
1036,sich rühren::V,mexer-se,ақəацара
1037,sich erheben::V,levantar-se,аҩагылара
1038,sich setzen::V,sentar-se,атəара
1039,hinfallen::V,cair,акаҳара
1040,laufen::V,andar,аныҟəара
1041,laufen::V,caminhar,аныҟəара
1042,schreiten::V,andar,ашьаҿа еихгара
1043,schreiten::V,caminhar,ашьаҿа еихгара
1044,spazierengehen::V,passear,анеи-ааира
1045,eilen::V,apressar-se,аццакра
1046,sich beeilen::V,apressar-se,аццакра
1047,sich beeilen::V,despachar-se,аццакра
1048,sausen::V,correr,аҧырра
1049,sausen::V,correr,иҭрысны
1050,sausen::V,correr,ишьҭҟьаны ацара
1051,rennen::V,correr,аҩра
1052,springen::V,saltar,аҧара
1053,klettern::V,trepar,ақəлара
1054,schaukeln::V,baloiçar,аҟəараҟəанҽара
1055,kriechen::V,rastejar,аҳəазара
1056,kriechen::V,arrastar-se,аҳəазара
1057,schwimmen::V,nadar,аӡсара
1058,tauchen::V,mergulhar,ахəӡааҵəира
1059,rudern::V,remar,аҵшьра
1060,fahren::V,ir,акала
1061,fliegen::V,voar,аҧырра
1062,gehen::V,ir,аиҭаҵра
1063,gehen::V,andar,аиҭаҵра
1064,weggehen::V,partir,ацара
1065,weggehen::V,ir-se embora,ацара
1066,abfahren::V,sair,адəықəлара
1067,abfahren::V,sair,ацара
1068,abfahren::V,partir,адəықəлара
1069,abfahren::V,partir,ацара
1070,anhalten::V,parar,ааныргылара
1071,hineingehen::V,entrar,аҭалара
1072,eintreten::V,entrar,аҩналара
1073,kommen::V,vir,аара
1074,kommen::V,vir,ааира
1075,ankommen::V,chegar,ааира
1076,ankommen::V,chegar,аара
1077,ankommen::V,chegar,анеира
1078,zurückkommen::V,voltar,азыхынҳəра
1079,zurückkommen::V,regressar,азыхынҳəра
1080,bleiben::V,ficar,аанхара
1081,bleiben::V,ficar,анхара
1082,bleiben::V,ficar,аангылара
1083,bleiben::V,permanecer,аанхара
1084,bleiben::V,permanecer,анхара
1085,bleiben::V,permanecer,аангылара
1086,warten::V,esperar,азҧшзаара
1087,erwarten::V,esperar,азҧшра
1088,erwarten::V,aguardar,азҧшра
1089,suchen::V,buscar,ашьҭазаара
1090,suchen::V,procurar,ашьҭазаара
1091,finden::V,achar,аҧшаара
1092,finden::V,encontrar,аҧшаара
1093,versuchen::V,tentar,аҽазкра
1094,vorbereiten::V,preparar,армазеира
1095,lieben::V,amar,абзиабара
1096,lieben::V,querer,абзиабара
1097,mögen::V,gostar de,агəаҧхара
1098,lachen::V,rir,аччара
1099,lachen::V,rir-se,аччара
1100,rühren::V,comover,арҵəуара
1101,weinen::V,chorar,аҵəуара
1102,schimpfen::V,ralhar,ацəҳара
1103,sich ärgern::V,zangar-se,агəаара
1104,sich fürchten::V,ter medo de,аӡыӡара
1105,sich fürchten::V,ter receio de,аӡыӡара
1106,fürchten::V,temer,ацəшəара
1107,fürchten::V,recear,ацəшəара
1108,fliehen::V,fugir,абналара
1109,fliehen::V,fugir,ацəцара
1110,flüchten::V,refugiar-se,абналара
1111,flüchten::V,refugiar-se,ацəцара
1112,sehen::V,ver,абара
1113,anschauen::V,olhar,ахəаҧшра
1114,ansehen::V,mirar,ахəаҧшра
1115,hören::V,ouvir,аҳара
1116,zuhören::V,escutar,азыӡырҩра
1117,probieren::V,provar,аҧышəара
1118,probieren::V,saborear,аҧышəара
1119,riechen::V,cheirar,афыҩра
1120,fühlen::V,sentir,анырра
1121,fühlen::V,sentir,ацәакырра
1122,scheinen::V,parecer,шәа
1123,scheinen::V,parecer,аацәырҵа
1124,zu sehen sein::V,estar à vista,
1125,vernehmen::V,ouvir,аҳара
1126,frieren::V,ter frio,ашəра
1127,frieren::V,ter frio,аҵаара
1128,tun::V,fazer,аҟаҵара
1129,können::V,saber,алшара
1130,wollen::V,querer,аҭахра
1131,anfangen::V,iniciar,алагара
1132,beenden::V,acabar,алгара
1133,beenden::V,terminar,алгара
1134,aufhören::V,cessar,аҟəыҵра
1135,aufhören::V,desistir,аҟəыҵра
1136,gelingen::V,sair bem,аура
1137,gelingen::V,sair bem,аманшəалахара
1138,gelingen::V,sair bem,алҵра
1139,gelingen::V,dar bom resultado,аура
1140,gelingen::V,dar bom resultado,аманшəалахара
1141,gelingen::V,dar bom resultado,алҵра
1142,geraten::V,sair,нзаарын
1143,geraten::V,dar resultado,нзаарын
1144,öffnen::V,abrir,аартра
1145,schließen::V,fechar,аркра
1146,stellen::V,pôr,аргылара
1147,stellen::V,colocar,аргылара
1148,setzen::V,pôr,артəара
1149,setzen::V,meter,артəара
1150,legen::V,pôr,ақəҵара
1151,legen::V,meter,ақəҵара
1152,berühren::V,tocar,акьысра
1153,berühren::V,tocar,алакьысра
1154,verbinden::V,unir,аҿаҳəара
1155,verbinden::V,ligar,аҿаҳəара
1156,bedecken::V,cobrir,ақəршəра
1157,aufhängen::V,pendurar,акнаҳара
1158,anzünden::V,acender,аркра
1159,aufheben::V,apanhar,ашьҭыхра
1160,aufheben::V,levantar,ашьҭыхра
1161,zurücklassen::V,deixar,аныжьра
1162,verlieren::V,perder,ацəыӡра
1163,fallen lassen::V,deixar cair,ацəкаҳара
1164,machen::V,fazer,ачаҧара
1165,herstellen::V,produzir,аиҵдара
1166,bauen::V,edificar,аргылара
1167,bauen::V,construir,аргылара
1168,reparieren::V,reparar,арҽеира
1169,reparieren::V,consertar,арҽеира
1170,verbessern::V,melhorar,аиҕьтəра
1171,ändern::V,mudar,аҧсахра
1172,ändern::V,alterar,аҧсахра
1173,graben::V,cavar,ажра
1174,beugen::V,curvar,арҟəра
1175,beugen::V,curvar,архəара
1176,biegen::V,vergar,арҟəра
1177,biegen::V,vergar,архəара
1178,drehen::V,girar,аргьежьра
1179,wenden::V,virar,
1180,wenden::V,voltar,
1181,umdrehen::V,virar,аарҳәра
1182,umdrehen::V,revolver,аарҳәра
1183,heben::V,levantar,аҩахара
1184,heben::V,levantar,араҳара
1185,hochheben::V,erguer,ахагалара
1186,hochheben::V,erguer,ашьҭҳəара
1187,hochheben::V,levantar,ахагалара
1188,hochheben::V,levantar,ашьҭҳəара
1189,ergreifen::V,apanhar,
1190,halten::V,segurar,акра
1191,drücken::V,apertar,ақəрӷəӷəара
1192,schieben::V,empurrar,аҵгəара
1193,schieben::V,empurrar,агəара
1194,kratzen::V,raspar,ацəҟьара
1195,lecken::V,lamber,арбзара
1196,beißen::V,morder,ацҳара
1197,abreißen::V,arrancar,амжəара
1198,abschneiden::V,talhar,ахҵəара
1199,abschneiden::V,talhar,аҿахҵəара
1200,binden::V,ligar,аҿаҳəара
1201,stecken::V,meter,алаҵара
1202,stecken::V,enfiar,алаҵара
1203,brechen::V,romper,аҧҵəара
1204,brechen::V,quebrar,аҧҵəара
1205,klopfen::V,bater,асра
1206,hauen::V,bater,ақəкшара
1207,kleben::V,colar,аҷабра
1208,reiben::V,esfregar,арҟəыҷра
1209,streichen::V,barrar,ахьшьра
1210,schleifen::V,afiar,ахра
1211,schneiden::V,cortar,аҧҟара
1212,rütteln::V,sacudir,арҵысра
1213,schütteln::V,abanar,аршəшəара
1214,schütteln::V,sacudir,аршəшəара
1215,schwenken::V,agitar,аҟьара
1216,schütten::V,deitar,аҭаҭəара
1217,füllen::V,encher,арҭəра
1218,einwickeln::V,envolver,алаҳəара
1219,einwickeln::V,embrulhar,алаҳəара
1220,tragen::V,levar,аҩагара
1221,tragen::V,trazer,аҩагара
1222,schleppen::V,arrastar,арҳəазара
1223,ziehen::V,puxar,ахара
1224,aufbewahren::V,guardar,аҵəахра
1225,aufbewahren::V,conservar,аҵəахра
1226,werfen::V,lançar,аршəра
1227,fangen::V,apanhar,акра
1228,packen::V,agarrar,анкра
1229,packen::V,agarrar,аҵкаара
1230,verstecken::V,esconder,аҵəахра
1231,teilen::V,partir,ашара
1232,teilen::V,dividir,ашара
1233,schicken::V,enviar,ашьҭра
1234,bringen::V,trazer,аагара
1235,hinzufügen::V,acrescentar,ацҵара
1236,bekommen::V,obter,аҧшаара
1237,bekommen::V,obter,архиара
1238,bekommen::V,obter,аура
1239,erhalten::V,receber,аиура
1240,nehmen::V,tomar,агара
1241,wählen::V,eleger,алҧшаара
1242,wählen::V,escolher,алҧшаара
1243,auswählen::V,escolher,алхра
1244,auswählen::V,seleccionar,алхра
1245,bewahren::V,guardar,
1246,bewahren::V,conservar,
1247,behindern::V,impedir,аҧырхагахара
1248,verderben::V,estragar,алгара
1249,verderben::V,estragar,абжьыхра
1250,verderben::V,estragar,аҧхасҭатəра
1251,verderben::V,corromper,алгара
1252,verderben::V,corromper,абжьыхра
1253,verderben::V,corromper,аҧхасҭатəра
1254,beschädigen::V,danificar,аҧхасҭатəра
1255,zerbrechen::V,romper,аҧҽра
1256,zerbrechen::V,quebrar,аҧҽра
1257,zerreißen::V,rasgar,аҧжəара
1258,zerstören::V,destruir,аилаҧыххаара
1259,verbrennen::V,queimar,абылра
1260,geben::V,dar,аҭара
1261,reichen::V,passar,аҭара
1262,schenken::V,oferecer,аҩгара
1263,versprechen::V,prometer,ақəргəыӷра
1264,wünschen::V,desejar,
1265,loben::V,louvar,арҽхəара
1266,küssen::V,beijar,агəӡра
1267,wiegen::V,embalar,
1268,zudecken::V,tapar,аҵахҩара
1269,zudecken::V,tapar,ақəршəра
1270,zudecken::V,cobrir,аҵахҩара
1271,zudecken::V,cobrir,ақəршəра
1272,wecken::V,acordar,арҿыхара
1273,wecken::V,despertar,арҿыхара
1274,zeigen::V,mostrar,арбара
1275,führen::V,guiar,аныҟəгара
1276,führen::V,conduzir,аныҟəгара
1277,lehren::V,ensinar,арҵара
1278,unterrichten::V,instruir,арҧхьара
1279,aufziehen::V,criar,ааӡара
1280,leiten::V,dirigir,ахагылазаара
1281,leiten::V,conduzir,ахагылазаара
1282,antreiben::V,impelir,арццакра
1283,lassen::V,fazer,арҟаҵара
1284,einladen::V,convidar,ааҕхьара
1285,einladen::V,convidar,анаҧхьара
1286,vereinigen::V,unir,аилаҵара
1287,vereinigen::V,reunir,аилаҵара
1288,besuchen::V,ir ver,абара
1289,besuchen::V,visitar,абара
1290,treffen::V,encontrar,аҧылара
1291,sich versammeln::V,reunir-se,аизара
1292,spielen::V,jogar,ахəмарра
1293,spielen::V,brincar,ахəмарра
1294,singen::V,cantar,ашəаҳəара
1295,tanzen::V,bailar,акəашара
1296,sich trennen::V,apartar-se,аилыҵра
1297,verlassen::V,deixar,акажьра
1298,verlassen::V,abandonar,акажьра
1299,retten::V,salvar,Аиқəрхара
1300,bewachen::V,vigiar,ахьчара
1301,bewachen::V,guardar,ахьчара
1302,schützen::V,proteger,ацəыхьчара
1303,verteidigen::V,defender,ахьчара
1304,sich schlagen::V,brigar,аисра
1305,sich schlagen::V,bater-se,аисра
1306,schießen::V,disparar,ахысра
1307,siegen::V,vencer,аиааира
1308,ärgern::V,irritar,аргəаара
1309,ärgern::V,aborrecer,аргəаара
1310,schlagen::V,bater,асра
1311,schlagen::V,bater,аҭасра
1312,treten::V,pisar,
1313,stechen::V,picar,алакшара
1314,stoßen::V,empurrar,агəҭасра
1315,stehlen::V,furtar,аӡара
1316,stören::V,perturbar,аҧырхагахара
1317,belästigen::V,incomodar,аргəамҵра
1318,belästigen::V,importunar,аргəамҵра
1319,verbergen::V,ocultar,аӡара
1320,verbergen::V,esconder,аӡара
1321,täuschen::V,iludir,ажьара
1322,täuschen::V,enganar,ажьара
1323,betrügen::V,burlar,ажьара
1324,betrügen::V,enganar,ажьара
1325,töten::V,matar,ашьра
1326,wohnen::V,morar,анхара
1327,arbeiten::V,trabalhar,аусура
1328,sammeln::V,recolher,аҟəшəара
1329,sammeln::V,coleccionar,аҟəшəара
1330,pflücken::V,colher,аҿыршəара
1331,pflücken::V,colher,аҿыхра
1332,jagen::V,caçar,ашəарыцара
1333,fischen::V,pescar,аҧсыӡ икуеит
1334,fassen::V,apanhar,акра
1335,hüten::V,guardar,арҳəра
1336,hüten::V,guardar,ахьчара
1337,treiben::V,conduzir,акацара
1338,anbinden::V,atar,адҳəалара
1339,füttern::V,dar de comer a,акырҿаҵара
1340,melken::V,ordenhar,ахьара
1341,hacken::V,rachar,аҟəаҟəара
1342,gießen::V,regar,аҵаҭəара
1343,reifen::V,amadurecer,ашəра
1344,reifen::V,amadurecer,аҟалара
1345,zubereiten::V,preparar,ацура
1346,kochen::V,cozer,ажəра
1347,backen::V,cozer,аӡра
1348,braten::V,assar,аӡра
1349,braten::V,fritar,аӡра
1350,umrühren::V,remexer,аилрыхра
1351,stricken::V,tricotar,аҧара
1352,stricken::V,fazer malha,аҧара
1353,nähen::V,coser,аӡахра
1354,nähen::V,costurar,аӡахра
1355,färben::V,tingir,ашəра
1356,färben::V,colorir,ашəра
1357,reinigen::V,limpar,арыцқьара
1358,reinigen::V,purificar,арыцқьара
1359,waschen::V,lavar,аӡәӡәара
1360,abwischen::V,limpar,арбара
1361,abwischen::V,esfregar,арбара
1362,spülen::V,lavar,аҭыршара
1363,spülen::V,enxaguar,аҭыршара
1364,fegen::V,varrer,аҧссара
1365,kehren::V,varrer,
1366,baden::V,banhar,аҽыкəабара
1367,baden::V,tomar banho,аҽыкəабара
1368,sich waschen::V,lavar-se,аҽыӡəӡəара
1369,ausziehen::V,despir,ашəыхра
1370,anziehen::V,vestir,ашəҵара
1371,sich anziehen::V,vestir-se,аҽеилаҳəара
1372,kämmen::V,pentear,аҳəара
1373,schmücken::V,adornar,арҧшӡара
1374,sagen::V,dizer,аҳəара
1375,sprechen::V,falar,ацəажəара
1376,reden::V,falar,ацəажəара
1377,reden::V,falar,аицәажәара
1378,sich unterhalten::V,conversar,аицәажәара
1379,fragen::V,perguntar,азҵаара
1380,bitten::V,pedir,аҳəара
1381,erzählen::V,contar,аҳəара
1382,mitteilen::V,comunicar,азыцҳара
1383,mitteilen::V,participar,азыцҳара
1384,nennen::V,nomear,ахьӡҵара
1385,nennen::V,apelidar,ахьӡҵара
1386,rufen::V,chamar,азҿыҭра
1387,prahlen::V,gabar-se,аҽхəара
1388,prahlen::V,vangloriar-se,аҽхəара
1389,übersetzen::V,traduzir,аиҭагара
1390,denken::V,pensar,азхəыцра
1391,glauben::V,crer,ахаҵара
1392,bemerken::V,notar,агəаҭара
1393,bemerken::V,observar,агəаҭара
1394,erkennen::V,reconhecer,адырра
1395,begreifen::V,apreender,аилкаара
1396,begreifen::V,compreender,аилкаара
1397,verstehen::V,entender,аҳара
1398,verstehen::V,compreender,аҳара
1399,lernen::V,aprender,аҵара
1400,wissen::V,saber,адырра
1401,sich erinnern an::V,lembrar-se de,агəаларшəара
1402,sich erinnern an::V,recordar-se de,агəаларшəара
1403,vergessen::V,esquecer,ахашҭра
1404,messen::V,medir,ашəара
1405,zählen::V,contar,аҧхьаӡара
1406,rechnen::V,calcular,аҳасабра
1407,lesen::V,ler,аҧхьара
1408,malen::V,pintar,
1409,zeichnen::V,desenhar,
1410,schreiben::V,escrever,
1411,besitzen::V,possuir,амазаара
1412,kaufen::V,comprar,Аахəара
1413,verkaufen::V,vender,аҭира
1414,bezahlen::V,pagar,ахҭынҵара
1415,bezahlen::V,pagar,ашəара
1416,zahlen::V,pagar,ашəара
1417,beherrschen::V,imperar,
1418,ertragen::V,suportar,ачҳара
