,Concept_ID,sah,ja
791,und::CNJ,итиэннэ,そして
792,oder::CNJ,эбэтэр,或いは
793,stehen::V,тур,立っている
794,sitzen::V,олор,座っている
795,liegen::V,сыт,横になっている
796,hängen::V,санньылый,掛かっている
797,werden::V,буол,なる
798,passieren::V,буол,起こる
799,beginnen::V,саҕалан,始まる
800,enden::V,бүт,終わる
801,wechseln::V,уларый,変わる
802,aufgehen[Sonne]::V,ой,出る
803,untergehen[Sonne]::V,киир,沈む
804,scheinen[Sonne]::V,сырдат,輝く
805,donnern::V,эт,雷が鳴る
806,wehen::V,үр,吹く
807,strömen::V,кутулун,流れる
808,fließen::V,сүүр,流れる
809,sich drehen::V,эргий,回転する
810,schwanken::V,биэтэҥнээ,揺れる
811,schwingen::V,эйэҥнээ,振動する
812,fallen::V,оҕут,落ちる
813,brennen::V,умай,燃える
814,rauchen::V,буруолаа,煙を出す
815,regnen::V,самыырдаа,雨が降る
816,gefrieren::V,тоҥ,凍る
817,tauen::V,ир,溶ける
818,schmelzen::V,уулун,溶ける
819,trocknen::V,куур,乾く
820,sieden::V,оргуй,沸く
821,faulen::V,сытый,腐る
822,verfaulen::V,сытыйан_хаал,朽ちる
823,reißen::V,хайыт,切れる
824,reißen::V,быһытталан,切れる
825,versinken::V,тимир,沈む
826,versinken::V,батылын,沈む
827,vergehen::V,дьай,経つ
828,erscheinen::V,көһүн,現れる
829,verschwinden::V,сүт,消える
830,sinken::V,намтаа,下がる
831,abnehmen::V,аччаа,減る
832,zunehmen::V,элбээ,増える
833,steigen::V,үрдээ,上がる
834,wachsen::V,үүн,伸びる
835,glänzen::V,кылбай,輝く
836,funkeln::V,күлүмнээ,ぴかぴか光る
837,funkeln::V,күлүмүрдээ,ぴかぴか光る
838,lärmen::V,тыаһаа,騒ぐ
839,läuten::V,собуоннаа,鳴る
840,klingeln::V,линкинээ,鳴る
841,klirren::V,айгырат,がらんがらんと鳴る
842,brausen::V,сирилээ,逆巻く
843,rauschen::V,суугунаа,戦ぐ
844,klingen::V,доргуй,鳴る
845,bellen::V,үр,吠える
846,heulen::V,улуй,きゃんきゃん鳴く
847,blasen::V,үр,吹く
848,pfeifen::V,иһиир,口笛を吹く
849,schreien::V,кылан,叫ぶ
850,schreien::V,хаһыытаа,叫ぶ
851,stöhnen::V,ынчыктаа,うめく
852,zittern::V,титирээ,震える
853,zittern::V,дьигиһий,震える
854,leben::V,олор,生きている
855,geboren werden::V,төрөө,生まれる
856,atmen::V,тыын,呼吸する
857,trinken::V,ис,飲む
858,essen::V,аһаа,食べる
859,schlucken::V,ыйыһын,飲み込む
860,müde werden::V,сылай,眠くなる
861,einschlafen::V,утуйан хаал,寝付く
862,schlafen::V,утуй,眠る
863,schlafen::V,утуйа сыт,眠る
864,aufwachen::V,уһугун,目が覚める
865,aufstehen::V,тур,起きる
866,sich erholen::V,сынньан,休養する
867,krank werden::V,ыарый,病気になる
868,krank sein::V,ыарый,病気である
869,krank sein::V,ыарыт,病気である
870,schmerzen::V,ыарыт,痛む
871,husten::V,сөтөлүн,咳をする
872,genesen::V,көн,元気になる
873,sterben::V,өл,死ぬ
874,sterben::V,өл,亡くなる
875,umkommen::V,өл,死亡する
876,umkommen::V,оҕут,死亡する
877,sich bewegen::V,хамсаа,移動する
878,sich rühren::V,хамсаа,動く
879,sich erheben::V,тур,立ち上がる
880,sich setzen::V,олор,座る
881,hinfallen::V,оҕут,転ぶ
882,laufen::V,хаам,歩く
883,schreiten::V,атыллаа,跨ぐ
884,spazierengehen::V,дьаарбай,散歩する
885,eilen::V,тиэтэй,急ぐ
886,sich beeilen::V,ыксаа,焦る
887,sausen::V,элээр,疾駆する
888,rennen::V,сүүрэкэлээ,走る
889,springen::V,ой,跳ぶ
890,springen::V,ыстан,跳ぶ
891,klettern::V,ытын,よじ登る
892,schaukeln::V,эйэҥнээ,ぶらんこに乗る
893,schaukeln::V,биэрэҥнээ,ぶらんこに乗る
894,kriechen::V,сыыл,這う
895,schwimmen::V,уһун,泳ぐ
896,schwimmen::V,харбаа,泳ぐ
897,tauchen::V,умус,潜る
898,rudern::V,эрт,漕ぐ
899,fahren::V,айаннаа,行く
900,fahren::V,айаннаа,乗車する
901,fliegen::V,көт,飛ぶ
902,gehen::V,бар,行く
903,weggehen::V,бар,立ち去る
904,abfahren::V,бар,出発する
905,anhalten::V,тохтоо,止まる
906,hineingehen::V,киир,入る
907,eintreten::V,киир,中に入る
908,kommen::V,кэл,来る
909,ankommen::V,кэл,着く
910,ankommen::V,кэл,到着する
911,ankommen::V,тиий,着く
912,ankommen::V,тиий,到着する
913,zurückkommen::V,төнүн,帰る
914,bleiben::V,хаал,留まる
915,warten::V,көһүт,待つ
916,erwarten::V,күүт,期待する
917,erwarten::V,көһүт,期待する
918,suchen::V,ирдээ,探る
919,suchen::V,көрдөө,探る
920,finden::V,бул,見つける
921,versuchen::V,сорун,試す
922,vorbereiten::V,бэлэмнээ,準備する
923,lieben::V,таптаа,愛する
924,mögen::V,сөбүл,好きである
925,lachen::V,күл,笑う
926,rühren::V,долгут,感情を動かす
927,weinen::V,ытаа,泣く
928,schimpfen::V,үөҕүс,叱る
929,sich ärgern::V,кыыһыр,怒る
930,sich ärgern::V,кыыһыр,腹を立てる
931,sich ärgern::V,кыйахан,怒る
932,sich ärgern::V,кыйахан,腹を立てる
933,sich fürchten::V,куттан,怖がる
934,sich fürchten::V,дьиксин,怖がる
935,fürchten::V,дьиксин,恐れる
936,fürchten::V,куттан,恐れる
937,fliehen::V,күрээ,逃げる
938,flüchten::V,күрээ,逃亡する
939,sehen::V,көр,見る
940,anschauen::V,көр,眺める
941,ansehen::V,көр,見る
942,hören::V,бил,聞く
943,hören::V,иһит,聞く
944,zuhören::V,иһит,聴く
945,probieren::V,боруобалаан көр,食べてみる
946,probieren::V,амсайан көр,食べてみる
947,riechen::V,сытырҕаа,気取る
948,fühlen::V,бил,感じる
949,scheinen::V,көһүн,ように見える
950,zu sehen sein::V,көһүн,見える
951,vernehmen::V,иһит,承る
952,frieren::V,тоҥ,寒気がする
953,frieren::V,үлүй,寒気がする
954,tun::V,гын,する
955,können::V,кыай,出来る
956,wollen::V,баҕар,-たい
957,anfangen::V,саҕалаа,始める
958,beenden::V,бүтэр,終える
959,aufhören::V,уурай,止める
960,gelingen::V,сатан,成功する
961,geraten::V,баар буолан биэр,当たる
962,geraten::V,баар буола тус,当たる
963,geraten::V,буолан таҕыс,当たる
964,öffnen::V,ас,開く
965,öffnen::V,ас,開ける
966,schließen::V,сап,閉める
967,schließen::V,хатаа,閉める
968,stellen::V,уур,置く
969,stellen::V,уур,据える
970,stellen::V,туруор,置く
971,stellen::V,туруор,据える
972,setzen::V,туруор,座らせる
973,setzen::V,уур,座らせる
974,legen::V,уур,置く
975,berühren::V,тыыт,触る
976,berühren::V,тыыт,触れる
977,berühren::V,таарый,触る
978,berühren::V,таарый,触れる
979,verbinden::V,кэлгий,結びつける
980,bedecken::V,бүрүй,覆う
981,aufhängen::V,ыйаа,掛ける
982,anzünden::V,умат,燃やす
983,anzünden::V,умат,火をつける
984,aufheben::V,өрө тарт,拾う
985,zurücklassen::V,бырах,残す
986,verlieren::V,сүтэр,無くす
987,fallen lassen::V,түһэр,落とす
988,fallen lassen::V,мүлчү тут,落とす
989,machen::V,оҥор,作る
990,machen::V,оҥоһун,作る
991,herstellen::V,оҥор,製造する
992,bauen::V,тут,建設する
993,reparieren::V,абырахтаа,直す
994,reparieren::V,абырахтаа,修理する
995,verbessern::V,тупсар,改良する
996,ändern::V,уларыт,変える
997,graben::V,хас,掘る
998,beugen::V,бокут,折る
999,beugen::V,токурут,折る
1000,beugen::V,бүк баттаа,折る
1001,biegen::V,иэх,曲げる
1002,biegen::V,өҕүлүннэр,曲げる
1003,drehen::V,эргит,回す
1004,drehen::V,эргичит,回す
1005,wenden::V,эргилин,裏返す
1006,umdrehen::V,түҥнэр,裏返す
1007,heben::V,көтөх,挙げる
1008,hochheben::V,таһаар,持ち上げる
1009,ergreifen::V,тут,取り上げる
1010,halten::V,тут,持つ
1011,drücken::V,ык,押す
1012,schieben::V,ас,ずらす
1013,kratzen::V,кыһыы,引っ掻く
1014,lecken::V,салаа,なめる
1015,beißen::V,ытыр,噛む
1016,abreißen::V,быһа тарт,剝ぎ取る
1017,abreißen::V,туура тарт,剝ぎ取る
1018,abschneiden::V,быс,切り取る
1019,abschneiden::V,быһан ыл,切り取る
1020,abschneiden::V,быһа баттаа,切り取る
1021,binden::V,кэлгий,縛る
1022,stecken::V,батары ас,差し込む
1023,brechen::V,тоһут,破る
1024,klopfen::V,тоҥсуй,とんとん叩く
1025,hauen::V,оҕус,叩く
1026,kleben::V,силимнээ,貼る
1027,kleben::V,силимнээ,くっ付ける
1028,reiben::V,аал,擦る
1029,streichen::V,сыбаа,塗る
1030,schleifen::V,чочуй,研ぐ
1031,schneiden::V,быс,切る
1032,rütteln::V,иэҕэҥнэт,揺さぶる
1033,schütteln::V,сахсый,振る
1034,schütteln::V,сахсый,揺さぶる
1035,schwenken::V,дайбаа,振る
1036,schütten::V,кут,注ぐ
1037,füllen::V,толор,いっぱいにする
1038,einwickeln::V,суулаа,包む
1039,tragen::V,ит,運ぶ
1040,schleppen::V,сос,引きずる
1041,ziehen::V,тарт,引く
1042,aufbewahren::V,уур,預かる
1043,aufbewahren::V,харай,預かる
1044,werfen::V,бырах,投げる
1045,fangen::V,хап,受ける
1046,packen::V,тут,掴む
1047,verstecken::V,саһыар,隠す
1048,teilen::V,үллэр,分ける
1049,schicken::V,ыыт,送る
1050,bringen::V,аҕал,持って行く
1051,hinzufügen::V,эп,加える
1052,bekommen::V,ыл,得る
1053,bekommen::V,булун,得る
1054,erhalten::V,ыл,受ける
1055,nehmen::V,ыл,取る
1056,wählen::V,быыбардаа,選ぶ
1057,auswählen::V,тал,選ぶ
1058,bewahren::V,харай,保存する
1059,behindern::V,мэһэйдээ,妨害する
1060,verderben::V,буорту гын,台無しにする
1061,beschädigen::V,алдьат,損傷する
1062,zerbrechen::V,үлтүрүт,割る
1063,zerreißen::V,хайыта тарт,引き裂く
1064,zerstören::V,алдьат,破壊する
1065,verbrennen::V,уоттаа,焼く
1066,geben::V,биэр,上げる
1067,reichen::V,аҕал,渡す
1068,schenken::V,бэлэхтээ,贈る
1069,versprechen::V,эрэннэр,約束する
1070,wünschen::V,баҕар,望む
1071,loben::V,хайҕаа,褒める
1072,küssen::V,уураа,キスする
1073,wiegen::V,бигээ,揺する
1074,zudecken::V,сап,覆う
1075,zudecken::V,бүрүй,覆う
1076,wecken::V,уһугуннар,起こす
1077,zeigen::V,көрдөр,見せる
1078,führen::V,салай,案内する
1079,lehren::V,үөрэт,教える
1080,unterrichten::V,үөрэт,通知する
1081,aufziehen::V,иит,育てる
1082,leiten::V,салай,導く
1083,antreiben::V,кыһай,励ます
1084,lassen::V,күһэй,～させる
1085,einladen::V,ыҥыр,誘う
1086,einladen::V,ыҥыр,招待する
1087,vereinigen::V,холбоо,一つにする
1088,vereinigen::V,түм,一つにする
1089,besuchen::V,сырыт,訪ねる
1090,besuchen::V,билсэ сырыт,訪ねる
1091,treffen::V,көрүс,出会う
1092,sich versammeln::V,мүһүн,集まる
1093,sich versammeln::V,түмүс,集まる
1094,spielen::V,оонньоо,遊ぶ
1095,singen::V,ыллаа,歌う
1096,tanzen::V,үҥкүүлээ,踊る
1097,sich trennen::V,араҕыс,別れる
1098,verlassen::V,хааллар,別れる
1099,retten::V,өрүһүй,救う
1100,retten::V,өрүһүй,助ける
1101,bewachen::V,араҥаччылаа,見張る
1102,bewachen::V,араҥаччылаа,軽微する
1103,schützen::V,көмүскээ,保護する
1104,verteidigen::V,көмүскээ,守る
1105,sich schlagen::V,охсус,殴る
1106,schießen::V,ытыалаа,撃つ
1107,siegen::V,хот,勝つ
1108,siegen::V,кыай,勝つ
1109,ärgern::V,кыыһырт,怒らせる
1110,schlagen::V,оҕус,殴る
1111,treten::V,тэп,蹴る
1112,stechen::V,кэй,突く
1113,stoßen::V,кэп,突く
1114,stoßen::V,үтүрүй,突く
1115,stehlen::V,уор,盗る
1116,stören::V,мэһэйдээ,構う
1117,belästigen::V,батар,邪魔する
1118,verbergen::V,кистээ,隠す
1119,täuschen::V,албыннаа,だます
1120,betrügen::V,албыннаа,だます
1121,töten::V,өлөр,殺す
1122,wohnen::V,олор,住む
1123,arbeiten::V,үлэлээ,働く
1124,sammeln::V,мус,集める
1125,sammeln::V,мус,収集する
1126,sammeln::V,хомуй,集める
1127,sammeln::V,хомуй,収集する
1128,pflücken::V,үргээ,摘む
1129,jagen::V,бултаа,狩りをする
1130,fischen::V,балыктаа,釣る
1131,fassen::V,тут,捕る
1132,hüten::V,манаа,放牧する
1133,treiben::V,үүр,追う
1134,anbinden::V,баай,繋ぐ
1135,füttern::V,аһат,餌をやる
1136,melken::V,ыа,搾乳する
1137,hacken::V,кэрт,刻む
1138,gießen::V,сиигирт,水をやる
1139,reifen::V,бус,熟す
1140,zubereiten::V,бэлэмнээ,調理する
1141,kochen::V,буһар,煮る
1142,backen::V,буһар,焼く
1143,braten::V,хооруй,焼く
1144,braten::V,хооруй,炒める
1145,braten::V,ыһаарылаа,焼く
1146,braten::V,ыһаарылаа,炒める
1147,braten::V,соркуойдаа,焼く
1148,braten::V,соркуойдаа,炒める
1149,umrühren::V,былаа,混ぜる
1150,stricken::V,өр,編む
1151,nähen::V,иистэн,縫う
1152,färben::V,кырааскалаа,染める
1153,reinigen::V,ыраастаа,掃除する
1154,waschen::V,сууй,洗う
1155,waschen::V,сууй,洗濯する
1156,abwischen::V,сот,拭く
1157,spülen::V,сайҕаа,洗う
1158,spülen::V,сайҕаа,すすぐ
1159,fegen::V,сиппий,掃除する
1160,kehren::V,харбаа,掃く
1161,baden::V,сөтүөлээ,入浴する
1162,sich waschen::V,суун,洗う
1163,ausziehen::V,уһул,脱ぐ
1164,anziehen::V,кэтэрт,着る
1165,sich anziehen::V,таҥын,着る
1166,kämmen::V,тараа,梳く
1167,schmücken::V,симээ,飾る
1168,sagen::V,диэ,言う
1169,sprechen::V,эт,話す
1170,sprechen::V,саҥар,話す
1171,reden::V,кэпсэт,話す
1172,sich unterhalten::V,кэпсэт,話をする
1173,fragen::V,ыйыт,聞く
1174,bitten::V,көрдөс,頼む
1175,bitten::V,көрдөс,お願いする
1176,erzählen::V,кэпсээ,物語る
1177,erzählen::V,сэһэргээ,物語る
1178,mitteilen::V,биллэр,伝える
1179,nennen::V,ааттаа,名づける
1180,rufen::V,ыҥыр,呼ぶ
1181,prahlen::V,чабылан,自慢する
1182,prahlen::V,киһиргээ,自慢する
1183,übersetzen::V,тылбаастаа,訳す
1184,denken::V,санаа,考える
1185,denken::V,толкуйдаа,考える
1186,glauben::V,итэҕэй,信じる
1187,bemerken::V,бэлиэтээ,気が付く
1188,erkennen::V,бил,認識する
1189,begreifen::V,өйдөө,分かる
1190,verstehen::V,өйдөө,聞き取る
1191,lernen::V,үөрэн,学ぶ
1192,lernen::V,үөрэн,勉強する
1193,wissen::V,бил,知っている
1194,sich erinnern an::V,аҕын,思い出す
1195,vergessen::V,умун,忘れる
1196,messen::V,кэмнээ,計る
1197,messen::V,кэмнээ,測定する
1198,messen::V,кээмэйдээ,計る
1199,messen::V,кээмэйдээ,測定する
1200,zählen::V,аах,数える
1201,rechnen::V,аах,計算する
1202,lesen::V,аах,読む
1203,malen::V,уруһуйдаа,描く
1204,zeichnen::V,уруһуйдаа,写生する
1205,schreiben::V,суруй,書く
1206,besitzen::V,баһылаа,所持する
1207,kaufen::V,атыылас,買う
1208,verkaufen::V,атыылаа,売る
1209,bezahlen::V,төлөө,払う
1210,zahlen::V,төлөө,支払う
1211,beherrschen::V,баһылаа,支配する
1212,ertragen::V,тулуй,耐える
