,Concept_ID,it,ady
695,geschickt::A,àbile,ӏэпэӏэсэ́
696,geschickt::A,àbile,шо́у шӏыгъэ́
697,lieb::A,caro,псэм фэд
698,lustig::A,gaio,чэф
699,lustig::A,allegro,чэф
700,sanft::A,dolce,ӏушъа́б
701,hungrig::A,affamato,гъаблэ́
702,krank::A,malato,сыма́дж
703,krank::A,infermo,сыма́дж
704,nackt::A,nudo,пцӏанэ́
705,traurig::A,triste,нэшхъэй
706,lebendig::A,vivo,
707,gut::A,buono,дэгъу́
708,schlecht::A,cattivo,дэи
709,richtig::A,giusto,тэрэз
710,schlimm::A,grave,щынэгъо
711,wahr::A,vero,шъыпкъэ́
712,alt::A,vecchio,жъы
713,neu::A,nuovo,кӏэ
714,ehemalig::A,vecchio,-щтыгъэ
715,ehemalig::A,vecchio,-гъэ
716,ehemalig::A,d'una_volta,-щтыгъэ
717,ehemalig::A,d'una_volta,-гъэ
718,alt[Lebewesen]::A,anziano,жъы
719,jung::A,giovane,ныбжьыкӏэ́
720,arm::A,pòvero,тхьамы́кӏ
721,reich::A,ricco,бай
722,bekannt::A,noto,нэӏуа́с
723,bekannt::A,conosciuto,нэӏуа́с
724,berühmt::A,famoso,цӏэры́ӏу
725,berühmt::A,cèlebre,цӏэры́ӏу
726,fremd::A,estràneo,хымэ
727,fremd::A,straniero,хымэ
728,verschieden::A,diverso,зэфэшъхьафы
729,verschieden::A,differente,зэфэшъхьафы
730,nah::A,vicino,благъэ́
731,nah::A,propinquo,благъэ́
732,fern::A,lontano,чыжьэ
733,linker::A,sinistro,сэмэ́гу
734,rechter::A,destro,джабгъу
735,anderer::A,altro,нэмы́кӏ
736,erster::A,primo,апэр
737,zweiter::A,secondo,я́тӏонэр
738,dritter::A,terzo,ящэнэр
739,letzter::A,ùltimo,аужыр
740,allein::ADV,solo,зы
741,allein::ADV,da solo,зы
742,auf einmal::ADV,insieme,ардэдэм
743,auf einmal::ADV,insieme,асыхьатым
744,zusammen::ADV,insieme,зэгъусэхэ́у
745,lange::ADV,a lungo,бэрэ́
746,plötzlich::ADV,all'improvviso,зэкӏэм
747,sofort::ADV,sùbito,ардэдэм
748,sofort::ADV,sùbito,асыхьатым
749,sofort::ADV,all'istante,ардэдэм
750,sofort::ADV,all'istante,асыхьатым
751,später::ADV,più tardi,нэужым
752,jetzt::ADV,ora,джы
753,jetzt::ADV,adesso,джы
754,heute::ADV,oggi,непэ́
755,morgen::ADV,domani,неу́щы
756,bald::ADV,presto,псынкӏэу
757,bald::ADV,tra poco,псынкӏэу
758,dann::ADV,allora,нэужым
759,gestern::ADV,ieri,тыгъуа́с
760,einst::ADV,prima,зэгорэ́м
761,einst::ADV,un tempo,зэгорэ́м
762,damals::ADV,allora,армэ
763,damals::ADV,allora,ащыгъум
764,danach::ADV,poi,нэужым
765,danach::ADV,dopo,нэужым
766,vorher::ADV,prima,нахьыпэм
767,zuerst::ADV,prima,
768,zuerst::ADV,dapprima,
769,einmal::ADV,una volta,зэ
770,manchmal::ADV,talvolta,
771,manchmal::ADV,qualche volta,
772,oft::ADV,spesso,бэрэ
773,immer::ADV,sempre,ренэ́у
774,niemals::ADV,non mai,
775,hier::ADV,qua,
776,hierhin::ADV,qua,
777,von hier::ADV,ne,
778,von hier::ADV,da qui,
779,dort::ADV,lì,модэ
780,dorthin::ADV,là,модэ́
781,geradeaus::ADV,diritto,занкӏэу
782,vorwärts::ADV,avanti,ыпэкӏэ
783,rückwärts::ADV,all'indietro,ыужыкӏэ́
784,zurück::ADV,di indietro,ыужыкӏэ́
785,unten::ADV,giù,ычӏэкӏэ́
786,unten::ADV,sotto,ычӏэкӏэ́
787,hinab::ADV,giù,ычӏэгъы́
788,hinab::ADV,giù,ычӏэкӏэ́
789,hinab::ADV,in giù,ычӏэгъы́
790,hinab::ADV,in giù,ычӏэкӏэ́
791,oben::ADV,su,ышъхьагъы
792,oben::ADV,sopra,ышъхьагъы
793,hinauf::ADV,in sù,ышъхьагъыкӏэ
794,hinauf::ADV,in alto,ышъхьагъыкӏэ
795,überall::ADV,dappertutto,тыди́
796,überall::ADV,dappertutto,тыдэкӏи́
797,nicht::ADV,non,-п
798,nicht::ADV,non,мы-
799,ein wenig::ADV,un po',тӏэкӏу
800,ein wenig::ADV,un poco,тӏэкӏу
801,kaum::ADV,a appena,къоды́й
802,sehr::ADV,molto,дэд
803,so::ADV,così,ащ фэд
804,so::ADV,così,мыщ фэд
805,so::ADV,così,джащ фэд
806,so::ADV,tanto,ащ фэд
807,so::ADV,tanto,мыщ фэд
808,so::ADV,tanto,джащ фэд
809,noch::ADV,ancora,джыри
810,nur::ADV,solo,ныӏэ́п
811,nur::ADV,soltanto,ныӏэ́п
812,schon::ADV,già,
813,wieder::ADV,di nuovo,джыри
814,vergebens::ADV,invano,пкӏэнчъэ́у
815,vor::PRP,davanti a,пашъхьэ́
816,hinter::PRP,dietro,кӏы́б
817,unter::PRP,sotto,чӏэ-
818,durch::PRP,per,пхыры-
819,durch::PRP,attraverso,пхыры-
820,neben::PRP,a accanto a,дэжь
821,zwischen::PRP,fra,азыфа́гу
822,wegen::PRP,a causa di,къы-
823,dies::PRN,ciò,ар
824,dies::PRN,questo,ар
825,das::PRN,ciò,а
826,das::PRN,ciò,мо
827,das::PRN,quello,а
828,das::PRN,quello,мо
829,alles::PRN,tutto,зэкӏэ́
830,ich::PRN,ìo,сэ
831,du::PRN,tu,о
832,er::PRN,lui,ар
833,er::PRN,egli,ар
834,wir::PRN,noi,тэ
835,ihr::PRN,voi,шъо
836,sie::PRN,loro,ахэр
837,was::FPRN,che,сыд
838,was::FPRN,che cosa,сыд
839,wer::FPRN,chi,хэт
840,wo::FADV,dove,тыдэ́
841,wohin::FADV,dove,тыдэ́
842,wie::FADV,come,сыдэущтэ́у
843,warum::FADV,perche,сыд пае́
844,wieviel::FNUM,quanto,тхьапш
845,wieviel::FNUM,quanto,сыд фэди́з
846,eins::NUM,uno,зы
847,zwei::NUM,due,тӏу
848,drei::NUM,tre,щы
849,vier::NUM,quattro,плӏы
850,fünf::NUM,cinque,тфы
851,sechs::NUM,sei,хы
852,sieben::NUM,sette,блы
853,acht::NUM,otto,и
854,neun::NUM,nove,бгъу
855,zehn::NUM,dieci,пшӏы
856,elf::NUM,ùndici,пшӏыкӏузы́
857,zwölf::NUM,dodici,пшӏыкӏутӏу
858,zwanzig::NUM,venti,тӏокӏы́
859,dreißig::NUM,trenta,щэкӏы
860,vierzig::NUM,quaranta,тӏокӏи́тӏу
861,fünfzig::NUM,cinquanta,шъэны́ыкъу
862,sechzig::NUM,sessanta,тӏокӏи́щ
863,siebzig::NUM,settanta,тӏокӏищырэ́ пшӏырэ́
864,achtzig::NUM,ottanta,тӏокӏи́пӏ
865,neunzig::NUM,novanta,тӏокӏиилӏырэ́ пшӏырэ́
866,hundert::NUM,cento,шъэ
867,tausend::NUM,mille,мин
868,und::CNJ,e,ыкӏи
869,oder::CNJ,o,е
870,stehen::V,stare in piedi,ущытын
871,stehen::V,stare in piedi,умыхъыен
872,sitzen::V,sedere,уисын
873,sitzen::V,sedere,утесын
874,sitzen::V,stare seduto,уисын
875,sitzen::V,stare seduto,утесын
876,liegen::V,giacere,телъы́н
877,hängen::V,pèndere,къыщылэлын
878,hängen::V,pèndere,къыщылэлын щыгъын быхъур
879,hängen::V,èssere appeso,къыщылэлын
880,hängen::V,èssere appeso,къыщылэлын щыгъын быхъур
881,werden::V,farsi,хъун
882,werden::V,diventare,хъун
883,passieren::V,succèdere,къэхъун
884,beginnen::V,cominciare,къежьэн
885,beginnen::V,cominciare,къыублэн
886,enden::V,finire,ухы́н
887,enden::V,terminare,ухы́н
888,wechseln::V,variare,зэхъожьы́н
889,wechseln::V,cambiare,зэхъожьы́н
890,aufgehen[Sonne]::V,sòrgere,къыкъокӏы́н
891,aufgehen[Sonne]::V,spuntare,къыкъокӏы́н
892,untergehen[Sonne]::V,tramontare,къохьан
893,scheinen[Sonne]::V,splèndere,къепсыи
894,donnern::V,tonare,гъогъон
895,wehen::V,soffiare,епщэ́н
896,strömen::V,fluire,чъэн
897,fließen::V,fluire,чъэн
898,fließen::V,scorrere,чъэн
899,sich drehen::V,girarsi,зыгъэчэрэгъу́н
900,schwanken::V,oscillare,хъые́н
901,schwanken::V,barcollare,хъые́н
902,schwingen::V,vibrare,зыгъэхъые́н
903,schwingen::V,oscillare,зыгъэхъые́н
904,fallen::V,cadere,къефэхы́н
905,brennen::V,àrdere,стын
906,brennen::V,bruciare,стын
907,rauchen::V,fumare,ӏугъо къикӏын
908,regnen::V,piòvere,къещхы́н
909,gefrieren::V,gelarsi,дыкъын
910,gefrieren::V,congelarsi,дыкъын
911,tauen::V,sciògliersi,жъун
912,schmelzen::V,fòndere,ткӏун
913,schmelzen::V,sciògliersi,ткӏун
914,trocknen::V,asciugarsi,гъушъы́н
915,trocknen::V,asciugarsi,чъэпхъу́н
916,sieden::V,bollire,жъон
917,faulen::V,marcire,шъун
918,verfaulen::V,imputridire,шъун
919,reißen::V,strapparsi,зэӏэтхъы́н
920,versinken::V,affondare,чӏихьан
921,vergehen::V,passare,блэкӏы́н
922,erscheinen::V,apparire,къэлъэгъон
923,erscheinen::V,comparire,къэлъэгъон
924,verschwinden::V,sparire,кӏодыжьы́н
925,verschwinden::V,scomparire,кӏодыжьы́н
926,sinken::V,calare,
927,sinken::V,scendere,
928,abnehmen::V,diminuire,къыкӏичын
929,zunehmen::V,aumentare,хэхъо́н
930,steigen::V,salire,къежьэн
931,steigen::V,montare,къежьэн
932,wachsen::V,crescere,хэхъо́н
933,wachsen::V,crescere,къэкӏы́н
934,glänzen::V,splèndere,цӏыу́н
935,funkeln::V,brillare,жъыу́н
936,funkeln::V,scintillare,жъыу́н
937,lärmen::V,strepitare,бырсыры́н
938,lärmen::V,fare chiasso,бырсыры́н
939,läuten::V,suonare,теон
940,klingeln::V,suonare,теон
941,klirren::V,tintinnare,
942,brausen::V,rombare,шъуин
943,brausen::V,rumoreggiare,шъуин
944,rauschen::V,frusciare,макъэ гъэӏун
945,klingen::V,suonare,къыхэӏукӏын
946,bellen::V,latrare,хьакъу́н
947,bellen::V,abbaiare,хьакъу́н
948,heulen::V,urlare,быун
949,heulen::V,ululare,быун
950,blasen::V,soffiare,епщэ́н
951,pfeifen::V,fischiare,шъуин
952,schreien::V,gridare,куо́н
953,schreien::V,gridare,кӏыи́н
954,stöhnen::V,gèmere,щэӏун
955,zittern::V,tremare,кӏэзэзын
956,leben::V,vìvere,псэу́н
957,geboren werden::V,nàscere,къэхъун
958,atmen::V,respirare,жьы къэщэ́н
959,trinken::V,bere,ешъо́н
960,essen::V,mangiare,шхын
961,schlucken::V,inghiottire,бдырыин
962,müde werden::V,stancarsi,пшъын
963,einschlafen::V,addormentarsi,хэчъыен
964,schlafen::V,dormire,чъые́н
965,aufwachen::V,svegliarsi,къэущы́н
966,aufstehen::V,levarsi,уцу́н
967,sich erholen::V,riposarsi,зыгъэпсэфын
968,krank werden::V,ammalarsi,сымаджэ́ хъун
969,krank sein::V,èssere malato,сымэджэ́н
970,schmerzen::V,dolere,сымэджэ́н
971,husten::V,tossire,пскэ́н
972,genesen::V,guarire,хъужьын
973,sterben::V,morire,лӏэн
974,umkommen::V,perire,хэкӏодэн
975,sich bewegen::V,agitarsi,хъые́н
976,sich rühren::V,muòversi,хъые́н
977,sich erheben::V,alzarsi,къэтэджын
978,sich setzen::V,sedersi,тӏысы́н
979,hinfallen::V,cadere,ебэджы́н
980,laufen::V,camminare,кӏон
981,laufen::V,andare a piedi,кӏон
982,schreiten::V,andare,кӏон
983,schreiten::V,procedere,кӏон
984,spazierengehen::V,passeggiare,къэкӏухьэн
985,spazierengehen::V,andare a passeggio,къэкӏухьэн
986,eilen::V,andare in fretta,гузэжъон
987,sich beeilen::V,affrettarsi,гуӏэ́н
988,sausen::V,volare,псынкӏэ́у чъэн
989,sausen::V,correre,псынкӏэ́у чъэн
990,rennen::V,correre,чъэн
991,springen::V,saltare,пкӏэн
992,klettern::V,arrampicarsi,дэцохъоен
993,schaukeln::V,fare l'altalena,уешӏэн
994,kriechen::V,strisciare,цохъо́н
995,schwimmen::V,nuotare,есы́н
996,tauchen::V,tuffarsi,зычӏэгъэо́н
997,tauchen::V,immèrgersi,зычӏэгъэо́н
998,rudern::V,remare,къошъо бэщкӏэ фын
999,fahren::V,andare,кӏон
1000,fahren::V,viaggiare,кӏон
1001,fliegen::V,volare,быбы́н
1002,gehen::V,andare,кӏон
1003,weggehen::V,andàrsene,ӏукӏын
1004,weggehen::V,andare via,ӏукӏын
1005,abfahren::V,partire,ежьэн
1006,anhalten::V,fermarsi,къэуцу́н
1007,hineingehen::V,entrare,ихьан
1008,eintreten::V,entrare,чӏэхьан
1009,kommen::V,venire,къэкӏо́н
1010,ankommen::V,arrivare,къэсы́н
1011,zurückkommen::V,ritornare,гъэзэжьын
1012,bleiben::V,restare,къэнэ́н
1013,bleiben::V,rimanere,къэнэ́н
1014,warten::V,aspettare,пэплъэ́н
1015,erwarten::V,attèndere,ежэн
1016,suchen::V,cercare,лъыхъу́н
1017,finden::V,trovare,къэгъоты́н
1018,finden::V,trovare,къыхэгъэщы́н
1019,versuchen::V,tentare,пылъы́н
1020,vorbereiten::V,preparare,гъэхьазыры́н
1021,lieben::V,amare,шӏу плъэгъу́н
1022,mögen::V,piacere a,шӏу плъэгъу́н
1023,mögen::V,volere bene a,шӏу плъэгъу́н
1024,lachen::V,rìdere,щхын
1025,rühren::V,commuòvere,гур гъэузын
1026,weinen::V,piàngere,гъын
1027,schimpfen::V,imprecare,хъонэн
1028,sich ärgern::V,stizzirsi,губжы́н
1029,sich ärgern::V,arrabbiarsi,губжы́н
1030,sich fürchten::V,avere paura,щынэ́н
1031,fürchten::V,temere,щынэ́н
1032,fliehen::V,fuggire,
1033,flüchten::V,sfuggire,
1034,sehen::V,vedere,льэгъу́н
1035,anschauen::V,guardare,плъэн
1036,anschauen::V,guardare,еплъы́н
1037,ansehen::V,guardare,плъэн
1038,hören::V,udire,зэхэхын
1039,hören::V,sentire,зэхэхын
1040,zuhören::V,ascoltare,дэӏо́н
1041,probieren::V,degustare,хэӏэн
1042,probieren::V,assaggiare,хэӏэн
1043,riechen::V,sentire,пэмэ́н
1044,fühlen::V,sentire,зэхэпшӏэн
1045,scheinen::V,parere,уащыхъу́н
1046,scheinen::V,parere,уашӏошӏы́н
1047,scheinen::V,sembrare,уащыхъу́н
1048,scheinen::V,sembrare,уашӏошӏы́н
1049,zu sehen sein::V,vedersi,зэрэлъэгъу́н
1050,vernehmen::V,sentire,зэхэхын
1051,vernehmen::V,percepire,зэхэхын
1052,frieren::V,aver freddo,дыкъын
1053,frieren::V,aver freddo,пӏыкӏэн
1054,frieren::V,aver freddo,чъыӏэ́ лӏэн
1055,tun::V,fare,шӏын
1056,können::V,sapere,лъэкӏы́н
1057,wollen::V,volere,фэе́н
1058,anfangen::V,iniziare,ублэн
1059,anfangen::V,cominciare,ублэн
1060,beenden::V,finire,ухы́н
1061,beenden::V,terminare,ухы́н
1062,aufhören::V,finire,щыгъэтын
1063,aufhören::V,cessare,щыгъэтын
1064,gelingen::V,riuscire,хъун
1065,geraten::V,stare,
1066,öffnen::V,aprire,ӏухы́н
1067,schließen::V,chiùdere,игъэсэн
1068,stellen::V,porre,бгъэуцун
1069,stellen::V,mettere,бгъэуцун
1070,setzen::V,porre,гъэтӏысы́н
1071,setzen::V,mettere,гъэтӏысы́н
1072,legen::V,posare,хэлъхьа́н
1073,legen::V,mettere,хэлъхьа́н
1074,berühren::V,toccare,эӏэн
1075,berühren::V,toccare,нэсын
1076,verbinden::V,unire,зэхэпхэ́н
1077,verbinden::V,unire,пхын
1078,verbinden::V,congiùngere,зэхэпхэ́н
1079,verbinden::V,congiùngere,пхын
1080,bedecken::V,coprire,техъо́н
1081,bedecken::V,ricoprire,техъо́н
1082,aufhängen::V,attaccare,пылъэ́н
1083,anzünden::V,accèndere,хэгъэнэ́н
1084,anzünden::V,incendiare,хэгъэнэ́н
1085,aufheben::V,raccògliere,
1086,zurücklassen::V,lasciare,къэгъэнэ́н
1087,zurücklassen::V,lasciare indietro,къэгъэнэ́н
1088,verlieren::V,pèrdere,чӏэ́нэн
1089,verlieren::V,pèrdere,шӏокӏоды́н
1090,fallen lassen::V,lasciare cadere,чӏэунэн
1091,fallen lassen::V,lasciare cadere,пӏэпызын
1092,machen::V,fare,шӏын
1093,herstellen::V,produrre,шӏы́н
1094,herstellen::V,fabbricare,шӏы́н
1095,bauen::V,costruire,шӏы́н
1096,reparieren::V,riparare,дыжьы́н
1097,verbessern::V,migliorare,нахьышӏу пшӏын
1098,verbessern::V,migliorare,нахь дэгъу пшӏын
1099,ändern::V,mutare,зэблэхъу́н
1100,ändern::V,cambiare,зэблэхъу́н
1101,graben::V,scavare,тӏын
1102,beugen::V,chinare,
1103,beugen::V,flettere,
1104,biegen::V,tòrcere,уфэн
1105,drehen::V,girare,гъэчэрегъу́
1106,wenden::V,girare,пӏонтӏэн
1107,wenden::V,girare,бгъэзэн
1108,wenden::V,girare,уӏубын
1109,wenden::V,voltare,пӏонтӏэн
1110,wenden::V,voltare,бгъэзэн
1111,wenden::V,voltare,уӏубын
1112,umdrehen::V,rivoltare,
1113,heben::V,levare,ӏэты́н
1114,hochheben::V,levare,ӏэты́н
1115,hochheben::V,sollevare,ӏэты́н
1116,ergreifen::V,afferrare,къэубыты́н
1117,halten::V,tenere,ӏыгъы́н
1118,drücken::V,premere,тэӏункӏэн
1119,schieben::V,spìngere,уеӏункӏын
1120,schieben::V,spìngere,уетӏыргун
1121,kratzen::V,grattare,цӏэнтхъун
1122,kratzen::V,graffiare,цӏэнтхъун
1123,lecken::V,leccare,бзэи́н
1124,beißen::V,mòrdere,ецэкъэ́н
1125,abreißen::V,staccarsi,къичын
1126,abreißen::V,staccarsi,пытхъын
1127,abreißen::V,strapparsi,къичын
1128,abreißen::V,strapparsi,пытхъын
1129,abschneiden::V,tagliare,пыупкӏын
1130,abschneiden::V,tagliare,гобзыкӏын
1131,binden::V,legare,епхын
1132,binden::V,bendare,епхын
1133,stecken::V,ficcare,хэсэн
1134,brechen::V,rompere,зэпыпкӏын
1135,klopfen::V,bàttere,теон
1136,hauen::V,picchiare,теон
1137,kleben::V,incollare,щхэн
1138,reiben::V,fregare,пӏотын
1139,streichen::V,spalmare,щыфэн
1140,schleifen::V,arrotare,гъэчаны́н
1141,schleifen::V,arrotare,кӏэлыкӏы́н
1142,schneiden::V,tagliare,бзын
1143,rütteln::V,scuòtere,гъэсысын
1144,schütteln::V,agitare,гъэсысын
1145,schütteln::V,scuòtere,гъэсысын
1146,schwenken::V,agitare,ӏэ шӏын
1147,schwenken::V,sventolare,ӏэ шӏын
1148,schütten::V,versare,икӏэ́н
1149,füllen::V,riempire,из шӏын
1150,einwickeln::V,involtare,кӏоцӏыщыхьа́н
1151,tragen::V,portare,хьын
1152,schleppen::V,trainare,пхьын
1153,schleppen::V,trainare,плъэшъун
1154,schleppen::V,trascinare,пхьын
1155,schleppen::V,trascinare,плъэшъун
1156,ziehen::V,tirare,пкъудыин
1157,ziehen::V,tirare,пщэн
1158,ziehen::V,tirare,плъэшъун
1159,aufbewahren::V,custodire,пӏыгъын
1160,aufbewahren::V,custodire,уухъумэн
1161,aufbewahren::V,conservare,пӏыгъын
1162,aufbewahren::V,conservare,уухъумэн
1163,werfen::V,gettare,дзын
1164,werfen::V,lanciare,дзын
1165,fangen::V,prèndere,къэубыты́н
1166,fangen::V,acchiappare,къэубыты́н
1167,packen::V,pigliare,къэубыты́н
1168,packen::V,afferrare,къэубыты́н
1169,verstecken::V,nascondere,бгъэбылъын
1170,teilen::V,divìdere,гощы́н
1171,schicken::V,inviare,гъахьы́н
1172,bringen::V,portare,къэхьы́н
1173,bringen::V,apportare,къэхьы́н
1174,hinzufügen::V,aggiùngere,хэгъэхъо́н
1175,bekommen::V,ricevere,
1176,erhalten::V,ricevere,
1177,nehmen::V,prèndere,къытехы́н
1178,wählen::V,elèggere,къыхэхы́н
1179,wählen::V,scegliere,къыхэхы́н
1180,auswählen::V,scegliere,къыхэхы́н
1181,bewahren::V,conservare,къэухъумэн
1182,behindern::V,impedire,пэрыохъу хъун
1183,verderben::V,guastare,къутэн
1184,beschädigen::V,danneggiare,къутэн
1185,zerbrechen::V,rompere,къутэн
1186,zerbrechen::V,spezzare,къутэн
1187,zerreißen::V,stracciare,зэӏэтхъы́н
1188,zerstören::V,distrùggere,къутэ́н
1189,verbrennen::V,bruciare,гъэсты́н
1190,geben::V,dare,еты́н
1191,reichen::V,pòrgere,еты́н
1192,schenken::V,regalare,еты́н
1193,versprechen::V,promettere,гъэгугъэ́н
1194,wünschen::V,augurare,шӏоигъо́н
1195,loben::V,lodare,щытхъун
1196,küssen::V,baciare,ебэу́н
1197,wiegen::V,cullare,гъэхъыен
1198,wiegen::V,dondolare,гъэхъыен
1199,zudecken::V,coprire,техъо́н
1200,wecken::V,svegliare,къэгъэущы́н
1201,zeigen::V,indicare,гъэлъэгъо́н
1202,führen::V,guidare,щэн
1203,führen::V,condurre,щэн
1204,lehren::V,insegnare,егъэджэ́н
1205,lehren::V,insegnare,егъэшӏэн
1206,unterrichten::V,istruire,егъэджэ́н
1207,unterrichten::V,insegnare,егъэджэ́н
1208,aufziehen::V,allevare,пӏун
1209,leiten::V,avviare,гъэзекӏон
1210,leiten::V,dirìgere,гъэзекӏон
1211,antreiben::V,incitare,къепфылӏэн
1212,lassen::V,fare,еты́н
1213,einladen::V,invitare,къегъэблэгъэн
1214,vereinigen::V,unire,зэгогъэхьан
1215,besuchen::V,visitare,щыӏэ́н
1216,besuchen::V,far vìsita a,щыӏэ́н
1217,treffen::V,incontrare,ӏукӏэ́н
1218,treffen::V,incontrare,пэгъокӏы́н
1219,sich versammeln::V,rinunirsi,зэхэхьан
1220,spielen::V,giocare,джэгу́н
1221,singen::V,cantare,орэ́д къэӏо́н
1222,tanzen::V,danzare,къэшъо́н
1223,sich trennen::V,separarsi,зэгокӏыжьы́ных
1224,verlassen::V,lasciare,бгынэн
1225,verlassen::V,lasciare,хэкӏыжьын
1226,verlassen::V,abbandonare,бгынэн
1227,verlassen::V,abbandonare,хэкӏыжьын
1228,retten::V,salvare,къыхэпхыжьын
1229,retten::V,salvare,къэбгъэнэжьын
1230,bewachen::V,custodire,къэгъэгъунэн
1231,schützen::V,protèggere,ухъумэ́н
1232,verteidigen::V,difèndere,къэухъумэн
1233,sich schlagen::V,bàttersi,эзэон
1234,schießen::V,sparare,он
1235,siegen::V,vìncere,текӏо́н
1236,ärgern::V,stizzire,бгъэгубжын
1237,schlagen::V,bàttere,ео́н
1238,treten::V,calciare,
1239,stechen::V,pùngere,хэӏун
1240,stoßen::V,urtare,тӏыро́н
1241,stoßen::V,urtare,уеӏункӏын
1242,stoßen::V,spìngere,тӏыро́н
1243,stoßen::V,spìngere,уеӏункӏын
1244,stehlen::V,rubare,тыгъу́н
1245,stören::V,disturbare,бгъэгумэкӏын
1246,belästigen::V,molestare,бгъэгумэкӏын
1247,belästigen::V,importunare,бгъэгумэкӏын
1248,verbergen::V,celare,ушъэфын
1249,verbergen::V,nascondere,ушъэфын
1250,täuschen::V,ingannare,гъэпцӏэ́н
1251,betrügen::V,frodare,гъэпцӏэ́н
1252,betrügen::V,truffare,гъэпцӏэ́н
1253,töten::V,uccìdere,уикӏын
1254,wohnen::V,abitare,дэсын
1255,arbeiten::V,lavorare,лэжьэ́н
1256,sammeln::V,raccògliere,угъои́н
1257,sammeln::V,collezionare,угъои́н
1258,pflücken::V,cògliere,къыпычы́н
1259,jagen::V,cacciare,шэкӏон
1260,jagen::V,cacciare,ешэкӏон
1261,fischen::V,pescare,пцэжъые уешэн
1262,fassen::V,catturare,къэубыты́н
1263,fassen::V,acchiappare,къэубыты́н
1264,hüten::V,pascolare,хэхъо́н
1265,treiben::V,spìngere,пфын
1266,anbinden::V,legare,епхын
1267,anbinden::V,attaccare,епхын
1268,füttern::V,dar da mangiare a,гъэшхэ́н
1269,melken::V,mùngere,щын
1270,hacken::V,tritare,упкӏэтэн
1271,hacken::V,spaccare,упкӏэтэн
1272,gießen::V,annaffiare,тепкӏэн
1273,reifen::V,maturare,игъо хъун
1274,zubereiten::V,preparare,бгъэхьазырын
1275,kochen::V,cuòcere,шӏы́н
1276,backen::V,cuòcere,гъэжъэ́н
1277,backen::V,cuòcere al forno,гъэжъэ́н
1278,braten::V,frìggere,гъэжъэ́н
1279,braten::V,arrostire,гъэжъэ́н
1280,umrühren::V,mescolare,зэхэгъэкӏухьан
1281,stricken::V,llavorare a maglia,хъын
1282,nähen::V,cucire,дэн
1283,färben::V,tìngere,бгъэлэн
1284,reinigen::V,pulire,укъэбзы́н
1285,reinigen::V,nettare,укъэбзы́н
1286,waschen::V,lavare,бгыкӏын
1287,abwischen::V,asciugare,лъэкӏы́н
1288,spülen::V,lavare,дэгъэчъыхьан
1289,spülen::V,sciacquare,дэгъэчъыхьан
1290,fegen::V,spazzare,пхъэнкӏы́н
1291,kehren::V,spazzare,пхъэнкӏы́н
1292,baden::V,bagnarsi,зыгъэпскӏын
1293,baden::V,fare il bagno,зыгъэпскӏын
1294,sich waschen::V,lavarsi,зытхьакӏы́н
1295,ausziehen::V,tògliersi,къытехы́н
1296,anziehen::V,mettersi,щылъэ́н
1297,anziehen::V,indossare,щылъэ́н
1298,sich anziehen::V,vestirsi,зыфэпэн
1299,kämmen::V,pettinare,жьын
1300,schmücken::V,ornare,гъэдэхэ́н
1301,schmücken::V,decorare,гъэдэхэ́н
1302,sagen::V,dire,къэӏон
1303,sprechen::V,parlare,псэлъэ́н
1304,reden::V,parlare,гущыӏэ́н
1305,sich unterhalten::V,conversare,зэдэгущыӏэн
1306,fragen::V,chièdere,упчӏэ́н
1307,fragen::V,domandare,упчӏэ́н
1308,bitten::V,pregare,лъэӏо́н
1309,erzählen::V,narrare,къэпӏотэ́н
1310,erzählen::V,raccontare,къэпӏотэ́н
1311,mitteilen::V,comunicare,макъэ егъэӏун
1312,nennen::V,nominare,цӏэ фэусы́н
1313,rufen::V,chiamare,джэн
1314,prahlen::V,vantarsi,узыщытхъужьы́н
1315,übersetzen::V,tradurre,бгъэкӏотэн
1316,denken::V,pensare,егупшысэ́н
1317,glauben::V,credere,уивыхъэ́ телъы́н
1318,bemerken::V,notare,гу лъыптэ́н
1319,bemerken::V,osservare,гу лъыптэ́н
1320,erkennen::V,riconoscere,зэхэпхын
1321,erkennen::V,riconoscere,зэбгъэшӏэн
1322,begreifen::V,capire,гурыӏо́н
1323,begreifen::V,comprèndere,гурыӏо́н
1324,verstehen::V,intèndere,зэхэхын
1325,verstehen::V,comprèndere,зэхэхын
1326,lernen::V,imparare,еджэ́н
1327,lernen::V,apprèndere,еджэ́н
1328,wissen::V,sapere,шӏэн
1329,sich erinnern an::V,ricordare,къэшӏэжьын
1330,sich erinnern an::V,ricordarsi di,къэшӏэжьын
1331,vergessen::V,dimenticare,пщыгъупшэжьы́н
1332,messen::V,misurare,шын
1333,zählen::V,contare,плъытэ́н
1334,rechnen::V,contare,плъытэ́н
1335,rechnen::V,contare,угугъэ́н
1336,rechnen::V,calcolare,плъытэ́н
1337,rechnen::V,calcolare,угугъэ́н
1338,lesen::V,lèggere,еджэ́н
1339,malen::V,dipìngere,шӏын
1340,zeichnen::V,disegnare,шӏын
1341,schreiben::V,scrìvere,тхын
1342,besitzen::V,possedere,иӏэн
1343,kaufen::V,comprare,щэфы́н
1344,kaufen::V,acquistare,щэфы́н
1345,verkaufen::V,vendere,щэн
1346,bezahlen::V,pagare,птын
1347,bezahlen::V,pagare,лъыптын
