,Concept_ID,cs,tr
833,danach::ADV,podle toho,sonradan
834,danach::ADV,podle toho,ondan sonra
835,vorher::ADV,dříve,önce
836,vorher::ADV,dříve,önceden
837,vorher::ADV,napřed,önce
838,vorher::ADV,napřed,önceden
839,zuerst::ADV,nejprve,ilk önce
840,zuerst::ADV,nejdříve,ilk önce
841,einmal::ADV,jednou,bir defa
842,manchmal::ADV,někdy,bazan
843,oft::ADV,často,sık sık
844,oft::ADV,často,çok defa
845,immer::ADV,vždy,daima
846,immer::ADV,vždy,her zaman
847,immer::ADV,stále,daima
848,immer::ADV,stále,her zaman
849,niemals::ADV,nikdy,asla değil
850,niemals::ADV,nikdy,hiçbir zaman
851,hier::ADV,zde,burada
852,hier::ADV,tady,burada
853,hierhin::ADV,sem,buraya
854,von hier::ADV,odtud,buradan
855,dort::ADV,tam,orada
856,dort::ADV,tam,şurada
857,dorthin::ADV,tam,oraya
858,dorthin::ADV,tam,şuraya
859,geradeaus::ADV,rovně,doğru
860,vorwärts::ADV,kupředu,ileri
861,rückwärts::ADV,zpět,geri
862,zurück::ADV,zpět,geriye
863,zurück::ADV,nazpět,geriye
864,unten::ADV,dole,aşağıda
865,hinab::ADV,dolů,aşağıya
866,oben::ADV,nahoře,yukarıda
867,oben::ADV,navrchu,yukarıda
868,hinauf::ADV,nahoru,yukarı
869,hinauf::ADV,nahoru,yukarıya
870,überall::ADV,všude,her yerde
871,nicht::ADV,ne,-mi-
872,nicht::ADV,ne,değil
873,ein wenig::ADV,trochu,biraz
874,kaum::ADV,sotva,dar
875,kaum::ADV,sotva,hemen hemen değil
876,sehr::ADV,velmi,pek
877,sehr::ADV,velmi,gayet
878,sehr::ADV,velice,pek
879,sehr::ADV,velice,gayet
880,so::ADV,tak,öyle
881,so::ADV,tak,böyle
882,so::ADV,takto,öyle
883,so::ADV,takto,böyle
884,noch::ADV,ještě,hâlâ
885,noch::ADV,ještě,henüz
886,nur::ADV,jen,ancak
887,nur::ADV,jen,yalnız
888,nur::ADV,jenom,ancak
889,nur::ADV,jenom,yalnız
890,schon::ADV,už,çoktan
891,schon::ADV,již,çoktan
892,wieder::ADV,zase,tekrar
893,wieder::ADV,zase,yeniden
894,vergebens::ADV,marně,boşuna
895,vor::PRP,před,önünde
896,hinter::PRP,za,arkasında
897,unter::PRP,pod,altında
898,durch::PRP,skrz,sayesinde
899,durch::PRP,skrz,ortasından
900,neben::PRP,vedle,yanında
901,zwischen::PRP,mezi,arasında
902,wegen::PRP,pro,dolayı
903,dies::PRN,toto,bu
904,dies::PRN,tohle,bu
905,das::PRN,to,o
906,das::PRN,to,şu
907,alles::PRN,všechno,hepsi
908,alles::PRN,všechno,her şey
909,ich::PRN,já,ben
910,du::PRN,ty,sen
911,er::PRN,on,o
912,wir::PRN,my,biz
913,ihr::PRN,vy,siz
914,sie::PRN,oni,onlar
915,was::FPRN,co,ne
916,wer::FPRN,kdo,kim
917,wo::FADV,kde,nerede
918,wohin::FADV,kam,nereye
919,wie::FADV,jak,nasıl
920,warum::FADV,proč,neden
921,wieviel::FNUM,kolik,kaç
922,wieviel::FNUM,kolik,ne kadar
923,eins::NUM,jeden,bir
924,zwei::NUM,dva,iki
925,drei::NUM,tři,üç
926,vier::NUM,čtyři,dört
927,fünf::NUM,pět,beş
928,sechs::NUM,šest,altı
929,sieben::NUM,sedm,yedi
930,acht::NUM,osm,sekiz
931,neun::NUM,devět,dokuz
932,zehn::NUM,deset,on
933,elf::NUM,jedenáct,on bir
934,zwölf::NUM,dvanáct,on iki
935,zwanzig::NUM,dvacet,yirmi
936,dreißig::NUM,třicet,otuz
937,vierzig::NUM,čtyřicet,kırk
938,fünfzig::NUM,padesát,elli
939,sechzig::NUM,šedesát,altmış
940,siebzig::NUM,sedmdesát,yetmiş
941,achtzig::NUM,osmdesát,seksen
942,neunzig::NUM,devadesát,doksan
943,hundert::NUM,sto,yüz
944,tausend::NUM,tisíc,bin
945,und::CNJ,a,ve
946,und::CNJ,a,ile
947,oder::CNJ,nebo,ya
948,oder::CNJ,nebo,yahut
949,stehen::V,stát,durmak
950,sitzen::V,sedět,oturmak
951,liegen::V,ležet,yatmak
952,hängen::V,viset,asılı olmak
953,werden::V,stát se,olmak
954,werden::V,stát se,olunmak
955,passieren::V,stát se,olmak
956,beginnen::V,počít,başlamak
957,enden::V,končit,bitmek
958,enden::V,končit,sona ermek
959,enden::V,skončit,bitmek
960,enden::V,skončit,sona ermek
961,wechseln::V,měnit se,değişmek
962,aufgehen[Sonne]::V,vyjít,doğmak
963,untergehen[Sonne]::V,zapadnout,batmak
964,scheinen[Sonne]::V,svítit,parlamak
965,donnern::V,hřmět,gök gürlemek
966,wehen::V,vát,esmek
967,wehen::V,vanout,esmek
968,strömen::V,proudit,akmak
969,fließen::V,téct,akmak
970,sich drehen::V,točit se,dönmek
971,schwanken::V,kolísat,sallanmak
972,schwanken::V,houpat se,sallanmak
973,schwingen::V,kývat se,titremek
974,fallen::V,padat,düşmek
975,brennen::V,hořet,yanmak
976,rauchen::V,kouřit,tütmek
977,regnen::V,pršet,yağmak
978,gefrieren::V,zamrznout,donmak
979,tauen::V,tát,erimek
980,schmelzen::V,tavit,erimek
981,trocknen::V,schnout,kurumak
982,sieden::V,vřít,kaynamak
983,faulen::V,hnít,çürümek
984,verfaulen::V,shnít,çürümek
985,reißen::V,roztrhat se,yırtılmak
986,versinken::V,topit se,batmak
987,versinken::V,ponořit se,batmak
988,vergehen::V,plynout,geçmek
989,erscheinen::V,objevit se,görünmek
990,verschwinden::V,zmizet,kaybolmak
991,sinken::V,klesat,inmek
992,abnehmen::V,ubýt,azalmak
993,zunehmen::V,přibýt,artmak
994,zunehmen::V,přibýt,çoğalmak
995,steigen::V,stoupat,artmak
996,steigen::V,stoupat,yükselmek
997,wachsen::V,růst,büyümek
998,wachsen::V,růst,gelişmek
999,glänzen::V,lesknout se,parlamak
1000,funkeln::V,jiskřit se,parıldamak
1001,lärmen::V,dělat hluk,gürültü yapmak
1002,läuten::V,zvonit,çalmak
1003,klingeln::V,zvonit,zil çalmak
1004,klirren::V,řinčet,şakırdamak
1005,klirren::V,řinčet,zangırdamak
1006,brausen::V,hučet,köpürmek
1007,brausen::V,hučet,kükremek
1008,rauschen::V,šumět,fışırdamak
1009,klingen::V,znít,tınlamak
1010,bellen::V,štěkat,havlamak
1011,heulen::V,výt,ulumak
1012,blasen::V,foukat,üflemek
1013,pfeifen::V,pískat,düdük çalmak
1014,schreien::V,křičet,bağırmak
1015,schreien::V,křičet,haykırmak
1016,stöhnen::V,sténat,inlemek
1017,zittern::V,třást se,titremek
1018,leben::V,žít,yaşamak
1019,leben::V,žít,hayatta olmak
1020,geboren werden::V,rodit se,doğmak
1021,atmen::V,dýchat,solunmak
1022,atmen::V,dýchat,nefes almak
1023,trinken::V,pít,içmek
1024,essen::V,jíst,yemek
1025,schlucken::V,polykat,yutmak
1026,müde werden::V,unavit se,yorulmak
1027,einschlafen::V,usnout,uykuya dalmak
1028,schlafen::V,spát,uyumak
1029,aufwachen::V,probudit se,uyanmak
1030,aufstehen::V,vstát,kalkmak
1031,aufstehen::V,vstát,yataktan kalkmak
1032,sich erholen::V,zotavovat se,dinlenmek
1033,krank werden::V,onemocnět,hastalanmak
1034,krank sein::V,být nemocný,hasta olmak
1035,schmerzen::V,bolet,ağrımak
1036,husten::V,kašlat,öksürmek
1037,genesen::V,uzdravit se,şifa bulmak
1038,sterben::V,umřít,ölmek
1039,sterben::V,umřít,vefat etmek
1040,umkommen::V,zahynout,ölmek
1041,sich bewegen::V,pohnout se,hareket etmek
1042,sich rühren::V,hnout se,kımıldanmak
1043,sich erheben::V,zdvihnout se,kalkmak
1044,sich erheben::V,zdvihnout se,ayağa kalkmak
1045,sich setzen::V,posadit se,oturmak
1046,hinfallen::V,upadnout,yere düşmek
1047,laufen::V,běžet,yürümek
1048,schreiten::V,kráčet,yürümek
1049,schreiten::V,kráčet,adım atmak
1050,spazierengehen::V,procházet se,gezmek
1051,spazierengehen::V,procházet se,dolaşmak
1052,eilen::V,spěchat,seğirtmek
1053,sich beeilen::V,pospíšit si,acele etmek
1054,sausen::V,fičet,hızla gitmek
1055,rennen::V,pádit,koşmak
1056,springen::V,skákat,atlamak
1057,springen::V,skákat,sıçramak
1058,klettern::V,lézt,tırmanmak
1059,klettern::V,šplhat,tırmanmak
1060,schaukeln::V,houpat,sallanmak
1061,kriechen::V,lézt,sürünmek
1062,kriechen::V,plazit se,sürünmek
1063,schwimmen::V,plavat,yüzmek
1064,tauchen::V,nořit se,dalmak
1065,rudern::V,veslovat,kürek çekmek
1066,fahren::V,jet,gitmek
1067,fahren::V,jezdit,gitmek
1068,fliegen::V,létat,uçmak
1069,gehen::V,jít,gitmek
1070,weggehen::V,odejít,gitmek
1071,abfahren::V,odjet,kalkmak
1072,anhalten::V,zastavit se,durmak
1073,hineingehen::V,vcházet se,içeri girmek
1074,eintreten::V,vstoupit,girmek
1075,kommen::V,přijít,gelmek
1076,ankommen::V,dojít,varmak
1077,zurückkommen::V,vrátit se,dönmek
1078,bleiben::V,zůstat,kalmak
1079,warten::V,čekat,beklemek
1080,erwarten::V,čekat na,beklemek
1081,suchen::V,hledat,aramak
1082,finden::V,najít,bulmak
1083,versuchen::V,zkoušet,denemek
1084,vorbereiten::V,připravit,hazırlamak
1085,lieben::V,milovat,sevmek
1086,mögen::V,mít rád,beğenmek
1087,lachen::V,smát se,gülmek
1088,rühren::V,dojmout,dokunmak
1089,rühren::V,dojmout,duygulandırmak
1090,weinen::V,plakat,ağlamak
1091,schimpfen::V,nadávat,küfretmek
1092,sich ärgern::V,pohoršit se,kızmak
1093,sich fürchten::V,bát se,korkmak
1094,fürchten::V,bát se,korkmak
1095,fliehen::V,utéct,kaçmak
1096,flüchten::V,prchnout,kaçmak
1097,sehen::V,vidět,görmek
1098,anschauen::V,podívat se na,seyretmek
1099,ansehen::V,sledovat,bakmak
1100,hören::V,slyšet,duymak
1101,hören::V,slyšet,işitmek
1102,zuhören::V,poslouchat,dinlemek
1103,probieren::V,ochutnávat,denemek
1104,probieren::V,ochutnávat,tadına bakmak
1105,riechen::V,cítit,kokusunu almak
1106,fühlen::V,cítit,duymak
1107,fühlen::V,cítit,hissetmek
1108,scheinen::V,zdát se,görünmek
1109,zu sehen sein::V,moci být viděn,görünmek
1110,vernehmen::V,uslyšet,haber almak
1111,frieren::V,mrznout,üşümek
1112,tun::V,dělat,etmek
1113,tun::V,dělat,yapmak
1114,können::V,moct,bilmek
1115,wollen::V,chtít,istemek
1116,anfangen::V,začít,başlamak
1117,beenden::V,ukončit,bitirmek
1118,aufhören::V,přestat,bitmek
1119,gelingen::V,podařit se,başarmak
1120,geraten::V,dařit se,düşmek
1121,öffnen::V,otevřít,açmak
1122,schließen::V,zavřít,kapamak
1123,stellen::V,postavit,koymak
1124,setzen::V,posadit,koymak
1125,setzen::V,posadit,oturtmak
1126,legen::V,klást,koymak
1127,legen::V,klást,yatırmak
1128,legen::V,položit,koymak
1129,legen::V,položit,yatırmak
1130,berühren::V,dotýkat se,dokunmak
1131,verbinden::V,spojit,bağlamak
1132,verbinden::V,spojit,birleştirmek
1133,bedecken::V,pokrýt,örtmek
1134,bedecken::V,pokrýt,kaplamak
1135,aufhängen::V,oběsit,asmak
1136,aufhängen::V,pověsit,asmak
1137,anzünden::V,zapálit,yakmak
1138,anzünden::V,zapálit,ateşlemek
1139,anzünden::V,podpálit,yakmak
1140,anzünden::V,podpálit,ateşlemek
1141,aufheben::V,zvednout,kaldırmak
1142,aufheben::V,zdvihnout,kaldırmak
1143,zurücklassen::V,zanechat,geride bırakmak
1144,verlieren::V,ztratit,yitirmek
1145,verlieren::V,ztratit,kaybetmek
1146,fallen lassen::V,upustit,düşürmek
1147,machen::V,udělat,yapmak
1148,herstellen::V,vyrobit,yapmak
1149,herstellen::V,vyrobit,imal etmek
1150,bauen::V,stavět,kurmak
1151,bauen::V,stavět,inşa etmek
1152,bauen::V,budovat,kurmak
1153,bauen::V,budovat,inşa etmek
1154,reparieren::V,opravit,onarmak
1155,reparieren::V,opravit,tamir etmek
1156,verbessern::V,zlepšit,düzeltmek
1157,ändern::V,změnit,değiştirmek
1158,graben::V,rýt,kazmak
1159,graben::V,kopat,kazmak
1160,beugen::V,ohnout,eğmek
1161,biegen::V,ohnout,bükmek
1162,drehen::V,točit,çevirmek
1163,drehen::V,točit,döndürmek
1164,wenden::V,obrátit,çevirmek
1165,umdrehen::V,obrátit,çevirmek
1166,heben::V,zdvihnout,kaldırmak
1167,hochheben::V,zvednout,yukarı kaldırmak
1168,ergreifen::V,chopit se,tutmak
1169,ergreifen::V,chopit se,yakalamak
1170,halten::V,držet,tutmak
1171,drücken::V,stisknout,sıkmak
1172,schieben::V,posouvat,itmek
1173,schieben::V,posouvat,sürmek
1174,kratzen::V,škrábat,kaşımak
1175,lecken::V,lízat,yalamak
1176,beißen::V,kousat,ısırmak
1177,abreißen::V,utrhat,koparmak
1178,abreißen::V,odtrhat,koparmak
1179,abschneiden::V,uřezat,keserek ayırmak
1180,abschneiden::V,ukrojit,keserek ayırmak
1181,binden::V,přivázat,bağlamak
1182,stecken::V,strčit,sokmak
1183,brechen::V,lomit,kırmak
1184,klopfen::V,ťukat,çalmak
1185,klopfen::V,klepat,çalmak
1186,hauen::V,bít,vurmak
1187,kleben::V,lepit,yapıştırmak
1188,reiben::V,třít,ovmak
1189,reiben::V,třít,sürtmek
1190,streichen::V,mazat,sürmek
1191,schleifen::V,brousit,bilemek
1192,schneiden::V,řezat,kesmek
1193,schneiden::V,střihat,kesmek
1194,rütteln::V,třást,sallamak
1195,rütteln::V,otřást,sallamak
1196,schütteln::V,třást,sarsmak
1197,schütteln::V,třást,çalkamak
1198,schütteln::V,zatřást,sarsmak
1199,schütteln::V,zatřást,çalkamak
1200,schwenken::V,mávat,sallamak
1201,schütten::V,nasypat,dökmek
1202,schütten::V,nasypat,akıtmak
1203,füllen::V,naplnit,doldurmak
1204,einwickeln::V,zavinout,sarmak
1205,tragen::V,nést,taşımak
1206,schleppen::V,vléct,sürüklemek
1207,ziehen::V,tahat,çekmek
1208,ziehen::V,táhnout,çekmek
1209,aufbewahren::V,schovat,saklamak
1210,werfen::V,házet,atmak
1211,fangen::V,chytat,tutmak
1212,fangen::V,chytat,yakalamak
1213,packen::V,uchvátit,tutmak
1214,packen::V,uchvátit,yakalamak
1215,verstecken::V,schovat,saklamak
1216,teilen::V,rozdělit,bölmek
1217,teilen::V,rozdělit,ayırmak
1218,schicken::V,posílat,yollamak
1219,schicken::V,posílat,göndermek
1220,bringen::V,přinést,getirmek
1221,hinzufügen::V,připojit,katmak
1222,hinzufügen::V,připojit,eklemek
1223,bekommen::V,dostat,almak
1224,bekommen::V,dostat,eline geçmek
1225,erhalten::V,uchovat,almak
1226,nehmen::V,vzít,almak
1227,wählen::V,zvolit,seçmek
1228,auswählen::V,vybrat,seçmek
1229,auswählen::V,vybrat,ayırmak
1230,bewahren::V,uchránit,korumak
1231,behindern::V,překážet,engellemek
1232,verderben::V,zkazit,bozmak
1233,beschädigen::V,porušit,zedelemek
1234,beschädigen::V,porušit,ziyan vermek
1235,beschädigen::V,poškodit,zedelemek
1236,beschädigen::V,poškodit,ziyan vermek
1237,zerbrechen::V,rozlámat,kırmak
1238,zerreißen::V,roztrhnout,yırtmak
1239,zerstören::V,zničit,yıkmak
1240,zerstören::V,zničit,tahrip etmek
1241,verbrennen::V,spálit,yakmak
1242,geben::V,dát,vermek
1243,reichen::V,podat,uzatmak
1244,schenken::V,darovat,hediye etmek
1245,versprechen::V,slíbit,vaat etmek
1246,wünschen::V,přát,kutlamak
1247,loben::V,chválit,övmek
1248,küssen::V,líbat,öpmek
1249,wiegen::V,chovat,sallamak
1250,wiegen::V,kolébat,sallamak
1251,zudecken::V,přikrýt,örtmek
1252,zudecken::V,přiklopit,örtmek
1253,wecken::V,vzbudit,uyandırmak
1254,zeigen::V,ukázat,göstermek
1255,führen::V,vést,gezdirmek
1256,führen::V,vést,yol göstermek
1257,lehren::V,učit,okutmak
1258,lehren::V,učit,öğretmek
1259,unterrichten::V,vyučovat,öğretmek
1260,aufziehen::V,vychovat,yetiştirmek
1261,leiten::V,vodit,yönetmek
1262,leiten::V,vodit,idare etmek
1263,antreiben::V,nutit,teşvik etmek
1264,lassen::V,dát,-tırmak
1265,einladen::V,pozvat,davet etmek
1266,vereinigen::V,spojit,birleştirmek
1267,besuchen::V,návštívit,uğramak
1268,besuchen::V,návštívit,ziyaret etmek
1269,besuchen::V,návštívit,görmeye gitmek
1270,treffen::V,potkat,rastlamak
1271,treffen::V,potkat,isabet etmek
1272,sich versammeln::V,shromáždit se,toplanmak
1273,spielen::V,hrát,oynamak
1274,singen::V,zpívat,söylemek
1275,singen::V,zpívat,şarkı söylemek
1276,tanzen::V,tančit,oynamak
1277,tanzen::V,tančit,dans etmek
1278,sich trennen::V,rozejít se,ayrılmak
1279,verlassen::V,opustit,bırakmak
1280,verlassen::V,opustit,terk etmek
1281,retten::V,zachránit,kurtarmak
1282,bewachen::V,hlídat,gözetmek
1283,schützen::V,chránit,korumak
1284,verteidigen::V,obhájit,savunmak
1285,sich schlagen::V,bít se,dövüşmek
1286,schießen::V,střílet,ateş etmek
1287,siegen::V,zvítězit,yenmek
1288,ärgern::V,zlobit,kızdırmak
1289,ärgern::V,pohoršit,kızdırmak
1290,schlagen::V,udeřit,dövmek
1291,schlagen::V,praštit,dövmek
1292,treten::V,kopnout,tepmek
1293,stechen::V,bodnout,sokmak
1294,stechen::V,bodnout,batırmak
1295,stechen::V,píchnout,sokmak
1296,stechen::V,píchnout,batırmak
1297,stoßen::V,strčit,itmek
1298,stehlen::V,ukrást,çalmak
1299,stören::V,vyrušit,bozmak
1300,stören::V,vyrušit,etkilemek
1301,belästigen::V,obtěžovat,rahatsız etmek
1302,verbergen::V,skrýt,saklamak
1303,täuschen::V,klamat,aldatmak
1304,betrügen::V,podvést,aldatmak
1305,betrügen::V,podvést,dolandırmak
1306,töten::V,zabít,öldürmek
1307,wohnen::V,bydlit,oturmak
1308,arbeiten::V,pracovat,çalışmak
1309,sammeln::V,sebrat,toplamak
1310,pflücken::V,česat,koparmak
1311,jagen::V,uhonit,avlanmak
1312,fischen::V,chytat ryby,balık tutmak
1313,fassen::V,ulovit,tutmak
1314,fassen::V,ulovit,yakalamak
1315,hüten::V,pást,otlatmak
1316,treiben::V,hnát,gütmek
1317,anbinden::V,přivázat,bağlamak
1318,füttern::V,krmit,beslemek
1319,melken::V,dojit,sağmak
1320,hacken::V,seknout,yarmak
1321,gießen::V,zalít,sulamak
1322,reifen::V,uzrát,olgunlaşmak
1323,zubereiten::V,připravit,hazırlamak
1324,kochen::V,vařit,pişirmek
1325,kochen::V,vařit,kaynatmak
1326,backen::V,péct,pişirmek
1327,backen::V,péct,fırında pişirmek
1328,braten::V,smažit,kızartmak
1329,umrühren::V,zamíchat,karıştırmak
1330,stricken::V,plést,örmek
1331,nähen::V,šít,dikmek
1332,färben::V,nabarvit,boyamak
1333,reinigen::V,očistit,temizlemek
1334,waschen::V,mýt,yıkamak
1335,abwischen::V,utřít,silmek
1336,spülen::V,spláchnout,çalkamak
1337,fegen::V,zamést,süpürmek
1338,kehren::V,mést,süpürmek
1339,baden::V,koupat se,yıkanmak
1340,baden::V,koupat se,banyo yapmak
1341,sich waschen::V,mýt se,yıkanmak
1342,ausziehen::V,svléct,çıkarmak
1343,anziehen::V,obléct,giymek
1344,sich anziehen::V,oblékat se,giyinmek
1345,kämmen::V,učesat,taramak
1346,schmücken::V,ozdobit,süslemek
1347,sagen::V,říct,demek
1348,sagen::V,říct,söylemek
1349,sprechen::V,mluvit,konuşmak
1350,reden::V,hovořit,konuşmak
1351,sich unterhalten::V,povídat se,sohbet etmek
1352,fragen::V,zeptat se,sormak
1353,bitten::V,prosit,dilemek
1354,bitten::V,prosit,rica etmek
1355,erzählen::V,povídat,bahsetmek
1356,erzählen::V,povídat,hikâye etmek
1357,mitteilen::V,sdělit,bildirmek
1358,mitteilen::V,oznámit,bildirmek
1359,nennen::V,nazvat,adlandırmak
1360,rufen::V,volat,çağırmak
1361,rufen::V,zavolat,çağırmak
1362,prahlen::V,chlubit se,övünmek
1363,übersetzen::V,přeložit,çevirmek
1364,übersetzen::V,přeložit,tercüme etmek
1365,denken::V,myslit,düşünmek
1366,glauben::V,věřit,inanmak
1367,glauben::V,věřit,zannetmek
1368,bemerken::V,zpozorovat,farkına varmak
1369,erkennen::V,poznat,tanımak
1370,begreifen::V,pochopit,anlamak
1371,begreifen::V,pochopit,kavramak
1372,verstehen::V,porozumět,duymak
1373,verstehen::V,porozumět,anlamak
1374,lernen::V,učit se,öğrenmek
1375,wissen::V,vědět,bilmek
1376,sich erinnern an::V,vzpomínat si na,hatırlamak
1377,vergessen::V,zapomínat,unutmak
1378,messen::V,měřit,ölçmek
1379,zählen::V,spočítat,saymak
1380,rechnen::V,počítat,hesap etmek
1381,lesen::V,číst,okumak
1382,malen::V,malovat,resmini yapmak
1383,zeichnen::V,rýsovat,çizmek
1384,schreiben::V,psát,yazmak
1385,besitzen::V,mít,haiz olmak
1386,besitzen::V,mít,sahip olmak
1387,besitzen::V,vlastnit,haiz olmak
1388,besitzen::V,vlastnit,sahip olmak
1389,kaufen::V,koupit,almak
1390,verkaufen::V,prodat,satmak
1391,bezahlen::V,zaplatit,ödemek
1392,zahlen::V,platit,ödemek
1393,beherrschen::V,ovládat,hâkim olmak
1394,ertragen::V,snést,dayanmak
1395,ertragen::V,snést,katlanmak
