,Concept_ID,uk,os
760,bald::ADV,незабаром,рæхджы
761,dann::ADV,потім,стæй
762,gestern::ADV,вчора,знон
763,einst::ADV,колись,кӕддӕр
764,damals::ADV,тоді,уæд
765,danach::ADV,згодом,стæй
766,danach::ADV,згодом,уый фæстæ
767,vorher::ADV,раніше,раздæр
768,zuerst::ADV,спершу,фыццаг
769,zuerst::ADV,спочатку,фыццаг
770,einmal::ADV,один раз,иу хатт
771,manchmal::ADV,іноді,хатт
772,manchmal::ADV,інколи,хатт
773,oft::ADV,часто,арæх
774,immer::ADV,завжди,ӕдзух
775,niemals::ADV,ніколи,никуы
776,niemals::ADV,ніколи,никæд
777,hier::ADV,тут,ам
778,hierhin::ADV,сюди,ардӕм
779,von hier::ADV,звідси,ардыгæй
780,dort::ADV,там,уым
781,dorthin::ADV,туди,уырдӕм
782,geradeaus::ADV,прямо,æргом
783,vorwärts::ADV,вперед,размӕ
784,rückwärts::ADV,назад,фӕстӕмӕ
785,zurück::ADV,назад,фӕстӕмӕ
786,unten::ADV,внизу,дæлæ
787,unten::ADV,внизу,дæлейы
788,unten::ADV,внизу,бынæй
789,hinab::ADV,вниз,дӕлӕмӕ
790,hinab::ADV,вниз,уырдыгмӕ
791,oben::ADV,вгорі,уӕле
792,hinauf::ADV,вгору,уӕлӕмӕ
793,überall::ADV,скрізь,алыран
794,überall::ADV,скрізь,алкæм
795,überall::ADV,скрізь,кæмдæриддæр
796,nicht::ADV,не,нӕ
797,ein wenig::ADV,трохи,чысыл
798,ein wenig::ADV,небагато,чысыл
799,kaum::ADV,ледве,цъус
800,sehr::ADV,дуже,тынг
801,sehr::ADV,дуже,иттӕг
802,so::ADV,так,афтӕ
803,noch::ADV,ще,ма
804,nur::ADV,лише,канд
805,nur::ADV,лише,ӕрмӕст
806,nur::ADV,тільки,канд
807,nur::ADV,тільки,ӕрмӕст
808,schon::ADV,вже,нырид
809,wieder::ADV,знову,ногӕй
810,vergebens::ADV,дарма,дзæгъæлы
811,vergebens::ADV,дарма,уæгъды
812,vergebens::ADV,дарма,æнæхъуаджы
813,vor::PRP,перед,разы
814,hinter::PRP,ззаду,фӕстӕ
815,hinter::PRP,позаду,фӕстӕ
816,unter::PRP,під,бын
817,durch::PRP,крізь,æхсæнты
818,neben::PRP,біля,цур
819,zwischen::PRP,між,астӕу
820,wegen::PRP,з-за,тыххай
821,wegen::PRP,через,тыххай
822,dies::PRN,це,ай
823,das::PRN,то,уый
824,alles::PRN,все,алцы
825,alles::PRN,все,æппæтдæр
826,alles::PRN,все,иууылдӕр
827,ich::PRN,я,æз
828,du::PRN,ти,ды
829,er::PRN,він,уый
830,wir::PRN,ми,мах
831,ihr::PRN,ви,сымах
832,sie::PRN,вони,уыдон
833,was::FPRN,що,цы
834,wer::FPRN,хто,чи
835,wo::FADV,де,кӕм
836,wohin::FADV,куди,кӕдӕм
837,wie::FADV,як,куыд
838,warum::FADV,чому,цӕмӕн
839,wieviel::FNUM,скільки,цал
840,eins::NUM,один,иу
841,zwei::NUM,два,дыууӕ
842,drei::NUM,три,ӕртӕ
843,vier::NUM,чотири,цыппар
844,fünf::NUM,п’ять,фондз
845,sechs::NUM,шість,ӕхсӕз
846,sieben::NUM,сім,авд
847,acht::NUM,вісім,аст
848,neun::NUM,дев’ять,фараст
849,zehn::NUM,десять,дӕс
850,elf::NUM,одинадцять,иуæндæс
851,zwölf::NUM,дванадцять,дыууадæс
852,zwanzig::NUM,двадцять,дыууын
853,dreißig::NUM,тридцять,æртын
854,dreißig::NUM,тридцять,дæсæмæссæдз
855,vierzig::NUM,сорок,цыппор
856,vierzig::NUM,сорок,цыппур
857,vierzig::NUM,сорок,дыууиссæдзы
858,fünfzig::NUM,п’ятдесят,фӕндзай
859,sechzig::NUM,шістдесят,æхсай
860,sechzig::NUM,шістдесят,æртиссæдзы
861,siebzig::NUM,сімдесят,æвдай
862,siebzig::NUM,сімдесят,дæс æмæ æртиссæдзы
863,achtzig::NUM,вісімдесят,цыппарыссæдзы
864,achtzig::NUM,вісімдесят,æстай
865,neunzig::NUM,дев’яносто,нæуæдз
866,neunzig::NUM,дев’яносто,дæс æмæ цыппарыссæдзы
867,hundert::NUM,сто,сӕдӕ
868,tausend::NUM,тисяча,мин
869,und::CNJ,і,ӕмӕ
870,oder::CNJ,або,кӕнӕ
871,stehen::V,стояти,лӕууын
872,sitzen::V,сидіти,бадын
873,liegen::V,лежати,хуыссын
874,hängen::V,висіти,ауыгъд уын
875,werden::V,стати,суӕвын
876,werden::V,робитися,суӕвын
877,passieren::V,трапитися,æрцæуын
878,beginnen::V,початися,райдайын
879,enden::V,кінчитися,фæуын
880,wechseln::V,мінятися,ивын
881,aufgehen[Sonne]::V,зійти,скæсын
882,untergehen[Sonne]::V,зайти, аныгуылын
883,scheinen[Sonne]::V,світити,рухс кӕнын
884,donnern::V,гриміти,нæрын
885,wehen::V,віяти,дымын
886,strömen::V,литися,кӕлын
887,fließen::V,текти,цæуын
888,fließen::V,текти,уайын
889,fließen::V,текти,кæлын
890,sich drehen::V,обертатися,зилын
891,schwanken::V,коливатися,æнкъуысын
892,schwingen::V,хитатися,æнкъуысын
893,schwingen::V,хитатися,змæлын
894,schwingen::V,гойдатися,æнкъуысын
895,schwingen::V,гойдатися,змæлын
896,fallen::V,падати,хауын
897,brennen::V,горіти,судзын
898,rauchen::V,диміти,фæздæг кæнын
899,regnen::V,дощити,уарын
900,gefrieren::V,змерзнути,сӕлын
901,tauen::V,танути,стайын
902,schmelzen::V,плавитися,тайын
903,trocknen::V,сохнути,хус кæнын
904,sieden::V,кипіти,фыцын
905,faulen::V,гнити,ӕмбийын
906,verfaulen::V,згнити,бамбийын
907,reißen::V,рватися,скъуийын
908,versinken::V,тонути,дӕлдон_кӕнын
909,vergehen::V,проходити,аивгъуийын
910,erscheinen::V,з’явитися,разынын
911,verschwinden::V,щезнути,фæтары уын
912,verschwinden::V,щезнути,фæдæлдзæх уын
913,verschwinden::V,щезнути,фесæфын
914,verschwinden::V,щезнути,æрбайсæфын
915,verschwinden::V,зникнути,фæтары уын
916,verschwinden::V,зникнути,фæдæлдзæх уын
917,verschwinden::V,зникнути,фесæфын
918,verschwinden::V,зникнути,æрбайсæфын
919,sinken::V,спадати,дæлæмæ æрхауын
920,abnehmen::V,поменшитися,фæкъаддæр уын
921,abnehmen::V,поменшитися,фæцух уын
922,zunehmen::V,збільшуватися,фæфылдæр уын
923,zunehmen::V,збільшуватися,сбирæ уын
924,zunehmen::V,збільшуватися,сахадын
925,steigen::V,підніматися,сыстын
926,wachsen::V,рости,рӕзын
927,glänzen::V,блищати,ӕрттивын
928,funkeln::V,блискати,тыбар-тыбур_кӕнын
929,lärmen::V,шуміти,хъæлæба кæнын
930,läuten::V,дзвонити,цæгъдын
931,klingeln::V,дзвонити,цæгъдын
932,klirren::V,дзвякати,дзыгъал-мыгъул кæнын
933,klirren::V,дзвякати,дзæгъ-дзæгъ кæнын
934,brausen::V,бушувати,абухын
935,rauschen::V,шелестіти,
936,klingen::V,лунати,зæлын
937,klingen::V,лунати,азæлын
938,klingen::V,лунати,хъуысын
939,klingen::V,звучати,зæлын
940,klingen::V,звучати,азæлын
941,klingen::V,звучати,хъуысын
942,bellen::V,гавкати,рæйын
943,heulen::V,вити,ниуын
944,blasen::V,дунути,фу кӕнын
945,pfeifen::V,свистіти,æхситт кæнын
946,pfeifen::V,свистіти,къуыззитт кæнын
947,schreien::V,кричати,хъӕр кӕнын
948,stöhnen::V,стогнати,хъæрзын
949,stöhnen::V,стогнати,дзыназын
950,zittern::V,тремтіти,ризын
951,leben::V,жити,цӕрын
952,geboren werden::V,народитися,райгуырын
953,atmen::V,дихати,улӕфын
954,trinken::V,пити,нуазын
955,essen::V,їсти,хӕрын
956,schlucken::V,ковтати,ныхъуырын
957,müde werden::V,втомитися,бафæллайын
958,müde werden::V,втомитися,бафæлмæцын
959,müde werden::V,втомитися,сфæлмæцын
960,einschlafen::V,заснути,бафынæй уын
961,schlafen::V,спати,хуыссын
962,schlafen::V,спати,фынӕй кӕнын
963,aufwachen::V,прокинутися,райхъал уын
964,aufstehen::V,встати,стын
965,sich erholen::V,відпочивати,фæллад уадзын
966,sich erholen::V,відпочивати,улæфын
967,krank werden::V,захворіти,фӕрынчын уын
968,krank sein::V,хворіти,сӕйын
969,schmerzen::V,боліти,риссын
970,husten::V,кашляти,хуыфын
971,genesen::V,одужати,сдзæбæх уын
972,genesen::V,одужати,рандидзын
973,genesen::V,одужати,сæндидзын
974,genesen::V,видужати,сдзæбæх уын
975,genesen::V,видужати,рандидзын
976,genesen::V,видужати,сæндидзын
977,sterben::V,померти,мӕлын
978,umkommen::V,згинути,фесæфын
979,umkommen::V,згинути,байсæфын
980,umkommen::V,згинути,бабын уын
981,umkommen::V,згинути,мард фæуын
982,sich bewegen::V,рухатися,тæлфын
983,sich bewegen::V,рухатися,цæуын
984,sich rühren::V,ворушитися,змӕлын
985,sich erheben::V,встати,стын
986,sich setzen::V,сісти,сбадын
987,hinfallen::V,упасти,ӕрхауын
988,laufen::V,ходити,цӕуын
989,laufen::V,ходити,рацу-бацу_кӕнын
990,schreiten::V,крокувати,къахдзæф кæнын
991,schreiten::V,крокувати,санчъех кæнын
992,schreiten::V,крокувати,цæуын
993,spazierengehen::V,гуляти,озер кæнын
994,spazierengehen::V,гуляти,тезгъо кæнын
995,eilen::V,спішити,тагъд кæнын
996,eilen::V,спішити,тындзын
997,sich beeilen::V,поспішати,тагъд кæнын
998,sich beeilen::V,поспішати,тындзын
999,sausen::V,мчатися,уайын
1000,sausen::V,мчатися,тæхын
1001,rennen::V,бігати,згъорын
1002,springen::V,скакати,гæпп кæнын
1003,springen::V,скакати,сæррæтт кæнын
1004,springen::V,скакати,лиуырын
1005,springen::V,стрибати,гæпп кæнын
1006,springen::V,стрибати,сæррæтт кæнын
1007,springen::V,стрибати,лиуырын
1008,klettern::V,лазити,хилын
1009,schaukeln::V,гойдатися,хецъро кæнын
1010,schaukeln::V,гойдатися,херыйыл бадын
1011,kriechen::V,повзати,бырын
1012,schwimmen::V,пливти,ленк кӕнын
1013,schwimmen::V,плавати,ленк кӕнын
1014,tauchen::V,пірнати,ныгъуылын
1015,rudern::V,гребти,бæлæгъ тæрын
1016,rudern::V,гребти,чема тæрын
1017,rudern::V,веслувати,бæлæгъ тæрын
1018,rudern::V,веслувати,чема тæрын
1019,fahren::V,їхати,цӕуын
1020,fliegen::V,літати,тӕхын
1021,gehen::V,іти,цӕуын
1022,weggehen::V,піти,ацӕуын
1023,abfahren::V,від’їхати,араст уын
1024,abfahren::V,відправитися,араст уын
1025,anhalten::V,зупинитися,æрлæууын
1026,hineingehen::V,входити,мидæмæ цæуын
1027,eintreten::V,увійти,бацӕуын
1028,kommen::V,прийти,æрцæуын
1029,ankommen::V,прибути,æрцæуын
1030,zurückkommen::V,повернутися,раздæхын
1031,zurückkommen::V,повернутися,фæстæмæ_раздæхын
1032,zurückkommen::V,повернутися,æрбаздæхын
1033,zurückkommen::V,повернутися,аздæхын
1034,bleiben::V,залишитися,лӕууын
1035,warten::V,чекати,ӕнхъӕлмӕ кӕсын
1036,erwarten::V,чекати,ӕнхъӕлмӕ кӕсын
1037,suchen::V,шукати,агурын
1038,finden::V,знайти,ссарын
1039,versuchen::V,випробовувати,фӕлварын
1040,vorbereiten::V,підготувати,бацаттæ кæнын
1041,vorbereiten::V,підготувати,æрæввонг кæнын
1042,lieben::V,любити,уарзын
1043,mögen::V,любити,зæрдæмæ цæуын
1044,mögen::V,подобатися,зæрдæмæ цæуын
1045,lachen::V,сміятися,худын
1046,rühren::V,розчулити,зæрдæ суынгæг кæнын
1047,weinen::V,плакати,кӕуын
1048,schimpfen::V,лаятися,æлгъитын
1049,sich ärgern::V,сердитися,мæсты кæнын
1050,sich fürchten::V,боятися,тæрсын
1051,fürchten::V,боятися,тæрсын
1052,fliehen::V,тікати,лидзын
1053,flüchten::V,утекти,алидзын
1054,sehen::V,бачити,уынын
1055,anschauen::V,поглянути,акӕсын
1056,ansehen::V,дивитися на,кӕсын
1057,hören::V,чути,хъусын
1058,zuhören::V,слухати,хъусын
1059,probieren::V,покуштувати,уынын
1060,probieren::V,покуштувати,аходын
1061,riechen::V,нюхати,смудын
1062,fühlen::V,відчувати,ӕнкъарын
1063,scheinen::V,здаватися,зынын
1064,zu sehen sein::V,виднітися,зынын
1065,vernehmen::V,почути,фехъусын
1066,frieren::V,мерзнути,сийын
1067,tun::V,робити,кӕнын
1068,können::V,могти,фӕразын
1069,wollen::V,хотіти,фӕндын
1070,anfangen::V,почати,райдайын
1071,beenden::V,закінчити,фӕуын
1072,aufhören::V,перестати,банцайын
1073,aufhören::V,перестати,фенцайын
1074,gelingen::V,вдатися,бантысын
1075,geraten::V,опинитися,разынын
1076,öffnen::V,відкрити,гом кӕнын
1077,schließen::V,закрити,ӕхгӕнын
1078,stellen::V,поставити,ӕвӕрын
1079,setzen::V,посадити,сбадын кӕнын
1080,legen::V,класти,ӕрӕвӕрын
1081,berühren::V,чіпати,агайын
1082,verbinden::V,зв’язати,бӕттын
1083,bedecken::V,покрити,ӕмбӕрзын
1084,aufhängen::V,повісити,ауындзын
1085,anzünden::V,запалити,ссудзын
1086,aufheben::V,підняти,сисын
1087,zurücklassen::V,залишити,ныууадзын
1088,verlieren::V,загубити,фесафын
1089,fallen lassen::V,упустити,ӕрӕппарын
1090,fallen lassen::V,упустити,къухтӕй феуӕгъд кӕнын
1091,machen::V,зробити,саразын
1092,herstellen::V,виготовити,сцæттæ кæнын
1093,herstellen::V,виготовити,саразын
1094,bauen::V,будувати,амайын
1095,reparieren::V,лагодити,æмпъузын
1096,reparieren::V,лагодити,цалцæг кæнын
1097,verbessern::V,поліпшити,фæхуыздæр кæнын
1098,ändern::V,змінити,аивын
1099,graben::V,копати,къахын
1100,beugen::V,зігнути,æркъæдз кæнын
1101,beugen::V,зігнути,æртасын кæнын
1102,biegen::V,погнути,тасын кӕнын
1103,drehen::V,вертіти,здухын
1104,wenden::V,повернути,афæлдахын
1105,wenden::V,повернути,рафæлдахын
1106,umdrehen::V,перевернути,афæлдахын
1107,heben::V,піднімати,сдарын
1108,heben::V,піднімати,схæцын
1109,hochheben::V,підняти,уæлæмæ хæцын
1110,ergreifen::V,схопити,фӕлӕбурын
1111,halten::V,тримати,дарын
1112,drücken::V,натискати,æлхъивын
1113,drücken::V,натискати,хæцын
1114,schieben::V,пхати,схойын
1115,schieben::V,штовхати,схойын
1116,kratzen::V,шкребти,хафын
1117,lecken::V,лизати,сдæрын
1118,beißen::V,кусати,хæцын
1119,abreißen::V,відірвати,ратонын
1120,abschneiden::V,відрізати,ралыг кӕнын
1121,binden::V,в’язати,бабӕттын
1122,stecken::V,увіткнути,ныссадзын
1123,brechen::V,зламати,асæттын
1124,brechen::V,зламати,басæттын
1125,brechen::V,зламати,ныссæттын
1126,klopfen::V,стукати,хойын
1127,klopfen::V,стукати,гуыпп-гуыпп кæнын
1128,klopfen::V,стукати,къуырцц-къуырцц кæнын
1129,hauen::V,бити,цӕвын
1130,hauen::V,бити,нӕмын
1131,kleben::V,клеїти,ныхасын
1132,kleben::V,клеїти,æндадзын
1133,reiben::V,терти,сӕрфын
1134,reiben::V,терти,хафын
1135,streichen::V,намазати,байсæрдын
1136,streichen::V,намазати,сахорын
1137,schleifen::V,точити,ссын
1138,schleifen::V,точити,цыргъ кӕнын
1139,schneiden::V,різати,кӕрдын
1140,rütteln::V,хитати,æнкъусын
1141,schütteln::V,трясти,уигъын
1142,schwenken::V,махати,тилын
1143,schwenken::V,махати,уигъын
1144,schütten::V,налити,ныккӕнын
1145,füllen::V,наповнити,байдзаг кæнын
1146,einwickeln::V,загорнути,батухын
1147,tragen::V,нести,хӕссын
1148,schleppen::V,тягти,ласын
1149,ziehen::V,тягнути,ласын
1150,aufbewahren::V,зберігати,æвæрын
1151,werfen::V,кидати,зыввытт кӕнын
1152,fangen::V,ловити,ӕрцахсын
1153,packen::V,схопити,рацахсын
1154,verstecken::V,сховати,æмбæхсын
1155,verstecken::V,сховати,нымæхсын
1156,teilen::V,розділити,уарын
1157,schicken::V,посилати,ӕрвитын
1158,bringen::V,принести,æрхæссын
1159,bringen::V,принести,æрбахæссын
1160,hinzufügen::V,додати,ӕфтауын
1161,bekommen::V,дістати,ссарын
1162,bekommen::V,дістати,сфæрæз кæнын
1163,bekommen::V,дістати,самал кæнын
1164,erhalten::V,одержати,райсын
1165,nehmen::V,взяти,райсын
1166,wählen::V,вибрати,равзарын
1167,auswählen::V,відібрати,авзарын
1168,bewahren::V,зберегти,бавæрын
1169,bewahren::V,зберегти,нывæрын
1170,behindern::V,перешкоджати,цæлхдур æвæрын
1171,behindern::V,перешкоджати,ныхдур æвæрын
1172,behindern::V,перешкоджати,къуылымпы кæнын
1173,behindern::V,перешкоджати,хъыг дарын
1174,verderben::V,зіпсувати,фесафын
1175,beschädigen::V,зашкодити,халын
1176,zerbrechen::V,розбити,асӕттын
1177,zerreißen::V,розірвати,аскъуынын
1178,zerstören::V,зруйнувати,фехалын
1179,verbrennen::V,спалити,басудзын
1180,geben::V,дати,дӕттын
1181,reichen::V,передати,адæттын
1182,schenken::V,дарувати,лæвар кæнын
1183,versprechen::V,обіцяти,дзырд раттын
1184,versprechen::V,обіцяти,зӕрдӕ бавӕрын
1185,wünschen::V,бажати,зæрдæ зæгъы
1186,loben::V,хвалити,раппӕлын
1187,küssen::V,цілувати,пъа кæнын
1188,küssen::V,цілувати,ба кæнын
1189,wiegen::V,качати,узын
1190,zudecken::V,накрити,бамбӕрзын
1191,wecken::V,розбудити,райхъал кӕнын
1192,zeigen::V,показати,амонын
1193,führen::V,вести,кӕнын
1194,führen::V,вести,фæкæнын
1195,lehren::V,вчити,ахуыр кæнын
1196,unterrichten::V,викладати,ахуыр кæнын
1197,aufziehen::V,виховати,хъомыл кӕнын
1198,leiten::V,керувати,разамынд дӕттын
1199,antreiben::V,підганяти,тагъд кæнын
1200,antreiben::V,підганяти,рог кæнын
1201,lassen::V,змусити,кæнын
1202,einladen::V,запросити,ӕрхонын
1203,einladen::V,запросити,ӕрбахонын
1204,vereinigen::V,об’єднати,баиу кӕнын
1205,besuchen::V,завітати,абæрæг кæнын
1206,besuchen::V,завітати,бабæрæг кæнын
1207,besuchen::V,завітати,бауайын
1208,besuchen::V,відвідати,абæрæг кæнын
1209,besuchen::V,відвідати,бабæрæг кæнын
1210,besuchen::V,відвідати,бауайын
1211,treffen::V,зустріти,фембæлын
1212,sich versammeln::V,зібратися,æрæмбырд уын
1213,spielen::V,грати,хъазын
1214,singen::V,співати,зарын
1215,tanzen::V,танцювати,кафын
1216,sich trennen::V,розлучитися,фæйнæрдæм фæцæуын айхæлын
1217,verlassen::V,покинути,ныууадзын
1218,retten::V,врятувати,фервӕзын кӕнын
1219,bewachen::V,охороняти,хъахъхъӕнын
1220,schützen::V,уберігати,хъахъхъӕнын
1221,verteidigen::V,захистити,бахизын
1222,sich schlagen::V,битися,хыл кæнын
1223,sich schlagen::V,дратися,хыл кæнын
1224,schießen::V,стріляти,ӕхсын
1225,siegen::V,перемогти,басӕттын
1226,siegen::V,перемогти,фӕуӕлахиз уӕвын
1227,ärgern::V,сердити,мӕсты кӕнын
1228,schlagen::V,ударити,ныццæвын
1229,treten::V,штовхати,
1230,stechen::V,вколоти,фæрæхойын
1231,stoßen::V,штовхнути,риуыгъын
1232,stehlen::V,украсти,давын
1233,stören::V,перешкодити,хъыгдарын
1234,belästigen::V,докучати,хъыгдарын
1235,verbergen::V,сховати,бамбӕхсын
1236,verbergen::V,сховати,басусӕг кӕнын
1237,täuschen::V,обдурити,фӕливын
1238,täuschen::V,обдурити,асайын
1239,betrügen::V,зшахраювати,асайын
1240,töten::V,убити,амарын
1241,wohnen::V,жити,цӕрын
1242,wohnen::V,мешкати,цӕрын
1243,arbeiten::V,працювати,кусын
1244,sammeln::V,зібрати,æртонын
1245,pflücken::V,зривати,тонын
1246,jagen::V,полювати,цуан кæнын
1247,fischen::V,рибалити,кæсаг ахсын æнгуырæй
1248,fischen::V,рибалити,æнгуыр дарын
1249,fassen::V,піймати,ӕрцахсын
1250,hüten::V,пасти,хизын
1251,treiben::V,гнати,скъӕрын
1252,anbinden::V,прив’язати,бабæттын
1253,anbinden::V,прив’язати,æрбæттын
1254,füttern::V,годувати,холлаг дæттын
1255,füttern::V,годувати,холлаг æвæрын
1256,füttern::V,годувати,дарын
1257,füttern::V,харчувати,холлаг дæттын
1258,füttern::V,харчувати,холлаг æвæрын
1259,füttern::V,харчувати,дарын
1260,melken::V,доїти,дуцын
1261,hacken::V,рубати,кæрдын
1262,hacken::V,рубати,лыгтæ кæнын
1263,gießen::V,полити,бакалын
1264,reifen::V,дозріти,срæгъæд уын
1265,reifen::V,дозріти,сцæттæ уын
1266,zubereiten::V,зготовити,сцӕттӕ кӕнын
1267,zubereiten::V,приготувати,сцӕттӕ кӕнын
1268,kochen::V,варити,фыцын
1269,kochen::V,готувати,фыцын
1270,backen::V,пекти,фыцын
1271,braten::V,смажити,цурын
1272,umrühren::V,переміщати,ахæццæ кæнын
1273,umrühren::V,переміщати,азмæнтын
1274,umrühren::V,переміщати,астауын
1275,stricken::V,в’язати,кæнын
1276,stricken::V,в’язати,бийын
1277,nähen::V,шити,хуыйын
1278,färben::V,пофарбувати,ахорын
1279,reinigen::V,очистити,ссыгъдæг кæнын
1280,reinigen::V,очистити,ныссыгъдæг кæнын
1281,reinigen::V,очистити,ныссæрфын
1282,waschen::V,мити,ӕхсын
1283,abwischen::V,витерти,сӕрфын
1284,spülen::V,полоскати,æнхъæвзын
1285,fegen::V,підмітати,мӕрзын
1286,kehren::V,мести,мӕрзын
1287,baden::V,купатися,хи найын
1288,sich waschen::V,митися,хи æхсын
1289,ausziehen::V,зняти,ласын
1290,anziehen::V,надіти,скæнын
1291,sich anziehen::V,одягтися,дзаума скæнын
1292,sich anziehen::V,одягтися,дарæс скæнын
1293,sich anziehen::V,одягнутися,дзаума скæнын
1294,sich anziehen::V,одягнутися,дарæс скæнын
1295,kämmen::V,зачесати,ныффасын
1296,kämmen::V,зачесати,æрфасын
1297,schmücken::V,оздобити,фӕлындын
1298,sagen::V,сказати,зæгъын
1299,sprechen::V,говорити,дзурын
1300,reden::V,розмовляти,ныхас кӕнын
1301,sich unterhalten::V,бесідувати,ныхас кæнын
1302,fragen::V,запитати,фӕрсын
1303,bitten::V,просити,курын
1304,erzählen::V,розповісти,радзурын
1305,erzählen::V,розповісти,ратаурæгъ кæнын
1306,mitteilen::V,повідомити,фехъусын кæнын
1307,nennen::V,назвати,хонын
1308,rufen::V,кликати,сидын
1309,prahlen::V,хвалитися,ӕппӕлын
1310,übersetzen::V,перекласти,ратæлмац кæнын
1311,denken::V,думати,ӕнхъӕлын
1312,denken::V,думати,хъуыды кӕнын
1313,denken::V,мислити,ӕнхъӕлын
1314,denken::V,мислити,хъуыды кӕнын
1315,glauben::V,вірити,уырнын
1316,bemerken::V,помітити,фенын
1317,erkennen::V,пізнати,базонын
1318,begreifen::V,осягнути,ӕмбарын
1319,begreifen::V,осягнути,бамбарын
1320,verstehen::V,почути,
1321,lernen::V,навчатися,ахуыр кӕнын
1322,wissen::V,знати,зонын
1323,sich erinnern an::V,пам’ятати,зæрдыл æрлæууын
1324,sich erinnern an::V,пам’ятати,æрымысын
1325,sich erinnern an::V,пам’ятати,æрбаймысын
1326,sich erinnern an::V,пам’ятати,æрхъуыды кæнын
1327,vergessen::V,забути,ферох кæнын
1328,vergessen::V,забути,айрох кæнын
1329,messen::V,міряти,барын
1330,zählen::V,лічити,нымайын
1331,rechnen::V,рахувати,хынцын
1332,lesen::V,читати,кӕсын
1333,lesen::V,читати,фӕрсын
1334,malen::V,малювати,ныв кӕнын
1335,zeichnen::V,рисувати,ныв кӕнын
1336,schreiben::V,писати,фыссын
1337,besitzen::V,мати,хицау уын
1338,kaufen::V,купити,балхӕнын
1339,verkaufen::V,продати,уӕй кӕнын
1340,bezahlen::V,заплатити,бафидын
1341,zahlen::V,платити,фидын
1342,beherrschen::V,володіти,æлдариуæг кæнын
1343,ertragen::V,витерпіти,бавзарын
