,Concept_ID,os,kv
323,Entfernung::N,дардцæг,ылына
324,Gegend::N,ран,места
325,Platz::N,бууат,места
326,Ort::N,ран,места
327,Ort::N,бынат,места
328,Seite::N,фахс,ладор
329,Mitte::N,астӕу,шӧр
330,Gegenstand::N,дзаума,тор
331,Sache::N,дзаума,тор
332,Rand::N,кӕрон,дор
333,Kante::N,фӕрск,ордлы
334,Ecke::N,тигъ,пельӧс
335,Ecke::N,фисын,пельӧс
336,Spitze::N,бырынкъ,йыв
337,Ende::N,кӕрон,йыв
338,Loch::N,хуынкъ,осьта
339,Winkel::N,къуым,пельӧс
340,Muster::N,нывæфтыд,сер
341,Muster::N,кæдзист,сер
342,Größe::N,ас,ыжда
343,Länge::N,дӕргъ,кузя
344,Höhe::N,бæрзонд,сувда
345,Höhe::N,бæрзонд,вылына
346,Höhe::N,бæрзæнд,сувда
347,Höhe::N,бæрзæнд,вылына
348,Höhe::N,бæрзонддзинад,сувда
349,Höhe::N,бæрзонддзинад,вылына
350,Gewicht::N,уӕз,сьӧкта
351,Menge::N,бӕрц,
352,Haufen::N,кӕри,куча
353,Reihe::N,рӕнхъ,лёдз
354,Boot::N,чема,пыж
355,Ruder::N,къохар,пелыс
356,Schlitten::N,дзоныгъ,додь
357,Ski::N,къахдзоныгътæ,лямпа
358,Ski::N,лыжæтæ,лямпа
359,Lagerfeuer::N,арт,бипур
360,Last::N,уаргъ,тягота
361,Gang::N,цыд,мунӧм
362,Schritt::N,санчъех,вожмӧв
363,Schritt::N,къахдзӕф,вожмӧв
364,Norden::N,цæгат,ой
365,Süden::N,хуссар,лун
366,Westen::N,ныгуылæн,рытвыв
367,Osten::N,скæсæн,асыв
368,Holz::N,хъӕдӕрмӕг,пу
369,Brett::N,фæйнæг,пӧв
370,Platte::N,къӕй,плита
371,Stütze::N,быцæу,пика
372,Stange::N,хъил,зор
373,Stange::N,хъил,потш
374,Stock::N,лӕдзӕг,бедь
375,Stab::N,хъил,шест
376,Rohr::N,хӕтӕл,труба
377,Haus::N,хӕдзар,керку
378,Heim::N,къона,керку
379,Ofen::N,пец,пӧжавны
380,Fußboden::N,астӕрд,джодж
381,Tisch::N,стъол,пызан
382,Stuhl::N,бандон,стул
383,Wiege::N,авдæн,зыбка
384,Bett::N,сынтӕг,кровать
385,Regal::N,тӕрхӕг,джадж
386,Regal::N,уӕлвӕйнӕг,джадж
387,Kiste::N,асыкк,ящик
388,Fenster::N,рудзынг,ӧшын
389,Fenster::N,фæрссаг,ӧшын
390,Tür::N,дуар,ыбӧс
391,Tor::N,кулдуар,ворота
392,Zaun::N,æмбонд,забор
393,Zaun::N,быру,забор
394,Zaun::N,гæрæн,забор
395,Dach::N,уӕлхӕдзар,крыша
396,Leiter::N,асин,лиснич
397,Besen::N,уисой,рос
398,Spaten::N,бел,зыр
399,Schaufel::N,æвгæнæн,зыр
400,Schaufel::N,кæфой,зыр
401,Gabel::N,вилкæ,вила
402,Löffel::N,уидыг,пань
403,Messer::N,кард,пурт
404,Nagel::N,зӕгӕл,кӧрттув
405,Netz::N,хыз,кыйӧт
406,Haken::N,хæдз,ем
407,Haken::N,хæбырæгъ,ем
408,Griff::N,фистон,пу
409,Schloss::N,гуыдыр,замок
410,Bild::N,ныв,картина
411,Figur::N,кæрдгæныв,мыгӧр
412,Puppe::N,чындз,акань
413,Beutel::N,дзӕкъул,мешӧк
414,Bündel::N,баст,нин
415,Tasche::N,хызын,сумка
416,Tasche::N,дзæкъул,сумка
417,Eimer::N,къæрта,ведра
418,Eimer::N,чъыбыла,ведра
419,Eimer::N,ведра,ведра
420,Deckel::N,сæр,вевт
421,Deckel::N,æмбæрзæн,вевт
422,Geschirr::N,мигæнæн,доз
423,Geschirr::N,мигæнæн,бекӧрпань
424,Geschirr::N,мигæнæнтæ,доз
425,Geschirr::N,мигæнæнтæ,бекӧрпань
426,Sack::N,голлаг,мешӧк
427,Tasse::N,пиала,бекӧр
428,Tasse::N,къус,бекӧр
429,Topf::N,аг,кастрюля
430,Topf::N,чысыл аг,кастрюля
431,Kessel::N,аг,пӧрт
432,Essen::N,хӕрд,сёйӧм
433,Nahrung::N,хойраг,вердан
434,Speise::N,хӕринаг,сёян
435,Fleisch::N,дзидза,яй
436,Fleisch::N,фыдызгъӕл,яй
437,Getreide::N,халсар,сю
438,Brei::N,кас,каша
439,Brot::N,дзул,нянь
440,Scheibe::N,къӕбӕр,шӧрӧм
441,Fett::N,сой,гос
442,Butter::N,нӕлхӕ,ви
443,Öl::N,зети,ви
444,Salz::N,цӕхх,сов
445,Suppe::N,бас,шыд
446,Honig::N,мыд,ма
447,Milch::N,ӕхсыр,йӧв
448,Tee::N,цай,чай
449,Leder::N,мæскуы,кучик
450,Wolle::N,фӕсмын,гӧн
451,Stoff::N,хъуымац,дӧра
452,Nadel::N,судзин,ем
453,Faden::N,ӕндах,сунис
454,Knopf::N,цӕппӕр,кизь
455,Knoten::N,ӕлхынцъ,узӧв
456,Knoten::N,ӕлхынцъ,гӧрӧд
457,Farbe::N,ахорæн,краска
458,Kleidung::N,дарӕс,паськӧм
459,Hemd::N,хӕдон,йӧрнӧс
460,Kragen::N,æфцæггот,воротник
461,Ärmel::N,дыс,сос
462,Hose::N,хæлаф,вешьян
463,Hose::N,æддаг хæлаф,вешьян
464,Hose::N,салбар,вешьян
465,Gürtel::N,рон,йи
466,Mütze::N,худ,шапка
467,Schuh::N,басмахъ,ботинки
468,Stiefel::N,цырыхъхъ,сапог
469,Ring::N,къухдарӕн,чунькытш
470,Band::N,лент,ленточка
471,Kamm::N,сӕрвасӕн,сынан
472,Spiegel::N,айдæн,зеркало
473,Spiegel::N,кæсæн,зеркало
474,Riemen::N,гӕрз,ремень
475,Schnur::N,бӕндӕн,гез
476,Decke::N,хъӕццул,одеяло
477,Kissen::N,баз,подушка
478,Tuch::N,кæлмæрзæн,чышьян
479,Tuch::N,кæрдæн,чышьян
480,Handtuch::N,хисæрфæн,чышкӧт
481,Kraft::N,тых,прак
482,Kraft::N,хъомыс,прак
483,Stärke::N,тых,вын
484,Stärke::N,æхсар,вын
485,Gesundheit::N,æнæниздзинад,здоровье
486,Krankheit::N,низ,шог
487,Krankheit::N,рын,шог
488,Schmerz::N,рис,зубыт
489,Wunde::N,цӕф,рана
490,Fieber::N,ризӕг,лёк тресся
491,Fieber::N,ризӕг,кынтан шогӧт
492,Fieber::N,тӕфсӕг,лёк тресся
493,Fieber::N,тӕфсӕг,кынтан шогӧт
494,Arznei::N,хос,лекарство
495,Brücke::N,хид,пос
496,Brunnen::N,цъай,колодец 
497,Weide::N,хизæн,пода йирсян
498,Weide::N,хизæнуат,пода йирсян
499,Weide::N,сæрвæт,пода йирсян
500,Pfad::N,къахвæндаг,туй
501,Pfad::N,къахвæд,туй
502,Weg::N,фӕндаг,туй
503,Straße::N,фӕндаг,туй
504,Dorf::N,хъӕу,деревня
505,Stadt::N,сахар,город
506,Brief::N,фыстӕг,гижӧт
507,Buch::N,чиныг,книга
508,Buchstabe::N,дамгъӕ,буква
509,Zeitung::N,газет,газета
510,Leben::N,цард,олан
511,Leben::N,цӕрӕнбон,олан
512,Tod::N,мæлæт,кулӧм
513,Tod::N,адзал,кулӧм
514,Grab::N,ингӕн,гу
515,Kirche::N,аргъуан,вичку
516,Sünde::N,тæригъæд,грек
517,Gott::N,хуыцау,ен
518,Arbeiter::N,кусæг,уджалiсь
519,Chef::N,ӕмцег,начальник
520,Meister::N,мастер,мастер
521,Meister::N,дæсны,мастер
522,Arzt::N,хосгæнæг,врач
523,Arzt::N,дохтыр,врач
524,Lehrer::N,ахуыргæнæг,велӧтісь
525,Geld::N,ӕхца,деньга
526,Geschäft::N,бизнес,удж
527,Geschäft::N,хъуыддаг,удж
528,Laden::N,дукани,магазин
529,Preis::N,аргъ,дон
530,Ware::N,базайраг,товар
531,Nutzen::N,пайда,путь
532,Reichtum::N,хъæздыгдзинад,богатство
533,Reichtum::N,исбон,богатство
534,Reichtum::N,мулк,богатство
535,Welt::N,дуне,му
536,Land::N,бӕстӕ,страна
537,Staat::N,паддзахад,государство
538,König::N,къарол,кан
539,Macht::N,хицаудзинад,власть
540,Grenze::N,арӕн,граница
541,Krieg::N,хӕст,война
542,Feind::N,знаг,враг
543,Feind::N,фыдгул,враг
544,Feind::N,фыдзæрдæ,враг
545,Feind::N,сон,враг
546,Gewalt::N,тыхми,
547,Gewalt::N,тыхдзинад,
548,Kampf::N,хæст,нярасьӧм
549,Kampf::N,хæст,вермасьӧм
550,Kampf::N,хъæбысæйхæст,нярасьӧм
551,Kampf::N,хъæбысæйхæст,вермасьӧм
552,Kampf::N,тох,нярасьӧм
553,Kampf::N,тох,вермасьӧм
554,Bogen[Waffe]::N,ӕрдын,лук
555,Pfeil::N,фат,ньӧв
556,Gewehr::N,топп,ружьё
557,Fehler::N,рӕдыд,ошибка
558,Lüge::N,мӕнг,ылӧтӧм
559,Lüge::N,мӕнг,пӧрьялӧм
560,Lüge::N,гӕдыдзинад,ылӧтӧм
561,Lüge::N,гӕдыдзинад,пӧрьялӧм
562,Schaden::N,зиан,лёк
563,Unglück::N,бæллæх,пик
564,Unglück::N,бæллæх,оказзё
565,Schuld::N,азым,вина
566,Alter::N,кар,
567,Schluss::N,кæрон,ком
568,Zeit::N,рӕстӕг,кад
569,Tag::N,бон,лун
570,Morgen::N,райсом,асыв
571,Mittag::N,æмбисбон,луншӧр кад
572,Abend::N,изӕр,рыт
573,Nacht::N,ӕхсӕв,ой
574,Woche::N,къуыри,неделя
575,Monat::N,мӕй,тӧлicь
576,Jahr::N,аз,год
577,Jahr::N,афӕдз,год
578,Frühling::N,уалдзæг,тулыс
579,Sommer::N,сӕрд,гожум
580,Herbst::N,фæззæг,ар
581,Winter::N,зымӕг,тӧв
582,Januar::N,январь,январ
583,Februar::N,февраль,февраль
584,März::N,мартъи,март
585,April::N,апрель,апрель
586,Mai::N,май,май
587,Juni::N,июнь,юнь
588,Juli::N,июль,юль
589,August::N,август,август
590,September::N,сентябрь,сентяб
591,Oktober::N,октябрь,октяб
592,November::N,ноябрь,нояб
593,Dezember::N,декабрь,декаб
594,Montag::N,къуырисæр,вильлун
595,Dienstag::N,дыццæг,мӧдӧдзлун
596,Mittwoch::N,æртыццæг,шӧрлун
597,Donnerstag::N,цыппæрæм,нёльӧдзлун
598,Freitag::N,майрæмбон,витӧдзлун
599,Samstag::N,сабат,пывсянлун
600,Sonntag::N,хуыцаубон,кресення
601,groß::A,дынджыр,ыджыт
602,klein::A,гыццыл,учӧтик
603,lang::A,даргъ,кузь
604,kurz::A,цыбыр,дженыт
605,breit::A,фӕтӕн,ота
606,schmal::A,нарӕг,векнит
607,schmal::A,уынгӕг,векнит
608,dicht::A,бæзджын,тшӧк
609,dicht::A,тар,тшӧк
610,dick[Gegenstand]::A,сӕвджын,кыз
611,dünn::A,тæнæг,вӧснит
612,fein::A,лыстӕг,вӧснит
613,fest::A,фидар,крепыт
614,fest::A,хъӕддых,крепыт
615,flach::A,тъӕпӕн,лапкӧса
616,glatt::A,лӕгъз,волькыт
617,hart::A,хъӕбӕр,чӧрыт
618,weich::A,фӕлмӕн,небыт
619,rund::A,тымбыл,гӧгрӧса
620,spitz::A,цыргъбырынкъ,ёся
621,spitz::A,цыргъфындз,ёся
622,scharf::A,цыргъ,лэчыт
623,stumpf::A,къуымых,ныж
624,schwer::A,уӕззау,сьӧкыт
625,schön::A,аив,басӧк
626,schön::A,рӕсугъд,басӧк
627,heiß::A,тӕвд,жар
628,warm::A,хъарм,шоныт
629,kalt::A,уазал,кӧдзыт
630,kühl::A,сатæг,сайкыт
631,kühl::A,уазалгомау,сайкыт
632,frisch::A,сатæг,виль
633,feucht::A,уымӕл,вакодь
634,nass::A,хуылыдз,ва
635,trocken::A,хус,кӧс
636,voll::A,дзаг,тыра
637,voll::A,йедзаг ,тыра
638,leer::A,афтид,тыртӧм
639,offen::A,гом,оссьӧм
640,geschlossen::A,æхгæд,игана
641,geschlossen::A,æхгæд,пӧдана
642,sauber::A,сыгъдæг,сӧдз
643,sauber::A,сыгъдæг,сӧстӧм
644,schmutzig::A,чъиллон,нятьӧсь
645,roh::A,хом,путӧм
646,reif::A,рӕгъӕд,кисьмалӧм
647,lecker::A,хӕрзад,кӧра 
648,süß::A,адджын,чӧскыт
649,bitter::A,судзаг,курыт
650,sauer::A,туаг,шӧма 
651,hell::A,рухс,югыт
652,dunkel::A,талынг,пемыт
653,schwarz::A,сау,сьӧд
654,weiß::A,урс,чочком
655,rot::A,сырх,гӧрд
656,gelb::A,бур,веж
657,blau::A,цъӕх,лӧз
658,grün::A,цъӕх,веж
659,grün::A,кӕрдӕгхуыз,веж
660,grau::A,цъӕх,руд
661,grau::A,цъӕх,бусӧй
662,grau::A,фӕныкхуыз,руд
663,grau::A,фӕныкхуыз,бусӧй
664,bunt::A,хъулон,быдрӧма
665,bunt::A,гæрæм,быдрӧма
666,billig::A,аслам,донтӧм
667,teuer::A,зынаргъ,дона
668,wertvoll::A,зынаргъ,дона
669,blind::A,куырм,синтӧм
670,taub::A,къуырма,пельтӧм
671,kräftig::A,домбай,вына
672,kräftig::A,тыхджын,вына
673,stark::A,тыхджын,вына
674,schwach::A,ӕнӕбон,некодя
675,fett::A,нард,госа
676,schlank::A,гуырвидыц,статя
677,schlank::A,хæрзконд,статя
678,schlank::A,рæхснæг,статя
679,schlank::A,сагамад,статя
680,hübsch::A,аив,басӧк
681,hübsch::A,рӕсугъд,басӧк
682,böse::A,фыдзӕрдӕ,лёк
683,dumm::A,ӕдылы,бӧбӧв
684,dumm::A,ӕдылы,вежӧртӧм
685,faul::A,зивӕг,дыш
686,faul::A,зивӕггӕнаг,дыш
687,fleißig::A,æнæзивæг,уджалicь
688,fleißig::A,æнувыд,уджалicь
689,geizig::A,чъынды,жикмӧра
690,geizig::A,чъынды,горшаліcь
691,geizig::A,æлгъин,жикмӧра
692,geizig::A,æлгъин,горшаліcь
693,geizig::A,мæрддзæст,жикмӧра
694,geizig::A,мæрддзæст,горшаліcь
695,klug::A,зондджын,авья
696,klug::A,зондджын,вежӧра
697,geschickt::A,хӕрзарӕхст,кипода
698,lieb::A,уарзон,муса
699,lieb::A,уарзон,дзулиньӧй
700,lustig::A,хъӕлдзӕг,гажа
701,sanft::A,мынчын,лебезнӧй
702,hungrig::A,ӕххормаг,тшыг
703,krank::A,нӕфӕразгӕ,шогалiсь
704,nackt::A,бӕгънӕг,куш
705,traurig::A,ӕрхӕндӕг,жугыль
706,lebendig::A,цардӕгас,ловья
707,gut::A,хорз,бур
708,schlecht::A,цауд,умӧль
709,richtig::A,раст,
710,schlimm::A,ӕвзӕр,нештӧм
711,wahr::A,ӕцӕг,
712,alt::A,зӕронд,важ
713,neu::A,ног,виль
714,ehemalig::A,раздӕры,вӧвлӧм
715,alt[Lebewesen]::A,ацӕргӕ,года
716,alt[Lebewesen]::A,ацӕргӕ,годдэза
717,jung::A,ӕрыгон,том
718,arm::A,мӕгуыр,гов
719,arm::A,мӕгуыр,беднӧй
720,reich::A,хъӕздыг,эма
721,bekannt::A,зонгӕ,тӧдса
722,berühmt::A,номдзыд,
723,fremd::A,æцæгæлон,чужӧй
724,verschieden::A,æндæр æмæ æндæр,быдкодь
725,verschieden::A,алы,быдкодь
726,verschieden::A,алыхуызон,быдкодь
727,nah::A,хӕстӕг,матiсь
728,fern::A,дард,ылicь
729,fern::A,дӕрддаг,ылicь
730,linker::A,галиу,шульга
731,rechter::A,рахиз,веськытланись
732,anderer::A,иннӕ,мукӧд
733,anderer::A,ӕндӕр,мукӧд
734,erster::A,фыццаг,медодзза
735,erster::A,фыццӕгӕм,медодзза
