,Concept_ID,hr,ca
516,Getreide::N,žitarice,cereals
517,Brei::N,kaša,puré
518,Brot::N,kruh,pa
519,Scheibe::N,kriška,tall
520,Scheibe::N,kriška,llesca
521,Fett::N,mast,greix
522,Fett::N,salo,greix
523,Butter::N,buter,mantega
524,Butter::N,maslac,mantega
525,Öl::N,ulje,oli
526,Salz::N,sol,sal
527,Suppe::N,supa,sopa
528,Honig::N,med,mel
529,Milch::N,mlijeko,llet
530,Tee::N,čaj,te
531,Leder::N,koža,cuir
532,Wolle::N,vuna,llana
533,Stoff::N,štof,tela
534,Stoff::N,tkanina,tela
535,Nadel::N,igla,agulla
536,Faden::N,nit,fil
537,Faden::N,konac,fil
538,Knopf::N,dugme,botó
539,Knoten::N,čvor,nus
540,Knoten::N,uzao,nus
541,Farbe::N,farba,pintura
542,Kleidung::N,odjeća,roba
543,Kleidung::N,odjeća,vestits
544,Hemd::N,košulja,camisa
545,Kragen::N,ovratnik,coll
546,Ärmel::N,rukav,màniga
547,Hose::N,hlače,pantalōns
548,Gürtel::N,pas,cinturó
549,Gürtel::N,pojas,cinturó
550,Mütze::N,kapa,gorra
551,Schuh::N,cipela,sabata
552,Stiefel::N,čizma,bota
553,Ring::N,prsten,anell
554,Band::N,vrpca,veta
555,Band::N,vrpca,cinta
556,Kamm::N,češalj,pinta
557,Spiegel::N,zrcalo,mirāll
558,Spiegel::N,ogledalo,mirāll
559,Riemen::N,kaiš,corretja
560,Riemen::N,remen,corretja
561,Schnur::N,vrpca,corda
562,Leine::N,uzica,corretja
563,Decke::N,ćebe,manta
564,Decke::N,ćebe,flassada
565,Decke::N,pokrivač,manta
566,Decke::N,pokrivač,flassada
567,Kissen::N,jastuk,coixí
568,Tuch::N,rubac,mocador
569,Tuch::N,marama,mocador
570,Handtuch::N,ručnik,tovallola
571,Kraft::N,snaga,força
572,Stärke::N,jakost,vigor
573,Gesundheit::N,zdravlje,salut
574,Krankheit::N,bolest,malaltia
575,Schmerz::N,bol,dolor
576,Wunde::N,rana,ferida
577,Fieber::N,groznica,febre
578,Arznei::N,lijek,medicament
579,Brücke::N,most,pont
580,Brücke::N,ćuprija,pont
581,Brunnen::N,bunar,pou
582,Brunnen::N,zdenac,pou
583,Weide::N,paša,pastura
584,Weide::N,pašnjak,pastura
585,Pfad::N,staza,senda
586,Pfad::N,staza,sender
587,Weg::N,put,camí
588,Straße::N,drum,carretera
589,Straße::N,cesta,carretera
590,Dorf::N,selo,poble
591,Stadt::N,grad,ciutāt
592,Stadt::N,varoš,ciutāt
593,Brief::N,list,carta
594,Brief::N,pismo,carta
595,Buch::N,knjiga,llibre
596,Buchstabe::N,slovo,lletra
597,Zeitung::N,novine,diāri
598,Leben::N,život,vida
599,Tod::N,smrt,mort
600,Grab::N,raka,tomba
601,Kirche::N,crkva,església
602,Sünde::N,grijeh,pecat
603,Gott::N,bog,déu
604,Arbeiter::N,radnik,obrer
605,Chef::N,šef,cap
606,Meister::N,majstor,mestre
607,Arzt::N,liječnik,metge
608,Lehrer::N,učitelj,mestre
609,Geld::N,novac,dinērs
610,Geschäft::N,posao,negoci
611,Geschäft::N,trgovina,negoci
612,Laden::N,dućan,tenda
613,Laden::N,dućan,botiga
614,Preis::N,cijena,preu
615,Ware::N,roba,mercaderia
616,Nutzen::N,korist,profit
617,Reichtum::N,bogatstvo,riquesa
618,Welt::N,svijet,món
619,Land::N,zemlja,país
620,Staat::N,država,estat
621,König::N,kralj,rei
622,Macht::N,moć,poder
623,Macht::N,moć,potència
624,Macht::N,vlast,poder
625,Macht::N,vlast,potència
626,Grenze::N,granica,frontera
627,Krieg::N,rat,guerra
628,Feind::N,neprijatelj,enemic
629,Gewalt::N,sila,violència
630,Gewalt::N,nasilje,violència
631,Kampf::N,boj,lluita
632,Kampf::N,borba,lluita
633,Bogen[Waffe]::N,luk,arc
634,Pfeil::N,strijela,fletxa
635,Gewehr::N,puška,fusell
636,Gewehr::N,puška,escopeta
637,Fehler::N,pogreška,falta
638,Fehler::N,griješka,falta
639,Lüge::N,laž,mentida
640,Schaden::N,šteta,dany
641,Unglück::N,nesreća,desgràcia
642,Schuld::N,krivnja,culpa
643,Alter::N,dob,edat
644,Schluss::N,kraj,fi
645,Schluss::N,kraj,final
646,Schluss::N,konac,fi
647,Schluss::N,konac,final
648,Zeit::N,doba,temps
649,Zeit::N,vrijeme,temps
650,Tag::N,dan,dia
651,Morgen::N,jutro,matí
652,Mittag::N,podne,migdia
653,Abend::N,veče,vespre
654,Abend::N,večer,vespre
655,Nacht::N,noć,nit
656,Woche::N,sedmica,setmana
657,Monat::N,mjesec,mes
658,Jahr::N,godina,any
659,Frühling::N,proljeće,primavera
660,Sommer::N,ljeto,estīu
661,Herbst::N,jesen,tardor
662,Winter::N,zima,hivērn
663,Januar::N,januar,gener
664,Januar::N,siječanj,gener
665,Februar::N,veljača,febrer
666,Februar::N,februar,febrer
667,März::N,mart,març
668,März::N,ožujak,març
669,April::N,april,abril
670,April::N,travanj,abril
671,Mai::N,maj,maig
672,Mai::N,svibanj,maig
673,Juni::N,juni,juny
674,Juni::N,lipanj,juny
675,Juli::N,juli,juliol
676,Juli::N,srpanj,juliol
677,August::N,august,agost
678,August::N,kolovoz,agost
679,September::N,rujan,setembre
680,September::N,septembar,setembre
681,Oktober::N,oktobar,octubre
682,Oktober::N,listopad,octubre
683,November::N,studeni,novembre
684,November::N,novembar,novembre
685,Dezember::N,prosinac,desembre
686,Montag::N,ponedjeljak,dilluns
687,Montag::N,ponedjeljnik,dilluns
688,Dienstag::N,utorak,dimarts
689,Dienstag::N,utornik,dimarts
690,Mittwoch::N,srijeda,dimecres
691,Donnerstag::N,četvrtak,dijous
692,Freitag::N,petak,divendres
693,Samstag::N,subota,dissabte
694,Sonntag::N,nedjelja,diumenge
695,groß::A,velik,gros
696,klein::A,mali,petīt
697,klein::A,malen,petīt
698,lang::A,dug,llarg
699,lang::A,dugačak,llarg
700,kurz::A,kratak,curt
701,breit::A,širok,ample
702,schmal::A,uski,estret
703,schmal::A,uzak,estret
704,dicht::A,gust,dens
705,dick[Gegenstand]::A,debeo,gruixūt
706,dünn::A,tanak,prim
707,fein::A,fin,fi
708,fein::A,tanak,fi
709,fest::A,čvrst,ferm
710,fest::A,čvrst,sòlid
711,flach::A,ravan,pla
712,flach::A,plosnat,pla
713,glatt::A,gladak,llis
714,hart::A,tvrd,dur
715,weich::A,mek,tou
716,weich::A,mekan,tou
717,rund::A,okrugao,rodó
718,spitz::A,oštar,punxegut
719,spitz::A,šiljast,punxegut
720,scharf::A,oštar,agut
721,scharf::A,bridak,agut
722,stumpf::A,tup,rom
723,stumpf::A,tup,esmussat
724,schwer::A,težak,pesāt
725,schön::A,krasan,bonīc
726,heiß::A,vruć,calēnt
727,warm::A,topao,càlid
728,kalt::A,hladan,fred
729,kühl::A,hladan,fresc
730,frisch::A,svjež,fresc
731,feucht::A,vlažan,humit
732,nass::A,mokar,mullat
733,trocken::A,suh,sec
734,voll::A,pun,ple
735,leer::A,prazan,buit
736,offen::A,otvoren,obert
737,geschlossen::A,zatvoren,tancat
738,sauber::A,čist,net
739,schmutzig::A,nečist,brut
740,schmutzig::A,blatan,brut
741,roh::A,sirov,cru
742,reif::A,zreo,madur
743,lecker::A,tečan,deliciós
744,lecker::A,ukusan,deliciós
745,süß::A,sladak,dolç
746,bitter::A,gorak,amarg
747,sauer::A,kiseo,agre
748,hell::A,vedar,clar
749,hell::A,svijetao,clar
750,dunkel::A,taman,fosc
751,schwarz::A,crn,negre
752,weiß::A,bio,blanc
753,weiß::A,bijel,blanc
754,rot::A,crven,vermēll
755,gelb::A,žut,groc
756,blau::A,plav,blau
757,blau::A,modar,blau
758,grün::A,zelen,verd
759,grau::A,siv,gris
760,bunt::A,šaren,multicolor
761,billig::A,jeftin,barat
762,teuer::A,skup,car
763,wertvoll::A,vrijedan,preciós
764,wertvoll::A,dragocjen,preciós
765,blind::A,slijep,cec
766,taub::A,gluh,sord
767,kräftig::A,snažan,fort
768,kräftig::A,snažan,vigorós
769,stark::A,jak,fort
770,stark::A,snažan,fort
771,schwach::A,slab,feble
772,fett::A,pretio,gras
773,schlank::A,vitak,esvelt
774,hübsch::A,zgodan,maco
775,böse::A,zao,dolent
776,böse::A,opak,dolent
777,dumm::A,glup,ximple
778,dumm::A,glup,estúpid
779,faul::A,lijen,gandūl
780,faul::A,lijen,mandrós
781,fleißig::A,radin,diligēnt
782,fleißig::A,marljiv,diligēnt
783,geizig::A,škrt,avar
784,klug::A,razborit,intel·ligent
785,geschickt::A,vješt,hàbil
786,lieb::A,drag,amat
787,lieb::A,drag,estimat
788,lustig::A,veseo,alegre
789,sanft::A,blag,suau
790,hungrig::A,gladan,afamat
791,krank::A,bolestan,malālt
792,nackt::A,nag,nu
793,traurig::A,tužan,trist
794,traurig::A,žalostan,trist
795,lebendig::A,živ,viu
796,gut::A,dobar,bo
797,schlecht::A,loš,dolēnt
798,schlecht::A,rđav,dolēnt
799,richtig::A,tačan,just
800,richtig::A,tačan,correcte
801,richtig::A,ispravan,just
802,richtig::A,ispravan,correcte
803,schlimm::A,zao,greu
804,schlimm::A,zločest,greu
805,wahr::A,istinit,vertader
806,wahr::A,istinit,veritable
807,alt::A,star,vell
808,neu::A,nov,nou
809,ehemalig::A,bivši,antic
810,alt[Lebewesen]::A,star,vell
811,jung::A,mlad,jove
812,arm::A,ubog,pobre
813,arm::A,siromašan,pobre
814,reich::A,bogat,ric
815,bekannt::A,poznat,conegut
816,berühmt::A,čuven,famós
817,berühmt::A,slavan,famós
818,fremd::A,tuđ,estrany
819,fremd::A,stran,estrany
820,verschieden::A,razan,diferent
821,verschieden::A,različan,diferent
822,nah::A,blizak,pròxim
823,fern::A,dalek,llunyà
824,fern::A,dalek,distant
825,fern::A,daljnji,llunyà
826,fern::A,daljnji,distant
827,linker::A,lijevi,esquerre
828,rechter::A,desni,dret
829,anderer::A,drugi,altre
830,anderer::A,drugačiji,altre
831,erster::A,prvi,primer
832,zweiter::A,drugi,segon
833,dritter::A,treći,tercer
834,letzter::A,zadnji,últim
835,allein::ADV,sam,sol
836,auf einmal::ADV,istodobno,d'una vegada
837,zusammen::ADV,skupa,junt
838,zusammen::ADV,zajedno,junt
839,lange::ADV,dugo,molt de temps
840,plötzlich::ADV,naglo,de cop
841,plötzlich::ADV,naglo,de sobte
842,plötzlich::ADV,iznenada,de cop
843,plötzlich::ADV,iznenada,de sobte
844,sofort::ADV,odmah,de seguida
845,später::ADV,kasnije,més tard
846,jetzt::ADV,sad,ara
847,jetzt::ADV,sada,ara
848,heute::ADV,danas,avūi
849,morgen::ADV,sutra,demà
850,bald::ADV,skoro,aviāt
851,bald::ADV,doskora,aviāt
852,dann::ADV,zatim,després
853,gestern::ADV,juče,ahir
854,gestern::ADV,jučer,ahir
855,einst::ADV,negda,anteriorment
856,einst::ADV,nekada,anteriorment
857,damals::ADV,tada,llavōrs
858,damals::ADV,tada,aleshores
859,damals::ADV,onda,llavōrs
860,damals::ADV,onda,aleshores
861,danach::ADV,poslije,després
862,danach::ADV,nakon toga,després
