,Concept_ID,he,av
745,vor::PRP,מול,цебе
746,hinter::PRP,מאחורי,хадуса
747,unter::PRP,מתחת,ахакь
748,unter::PRP,מתחת,гъоркь
749,durch::PRP,דרך,
750,neben::PRP,ליד,аскӏо
751,neben::PRP,על-יד,аскӏо
752,zwischen::PRP,בין,гьоркьоб
753,wegen::PRP,בשל,гьелда
754,wegen::PRP,בגלל,гьелда
755,dies::PRN,זה,гьаб
756,dies::PRN,זה,гьеб
757,das::PRN,זה,доб
758,alles::PRN,הכל,
759,ich::PRN,אני,дун
760,du::PRN,את,дуца
761,du::PRN,אתה,дуца
762,er::PRN,הוא,доб
763,wir::PRN,אנחנו,ниж
764,ihr::PRN,לה,нуж
765,sie::PRN,הם,дол
766,sie::PRN,הם,эл
767,was::FPRN,מה,щиб
768,wer::FPRN,מי,щиб
769,wo::FADV,איפה,киб
770,wo::FADV,איפה,кибехун
771,wohin::FADV,לאן,кибехун
772,wie::FADV,איך,кин
773,warum::FADV,למה,щай
774,wieviel::FNUM,כמה,кигӏан
775,eins::NUM,אחד,цо
776,zwei::NUM,שתים,кӏиго
777,drei::NUM,שלושה,лъабго
778,vier::NUM,ארבעה,ункъо
779,fünf::NUM,חמשה,щуго
780,sechs::NUM,ששה,анлъго
781,sieben::NUM,שבעה,анкьго
782,acht::NUM,שמונה,микьго
783,neun::NUM,תשעה,ичӏго
784,zehn::NUM,עשרה,анцӏго
785,elf::NUM,אחת עשרה,анцӏила цо
786,zwölf::NUM,שתים עשרה,кӏиго-анцӏила
787,zwanzig::NUM,עשרים,къого
788,dreißig::NUM,שלושים,лъеберго
789,vierzig::NUM,ארבעים,кӏикъого
790,fünfzig::NUM,חמשים,кӏикъо́ялда анцӏго
791,sechzig::NUM,ששים,лъабкъого
792,siebzig::NUM,שבעים,лъабкъо́ялда анцӏго
793,achtzig::NUM,שמונים,ункъого
794,neunzig::NUM,תשעים,ункъоялда а́нцӏила
795,hundert::NUM,מאה,нусго
796,tausend::NUM,אלף,азарго
797,und::CNJ,ו,ва
798,und::CNJ,ו,-ги
799,oder::CNJ,או,ялъуни
800,stehen::V,עמד,бахъунчӏезе
801,sitzen::V,ישב,гӏодов чӏезе
802,liegen::V,שכב,бегизе
803,hängen::V,היה תלוי,базе
804,werden::V,הפך ל,бахъине
805,passieren::V,קרה,лъугьине
806,passieren::V,קרה,лъугьа-бахъине
807,beginnen::V,התחיל,байбихьизе
808,enden::V,הסתים,лъугӏизе
809,wechseln::V,השתנה,хиса-басизе
810,wechseln::V,השתנה,хисизе
811,aufgehen[Sonne]::V,זרח,баккизе
812,untergehen[Sonne]::V,שקע,щинкӏизе
813,scheinen[Sonne]::V,בהק,къалъ-къалъизе
814,donnern::V,רעם,гъугъазе
815,wehen::V,נשב,пуйзе
816,strömen::V,זרם,чвахизе
817,fließen::V,זרם,чвахизе
818,sich drehen::V,הסתובב,сверизе
819,schwanken::V,התנודד,хьвагӏезе
820,schwanken::V,התנודד,багъа-бачаризе
821,schwingen::V,התנענע,щвартӏезе
822,fallen::V,נפל,бортизе
823,brennen::V,בער,рекӏине
824,rauchen::V,עשן,кӏкӏуй буризе
825,regnen::V,ירד גשם,базе
826,gefrieren::V,קפא,гӏу́низе
827,tauen::V,נמס,биаризе
828,schmelzen::V,התיך,биине
829,trocknen::V,התיבש,бакъвазе
830,sieden::V,רתח,гьалдезе
831,faulen::V,רקב,махӏцине
832,verfaulen::V,רקב,туризе
833,reißen::V,נקרע,бихъизе
834,versinken::V,טבע,гъанкъизе
835,vergehen::V,עבר,базе
836,vergehen::V,עבר,бахъизе
837,vergehen::V,עבר,ине
838,erscheinen::V,נגלה,баккизе
839,erscheinen::V,הופיע,баккизе
840,verschwinden::V,נעלם,къине
841,verschwinden::V,נעלם,билизе
842,sinken::V,ירד,гӏодо́бе ккезе
843,abnehmen::V,הפחית,тӏаса камизе
844,zunehmen::V,רבה,гӏемерлъизе
845,steigen::V,עלה,бахине
846,wachsen::V,גדל,кӏодолъизе
847,glänzen::V,נצץ,цӏвакизе
848,glänzen::V,בהק,цӏвакизе
849,funkeln::V,נצנץ,паркъезе
850,lärmen::V,רעש,хъудизе
851,lärmen::V,רעש,чӏиргъдизе
852,läuten::V,צלצל,кьабизе
853,klingeln::V,צלצל,кьабизе
854,klirren::V,קרקש,зваргъизе
855,brausen::V,געש,гьалаглъизе
856,rauschen::V,רשרש,шуршудизе
857,klingen::V,נשמע,бахъине
858,bellen::V,נבח,гъанчдезе
859,heulen::V,ילל,рурудизе
860,blasen::V,נשף,гьохьизе
861,pfeifen::V,שרק,гьещтӏезе
862,schreien::V,צעק,ахӏизе
863,schreien::V,צעק,ахӏдезе
864,stöhnen::V,נאנק,зигардизе
865,zittern::V,רעד,дарран
866,zittern::V,רעד,гьаргьадизе
867,leben::V,חי,бетӏербахъизе
868,geboren werden::V,נולד,лъугьине
869,atmen::V,נשם,хӏухьел биччазе
870,trinken::V,שתה,гьекъезе
871,essen::V,אכל,квине
872,essen::V,אכל,кваназе
873,schlucken::V,בלע,кӏкӏвине
874,schlucken::V,בלע,къулчӏизе
875,müde werden::V,התעיף,сваказе
876,einschlafen::V,נרדם,кьижизе
877,einschlafen::V,נרדם,гъапуллъизе
878,schlafen::V,ישן,кьижизе
879,aufwachen::V,התעורר,бигьине
880,aufstehen::V,קם,бахъине
881,aufstehen::V,קם,тӏадебахъине
882,sich erholen::V,נפש,хьи бахъизе
883,sich erholen::V,נפש,хӏалхьи гьабизе
884,krank werden::V,חלה,унтизе
885,krank sein::V,היה חולה,унтизе
886,schmerzen::V,כאב,унтизе
887,husten::V,השתעל,хъегӏизе
888,genesen::V,הבריא,лъилъизе
889,sterben::V,מת,хвезе
890,umkommen::V,נספה,гьалаглъизе
891,sich bewegen::V,נע,багъаризе
892,sich bewegen::V,נע,багъаргъизе
893,sich rühren::V,זז,багъаризе
894,sich erheben::V,קם,тӏадебахъине
895,sich erheben::V,קם,бахъине
896,sich setzen::V,התישב,гӏодов чӏезе
897,hinfallen::V,נפל,щапизе
898,laufen::V,הלך ברגל,хьвадизе
899,schreiten::V,פסע,чӏезе
900,spazierengehen::V,טיל,тира-сверизе
901,eilen::V,אץ,ракӏхӏалакине
902,eilen::V,אץ,дуризе
903,eilen::V,מהר,ракӏхӏалакине
904,eilen::V,מהר,дуризе
905,sich beeilen::V,מהר,дуризе
906,sich beeilen::V,מהר,гӏедегӏизе
907,sausen::V,אץ,тӏуризе
908,rennen::V,רץ,бекеризе
909,springen::V,קפץ,кӏанцӏизе
910,klettern::V,טפס,хархадизе
911,schaukeln::V,התנדנד,гьерщезе
912,kriechen::V,זחל,хъурщизе
913,schwimmen::V,שחה,лъедезе
914,tauchen::V,צלל,букъардизе
915,rudern::V,חתר,хазе
916,fahren::V,נסע,ине
917,fliegen::V,עף,боржине
918,gehen::V,הלך,ине
919,weggehen::V,עזב,ине
920,abfahren::V,יצא,къокъине
921,anhalten::V,עצר,чӏезе
922,anhalten::V,עצר,тархъизе
923,anhalten::V,עצר,лъалхъизе
924,hineingehen::V,נכנס,тӏаделъугьине
925,eintreten::V,נכנס,лъугьине
926,kommen::V,בא,бачӏине
927,ankommen::V,הגיע,щвезе
928,ankommen::V,הגיע,тӏадебачӏине
929,zurückkommen::V,שב,тадбуссине
930,zurückkommen::V,שב,тӏадбуссине
931,zurückkommen::V,חזר,тадбуссине
932,zurückkommen::V,חזר,тӏадбуссине
933,bleiben::V,נשאר,чӏезе
934,bleiben::V,נשאר,хутӏизе
935,warten::V,חכה,чӏезе
936,warten::V,המתין,чӏезе
937,erwarten::V,צפה,балагьизе
938,suchen::V,חפש,балагьизе
939,finden::V,מצא,батизе
940,versuchen::V,נסה,хӏалбихьизе
941,vorbereiten::V,הכין,хӏадурлъизабизе
942,lieben::V,אהב,балай бегьизе
943,mögen::V,אהב,бокьизе
944,lachen::V,צחק,белъизе
945,rühren::V,נגע ללב,
946,weinen::V,בכה,гӏодизе
947,schimpfen::V,גער,гъанчдезе
948,sich ärgern::V,זעם,вагъизе
949,sich ärgern::V,זעם,ццида́хине
950,sich ärgern::V,כעס,вагъизе
951,sich ärgern::V,כעס,ццида́хине
952,sich fürchten::V,פחד,хӏинкъизе
953,sich fürchten::V,חשש,хӏинкъизе
954,fürchten::V,פחד מ,беркъазе
955,fürchten::V,פחד מ,хӏинкъа-къазе
956,fürchten::V,חשש מ,беркъазе
957,fürchten::V,חשש מ,хӏинкъа-къазе
958,fliehen::V,ברח,лъутизе
959,flüchten::V,נמלט,лъутизе
960,sehen::V,ראה,бихьизе
961,anschauen::V,הביט,бертӏамизе
962,anschauen::V,הביט,балагьизе
963,ansehen::V,התבונן,бала-гъалагьизе
964,hören::V,שמע,рагӏизе
965,zuhören::V,הקשיב,гӏенеккизе
966,probieren::V,נסה,кӏалдиб хъва́зе
967,probieren::V,נסה,чӏамизе
968,riechen::V,הריח,су́нтӏизе
969,fühlen::V,חש,чӏвазе
970,scheinen::V,נדמה,
971,zu sehen sein::V,נראה,бихьизе
972,vernehmen::V,נודע ל,рагӏизе
973,frieren::V,קר ל,цӏорозе
974,tun::V,פעל,гьабизе
975,können::V,יכל,кӏвезе
976,können::V,יכל,лъазе
977,wollen::V,רצה,бокьизе
978,anfangen::V,התחיל,байбихьизе
979,beenden::V,גמר,тӏубазабизе
980,beenden::V,גמר,лъугӏизабизе
981,aufhören::V,סים,бахъизе
982,gelingen::V,הצליח,бахъизе
983,geraten::V,עלה,бахъизе
984,öffnen::V,פתח,рагьизе
985,schließen::V,סגר,къазе
986,stellen::V,העמיד,чӏвазе
987,setzen::V,הושיב,рекӏинабизе
988,setzen::V,הושיב,гӏодор чӏезаризе
989,legen::V,שם,лъезе
990,berühren::V,נגע,хъвазе
991,verbinden::V,קשר,хьухьине
992,verbinden::V,קשר,бухьине
993,bedecken::V,כסה,кквезе
994,aufhängen::V,תלה,базе
995,anzünden::V,הצית,бакизе
996,anzünden::V,הצית,рекӏинабизе
997,aufheben::V,אסף,
998,zurücklassen::V,השאיר,тезе
999,verlieren::V,אבד,билизабизе
1000,fallen lassen::V,שמט,бортизабизе
1001,fallen lassen::V,הפיל,бортизабизе
1002,machen::V,עשה,гьабизе
1003,herstellen::V,יצר,гьабизе
1004,herstellen::V,יצר,хӏадурлъизабизе
1005,bauen::V,בנה,базе
1006,bauen::V,בנה,гьабизе
1007,reparieren::V,תקן,къачӏазе
1008,verbessern::V,שפר,лъикӏлъизабизе
1009,ändern::V,שנה,хисизабизе
1010,graben::V,חפר,бухъизе
1011,beugen::V,כפף,хьетӏизабизе
1012,biegen::V,כופף,гьетӏизабизе
1013,drehen::V,סובב,тиризабизе
1014,drehen::V,סובב,свердизабизе
1015,wenden::V,הפך,бегизе
1016,umdrehen::V,סובב,бегизе
1017,umdrehen::V,סובב,бега-битӏизе
1018,heben::V,הרים,борхизе
1019,hochheben::V,הרים,борхалъизабизе
1020,hochheben::V,הרים,борхизе
1021,ergreifen::V,אחז,кквезе
1022,halten::V,החזיק,кквезе
1023,drücken::V,לחץ,къазе
1024,drücken::V,לחץ,къанцӏу́зе
1025,drücken::V,לחץ,къвал ба́зе
1026,schieben::V,הזיז,хъилдизе
1027,kratzen::V,שרט,хачазе
1028,kratzen::V,שפשף,хачазе
1029,lecken::V,לקק,чӏикӏизе
1030,beißen::V,נשך,хӏанчӏизе
1031,beißen::V,נשך,хӏанчӏизабизе
1032,abreißen::V,קרע,тӏезе
1033,abreißen::V,קרע,тӏезабизе
1034,abschneiden::V,חתך,къотӏизе
1035,binden::V,קשר,бухьине
1036,stecken::V,תקע,къазабизе
1037,brechen::V,שבר,бекизе
1038,klopfen::V,נקש,дванкезе
1039,hauen::V,הכה,базе
1040,kleben::V,הדביק,бацӏцӏине
1041,reiben::V,שפשף,хачазе
1042,streichen::V,מרח,бахине
1043,streichen::V,מרח,жужазе
1044,schleifen::V,השחיז,лъухьизе
1045,schneiden::V,גזר,къотӏизе
1046,rütteln::V,נענע,багъа-бачаризабизе
1047,schütteln::V,נער,кӏобокӏизе
1048,schwenken::V,נופף,гьесадизе
1049,schwenken::V,נופף,хьвагӏезабизе
1050,schwenken::V,טלטל,гьесадизе
1051,schwenken::V,טלטל,хьвагӏезабизе
1052,schütten::V,שפך,тӏезе
1053,füllen::V,מלא,цӏезабизе
1054,einwickeln::V,עטף,жемизе
1055,tragen::V,נשא,баччизе
1056,schleppen::V,סחב,бехъерхъизе
1057,ziehen::V,משך,цӏазе
1058,aufbewahren::V,שמר,цӏунизе
1059,werfen::V,זרק,рехизе
1060,fangen::V,תפס,кквезе
1061,packen::V,אחז,кквезе
1062,verstecken::V,החביא,бахчизе
1063,teilen::V,חלק,бикьизе
1064,schicken::V,שלח,битӏизе
1065,bringen::V,הביא,баччизе
1066,hinzufügen::V,הוסיף,жубазе
1067,bekommen::V,תפס,щвезе
1068,erhalten::V,קבל,щвезе
1069,erhalten::V,קבל,босизе
1070,nehmen::V,אחז,босизе
1071,wählen::V,בחר,бищизе
1072,auswählen::V,בחר ב,тӏасабищизе
1073,bewahren::V,קים,цӏунизе
1074,behindern::V,מנע,квекӏен гьабизе
1075,verderben::V,מנע,хвезабизе
1076,beschädigen::V,הזיק,галгъазабизе
1077,zerbrechen::V,נשבר,щущазабизе
1078,zerreißen::V,קרע,бихъизе
1079,zerstören::V,הרס,биххизабизе
1080,zerstören::V,השמיד,биххизабизе
1081,verbrennen::V,שרף,бухӏизе
1082,geben::V,נתן,кьезе
1083,reichen::V,העביר,кьезе
1084,schenken::V,נתן במתנה,кьезе
1085,versprechen::V,הבטיח,назру гьабизе
1086,wünschen::V,אחל,бокьизе
1087,loben::V,שבח,беццизе
1088,loben::V,שבח,бецца-бекъизе
1089,küssen::V,נשק,баизе
1090,wiegen::V,נדנד,чӏучӏадизабизе
1091,zudecken::V,כסה,тӏадбигъине
1092,wecken::V,עורר,бигьинабизе
1093,zeigen::V,הראה,бихьизабизе
1094,führen::V,הביא,бачине
1095,führen::V,הוביל,бачине
1096,lehren::V,למד,малъизе
1097,lehren::V,למד,цӏализабизе
1098,unterrichten::V,למד,цӏализабизе
1099,aufziehen::V,רומם,гӏезабизе
1100,leiten::V,נהל,нухмалъи гьабизе
1101,antreiben::V,המרץ,гӏедегӏизабизе
1102,lassen::V,נתן,
1103,einladen::V,הזמין,ахӏизе
1104,einladen::V,הזמין,тӏадеахӏизе
1105,vereinigen::V,אחד,цолъизабизе
1106,vereinigen::V,לכד,цолъизабизе
1107,besuchen::V,בקר,баккизе
1108,besuchen::V,בקר,хьвадизе
1109,treffen::V,פגש,дандчӏвазе
1110,sich versammeln::V,התאסף,данделъизе
1111,sich versammeln::V,התאסף,бакӏаризе
1112,spielen::V,שחק,басандизе
1113,singen::V,שר,ахӏизе
1114,tanzen::V,רקד,кьурдизе
1115,sich trennen::V,נפרד,батӏалъизе
1116,verlassen::V,עזב,тезе
1117,verlassen::V,עזב,рехунтезе
1118,retten::V,הציל,хвасар гьабизе
1119,retten::V,הציל,хвасарлъизабизе
1120,bewachen::V,שמר,цӏунизе
1121,schützen::V,אבטח,цӏунизе
1122,verteidigen::V,הגן,цӏунизе
1123,sich schlagen::V,התכתש,багъизе
1124,schießen::V,ירה,речӏчӏизе
1125,siegen::V,גבר,бергьине
1126,siegen::V,נצח,бергьине
1127,ärgern::V,עצבן,вагъизавизе
1128,schlagen::V,הכה,кьабизе
1129,schlagen::V,הלקה,кьабизе
1130,treten::V,בעט,мал тункизе
1131,stechen::V,דקר,къазабизе
1132,stoßen::V,דחק,тункизе
1133,stoßen::V,דחק,хъилдизе
1134,stehlen::V,גנב,щинкӏизабизе
1135,stören::V,קטע,квекӏен гьабизе
1136,stören::V,קטע,татубахъи гьабизе
1137,stören::V,הפריע,квекӏен гьабизе
1138,stören::V,הפריע,татубахъи гьабизе
1139,belästigen::V,הציק,рахӏатхвезабизе
1140,belästigen::V,הטריד,рахӏатхвезабизе
1141,verbergen::V,הצניע,бахчизе
1142,verbergen::V,הצניע,балъго тезе
1143,täuschen::V,שגע,божуда рекӏкӏ гьабизе
1144,täuschen::V,שגע,гуккизе
1145,betrügen::V,הונה,хӏилла гьабизе
1146,betrügen::V,הונה,сандирахълъи гьабизе
1147,töten::V,הרג,чӏвазе
1148,wohnen::V,גר,яшав гьабизе
1149,arbeiten::V,עבד,хӏалтӏизе
1150,sammeln::V,אסף,бакӏаризе
1151,pflücken::V,קטף,бетӏизе
1152,jagen::V,צד,чан гьабизе
1153,fischen::V,דג,ччугӏа кквезе
1154,fassen::V,תפס,кквезе
1155,hüten::V,רעה,кваназабизе
1156,treiben::V,הוציא,гъезе
1157,anbinden::V,קשר,бухьине
1158,füttern::V,הלעיט,кваназабизе
1159,melken::V,חלב,бечӏчӏизе
1160,hacken::V,קצץ,чӏвазе
1161,gießen::V,השקה,лъалъазе
1162,reifen::V,בשל,барщизе
1163,zubereiten::V,הכין,бежа-белъине
1164,kochen::V,בשל,белъине
1165,backen::V,אפה,базе
1166,braten::V,צלה,бежизе
1167,braten::V,טגן,бежизе
1168,umrühren::V,ערבב,багъаризе
1169,stricken::V,סרג,хьухьине
1170,nähen::V,תפר,букъизе
1171,färben::V,צבע,кьер гьабизе
1172,reinigen::V,נקה,бацӏцӏине
1173,waschen::V,רחץ,чуризе
1174,waschen::V,כבס,чуризе
1175,abwischen::V,נגב,бацӏцӏине
1176,spülen::V,שטף,хулизе
1177,fegen::V,טאטא,лъухьизе
1178,kehren::V,טאטא,лъухьизе
1179,baden::V,טבל,чордезе
1180,baden::V,שחה,чордезе
1181,sich waschen::V,התרחץ,
1182,ausziehen::V,הוריד,бахъизе
1183,anziehen::V,לבש,ретӏине
1184,sich anziehen::V,התלבש,ретӏине
1185,kämmen::V,סרק,хазе
1186,schmücken::V,קשט,чӏухӏизабизе
1187,sagen::V,אמר,бицине
1188,sprechen::V,דבר,бицине
1189,reden::V,דבר,гаргадизе
1190,sich unterhalten::V,שוחח,гаргадизе
1191,fragen::V,שאל,цӏехезе
1192,fragen::V,שאל,гьикъизе
1193,bitten::V,בקש,гьаризе
1194,erzählen::V,ספר,бицине
1195,mitteilen::V,מסר,лъазабизе
1196,mitteilen::V,הודיע,лъазабизе
1197,nennen::V,קרא בשם,цӏар лъезе
1198,rufen::V,גיס,ахӏизе
1199,rufen::V,הזמין לבוא,ахӏизе
1200,prahlen::V,התרברב,беццаризе
1201,übersetzen::V,תרגם,буссинабизе
1202,denken::V,חשב,ургъизе
1203,glauben::V,האמין,божизе
1204,bemerken::V,הבחין,берречӏчӏизе
1205,erkennen::V,זהה,лъазе
1206,erkennen::V,זהה,батӏаго бахъизе
1207,begreifen::V,קלט,бичӏчӏизе
1208,begreifen::V,הבין,бичӏчӏизе
1209,verstehen::V,הבין,
1210,lernen::V,למד,цӏализе
1211,wissen::V,ידע,лъазе
1212,sich erinnern an::V,זכר,ракӏалде щвезе
1213,vergessen::V,שכח,кӏочене
1214,messen::V,מדד,борцине
1215,zählen::V,ספר,рикӏкӏине
1216,rechnen::V,חשב,рикӏкӏине
1217,lesen::V,קרא,цӏализе
1218,malen::V,ציר,бахъизе
1219,zeichnen::V,שרטט,бахъизе
1220,schreiben::V,כתב,хъвазе
1221,besitzen::V,היה בעל של,щвезе
1222,besitzen::V,היה בעל של,бу́кӏине
1223,kaufen::V,קנה,босизе
1224,kaufen::V,רכש,босизе
1225,verkaufen::V,מכר,бичизе
1226,bezahlen::V,שלם,кьезе
1227,zahlen::V,שלם,кьезе
1228,beherrschen::V,שלט,
1229,ertragen::V,סבל,баччизе
