,Concept_ID,en,vep
601,stark::A,strong,vahv
602,stark::A,strong,vägekaz
603,schwach::A,weak,väll'
604,fett::A,fat,razvakaz
605,schlank::A,slim,kapos
606,hübsch::A,pretty,čoma
607,böse::A,evil,äred
608,böse::A,evil,käred
609,dumm::A,stupid,el'getoi
610,faul::A,lazy,lašk
611,fleißig::A,diligent,radonnavedii
612,geizig::A,stingy,ažlak
613,klug::A,clever,melev
614,klug::A,clever,melekaz
615,geschickt::A,skilful,mahtokaz
616,geschickt::A,skillful,mahtokaz
617,lieb::A,dear,izo
618,lieb::A,dear,sula
619,lustig::A,merry,ilokaz
620,sanft::A,gentle,laskav
621,hungrig::A,hungry,näl'ghine
622,krank::A,sick,läžui
623,nackt::A,naked,alastoi
624,traurig::A,sad,opalahine
625,lebendig::A,living,eläb
626,gut::A,good,hüvä
627,schlecht::A,bad,huba
628,richtig::A,correct,oiged
629,schlimm::A,nasty,paha
630,wahr::A,true,todesine
631,alt::A,old,vanh
632,neu::A,new,uz'
633,ehemalig::A,former,edeline
634,alt[Lebewesen]::A,aged,ravaz
635,jung::A,young,nor'
636,arm::A,poor,gol'l'
637,reich::A,rich,elokaz
638,bekannt::A,familiar,tutab
639,berühmt::A,famous,tetab
640,fremd::A,foreign,veraz
641,verschieden::A,different,erazvuitte
642,nah::A,near,läheline
643,fern::A,far,edahaine
644,linker::A,left,hura
645,rechter::A,right,oiged
646,anderer::A,other,toine
647,erster::A,first,ezmäine
648,zweiter::A,second,toine
649,dritter::A,third,koumanz'
650,letzter::A,last,jäl'gmäine
651,allein::ADV,alone,üksnäze
652,auf einmal::ADV,at once,ühten aigan
653,zusammen::ADV,together,ühtes
654,lange::ADV,long,hätken
655,plötzlich::ADV,suddenly,äkkid
656,sofort::ADV,instantly,kerdalaz
657,später::ADV,later,möhemba
658,jetzt::ADV,now,nügüd'
659,heute::ADV,today,tämbei
660,morgen::ADV,tomorrow,homen
661,bald::ADV,soon,pigai
662,dann::ADV,then,sid'
663,gestern::ADV,yesterday,eglai
664,einst::ADV,once,ende
665,einst::ADV,once,kerdan
666,damals::ADV,at that time,siloi
667,danach::ADV,afterwards,sid'
668,vorher::ADV,before,ende
669,zuerst::ADV,at first,ezmäi
670,einmal::ADV,once,kerdan
671,manchmal::ADV,sometimes,erašti
672,oft::ADV,often,paksus
673,immer::ADV,always,kaiken
674,niemals::ADV,never,ei nikonz
675,hier::ADV,here,täs
676,hier::ADV,here,tägä
677,hierhin::ADV,hither,tänna
678,hierhin::ADV,to here,tänna
679,hierhin::ADV,here,tänna
680,von hier::ADV,hence,täspäi
681,von hier::ADV,hence,sid'päi
682,dort::ADV,there,sigä
683,dorthin::ADV,thither,sinna
684,dorthin::ADV,thither,nakkale
685,dorthin::ADV,there,sinna
686,dorthin::ADV,there,nakkale
687,dorthin::ADV,to there,sinna
688,dorthin::ADV,to there,nakkale
689,geradeaus::ADV,ahead,kohtha
690,vorwärts::ADV,forward,edehe
691,rückwärts::ADV,backward,sel'gin
692,zurück::ADV,back,tagaze
693,unten::ADV,below,alahan
694,hinab::ADV,down,alaz
695,hinab::ADV,down,alahaks
696,oben::ADV,above,ülähän
697,hinauf::ADV,up,ülez
698,hinauf::ADV,up,ülähäks
699,überall::ADV,everywhere,kaikjal
700,nicht::ADV,not,ei
701,ein wenig::ADV,a little,vähän
702,kaum::ADV,hardly,habi
703,sehr::ADV,very,lujas
704,so::ADV,so,muga
705,so::ADV,so,ninga
706,noch::ADV,still,völ
707,nur::ADV,only,järg
708,nur::ADV,only,vaiše
709,schon::ADV,already,jo
710,wieder::ADV,again,möst
711,vergebens::ADV,in vain,uhtei
712,vor::PRP,in front of,edes
713,hinter::PRP,behind,taga
714,unter::PRP,under,al
715,durch::PRP,through,läbi
716,durch::PRP,through,kal't
717,neben::PRP,next to,rindal
718,zwischen::PRP,between,keskes
719,wegen::PRP,because of,tagut
720,dies::PRN,this,nece
721,das::PRN,that,se
722,alles::PRN,everything,kaik
723,ich::PRN,I,minä
724,du::PRN,you,sinä
725,du::PRN,thou,sinä
726,er::PRN,he,hän
727,wir::PRN,we,mö
728,ihr::PRN,you,tö
729,sie::PRN,they,hö
730,was::FPRN,what,mi
731,wer::FPRN,who,ken
732,wo::FADV,where,kus
733,wohin::FADV,where ... to,kuna
734,wohin::FADV,where to,kuna
735,wohin::FADV,where,kuna
736,wie::FADV,how,kut
737,wie::FADV,how,mit'
738,warum::FADV,why,mikš
739,wieviel::FNUM,how much,äjak
740,wieviel::FNUM,how much,kuverz'
741,eins::NUM,one,üks'
742,zwei::NUM,two,kaks'
743,drei::NUM,three,koume
744,vier::NUM,four,nel'l'
745,fünf::NUM,five,viž
746,sechs::NUM,six,kuz'
747,sieben::NUM,seven,seičeme
748,acht::NUM,eight,kahesa
749,neun::NUM,nine,ühesa
750,zehn::NUM,ten,kümne
751,elf::NUM,eleven,üks'toštkümne
752,zwölf::NUM,twelve,kaks'toštkümne
753,zwanzig::NUM,twenty,kaks'kümne
754,dreißig::NUM,thirty,koumekümne
755,vierzig::NUM,forty,nel'l'kümne
756,fünfzig::NUM,fifty,vižkümne
757,sechzig::NUM,sixty,kuz'kümne
758,siebzig::NUM,seventy,seičemekümne
759,achtzig::NUM,eighty,kahesakümne
760,neunzig::NUM,ninety,ühesakümne
761,hundert::NUM,a hundred,sada
762,tausend::NUM,a thousand,tuha
763,und::CNJ,and,i
764,und::CNJ,and,da
765,oder::CNJ,or,vai
766,stehen::V,stand,seišta
767,sitzen::V,sit,ištta
768,liegen::V,lie,venuda
769,hängen::V,hang,ripta
770,werden::V,become,lindä
771,werden::V,become,tehtas
772,passieren::V,happen,ozaitas
773,beginnen::V,begin,augotadas
774,enden::V,end,loptas
775,wechseln::V,change,vajehtadas
776,aufgehen[Sonne]::V,rise,nousta
777,untergehen[Sonne]::V,set,lasktas
778,scheinen[Sonne]::V,shine,paštta
779,donnern::V,thunder,juraita
780,wehen::V,blow,dölta
781,wehen::V,blow,puhuda
782,strömen::V,stream,valadas
783,fließen::V,flow,valuda
784,sich drehen::V,revolve,punotas
785,schwanken::V,sway,čibuda
786,schwingen::V,swing,čibuda
787,fallen::V,fall,langeta
788,brennen::V,burn,pallada
789,rauchen::V,smoke,savustada
790,regnen::V,rain,vihmda
791,gefrieren::V,freeze,jäduda
792,gefrieren::V,freeze,kül'mdä
793,tauen::V,thaw,sulada
794,schmelzen::V,melt,sulada
795,trocknen::V,dry,kuida
796,trocknen::V,dry,kuivehtuda
797,sieden::V,boil,kehuda
798,faulen::V,rot,hapata
799,faulen::V,rot,traudäs
800,verfaulen::V,decay,hapata
801,reißen::V,snap,rebita
802,versinken::V,sink,upota
803,vergehen::V,pass,mända
804,erscheinen::V,appear,ozutadas
805,verschwinden::V,disappear,hajeta
806,sinken::V,drop,väheta
807,sinken::V,drop,lasktas
808,abnehmen::V,decrease,peneta
809,zunehmen::V,increase,ližaduda
810,steigen::V,rise,nousta
811,wachsen::V,grow,kazda
812,glänzen::V,shine,loštta
813,funkeln::V,sparkle,hoštta
814,lärmen::V,be noisy,robaita
815,läuten::V,chime,judaita
816,klingeln::V,ring,kelotada
817,klirren::V,tinkle,biraita
818,brausen::V,roar,bruncta
819,rauschen::V,rustle,šobaita
820,klingen::V,sound,heläita
821,bellen::V,bark,nutta
822,heulen::V,howl,ulaita
823,blasen::V,blow,puhuda
824,pfeifen::V,whistle,pistta
825,pfeifen::V,whistle,vihelta
826,schreien::V,shout,kirkta
827,schreien::V,shout,kidastada
828,stöhnen::V,groan,ohkta
829,stöhnen::V,groan,voivotada
830,zittern::V,tremble,säraita
831,leben::V,be alive,eläda
832,geboren werden::V,be born,sünduda
833,atmen::V,breathe,henktä
834,trinken::V,drink,joda
835,essen::V,eat,söda
836,schlucken::V,swallow,lainata
837,müde werden::V,get tired,väzuda
838,müde werden::V,get tired,šuštuda
839,einschlafen::V,fall asleep,uinota
840,schlafen::V,sleep,magata
841,schlafen::V,sleep,nukkuda
842,aufwachen::V,wake up,heraštuda
843,aufstehen::V,get up,nousta
844,sich erholen::V,relax,lebaitas
845,krank werden::V,fall ill,läžegata
846,krank sein::V,be ill,läžuda
847,schmerzen::V,ache,kibištada
848,husten::V,cough,rügda
849,genesen::V,recover,tervehtuda
850,sterben::V,die,kolda
851,umkommen::V,perish,kolda
852,sich bewegen::V,move,likkuda
853,sich rühren::V,budge,likahtada
854,sich rühren::V,budge,kubahtada
855,sich erheben::V,stand up,nousta
856,sich setzen::V,sit down,išttas
857,hinfallen::V,tumble,langeta
858,laufen::V,walk,kävuda
859,schreiten::V,pace,astta
860,schreiten::V,pace,haškta
861,spazierengehen::V,go for a walk,kävelta
862,eilen::V,rush,kiruhtada
863,sich beeilen::V,hurry,kiruhtada
864,sausen::V,dash,fun'urta
