,Concept_ID,kn,no
579,wertvoll::A,ಅಮೂಲ್ಯ,verdifull
580,blind::A,ಅಂಧ,blind
581,taub::A,ಕಿವುಡಾದ,døv
582,kräftig::A,ಪ್ರಬಲ,kraftig
583,stark::A,ಶಕ್ತಿವಂತ,sterk
584,schwach::A,ದುರ್ಬಲ,svak
585,fett::A,ಕೊಬ್ಬಿದ,fet
586,schlank::A,ತೆಳ್ಳಗಿನ,slank
587,hübsch::A,ಅಂದವಾದ,pen
588,böse::A,ಕೆಟ್ಟ,slem
589,dumm::A,ಮಂದ,dum
590,faul::A,ಆಲಸ,lat
591,faul::A,ಆಲಸ,doven
592,fleißig::A,ಕಡಗುವ,flittig
593,geizig::A,ಜುಗ್ಗ,gjerrig
594,klug::A,ಚತುರ,klok
595,geschickt::A,ದಕ್ಷ,hendig
596,geschickt::A,ದಕ್ಷ,skikket
597,lieb::A,ಪ್ರಿಯ,kjær
598,lieb::A,ಪ್ರಿಯ,snill
599,lustig::A,ಖುಷಿಯಾದ,morsom
600,sanft::A,ಸೌಮ್ಯ,blid
601,hungrig::A,ಹಸಿದ,sulten
602,krank::A,ಅಸ್ವಸ್ಥ,syk
603,nackt::A,ನಗ್ನ,naken
604,traurig::A,ದುಃಖಿತ,sørgmodig
605,lebendig::A,ಜೀವಂತ,levende
606,gut::A,ಒಳ್ಳೆಯ,god
607,schlecht::A,ದುಷ್ಟ,dårlig
608,richtig::A,ಸರಿ,riktig
609,schlimm::A,ಅಸಹ್ಯ,slem
610,wahr::A,ನಿಜ,sann
611,alt::A,ಮುದಿ,gammel
612,neu::A,ಹೊಸ,ny
613,ehemalig::A,ಮಾಜೀ,forhenværende
614,alt[Lebewesen]::A,ವೃದ್ಧ,gammel
615,jung::A,ಎಳ,ung
616,arm::A,ಬಡ,fattig
617,reich::A,ಶ್ರೀಮಂತ,rik
618,bekannt::A,ಅಪ್ತ,kjent
619,berühmt::A,ಪ್ರಸಿದ್ಧ,berømt
620,fremd::A,ಪರಕೀಯ,fremmed
621,verschieden::A,ಬೇರೆ,forskjellig
622,nah::A,ಹತ್ತಿರವಾದ,nær
623,fern::A,ದೂರದ,fjern
624,linker::A,ಎಡ,venstre
625,rechter::A,ಬಲ,høyre
626,anderer::A,ಇತರ,annen
627,erster::A,ಪ್ರಥಮ,første
628,zweiter::A,ದ್ವಿತೀಯ,annen
629,dritter::A,ಮೂರನೆಯಜಗತ್ತು,tredje
630,letzter::A,ಅಂತ್ಯ,sist
631,allein::ADV,ಒಬ್ಬನೇ,alene
632,auf einmal::ADV,ಒಡನೆ,med ett
633,zusammen::ADV,ಒಟ್ಟಿಗೆ,sammen
634,lange::ADV,ದೀರ್ಘ,lenge
635,plötzlich::ADV,ಅನಾಮತ್ತು,plutselig
636,sofort::ADV,ಜಾಗ್ರತೆ,straks
637,später::ADV,ತರುವಾಯ,senere
638,jetzt::ADV,ಈಗ,nå
639,heute::ADV,ಇಂದು,i dag
640,morgen::ADV,ನಾಳೆ,i morgen
641,bald::ADV,ಬೇಗ,snart
642,dann::ADV,ಆಗ,så
643,gestern::ADV,ನಿನ್ನೆ,i går
644,einst::ADV,ಪೂರ್ವದಲ್ಲಿ,engang
645,damals::ADV,ಆಗ,den gang
646,danach::ADV,ಆಮೇಲೆ,deretter
647,vorher::ADV,ಮುಂಚೆ,før
648,vorher::ADV,ಮುಂಚೆ,i forveien
649,zuerst::ADV,ಮೊದಲಿಗೆ,først
650,einmal::ADV,ಒಮ್ಮೆ,en gang
651,manchmal::ADV,ಆಗಾಗ,somme tider
652,oft::ADV,ಅನೇಕಸಲ,ofte
653,immer::ADV,ಯಾವಾಗಲೂ,alltid
654,niemals::ADV,ಯಾವಾಗಲೂ ಇಲ್ಲ,aldri
655,hier::ADV,ಇಲ್ಲಿ,her
656,hierhin::ADV,ಇತ್ತ,hit
657,von hier::ADV,ಇಲ್ಲಿಂದ,herfra
658,dort::ADV,ಅಲ್ಲಿ,der
659,dorthin::ADV,ಅಲ್ಲಿಗೆ,dit
660,geradeaus::ADV,ಸೀದಾ,rett fram
661,vorwärts::ADV,ಮುನ್ನೆಡೆವ,fram
662,vorwärts::ADV,ಮುನ್ನೆಡೆವ,framover
663,rückwärts::ADV,ಹಿಂದುಗಡೆಗೆ,baklengs
664,zurück::ADV,ಹಿಂದಕ್ಕೆ,tilbake
665,unten::ADV,ಕೆಳಗೆ,nede
666,hinab::ADV,ಕೆಳಕ್ಕೆ,ned
667,hinab::ADV,ಕೆಳಕ್ಕೆ,nedover
668,oben::ADV,ಮೇಲೆ,oppe
669,oben::ADV,ಮೇಲೆ,ovenpå
670,hinauf::ADV,ಮೇಲಕ್ಕೆ,opp
671,hinauf::ADV,ಮೇಲಕ್ಕೆ,oppover
672,überall::ADV,ಎಲ್ಲಸ್ಥಳಗಳು,overalt
673,nicht::ADV,ಇಲ್ಲ,ikke
674,nicht::ADV,ಅಲ್ಲ,ikke
675,ein wenig::ADV,ತುಸು,litt
676,kaum::ADV,ಕಠಿನವಾಗಿ,neppe
677,sehr::ADV,ಬಹು,svært
678,so::ADV,ಅಷ್ಟು,så
679,noch::ADV,ಇನ್ನು,enda
680,nur::ADV,ಕೇವಲ,bare
681,schon::ADV,ಆಗಲೇ,alt
682,schon::ADV,ಆಗಲೇ,allerede
683,wieder::ADV,ಪುನಃ,igjen
684,vergebens::ADV,ನಿಷ್ಫಲವಾಗಿ,forgjeves
685,vor::PRP,ಮುಂದೆ,foran
686,vor::PRP,ಮುಂದೆ,utenfor
687,hinter::PRP,ಹಿಂದ,bak
688,hinter::PRP,ಹಿಂದ,bakom
689,unter::PRP,ಕೆಳ,under
690,durch::PRP,ನೇರವಾಗಿ,gjennom
691,durch::PRP,ನೇರವಾಗಿ,igjennom
692,neben::PRP,ಅಧರ ಬಲಿಕ,ved siden av
693,zwischen::PRP,ನಡುವೆ,mellom
694,wegen::PRP,ಅಧಕ್ಕಗಿ,på grunn av
695,dies::PRN,ಈ,dette
696,das::PRN,ಅದು,det
697,alles::PRN,ಎಲ್ಲ,alt
698,ich::PRN,ನಾನು,jeg
699,du::PRN,ನೀನು,du
700,er::PRN,ಅವನು,han
701,er::PRN,ಇವನು,han
702,wir::PRN,ನಾವು,vi
703,ihr::PRN,ನೀವು,dere
704,sie::PRN,ಅವರು,de
705,was::FPRN,ಏನು,hva
706,wer::FPRN,ಯಾರಿಗೆ,hvem
707,wo::FADV,ಎಲ್ಲಿ,hvor
708,wohin::FADV,ಎಲ್ಲಿಗೆ,hvor ... hen
709,wie::FADV,ಹೇಗೆ,hvordan
710,warum::FADV,ಏಕೆ,hvorfor
711,wieviel::FNUM,ಎಷ್ಟು,hvor mye
712,eins::NUM,ಒಂದು,en
713,eins::NUM,ಒಂದು,ett
714,zwei::NUM,ಎರಡು,to
715,drei::NUM,ಮೂರು,tre
716,vier::NUM,ನಾಲ್ಕು,fire
717,fünf::NUM,ಅಯ್ದು,fem
718,sechs::NUM,ಆರು,seks
719,sieben::NUM,ಏಳು,sju
720,acht::NUM,ಎಂಟು,åtte
721,neun::NUM,ಒಂಭಬತ್ತು,ni
722,zehn::NUM,ಹತ್ತು,ti
723,elf::NUM,ಹನ್ನೊಂದು,elleve
724,zwölf::NUM,ಹನ್ನೆರಡು,tolv
725,zwanzig::NUM,ಇಪ್ಪತ್ತು,tjue
726,dreißig::NUM,ಮೂವತ್ತು,tretti
727,vierzig::NUM,ನಲವತ್ತು,førti
728,fünfzig::NUM,ಐವತ್ತು,femti
729,sechzig::NUM,ಅರುವತ್ತು,seksti
730,siebzig::NUM,ಎಪ್ಪತ್ತು,sytti
731,achtzig::NUM,ಎಂಬತ್ತು,åtti
732,neunzig::NUM,ತೊಂಬತ್ತು,nitti
733,hundert::NUM,ನೂರು,hundre
734,tausend::NUM,ಸಾವಿರ,tusen
735,und::CNJ,ಮತ್ತು,og
736,oder::CNJ,ಅಥವಾ,eller
737,stehen::V,ನಿಲ್ಲು,stå
738,sitzen::V,ಕುಳ್ಳಿರು,sitte
739,liegen::V,ಮಲಗಿಕೊ,ligge
740,hängen::V,ಇಳಿಯಬಿಡು,henge
741,werden::V,ಆಗು,bli
742,passieren::V,ಆಗು,skje
743,passieren::V,ಆಗು,hende
744,beginnen::V,ಆರಂಭಿಸು,begynne
745,enden::V,ಕೊನೆಗಾಣು,ende
746,enden::V,ಕೊನೆಗಾಣು,slutte
747,wechseln::V,ಮಾರ್ಪಡಿಸು,veksle
748,aufgehen[Sonne]::V,ಮೂಡು,stå opp
749,untergehen[Sonne]::V,ಮುಳುಗು,gå ned
750,scheinen[Sonne]::V,ಹೊಳೆ,skinne
751,donnern::V,ಗುಡುಗಾಗು,tordne
752,wehen::V,ತೀಡು,blåse
753,strömen::V,ಹರಿ,strømme
754,fließen::V,ಹರಿ,flyte
755,sich drehen::V,ಸುತ್ತು,dreie seg
756,schwanken::V,ಓಲಾಡು,svaie
757,schwingen::V,ತೂಗು,svinge
758,fallen::V,ಉದುರು,falle
759,brennen::V,ಉರಿ,brenne
760,rauchen::V,ಹೊಗೆಬಿಡು,ryke
761,regnen::V,ಸುರಿ,regne
762,gefrieren::V,ಹೆಪ್ಪುಗಟ್ಟು,fryse
763,tauen::V,ಬೆಚ್ಚಗಾಗು,tine
764,schmelzen::V,ಕರಗು,smelte
765,trocknen::V,ಒಣಗು,tørre
766,sieden::V,ಕುದಿ,koke
767,faulen::V,ಕೊಳೆ,råtne
768,verfaulen::V,ನಶಿಸು,råtne
769,reißen::V,ಒಡೆ,briste
770,versinken::V,ಮುಳುಗು,synke
771,versinken::V,ಮುಳುಗು,synke ned
772,vergehen::V,ಸಾಗು,forløpe
773,erscheinen::V,ತೋರು,synes
774,verschwinden::V,ಮಾಯವಾಗು,forsvinne
775,sinken::V,ಕುಸಿ,synke
776,abnehmen::V,ತಗ್ಗು,avta
777,abnehmen::V,ತಗ್ಗು,minske
778,zunehmen::V,ಬೆಳೆ,tilta
779,steigen::V,ಉಬ್ಬು,stige
780,wachsen::V,ಬೆಳೆ,gro
781,wachsen::V,ಬೆಳೆ,vokse
782,glänzen::V,ಮಿರುಗು,skinne
783,funkeln::V,ಮಿನುಗು,tindre
784,lärmen::V,ಶಬ್ದ ಮಾಡಲು,bråke
785,läuten::V,ಬಾರಿಸು,ringe
786,klingeln::V,ಅನುರಣಿಸು,ringe
787,klirren::V,ಕಿಣಿಕಿಣಿಸು,klirre
788,brausen::V,ಅಬ್ಬರಿಸು,bruse
789,rauschen::V,ಮರ್ಮರಗುಟ್ಟಿಸು,suse
790,klingen::V,ಉಸಿರು,lyde
791,klingen::V,ಉಸಿರು,klinge
792,bellen::V,ಬಗುಳು,gjø
793,bellen::V,ಬಗುಳು,bjeffe
794,heulen::V,ಅರಚು,ule
795,blasen::V,ಗಾಳಿ ಊದು,blåse
796,pfeifen::V,ಸಿಳ್ಳೆಯೂದು,plystre
797,schreien::V,ಕರೆ,skrike
798,stöhnen::V,ನರಳು,stønne
799,zittern::V,ನಡುಗು,dirre
800,zittern::V,ನಡುಗು,skjelve
801,leben::V,ಇರು,leve
802,geboren werden::V,ಉಂಟಾಗು,fødes
803,atmen::V,ಉಸಿರು,ånde
804,atmen::V,ಉಸಿರು,puste
805,trinken::V,ಕುಡಿ,drikke
806,essen::V,ತಿನ್ನು,spise
807,schlucken::V,ನುಂಗು,svelge
808,müde werden::V,ಬಳಲು,bli trett
809,einschlafen::V,ನಿದ್ಧೆಹೋಗು,sovne
810,schlafen::V,ನಿದ್ರಿಸು,sove
811,aufwachen::V,ಏಳು,våkne
812,aufstehen::V,ಏಳು,stå opp
813,sich erholen::V,ಸುಧಾರಿಸು,bli bra
814,sich erholen::V,ಸುಧಾರಿಸು,komme seg
815,krank werden::V,ಬೇನೆಬೀಳು,bli syk
816,krank sein::V,ಕೆಟ್ಟ ಎಂದು,være syk
817,schmerzen::V,ಕಚ್ಚು,gjøre vondt
818,husten::V,ಕೆಮ್ಮು,hoste
819,genesen::V,ಮತ್ತೆಹೊದಿಸು,komme seg
820,sterben::V,ಮೃತಪಡು,dø
821,umkommen::V,ಹಾಳಾಗು,omkomme
822,sich bewegen::V,ಚಲಿಸು,bevege seg
823,sich rühren::V,ಕದಲು,røre på seg
824,sich erheben::V,ಏಳು,reise seg
825,sich setzen::V,ಕೂರು,sette sig
826,hinfallen::V,ಬೀಳು,falle over ende
827,laufen::V,ನಡೆ,løpe
828,schreiten::V,ಮೆಲ್ಲಗೆ ನಡೆ,skride
829,spazierengehen::V,ವಿಹರಿಸು,spasere
830,spazierengehen::V,ವಿಹರಿಸು,gå en tur
831,eilen::V,ಮುನ್ನುಗ್ಗು,ile
832,sich beeilen::V,ಆತುರಪಡು,skynde seg
833,sausen::V,ಒಗೆ,suse
834,rennen::V,ಓಡು,løpe
835,springen::V,ಜಿಗಿ,hoppe
836,springen::V,ಜಿಗಿ,springe
837,klettern::V,ಏರು,klatre
838,schaukeln::V,ತೂಗು,huske
839,kriechen::V,ತೆವಳು,krype
840,schwimmen::V,ಈಜು,svømme
841,tauchen::V,ಕೆಳಗಿಳಿ,dykke
842,rudern::V,ಸಾಗಿಸು,ro
843,fahren::V,ನಡೆಸು,kjøre
844,fliegen::V,ಹಾರು,fly
845,gehen::V,ಹೋಗು,gå
846,weggehen::V,ಹೊರಡು,gå bort
847,abfahren::V,ತೆರಳು,reise
848,anhalten::V,ನಿಲ್ಲು,stanse
849,hineingehen::V,ಒಳಹೊಗು,gå inn
850,eintreten::V,ಒಳಹೊಗು,tre inn
851,kommen::V,ಬರು,komme
852,ankommen::V,ಬರು,ankomme
853,ankommen::V,ಬರು,komme til
854,zurückkommen::V,ಹಿಂದಿರುಗು,komme tilbake
855,bleiben::V,ಇರು,bli
856,bleiben::V,ಇರು,forbli
857,warten::V,ಇರು,vente
858,erwarten::V,ನಿರೀಕ್ಷಿಸು,vente
859,suchen::V,ಹುಡುಕು,søke
860,finden::V,ಕಂಡುಕೊ,finne
861,versuchen::V,ಪ್ರಯತ್ನಿಸು,prøve
862,versuchen::V,ಪ್ರಯತ್ನಿಸು,forsøke
863,vorbereiten::V,ಸಿದ್ಧವಾಗು,forberede
864,lieben::V,ಪ್ರೀತಿಸು,elske
865,mögen::V,ಇಷ್ಟಪಡು,like
866,lachen::V,ನಗು,le
867,rühren::V,ಹೃದಯ ಸ್ಪರ್ಶಕ್ಕೆ,røre
868,weinen::V,ಅಳು,gråte
869,schimpfen::V,ಗೊಣಗು,skjelle
870,sich ärgern::V,ಗಣಗಾಡು,ergre seg
871,sich fürchten::V,ನಡುಗು,være redd
872,fürchten::V,ಹೆದರು,være redd for
873,fliehen::V,ಓಡಿಹೋಗು,rømme
874,fliehen::V,ಓಡಿಹೋಗು,flykte
875,flüchten::V,ಪಾರಾಗು,flykte
876,sehen::V,ಕಾಣು,se
877,anschauen::V,ನೋಡು,se på
878,anschauen::V,ನೋಡು,betrakte
879,ansehen::V,ನಿರೀಕ್ಷಿಸು,anse
880,hören::V,ಕೇಳು,høre
881,zuhören::V,ಆಲಿಸು,tilhøre
882,probieren::V,ರುಚಿ ನೋಡು,smake
883,probieren::V,ರುಚಿ ನೋಡು,smake på
884,riechen::V,ಮೂಸು,lukte
885,fühlen::V,ಸ್ಪರ್ಯಿಸಿತಿಳಿ,føle
886,scheinen::V,ತೋರು,se ut
887,zu sehen sein::V,ಕಾಣಿಸು,synes
888,vernehmen::V,ಕೇಳು,få vite
889,frieren::V,ಚಳಿಯಿಂದ ಸೆಡೆದುಕೊ,fryse
890,tun::V,ಮಾಡು,gjøre
891,können::V,ಮಾಡಬಲ್ಲ,kunne
892,wollen::V,ಬಯಸು,ville
893,anfangen::V,ಪ್ರಾರಂಭಿಸು,begynne
894,beenden::V,ನಿಲ್ಲಿಸು,avslutte
895,aufhören::V,ಮುಗಿಸು,slutte
896,aufhören::V,ಮುಗಿಸು,holde opp
897,gelingen::V,ಯಶಸ್ವಿಯಾಗು,lykkes
898,geraten::V,ಉತ್ಪತ್ತಿಮಾಡು,bli
899,öffnen::V,ತೆರೆ,åpne
900,schließen::V,ಮುಚ್ಚು,lukke
901,schließen::V,ಮುಚ್ಚು,stenge
902,stellen::V,ಇಕ್ಕು,stille
903,setzen::V,ಇಡು,sette
904,legen::V,ಇಡು,legge
905,berühren::V,ತಾಕು,berøre
906,verbinden::V,ಕೂಡಿಸು,forbinde
907,bedecken::V,ಮುಚ್ಚು,dekke
908,aufhängen::V,ತೂಗುಹಾಕು,henge
909,aufhängen::V,ತೂಗುಹಾಕು,henge opp
910,anzünden::V,ಹತ್ತಿಸು,tenne
911,anzünden::V,ಹತ್ತಿಸು,antenne
912,anzünden::V,ಹತ್ತಿಸು,tenne på
913,aufheben::V,ಆಯಿ,løfte
914,aufheben::V,ಆಯಿ,ta opp
915,zurücklassen::V,ಬಿಡು,slippe tilbake
916,verlieren::V,ಕಳೆ,miste
917,fallen lassen::V,ಬೀಳಿಸು,droppe
918,fallen lassen::V,ಬೀಳಿಸು,la falle
919,machen::V,ಮಾಡು,lage
920,machen::V,ಮಾಡು,gjøre
921,herstellen::V,ತಯಾರಿಸು,fremstille
922,bauen::V,ಕಟ್ಟು,bygge
923,reparieren::V,ಸರಿಪಡಿಸು,reparere
924,verbessern::V,ತಿದ್ದು,rette
925,verbessern::V,ತಿದ್ದು,forbedre
926,ändern::V,ಬದಲಾಯಿಸು,forandre
927,graben::V,ಅಗೆ,grave
928,beugen::V,ಬಗ್ಗಿಸು,bøye
929,biegen::V,ಬಗ್ಗಿಸು,bøye
930,drehen::V,ತಿರುಗು,dreie
931,wenden::V,ತಿರುಗು,vende
932,umdrehen::V,ತಿರುಗಿಸು,snu
933,heben::V,ಎತ್ತು,heve
934,hochheben::V,ಎತ್ತು,løfte
935,ergreifen::V,ಆಕ್ರಮಿಸು,gripe
936,ergreifen::V,ಆಕ್ರಮಿಸು,få tak i
937,halten::V,ಹಿಡಿ,holde
938,drücken::V,ಒತ್ತು,trykke
939,schieben::V,ನೂಕು,skyve
940,kratzen::V,ತರಚಿಕೊಳ್ಳು,klø
941,kratzen::V,ತರಚಿಕೊಳ್ಳು,klore
942,lecken::V,ನೆಕ್ಕು,slikke
943,beißen::V,ಕಚ್ಚು,bite
944,abreißen::V,ಹರಿ,rive av
945,abschneiden::V,ಕತ್ತರಿಸು,skjære av
946,binden::V,ಕಟ್ಟು,binde
947,stecken::V,ಸಿಕ್ಕಿಸು,stikke
948,brechen::V,ಮುರಿ,bryte
949,brechen::V,ಮುರಿ,briste
950,klopfen::V,ತಟ್ಟು,banke
951,hauen::V,ಹೊಡೆ,hogge
952,kleben::V,ಅಂಟಿಸು,klistre
953,reiben::V,ಉಜ್ಜು,gni
954,streichen::V,ಹರಡು,stryke
955,schleifen::V,ಮಸೆ,slipe
956,schneiden::V,ಕತ್ತರಿಸು,klippe
957,rütteln::V,ಕುಲುಕಿಸು,ruske
958,schütteln::V,ಅಲುಗಿಸು,riste
959,schwenken::V,ತೂಗಾಡು,svinge
960,schütten::V,ಎರೆ,helle
961,füllen::V,ತುಂಬಿಸು,fylle
962,einwickeln::V,ಹೊದಿಸು,vikle inn
963,tragen::V,ಹೊರು,bære
964,schleppen::V,ಜಗ್ಗು,slepe
965,ziehen::V,ಎಳೆ,dra
966,ziehen::V,ಎಳೆ,trekke
967,aufbewahren::V,ಇಟ್ಟುಕೊ,oppbevare
968,aufbewahren::V,ಇಟ್ಟುಕೊ,ta vare på
969,werfen::V,ಎಸೆ,kaste
970,fangen::V,ಹಿಡಿ,fange
971,packen::V,ಸೆಳೆ,gripe
972,packen::V,ಸೆಳೆ,gripe tak i
973,verstecken::V,ಮುಚ್ಚಿಡು,gjemme
974,teilen::V,ವಿಭಜಿಸು,dele
975,schicken::V,ಕಳುಹಿಸು,sende
976,bringen::V,ತರು,bringe
977,hinzufügen::V,ಕೂಡಿಸು,tilføye
978,bekommen::V,ಸಂಪಾದಿಸು,få
979,erhalten::V,ಪಡೆ,få
980,nehmen::V,ಹಿಡಿ,ta
981,wählen::V,ಆರಿಸು,velge
982,auswählen::V,ಆಯಿ,velge ut
983,bewahren::V,ರಕ್ಷಿಸಿಡು,bevare
984,behindern::V,ಅಡ್ಡಿಮಾಡು,hindre
985,behindern::V,ಅಡ್ಡಿಮಾಡು,forhindre
986,verderben::V,ಕೆಡಿಸು,ødelegge
987,beschädigen::V,ಹಾಳುಮಾಡು,skade
988,zerbrechen::V,ಮುರಿ,brekke i stykker
989,zerreißen::V,ಸೀಳು,rive i stykker
990,zerstören::V,ಅಳಿಸು,ødelegge
991,verbrennen::V,ಸುಡು,brenne
992,verbrennen::V,ಸುಡು,brenne opp
993,geben::V,ಕೊಡು,gi
994,reichen::V,ಕೊಡು,rekke
995,schenken::V,ಅರ್ಪಿಸು,forære
996,schenken::V,ಅರ್ಪಿಸು,skjenke
997,versprechen::V,ವಾಗ್ದಾನಮಾಡು,love
998,wünschen::V,ಬಯಸು,ønske
999,loben::V,ಹೊಗಳು,rose
1000,küssen::V,ಚುಂಬಿಸು,kysse
1001,wiegen::V,ತೂಗು,vogge
1002,zudecken::V,ಹಾಸು,dekke til
1003,wecken::V,ಎಬ್ಬಿಸು,vekke
1004,zeigen::V,ತೋರಿಸು,vise
1005,führen::V,ದಾರಿತೋರಿಸು,føre
1006,lehren::V,ಕಲಿಸು,lære
1007,unterrichten::V,ಬೋಧಿಸು,undervise
1008,aufziehen::V,ಸಲಹು,oppdra
1009,leiten::V,ಮುಂದಾಳಾಗಿರು ,lede
1010,antreiben::V,ಓಡಿಸು,drive på
1011,lassen::V,ಮಾಡಲುಬಿಡು,få til å
1012,einladen::V,ಆಹ್ವಾನಿಸು,be
1013,einladen::V,ಆಹ್ವಾನಿಸು,invitere
1014,vereinigen::V,ಒಂದಾಗು,forene
1015,besuchen::V,ಭೇಟಿಯಾಗು,besøke
1016,treffen::V,ಸಂಧಿಸು,møte
1017,treffen::V,ಸಂಧಿಸು,treffe
1018,sich versammeln::V,ನೆರೆ,forsamles
1019,spielen::V,ಆಡು,leke
1020,spielen::V,ಆಡು,spille
1021,singen::V,ಹಾಡು,synge
1022,tanzen::V,ಕುಣಿ,danse
1023,sich trennen::V,ಪ್ರತ್ಯೇಮಾಡು,skilles
1024,verlassen::V,ಕಳೆ,forlate
1025,retten::V,ರಕ್ಷಿಸು,redde
1026,bewachen::V,ಕಾಪಾಡು,bevokte
1027,schützen::V,ಸಂರಕ್ಷಿಸು,verne
1028,schützen::V,ಸಂರಕ್ಷಿಸು,beskytte
1029,verteidigen::V,ಕಾಪಿಡು,forsvare
1030,sich schlagen::V,ಕಿತ್ತಾಟ,slåss
1031,schießen::V,ಎಸೆ,skyte
1032,siegen::V,ಗೆಲ್ಲು,seire
1033,ärgern::V,ರೇಗಿಸು,ergre
1034,schlagen::V,ಹೊಡೆ,
1035,treten::V,ಒದೆ,sparke
1036,stechen::V,ಚುಚ್ಚು,stikke
1037,stoßen::V,ತಳ್ಳು,støte
1038,stehlen::V,ಕದಿ,stjele
1039,stören::V,ಕತಕು,forstyrre
1040,belästigen::V,ತೊಂದರೆ,plage
1041,belästigen::V,ತೊಂದರೆ,sjenere
1042,verbergen::V,ಮರೆಮಾಜು,gjemme
1043,täuschen::V,ಠಕ್ಕಿಸು,villede
1044,betrügen::V,ವಂಚಿಸು,bedra
1045,töten::V,ಕೊಲ್ಲು,drepe
1046,wohnen::V,ವಾಸಿಸು,bo
1047,arbeiten::V,ಕೆಲಸ ಮಾಡು,arbeide
1048,sammeln::V,ಸಂಚಯಿಸು,samle
1049,pflücken::V,ಬಿಡಿಸು,plukke
1050,jagen::V,ಬೇಟೆಯಾಡು,jage
1051,fischen::V,ಮೀನು ಹಿಡಿ,fiske
1052,fassen::V,ಹಿಡಿ,fange
1053,hüten::V,ಗುಂಪುಸೇರಿಸು,vokte
1054,treiben::V,ದಬ್ಬು,drive
1055,anbinden::V,ಬಿಗಿ,feste
1056,füttern::V,ಮೇಯಿಸು,fore
1057,melken::V,ಹಾಲು ಕರೆ,melke
1058,hacken::V,ತುಂಡರಿಸು,hakke
1059,gießen::V,ನೀರುಹಾಕು,helle
1060,reifen::V,ಕಳಿ,modne
1061,zubereiten::V,ಅಡಿಗೆಮಾಡು,lage
1062,zubereiten::V,ಅಡಿಗೆಮಾಡು,tilberede
1063,kochen::V,ಅಡು,koke
1064,backen::V,ಬೇಯಿಸು,bake
1065,braten::V,ಕರಿ,steke
1066,umrühren::V,ಕಲಕು,røre om
1067,stricken::V,ಹೆಣೆ,strikke
1068,nähen::V,ಹೊಲಿ,sy
1069,färben::V,ಬಣ್ಣ ಹತ್ತು,farge
1070,reinigen::V,ಸ್ವಚ್ಛಮಾಡು,rense
1071,reinigen::V,ಸ್ವಚ್ಛಮಾಡು,gjøre ren
1072,waschen::V,ತೊಳೆ,vaske
1073,abwischen::V,ಒರಸು,tørke av
1074,spülen::V,ಗಲಬರಿಸು,spyle
1075,spülen::V,ಗಲಬರಿಸು,skylle
1076,fegen::V,ಗುಡಿಸು,feie
1077,kehren::V,ಗುಡಿಸು,koste
1078,baden::V,ಸ್ನಾನಮಾಡು,bade
1079,sich waschen::V,ತೊಳೆ,vaske seg
1080,ausziehen::V,ಬಿಚ್ಚು,ta av
1081,anziehen::V,ಹಾಕು,ta på
1082,sich anziehen::V,ಹಾಕು,kle på seg
1083,kämmen::V,ಬಾಚು,gre
1084,kämmen::V,ಬಾಚು,kjemme
1085,schmücken::V,ಅಲಂಕರಿಸು,pynte
1086,schmücken::V,ಅಲಂಕರಿಸು,smykke
1087,sagen::V,ಹೇಳು,si
1088,sprechen::V,ನುಡಿ,snakke
1089,reden::V,ನುಡಿ,tale
1090,reden::V,ನುಡಿ,snakke
1091,sich unterhalten::V,ಹರಟೆ ಹೊಡಿ,samtale
1092,fragen::V,ವಿಚಾರಿಸು,spørre
1093,bitten::V,ಬೇಡು,be
1094,erzählen::V,ಹೇಳು,fortelle
1095,mitteilen::V,ತಿಳಿಸು,meddele
1096,nennen::V,ಹೆಸರಿಡು,kalle
1097,rufen::V,ಕರೆ,rope
1098,prahlen::V,ಜಂಬ ಕೊಚ್ಚು,skryte
1099,übersetzen::V,ಭಾಷಾಂತರಿಸು,oversette
1100,denken::V,ಯೋಚಿಸು,tenke
1101,glauben::V,ನಂಬು,tro
1102,bemerken::V,ಗಮನಿಸು,bemerke
1103,bemerken::V,ಗಮನಿಸು,legge merke til
1104,erkennen::V,ಗುರುತುಹಿಡಿ,gjenkjenne
1105,begreifen::V,ಗ್ರಹಿಸು,begripe
1106,verstehen::V,ಅರ್ಥಮಾಡಿಕೊ,forstå
1107,verstehen::V,ಅರ್ಥಮಾಡಿಕೊ,skjønne
1108,lernen::V,ಕಲಿ,lære
1109,wissen::V,ಅರಿ,vite
1110,sich erinnern an::V,ಜ್ಞಾಪಕವಿಟ್ಟುಕೊ,huske på
1111,vergessen::V,ಮರೆತುವಿಡು,glemme
1112,messen::V,ಅಳೆ,måle
1113,zählen::V,ಗಣಿಸು,telle
1114,rechnen::V,ಲೆಕ್ಕ ಹಾಕು,regne
1115,lesen::V,ಓದು,lese
1116,malen::V,ಬಿಡಿಸು,male
1117,zeichnen::V,ಬಿಡಿಸು,tegne
1118,schreiben::V,ಬರೆ,skrive
1119,besitzen::V,ಒಡೆಯನಾಗಿರು,eie
1120,besitzen::V,ಒಡೆಯನಾಗಿರು,inneha
1121,kaufen::V,ಕೊಳ್ಳು,kjøpe
1122,verkaufen::V,ಕೊಡು,selge
1123,bezahlen::V,ಬೆಲೆತೆರು,betale
1124,zahlen::V,ಹಣವನ್ನುಕೊಡು,betale
1125,beherrschen::V,ಅಧಿಕಾರ ನಡೆಸು,beherske
1126,ertragen::V,ಸಹಿಸು,orke
