,Concept_ID,sah,ab
691,linker::A,хаҥас,арма
692,rechter::A,уҥа,арҕьа
693,anderer::A,атын,даҽа
694,anderer::A,атын,даҽакы
695,erster::A,маҥнайгы,актәи
696,zweiter::A,иккис,аҩбатəи
697,dritter::A,үһүс,ахҕатәи
698,letzter::A,тиһэх,аҵыхəтəантəи
699,allein::ADV,соҕотох,мацара
700,auf einmal::ADV,биирдэ,зныкала
701,auf einmal::ADV,биирдэ,зныкҟьара
702,zusammen::ADV,холбуу,аиц...
703,lange::ADV,уһуннук,акыраамҭа
704,plötzlich::ADV,эмискэ,иаалырҟьаны
705,sofort::ADV,тута,иаразнакҵәҟьа
706,später::ADV,хойут,уажəшьҭаншəа
707,jetzt::ADV,билигин,уажәы
708,heute::ADV,бүгүн,иахьа
709,morgen::ADV,сарсын,уаҵәы
710,bald::ADV,өтөр,иласны
711,dann::ADV,кэнна,нас
712,gestern::ADV,бэҕэһээ,иацы
713,einst::ADV,биир төгүл,зны
714,einst::ADV,арай биирдэ,зны
715,damals::ADV,оччоҕо,усҟан
716,danach::ADV,аары,нас
717,danach::ADV,ол кэнниттэн,нас
718,vorher::ADV,урут,уаанӡа
719,zuerst::ADV,маҥнай,азнаказы
720,zuerst::ADV,маҥнай,аҧхьа
721,einmal::ADV,биирдэ,зны
722,manchmal::ADV,арыт,зны-зынла
723,oft::ADV,чаастатык,лассы-лассы
724,immer::ADV,мэлдьи,енагь
725,immer::ADV,мэлдьи,еснагь
726,niemals::ADV,хаһан да,ианакəызаалак
727,hier::ADV,маныаха,ара
728,hier::ADV,маныаха,абра
729,hier::ADV,маныаха,араҟа
730,hierhin::ADV,бэттэх,ара
731,hierhin::ADV,бэттэх,араҟа
732,von hier::ADV,мантан,арантә
733,dort::ADV,онно,уа
734,dorthin::ADV,онно,уахь
735,dorthin::ADV,онно,анахь
736,geradeaus::ADV,быһа,ишиашоу
737,geradeaus::ADV,быһаччы,ишиашоу
738,vorwärts::ADV,инники,ҕхьаҟа
739,rückwärts::ADV,төттөру,шьҭахьла
740,zurück::ADV,төттөрү,шьҭахьҟа
741,unten::ADV,аллара,лбаа
742,hinab::ADV,аллара,алада
743,oben::ADV,үөһэ,хыхь
744,hinauf::ADV,өрө,аҩада
745,hinauf::ADV,үөһэ,аҩада
746,überall::ADV,бэйдиэ,зегьынцьара
747,nicht::ADV,буолбатах,-м
748,ein wenig::ADV,кыратык,ҕыҭк
749,kaum::ADV,нэһиилэ,аарлаҳәа
750,kaum::ADV,нэһиилэ,афергьҳәа
751,sehr::ADV,бэрт,даара
752,sehr::ADV,наһаа,даара
753,so::ADV,оччо,ас
754,so::ADV,оччо,абас
755,so::ADV,оннук,ас
756,so::ADV,оннук,абас
757,noch::ADV,өссө,макьана
758,nur::ADV,эрэ,заҵәык
759,nur::ADV,сыччах,заҵәык
760,schon::ADV,бэлиэр,уажәшьҭа
761,schon::ADV,бэлиэр,аиҳа ипоу
762,wieder::ADV,эмиэ,ҿыц
763,wieder::ADV,эмиэ,дырҩегь
764,wieder::ADV,эмиэ,дырҩегьых
765,vergebens::ADV,таак,баша
766,vor::PRP,иннигэр,аҕхьа
767,hinter::PRP,кэлин,нхыҵ
768,unter::PRP,-ҕа,амҵа
769,unter::PRP,-ҕа,амҵан
770,unter::PRP,оһох түгэҕэ,амҵа
771,unter::PRP,оһох түгэҕэ,амҵан
772,durch::PRP,курдары,
773,neben::PRP,аттыгар,ааигуара
774,zwischen::PRP,ыккардынан,абжьара
775,wegen::PRP,уҥуортан,-иззы
776,wegen::PRP,уҥуортан,-ҟнытә
777,dies::PRN,ити,ари
778,dies::PRN,ити,абри
779,dies::PRN,бу,ари
780,dies::PRN,бу,абри
781,das::PRN,били,Абни
782,das::PRN,били,убри
783,alles::PRN,барыта,зегьы
784,ich::PRN,мин,са
785,ich::PRN,мин,сара
786,du::PRN,эн,бара
787,er::PRN,кнни,иара
788,wir::PRN,биһиги,ҳара
789,ihr::PRN,эһиги,шәара
790,sie::PRN,кинилэр,дара
791,was::FPRN,туох,
792,wer::FPRN,ким,дарбан
793,wo::FADV,ханна,иабыкуу
794,wo::FADV,ханна,аба-
795,wo::FADV,ханна,ахь-
796,wohin::FADV,ханна,иабыкуу
797,wohin::FADV,ханна,аба-
798,wohin::FADV,ханна,ахь-
799,wie::FADV,хайдах,-шҕа
800,warum::FADV,тоҕо,избан
801,wieviel::FNUM,төһө,заҟа
802,eins::NUM,биир,акы
803,eins::NUM,биир,аӡәы
804,zwei::NUM,икки,ҩба
805,drei::NUM,үс,хҕа
806,vier::NUM,түөрт,ҕшьба
807,fünf::NUM,биэс,хəба
808,sechs::NUM,алта,фба
809,sieben::NUM,сэттэ,Бжьба
810,acht::NUM,аҕыс,ааба
811,neun::NUM,тоҕус,жәба
812,zehn::NUM,уон,жәаба
813,elf::NUM,уон биир,жәеизатәи
814,zwölf::NUM,уон икки,жәаҩа
815,zwanzig::NUM,сүүрбэ,ҩажәа
816,dreißig::NUM,отут,ҩажәижәабатәи
817,vierzig::NUM,түөрт уон,ҩынҩажәа
818,fünfzig::NUM,биэс уон,ҩынҩажәеижәаба
819,sechzig::NUM,алта уон,хынҩажәа
820,siebzig::NUM,сэттэ уон,хынҩажәижәаба
821,achtzig::NUM,аҕыс уон,ҕшьынҩажәа
822,neunzig::NUM,тоҕус уонус,ҕшьынҩажәижәаба
823,hundert::NUM,сүүс,шәкы
824,tausend::NUM,тыһыынча,зқьы
825,und::CNJ,да,-и
826,und::CNJ,уонна,-и
827,und::CNJ,итиэннэ,-и
828,oder::CNJ,эбэтэр,ма
829,stehen::V,тур,агылазаара
830,sitzen::V,олор,атəара
831,sitzen::V,олор,атəа(заа)ра
832,liegen::V,сыт,аиара
833,hängen::V,санньылый,акнаҳара
834,werden::V,буол,аҟалара
835,passieren::V,буол,аҟалара
836,beginnen::V,саҕалан,алагара
837,enden::V,бүт,алгара
838,wechseln::V,уларый,аҽыҧсахра
839,aufgehen[Sonne]::V,ой,агылара
840,aufgehen[Sonne]::V,ой,ахашлара
841,aufgehen[Sonne]::V,ой,аҩаҵхахара
842,untergehen[Sonne]::V,киир,аҭашəара
843,scheinen[Sonne]::V,сырдат,акаҧхара
844,donnern::V,эт,адыдра
845,wehen::V,үр,асра
846,strömen::V,кутулун,акаҭəара
847,fließen::V,сүүр,ацара
848,sich drehen::V,эргий,ахагьежьра
849,schwanken::V,биэтэҥнээ,аҵысра
850,schwingen::V,эйэҥнээ,ахызазара
851,schwingen::V,эйэҥнээ,акьаандара
852,fallen::V,оҕут,акаҳара
853,brennen::V,умай,абылра
854,rauchen::V,буруолаа,ахылҵра
855,regnen::V,самыырдаа,аура
856,gefrieren::V,тоҥ,аҵаара
857,tauen::V,ир,аӡҭра
858,schmelzen::V,уулун,ақəӡыҭра
859,schmelzen::V,уулун,аҭəара
860,trocknen::V,куур,абара
861,sieden::V,оргуй,ашра
862,faulen::V,сытый,абаара
863,verfaulen::V,сытыйан_хаал,абаара
864,verfaulen::V,сытыйан_хаал,аилашра
865,reißen::V,хайыт,аҧжəара
866,reißen::V,быһытталан,аҧжəара
867,versinken::V,тимир,аӡааҟəрылара
868,versinken::V,батылын,аӡааҟəрылара
869,vergehen::V,дьай,ацара
870,erscheinen::V,көһүн,ацəырҵра
871,verschwinden::V,сүт,аҵашəкəара
872,sinken::V,намтаа,атəара
873,sinken::V,намтаа,алаҟəра
874,abnehmen::V,аччаа,ацӡаара
875,abnehmen::V,аччаа,аиҵалара
876,zunehmen::V,элбээ,аҽырҭбаара
877,zunehmen::V,элбээ,аиҵыҵра
878,zunehmen::V,элбээ,арацəахара
879,steigen::V,үрдээ,азҳара
880,steigen::V,үрдээ,ашьҭыҵра
881,steigen::V,үрдээ,адухара
882,steigen::V,үрдээ,ацлара
883,wachsen::V,үүн,азҳара
884,glänzen::V,кылбай,ацыр-цырра
885,glänzen::V,кылбай,ацыҩ-цыҩра
886,glänzen::V,кылбай,аказказра
887,funkeln::V,күлүмнээ,ашап-шапра
888,funkeln::V,күлүмнээ,ацым-цымра
889,funkeln::V,күлүмүрдээ,ашап-шапра
890,funkeln::V,күлүмүрдээ,ацым-цымра
891,lärmen::V,тыаһаа,ашьҭыбжьгара
892,lärmen::V,тыаһаа,аҕьҕьаҳәа аилалара
893,läuten::V,собуоннаа,аҵəҵəасра
894,klingeln::V,линкинээ,аҵəҵəасра
895,klirren::V,айгырат,ахьархьарра
896,klirren::V,айгырат,архьархьарра
897,brausen::V,сирилээ,аилаҽҽара
898,brausen::V,сирилээ,еилашуера
899,rauschen::V,суугунаа,
900,klingen::V,доргуй,агара
901,klingen::V,доргуй,ашьҭыбжь гара
902,bellen::V,үр,ашра
903,heulen::V,улуй,ауура
904,blasen::V,үр,аҭəҳəара
905,pfeifen::V,иһиир,ашəшəра
906,schreien::V,кылан,аҳəҳəара
907,schreien::V,кылан,ахəаара
908,schreien::V,кылан,аҟаара
909,schreien::V,хаһыытаа,аҳəҳəара
910,schreien::V,хаһыытаа,ахəаара
911,schreien::V,хаһыытаа,аҟаара
912,stöhnen::V,ынчыктаа,ақьра
913,zittern::V,титирээ,аҵыс-ҵысра
914,zittern::V,дьигиһий,аҵыс-ҵысра
915,leben::V,олор,аҟазаара
916,geboren werden::V,төрөө,Аира
917,atmen::V,тыын,аҕсыҕ лагаҩагара
918,trinken::V,ис,ажəра
919,essen::V,аһаа,акрыфара
920,schlucken::V,ыйыһын,албаадара
921,müde werden::V,сылай,ааҕсара
922,einschlafen::V,утуйан хаал,ацəара
923,schlafen::V,утуй,ацəазаара
924,schlafen::V,утуйа сыт,ацəазаара
925,aufwachen::V,уһугун,аҿыхара
926,aufstehen::V,тур,Агəылҵра
927,sich erholen::V,сынньан,аҧсшьара
928,krank werden::V,ыарый,ачмазаҩхара
929,krank sein::V,ыарый,аҳəарҧсарра
930,krank sein::V,ыарыт,аҳəарҧсарра
931,schmerzen::V,ыарыт,ахьра
932,husten::V,сөтөлүн,аимҳәара
933,genesen::V,көн,абзиахара
934,genesen::V,көн,аӷəӷəахара
935,sterben::V,өл,аҧсра
936,umkommen::V,өл,аҭахара
937,umkommen::V,оҕут,аҭахара
938,sich bewegen::V,хамсаа,аиҭаҵра
939,sich rühren::V,хамсаа,ақəацара
940,sich erheben::V,тур,аҩагылара
941,sich setzen::V,олор,атəара
942,hinfallen::V,оҕут,акаҳара
943,laufen::V,хаам,аныҟəара
944,schreiten::V,атыллаа,ашьаҿа еихгара
945,spazierengehen::V,дьаарбай,анеи-ааира
946,eilen::V,тиэтэй,аццакра
947,sich beeilen::V,ыксаа,аццакра
948,sausen::V,элээр,аҧырра
949,sausen::V,элээр,иҭрысны
950,sausen::V,элээр,ишьҭҟьаны ацара
951,rennen::V,сүүрэкэлээ,аҩра
952,springen::V,ой,аҧара
953,springen::V,ыстан,аҧара
954,klettern::V,ытын,ақəлара
955,schaukeln::V,эйэҥнээ,аҟəараҟəанҽара
956,schaukeln::V,биэрэҥнээ,аҟəараҟəанҽара
957,kriechen::V,сыыл,аҳəазара
958,schwimmen::V,уһун,аӡсара
959,schwimmen::V,харбаа,аӡсара
960,tauchen::V,умус,ахəӡааҵəира
961,rudern::V,эрт,аҵшьра
962,fahren::V,айаннаа,акала
963,fliegen::V,көт,аҧырра
964,gehen::V,бар,аиҭаҵра
965,weggehen::V,бар,ацара
966,abfahren::V,бар,адəықəлара
967,abfahren::V,бар,ацара
968,anhalten::V,тохтоо,ааныргылара
969,hineingehen::V,киир,аҭалара
970,eintreten::V,киир,аҩналара
971,kommen::V,кэл,аара
972,kommen::V,кэл,ааира
973,ankommen::V,кэл,ааира
974,ankommen::V,кэл,аара
975,ankommen::V,кэл,анеира
976,ankommen::V,тиий,ааира
977,ankommen::V,тиий,аара
978,ankommen::V,тиий,анеира
979,zurückkommen::V,төнүн,азыхынҳəра
980,bleiben::V,хаал,аанхара
981,bleiben::V,хаал,анхара
982,bleiben::V,хаал,аангылара
983,warten::V,көһүт,азҧшзаара
984,erwarten::V,күүт,азҧшра
985,erwarten::V,көһүт,азҧшра
986,suchen::V,ирдээ,ашьҭазаара
987,suchen::V,көрдөө,ашьҭазаара
988,finden::V,бул,аҧшаара
989,versuchen::V,сорун,аҽазкра
990,vorbereiten::V,бэлэмнээ,армазеира
991,lieben::V,таптаа,абзиабара
992,mögen::V,сөбүл,агəаҧхара
993,lachen::V,күл,аччара
994,rühren::V,долгут,арҵəуара
995,weinen::V,ытаа,аҵəуара
996,schimpfen::V,үөҕүс,ацəҳара
997,sich ärgern::V,кыыһыр,агəаара
998,sich ärgern::V,кыйахан,агəаара
999,sich fürchten::V,куттан,аӡыӡара
1000,sich fürchten::V,дьиксин,аӡыӡара
1001,fürchten::V,дьиксин,ацəшəара
1002,fürchten::V,куттан,ацəшəара
1003,fliehen::V,күрээ,абналара
1004,fliehen::V,күрээ,ацəцара
1005,flüchten::V,күрээ,абналара
1006,flüchten::V,күрээ,ацəцара
1007,sehen::V,көр,абара
1008,anschauen::V,көр,ахəаҧшра
1009,ansehen::V,көр,ахəаҧшра
1010,hören::V,бил,аҳара
1011,hören::V,иһит,аҳара
1012,zuhören::V,иһит,азыӡырҩра
1013,probieren::V,боруобалаан көр,аҧышəара
1014,probieren::V,амсайан көр,аҧышəара
1015,riechen::V,сытырҕаа,афыҩра
1016,fühlen::V,бил,анырра
1017,fühlen::V,бил,ацәакырра
1018,scheinen::V,көһүн,шәа
1019,scheinen::V,көһүн,аацәырҵа
1020,zu sehen sein::V,көһүн,
1021,vernehmen::V,иһит,аҳара
1022,frieren::V,тоҥ,ашəра
1023,frieren::V,тоҥ,аҵаара
1024,frieren::V,үлүй,ашəра
1025,frieren::V,үлүй,аҵаара
1026,tun::V,гын,аҟаҵара
1027,können::V,кыай,алшара
1028,wollen::V,баҕар,аҭахра
1029,anfangen::V,саҕалаа,алагара
1030,beenden::V,бүтэр,алгара
1031,aufhören::V,уурай,аҟəыҵра
1032,gelingen::V,сатан,аура
1033,gelingen::V,сатан,аманшəалахара
1034,gelingen::V,сатан,алҵра
1035,geraten::V,баар буолан биэр,нзаарын
1036,geraten::V,баар буола тус,нзаарын
1037,geraten::V,буолан таҕыс,нзаарын
1038,öffnen::V,ас,аартра
1039,schließen::V,сап,аркра
1040,schließen::V,хатаа,аркра
1041,stellen::V,уур,аргылара
1042,stellen::V,туруор,аргылара
1043,setzen::V,туруор,артəара
1044,setzen::V,уур,артəара
1045,legen::V,уур,ақəҵара
1046,berühren::V,тыыт,акьысра
1047,berühren::V,тыыт,алакьысра
1048,berühren::V,таарый,акьысра
1049,berühren::V,таарый,алакьысра
1050,verbinden::V,кэлгий,аҿаҳəара
1051,bedecken::V,бүрүй,ақəршəра
1052,aufhängen::V,ыйаа,акнаҳара
1053,anzünden::V,умат,аркра
1054,aufheben::V,өрө тарт,ашьҭыхра
1055,zurücklassen::V,бырах,аныжьра
1056,verlieren::V,сүтэр,ацəыӡра
1057,fallen lassen::V,түһэр,ацəкаҳара
1058,fallen lassen::V,мүлчү тут,ацəкаҳара
1059,machen::V,оҥор,ачаҧара
1060,machen::V,оҥоһун,ачаҧара
1061,herstellen::V,оҥор,аиҵдара
1062,bauen::V,тут,аргылара
1063,reparieren::V,абырахтаа,арҽеира
1064,verbessern::V,тупсар,аиҕьтəра
1065,ändern::V,уларыт,аҧсахра
1066,graben::V,хас,ажра
1067,beugen::V,бокут,арҟəра
1068,beugen::V,бокут,архəара
1069,beugen::V,токурут,арҟəра
1070,beugen::V,токурут,архəара
1071,beugen::V,бүк баттаа,арҟəра
1072,beugen::V,бүк баттаа,архəара
1073,biegen::V,иэх,арҟəра
1074,biegen::V,иэх,архəара
1075,biegen::V,өҕүлүннэр,арҟəра
1076,biegen::V,өҕүлүннэр,архəара
1077,drehen::V,эргит,аргьежьра
1078,drehen::V,эргичит,аргьежьра
1079,wenden::V,эргилин,
1080,umdrehen::V,түҥнэр,аарҳәра
1081,heben::V,көтөх,аҩахара
1082,heben::V,көтөх,араҳара
1083,hochheben::V,таһаар,ахагалара
1084,hochheben::V,таһаар,ашьҭҳəара
1085,ergreifen::V,тут,
1086,halten::V,тут,акра
1087,drücken::V,ык,ақəрӷəӷəара
1088,schieben::V,ас,аҵгəара
1089,schieben::V,ас,агəара
1090,kratzen::V,кыһыы,ацəҟьара
1091,lecken::V,салаа,арбзара
1092,beißen::V,ытыр,ацҳара
1093,abreißen::V,быһа тарт,амжəара
1094,abreißen::V,туура тарт,амжəара
1095,abschneiden::V,быс,ахҵəара
1096,abschneiden::V,быс,аҿахҵəара
1097,abschneiden::V,быһан ыл,ахҵəара
1098,abschneiden::V,быһан ыл,аҿахҵəара
1099,abschneiden::V,быһа баттаа,ахҵəара
1100,abschneiden::V,быһа баттаа,аҿахҵəара
1101,binden::V,кэлгий,аҿаҳəара
1102,stecken::V,батары ас,алаҵара
1103,brechen::V,тоһут,аҧҵəара
1104,klopfen::V,тоҥсуй,асра
1105,hauen::V,оҕус,ақəкшара
1106,kleben::V,силимнээ,аҷабра
1107,reiben::V,аал,арҟəыҷра
1108,streichen::V,сыбаа,ахьшьра
1109,schleifen::V,чочуй,ахра
1110,schneiden::V,быс,аҧҟара
1111,rütteln::V,иэҕэҥнэт,арҵысра
1112,schütteln::V,сахсый,аршəшəара
1113,schwenken::V,дайбаа,аҟьара
1114,schütten::V,кут,аҭаҭəара
1115,füllen::V,толор,арҭəра
1116,einwickeln::V,суулаа,алаҳəара
1117,tragen::V,ит,аҩагара
1118,schleppen::V,сос,арҳəазара
1119,ziehen::V,тарт,ахара
1120,aufbewahren::V,уур,аҵəахра
1121,aufbewahren::V,харай,аҵəахра
1122,werfen::V,бырах,аршəра
1123,fangen::V,хап,акра
1124,packen::V,тут,анкра
1125,packen::V,тут,аҵкаара
1126,verstecken::V,саһыар,аҵəахра
1127,teilen::V,үллэр,ашара
1128,schicken::V,ыыт,ашьҭра
1129,bringen::V,аҕал,аагара
1130,hinzufügen::V,эп,ацҵара
1131,bekommen::V,ыл,аҧшаара
1132,bekommen::V,ыл,архиара
1133,bekommen::V,ыл,аура
1134,bekommen::V,булун,аҧшаара
1135,bekommen::V,булун,архиара
1136,bekommen::V,булун,аура
1137,erhalten::V,ыл,аиура
1138,nehmen::V,ыл,агара
1139,wählen::V,быыбардаа,алҧшаара
1140,auswählen::V,тал,алхра
1141,bewahren::V,харай,
1142,behindern::V,мэһэйдээ,аҧырхагахара
1143,verderben::V,буорту гын,алгара
1144,verderben::V,буорту гын,абжьыхра
1145,verderben::V,буорту гын,аҧхасҭатəра
1146,beschädigen::V,алдьат,аҧхасҭатəра
1147,zerbrechen::V,үлтүрүт,аҧҽра
1148,zerreißen::V,хайыта тарт,аҧжəара
1149,zerstören::V,алдьат,аилаҧыххаара
1150,verbrennen::V,уоттаа,абылра
1151,geben::V,биэр,аҭара
1152,reichen::V,аҕал,аҭара
1153,schenken::V,бэлэхтээ,аҩгара
1154,versprechen::V,эрэннэр,ақəргəыӷра
1155,wünschen::V,баҕар,
1156,loben::V,хайҕаа,арҽхəара
1157,küssen::V,уураа,агəӡра
1158,wiegen::V,бигээ,
1159,zudecken::V,сап,аҵахҩара
1160,zudecken::V,сап,ақəршəра
1161,zudecken::V,бүрүй,аҵахҩара
1162,zudecken::V,бүрүй,ақəршəра
1163,wecken::V,уһугуннар,арҿыхара
1164,zeigen::V,көрдөр,арбара
1165,führen::V,салай,аныҟəгара
1166,lehren::V,үөрэт,арҵара
1167,unterrichten::V,үөрэт,арҧхьара
1168,aufziehen::V,иит,ааӡара
1169,leiten::V,салай,ахагылазаара
1170,antreiben::V,кыһай,арццакра
1171,lassen::V,күһэй,арҟаҵара
1172,einladen::V,ыҥыр,ааҕхьара
1173,einladen::V,ыҥыр,анаҧхьара
1174,vereinigen::V,холбоо,аилаҵара
1175,vereinigen::V,түм,аилаҵара
1176,besuchen::V,сырыт,абара
1177,besuchen::V,билсэ сырыт,абара
1178,treffen::V,көрүс,аҧылара
1179,sich versammeln::V,мүһүн,аизара
1180,sich versammeln::V,түмүс,аизара
1181,spielen::V,оонньоо,ахəмарра
1182,singen::V,ыллаа,ашəаҳəара
1183,tanzen::V,үҥкүүлээ,акəашара
1184,sich trennen::V,араҕыс,аилыҵра
1185,verlassen::V,хааллар,акажьра
1186,retten::V,өрүһүй,Аиқəрхара
1187,bewachen::V,араҥаччылаа,ахьчара
1188,schützen::V,көмүскээ,ацəыхьчара
1189,verteidigen::V,көмүскээ,ахьчара
1190,sich schlagen::V,охсус,аисра
1191,schießen::V,ытыалаа,ахысра
1192,siegen::V,хот,аиааира
1193,siegen::V,кыай,аиааира
1194,ärgern::V,кыыһырт,аргəаара
1195,schlagen::V,оҕус,асра
1196,schlagen::V,оҕус,аҭасра
1197,treten::V,тэп,
1198,stechen::V,кэй,алакшара
1199,stoßen::V,кэп,агəҭасра
1200,stoßen::V,үтүрүй,агəҭасра
1201,stehlen::V,уор,аӡара
1202,stören::V,мэһэйдээ,аҧырхагахара
1203,belästigen::V,батар,аргəамҵра
1204,verbergen::V,кистээ,аӡара
1205,täuschen::V,албыннаа,ажьара
1206,betrügen::V,албыннаа,ажьара
1207,töten::V,өлөр,ашьра
1208,wohnen::V,олор,анхара
1209,arbeiten::V,үлэлээ,аусура
1210,sammeln::V,мус,аҟəшəара
1211,sammeln::V,хомуй,аҟəшəара
1212,pflücken::V,үргээ,аҿыршəара
1213,pflücken::V,үргээ,аҿыхра
1214,jagen::V,бултаа,ашəарыцара
1215,fischen::V,балыктаа,аҧсыӡ икуеит
1216,fassen::V,тут,акра
1217,hüten::V,манаа,арҳəра
1218,hüten::V,манаа,ахьчара
1219,treiben::V,үүр,акацара
1220,anbinden::V,баай,адҳəалара
1221,füttern::V,аһат,акырҿаҵара
1222,melken::V,ыа,ахьара
1223,hacken::V,кэрт,аҟəаҟəара
1224,gießen::V,сиигирт,аҵаҭəара
1225,reifen::V,бус,ашəра
1226,reifen::V,бус,аҟалара
1227,zubereiten::V,бэлэмнээ,ацура
1228,kochen::V,буһар,ажəра
1229,backen::V,буһар,аӡра
1230,braten::V,хооруй,аӡра
1231,braten::V,ыһаарылаа,аӡра
1232,braten::V,соркуойдаа,аӡра
1233,umrühren::V,былаа,аилрыхра
1234,stricken::V,өр,аҧара
1235,nähen::V,иистэн,аӡахра
1236,färben::V,кырааскалаа,ашəра
1237,reinigen::V,ыраастаа,арыцқьара
1238,waschen::V,сууй,аӡәӡәара
1239,abwischen::V,сот,арбара
1240,spülen::V,сайҕаа,аҭыршара
1241,fegen::V,сиппий,аҧссара
1242,kehren::V,харбаа,
1243,baden::V,сөтүөлээ,аҽыкəабара
1244,sich waschen::V,суун,аҽыӡəӡəара
1245,ausziehen::V,уһул,ашəыхра
1246,anziehen::V,кэтэрт,ашəҵара
1247,sich anziehen::V,таҥын,аҽеилаҳəара
1248,kämmen::V,тараа,аҳəара
1249,schmücken::V,симээ,арҧшӡара
1250,sagen::V,диэ,аҳəара
1251,sprechen::V,эт,ацəажəара
1252,sprechen::V,саҥар,ацəажəара
1253,reden::V,кэпсэт,ацəажəара
1254,reden::V,кэпсэт,аицәажәара
1255,sich unterhalten::V,кэпсэт,аицәажәара
1256,fragen::V,ыйыт,азҵаара
1257,bitten::V,көрдөс,аҳəара
1258,erzählen::V,кэпсээ,аҳəара
1259,erzählen::V,сэһэргээ,аҳəара
1260,mitteilen::V,биллэр,азыцҳара
1261,nennen::V,ааттаа,ахьӡҵара
1262,rufen::V,ыҥыр,азҿыҭра
1263,prahlen::V,чабылан,аҽхəара
1264,prahlen::V,киһиргээ,аҽхəара
1265,übersetzen::V,тылбаастаа,аиҭагара
1266,denken::V,санаа,азхəыцра
1267,denken::V,толкуйдаа,азхəыцра
1268,glauben::V,итэҕэй,ахаҵара
1269,bemerken::V,бэлиэтээ,агəаҭара
1270,erkennen::V,бил,адырра
1271,begreifen::V,өйдөө,аилкаара
1272,verstehen::V,өйдөө,аҳара
1273,lernen::V,үөрэн,аҵара
1274,wissen::V,бил,адырра
1275,sich erinnern an::V,аҕын,агəаларшəара
1276,vergessen::V,умун,ахашҭра
1277,messen::V,кэмнээ,ашəара
1278,messen::V,кээмэйдээ,ашəара
1279,zählen::V,аах,аҧхьаӡара
1280,rechnen::V,аах,аҳасабра
1281,lesen::V,аах,аҧхьара
1282,malen::V,уруһуйдаа,
1283,zeichnen::V,уруһуйдаа,
1284,schreiben::V,суруй,
1285,besitzen::V,баһылаа,амазаара
1286,kaufen::V,атыылас,Аахəара
1287,verkaufen::V,атыылаа,аҭира
1288,bezahlen::V,төлөө,ахҭынҵара
1289,bezahlen::V,төлөө,ашəара
1290,zahlen::V,төлөө,ашəара
1291,beherrschen::V,баһылаа,
1292,ertragen::V,тулуй,ачҳара
