,Concept_ID,os,no
770,damals::ADV,уæд,den gang
771,danach::ADV,стæй,deretter
772,danach::ADV,уый фæстæ,deretter
773,vorher::ADV,раздæр,før
774,vorher::ADV,раздæр,i forveien
775,zuerst::ADV,фыццаг,først
776,einmal::ADV,иу хатт,en gang
777,manchmal::ADV,хатт,somme tider
778,oft::ADV,арæх,ofte
779,immer::ADV,ӕдзух,alltid
780,niemals::ADV,никуы,aldri
781,niemals::ADV,никæд,aldri
782,hier::ADV,ам,her
783,hierhin::ADV,ардӕм,hit
784,von hier::ADV,ардыгæй,herfra
785,dort::ADV,уым,der
786,dorthin::ADV,уырдӕм,dit
787,geradeaus::ADV,æргом,rett fram
788,vorwärts::ADV,размӕ,fram
789,vorwärts::ADV,размӕ,framover
790,rückwärts::ADV,фӕстӕмӕ,baklengs
791,zurück::ADV,фӕстӕмӕ,tilbake
792,unten::ADV,дæлæ,nede
793,unten::ADV,дæлейы,nede
794,unten::ADV,бынæй,nede
795,hinab::ADV,дӕлӕмӕ,ned
796,hinab::ADV,дӕлӕмӕ,nedover
797,hinab::ADV,уырдыгмӕ,ned
798,hinab::ADV,уырдыгмӕ,nedover
799,oben::ADV,уӕле,oppe
800,oben::ADV,уӕле,ovenpå
801,hinauf::ADV,уӕлӕмӕ,opp
802,hinauf::ADV,уӕлӕмӕ,oppover
803,überall::ADV,алыран,overalt
804,überall::ADV,алкæм,overalt
805,überall::ADV,кæмдæриддæр,overalt
806,nicht::ADV,нӕ,ikke
807,ein wenig::ADV,чысыл,litt
808,kaum::ADV,цъус,neppe
809,sehr::ADV,тынг,svært
810,sehr::ADV,иттӕг,svært
811,so::ADV,афтӕ,så
812,noch::ADV,ма,enda
813,nur::ADV,канд,bare
814,nur::ADV,ӕрмӕст,bare
815,schon::ADV,нырид,alt
816,schon::ADV,нырид,allerede
817,wieder::ADV,ногӕй,igjen
818,vergebens::ADV,дзæгъæлы,forgjeves
819,vergebens::ADV,уæгъды,forgjeves
820,vergebens::ADV,æнæхъуаджы,forgjeves
821,vor::PRP,разы,foran
822,vor::PRP,разы,utenfor
823,hinter::PRP,фӕстӕ,bak
824,hinter::PRP,фӕстӕ,bakom
825,unter::PRP,бын,under
826,durch::PRP,æхсæнты,gjennom
827,durch::PRP,æхсæнты,igjennom
828,neben::PRP,цур,ved siden av
829,zwischen::PRP,астӕу,mellom
830,wegen::PRP,тыххай,på grunn av
831,dies::PRN,ай,dette
832,das::PRN,уый,det
833,alles::PRN,алцы,alt
834,alles::PRN,æппæтдæр,alt
835,alles::PRN,иууылдӕр,alt
836,ich::PRN,æз,jeg
837,du::PRN,ды,du
838,er::PRN,уый,han
839,wir::PRN,мах,vi
840,ihr::PRN,сымах,dere
841,sie::PRN,уыдон,de
842,was::FPRN,цы,hva
843,wer::FPRN,чи,hvem
844,wo::FADV,кӕм,hvor
845,wohin::FADV,кӕдӕм,hvor ... hen
846,wie::FADV,куыд,hvordan
847,warum::FADV,цӕмӕн,hvorfor
848,wieviel::FNUM,цал,hvor mye
849,eins::NUM,иу,en
850,eins::NUM,иу,ett
851,zwei::NUM,дыууӕ,to
852,drei::NUM,ӕртӕ,tre
853,vier::NUM,цыппар,fire
854,fünf::NUM,фондз,fem
855,sechs::NUM,ӕхсӕз,seks
856,sieben::NUM,авд,sju
857,acht::NUM,аст,åtte
858,neun::NUM,фараст,ni
859,zehn::NUM,дӕс,ti
860,elf::NUM,иуæндæс,elleve
861,zwölf::NUM,дыууадæс,tolv
862,zwanzig::NUM,дыууын,tjue
863,dreißig::NUM,æртын,tretti
864,dreißig::NUM,дæсæмæссæдз,tretti
865,vierzig::NUM,цыппор,førti
866,vierzig::NUM,цыппур,førti
867,vierzig::NUM,дыууиссæдзы,førti
868,fünfzig::NUM,фӕндзай,femti
869,sechzig::NUM,æхсай,seksti
870,sechzig::NUM,æртиссæдзы,seksti
871,siebzig::NUM,æвдай,sytti
872,siebzig::NUM,дæс æмæ æртиссæдзы,sytti
873,achtzig::NUM,цыппарыссæдзы,åtti
874,achtzig::NUM,æстай,åtti
875,neunzig::NUM,нæуæдз,nitti
876,neunzig::NUM,дæс æмæ цыппарыссæдзы,nitti
877,hundert::NUM,сӕдӕ,hundre
878,tausend::NUM,мин,tusen
879,und::CNJ,ӕмӕ,og
880,oder::CNJ,кӕнӕ,eller
881,stehen::V,лӕууын,stå
882,sitzen::V,бадын,sitte
883,liegen::V,хуыссын,ligge
884,hängen::V,ауыгъд уын,henge
885,werden::V,суӕвын,bli
886,passieren::V,æрцæуын,skje
887,passieren::V,æрцæуын,hende
888,beginnen::V,райдайын,begynne
889,enden::V,фæуын,ende
890,enden::V,фæуын,slutte
891,wechseln::V,ивын,veksle
892,aufgehen[Sonne]::V,скæсын,stå opp
893,untergehen[Sonne]::V, аныгуылын,gå ned
894,scheinen[Sonne]::V,рухс кӕнын,skinne
895,donnern::V,нæрын,tordne
896,wehen::V,дымын,blåse
897,strömen::V,кӕлын,strømme
898,fließen::V,цæуын,flyte
899,fließen::V,уайын,flyte
900,fließen::V,кæлын,flyte
901,sich drehen::V,зилын,dreie seg
902,schwanken::V,æнкъуысын,svaie
903,schwingen::V,æнкъуысын,svinge
904,schwingen::V,змæлын,svinge
905,fallen::V,хауын,falle
906,brennen::V,судзын,brenne
907,rauchen::V,фæздæг кæнын,ryke
908,regnen::V,уарын,regne
909,gefrieren::V,сӕлын,fryse
910,tauen::V,стайын,tine
911,schmelzen::V,тайын,smelte
912,trocknen::V,хус кæнын,tørre
913,sieden::V,фыцын,koke
914,faulen::V,ӕмбийын,råtne
915,verfaulen::V,бамбийын,råtne
916,reißen::V,скъуийын,briste
917,versinken::V,дӕлдон_кӕнын,synke
918,versinken::V,дӕлдон_кӕнын,synke ned
919,vergehen::V,аивгъуийын,forløpe
920,erscheinen::V,разынын,synes
921,verschwinden::V,фæтары уын,forsvinne
922,verschwinden::V,фæдæлдзæх уын,forsvinne
923,verschwinden::V,фесæфын,forsvinne
924,verschwinden::V,æрбайсæфын,forsvinne
925,sinken::V,дæлæмæ æрхауын,synke
926,abnehmen::V,фæкъаддæр уын,avta
927,abnehmen::V,фæкъаддæр уын,minske
928,abnehmen::V,фæцух уын,avta
929,abnehmen::V,фæцух уын,minske
930,zunehmen::V,фæфылдæр уын,tilta
931,zunehmen::V,сбирæ уын,tilta
932,zunehmen::V,сахадын,tilta
933,steigen::V,сыстын,stige
934,wachsen::V,рӕзын,gro
935,wachsen::V,рӕзын,vokse
936,glänzen::V,ӕрттивын,skinne
937,funkeln::V,тыбар-тыбур_кӕнын,tindre
938,lärmen::V,хъæлæба кæнын,bråke
939,läuten::V,цæгъдын,ringe
940,klingeln::V,цæгъдын,ringe
941,klirren::V,дзыгъал-мыгъул кæнын,klirre
942,klirren::V,дзæгъ-дзæгъ кæнын,klirre
943,brausen::V,абухын,bruse
944,klingen::V,зæлын,lyde
945,klingen::V,зæлын,klinge
946,klingen::V,азæлын,lyde
947,klingen::V,азæлын,klinge
948,klingen::V,хъуысын,lyde
949,klingen::V,хъуысын,klinge
950,bellen::V,рæйын,gjø
951,bellen::V,рæйын,bjeffe
952,heulen::V,ниуын,ule
953,blasen::V,фу кӕнын,blåse
954,pfeifen::V,æхситт кæнын,plystre
955,pfeifen::V,къуыззитт кæнын,plystre
956,schreien::V,хъӕр кӕнын,skrike
957,stöhnen::V,хъæрзын,stønne
958,stöhnen::V,дзыназын,stønne
959,zittern::V,ризын,dirre
960,zittern::V,ризын,skjelve
961,leben::V,цӕрын,leve
962,geboren werden::V,райгуырын,fødes
963,atmen::V,улӕфын,ånde
964,atmen::V,улӕфын,puste
965,trinken::V,нуазын,drikke
966,essen::V,хӕрын,spise
967,schlucken::V,ныхъуырын,svelge
968,müde werden::V,бафæллайын,bli trett
969,müde werden::V,бафæлмæцын,bli trett
970,müde werden::V,сфæлмæцын,bli trett
971,einschlafen::V,бафынæй уын,sovne
972,schlafen::V,хуыссын,sove
973,schlafen::V,фынӕй кӕнын,sove
974,aufwachen::V,райхъал уын,våkne
975,aufstehen::V,стын,stå opp
976,sich erholen::V,фæллад уадзын,bli bra
977,sich erholen::V,фæллад уадзын,komme seg
978,sich erholen::V,улæфын,bli bra
979,sich erholen::V,улæфын,komme seg
980,krank werden::V,фӕрынчын уын,bli syk
981,krank sein::V,сӕйын,være syk
982,schmerzen::V,риссын,gjøre vondt
983,husten::V,хуыфын,hoste
984,genesen::V,сдзæбæх уын,komme seg
985,genesen::V,рандидзын,komme seg
986,genesen::V,сæндидзын,komme seg
987,sterben::V,мӕлын,dø
988,umkommen::V,фесæфын,omkomme
989,umkommen::V,байсæфын,omkomme
990,umkommen::V,бабын уын,omkomme
991,umkommen::V,мард фæуын,omkomme
992,sich bewegen::V,тæлфын,bevege seg
993,sich bewegen::V,цæуын,bevege seg
994,sich rühren::V,змӕлын,røre på seg
995,sich erheben::V,стын,reise seg
996,sich setzen::V,сбадын,sette sig
997,hinfallen::V,ӕрхауын,falle over ende
998,laufen::V,цӕуын,løpe
999,laufen::V,рацу-бацу_кӕнын,løpe
1000,schreiten::V,къахдзæф кæнын,skride
1001,schreiten::V,санчъех кæнын,skride
1002,schreiten::V,цæуын,skride
1003,spazierengehen::V,озер кæнын,spasere
1004,spazierengehen::V,озер кæнын,gå en tur
1005,spazierengehen::V,тезгъо кæнын,spasere
1006,spazierengehen::V,тезгъо кæнын,gå en tur
1007,eilen::V,тагъд кæнын,ile
1008,eilen::V,тындзын,ile
1009,sich beeilen::V,тагъд кæнын,skynde seg
1010,sich beeilen::V,тындзын,skynde seg
1011,sausen::V,уайын,suse
1012,sausen::V,тæхын,suse
1013,rennen::V,згъорын,løpe
1014,springen::V,гæпп кæнын,hoppe
1015,springen::V,гæпп кæнын,springe
1016,springen::V,сæррæтт кæнын,hoppe
1017,springen::V,сæррæтт кæнын,springe
1018,springen::V,лиуырын,hoppe
1019,springen::V,лиуырын,springe
1020,klettern::V,хилын,klatre
1021,schaukeln::V,хецъро кæнын,huske
1022,schaukeln::V,херыйыл бадын,huske
1023,kriechen::V,бырын,krype
1024,schwimmen::V,ленк кӕнын,svømme
1025,tauchen::V,ныгъуылын,dykke
1026,rudern::V,бæлæгъ тæрын,ro
1027,rudern::V,чема тæрын,ro
1028,fahren::V,цӕуын,kjøre
1029,fliegen::V,тӕхын,fly
1030,gehen::V,цӕуын,gå
1031,weggehen::V,ацӕуын,gå bort
1032,abfahren::V,араст уын,reise
1033,anhalten::V,æрлæууын,stanse
1034,hineingehen::V,мидæмæ цæуын,gå inn
1035,eintreten::V,бацӕуын,tre inn
1036,kommen::V,æрцæуын,komme
1037,ankommen::V,æрцæуын,ankomme
1038,ankommen::V,æрцæуын,komme til
1039,zurückkommen::V,раздæхын,komme tilbake
1040,zurückkommen::V,фæстæмæ_раздæхын,komme tilbake
1041,zurückkommen::V,æрбаздæхын,komme tilbake
1042,zurückkommen::V,аздæхын,komme tilbake
1043,bleiben::V,лӕууын,bli
1044,bleiben::V,лӕууын,forbli
1045,warten::V,ӕнхъӕлмӕ кӕсын,vente
1046,erwarten::V,ӕнхъӕлмӕ кӕсын,vente
1047,suchen::V,агурын,søke
1048,finden::V,ссарын,finne
1049,versuchen::V,фӕлварын,prøve
1050,versuchen::V,фӕлварын,forsøke
1051,vorbereiten::V,бацаттæ кæнын,forberede
1052,vorbereiten::V,æрæввонг кæнын,forberede
1053,lieben::V,уарзын,elske
1054,mögen::V,зæрдæмæ цæуын,like
1055,lachen::V,худын,le
1056,rühren::V,зæрдæ суынгæг кæнын,røre
1057,weinen::V,кӕуын,gråte
1058,schimpfen::V,æлгъитын,skjelle
1059,sich ärgern::V,мæсты кæнын,ergre seg
1060,sich fürchten::V,тæрсын,være redd
1061,fürchten::V,тæрсын,være redd for
1062,fliehen::V,лидзын,rømme
1063,fliehen::V,лидзын,flykte
1064,flüchten::V,алидзын,flykte
1065,sehen::V,уынын,se
1066,anschauen::V,акӕсын,se på
1067,anschauen::V,акӕсын,betrakte
1068,ansehen::V,кӕсын,anse
1069,hören::V,хъусын,høre
1070,zuhören::V,хъусын,tilhøre
1071,probieren::V,уынын,smake
1072,probieren::V,уынын,smake på
1073,probieren::V,аходын,smake
1074,probieren::V,аходын,smake på
1075,riechen::V,смудын,lukte
1076,fühlen::V,ӕнкъарын,føle
1077,scheinen::V,зынын,se ut
1078,zu sehen sein::V,зынын,synes
1079,vernehmen::V,фехъусын,få vite
1080,frieren::V,сийын,fryse
1081,tun::V,кӕнын,gjøre
1082,können::V,фӕразын,kunne
1083,wollen::V,фӕндын,ville
1084,anfangen::V,райдайын,begynne
1085,beenden::V,фӕуын,avslutte
1086,aufhören::V,банцайын,slutte
1087,aufhören::V,банцайын,holde opp
1088,aufhören::V,фенцайын,slutte
1089,aufhören::V,фенцайын,holde opp
1090,gelingen::V,бантысын,lykkes
1091,geraten::V,разынын,bli
1092,öffnen::V,гом кӕнын,åpne
1093,schließen::V,ӕхгӕнын,lukke
1094,schließen::V,ӕхгӕнын,stenge
1095,stellen::V,ӕвӕрын,stille
1096,setzen::V,сбадын кӕнын,sette
1097,legen::V,ӕрӕвӕрын,legge
1098,berühren::V,агайын,berøre
1099,verbinden::V,бӕттын,forbinde
1100,bedecken::V,ӕмбӕрзын,dekke
1101,aufhängen::V,ауындзын,henge
1102,aufhängen::V,ауындзын,henge opp
1103,anzünden::V,ссудзын,tenne
1104,anzünden::V,ссудзын,antenne
1105,anzünden::V,ссудзын,tenne på
1106,aufheben::V,сисын,løfte
1107,aufheben::V,сисын,ta opp
1108,zurücklassen::V,ныууадзын,slippe tilbake
1109,verlieren::V,фесафын,miste
1110,fallen lassen::V,ӕрӕппарын,droppe
1111,fallen lassen::V,ӕрӕппарын,la falle
1112,fallen lassen::V,къухтӕй феуӕгъд кӕнын,droppe
1113,fallen lassen::V,къухтӕй феуӕгъд кӕнын,la falle
1114,machen::V,саразын,lage
1115,machen::V,саразын,gjøre
1116,herstellen::V,сцæттæ кæнын,fremstille
1117,herstellen::V,саразын,fremstille
1118,bauen::V,амайын,bygge
1119,reparieren::V,æмпъузын,reparere
1120,reparieren::V,цалцæг кæнын,reparere
1121,verbessern::V,фæхуыздæр кæнын,rette
1122,verbessern::V,фæхуыздæр кæнын,forbedre
1123,ändern::V,аивын,forandre
1124,graben::V,къахын,grave
1125,beugen::V,æркъæдз кæнын,bøye
1126,beugen::V,æртасын кæнын,bøye
1127,biegen::V,тасын кӕнын,bøye
1128,drehen::V,здухын,dreie
1129,wenden::V,афæлдахын,vende
1130,wenden::V,рафæлдахын,vende
1131,umdrehen::V,афæлдахын,snu
1132,heben::V,сдарын,heve
1133,heben::V,схæцын,heve
1134,hochheben::V,уæлæмæ хæцын,løfte
1135,ergreifen::V,фӕлӕбурын,gripe
1136,ergreifen::V,фӕлӕбурын,få tak i
1137,halten::V,дарын,holde
1138,drücken::V,æлхъивын,trykke
1139,drücken::V,хæцын,trykke
1140,schieben::V,схойын,skyve
1141,kratzen::V,хафын,klø
1142,kratzen::V,хафын,klore
1143,lecken::V,сдæрын,slikke
1144,beißen::V,хæцын,bite
1145,abreißen::V,ратонын,rive av
1146,abschneiden::V,ралыг кӕнын,skjære av
1147,binden::V,бабӕттын,binde
1148,stecken::V,ныссадзын,stikke
1149,brechen::V,асæттын,bryte
1150,brechen::V,асæттын,briste
1151,brechen::V,басæттын,bryte
1152,brechen::V,басæттын,briste
1153,brechen::V,ныссæттын,bryte
1154,brechen::V,ныссæттын,briste
1155,klopfen::V,хойын,banke
1156,klopfen::V,гуыпп-гуыпп кæнын,banke
1157,klopfen::V,къуырцц-къуырцц кæнын,banke
1158,hauen::V,цӕвын,hogge
1159,hauen::V,нӕмын,hogge
1160,kleben::V,ныхасын,klistre
1161,kleben::V,æндадзын,klistre
1162,reiben::V,сӕрфын,gni
1163,reiben::V,хафын,gni
1164,streichen::V,байсæрдын,stryke
1165,streichen::V,сахорын,stryke
1166,schleifen::V,ссын,slipe
1167,schleifen::V,цыргъ кӕнын,slipe
1168,schneiden::V,кӕрдын,klippe
1169,rütteln::V,æнкъусын,ruske
1170,schütteln::V,уигъын,riste
1171,schwenken::V,тилын,svinge
1172,schwenken::V,уигъын,svinge
1173,schütten::V,ныккӕнын,helle
1174,füllen::V,байдзаг кæнын,fylle
1175,einwickeln::V,батухын,vikle inn
1176,tragen::V,хӕссын,bære
1177,schleppen::V,ласын,slepe
1178,ziehen::V,ласын,dra
1179,ziehen::V,ласын,trekke
1180,aufbewahren::V,æвæрын,oppbevare
1181,aufbewahren::V,æвæрын,ta vare på
1182,werfen::V,зыввытт кӕнын,kaste
1183,fangen::V,ӕрцахсын,fange
1184,packen::V,рацахсын,gripe
1185,packen::V,рацахсын,gripe tak i
1186,verstecken::V,æмбæхсын,gjemme
1187,verstecken::V,нымæхсын,gjemme
1188,teilen::V,уарын,dele
1189,schicken::V,ӕрвитын,sende
1190,bringen::V,æрхæссын,bringe
1191,bringen::V,æрбахæссын,bringe
1192,hinzufügen::V,ӕфтауын,tilføye
1193,bekommen::V,ссарын,få
1194,bekommen::V,сфæрæз кæнын,få
1195,bekommen::V,самал кæнын,få
1196,erhalten::V,райсын,få
1197,nehmen::V,райсын,ta
1198,wählen::V,равзарын,velge
1199,auswählen::V,авзарын,velge ut
1200,bewahren::V,бавæрын,bevare
1201,bewahren::V,нывæрын,bevare
1202,behindern::V,цæлхдур æвæрын,hindre
1203,behindern::V,цæлхдур æвæрын,forhindre
1204,behindern::V,ныхдур æвæрын,hindre
1205,behindern::V,ныхдур æвæрын,forhindre
1206,behindern::V,къуылымпы кæнын,hindre
1207,behindern::V,къуылымпы кæнын,forhindre
1208,behindern::V,хъыг дарын,hindre
1209,behindern::V,хъыг дарын,forhindre
1210,verderben::V,фесафын,ødelegge
1211,beschädigen::V,халын,skade
1212,zerbrechen::V,асӕттын,brekke i stykker
1213,zerreißen::V,аскъуынын,rive i stykker
1214,zerstören::V,фехалын,ødelegge
1215,verbrennen::V,басудзын,brenne
1216,verbrennen::V,басудзын,brenne opp
1217,geben::V,дӕттын,gi
1218,reichen::V,адæттын,rekke
1219,schenken::V,лæвар кæнын,forære
1220,schenken::V,лæвар кæнын,skjenke
1221,versprechen::V,дзырд раттын,love
1222,versprechen::V,зӕрдӕ бавӕрын,love
1223,wünschen::V,зæрдæ зæгъы,ønske
1224,loben::V,раппӕлын,rose
1225,küssen::V,пъа кæнын,kysse
1226,küssen::V,ба кæнын,kysse
1227,wiegen::V,узын,vogge
1228,zudecken::V,бамбӕрзын,dekke til
1229,wecken::V,райхъал кӕнын,vekke
1230,zeigen::V,амонын,vise
1231,führen::V,кӕнын,føre
1232,führen::V,фæкæнын,føre
1233,lehren::V,ахуыр кæнын,lære
1234,unterrichten::V,ахуыр кæнын,undervise
1235,aufziehen::V,хъомыл кӕнын,oppdra
1236,leiten::V,разамынд дӕттын,lede
1237,antreiben::V,тагъд кæнын,drive på
1238,antreiben::V,рог кæнын,drive på
1239,lassen::V,кæнын,få til å
1240,einladen::V,ӕрхонын,be
1241,einladen::V,ӕрхонын,invitere
1242,einladen::V,ӕрбахонын,be
1243,einladen::V,ӕрбахонын,invitere
1244,vereinigen::V,баиу кӕнын,forene
1245,besuchen::V,абæрæг кæнын,besøke
1246,besuchen::V,бабæрæг кæнын,besøke
1247,besuchen::V,бауайын,besøke
1248,treffen::V,фембæлын,møte
1249,treffen::V,фембæлын,treffe
1250,sich versammeln::V,æрæмбырд уын,forsamles
1251,spielen::V,хъазын,leke
1252,spielen::V,хъазын,spille
1253,singen::V,зарын,synge
1254,tanzen::V,кафын,danse
1255,sich trennen::V,фæйнæрдæм фæцæуын айхæлын,skilles
1256,verlassen::V,ныууадзын,forlate
1257,retten::V,фервӕзын кӕнын,redde
1258,bewachen::V,хъахъхъӕнын,bevokte
1259,schützen::V,хъахъхъӕнын,verne
1260,schützen::V,хъахъхъӕнын,beskytte
1261,verteidigen::V,бахизын,forsvare
1262,sich schlagen::V,хыл кæнын,slåss
1263,schießen::V,ӕхсын,skyte
1264,siegen::V,басӕттын,seire
1265,siegen::V,фӕуӕлахиз уӕвын,seire
1266,ärgern::V,мӕсты кӕнын,ergre
1267,schlagen::V,ныццæвын,
1268,stechen::V,фæрæхойын,stikke
1269,stoßen::V,риуыгъын,støte
1270,stehlen::V,давын,stjele
1271,stören::V,хъыгдарын,forstyrre
1272,belästigen::V,хъыгдарын,plage
1273,belästigen::V,хъыгдарын,sjenere
1274,verbergen::V,бамбӕхсын,gjemme
1275,verbergen::V,басусӕг кӕнын,gjemme
1276,täuschen::V,фӕливын,villede
1277,täuschen::V,асайын,villede
1278,betrügen::V,асайын,bedra
1279,töten::V,амарын,drepe
1280,wohnen::V,цӕрын,bo
1281,arbeiten::V,кусын,arbeide
1282,sammeln::V,æртонын,samle
1283,pflücken::V,тонын,plukke
1284,jagen::V,цуан кæнын,jage
1285,fischen::V,кæсаг ахсын æнгуырæй,fiske
1286,fischen::V,æнгуыр дарын,fiske
1287,fassen::V,ӕрцахсын,fange
1288,hüten::V,хизын,vokte
1289,treiben::V,скъӕрын,drive
1290,anbinden::V,бабæттын,feste
1291,anbinden::V,æрбæттын,feste
1292,füttern::V,холлаг дæттын,fore
1293,füttern::V,холлаг æвæрын,fore
1294,füttern::V,дарын,fore
1295,melken::V,дуцын,melke
1296,hacken::V,кæрдын,hakke
1297,hacken::V,лыгтæ кæнын,hakke
1298,gießen::V,бакалын,helle
1299,reifen::V,срæгъæд уын,modne
1300,reifen::V,сцæттæ уын,modne
1301,zubereiten::V,сцӕттӕ кӕнын,lage
1302,zubereiten::V,сцӕттӕ кӕнын,tilberede
1303,kochen::V,фыцын,koke
1304,backen::V,фыцын,bake
1305,braten::V,цурын,steke
1306,umrühren::V,ахæццæ кæнын,røre om
1307,umrühren::V,азмæнтын,røre om
1308,umrühren::V,астауын,røre om
1309,stricken::V,кæнын,strikke
1310,stricken::V,бийын,strikke
1311,nähen::V,хуыйын,sy
1312,färben::V,ахорын,farge
1313,reinigen::V,ссыгъдæг кæнын,rense
1314,reinigen::V,ссыгъдæг кæнын,gjøre ren
1315,reinigen::V,ныссыгъдæг кæнын,rense
1316,reinigen::V,ныссыгъдæг кæнын,gjøre ren
1317,reinigen::V,ныссæрфын,rense
1318,reinigen::V,ныссæрфын,gjøre ren
1319,waschen::V,ӕхсын,vaske
1320,abwischen::V,сӕрфын,tørke av
1321,spülen::V,æнхъæвзын,spyle
1322,spülen::V,æнхъæвзын,skylle
1323,fegen::V,мӕрзын,feie
1324,kehren::V,мӕрзын,koste
1325,baden::V,хи найын,bade
1326,sich waschen::V,хи æхсын,vaske seg
1327,ausziehen::V,ласын,ta av
1328,anziehen::V,скæнын,ta på
1329,sich anziehen::V,дзаума скæнын,kle på seg
1330,sich anziehen::V,дарæс скæнын,kle på seg
1331,kämmen::V,ныффасын,gre
1332,kämmen::V,ныффасын,kjemme
1333,kämmen::V,æрфасын,gre
1334,kämmen::V,æрфасын,kjemme
1335,schmücken::V,фӕлындын,pynte
1336,schmücken::V,фӕлындын,smykke
1337,sagen::V,зæгъын,si
1338,sprechen::V,дзурын,snakke
1339,reden::V,ныхас кӕнын,tale
1340,reden::V,ныхас кӕнын,snakke
1341,sich unterhalten::V,ныхас кæнын,samtale
1342,fragen::V,фӕрсын,spørre
1343,bitten::V,курын,be
1344,erzählen::V,радзурын,fortelle
1345,erzählen::V,ратаурæгъ кæнын,fortelle
1346,mitteilen::V,фехъусын кæнын,meddele
1347,nennen::V,хонын,kalle
1348,rufen::V,сидын,rope
1349,prahlen::V,ӕппӕлын,skryte
1350,übersetzen::V,ратæлмац кæнын,oversette
1351,denken::V,ӕнхъӕлын,tenke
1352,denken::V,хъуыды кӕнын,tenke
1353,glauben::V,уырнын,tro
1354,bemerken::V,фенын,bemerke
1355,bemerken::V,фенын,legge merke til
1356,erkennen::V,базонын,gjenkjenne
1357,begreifen::V,ӕмбарын,begripe
1358,begreifen::V,бамбарын,begripe
1359,lernen::V,ахуыр кӕнын,lære
1360,wissen::V,зонын,vite
1361,sich erinnern an::V,зæрдыл æрлæууын,huske på
1362,sich erinnern an::V,æрымысын,huske på
1363,sich erinnern an::V,æрбаймысын,huske på
1364,sich erinnern an::V,æрхъуыды кæнын,huske på
1365,vergessen::V,ферох кæнын,glemme
1366,vergessen::V,айрох кæнын,glemme
1367,messen::V,барын,måle
1368,zählen::V,нымайын,telle
1369,rechnen::V,хынцын,regne
1370,lesen::V,кӕсын,lese
1371,lesen::V,фӕрсын,lese
1372,malen::V,ныв кӕнын,male
1373,zeichnen::V,ныв кӕнын,tegne
1374,schreiben::V,фыссын,skrive
1375,besitzen::V,хицау уын,eie
1376,besitzen::V,хицау уын,inneha
1377,kaufen::V,балхӕнын,kjøpe
1378,verkaufen::V,уӕй кӕнын,selge
1379,bezahlen::V,бафидын,betale
1380,zahlen::V,фидын,betale
1381,beherrschen::V,æлдариуæг кæнын,beherske
1382,ertragen::V,бавзарын,orke
1383,Leine::N,,line
1384,rauschen::V,,suse
1385,treten::V,,sparke
1386,verstehen::V,,forstå
1387,verstehen::V,,skjønne
