,Concept_ID,xal,sah
745,hinauf::ADV,деер,үөһэ
746,überall::ADV,альд болв чигн,бэйдиэ
747,nicht::ADV,эс,буолбатах
748,nicht::ADV,биш,буолбатах
749,nicht::ADV,бичә,буолбатах
750,ein wenig::ADV,баахн,кыратык
751,ein wenig::ADV,баахнар,кыратык
752,kaum::ADV,әрә,нэһиилэ
753,sehr::ADV,йир,бэрт
754,sehr::ADV,йир,наһаа
755,so::ADV,иигҗ,оччо
756,so::ADV,иигҗ,оннук
757,noch::ADV,ода чигн,өссө
758,nur::ADV,һанцхн,эрэ
759,nur::ADV,һанцхн,сыччах
760,schon::ADV,одх,бэлиэр
761,wieder::ADV,бас,эмиэ
762,vergebens::ADV,киидән,таак
763,vor::PRP,урд,иннигэр
764,hinter::PRP,ца,кэлин
765,unter::PRP,дор,-ҕа
766,unter::PRP,дор,оһох түгэҕэ
767,durch::PRP,ивт,курдары
768,durch::PRP,дундаһур,курдары
769,neben::PRP,хаҗуд,аттыгар
770,zwischen::PRP,хоорнд,ыккардынан
771,wegen::PRP,көлтә,уҥуортан
772,wegen::PRP,деерәс,уҥуортан
773,dies::PRN,эн,ити
774,dies::PRN,эн,бу
775,das::PRN,тер,били
776,alles::PRN,цуһар,барыта
777,ich::PRN,би,мин
778,du::PRN,чи,эн
779,er::PRN,тер,кнни
780,wir::PRN,мадн,биһиги
781,ihr::PRN,та,эһиги
782,sie::PRN,тедн,кинилэр
783,was::FPRN,юн,туох
784,wer::FPRN,кен,ким
785,wo::FADV,хама,ханна
786,wohin::FADV,хамаран,ханна
787,wie::FADV,яһҗ,хайдах
788,wie::FADV,яһад,хайдах
789,warum::FADV,юңгад,тоҕо
790,wieviel::FNUM,кедү,төһө
791,eins::NUM,негн,биир
792,zwei::NUM,хойр,икки
793,drei::NUM,һурвн,үс
794,vier::NUM,дөрвн,түөрт
795,fünf::NUM,тавн,биэс
796,sechs::NUM,зурһан,алта
797,sieben::NUM,долан,сэттэ
798,acht::NUM,нәәмн,аҕыс
799,neun::NUM,йисн,тоҕус
800,zehn::NUM,арвн,уон
801,elf::NUM,арвн негн,уон биир
802,zwölf::NUM,арвн хойр,уон икки
803,zwanzig::NUM,хөрн,сүүрбэ
804,dreißig::NUM,һучн,отут
805,vierzig::NUM,дөчн,түөрт уон
806,fünfzig::NUM,тәвн,биэс уон
807,sechzig::NUM,җирн,алта уон
808,siebzig::NUM,далн,сэттэ уон
809,achtzig::NUM,найн,аҕыс уон
810,neunzig::NUM,йирн,тоҕус уонус
811,hundert::NUM,зун,сүүс
812,tausend::NUM,миңһн,тыһыынча
813,und::CNJ,болн,да
814,und::CNJ,болн,уонна
815,und::CNJ,болн,итиэннэ
816,oder::CNJ,эс гиҗ,эбэтэр
817,oder::CNJ,эс гихлә,эбэтэр
818,stehen::V,зогсх,тур
819,sitzen::V,суух,олор
820,liegen::V,кевтх,сыт
821,hängen::V,өлгәтә бәәх,санньылый
822,werden::V,болх,буол
823,passieren::V,болх,буол
824,beginnen::V,эклх,саҕалан
825,enden::V,төгсх,бүт
826,wechseln::V,хүврх,уларый
827,aufgehen[Sonne]::V,һарх,ой
828,untergehen[Sonne]::V,орх,киир
829,untergehen[Sonne]::V,сүүрлх,киир
830,scheinen[Sonne]::V,герлтх,сырдат
831,donnern::V,күрҗңнх,эт
832,wehen::V,сальклх,үр
833,strömen::V,һооҗх,кутулун
834,fließen::V,урсх,сүүр
835,sich drehen::V,эргх,эргий
836,schwanken::V,дәәвлх,биэтэҥнээ
837,schwingen::V,нәәхлх,эйэҥнээ
838,fallen::V,унх,оҕут
839,fallen::V,киисх,оҕут
840,brennen::V,шатх,умай
841,rauchen::V,ута һарһх,буруолаа
842,regnen::V,орх,самыырдаа
843,gefrieren::V,мөстх,тоҥ
844,tauen::V,хәәлх,ир
845,schmelzen::V,хәәлх,уулун
846,schmelzen::V,хәәлгдх,уулун
847,trocknen::V,эврх,куур
848,sieden::V,буслх,оргуй
849,faulen::V,үмкәрх,сытый
850,verfaulen::V,илҗрх,сытыйан_хаал
851,reißen::V,тасрх,хайыт
852,reißen::V,тасрх,быһытталан
853,versinken::V,чивх,тимир
854,versinken::V,чивх,батылын
855,vergehen::V,болх,дьай
856,erscheinen::V,һарх,көһүн
857,verschwinden::V,уга болх,сүт
858,sinken::V,татгдх,намтаа
859,abnehmen::V,хасгдх,аччаа
860,zunehmen::V,өсх,элбээ
861,steigen::V,немх,үрдээ
862,wachsen::V,өсх,үүн
863,wachsen::V,урһх,үүн
864,glänzen::V,гилвкх,кылбай
865,funkeln::V,цәклх,күлүмнээ
866,funkeln::V,цәклх,күлүмүрдээ
867,lärmen::V,шууглдх,тыаһаа
868,läuten::V,хоңх,собуоннаа
869,klingeln::V,җиңнулх,линкинээ
870,klirren::V,җиңнх,айгырат
871,brausen::V,догшрхх,сирилээ
872,rauschen::V,сарҗңнх,суугунаа
873,klingen::V,ә һарх,доргуй
874,bellen::V,хуцх,үр
875,heulen::V,уульх,улуй
876,blasen::V,үләх,үр
877,pfeifen::V,ишкрх,иһиир
878,schreien::V,хәәкрх,кылан
879,schreien::V,хәәкрх,хаһыытаа
880,stöhnen::V,түңшх,ынчыктаа
881,zittern::V,дагҗннх,титирээ
882,zittern::V,дагҗннх,дьигиһий
883,leben::V,бәәх,олор
884,geboren werden::V,төрх,төрөө
885,atmen::V,әмсхлх,тыын
886,trinken::V,уух,ис
887,essen::V,идх,аһаа
888,schlucken::V,зальгх,ыйыһын
889,müde werden::V,көшх,сылай
890,einschlafen::V,унтх,утуйан хаал
891,schlafen::V,нөөрсх,утуй
892,schlafen::V,нөөрсх,утуйа сыт
893,aufwachen::V,серх,уһугун
894,aufstehen::V,босх,тур
895,sich erholen::V,амрх,сынньан
896,krank werden::V,гемтх,ыарый
897,krank sein::V,шалтглх,ыарый
898,krank sein::V,шалтглх,ыарыт
899,schmerzen::V,өвдх,ыарыт
900,husten::V,ханях,сөтөлүн
901,genesen::V,эдгх,көн
902,sterben::V,үкх,өл
903,sterben::V,өңгрх,өл
904,umkommen::V,үкх,өл
905,umkommen::V,үкх,оҕут
906,sich bewegen::V,көдлх,хамсаа
907,sich bewegen::V,көндрх,хамсаа
908,sich rühren::V,көндрх,хамсаа
909,sich erheben::V,босх,тур
910,sich setzen::V,суух,олор
911,hinfallen::V,унх,оҕут
912,hinfallen::V,киисх,оҕут
913,laufen::V,йовх,хаам
914,schreiten::V,алхх,атыллаа
915,spazierengehen::V,сергҗ йовх,дьаарбай
916,eilen::V,шулудх,тиэтэй
917,sich beeilen::V,адһх,ыксаа
918,sich beeilen::V,шамдх,ыксаа
919,sausen::V,хурдлх,элээр
920,sausen::V,йир_хурдар_гүүх,элээр
921,sausen::V,йир_хурдар_йовх,элээр
922,rennen::V,гүүх,сүүрэкэлээ
923,springen::V,һәрәдх,ой
924,springen::V,һәрәдх,ыстан
925,klettern::V,давшх,ытын
926,schaukeln::V,дүүдңндх,эйэҥнээ
927,schaukeln::V,дүүдңндх,биэрэҥнээ
928,kriechen::V,мөлкх,сыыл
929,schwimmen::V,усчх,уһун
930,schwimmen::V,усчх,харбаа
931,tauchen::V,булхх,умус
932,rudern::V,хәәвдх,эрт
933,fahren::V,йовх,айаннаа
934,fliegen::V,нисх,көт
935,gehen::V,йовх,бар
936,weggehen::V,йовх,бар
937,weggehen::V,одх,бар
938,weggehen::V,һарх,бар
939,weggehen::V,мөрлх,бар
940,abfahren::V,мордх,бар
941,anhalten::V,зогсх,тохтоо
942,hineingehen::V,орх,киир
943,eintreten::V,орх,киир
944,kommen::V,ирх,кэл
945,ankommen::V,ирх,кэл
946,ankommen::V,ирх,тиий
947,zurückkommen::V,орх,төнүн
948,bleiben::V,бәәх,хаал
949,warten::V,күләх,көһүт
950,erwarten::V,күләх,күүт
951,erwarten::V,күләх,көһүт
952,suchen::V,хәәх,ирдээ
953,suchen::V,хәәх,көрдөө
954,finden::V,олх,бул
955,versuchen::V,седх,сорун
956,vorbereiten::V,белдх,бэлэмнээ
957,lieben::V,дурлх,таптаа
958,mögen::V,таассгдх,сөбүл
959,lachen::V,инәх,күл
960,rühren::V,уйрах,долгут
961,weinen::V,уульх,ытаа
962,schimpfen::V,харах,үөҕүс
963,sich ärgern::V,уурлх,кыыһыр
964,sich ärgern::V,уурлх,кыйахан
965,sich fürchten::V,әәх,куттан
966,sich fürchten::V,әәх,дьиксин
967,fürchten::V,әәх,дьиксин
968,fürchten::V,әәх,куттан
969,fürchten::V,сүрдх,дьиксин
970,fürchten::V,сүрдх,куттан
971,fliehen::V,зулх,күрээ
972,flüchten::V,орһх,күрээ
973,flüchten::V,зулх,күрээ
974,sehen::V,үзх,көр
975,anschauen::V,харх,көр
976,ansehen::V,хәләх,көр
977,ansehen::V,үзх,көр
978,hören::V,соңсх,бил
979,hören::V,соңсх,иһит
980,zuhören::V,соңсх,иһит
981,probieren::V,амсх,боруобалаан көр
982,probieren::V,амсх,амсайан көр
983,riechen::V,үнрчлх,сытырҕаа
984,fühlen::V,медх,бил
985,scheinen::V,болҗ медгдх,көһүн
986,scheinen::V,миниһәр болхла,көһүн
987,scheinen::V,болад бәәх,көһүн
988,zu sehen sein::V,үзгдх,көһүн
989,vernehmen::V,соңсх,иһит
990,frieren::V,даарх,тоҥ
991,frieren::V,даарх,үлүй
992,tun::V,кех,гын
993,können::V,чадх,кыай
994,wollen::V,дурлх,баҕар
995,anfangen::V,эклх,саҕалаа
996,beenden::V,дуусх,бүтэр
997,aufhören::V,уурх,уурай
998,gelingen::V,бүтх,сатан
999,gelingen::V,күцәх,сатан
1000,geraten::V,болх,баар буолан биэр
1001,geraten::V,болх,баар буола тус
1002,geraten::V,болх,буолан таҕыс
1003,öffnen::V,секх,ас
1004,schließen::V,хаах,сап
1005,schließen::V,хаах,хатаа
1006,stellen::V,тәвх,уур
1007,stellen::V,тәвх,туруор
1008,setzen::V,суулһх,туруор
1009,setzen::V,суулһх,уур
1010,legen::V,тәвх,уур
1011,berühren::V,көндәх,тыыт
1012,berühren::V,көндәх,таарый
1013,verbinden::V,боох,кэлгий
1014,bedecken::V,хучх,бүрүй
1015,bedecken::V,бүркх,бүрүй
1016,aufhängen::V,өлгх,ыйаа
1017,anzünden::V,асах,умат
1018,anzünden::V,шатах,умат
1019,aufheben::V,өөдән өргх,өрө тарт
1020,zurücklassen::V,үлдәх,бырах
1021,verlieren::V,геех,сүтэр
1022,fallen lassen::V,алдх,түһэр
1023,fallen lassen::V,алдх,мүлчү тут
1024,machen::V,кех,оҥор
1025,machen::V,кех,оҥоһун
1026,herstellen::V,кех,оҥор
1027,bauen::V,тосхх,тут
1028,reparieren::V,ясх,абырахтаа
1029,verbessern::V,сәәрүлх,тупсар
1030,ändern::V,хүврәх,уларыт
1031,graben::V,малтх,хас
1032,beugen::V,нуһлх,бокут
1033,beugen::V,нуһлх,токурут
1034,beugen::V,нуһлх,бүк баттаа
1035,biegen::V,матилһх,иэх
1036,biegen::V,матилһх,өҕүлүннэр
1037,drehen::V,эргүлх,эргит
1038,drehen::V,эргүлх,эргичит
1039,wenden::V,көмрх,эргилин
1040,wenden::V,эргүлх,эргилин
1041,umdrehen::V,эргүлх,түҥнэр
1042,heben::V,өргх,көтөх
1043,heben::V,деер өргх,көтөх
1044,hochheben::V,өргх,таһаар
1045,ergreifen::V,бәрх,тут
1046,halten::V,бәрх,тут
1047,drücken::V,шахх,ык
1048,schieben::V,түлкх,ас
1049,kratzen::V,мааҗх,кыһыы
1050,lecken::V,долах,салаа
1051,beißen::V,хазх,ытыр
1052,abreißen::V,таслх,быһа тарт
1053,abreißen::V,таслх,туура тарт
1054,abschneiden::V,тәәрх,быс
1055,abschneiden::V,тәәрх,быһан ыл
1056,abschneiden::V,тәәрх,быһа баттаа
1057,binden::V,боох,кэлгий
1058,stecken::V,шаах,батары ас
1059,stecken::V,хатхх,батары ас
1060,brechen::V,хамхлх,тоһут
1061,klopfen::V,цокх,тоҥсуй
1062,hauen::V,цокх,оҕус
1063,kleben::V,наах,силимнээ
1064,reiben::V,зүлгх,аал
1065,streichen::V,наах,сыбаа
1066,streichen::V,лашх,сыбаа
1067,streichen::V,түркх,сыбаа
1068,schleifen::V,хурцлх,чочуй
1069,schneiden::V,хәәчлх,быс
1070,rütteln::V,дәәвлүлх,иэҕэҥнэт
1071,schütteln::V,сегсрх,сахсый
1072,schwenken::V,дайлх,дайбаа
1073,schütten::V,кех,кут
1074,füllen::V,дүүргх,толор
1075,einwickeln::V,орах,суулаа
1076,tragen::V,зөөх,ит
1077,schleppen::V,чирх,сос
1078,ziehen::V,татх,тарт
1079,aufbewahren::V,хадһлх,уур
1080,aufbewahren::V,хадһлх,харай
1081,werfen::V,хайх,бырах
1082,fangen::V,бәрх,хап
1083,fangen::V,хавлх,хап
1084,packen::V,бәрх,тут
1085,verstecken::V,дүрх,саһыар
1086,verstecken::V,бултулх,саһыар
1087,teilen::V,хувах,үллэр
1088,schicken::V,илгәх,ыыт
1089,bringen::V,авч ирх,аҕал
1090,hinzufügen::V,немх,эп
1091,bekommen::V,авх,ыл
1092,bekommen::V,авх,булун
1093,erhalten::V,авх ,ыл
1094,nehmen::V,авх,ыл
1095,wählen::V,шүүх,быыбардаа
1096,auswählen::V,шүүх,тал
1097,bewahren::V,хадһлх,харай
1098,bewahren::V,кевтнь үлдәх,харай
1099,bewahren::V,кевтнь бәәлһх,харай
1100,behindern::V,харшлх,мэһэйдээ
1101,verderben::V,үрәх,буорту гын
1102,beschädigen::V,эвдх,алдьат
1103,zerbrechen::V,күүлх,үлтүрүт
1104,zerbrechen::V,хамхлх,үлтүрүт
1105,zerreißen::V,шуучх,хайыта тарт
1106,zerstören::V,эвдх,алдьат
1107,verbrennen::V,шатах,уоттаа
1108,geben::V,өгх,биэр
1109,reichen::V,өгх,аҕал
1110,schenken::V,белглх,бэлэхтээ
1111,versprechen::V,амлх,эрэннэр
1112,wünschen::V,сә хәәх,баҕар
1113,loben::V,магтх,хайҕаа
1114,küssen::V,үмсх,уураа
1115,wiegen::V,саатулх,бигээ
1116,zudecken::V,бүркх,сап
1117,zudecken::V,бүркх,бүрүй
1118,wecken::V,серүлх,уһугуннар
1119,zeigen::V,үзүлх,көрдөр
1120,führen::V,көтлх,салай
1121,lehren::V,заах,үөрэт
1122,lehren::V,сурһх,үөрэт
1123,unterrichten::V,сурһх,үөрэт
1124,unterrichten::V,багшлх,үөрэт
1125,aufziehen::V,өскәх,иит
1126,leiten::V,һардх,салай
1127,leiten::V,толһалх,салай
1128,antreiben::V,шамдах,кыһай
1129,lassen::V,күч үзүлх,күһэй
1130,einladen::V,үрх,ыҥыр
1131,vereinigen::V,хамцулх,холбоо
1132,vereinigen::V,хамцулх,түм
1133,besuchen::V,одх,сырыт
1134,besuchen::V,одх,билсэ сырыт
1135,treffen::V,харһх,көрүс
1136,sich versammeln::V,цуглрх,мүһүн
1137,sich versammeln::V,цуглрх,түмүс
1138,sich versammeln::V,хурх,мүһүн
1139,sich versammeln::V,хурх,түмүс
1140,spielen::V,наадх,оонньоо
1141,singen::V,дуулх,ыллаа
1142,tanzen::V,биилх,үҥкүүлээ
1143,sich trennen::V,хаһцх,араҕыс
1144,verlassen::V,хайх,хааллар
1145,retten::V,әм аврх,өрүһүй
1146,retten::V,әәмшгәс харсх,өрүһүй
1147,bewachen::V,харх,араҥаччылаа
1148,bewachen::V,манх,араҥаччылаа
1149,schützen::V,харсх,көмүскээ
1150,verteidigen::V,харсх,көмүскээ
1151,sich schlagen::V,гүвдлдх,охсус
1152,schießen::V,хах,ытыалаа
1153,siegen::V,диилх,хот
1154,siegen::V,диилх,кыай
1155,ärgern::V,уурлулх,кыыһырт
1156,schlagen::V,цокх,оҕус
1157,schlagen::V,гүвдх,оҕус
1158,stechen::V,хатхх,кэй
1159,stoßen::V,түлкчкх,кэп
1160,stoßen::V,түлкчкх,үтүрүй
1161,stehlen::V,хулхалх,уор
1162,stören::V,һә болх,мэһэйдээ
1163,belästigen::V,амр эс өгх,батар
1164,verbergen::V,нуух,кистээ
1165,verbergen::V,бултулх,кистээ
1166,täuschen::V,меклх,албыннаа
1167,betrügen::V,меклх,албыннаа
1168,betrügen::V,мек һарһх,албыннаа
1169,töten::V,алх,өлөр
1170,wohnen::V,бәәх,олор
1171,arbeiten::V,көдлх,үлэлээ
1172,sammeln::V,түүх,мус
1173,sammeln::V,түүх,хомуй
1174,pflücken::V,түүх,үргээ
1175,pflücken::V,хурах,үргээ
1176,jagen::V,аңнх,бултаа
1177,jagen::V,аңһучлх,бултаа
1178,fischen::V,заһс аңнх,балыктаа
1179,fassen::V,бәрх,тут
1180,hüten::V,хәрүлх,манаа
1181,treiben::V,туух,үүр
1182,anbinden::V,уйх,баай
1183,füttern::V,теҗәх,аһат
1184,melken::V,саах,ыа
1185,hacken::V,чавчх,кэрт
1186,gießen::V,услх,сиигирт
1187,reifen::V,болх,бус
1188,reifen::V,болвсрх,бус
1189,zubereiten::V,белдх,бэлэмнээ
1190,kochen::V,чанх,буһар
1191,kochen::V,болһх,буһар
1192,backen::V,болһх,буһар
1193,braten::V,хуурх,хооруй
1194,braten::V,хуурх,ыһаарылаа
1195,braten::V,хуурх,соркуойдаа
1196,umrühren::V,самрх,былаа
1197,stricken::V,өлгх,өр
1198,nähen::V,уйх,иистэн
1199,färben::V,будх,кырааскалаа
1200,reinigen::V,цеврлх,ыраастаа
1201,waschen::V,уһах,сууй
1202,abwischen::V,арчх,сот
1203,spülen::V,зәәлх,сайҕаа
1204,fegen::V,сәвүрдх,сиппий
1205,kehren::V,сәвүрдх,харбаа
1206,baden::V,өөмх,сөтүөлээ
1207,sich waschen::V,уһах,суун
1208,sich waschen::V,бийән уһаҗ,суун
1209,ausziehen::V,тәәлх,уһул
1210,anziehen::V,өмсх,кэтэрт
1211,sich anziehen::V,хувцлх,таҥын
1212,kämmen::V,самлх,тараа
1213,schmücken::V,чимх,симээ
1214,schmücken::V,кеерүлх,симээ
1215,sagen::V,келх,диэ
1216,sprechen::V,келх,эт
1217,sprechen::V,келх,саҥар
1218,reden::V,күүндх,кэпсэт
1219,reden::V,күр_кех,кэпсэт
1220,sich unterhalten::V,күүндх,кэпсэт
1221,fragen::V,сурх,ыйыт
1222,bitten::V,эрх,көрдөс
1223,erzählen::V,келх,кэпсээ
1224,erzählen::V,келх,сэһэргээ
1225,erzählen::V,келҗ өгх,кэпсээ
1226,erzählen::V,келҗ өгх,сэһэргээ
1227,mitteilen::V,медүлх,биллэр
1228,nennen::V,нерәдх,ааттаа
1229,nennen::V,нер өгх,ааттаа
1230,rufen::V,дуудх,ыҥыр
1231,prahlen::V,көөрх,чабылан
1232,prahlen::V,көөрх,киһиргээ
1233,übersetzen::V,орчулх,тылбаастаа
1234,denken::V,санх,санаа
1235,denken::V,санх,толкуйдаа
1236,glauben::V,шүтх,итэҕэй
1237,glauben::V,нәәлх,итэҕэй
1238,bemerken::V,темдглх,бэлиэтээ
1239,erkennen::V,таньх,бил
1240,erkennen::V,медх,бил
1241,begreifen::V,медх,өйдөө
1242,verstehen::V,соңсх,өйдөө
1243,lernen::V,сурх,үөрэн
1244,wissen::V,медх,бил
1245,sich erinnern an::V,санх,аҕын
1246,vergessen::V,мартх,умун
1247,messen::V,кемҗәлх,кэмнээ
1248,messen::V,кемҗәлх,кээмэйдээ
1249,zählen::V,тоолх,аах
1250,rechnen::V,тоолх,аах
1251,lesen::V,умшх,аах
1252,malen::V,зурх,уруһуйдаа
1253,zeichnen::V,зурх,уруһуйдаа
1254,schreiben::V,бичх,суруй
1255,besitzen::V,эзлх,баһылаа
1256,kaufen::V,хулдҗ авх,атыылас
1257,verkaufen::V,хулдх,атыылаа
1258,verkaufen::V,гүүлгх,атыылаа
1259,bezahlen::V,өгх,төлөө
1260,zahlen::V,өгх,төлөө
1261,beherrschen::V,эзлх,баһылаа
1262,ertragen::V,даах,тулуй
1263,treten::V,,тэп
