,Concept_ID,cy,eu
104,Schmutz::N,baw,lohi
105,Schmutz::N,baw,zikin
106,Schmutz::N,budreddi,lohi
107,Schmutz::N,budreddi,zikin
108,See::N,llyn,laku
109,See::N,llyn,aintzira
110,Sumpf::N,cors,zingira
111,Moor::N,rhos,zohikaztegi
112,Wiese::N,dôl,larre
113,Wiese::N,dôl,belardi
114,Wald::N,coedwig,baso
115,Wald::N,coedwig,oihan
116,Hügel::N,bryn,muino
117,Hügel::N,bryn,pentoka
118,Anhöhe::N,bryn,garai
119,Anhöhe::N,bryn,goragune
120,Berg::N,mynydd,mendi
121,Gipfel::N,copa,gain
122,Gipfel::N,copa,tontor
123,Höhle::N,ogof,kobazulo
124,Abhang::N,llethr,aldapa
125,Quelle::N,tarddiad,iturri
126,Quelle::N,tarddiad,iturbegi
127,Quelle::N,ffynhonnell,iturri
128,Quelle::N,ffynhonnell,iturbegi
129,Bach::N,nant,lats
130,Bach::N,nant,erreka
131,Bach::N,afonig,lats
132,Bach::N,afonig,erreka
133,Bach::N,cornant,lats
134,Bach::N,cornant,erreka
135,Fluss::N,afon,ibai
136,Fluss::N,afon,uhaitz
137,Ufer::N,glan,bazter
138,Küste::N,traeth,itsasalde
139,Küste::N,arfordir,itsasalde
140,Festland::N,tir,lehor
141,Meer::N,môr,itsaso
142,Bucht::N,bae,golko
143,Insel::N,ynys,irla
144,Insel::N,ynys,uharte
145,Blume::N,blodyn,lili
146,Gras::N,glaswellt,belar
147,Wurzel::N,gwreiddyn,zuztar
148,Wurzel::N,gwreiddyn,sustrai
149,Baum::N,coeden,zuhaitz
150,Stamm::N,colfen,enbor
151,Stamm::N,boncyff,enbor
152,Rinde::N,rhisgl,azal
153,Ast::N,cangen,adar
154,Zweig::N,cainc,abar
155,Zweig::N,cangen,abar
156,Blatt::N,deilen,hosto
157,Birke::N,bedwen,urki
158,Kiefer[Baum]::N,pinwydden,ler
159,Weide[Baum]::N,helygen,zume
160,Weide[Baum]::N,helygen,sahats
161,Tanne::N,ffynidwydden,izei
162,Horn::N,corn,adar
163,Feder::N,plufyn,luma
164,Feder::N,plufyn,hegaki
165,Fell::N,ffwr,ile
166,Fell::N,ffwr,larru
167,Flügel::N,adain,hego
168,Klaue::N,crafanc,atzapar
169,Kralle::N,ewin,erpe
170,Kralle::N,ewin,atzapar
171,Schwanz::N,cwt,isats
172,Schwanz::N,cwt,buztan
173,Schwanz::N,cynffon,isats
174,Schwanz::N,cynffon,buztan
175,Ei::N,wy,arrautza
176,Nest::N,nyth,habia
177,Bau::N,ffau,ohantze
178,Tier::N,anifail,abere
179,Tier::N,anifail,piztia
180,Herde::N,praidd,saldo
181,Herde::N,praidd,abere talde
182,Herde::N,diadell,saldo
183,Herde::N,diadell,abere talde
184,Kuh::N,buwch,behi
185,Bulle::N,tarw,zezen
186,Pferd::N,ceffyl,zaldi
187,Schaf::N,dafad,ardi
188,Schwein::N,mochyn,urde
189,Schwein::N,mochyn,txerri
190,Hund::N,ci,txakur
191,Katze::N,cath,katu
192,Bär::N,arth,hartz
193,Eichhörnchen::N,gwiwer,urtxintxa
194,Elch::N,elc,altze
195,Fuchs::N,cadno,azeri
196,Hase::N,ysgyfarnog,erbi
197,Maus::N,llygoden,sagu
198,Wolf::N,blaidd,otso
199,Vogel::N,aderyn,txori
200,Vogel::N,aderyn,hegazti
201,Schwarm::N,haid,aldra
202,Huhn::N,cyw,oilo
203,Hahn::N,ceiliog,oilar
204,Gans::N,gŵydd,antzara
205,Adler::N,eryr,arrano
206,Ente::N,hwyad,ahate
207,Eule::N,tylluan,hontza
208,Kranich::N,garan,kurrilo
209,Kranich::N,crychydd,kurrilo
210,Krähe::N,brân,bele
211,Kuckuck::N,cog,kuku
212,Kuckuck::N,cwcw,kuku
213,Schwan::N,alarch,beltxarga
214,Fisch::N,pysgod,arrain
215,Barsch::N,draenog,perka
216,Hecht::N,penhwyad,lutxo
217,Schlange[Tier]::N,neidr,suge
218,Wurm::N,abwydyn,har
219,Wurm::N,pryf genwair,har
220,Spinne::N,cor,armiarma
221,Spinne::N,pryf copyn,armiarma
222,Ameise::N,morgrugyn,inurri
223,Laus::N,lleuen,zorri
224,Mücke::N,gwybedyn,eltxo
225,Fliege::N,cleren,euli
226,Schmetterling::N,glöyn byw,pinpirin
227,Schmetterling::N,glöyn byw,tximeleta
228,Schmetterling::N,iâr fach yr haf,pinpirin
229,Schmetterling::N,iâr fach yr haf,tximeleta
230,Beere::N,aeronen,baia
231,Apfel::N,afal,sagar
232,Pilz::N,madarch,onddo
233,Pilz::N,madarch,perretxiko
234,Zwiebel::N,nionyn,tipula
235,Zwiebel::N,winwnsyn,tipula
236,Saat::N,had,haziak
237,Korn::N,grawn,ale
238,Korn::N,grawn,pikor
239,Heu::N,gwair,belar ondu
240,Schale::N,croen,azal
241,Schale::N,plisgyn,azal
242,Grube::N,pwll,hobi
243,Grube::N,pydew,hobi
244,Falle::N,magl,harrapagailu
245,Schlinge::N,cwlwm rhedeg,bilur
246,Schlinge::N,cwlwm rhedeg,xedera
247,Spur::N,ôl,lorratz
248,Asche::N,lludw,errauts
249,Dreck::N,baw,satsukeria
250,Dreck::N,budreddi,satsukeria
251,Eisen::N,haearn,burdina
252,Gold::N,aur,urre
253,Gold::N,aur,urregorri
254,Silber::N,arian,zilar
255,Silber::N,arian,urrezuri
256,Kohle::N,glo,ikatz
257,Glas::N,gwydr,beira
258,Lehm::N,clai,buztin
259,Sand::N,tywod,harea
260,Sand::N,tywod,hondar
261,Mensch::N,dyn,gizaki
262,Mann::N,dyn,gizon
263,Frau::N,merch,andere
264,Frau::N,merch,emakume
265,Frau::N,gwraig,andere
266,Frau::N,gwraig,emakume
267,Kind::N,plentyn,haur
268,Junge::N,hogyn,mutil
269,Junge::N,bachgen,mutil
270,Mädchen::N,merch,neska
271,Mädchen::N,geneth,neska
272,Familie::N,teulu,sendi
273,Familie::N,teulu,familia
274,Familie::N,tylwyth,sendi
275,Familie::N,tylwyth,familia
276,Großvater::N,taid,aitona
277,Großvater::N,taid,aitatxi
278,Großvater::N,tad-cu,aitona
279,Großvater::N,tad-cu,aitatxi
280,Großmutter::N,nain,amona
281,Großmutter::N,nain,amatxi
282,Großmutter::N,mam-gu,amona
283,Großmutter::N,mam-gu,amatxi
284,Eltern::N,rhieni,gurasoak
285,Vater::N,tad,aita
286,Mutter::N,mam,ama
287,Sohn::N,mab,seme
288,Tochter::N,merch,alaba
289,Bruder::N,brawd,neba
290,Bruder::N,brawd,anaia
291,Schwester::N,chwaer,ahizpa
292,Onkel::N,ewythr,osaba
293,Tante::N,modryb,izeba
294,Ehemann::N,gŵr,senar
295,Ehefrau::N,gwraig,emazte
296,Freude::N,gorfoledd,poz
297,Freude::N,gorfoledd,pozkari
298,Gelächter::N,chwerthin,barre
299,Gelächter::N,chwerthin,karkara
300,Glück::N,hapusrwydd,zori
301,Kummer::N,galar,xangrin
302,Kummer::N,galar,atsekabe
303,Wunsch::N,dymuniad,nahi
304,Wunsch::N,dymuniad,nahikunde
305,Lust::N,chwant,gogo
306,Geist::N,ysbryd,gogo
307,Gedanke::N,meddwl,gogoeta
308,Gedächtnis::N,cof,oroimen
309,Gedächtnis::N,cof,gogoramen
310,Verstand::N,meddwl,adimen
311,Verstand::N,meddwl,ulermen
312,Sinn::N,ystyr,zentzu
313,Grund::N,achos,zergati
314,Grund::N,rheswm,zergati
315,Wahrheit::N,gwir,egia
316,Wahrheit::N,gwirionedd,egia
317,Gespräch::N,sgwrs,hizketa
318,Gespräch::N,sgwrs,elkarrizketa
319,Märchen::N,chwedl werin,ipuin
320,Erzählung::N,stori,edesti
321,Erzählung::N,stori,kontakizun
322,Nachricht::N,neges,albiste
323,Neuigkeit::N,newydd,berri
324,Name::N,enw,izen
325,Rätsel::N,pos,asmakizun
326,Rede::N,araith,hitzaldi
327,Rede::N,araith,mintzaldi
328,Sprache::N,iaith,hizkuntza
329,Stimme::N,llais,ahots
330,Wort::N,gair,hitz
331,Zeichen::N,arwydd,agerbide
332,Zeichen::N,arwydd,agergarri
333,Ruf::N,galwad,dei
334,Lärm::N,trwst,zarata
335,Lärm::N,trwst,harrabots
336,Laut::N,sain,hots
337,Ton::N,tôn,tonu
338,Ton::N,tôn,soinu
339,Lied::N,cân,abesti
340,Ruhe::N,tawelwch,nasaitasun
341,Leute::N,pobl,jende
342,Volk::N,pobl,herri
343,Volk::N,pobl,populu
344,Arbeit::N,gwaith,lan
345,Gast::N,gwestai,arrotz
346,Gast::N,gwestai,apopilo
347,Geschenk::N,rhodd,opari
348,Geschenk::N,anrheg,opari
349,Spiel::N,chwarae,jolas
350,Gesellschaft::N,cwmni,gizarte
351,Hilfe::N,cymorth,helpide
352,Hilfe::N,cymorth,laguntza
353,Freund::N,cyfaill,lagun
354,Kamerad::N,cydymaith,adiskide
355,Kamerad::N,cydymaith,lagunkide
356,Angelegenheit::N,pwnc,afera
357,Anzahl::N,cyfrif,kopuru
358,Art::N,bath,mota
359,Stück::N,darn,puska
360,Teil::N,rhan,atal
361,Hälfte::N,hanner,erdi
362,Kreis::N,cylch,biribilki
363,Kreuz::N,croes,gurutze
364,Linie::N,llinell,linea
365,Strich::N,strôc,marra
366,Strich::N,trawiad,marra
367,Abstand::N,bwlch,tarte
368,Abstand::N,pellter,tarte
369,Entfernung::N,pellter,urrunera
370,Gegend::N,cylch,alderdi
371,Gegend::N,cylch,eskualde
372,Platz::N,lle,leku
373,Ort::N,lle,toki
374,Seite::N,ochr,albo
375,Mitte::N,canol,erdi
376,Gegenstand::N,eitem,gauzaki
377,Sache::N,peth,gauza
378,Rand::N,cwr,ertz
379,Rand::N,ymyl,ertz
380,Kante::N,min,ertz
381,Kante::N,ymyl,ertz
382,Ecke::N,cornel,kantoi
383,Spitze::N,blaen,punta
384,Ende::N,pen,buru
385,Ende::N,pen,mutur
386,Loch::N,twll,zulo
387,Winkel::N,congl,zoko
388,Winkel::N,congl,bazter
389,Muster::N,patrwm,eredu
390,Muster::N,patrwm,marrazki
391,Größe::N,maint,kaizu
392,Größe::N,maint,tamaina
393,Größe::N,maintioli,kaizu
394,Größe::N,maintioli,tamaina
395,Länge::N,hyd,luzera
396,Höhe::N,uchder,goiera
397,Höhe::N,uchder,garaiera
398,Gewicht::N,pwysau,hazta
399,Menge::N,swm,kopuru
400,Menge::N,maint,kopuru
401,Haufen::N,pentwr,pila
402,Haufen::N,pentwr,mendoi
403,Reihe::N,rhes,ilara
404,Reihe::N,rhes,errenkada
405,Boot::N,cwch,potin
406,Boot::N,cwch,txalupa
407,Ruder::N,rhwyf,arraun
408,Schlitten::N,sled,lera
409,Schlitten::N,sled,narra
410,Schlitten::N,car llusg,lera
411,Schlitten::N,car llusg,narra
412,Ski::N,sgi,eski
413,Lagerfeuer::N,coelcerth,su
414,Last::N,llwyth,zama
415,Last::N,llwyth,karga
416,Gang::N,tro,ibilera
417,Schritt::N,cam,pauso
418,Schritt::N,cam,urrats
419,Norden::N,gogledd,ipar
420,Norden::N,gogledd,iparralde
421,Süden::N,de,hego
422,Süden::N,de,hegoalde
423,Westen::N,gorllewin,sartalde
424,Westen::N,gorllewin,mendebalde
425,Osten::N,dwyrain,ekialde
426,Osten::N,dwyrain,sortalde
427,Holz::N,pren,zur
428,Brett::N,bwrdd,ohol
429,Brett::N,astell,ohol
430,Platte::N,llech,lauza
431,Stütze::N,ateg,irozgarri
432,Stütze::N,ateg,bermagailu
433,Stütze::N,cynhalydd,irozgarri
434,Stütze::N,cynhalydd,bermagailu
435,Stange::N,polyn,haga
436,Stock::N,ffon,makila
437,Stock::N,brigyn,makila
438,Stab::N,ffon,makila
439,Rohr::N,pibell,hodi
440,Haus::N,tŷ,etxe
441,Heim::N,cartref,etxe
442,Heim::N,cartref,etxaleku
443,Ofen::N,stof,berogailu
444,Fußboden::N,llawr,zoru
445,Tisch::N,bwrdd,mahai
446,Stuhl::N,cadair,aulki
447,Wiege::N,crud,kuma
448,Wiege::N,crud,sehaska
449,Bett::N,gwely,ohe
450,Bett::N,gwely,ohatze
451,Regal::N,silff,apalategi
452,Kiste::N,bocs,kutxa
453,Kiste::N,blwch,kutxa
454,Fenster::N,ffenestr,leiho
455,Tür::N,drws,ate
456,Tor::N,porth,atari
457,Zaun::N,ffens,hesi
458,Dach::N,to,teilatu
459,Leiter::N,ysgol,zurubi
460,Besen::N,ysgub,erratz
461,Spaten::N,rhaw,burdinpala
462,Schaufel::N,rhaw,pala
463,Gabel::N,fforc,sardexka
464,Löffel::N,llwy,koilara
465,Messer::N,cyllell,aizto
466,Nagel::N,hoel,iltze
467,Netz::N,gwe,sare
468,Netz::N,rhwyd,sare
469,Haken::N,bach,mako
470,Griff::N,carn,eskutoki
471,Schloss::N,clo,sarraila
472,Bild::N,llun,irudi
473,Bild::N,pictiwr,irudi
474,Figur::N,ffigur,figura
475,Puppe::N,dol,panpina
476,Puppe::N,dol,andrakila
477,Beutel::N,cwd,zorro
478,Bündel::N,bwndel,azao
479,Bündel::N,bwndel,espal
480,Bündel::N,coflaid,azao
481,Bündel::N,coflaid,espal
482,Tasche::N,cod,poltsa
483,Eimer::N,bwced,treska
484,Eimer::N,cunnog,treska
485,Deckel::N,caead,tapa
486,Deckel::N,caead,estalki
487,Geschirr::N,llestri,baxera
488,Geschirr::N,llestri,ontziteria
489,Sack::N,sach,zaku
490,Tasse::N,cwpan,kikara
491,Topf::N,pot,ontzi
492,Topf::N,pot,lapiko
493,Topf::N,crochan,ontzi
494,Topf::N,crochan,lapiko
495,Kessel::N,tegell,pazia
496,Essen::N,pryd o fwyd,janaldi
497,Nahrung::N,bwyd,jan
498,Speise::N,saig,jaki
499,Fleisch::N,cig,okela
500,Fleisch::N,cig,haragi
501,Getreide::N,ŷd,labore
502,Getreide::N,llafur,labore
503,Brei::N,uwd,ahi
504,Brei::N,uwd,pure
505,Brot::N,bara,ogi
506,Scheibe::N,tafell,xerra
507,Scheibe::N,tafell,pirripita
508,Fett::N,saim,urin
509,Fett::N,saim,koipe
510,Fett::N,braster,urin
511,Fett::N,braster,koipe
512,Butter::N,ymenyn,gurin
513,Öl::N,olew,olio
514,Salz::N,halen,gatz
515,Suppe::N,cawl,zopa
516,Suppe::N,cawl,salda
517,Honig::N,mêl,ezti
518,Milch::N,llaeth,esne
519,Milch::N,llefrith,esne
520,Tee::N,te,te
521,Leder::N,lledr,larru
522,Wolle::N,gwlân,artile
523,Stoff::N,lliain,ehun
524,Stoff::N,brethyn,ehun
525,Nadel::N,nodwydd,orratz
526,Nadel::N,nodwydd,jostorratz
527,Faden::N,edau,hari
528,Faden::N,edefyn,hari
529,Knopf::N,botwm,botoi
530,Knoten::N,cwlwm,korapilo
531,Farbe::N,paent,pintura
532,Kleidung::N,dillad,arropa
533,Kleidung::N,dillad,jantziak
534,Kleidung::N,gwisgoedd,arropa
535,Kleidung::N,gwisgoedd,jantziak
536,Hemd::N,crys,atorra
537,Hemd::N,crys,alkandora
538,Kragen::N,coler,idun
539,Ärmel::N,llawes,mahuka
540,Hose::N,trowsus,prakak
541,Hose::N,trowsus,galtzak
542,Gürtel::N,gwregys,gerriko
543,Mütze::N,cap,txano
544,Mütze::N,cap,txapel
545,Schuh::N,esgid,oski
546,Schuh::N,esgid,oinetako
547,Stiefel::N,botasen,bota
548,Ring::N,modrwy,uztai
549,Band::N,rhuban,zinta
550,Band::N,rhuban,xingola
551,Kamm::N,crib,orrazi
552,Spiegel::N,drych,mirail
553,Riemen::N,strap,uhal
554,Schnur::N,llinyn,lokailu
555,Leine::N,tennyn,lotura
556,Decke::N,blanced,burusi
557,Decke::N,gwrthban,burusi
558,Kissen::N,clustog,kuxin
559,Kissen::N,gobennydd,kuxin
560,Tuch::N,sgarff,zapi
561,Tuch::N,sgarff,oihal
562,Handtuch::N,tywel,eskuzapi
563,Handtuch::N,tywel,eskuoihal
564,Handtuch::N,lliain sychu,eskuzapi
565,Handtuch::N,lliain sychu,eskuoihal
566,Kraft::N,grym,indar
567,Stärke::N,nerth,indar
568,Stärke::N,cryfder,indar
569,Gesundheit::N,iechyd,osasun
570,Krankheit::N,afiechyd,eritasun
571,Krankheit::N,afiechyd,gaixotasun
572,Krankheit::N,anhwylder,eritasun
573,Krankheit::N,anhwylder,gaixotasun
574,Schmerz::N,poen,min
575,Schmerz::N,gwayw,min
576,Wunde::N,clwyf,zauri
577,Fieber::N,twymyn,sukar
578,Arznei::N,meddyginiaeth,osagai
579,Arznei::N,meddyginiaeth,sendagai
580,Brücke::N,pont,zubi
581,Brunnen::N,ffynnon,putzu
582,Weide::N,porfa,alha
583,Weide::N,porfa,bazkaleku
584,Pfad::N,llwybr,zidor
585,Pfad::N,llwybr,bidexka
586,Weg::N,ffordd,bide
587,Straße::N,heol,errepide
588,Straße::N,ffordd,errepide
589,Dorf::N,pentref,herri
590,Stadt::N,tref,hiri
591,Brief::N,llythyr,gutun
592,Brief::N,llythyr,eskutitz
593,Buch::N,llyfr,liburu
594,Buchstabe::N,llythyren,hizki
595,Zeitung::N,papur newydd,egunkari
596,Leben::N,bywyd,bizi
597,Leben::N,bywyd,bizitza
598,Tod::N,marwolaeth,herio
599,Tod::N,marwolaeth,heriotza
600,Grab::N,bedd,hobi
601,Grab::N,bedd,hilobi
602,Kirche::N,eglwys,eliza
603,Sünde::N,pechod,hoben
604,Sünde::N,pechod,bekatu
605,Gott::N,duw,jainko
606,Arbeiter::N,gweithiwr,langile
607,Arbeiter::N,gweithiwr,behargin
608,Chef::N,pennaeth,nagusi
609,Meister::N,meistr,maisu
610,Arzt::N,meddyg,osagile
611,Arzt::N,meddyg,sendagile
612,Lehrer::N,athro,irakasle
613,Geld::N,pres,diru
614,Geld::N,arian,diru
615,Geschäft::N,busnes,negozio
616,Laden::N,siop,denda
617,Laden::N,siop,saltegi
618,Preis::N,pris,prezio
619,Preis::N,pris,salneurri
620,Ware::N,nwydd,salgai
621,Nutzen::N,elw,onura
622,Nutzen::N,elw,probetxu
623,Nutzen::N,budd,onura
624,Nutzen::N,budd,probetxu
625,Reichtum::N,cyfoeth,aberastasun
626,Welt::N,byd,ludi
627,Welt::N,byd,mundu
628,Land::N,gwlad,herrialde
629,Staat::N,gwladwriaeth,estatu
630,König::N,brenin,errege
631,Macht::N,grym,botere
632,Macht::N,awdurdod,botere
633,Grenze::N,ffin,muga
634,Grenze::N,goror,muga
635,Krieg::N,rhyfel,guda
636,Feind::N,gelyn,etsai
637,Feind::N,gelyn,arerio
638,Gewalt::N,ffyrnigrwydd,bortxa
639,Gewalt::N,ffyrnigrwydd,bortizkeria
640,Kampf::N,brwydr,gudu
641,Kampf::N,brwydr,auska
642,Bogen[Waffe]::N,bwa,arku
643,Pfeil::N,saeth,gezi
644,Gewehr::N,dryll,fusil
645,Fehler::N,gwall,huts
646,Fehler::N,gwall,hutsegin
647,Fehler::N,camgymeriad,huts
648,Fehler::N,camgymeriad,hutsegin
649,Lüge::N,celwydd,gezur
650,Lüge::N,anwiredd,gezur
651,Schaden::N,niwed,kalte
652,Schaden::N,difrod,kalte
653,Unglück::N,anffawd,zoritxar
654,Unglück::N,anffawd,zorigaitz
655,Schuld::N,bai,erru
656,Alter::N,oed,adin
657,Schluss::N,diwedd,bukaera
658,Zeit::N,amser,aldi
659,Zeit::N,amser,denbora
660,Tag::N,dydd,egun
661,Tag::N,diwrnod,egun
662,Morgen::N,bore,goiz
663,Mittag::N,nawn,eguerdi
664,Abend::N,noswaith,arrats
665,Nacht::N,nos,gau
666,Woche::N,wythnos,aste
667,Monat::N,mis,hil
668,Jahr::N,blwyddyn,urte
669,Frühling::N,gwanwyn,udalehen
670,Sommer::N,haf,uda
671,Herbst::N,hydref,udazken
672,Herbst::N,hydref,neguantz
673,Winter::N,gaeaf,negu
674,Januar::N,Ionawr,urtarril
675,Februar::N,Chwefror,otsail
676,März::N,Mawrth,martxo
677,April::N,Ebrill,apiril
678,Mai::N,Mai,maiatz
679,Juni::N,Mehefin,ekain
680,Juli::N,Gorffennaf,uztail
681,August::N,Awst,abuztu
682,September::N,Medi,irail
683,Oktober::N,Hydref,urri
684,November::N,Tachwedd,azaro
685,Dezember::N,Rhagfyr,abendu
686,Montag::N,dydd Llun,astelehen
687,Dienstag::N,dydd Mawrth,astearte
688,Mittwoch::N,dydd Mercher,asteazken
689,Donnerstag::N,dydd Iau,ostegun
690,Freitag::N,dydd Gwener,ostiral
691,Samstag::N,dydd Sadwrn,larunbat
692,Sonntag::N,dydd Sul,igande
693,groß::A,mawr,handi
694,klein::A,bach,txiki
695,lang::A,hir,luze
696,kurz::A,byr,labur
697,kurz::A,cwta,labur
698,breit::A,llydan,zabal
699,schmal::A,cul,mehar
700,dicht::A,dwys,sarri
701,dicht::A,dwys,trinko
702,dick[Gegenstand]::A,trwchus,lodi
703,dünn::A,tenau,mehe
704,fein::A,main,fin
705,fest::A,cadarn,tinko
706,flach::A,gwastad,lau
707,flach::A,gwastad,ordoki
708,glatt::A,llyfn,leun
709,hart::A,caled,gogor
710,weich::A,meddal,bigun
711,weich::A,meddal,beratz
712,rund::A,crwn,biribil
713,spitz::A,pigfain,puntadun
714,scharf::A,miniog,zorrotz
715,stumpf::A,pŵl,kamuts
716,schwer::A,trwm,astun
717,schwer::A,trwm,pisutsu
718,schön::A,teg,eder
719,schön::A,hardd,eder
720,schön::A,prydferth,eder
721,heiß::A,poeth,bero
722,heiß::A,poeth,oso bero
723,warm::A,twym,bero
724,warm::A,cynnes,bero
725,kalt::A,oer,hotz
726,kühl::A,oeraidd,hotzil
727,frisch::A,iach,fresko
728,frisch::A,iach,hozkirri
729,feucht::A,llaith,heze
730,nass::A,gwlyb,busti
731,trocken::A,sych,siku
732,trocken::A,sych,lehor
733,voll::A,llawn,bete
734,leer::A,gwag,huts
735,offen::A,agored,ireki
736,geschlossen::A,caead,itxita
737,geschlossen::A,caeëdig,itxita
738,sauber::A,glân,xahu
739,sauber::A,glân,garbi
740,schmutzig::A,budr,lohi
741,schmutzig::A,budr,zikin
742,schmutzig::A,brwnt,lohi
743,schmutzig::A,brwnt,zikin
744,roh::A,amrwd,gordin
745,reif::A,aeddfed,umo
746,reif::A,aeddfed,heldu
747,lecker::A,blasus,goxo
748,lecker::A,danteithiol,goxo
749,süß::A,melys,goxo
750,bitter::A,chwerw,karmin
751,bitter::A,chwerw,garratz
752,sauer::A,sur,mingots
753,hell::A,disglair,argi
754,dunkel::A,tywyll,ilun
755,schwarz::A,du,beltz
756,weiß::A,gwyn,zuri
757,rot::A,coch,gorri
758,gelb::A,melyn,hori
759,blau::A,glas,urdin
760,grün::A,gwyrdd,berde
761,grün::A,gwyrdd,musker
762,grau::A,llwyd,urdin
763,grau::A,llwyd,urdinabar
764,bunt::A,lliwgar,koloretsu
765,billig::A,rhad,merke
766,teuer::A,drud,garesti
767,wertvoll::A,gwerthfawr,baliotsu
768,blind::A,dall,itsu
769,taub::A,byddar,gor
770,kräftig::A,nerthol,kementsu
771,kräftig::A,grymus,kementsu
772,stark::A,cryf,bizkor
773,stark::A,cryf,indartsu
774,stark::A,cadarn,bizkor
775,stark::A,cadarn,indartsu
776,schwach::A,gwan,ahul
777,schwach::A,gwan,indargabe
778,fett::A,tew,gizen
779,schlank::A,main,lerden
780,hübsch::A,tlws,polit
781,böse::A,drwg,tzar
782,böse::A,drwg,gaizto
783,dumm::A,twp,lelo
784,dumm::A,twp,pello
785,faul::A,diog,nagi
786,faul::A,diog,alfer
787,fleißig::A,dyfal,maratz
788,fleißig::A,dyfal,lanzale
789,geizig::A,crintach,zeken
790,geizig::A,crintach,zikoitz
791,geizig::A,cybyddlyd,zeken
792,geizig::A,cybyddlyd,zikoitz
793,klug::A,deallus,zuhur
794,geschickt::A,medrus,trebe
795,geschickt::A,medrus,antzetsu
796,geschickt::A,deheuig,trebe
797,geschickt::A,deheuig,antzetsu
798,lieb::A,hoff,maite
799,lieb::A,hoff,laztan
800,lieb::A,annwyl,maite
801,lieb::A,annwyl,laztan
802,lustig::A,llon,alaitsu
803,sanft::A,mwyn,eme
804,sanft::A,mwyn,ezti
805,hungrig::A,newynog,gose
806,krank::A,sâl,eri
807,krank::A,sâl,gaixo
808,krank::A,gwael,eri
