,Concept_ID,es,udm
95,Schaum::N,espuma,шукы
96,Schmutz::N,suciedad,нӧд
97,Schmutz::N,suciedad,дэри
98,See::N,lago,ты
99,Sumpf::N,pantano,нюр
100,Moor::N,turbera,нюр
101,Wiese::N,prado,возь
102,Wiese::N,prado,возьвыл
103,Wiese::N,pradera,возь
104,Wiese::N,pradera,возьвыл
105,Wald::N,bosque,сик
106,Wald::N,bosque,нюлэс
107,Hügel::N,colina,выр
108,Hügel::N,colina,вырйыл
109,Anhöhe::N,cerro,выр
110,Anhöhe::N,cerro,вырйыл
111,Berg::N,monte,гурезь
112,Berg::N,montaña,гурезь
113,Gipfel::N,cima,йыл
114,Gipfel::N,cumbre,йыл
115,Höhle::N,cueva,гу
116,Höhle::N,caverna,гу
117,Abhang::N,cuesta,бам
118,Abhang::N,declive,бам
119,Quelle::N,fuente,ошмес
120,Quelle::N,manantial,ошмес
121,Bach::N,arroyo,пичи шур
122,Fluss::N,río,шур
123,Ufer::N,orilla,ярдур
124,Küste::N,costa,вудур
125,Festland::N,tierra firme,мувыр
126,Meer::N,mar,зарезь
127,Bucht::N,cala,вукож
128,Bucht::N,bahía,вукож
129,Insel::N,isla,вумуӵ
130,Insel::N,isla,шормуӵ
131,Blume::N,flor,сяська
132,Gras::N,hierba,турын
133,Wurzel::N,raíz,выжы
134,Baum::N,árbol,пу
135,Stamm::N,tronco,модос
136,Rinde::N,corteza,сул
137,Ast::N,rama,ул
138,Zweig::N,ramo,вай
139,Blatt::N,hoja,куар
140,Birke::N,abedul,кызьпу
141,Kiefer[Baum]::N,pino,пужым
142,Weide[Baum]::N,sauce,бадьпу
143,Tanne::N,abeto,кыз
144,Horn::N,asta,сюр
145,Horn::N,cuerno,сюр
146,Feder::N,pluma,тылы
147,Fell::N,piel,ку
148,Flügel::N,ala,бурд
149,Klaue::N,garra,гижы
150,Kralle::N,uña,пыд
151,Kralle::N,garra,пыд
152,Schwanz::N,cola,быж
153,Ei::N,huevo,пуз
154,Ei::N,huevo,кукей
155,Nest::N,nido,кар
156,Nest::N,nido,пузкар
157,Bau::N,madriguera,кар
158,Bau::N,madriguera,гу
159,Tier::N,animal,пӧйшур
160,Herde::N,rebaño,уллё
161,Kuh::N,vaca,скал
162,Bulle::N,toro,ош
163,Bulle::N,toro,пороз
164,Pferd::N,caballo,вал
165,Schaf::N,oveja,ыж
166,Schwein::N,cerdo,парсь
167,Hund::N,perro,пуны
168,Katze::N,gato,коӵыш
169,Bär::N,oso,гондыр
170,Eichhörnchen::N,ardilla,коньы
171,Elch::N,alce,койык
172,Fuchs::N,zorro,ӟичы
173,Hase::N,liebre,кеч
174,Maus::N,ratón,шыр
175,Wolf::N,lobo,кион
176,Vogel::N,ave,тылобурдо
177,Vogel::N,pájaro,тылобурдо
178,Schwarm::N,bandada,уллё
179,Huhn::N,gallina,курег
180,Hahn::N,gallo,атас
181,Gans::N,oca,ӟазег
182,Gans::N,ganso,ӟазег
183,Adler::N,águila,ӧрзи
184,Ente::N,pato,ӵӧж
185,Eule::N,lechuza,кучыран
186,Kranich::N,grulla,тури
187,Krähe::N,corneja,куака
188,Kuckuck::N,cuco,кикы
189,Schwan::N,cisne,юсь
190,Fisch::N,pez,чорыг
191,Barsch::N,perca,юш
192,Hecht::N,lucio,чипей
193,Schlange[Tier]::N,serpiente,кый
194,Wurm::N,gusano,нумыр
195,Spinne::N,araña,чонари
196,Ameise::N,hormiga,кузьыли
197,Laus::N,piojo,тэй
198,Mücke::N,mosquito,нымы
199,Mücke::N,mosquito,чибинь
200,Fliege::N,mosca,кут
201,Schmetterling::N,mariposa,бубыли
202,Beere::N,baya,узы-боры
203,Apfel::N,manzana,яблок
204,Pilz::N,seta,губи
205,Pilz::N,hongo,губи
206,Zwiebel::N,cebolla,сугон
207,Saat::N,siembra,кидыс
208,Korn::N,grano,тысь
209,Heu::N,heno,турын
210,Schale::N,cáscara,кыд
211,Grube::N,foso,гу
212,Grube::N,foso,гоп
213,Falle::N,trampa,налик
214,Schlinge::N,lazo,гиӟ
215,Schlinge::N,lazo,герд
216,Spur::N,huella,пытьы
217,Spur::N,huella,бервыл
218,Asche::N,ceniza,пень
219,Dreck::N,suciedad,дэри
220,Eisen::N,hierro,корт
221,Gold::N,oro,зарни
222,Silber::N,plata,азвесь
223,Kohle::N,carbón,эгыр
224,Glas::N,vidrio,стекло
225,Glas::N,vidrio,пияла
226,Glas::N,cristal,стекло
227,Glas::N,cristal,пияла
228,Lehm::N,barro,сюй
229,Sand::N,arena,луо
230,Mensch::N,hombre,мурт
231,Mensch::N,hombre,адями
232,Mensch::N,ser humano,мурт
233,Mensch::N,ser humano,адями
234,Mann::N,hombre,воргорон
235,Frau::N,mujer,кышномурт
236,Kind::N,niño,нуны
237,Kind::N,niño,пинал
238,Junge::N,chico,пи
239,Junge::N,muchacho,пи
240,Mädchen::N,chica,ныл
241,Mädchen::N,muchacha,ныл
242,Familie::N,familia,семья
243,Großvater::N,abuelo,песятай
244,Großvater::N,abuelo,пересь атай
245,Großmutter::N,abuela,песянай
246,Großmutter::N,abuela,пересь анай
247,Eltern::N,padres,атай-анай
248,Eltern::N,padres,бубы-мумы
249,Vater::N,padre,айы
250,Vater::N,padre,атай
251,Mutter::N,madre,мумы
252,Sohn::N,hijo,пи
253,Tochter::N,hija,ныл
254,Bruder::N,hermano,агай
255,Schwester::N,hermana,апа
256,Schwester::N,hermana,сузэр
257,Onkel::N,tío,агай
258,Tante::N,tía,апа
259,Tante::N,tía,кенак
260,Ehemann::N,esposo,карт
261,Ehefrau::N,esposa,кышно
262,Freude::N,placer,шумпотон
263,Freude::N,alegría,шумпотон
264,Gelächter::N,risa,горем
265,Gelächter::N,carcajada,горем
266,Glück::N,felicidad,шуд
267,Kummer::N,pena,кайгу
268,Kummer::N,pena,куректон
269,Wunsch::N,deseo,мылпотон
270,Lust::N,ganas,потон
271,Geist::N,mente,лул
272,Geist::N,espíritu,лул
273,Gedanke::N,idea,малпан
274,Gedanke::N,pensamiento,малпан
275,Gedächtnis::N,memoria,йырсазь
276,Gedächtnis::N,memoria,тодэваён
277,Verstand::N,razón,йырвизь
278,Verstand::N,entendimiento,йырвизь
279,Sinn::N,sentido,смысл
280,Sinn::N,significado,смысл
281,Grund::N,causa,муг
282,Grund::N,causa,ньӧм
283,Wahrheit::N,verdad,зэм
284,Wahrheit::N,verdad,шонер
285,Gespräch::N,conversación,вераськон
286,Märchen::N,cuento,выжыкыл
287,Erzählung::N,cuento,верос
288,Erzählung::N,narración,верос
289,Nachricht::N,mensaje,ивор
290,Neuigkeit::N,noticia,выльивор
291,Name::N,nombre,ним
292,Rätsel::N,acertijo,мадькыл
293,Rätsel::N,adivinanza,мадькыл
294,Rede::N,discurso,верам
295,Sprache::N,lengua,кыл
296,Stimme::N,voz,куара
297,Wort::N,palabra,кыл
298,Zeichen::N,señal,пус
299,Zeichen::N,señal,тодмет
300,Ruf::N,llamada,ӧтён
301,Ruf::N,llamada,чортон
302,Lärm::N,ruido,ӵашетон
303,Lärm::N,barullo,ӵашетон
304,Laut::N,sonido,куара
305,Ton::N,tono,куара
306,Lied::N,canción,кырӟан
307,Ruhe::N,calma,чалмыт улон
308,Ruhe::N,silencio,чалмыт улон
309,Leute::N,gente,адямиос
310,Volk::N,pueblo,калык
311,Arbeit::N,trabajo,уж
312,Gast::N,huésped,куно
313,Gast::N,invitado,куно
314,Geschenk::N,regalo,салам
315,Geschenk::N,regalo,кузьым
316,Spiel::N,juego,шудон
317,Gesellschaft::N,compañía,калык
318,Hilfe::N,ayuda,юрттон
319,Hilfe::N,socorro,юрттон
320,Freund::N,amigo,эш
321,Freund::N,amigo,юлтош
322,Kamerad::N,camarada,тодмо
323,Kamerad::N,compañero,тодмо
324,Angelegenheit::N,asunto,уж
325,Anzahl::N,cantidad,лыд
326,Art::N,tipo,тус
327,Art::N,clase,тус
328,Stück::N,pieza,юдэс
329,Teil::N,parte,люкет
330,Hälfte::N,mitad,ӝыны
331,Kreis::N,círculo,котырес
332,Kreuz::N,cruz,крест
333,Linie::N,línea,гож
334,Strich::N,raya,гож
335,Strich::N,trazo,гож
336,Abstand::N,distancia,вис
337,Abstand::N,distancia,кусып
338,Entfernung::N,distancia,кусып
339,Gegend::N,región,инты
340,Gegend::N,comarca,инты
341,Platz::N,espacio,инты
342,Ort::N,sitio,инты
343,Ort::N,sitio,места
344,Seite::N,lado,пал
345,Seite::N,costado,пал
346,Mitte::N,medio,шор
347,Mitte::N,centro,шор
348,Gegenstand::N,objeto,арбери
349,Sache::N,cosa,котыр
350,Rand::N,borde,дур
351,Rand::N,borde,шаер
352,Kante::N,borde,дур
353,Ecke::N,esquina,сэрег
354,Spitze::N,punta,йыл
355,Ende::N,cabo,пум
356,Ende::N,extremo,пум
357,Loch::N,agujero,пась
358,Loch::N,abertura,пась
359,Winkel::N,ángulo,сэрег
360,Muster::N,dibujo,пужы
361,Größe::N,tamaño,быдӟала
362,Länge::N,longitud,кузьдала
363,Höhe::N,altura,ӝуждала
364,Höhe::N,altitud,ӝуждала
365,Gewicht::N,peso,сектала
366,Gewicht::N,peso,секытлык
367,Menge::N,cantidad,лыд
368,Menge::N,cantidad,лыдпус
369,Haufen::N,montón,люк
370,Reihe::N,fila,чур
371,Boot::N,bote,пыж
372,Boot::N,bote,лодка
373,Boot::N,barca,пыж
374,Boot::N,barca,лодка
375,Ruder::N,remo,полыс
376,Schlitten::N,trineo,додьы
377,Ski::N,esquí,куас
378,Lagerfeuer::N,hoguera,тылскем
379,Last::N,carga,секыт
380,Gang::N,marcha,ветлон
381,Schritt::N,paso,вамыш
382,Norden::N,norte,уйпал
383,Süden::N,sur,лымшор
384,Westen::N,oeste,шунды пуксён
385,Osten::N,este,шунды ӝужан
386,Holz::N,madera,пу
387,Brett::N,tabla,пул
388,Platte::N,placa,плита
389,Platte::N,plancha,плита
390,Stütze::N,sostén,пыкет
391,Stütze::N,soporte,пыкет
392,Stange::N,vara,пуӵ
393,Stange::N,percha,пуӵ
394,Stock::N,palo,боды
395,Stock::N,bastón,боды
396,Stab::N,vara,пуӵ
397,Stab::N,vara,боды
398,Stab::N,bastón,пуӵ
399,Stab::N,bastón,боды
400,Rohr::N,tubo,труба
401,Haus::N,casa,юрт
402,Heim::N,hogar,корка
403,Ofen::N,estufa,гур
404,Fußboden::N,suelo,выж
405,Tisch::N,mesa,ӝӧк
406,Stuhl::N,silla,пукон
407,Wiege::N,cuna,кӧкы
408,Wiege::N,cuna,зыбка
409,Bett::N,cama,валес
410,Regal::N,estantería,ӝажы
411,Kiste::N,caja,ящик
412,Fenster::N,ventana,укно
413,Fenster::N,ventana,косяк
414,Tür::N,puerta,ӧс
415,Tor::N,puerta,ӟезьы
416,Zaun::N,valla,забор
417,Zaun::N,cercado,забор
418,Dach::N,techo,липет
419,Dach::N,tejado,липет
420,Leiter::N,escalera,падӟа
421,Besen::N,escoba,ӵужон
422,Besen::N,escoba,исьнер
423,Spaten::N,pala,лопатка
424,Schaufel::N,pala,ютырон
425,Schaufel::N,paleta,ютырон
426,Gabel::N,tenedor,тэчы
427,Gabel::N,tenedor,вилка
428,Löffel::N,cuchara,пуньы
429,Messer::N,cuchillo,пурт
430,Nagel::N,clavo,кортӵог
431,Netz::N,red,сеть
432,Haken::N,gancho,курик
433,Haken::N,corchete,курик
434,Griff::N,asa,ныд
435,Griff::N,mango,ныд
436,Schloss::N,cerradura,тунгон
437,Bild::N,imagen,суред
438,Figur::N,figura,фигура
439,Puppe::N,muñeca,мунё
440,Beutel::N,bolsa,пуйы
441,Bündel::N,haz,керттэт
442,Tasche::N,bolso,пуйы
443,Tasche::N,bolso,сумка
444,Eimer::N,cubo,ведра
445,Deckel::N,tapa,ӵоксэт
446,Deckel::N,tapadera,ӵоксэт
447,Geschirr::N,vajilla,тусьты-пуньы
448,Sack::N,saco,пуйы
449,Tasse::N,taza,ӵаша
450,Topf::N,olla,миска
451,Topf::N,marmita,миска
452,Kessel::N,caldera,пурты
453,Essen::N,comida,сиськон
454,Nahrung::N,alimento,сион
455,Speise::N,plato,сиён
456,Fleisch::N,carne,сӥль
457,Getreide::N,cereales,ю тысь
458,Brei::N,puré,ӝук
459,Brei::N,papilla,ӝук
460,Brot::N,pan,нянь
461,Scheibe::N,lonja,шорем
462,Scheibe::N,rebanada,шорем
463,Fett::N,grasa,кӧй
464,Butter::N,mantequilla,вӧй
465,Öl::N,aceite,вӧй
466,Salz::N,sal,сылал
467,Suppe::N,sopa,шыд
468,Honig::N,miel,чечы
469,Milch::N,leche,йӧл
470,Tee::N,té,чай
471,Leder::N,cuero,сурон
472,Wolle::N,lana,гон
473,Wolle::N,lana,ыжгон
474,Stoff::N,tela,куэм
475,Stoff::N,tejido,куэм
476,Nadel::N,aguja,вень
477,Faden::N,hilo,сӥньыс
478,Knopf::N,botón,бирды
479,Knoten::N,nudo,герд
480,Farbe::N,pintura,буёл
481,Kleidung::N,ropa,дӥсь
482,Kleidung::N,vestidos,дӥсь
483,Hemd::N,camisa,дэрем
484,Kragen::N,cuello,сирес
485,Ärmel::N,manga,саес
486,Hose::N,pantalón,брюки
487,Hose::N,pantalón,штань
488,Gürtel::N,cinturón,кускерттон
489,Mütze::N,gorro,ызьы
490,Schuh::N,zapato,ботинка
491,Stiefel::N,bota,сапег
492,Ring::N,anillo,зундэс
493,Band::N,cinta,лента
494,Kamm::N,peine,сын
495,Spiegel::N,espejo,синучкон
496,Riemen::N,correa,е
497,Schnur::N,cuerda,гозы
498,Leine::N,correa,думет
499,Decke::N,manta,шобрет
500,Kissen::N,almohada,миндэр
501,Tuch::N,pañuelo,кышет
502,Handtuch::N,toalla,ӵушкон
503,Kraft::N,fuerza,кать
504,Kraft::N,fuerza,ӟигар
505,Stärke::N,fuerza,юнлык
506,Gesundheit::N,salud,тазалык
507,Krankheit::N,enfermedad,висён
508,Schmerz::N,dolor,висён
509,Wunde::N,llaga,яра
510,Wunde::N,herida,яра
511,Fieber::N,fiebre,кезег
512,Arznei::N,medicina,эмъюм
513,Arznei::N,medicamento,эмъюм
514,Brücke::N,puente,выж
515,Brunnen::N,pozo,колдэч
516,Weide::N,pasto,возь
517,Pfad::N,sendero,сюрес
518,Weg::N,camino,сюрес
519,Straße::N,vía,сюрес
520,Straße::N,carretera,сюрес
521,Dorf::N,aldea,гурт
522,Dorf::N,pueblo,гурт
523,Stadt::N,ciudad,кар
524,Stadt::N,ciudad,город
525,Brief::N,carta,гожтэт
526,Buch::N,libro,книга
527,Buchstabe::N,letra,буква
528,Buchstabe::N,carácter,буква
529,Zeitung::N,diario,газет
530,Zeitung::N,periódico,газет
531,Leben::N,vida,улон
532,Tod::N,muerte,кулон
533,Grab::N,tumba,шайгу
534,Grab::N,sepulcro,шайгу
535,Kirche::N,iglesia,черк
536,Sünde::N,pecado,сьӧлык
537,Gott::N,dios,ӥнмар
538,Arbeiter::N,obrero,рабочий
539,Arbeiter::N,trabajador,рабочий
540,Chef::N,jefe,начальник
541,Meister::N,maestro,кибашлы
542,Arzt::N,médico,врач
543,Lehrer::N,profesor,дышетӥсь
544,Geld::N,dinero,уксё
545,Geld::N,dinero,коньдон
546,Geschäft::N,negocio,уж
547,Laden::N,tienda,магазин
548,Preis::N,precio,дун
549,Ware::N,mercancía,вуз
550,Nutzen::N,provecho,пайда
551,Reichtum::N,riqueza,узырлык
552,Welt::N,mundo,дунне
553,Land::N,país,шаер
554,Staat::N,Estado,кун
555,König::N,rey,эксэй
556,Macht::N,poder,власть
557,Macht::N,potencia,власть
558,Grenze::N,frontera,кунгож
559,Krieg::N,guerra,ож
560,Feind::N,enemigo,тушмон
561,Gewalt::N,violencia,эриктэман
562,Kampf::N,lucha,нюръяськон
563,Kampf::N,combate,нюръяськон
564,Bogen[Waffe]::N,arco,пукыӵ
565,Pfeil::N,flecha,пукыӵ вень
566,Gewehr::N,fusil,пыӵал
567,Gewehr::N,escopeta,пыӵал
568,Fehler::N,error,янгыш
569,Lüge::N,mentira,пӧян
570,Lüge::N,mentira,алдан
571,Lüge::N,mentira,ӧрекчан
572,Schaden::N,daño,изъян
573,Unglück::N,desgracia,куректон
574,Unglück::N,desgracia,шудтэме усён
575,Schuld::N,culpa,янгыш
576,Alter::N,edad,арлыд
577,Schluss::N,fin,пум
578,Schluss::N,final,пум
579,Zeit::N,tiempo,дыр
580,Tag::N,día,нунал
581,Morgen::N,mañana,ӵукна
582,Mittag::N,mediodía,лымшор
583,Abend::N,noche,ӝыт
584,Abend::N,noche,акшан
585,Nacht::N,noche,уй
586,Woche::N,semana,арня
587,Monat::N,mes,толэзь
588,Jahr::N,año,ар
589,Frühling::N,primavera,тулыс
590,Sommer::N,verano,гужем
591,Herbst::N,otoño,сӥзьыл
592,Winter::N,invierno,тол
593,Januar::N,enero,выльартолэзь
594,Februar::N,febrero,тулыспал
595,März::N,marzo,южтолэзь
596,April::N,abril,оштолэзь
597,Mai::N,mayo,куартолэзь
598,Juni::N,junio,вожотолэзь
599,Juli::N,julio,пӧсьтолэзь
600,August::N,agosto,гудырикошкон
601,September::N,septiembre,куарусён
602,Oktober::N,octubre,выльӝуктолэзь
603,November::N,noviembre,шуркынмон
604,Dezember::N,diciembre,толсур
605,Montag::N,lunes,вордӥськон
606,Dienstag::N,martes,вторник
607,Mittwoch::N,miércoles,вирнунал
608,Donnerstag::N,jueves,покчиарня
609,Freitag::N,viernes,удмуртарня
610,Samstag::N,sábado,кӧснунал
611,Sonntag::N,domingo,арня
612,groß::A,grande,бадӟым
613,klein::A,pequeño,пичи
614,lang::A,largo,кузь
615,kurz::A,corto,вакчи
616,breit::A,ancho,паськыт
617,schmal::A,estrecho,сюлэг
618,dicht::A,denso,ӵем
619,dick[Gegenstand]::A,grueso,зӧк
620,dünn::A,fino,векчи
621,dünn::A,delgado,векчи
622,fein::A,fino,векчи
623,fein::A,delicado,векчи
624,fest::A,firme,юн
625,fest::A,firme,чурыт
626,fest::A,sólido,юн
627,fest::A,sólido,чурыт
628,flach::A,plano,ӵошкыт
629,glatt::A,liso,гылыт
630,glatt::A,liso,вольыт
631,hart::A,duro,чурыт
632,weich::A,muelle,небыт
633,rund::A,redondo,котырес
634,spitz::A,agudo,йылсо
635,spitz::A,apuntado,йылсо
636,scharf::A,agudo,лэчыт
637,scharf::A,afilado,лэчыт
638,stumpf::A,sin filo,ныж
639,schwer::A,pesado,секыт
640,schön::A,bello,чебер
641,schön::A,hermoso,чебер
642,heiß::A,caluroso,пӧсь
643,warm::A,cálido,шуныт
644,warm::A,caliente,шуныт
645,kalt::A,frío,кезьыт
646,kühl::A,fresco,юзмыт
647,kühl::A,fresco,салкым
648,frisch::A,fresco,выль
649,feucht::A,húmedo,мускыт
650,nass::A,mojado,котмем
651,trocken::A,seco,кӧс
652,voll::A,lleno,тыр
653,leer::A,vacío,буш
654,leer::A,vacío,тырттэм
655,offen::A,abierto,усьтэм
656,geschlossen::A,cerrado,ӵогам
657,geschlossen::A,cerrado,пунням
658,sauber::A,limpio,ӝикыт
659,sauber::A,limpio,чылкыт
660,schmutzig::A,sucio,нӧд
661,roh::A,crudo,ыль
662,reif::A,maduro,вуэм
663,lecker::A,rico,ческыт
664,lecker::A,sabroso,ческыт
665,süß::A,dulce,ческыт
666,bitter::A,amargo,курыт
667,sauer::A,agrio,чырс
668,hell::A,claro,югыт
669,dunkel::A,oscuro,пеймыт
670,schwarz::A,negro,сьӧд
671,weiß::A,blanco,тӧдьы
672,rot::A,rojo,горд
673,gelb::A,amarillo,ӵуж
674,blau::A,azul,лыз
675,grün::A,verde,вож
676,grau::A,gris,пурысь
677,bunt::A,multicolor,куӵо
678,billig::A,barato,дунтэм
679,teuer::A,caro,дуно
680,wertvoll::A,valioso,дуно
681,wertvoll::A,precioso,дуно
682,blind::A,ciego,сукыр
683,blind::A,ciego,синтэм
684,taub::A,sordo,пельтэм
685,kräftig::A,fuerte,кужмо
686,stark::A,fuerte,юн
687,stark::A,fuerte,кужмо
688,stark::A,vigoroso,юн
689,stark::A,vigoroso,кужмо
690,schwach::A,débil,ляб
691,schwach::A,débil,начар
692,fett::A,obeso,кӧй
693,schlank::A,esbelto,веськыт
694,schlank::A,esbelto,веськрес
695,hübsch::A,mono,чебер
696,hübsch::A,mono,синмаськымон
697,hübsch::A,guapo,чебер
698,hübsch::A,guapo,синмаськымон
699,böse::A,malo,лек
700,dumm::A,tonto,шузи
701,dumm::A,tonto,визьтэм
702,dumm::A,estúpido,шузи
703,dumm::A,estúpido,визьтэм
704,faul::A,vago,азьтэм
705,faul::A,perezoso,азьтэм
706,fleißig::A,aplicado,сюлмо
707,fleißig::A,diligente,сюлмо
708,geizig::A,avaro,сук
709,klug::A,sensato,визьмо
710,klug::A,inteligente,визьмо
711,geschickt::A,hábil,усто
712,geschickt::A,hábil,быгатӥсь
713,lieb::A,querido,мусо
714,lustig::A,alegre,шулдыр
715,sanft::A,suave,мусо
716,sanft::A,suave,эрке
717,hungrig::A,hambriento,сютэм
718,krank::A,enfermo,висись
719,nackt::A,desnudo,гольык
720,traurig::A,triste,мӧзмыт
721,lebendig::A,vivo,улэп
722,lebendig::A,viviente,улэп
723,gut::A,bueno,ӟеч
724,gut::A,bueno,умой
725,schlecht::A,malo,урод
726,schlecht::A,malo,алама
727,richtig::A,justo,шонер
728,richtig::A,correcto,шонер
729,schlimm::A,malo,алама
730,schlimm::A,grave,алама
731,wahr::A,verídico,зэмос
732,wahr::A,verdadero,зэмос
733,alt::A,viejo,вуж
734,neu::A,nuevo,выль
735,ehemalig::A,antiguo,азьвылэз
736,alt[Lebewesen]::A,viejo,пересь
737,jung::A,joven,егит
738,jung::A,joven,пинал
739,arm::A,pobre,начар
740,arm::A,pobre,куанер
741,reich::A,rico,узыр
742,bekannt::A,conocido,тодмо
743,berühmt::A,famoso,дано
744,berühmt::A,célebre,дано
745,fremd::A,extraño,ят
746,verschieden::A,diverso,пӧртэм
747,verschieden::A,distinto,пӧртэм
748,verschieden::A,diferente,пӧртэм
749,nah::A,cercano,матысь
750,fern::A,lejano,кыдёкысь
751,linker::A,izquierdo,паллян
752,rechter::A,derecho,бур
753,rechter::A,derecho,бурпал
754,anderer::A,otro,мукет
755,erster::A,primero,нырысетӥез
756,zweiter::A,segundo,кыктэтӥез
757,dritter::A,tercero,кунньметӥез
758,letzter::A,último,берло
759,letzter::A,último,берпум
760,allein::ADV,a solo,огназ
761,auf einmal::ADV,de una vez,огдыре
762,zusammen::ADV,juntos,ӵош
763,zusammen::ADV,juntos,валче
764,lange::ADV,mucho tiempo,кема
765,plötzlich::ADV,de repente,мапламтэ шорысь
766,sofort::ADV,en seguida,али ик
767,später::ADV,más tarde,бергес
768,später::ADV,más tarde,берлогес
769,jetzt::ADV,ahora,али
770,jetzt::ADV,ahora,табере
771,heute::ADV,hoy,туннэ
772,morgen::ADV,mañana,ӵуказе
773,bald::ADV,pronto,ӝоген
774,bald::ADV,en breve,ӝоген
775,dann::ADV,luego,берло
776,dann::ADV,entonces,берло
777,gestern::ADV,ayer,толон
778,einst::ADV,antaño,огпол
779,einst::ADV,antaño,одӥг пол
780,damals::ADV,entonces,соку
781,danach::ADV,después,собере
782,vorher::ADV,antes,азьло
783,vorher::ADV,antes,азьвыл
784,zuerst::ADV,primero,азьло
785,einmal::ADV,una vez,огпол
786,manchmal::ADV,a veces,куддыръя
787,oft::ADV,a menudo,ӵем
788,oft::ADV,con frecuencia,ӵем
789,immer::ADV,siempre,пыр
790,immer::ADV,siempre,котьку
791,niemals::ADV,jamás,уз ноку
792,hier::ADV,aquí,татын
793,hierhin::ADV,acá,татчы
794,von hier::ADV,desde aquí,татысь
795,dort::ADV,ahí,отӥ
796,dort::ADV,ahí,отын
797,dort::ADV,allí,отӥ
798,dort::ADV,allí,отын
799,dorthin::ADV,allí,отчы
800,dorthin::ADV,hacia allí,отчы
801,geradeaus::ADV,todo derecho,меӵак
802,vorwärts::ADV,adelante,азьлань
803,rückwärts::ADV,hacia atrás,берлань
804,zurück::ADV,atrás,берен
805,zurück::ADV,atrás,берлань
806,unten::ADV,abajo,улын
807,hinab::ADV,hacia abajo,улэ
808,oben::ADV,arriba,вылын
809,oben::ADV,arriba,вылӥын
810,hinauf::ADV,hacia arriba,вылэ
811,hinauf::ADV,hacia arriba,вылӥе
812,hinauf::ADV,hacia arriba,выллань
813,überall::ADV,por todas partes,котькытын
814,überall::ADV,por todas partes,пасьтана
