,Concept_ID,pl,nl
180,Eule::N,sowa,uil
181,Kranich::N,żuraw,kraanvogel
182,Krähe::N,wrona,kraai
183,Kuckuck::N,kukułka,koekoek
184,Schwan::N,łabędż,zwaan
185,Fisch::N,ryba,vis
186,Barsch::N,okoń,baars
187,Hecht::N,szczupak,snoek
188,Schlange[Tier]::N,wąż,slang
189,Schlange[Tier]::N,żmija,slang
190,Wurm::N,robak,worm
191,Spinne::N,pająk,spin
192,Ameise::N,mrówka,mier
193,Laus::N,wesz,luis
194,Mücke::N,komar,mug
195,Fliege::N,mucha,vlieg
196,Schmetterling::N,motyl,vlinder
197,Beere::N,jagoda,bes
198,Apfel::N,jabłko,appel
199,Pilz::N,grzyb,paddestoel
200,Zwiebel::N,cebula,ui
201,Saat::N,siew,zaad
202,Korn::N,ziarno,graan
203,Korn::N,ziarno,korrel
204,Heu::N,siano,hooi
205,Schale::N,łupina,schil
206,Grube::N,dół,kuil
207,Grube::N,jama,kuil
208,Falle::N,pułapka,val
209,Schlinge::N,sidła,strop
210,Spur::N,ślad,spoor
211,Asche::N,popiół,as
212,Dreck::N,brud,drek
213,Eisen::N,żelazo,ijzer
214,Gold::N,złoto,goud
215,Silber::N,srebro,zilver
216,Kohle::N,węgiel,kool
217,Glas::N,szkło,glas
218,Lehm::N,glina,klei
219,Sand::N,piasek,zand
220,Mensch::N,człowiek,mens
221,Mann::N,mężczyzna,man
222,Frau::N,kobieta,vrouw
223,Kind::N,dziecko,kind
224,Junge::N,chłopak,jongen
225,Junge::N,chłopiec,jongen
226,Mädchen::N,dziewczynka,meisje
227,Familie::N,rodzina,gezin
228,Familie::N,rodzina,familie
229,Großvater::N,dziadek,grootvader
230,Großmutter::N,babka,grootmoeder
231,Eltern::N,rodzice,ouders
232,Vater::N,ojciec,vader
233,Mutter::N,matka,moeder
234,Sohn::N,syn,zoon
235,Tochter::N,córka,dochter
236,Bruder::N,brat,broer
237,Bruder::N,brat,broeder
238,Schwester::N,siostra,zus
239,Schwester::N,siostra,zuster
240,Onkel::N,wuj,oom
241,Onkel::N,stryj,oom
242,Tante::N,ciotka,tante
243,Ehemann::N,mąż,echtgenoot
244,Ehefrau::N,żona,echtgenote
245,Freude::N,radość,vreugde
246,Gelächter::N,śmiech,gelach
247,Glück::N,szczęście,geluk
248,Kummer::N,zmartwienie,verdriet
249,Wunsch::N,życzenie,wens
250,Wunsch::N,życzenie,verlangen
251,Lust::N,chęć,zin
252,Lust::N,chęć,lust
253,Lust::N,ochota,zin
254,Lust::N,ochota,lust
255,Geist::N,duch,geest
256,Gedanke::N,myśl,gedachte
257,Gedächtnis::N,pamięć,geheugen
258,Verstand::N,rozum,verstand
259,Sinn::N,zmysł,betekenis
260,Grund::N,powód,reden
261,Wahrheit::N,prawda,waarheid
262,Gespräch::N,rozmowa,gesprek
263,Märchen::N,bajka,sprookje
264,Erzählung::N,opowiadanie,verhaal
265,Nachricht::N,wiadomość,tijding
266,Neuigkeit::N,nowina,nieuws
267,Neuigkeit::N,nowina,nieuwtje
268,Name::N,imię,naam
269,Rätsel::N,zagadka,raadsel
270,Rede::N,mowa,rede
271,Sprache::N,język,taal
272,Stimme::N,głos,stem
273,Wort::N,słowo,woord
274,Zeichen::N,znak,teken
275,Ruf::N,wołanie,roep
276,Lärm::N,hałas,lawaai
277,Lärm::N,zgiełk,lawaai
278,Laut::N,dźwięk,klank
279,Laut::N,dźwięk,geluid
280,Ton::N,ton,toon
281,Ton::N,ton,klank
282,Ton::N,dźwięk,toon
283,Ton::N,dźwięk,klank
284,Lied::N,pieśń,lied
285,Lied::N,piosenka,lied
286,Ruhe::N,spokój,rust
287,Ruhe::N,spokój,stilte
288,Leute::N,ludzie,lui
289,Leute::N,ludzie,mensen
290,Volk::N,naród,volk
291,Arbeit::N,praca,werk
292,Arbeit::N,praca,arbeid
293,Arbeit::N,robota,werk
294,Arbeit::N,robota,arbeid
295,Gast::N,gość,gast
296,Geschenk::N,prezent,cadeau
297,Geschenk::N,prezent,geschenk
298,Geschenk::N,podarunek,cadeau
299,Geschenk::N,podarunek,geschenk
300,Spiel::N,gra,spel
301,Spiel::N,zabawa,spel
302,Gesellschaft::N,towarzystwo,gezelschap
303,Hilfe::N,pomoc,hulp
304,Freund::N,przyjaciel,vriend
305,Kamerad::N,kolega,maat
306,Kamerad::N,kolega,metgezel
307,Angelegenheit::N,sprawa,zaak
308,Angelegenheit::N,sprawa,aangelegenheid
309,Anzahl::N,ilość,tal
310,Anzahl::N,ilość,aantal
311,Art::N,rodzaj,slag
312,Art::N,rodzaj,soort
313,Stück::N,kawałek,stuk
314,Teil::N,część,deel
315,Hälfte::N,połowa,helft
316,Kreis::N,krąg,kring
317,Kreis::N,krąg,cirkel
318,Kreuz::N,krzyż,kruis
319,Linie::N,linia,lijn
320,Strich::N,kreska,haal
321,Strich::N,kreska,streep
322,Abstand::N,odstęp,afstand
323,Entfernung::N,odległość,afstand
324,Gegend::N,okolica,streek
325,Platz::N,miejsce,ruimte
326,Ort::N,miejsce,oord
327,Ort::N,miejsce,plaats
328,Seite::N,bok,zij
329,Seite::N,bok,kant
330,Seite::N,bok,zijde
331,Seite::N,strona,zij
332,Seite::N,strona,kant
333,Seite::N,strona,zijde
334,Mitte::N,środek,midden
335,Gegenstand::N,przedmiot,voorwerp
336,Sache::N,rzecz,zaak
337,Rand::N,skraj,rand
338,Rand::N,skraj,boord
339,Rand::N,krawędź,rand
340,Rand::N,krawędź,boord
341,Kante::N,kant,kant
342,Kante::N,krawędź,kant
343,Ecke::N,róg,hoek
344,Spitze::N,ostrze,punt
345,Spitze::N,ostrze,spits
346,Ende::N,koniec,einde
347,Ende::N,koniec,uiteinde
348,Loch::N,dziura,gat
349,Winkel::N,kąt,hoek
350,Winkel::N,kącik,hoek
351,Muster::N,wzór,dessin
352,Muster::N,wzór,patroon
353,Größe::N,rozmiar,grootte
354,Größe::N,wielkość,grootte
355,Länge::N,długość,lengte
356,Höhe::N,wysokość,hoogte
357,Gewicht::N,ciężar,gewicht
358,Menge::N,ilość,hoeveelheid
359,Haufen::N,kupa,hoop
360,Reihe::N,rząd,rij
361,Reihe::N,rząd,reeks
362,Reihe::N,szereg,rij
363,Reihe::N,szereg,reeks
364,Boot::N,łódź,boot
365,Boot::N,łódka,boot
366,Ruder::N,wiosło,roeiriem
367,Schlitten::N,sanki,slee
368,Schlitten::N,sanki,slede
369,Ski::N,narta,ski
370,Lagerfeuer::N,ognisko,kampvuur
371,Last::N,ciężar,last
372,Last::N,ciężar,vracht
373,Last::N,brzemię,last
374,Last::N,brzemię,vracht
375,Gang::N,chód,wandeling
376,Schritt::N,krok,stap
377,Schritt::N,krok,schrede
378,Norden::N,północ,noorden
379,Süden::N,południe,zuiden
380,Westen::N,zachód,westen
381,Osten::N,wschód,oosten
382,Holz::N,drzewo,hout
383,Brett::N,deska,plank
384,Platte::N,płyta,plaat
385,Stütze::N,podpora,stut
386,Stütze::N,podpora,steun
387,Stange::N,drąg,stang
388,Stange::N,żerdź,stang
389,Stock::N,kij,stok
390,Stock::N,laska,stok
391,Stab::N,pręt,staf
392,Rohr::N,rura,pijp
393,Haus::N,dom,huis
394,Heim::N,dom,tehuis
395,Ofen::N,piec,kachel
396,Fußboden::N,podłoga,vloer
397,Tisch::N,stół,tafel
398,Stuhl::N,krzesło,stoel
399,Wiege::N,kołyska,wieg
400,Bett::N,łóżko,bed
401,Bett::N,pościel,bed
402,Regal::N,regał,rek
403,Kiste::N,skrzynia,kist
404,Fenster::N,okno,raam
405,Fenster::N,okno,venster
406,Tür::N,drzwi,deur
407,Tor::N,brama,poort
408,Zaun::N,płot,omheining
409,Zaun::N,parkan,omheining
410,Dach::N,dach,dak
411,Leiter::N,drabina,ladder
412,Besen::N,miotła,bezem
413,Spaten::N,rydel,schop
414,Schaufel::N,łopata,schep
415,Gabel::N,widelec,vork
416,Löffel::N,łyżka,lepel
417,Messer::N,nóż,mes
418,Nagel::N,gwóźdź,spijker
419,Netz::N,sieć,net
420,Haken::N,hak,haak
421,Griff::N,chwyt,handvat
422,Schloss::N,zamek,slot
423,Bild::N,obraz,beeld
424,Figur::N,figura,figuur
425,Puppe::N,lalka,pop
426,Beutel::N,torba,zak
427,Beutel::N,torba,buidel
428,Bündel::N,wiązka,pak
429,Bündel::N,wiązka,bundel
430,Tasche::N,torba,tas
431,Eimer::N,kubeł,emmer
432,Eimer::N,wiadro,emmer
433,Deckel::N,przykrywka,deksel
434,Geschirr::N,statki,vaatwerk
435,Geschirr::N,naczynia,vaatwerk
436,Sack::N,worek,zak
437,Tasse::N,filiżanka,kop
438,Topf::N,garnek,pan
439,Kessel::N,kocioł,ketel
440,Essen::N,jedzenie,eten
441,Nahrung::N,pokarm,voedsel
442,Nahrung::N,pożywienie,voedsel
443,Speise::N,potrawa,spijs
444,Speise::N,jedzenie,spijs
445,Fleisch::N,mięso,vlees
446,Getreide::N,zboże,graan
447,Brei::N,kasza,pap
448,Brei::N,kasza,brij
449,Brot::N,chleb,brood
450,Scheibe::N,kromka,plak
451,Scheibe::N,kromka,snede
452,Fett::N,tłuszcz,vet
453,Butter::N,masło,boter
454,Öl::N,olej,olie
455,Salz::N,sól,zout
456,Suppe::N,zupa,soep
457,Honig::N,miód,honing
458,Milch::N,mleko,melk
459,Tee::N,herbata,thee
460,Leder::N,skóra,leer
461,Leder::N,skóra,leder
462,Wolle::N,wełna,wol
463,Stoff::N,tkanina,stof
464,Stoff::N,materiał,stof
465,Nadel::N,igła,naald
466,Faden::N,nić,draad
467,Faden::N,nitka,draad
468,Knopf::N,guzik,knoop
469,Knoten::N,węzeł,knoop
470,Farbe::N,farba,verf
471,Kleidung::N,odzież,kledij
472,Kleidung::N,odzież,kleding
473,Hemd::N,koszula,hemd
474,Kragen::N,kołnierz,kraag
475,Ärmel::N,rękaw,mouw
476,Hose::N,spodnie,broek
477,Hose::N,spodnie,pantalon
478,Gürtel::N,pasek,riem
479,Gürtel::N,pasek,gordel
480,Mütze::N,czapka,muts
481,Schuh::N,but,schoen
482,Schuh::N,bucik,schoen
483,Stiefel::N,but,laars
484,Stiefel::N,kozak,laars
485,Ring::N,pierścień,ring
486,Band::N,wstęga,lint
487,Kamm::N,grzebień,kam
488,Spiegel::N,lustro,spiegel
489,Riemen::N,rzemień,riem
490,Schnur::N,sznur,koord
491,Leine::N,smycz,lijn
492,Decke::N,kołdra,deken
493,Kissen::N,poduszka,kussen
494,Tuch::N,chustka,doek
495,Handtuch::N,ręcznik,handdoek
496,Kraft::N,moc,kracht
497,Kraft::N,siła,kracht
498,Stärke::N,moc,sterkte
499,Stärke::N,siła,sterkte
500,Gesundheit::N,zdrowie,gezondheid
501,Krankheit::N,choroba,ziekte
502,Schmerz::N,ból,pijn
503,Wunde::N,rana,wond
504,Fieber::N,gorączka,koorts
505,Arznei::N,lekarstwo,medicament
506,Arznei::N,lekarstwo,geneesmiddel
507,Brücke::N,most,brug
508,Brunnen::N,studnia,put
509,Brunnen::N,studnia,bron
510,Weide::N,pastwisko,wei
511,Weide::N,pastwisko,weide
512,Pfad::N,ścieżka,pad
513,Weg::N,droga,weg
514,Straße::N,ulica,baan
515,Straße::N,ulica,straat
516,Dorf::N,wieś,dorp
517,Stadt::N,miasto,stad
518,Brief::N,list,brief
519,Buch::N,książka,boek
520,Buchstabe::N,litera,letter
521,Zeitung::N,gazeta,krant
522,Zeitung::N,gazeta,dagblad
523,Zeitung::N,dziennik,krant
524,Zeitung::N,dziennik,dagblad
525,Leben::N,życie,leven
526,Tod::N,śmierć,dood
527,Grab::N,grób,graf
528,Kirche::N,kościół,kerk
529,Sünde::N,grzech,zonde
530,Gott::N,bóg,god
531,Arbeiter::N,robotnik,arbeider
532,Chef::N,szef,chef
533,Meister::N,mistrz,meester
534,Meister::N,majster,meester
535,Arzt::N,lekarz,arts
536,Arzt::N,lekarz,dokter
537,Lehrer::N,nauczyciel,leraar
538,Lehrer::N,nauczyciel,onderwijzer
539,Geld::N,pieniądze,geld
540,Geschäft::N,sprawa,zaak
541,Geschäft::N,interes,zaak
542,Laden::N,sklep,winkel
543,Preis::N,cena,prijs
544,Ware::N,towar,waar
545,Nutzen::N,pożytek,nut
546,Nutzen::N,pożytek,voordeel
547,Reichtum::N,bogactwo,rijkdom
548,Welt::N,świat,wereld
549,Land::N,kraj,land
550,Staat::N,państwo,staat
551,König::N,król,koning
552,Macht::N,władza,macht
553,Grenze::N,granica,grens
554,Krieg::N,wojna,oorlog
555,Feind::N,wróg,vijand
556,Gewalt::N,władza,geweld
557,Kampf::N,bój,strijd
558,Kampf::N,bój,gevecht
559,Kampf::N,walka,strijd
560,Kampf::N,walka,gevecht
561,Bogen[Waffe]::N,łuk,boog
562,Pfeil::N,strzała,pijl
563,Gewehr::N,karabin,geweer
564,Fehler::N,błąd,fout
565,Lüge::N,kłamstwo,leugen
566,Schaden::N,szkoda,schade
567,Unglück::N,nieszczęście,tegenspoed
568,Schuld::N,wina,schuld
569,Alter::N,wiek,leeftijd
570,Schluss::N,koniec,slot
571,Schluss::N,zakończenie,slot
572,Zeit::N,czas,tijd
573,Tag::N,dzień,dag
574,Morgen::N,ranek,morgen
575,Morgen::N,ranek,ochtend
576,Morgen::N,poranek,morgen
577,Morgen::N,poranek,ochtend
578,Mittag::N,południe,middag
579,Abend::N,wieczór,avond
580,Nacht::N,noc,nacht
581,Woche::N,tydzień,week
582,Monat::N,miesiąc,maand
583,Jahr::N,rok,jaar
584,Frühling::N,wiosna,lente
585,Frühling::N,wiosna,voorjaar
586,Sommer::N,lato,zomer
587,Herbst::N,jesień,herfst
588,Winter::N,zima,winter
589,Januar::N,styczeń,januari
590,Februar::N,luty,februari
591,März::N,marzec,maart
592,April::N,kwiecień,april
593,Mai::N,maj,mei
594,Juni::N,czerwiec,juni
595,Juli::N,lipiec,juli
596,August::N,sierpień,augustus
597,September::N,wrzesień,september
598,Oktober::N,październik,oktober
599,November::N,listopad,november
600,Dezember::N,grudzień,december
601,Montag::N,poniedziałek,maandag
602,Dienstag::N,wtorek,dinsdag
603,Mittwoch::N,środa,woensdag
604,Donnerstag::N,czwartek,donderdag
605,Freitag::N,piątek,vrijdag
606,Samstag::N,sobota,zaterdag
607,Sonntag::N,niedziela,zondag
608,groß::A,duży,groot
609,groß::A,wielki,groot
610,klein::A,mały,klein
611,lang::A,długi,lang
612,kurz::A,krótki,kort
613,breit::A,szeroki,breed
614,schmal::A,wąski,smal
615,dicht::A,gęsty,dicht
616,dick[Gegenstand]::A,gruby,dik
617,dünn::A,cienki,dun
618,fein::A,drobny,fijn
619,fest::A,mocny,vast
620,fest::A,twardy,vast
621,flach::A,płaski,plat
622,glatt::A,gładki,glad
623,hart::A,twardy,hard
624,weich::A,miękki,week
625,rund::A,okrągły,rond
626,spitz::A,spiczasty,spits
627,spitz::A,spiczasty,puntig
628,scharf::A,ostry,scherp
629,stumpf::A,tępy,stomp
630,schwer::A,ciężki,zwaar
631,schön::A,ładny,mooi
632,schön::A,ładny,fraai
633,schön::A,piękny,mooi
634,schön::A,piękny,fraai
635,heiß::A,gorący,heet
636,warm::A,ciepły,warm
637,kalt::A,zimny,koud
638,kühl::A,chłodny,koel
639,frisch::A,świeży,fris
640,feucht::A,wilgotny,vochtig
641,nass::A,mokry,nat
642,trocken::A,suchy,droog
643,voll::A,pełny,vol
644,leer::A,pusty,leeg
645,leer::A,próżny,leeg
646,offen::A,otwarty,open
647,geschlossen::A,zamknięty,gesloten
648,sauber::A,czysty,net
649,sauber::A,czysty,schoon
650,schmutzig::A,brudny,vuil
651,roh::A,surowy,rauw
652,reif::A,dojrzały,rijp
653,lecker::A,smaczny,lekker
654,süß::A,słodki,zoet
655,bitter::A,gorzki,bitter
656,sauer::A,kwaśny,zuur
657,hell::A,jasny,licht
658,hell::A,jasny,helder
659,dunkel::A,ciemny,donker
660,schwarz::A,czarny,zwart
661,weiß::A,biały,wit
662,rot::A,czerwony,rood
663,gelb::A,żółty,geel
664,blau::A,błękitny,blauw
665,blau::A,niebieski,blauw
666,grün::A,zielony,groen
667,grau::A,szary,grijs
668,bunt::A,barwny,bont
669,billig::A,tani,goedkoop
670,teuer::A,drogi,duur
671,wertvoll::A,cenny,kostbaar
672,wertvoll::A,cenny,waardevol
673,blind::A,ślepy,blind
674,taub::A,głuchy,doof
675,kräftig::A,mocny,krachtig
676,stark::A,silny,sterk
677,schwach::A,słaby,zwak
678,fett::A,tłusty,vet
679,schlank::A,smukły,slank
680,hübsch::A,ładny,leuk
681,böse::A,zły,kwaad
682,dumm::A,głupi,dom
683,faul::A,leniwy,lui
684,fleißig::A,pilny,vlijtig
685,geizig::A,skąpy,gierig
686,klug::A,mądry,slim
687,klug::A,mądry,schrander
688,klug::A,mądry,verstandig
689,geschickt::A,zręczny,handig
690,geschickt::A,zręczny,vaardig
691,lieb::A,miły,lief
692,lustig::A,wesoły,vrolijk
693,sanft::A,łagodny,zacht
694,hungrig::A,głodny,hongerig
695,krank::A,chory,ziek
696,nackt::A,nagi,naakt
697,traurig::A,smutny,treurig
698,traurig::A,smutny,bedroefd
699,lebendig::A,żywy,levend
700,gut::A,dobry,goed
701,schlecht::A,zły,slecht
702,richtig::A,słuszny,juist
703,richtig::A,właściwy,juist
704,schlimm::A,zły,erg
705,schlimm::A,zły,kwaad
706,wahr::A,prawdziwy,waar
707,alt::A,stary,oud
708,neu::A,nowy,nieuw
709,ehemalig::A,były,voormalig
710,alt[Lebewesen]::A,stary,oud
711,jung::A,młody,jong
712,arm::A,ubogi,arm
713,arm::A,biedny,arm
714,reich::A,bogaty,rijk
715,bekannt::A,znany,bekend
716,berühmt::A,słynny,beroemd
717,fremd::A,obcy,vreemd
718,fremd::A,cudzy,vreemd
719,verschieden::A,różny,verscheiden
720,verschieden::A,różny,verschillend
721,nah::A,bliski,nabij
722,nah::A,bliski,nabijgelegen
723,fern::A,daleki,ver
724,linker::A,lewy,linker
725,rechter::A,prawy,rechter
726,anderer::A,inny,andere
727,erster::A,pierwszy,eerste
728,zweiter::A,drugi,tweede
729,dritter::A,trzeci,derde
730,letzter::A,ostatni,laatste
731,allein::ADV,sam,alleen
732,auf einmal::ADV,naraz,ineens
733,auf einmal::ADV,naraz,tegelijk
734,zusammen::ADV,razem,samen
735,zusammen::ADV,razem,bijeen
736,lange::ADV,długo,lang
737,plötzlich::ADV,nagle,eensklaps
738,plötzlich::ADV,nagle,plotsklaps
739,sofort::ADV,natychmiast,terstond
740,sofort::ADV,natychmiast,aanstonds
741,sofort::ADV,natychmiast,onmiddelijk
742,später::ADV,później,later
743,jetzt::ADV,teraz,nu
744,jetzt::ADV,teraz,nou
745,jetzt::ADV,teraz,thans
746,jetzt::ADV,obecnie,nu
747,jetzt::ADV,obecnie,nou
748,jetzt::ADV,obecnie,thans
749,heute::ADV,dziś,heden
750,heute::ADV,dziś,vandaag
751,heute::ADV,dzisiaj,heden
752,heute::ADV,dzisiaj,vandaag
753,morgen::ADV,jutro,morgen
754,bald::ADV,wkrótce,gauw
755,bald::ADV,wkrótce,weldra
756,dann::ADV,potem,dan
757,dann::ADV,potem,toen
758,gestern::ADV,wczoraj,gisteren
759,einst::ADV,kiedyś,eens
760,einst::ADV,niegdyś,eens
761,damals::ADV,wtedy,toen
762,damals::ADV,wtedy,destijds
763,damals::ADV,wówczas,toen
764,damals::ADV,wówczas,destijds
765,danach::ADV,następnie,daarna
766,vorher::ADV,przedtem,vooraf
767,vorher::ADV,przedtem,van tevoren
768,zuerst::ADV,naprzód,eerst
769,zuerst::ADV,naprzód,het eerst
770,zuerst::ADV,najpierw,eerst
771,zuerst::ADV,najpierw,het eerst
772,einmal::ADV,raz,eens
773,einmal::ADV,raz,eenmaal
774,manchmal::ADV,czasem,soms
775,oft::ADV,często,vaak
776,oft::ADV,często,dikwijls
777,immer::ADV,zawsze,altijd
778,niemals::ADV,nigdy,nooit
779,hier::ADV,tu,hier
780,hier::ADV,tutaj,hier
781,hierhin::ADV,tu,hierheen
782,von hier::ADV,stąd,van hier
783,von hier::ADV,stąd,hiervandaan
784,dort::ADV,tam,daar
785,dort::ADV,tam,ginds
786,dorthin::ADV,tam,daarheen
787,geradeaus::ADV,prosto,rechtuit
788,geradeaus::ADV,prosto,rechtdoor
789,vorwärts::ADV,naprzód,vooruit
790,vorwärts::ADV,naprzód,voorwaarts
791,rückwärts::ADV,wstecz,achteruit
792,rückwärts::ADV,wstecz,achterwaarts
793,zurück::ADV,z powrotem,terug
794,unten::ADV,u dołu,beneden
795,unten::ADV,u dołu,onderaan
796,unten::ADV,na dole,beneden
797,unten::ADV,na dole,onderaan
798,hinab::ADV,na_dół,omlaag
799,hinab::ADV,na_dół,naar beneden
800,hinab::ADV,w_dół,omlaag
801,hinab::ADV,w_dół,naar beneden
802,oben::ADV,w górze,boven
803,oben::ADV,na górze,boven
804,hinauf::ADV,w górę,omhoog
805,hinauf::ADV,w górę,naar boven
806,hinauf::ADV,na górę,omhoog
807,hinauf::ADV,na górę,naar boven
808,überall::ADV,wszędzie,alom
809,überall::ADV,wszędzie,overal
810,nicht::ADV,nie,niet
811,ein wenig::ADV,trochę,wat
812,kaum::ADV,ledwie,amper
813,kaum::ADV,ledwie,nauwelijks
814,kaum::ADV,prawie nie,amper
815,kaum::ADV,prawie nie,nauwelijks
816,sehr::ADV,bardzo,erg
817,sehr::ADV,bardzo,zeer
818,so::ADV,tak,zo
819,noch::ADV,jeszcze,nog
820,nur::ADV,tylko,maar
821,nur::ADV,tylko,alleen
822,schon::ADV,już,al
823,schon::ADV,już,reeds
824,wieder::ADV,znów,weer
825,wieder::ADV,znów,terug
826,wieder::ADV,znowu,weer
827,wieder::ADV,znowu,terug
828,vergebens::ADV,na próżno,vergeefs
829,vergebens::ADV,na próżno,tevergeefs
830,vor::PRP,przed,voor
831,hinter::PRP,za,achter
