,Concept_ID,tt,be
813,beginnen::V,башлану,пачацца
814,enden::V,бетү,кончыцца
815,wechseln::V,үзгәртү,мяняцца
816,aufgehen[Sonne]::V,чыгу,узысці
817,untergehen[Sonne]::V,бату,зайсці
818,scheinen[Sonne]::V,яктырту,свяціць
819,donnern::V,күкрәү,грымець
820,wehen::V,исү,дзьмуць
821,strömen::V,агу,ліцца
822,fließen::V,агу,цячы
823,sich drehen::V,бөтерелү,круціцца
824,sich drehen::V,бөтерелү,варочацца
825,schwanken::V,икеләнү,хістацца
826,schwingen::V,тирбәлү,гайдацца
827,schwingen::V,тирбәлү,калыхацца
828,fallen::V,егылу,падаць
829,brennen::V,яну,гарэць
830,rauchen::V,төтәү,дымець
831,rauchen::V,төтенләү,дымець
832,regnen::V,яву,дажджыць
833,gefrieren::V,кату,замерзнуць
834,tauen::V,эрү,раставаць
835,tauen::V,эретү,раставаць
836,schmelzen::V,эрү,плавіцца
837,schmelzen::V,эретү,плавіцца
838,trocknen::V,кибү,сохнуць
839,sieden::V,ургылу,кіпець
840,faulen::V,черү,гнісці
841,verfaulen::V,черү,згнісці
842,reißen::V,өзелү,ірвацца
843,versinken::V,бату,тануць
844,vergehen::V,авышу,праходзіць
845,erscheinen::V,пәйда булу,зʼявіцца
846,verschwinden::V,югалу,знікнуць
847,verschwinden::V,юк булу,знікнуць
848,sinken::V,кимү,спадаць
849,sinken::V,кайту,спадаць
850,abnehmen::V,азаю,паменшыцца
851,zunehmen::V,арту,павялічвацца
852,zunehmen::V,күбәю,павялічвацца
853,zunehmen::V,ишәю,павялічвацца
854,steigen::V,үсү,паднімацца
855,wachsen::V,үсү,расці
856,glänzen::V,ялкылдау,блішчаць
857,funkeln::V,ялтырау,бліскаць
858,lärmen::V,шаулау,шумець
859,läuten::V,шалтырату,званіць
860,klingeln::V,шалтырату,званіць
861,klirren::V,чылтырау,бразгаць
862,brausen::V,давыллау,бушаваць
863,brausen::V,дулау,бушаваць
864,rauschen::V,кыштырдау,шастаць
865,klingen::V,ишетелү,гучаць
866,bellen::V,өрү,брахаць
867,heulen::V,улау,выць
868,blasen::V,өрү,дзьмухнуць
869,pfeifen::V,сызгырту,свістаць
870,schreien::V,кычкыру,крычаць
871,stöhnen::V,ыңгырашу,стагнаць
872,zittern::V,калтырау,дрыжаць
873,zittern::V,калтырану,дрыжаць
874,leben::V,яшәү,жыць
875,leben::V,гомер итү,жыць
876,geboren werden::V,туу,нарадзіцца
877,atmen::V,сулау,дыхаць
878,trinken::V,эчү,піць
879,essen::V,ашау,есці
880,schlucken::V,йоту,глытаць
881,müde werden::V,ялыгу,стаміцца
882,müde werden::V,йөгенү,стаміцца
883,einschlafen::V,йокыга китү,заснуць
884,schlafen::V,йоклау,спаць
885,aufwachen::V,уяну,рассыпацца
886,aufstehen::V,тору,устаць
887,sich erholen::V,ял алу,адпачываць
888,sich erholen::V,истирахәт итү,адпачываць
889,krank werden::V,чирләү,захварэць
890,krank sein::V,чирләү,хварэць
891,schmerzen::V,авырту,балець
892,husten::V,ютәлләү,кашляць
893,genesen::V,савыгу,паправіцца
894,genesen::V,савыгу,паздаравець
895,genesen::V,сәламәтләнү,паправіцца
896,genesen::V,сәламәтләнү,паздаравець
897,sterben::V,үлү,памерці
898,sterben::V,дөнья кую,памерці
899,sterben::V,вафат булу,памерці
900,umkommen::V,үлү,загінуць
901,sich bewegen::V,йөрү,рухацца
902,sich rühren::V,кыймылдау,варушыцца
903,sich erheben::V,басу,устаць
904,sich setzen::V,утыру,сесці
905,hinfallen::V,егылу,упасці
906,laufen::V,җәяүләү,хадзіць
907,schreiten::V,атлау,шагаць
908,schreiten::V,атлау,крочыць
909,spazierengehen::V,йөрү,гуляць
910,spazierengehen::V,йөргенү,гуляць
911,eilen::V,ашыгу,спяшацца
912,sich beeilen::V,ашыгу,спяшацца
913,sich beeilen::V,кызулау,спяшацца
914,sausen::V,җилдерү,імчацца
915,rennen::V,йөгерү,бегаць
916,springen::V,сикерү,скакаць
917,klettern::V,үрмәләү,лазіць
918,schaukeln::V,атыну,гайдацца
919,kriechen::V,шуышу,поўзаць
920,kriechen::V,үрмәләү,поўзаць
921,schwimmen::V,йөзү,плаваць
922,tauchen::V,чуму,ныраць
923,rudern::V,ишү,веславаць
924,fahren::V,бару,ехаць
925,fliegen::V,очу,лятаць
926,gehen::V,йөрү,ісці
927,weggehen::V,китү,пайсці
928,abfahren::V,кузгалу,адʼяжджаць
929,anhalten::V,тукталу,спыніцца
930,anhalten::V,тукталу,затрымацца
931,hineingehen::V,инү,уваходзіць
932,eintreten::V,инү,увайсці
933,kommen::V,килү,прыйсці
934,ankommen::V,бару,прыбыць
935,zurückkommen::V,кире кайту,вярнуцца
936,bleiben::V,калу,застацца
937,warten::V,көтү,чакаць
938,erwarten::V,көтү,чакаць
939,suchen::V,эзләү,шукаць
940,finden::V,табу,знайсці
941,versuchen::V,маташу,прабаваць
942,vorbereiten::V,хәзерләү,падрыхтаваць
943,lieben::V,сөю,кахаць
944,lieben::V,ярату,кахаць
945,mögen::V,өнәү,любіць
946,lachen::V,көлү,смяяцца
947,rühren::V,дулкынландыру,расчуліць
948,weinen::V,елау,плакаць
949,schimpfen::V,сүгү,лаяцца
950,schimpfen::V,сүгенү,лаяцца
951,sich ärgern::V,ачулану,сердаваць
952,sich fürchten::V,курку,баяцца
953,fürchten::V,калтырау,баяцца
954,fürchten::V,калтырану,баяцца
955,fliehen::V,арка бирү,уцякаць
956,flüchten::V,качу,уцячы
957,sehen::V,күрү,бачыць
958,anschauen::V,карау,паглядзець
959,ansehen::V,карау,глядзець
960,ansehen::V,күзәтү,глядзець
961,hören::V,ишетү,чуць
962,zuhören::V,тыңлау,слухаць
963,probieren::V,тату,каштаваць
964,riechen::V,иснәү,нюхаць
965,fühlen::V,тою,адчуваць
966,fühlen::V,сизү,адчуваць
967,scheinen::V,күренү,здавацца
968,zu sehen sein::V,күренү,віднецца
969,vernehmen::V,ишетү,пачуць
970,frieren::V,өшү,мёрзнуць
971,frieren::V,күшегү,мёрзнуць
972,tun::V,итү,рабіць
973,können::V,алу,умець
974,wollen::V,теләү,хацець
975,anfangen::V,керешү,пачаць
976,beenden::V,бетерү,закончыць
977,beenden::V,тәмамлау,закончыць
978,aufhören::V,бетү,перастаць
979,gelingen::V,уңу,удацца
980,geraten::V,сабышу,аказацца
981,öffnen::V,ачу,адчыніць
982,schließen::V,ябу,зачыніць
983,stellen::V,кую,паставіць
984,setzen::V,утырту,пасадзіць
985,legen::V,яткыру,класці
986,berühren::V,тию,чапаць
987,verbinden::V,ялгау,звязаць
988,bedecken::V,өрту,накрыць
989,bedecken::V,каплау,накрыць
990,bedecken::V,томалау,накрыць
991,aufhängen::V,асу,павесіць
992,anzünden::V,кабызу,запаліць
993,aufheben::V,күтәрү,падняць
994,zurücklassen::V,калдыру,пакінуць
995,verlieren::V,югалту,згубіць
996,fallen lassen::V,төшерү,упусціць
997,machen::V,ясау,зрабіць
998,machen::V,эшләү,зрабіць
999,herstellen::V,ясау,вырабіць
1000,bauen::V,кору,будаваць
1001,reparieren::V,төзәтү,правіць
1002,verbessern::V,яхшырту,палепшыць
1003,ändern::V,үзгәртү,змяніць
1004,graben::V,казу,капаць
1005,beugen::V,ию,сагнуць
1006,biegen::V,бөгү,пагнуць
1007,drehen::V,бору,вярцець
1008,drehen::V,бөтерү,вярцець
1009,wenden::V,бору,павярнуць
1010,umdrehen::V,түнтәрү,перавярнуць
1011,heben::V,күтәрү,падымаць
1012,hochheben::V,күтәрү,падняць
1013,ergreifen::V,эләктерү,схапіць
1014,ergreifen::V,эләктерү,схваціць
1015,halten::V,тоту,трымаць
1016,drücken::V,кысу,націскаць
1017,schieben::V,кузгату,пхаць
1018,schieben::V,кузгату,штурхаць
1019,kratzen::V,тырнау,скрэбці
1020,lecken::V,ялау,лізаць
1021,beißen::V,тешләү,кусаць
1022,abreißen::V,өзү,адарваць
1023,abschneiden::V,кыю,адрэзаць
1024,abschneiden::V,кисү,адрэзаць
1025,binden::V,бәйләү,вязаць
1026,stecken::V,төртү,уваткнуць
1027,stecken::V,тыгу,уваткнуць
1028,brechen::V,сындыру,зламаць
1029,klopfen::V,шаку,стукаць
1030,klopfen::V,шакылдау,стукаць
1031,hauen::V,кыйнау,біць
1032,kleben::V,ябыштыру,клеіць
1033,reiben::V,ышку,церці
1034,streichen::V,ягу,намазаць
1035,schleifen::V,кайрау,тачыць
1036,schneiden::V,кисү,рэзаць
1037,rütteln::V,селкетү,хістаць
1038,schütteln::V,селкетү,трэсці
1039,schwenken::V,болгау,махаць
1040,schütten::V,кою,наліць
1041,füllen::V,тутыру,напоўніць
1042,einwickeln::V,төрү,загарнуць
1043,tragen::V,ташу,несці
1044,schleppen::V,сөйрәү,цягнуць
1045,schleppen::V,өстерәү,цягнуць
1046,ziehen::V,тарту,цягнуць
1047,aufbewahren::V,саклау,захоўваць
1048,werfen::V,ыргыту,кідаць
1049,fangen::V,тоту,лавіць
1050,packen::V,эләктерү,схапіць
1051,packen::V,эләктерү,схваціць
1052,verstecken::V,яшерү,схаваць
1053,teilen::V,бүлү,раздзяліць
1054,schicken::V,җибәрү,пасылаць
1055,bringen::V,китерү,прынесці
1056,hinzufügen::V,өстәү,дабавіць
1057,bekommen::V,алу,дастаць
1058,erhalten::V,алу,атрымаць
1059,nehmen::V,алу,ўзяць
1060,wählen::V,сайлау,выбраць
1061,auswählen::V,сайлау,адабраць
1062,bewahren::V,саклау,захаваць
1063,behindern::V,комачаулау,перашкаджаць
1064,verderben::V,бозу,сапсаваць
1065,beschädigen::V,бозу,пашкодзіць
1066,zerbrechen::V,вату,разбіць
1067,zerreißen::V,өзү,разадраць
1068,zerreißen::V,ерту,разадраць
1069,zerstören::V,җимерү,разбурыць
1070,verbrennen::V,яндыру,спаліць
1071,verbrennen::V,көйдерү,спаліць
1072,geben::V,бирү,даць
1073,reichen::V,тапшыру,перадаць
1074,schenken::V,бүләкләү,дарыць
1075,versprechen::V,вәгъдә бирү,абяцаць
1076,wünschen::V,котлау,жадаць
1077,loben::V,мактау,хваліць
1078,küssen::V,үбү,цалаваць
1079,wiegen::V,тирбәтү,гушкаць
1080,wiegen::V,тирбәтү,калыхаць
1081,zudecken::V,ябу,накрыць
1082,zudecken::V,бөркәү,накрыць
1083,wecken::V,уяту,пабудзіць
1084,zeigen::V,күрсәтү,паказаць
1085,führen::V,йөртү,весці
1086,lehren::V,өйрәтү,вучыць
1087,unterrichten::V,укыту,выкладаць
1088,aufziehen::V,асрау,выхаваць
1089,leiten::V,җитәкләү,кіраваць
1090,antreiben::V,куалау,падганяць
1091,antreiben::V,әйдәләү,падганяць
1092,antreiben::V,ашыктыру,падганяць
1093,lassen::V,мәҗбүр итү,прымусіць
1094,einladen::V,чакыру,запрасіць
1095,vereinigen::V,берләштерү,абʼяднаць
1096,besuchen::V,керешү,наведаць
1097,treffen::V,очрату,сустрэць
1098,sich versammeln::V,җыелышу,сабрацца
1099,spielen::V,уйнау,гуляць
1100,singen::V,җырлау,пець
1101,singen::V,җырлау,спяваць
1102,tanzen::V,бию,танцаваць
1103,sich trennen::V,аерылу,расстацца
1104,sich trennen::V,ташлашу,расстацца
1105,verlassen::V,ташлау,пакінуць
1106,verlassen::V,калдыру,пакінуць
1107,retten::V,коткару,выратаваць
1108,bewachen::V,каравыллау,ахоўваць
1109,schützen::V,ышыклау,уберагаць
1110,verteidigen::V,яклау,абараніць
1111,verteidigen::V,саклау,абараніць
1112,sich schlagen::V,сугышу,біцца
1113,sich schlagen::V,сугышу,драцца
1114,schießen::V,ату,страляць
1115,siegen::V,җиңү,перамагчы
1116,ärgern::V,ачуландыру,злаваць
1117,schlagen::V,ору,ударыць
1118,schlagen::V,бәрү,ударыць
1119,schlagen::V,тукмау,ударыць
1120,treten::V,тибү,штурхаць
1121,stechen::V,кадау,укалоць
1122,stoßen::V,этү,папхнуць
1123,stehlen::V,урлау,украсці
1124,stören::V,комачаулау,перашкодзіць
1125,belästigen::V,борчу,дакучаць
1126,belästigen::V,билмазалау,дакучаць
1127,verbergen::V,яшерү,скрыць
1128,verbergen::V,яшерү,схаваць
1129,täuschen::V,алдату,падмануць
1130,betrügen::V,хәрәмләшү,змахляваць
1131,töten::V,үтерү,забіць
1132,wohnen::V,яшәү,жыць
1133,arbeiten::V,эшләү,працаваць
1134,sammeln::V,туплау,сабраць
1135,pflücken::V,өзү,зрываць
1136,jagen::V,аулау,паляваць
1137,fischen::V,балык тоту,рыбачыць
1138,fassen::V,тоту,злавіць
1139,hüten::V,көтү,пасвіць
1140,treiben::V,куалау,гнаць
1141,anbinden::V,бәйләү,прывязаць
1142,füttern::V,туйдыру,карміць
1143,melken::V,саву,даіць
1144,hacken::V,чабу,сячы
1145,gießen::V,сугару,паліць
1146,reifen::V,җитешү,паспець
1147,zubereiten::V,пешеренү,зварыць
1148,zubereiten::V,пешеренү,згатаваць
1149,kochen::V,пешерү,варыць
1150,kochen::V,кайнату,варыць
1151,backen::V,пешерү,пячы
1152,braten::V,куыру,смажыць
1153,braten::V,кыздыру,смажыць
1154,umrühren::V,бутау,перамяшаць
1155,umrühren::V,болгату,перамяшаць
1156,stricken::V,бәйләү,вязаць
1157,nähen::V,тегү,шыць
1158,färben::V,ману,пафарбаваць
1159,reinigen::V,чистарту,ачысціць
1160,waschen::V,юу,мыць
1161,abwischen::V,сөртү,выцерці
1162,spülen::V,чайкау,паласкаць
1163,fegen::V,себерү,падмятаць
1164,kehren::V,себерү,месці
1165,baden::V,коену,купацца
1166,sich waschen::V,юыну,мыцца
1167,ausziehen::V,чишенү,зняць
1168,anziehen::V,кию,надзець
1169,sich anziehen::V,киенү,адзецца
1170,kämmen::V,тарау,прычасаць
1171,schmücken::V,бизәү,аздобіць
1172,schmücken::V,бизәкләү,аздобіць
1173,sagen::V,дию,сказаць
1174,sagen::V,әйтү,сказаць
1175,sprechen::V,сөйләү,гаварыць
1176,sprechen::V,сөйләшү,гаварыць
1177,reden::V,сөйләү,размаўляць
1178,sich unterhalten::V,сөйләшү,гутарыць
1179,fragen::V,сорау,спытаць
1180,fragen::V,сорашу,спытаць
1181,bitten::V,үтенү,прасіць
1182,erzählen::V,сөйләү,расказаць
1183,mitteilen::V,белдерү,паведаміць
1184,nennen::V,дию,назваць
1185,rufen::V,дәшү,зваць
1186,prahlen::V,мактану,хваліцца
1187,prahlen::V,шапырыну,хваліцца
1188,übersetzen::V,күчерү,перакласці
1189,denken::V,уйлау,думаць
1190,glauben::V,инану,верыць
1191,bemerken::V,искәрү,заўважыць
1192,erkennen::V,тану,пазнаць
1193,begreifen::V,аңлау,спасцігнуць
1194,begreifen::V,төшенү,спасцігнуць
1195,verstehen::V,аңлау,пачуць
1196,verstehen::V,төшенү,пачуць
1197,lernen::V,уку,вучыцца
1198,lernen::V,өйрәнү,вучыцца
1199,wissen::V,белү,знаць
1200,sich erinnern an::V,хәтерләү,памятаць
1201,vergessen::V,оныту,забыць
1202,messen::V,үлчәү,мераць
1203,zählen::V,санау,лічыць
1204,rechnen::V,исәпләү,лічыць
1205,lesen::V,уку,чытаць
1206,malen::V,рәсем ясау,маляваць
1207,malen::V,сурәт ясау,маляваць
1208,malen::V,сурәтләү,маляваць
1209,zeichnen::V,язу-сызу,рысаваць
1210,zeichnen::V,сурәт ясау,рысаваць
1211,schreiben::V,язу,пісаць
1212,besitzen::V,биләү,мець
1213,kaufen::V,алу,купіць
1214,verkaufen::V,сату,прадаць
1215,bezahlen::V,түләү,заплаціць
1216,zahlen::V,түләү,плаціць
1217,beherrschen::V,ия булу,уладаць
1218,beherrschen::V,ия булу,валодаць
1219,ertragen::V,чыдау,выцерпець
