,Concept_ID,da,bg
872,fallen::V,falde,падам
873,brennen::V,brænde,горя
874,rauchen::V,ryge,димя
875,regnen::V,regne,вали дъжд
876,gefrieren::V,fryse,замръзна
877,tauen::V,tø,топя се
878,schmelzen::V,smelte,разтопя се
879,trocknen::V,tørre,съхна
880,sieden::V,koge,вря
881,sieden::V,koge,кипя
882,faulen::V,rådne,гния
883,verfaulen::V,rådne,изгния
884,reißen::V,briste,напукам се
885,versinken::V,synke,потъна
886,versinken::V,synke ned,потъна
887,vergehen::V,forløbe,минавам
888,erscheinen::V,vise sig,явя се
889,verschwinden::V,forsvinde,изчезна
890,sinken::V,synke,падна
891,abnehmen::V,aftage,отслабна
892,zunehmen::V,tiltage,нарасна
893,steigen::V,stige,увелича се
894,steigen::V,stige,покачвам се
895,wachsen::V,gro,раста
896,wachsen::V,vokse,раста
897,glänzen::V,glinse,лъщя
898,glänzen::V,glinse,блестя
899,funkeln::V,tindre,искря
900,lärmen::V,larme,шумя
901,läuten::V,ringe,звъня
902,klingeln::V,ringe,звъня
903,klirren::V,klirre,звънтя
904,klirren::V,klirre,дрънкам
905,brausen::V,bruse,буча
906,rauschen::V,suse,шумя
907,klingen::V,lyde,звуча
908,klingen::V,klinge,звуча
909,bellen::V,gø,лая
910,heulen::V,hyle,вия
911,heulen::V,hyle,рева
912,blasen::V,blæse,духна
913,pfeifen::V,fløjte,свиря
914,schreien::V,skrige,крещя
915,stöhnen::V,stønne,стена
916,stöhnen::V,stønne,пъшкам
917,zittern::V,dirre,треперя
918,zittern::V,skælve,треперя
919,leben::V,leve,живея
920,geboren werden::V,fødes,родя се
921,atmen::V,ånde,дишам
922,trinken::V,drikke,пия
923,essen::V,spise,ям
924,schlucken::V,synke,гълтам
925,müde werden::V,blive træt,уморя се
926,einschlafen::V,falde i søvn,заспя
927,schlafen::V,sove,спя
928,aufwachen::V,vågne,събудя се
929,aufstehen::V,stå op,стана
930,sich erholen::V,komme sig,отдъхвам си
931,krank werden::V,blive syg,заболея
932,krank sein::V,være syg,боледувам
933,schmerzen::V,smerte,боля
934,husten::V,hoste,кашлям
935,genesen::V,komme sig,оздравея
936,sterben::V,dø,умра
937,umkommen::V,omkomme,загина
938,sich bewegen::V,bevæge sig,движа се
939,sich bewegen::V,bevæge sig,мърдам се
940,sich rühren::V,røre på sig,движа се
941,sich erheben::V,rejse sig,стана
942,sich setzen::V,sætte sig,седна
943,laufen::V,løbe,ходя
944,schreiten::V,skride,крача
945,spazierengehen::V,gå en tur,разхождам се
946,eilen::V,ile,бързам
947,sich beeilen::V,skynde sig,побързам
948,sausen::V,suse,тичам
949,rennen::V,løbe,бягам
950,rennen::V,rende,бягам
951,springen::V,hoppe,скачам
952,springen::V,springe,скачам
953,klettern::V,klatre,катеря се
954,schaukeln::V,gynge,люлея се
955,kriechen::V,krybe,лазя
956,kriechen::V,krybe,пълзя
957,schwimmen::V,svømme,плувам
958,tauchen::V,dykke,гмуркам се
959,rudern::V,ro,греба
960,fahren::V,køre,пътувам
961,fliegen::V,flyve,летя
962,fliegen::V,flyve,хвърча
963,gehen::V,gå,ида
964,gehen::V,gå,вървя
965,weggehen::V,gå bort,отида си
966,abfahren::V,køre bort,отпътувам
967,anhalten::V,standse,спра се
968,hineingehen::V,gå ind,влизам
969,eintreten::V,træde ind,вляза
970,kommen::V,komme,ида
971,kommen::V,komme,дойда
972,ankommen::V,ankomme,пристигна
973,zurückkommen::V,komme tilbage,върна се
974,bleiben::V,blive,остана
975,bleiben::V,forblive,остана
976,warten::V,vente,чакам
977,erwarten::V,vente,очаквам
978,erwarten::V,afvente,очаквам
979,suchen::V,søge,търся
980,finden::V,finde,намеря
981,versuchen::V,forsøge,опитам
982,vorbereiten::V,forberede,подготвя
983,lieben::V,elske,любя
984,mögen::V,holde af,обичам
985,mögen::V,kunne lide,обичам
986,lachen::V,le,смея се
987,rühren::V,røre,трогна
988,weinen::V,græde,плача
989,schimpfen::V,skænde,ругая
990,schimpfen::V,skænde,псувам
991,sich ärgern::V,ærgre sig,ядосам се
992,sich fürchten::V,være bange,боя се
993,sich fürchten::V,være bange,страхувам се
994,fürchten::V,være bange for,боя се от
995,fürchten::V,være bange for,страхувам се от
996,fliehen::V,flygte,бягам
997,flüchten::V,flygte,бягам
998,flüchten::V,flygte,избягам
999,sehen::V,se,видя
1000,anschauen::V,se på,гледам
1001,anschauen::V,betragte,гледам
1002,ansehen::V,anse,поглеждам
1003,hören::V,høre,чувам
1004,zuhören::V,høre til,слушам
1005,probieren::V,smage,опитам
1006,probieren::V,smage på,опитам
1007,riechen::V,lugte,подуша
1008,fühlen::V,føle,усещам
1009,fühlen::V,føle,чувствувам
1010,scheinen::V,synes,изглеждам
1011,zu sehen sein::V,synes,виждам се
1012,vernehmen::V,erfare,доловя
1013,frieren::V,fryse,мръзна
1014,tun::V,gøre,правя
1015,können::V,kunne,мога
1016,wollen::V,ville,ща
1017,wollen::V,ville,искам
1018,anfangen::V,begynde,започна
1019,beenden::V,afslutte,свърша
1020,beenden::V,afslutte,завърша
1021,aufhören::V,ophøre,престана
1022,aufhören::V,holde op,престана
1023,gelingen::V,lykkes,успея
1024,gelingen::V,lykkes,сполуча
1025,geraten::V,blive,удам се
1026,öffnen::V,åbne,отворя
1027,schließen::V,lukke,затворя
1028,stellen::V,stille,поставя
1029,setzen::V,sætte,туря
1030,legen::V,lægge,сложа
1031,legen::V,lægge,слагам
1032,berühren::V,berøre,докосна
1033,verbinden::V,forbinde,свържа
1034,bedecken::V,dække,покрия
1035,bedecken::V,bedække,покрия
1036,aufhängen::V,hænge,закача
1037,aufhängen::V,hænge op,закача
1038,anzünden::V,tænde,запаля
1039,anzünden::V,antænde,запаля
1040,aufheben::V,løfte,вдигна
1041,aufheben::V,løfte,повдигна
1042,aufheben::V,tage op,вдигна
1043,aufheben::V,tage op,повдигна
1044,zurücklassen::V,lade tilbage,оставя
1045,verlieren::V,miste,загубя
1046,fallen lassen::V,tabe,изпусна
1047,fallen lassen::V,droppe,изпусна
1048,machen::V,gøre,направя
1049,herstellen::V,fremstille,произведа
1050,bauen::V,bygge,строя
1051,reparieren::V,reparere,поправя
1052,verbessern::V,rette,подобря
1053,verbessern::V,forbedre,подобря
1054,ändern::V,ændre,променя
1055,graben::V,grave,копая
1056,beugen::V,bøje,прегъна
1057,biegen::V,bøje,прегъна
1058,drehen::V,dreje,въртя
1059,wenden::V,vende,обърна
1060,umdrehen::V,dreje om,обърна
1061,heben::V,hæve,вдигам
1062,hochheben::V,løfte,издигна
1063,ergreifen::V,gribe fat i,хвана
1064,ergreifen::V,gribe fat i,обхвана
1065,halten::V,holde,държа
1066,drücken::V,trykke,натискам
1067,drücken::V,trykke,притискам
1068,schieben::V,skyde,тикам
1069,schieben::V,skubbe,тикам
1070,kratzen::V,klø,одраскам
1071,kratzen::V,kradse,одраскам
1072,lecken::V,slikke,лижа
1073,lecken::V,slikke,ближа
1074,beißen::V,bide,хапя
1075,beißen::V,bide,ухапя
1076,abreißen::V,rive af,откъсна
1077,abschneiden::V,skære af,отрежа
1078,binden::V,binde,вържа
1079,stecken::V,stikke,пъхна
1080,brechen::V,brække,троша
1081,klopfen::V,banke,чукам
1082,hauen::V,hugge,бия
1083,kleben::V,klistre,лепя
1084,kleben::V,klistre,залепя
1085,reiben::V,gnide,трия
1086,reiben::V,gnide,търкам
1087,streichen::V,smøre,намажа
1088,schleifen::V,slibe,остря
1089,schneiden::V,skære,режа
1090,schneiden::V,klippe,режа
1091,rütteln::V,ruske,разтърсвам
1092,schütteln::V,ryste,клатя
1093,schütteln::V,ryste,друсам
1094,schwenken::V,svinge,размахам
1095,schütten::V,hælde,сипя
1096,füllen::V,fylde,напълня
1097,einwickeln::V,pakke ind,увия
1098,einwickeln::V,pakke ind,завия
1099,tragen::V,bære,нося
1100,schleppen::V,slæbe,влача
1101,ziehen::V,trække,тегля
1102,ziehen::V,trække,дръпна
1103,aufbewahren::V,opbevare,съхраня
1104,werfen::V,kaste,хвърля
1105,fangen::V,fange,ловя
1106,fangen::V,fange,уловя
1107,packen::V,gribe,хвана
1108,verstecken::V,gemme,крия
1109,verstecken::V,gemme,скрия
1110,teilen::V,dele,разделя
1111,schicken::V,sende,изпращам
1112,bringen::V,bringe,донеса
1113,hinzufügen::V,tilføje,прибавя
1114,bekommen::V,få,сдобия се
1115,erhalten::V,få,получа
1116,nehmen::V,tage,взема
1117,wählen::V,vælge,избирам
1118,auswählen::V,udvælge,избера
1119,bewahren::V,bevare,пазя
1120,behindern::V,hindre,преча
1121,behindern::V,hindre,спъвам
1122,behindern::V,forhindre,преча
1123,behindern::V,forhindre,спъвам
1124,verderben::V,ødelægge,разваля
1125,beschädigen::V,beskadige,повредя
1126,zerbrechen::V,brække itu,счупя
1127,zerreißen::V,rive itu,скъсам
1128,zerstören::V,ødelægge,разруша
1129,verbrennen::V,brænde,изгоря
1130,geben::V,give,дам
1131,reichen::V,række,подам
1132,schenken::V,forære,подаря
1133,versprechen::V,love,обещая
1134,wünschen::V,ønske,желая
1135,loben::V,rose,хваля
1136,küssen::V,kysse,целувам
1137,wiegen::V,vugge,люлея
1138,zudecken::V,dække til,покрия
1139,wecken::V,vække,събудя
1140,zeigen::V,vise,покажа
1141,führen::V,føre,водя
1142,führen::V,føre,заведа
1143,lehren::V,lære,уча
1144,unterrichten::V,undervise,преподавам
1145,aufziehen::V,opdrage,отгледам
1146,leiten::V,lede,ръководя
1147,leiten::V,lede,управлявам
1148,antreiben::V,skynde på,подкарвам
1149,lassen::V,få til at,накарам
1150,einladen::V,indbyde,поканя
1151,einladen::V,invitere,поканя
1152,vereinigen::V,forene,съединя
1153,besuchen::V,besøge,посетя
1154,treffen::V,møde,срещна
1155,sich versammeln::V,forsamles,събера се
1156,spielen::V,lege,играя
1157,spielen::V,spille,играя
1158,singen::V,synge,пея
1159,tanzen::V,danse,танцувам
1160,sich trennen::V,skilles,разделя се
1161,verlassen::V,forlade,напусна
1162,retten::V,redde,спася
1163,bewachen::V,bevogte,охранявам
1164,schützen::V,skærme,запазя
1165,schützen::V,beskytte,запазя
1166,verteidigen::V,forsvare,защитя
1167,sich schlagen::V,slås,бия се
1168,schießen::V,skyde,стрелям
1169,siegen::V,sejre,победя
1170,ärgern::V,ærgre,ядосам
1171,schlagen::V,slå,бия
1172,schlagen::V,slå,ударя
1173,treten::V,sparke,ритам
1174,stechen::V,stikke,бодна
1175,stoßen::V,støde,бутна
1176,stoßen::V,støde,блъсна
1177,stehlen::V,stjæle,
1178,stören::V,forstyrre,смутя
1179,belästigen::V,genere,отегча
1180,belästigen::V,genere,безпокоя
1181,belästigen::V,ulejlige,отегча
1182,belästigen::V,ulejlige,безпокоя
1183,verbergen::V,skjule,скрия
1184,täuschen::V,villede,измамя
1185,betrügen::V,bedrage,измамя
1186,töten::V,dræbe,убия
1187,töten::V,dræbe,умъртвя
1188,wohnen::V,bo,живея
1189,arbeiten::V,arbejde,работя
1190,sammeln::V,samle,събера
1191,pflücken::V,plukke,бера
1192,pflücken::V,plukke,откъсна
1193,jagen::V,jage,ловувам
1194,fischen::V,fiske,ловя риба
1195,fassen::V,fange,хвана
1196,hüten::V,vogte,пазя
1197,treiben::V,drive,карам
1198,anbinden::V,binde fast,завържа
1199,füttern::V,fodre,храня
1200,melken::V,malke,доя
1201,hacken::V,hakke,сека
1202,gießen::V,hælde,полея
1203,reifen::V,modne,узрея
1204,zubereiten::V,tilberede,приготвя
1205,kochen::V,koge,варя
1206,backen::V,bage,пека
1207,braten::V,stege,пържа
1208,umrühren::V,røre om,разбъркам
1209,stricken::V,strikke,плета
1210,nähen::V,sy,шия
1211,färben::V,farve,боядисам
1212,reinigen::V,rense,почистя
1213,reinigen::V,gøre ren,почистя
1214,waschen::V,vaske,мия
1215,waschen::V,vaske,пера
1216,abwischen::V,tørre af,избърша
1217,spülen::V,skylle,плакна
1218,fegen::V,feje,измета
1219,kehren::V,feje,мета
1220,baden::V,bade,къпя се
1221,sich waschen::V,vaske sig,мия се
1222,ausziehen::V,tage af,съблека
1223,anziehen::V,tage på,облека
1224,sich anziehen::V,klæde sig på,облека се
1225,kämmen::V,rede,реша
1226,kämmen::V,rede,вчеша
1227,kämmen::V,frisere,реша
1228,kämmen::V,frisere,вчеша
1229,schmücken::V,pynte,накича
1230,schmücken::V,smykke,накича
1231,sagen::V,sige,кажа
1232,sprechen::V,snakke,говоря
1233,reden::V,tale,говоря
1234,reden::V,snakke,говоря
1235,sich unterhalten::V,snakke sammen,разговарям
1236,fragen::V,spørge,запитам
1237,bitten::V,bede,моля
1238,erzählen::V,berette,разкажа
1239,erzählen::V,fortælle,разкажа
1240,mitteilen::V,meddele,съобщя
1241,nennen::V,nævne,нарека
1242,rufen::V,råbe,викам
1243,rufen::V,råbe,повикам
1244,prahlen::V,prale,хваля се
1245,übersetzen::V,oversætte,преведа
1246,denken::V,tænke,мисля
1247,glauben::V,tro,вярвам
1248,bemerken::V,bemærke,забележа
1249,bemerken::V,lægge mærke til,забележа
1250,erkennen::V,genkende,позная
1251,begreifen::V,begribe,схвана
1252,verstehen::V,forstå,разбера
1253,lernen::V,lære,уча се
1254,wissen::V,vide,зная
1255,sich erinnern an::V,mindes,спомня си за
1256,sich erinnern an::V,huske på,спомня си за
1257,vergessen::V,glemme,забравя
1258,messen::V,måle,меря
1259,zählen::V,tælle,броя
1260,rechnen::V,regne,сметна
1261,lesen::V,læse,чета
1262,malen::V,male,рисувам
1263,zeichnen::V,tegne,рисувам
1264,schreiben::V,skrive,пиша
1265,besitzen::V,eje,имам
1266,besitzen::V,eje,притежавам
1267,besitzen::V,besidde,имам
1268,besitzen::V,besidde,притежавам
1269,kaufen::V,købe,купя
1270,kaufen::V,købe,купувам
1271,verkaufen::V,sælge,продам
1272,bezahlen::V,betale,заплатя
1273,zahlen::V,betale,платя
1274,beherrschen::V,beherske,владея
1275,ertragen::V,tåle,понеса
1276,ertragen::V,udholde,понеса
1277,hinfallen::V,,падна
