,Concept_ID,it,zh
387,Leiter::N,scala,梯子
388,Leiter::N,scala a pioli,梯子
389,Besen::N,scopa,扫帚
390,Spaten::N,vanga,铁锹
391,Schaufel::N,pala,铁锹
392,Gabel::N,forchetta,叉
393,Löffel::N,cucchiaio,食匙
394,Messer::N,coltello,刀
395,Nagel::N,chiodo,钉子
396,Netz::N,rete,网
397,Haken::N,uncino,钩子
398,Griff::N,mànico,把柄
399,Griff::N,maniglia,把柄
400,Schloss::N,serratura,锁
401,Bild::N,quadro,图画
402,Bild::N,immàgine,图画
403,Figur::N,figura,人像
404,Puppe::N,bàmbola,娃娃
405,Beutel::N,borsa,袋子
406,Beutel::N,sacchetto,袋子
407,Bündel::N,fascio,捆
408,Bündel::N,fagotto,捆
409,Tasche::N,borsa,手提包
410,Eimer::N,secchio,桶
411,Deckel::N,coperchio,盖子
412,Geschirr::N,stoviglie,餐具
413,Sack::N,sacco,袋子
414,Tasse::N,tazza,杯子
415,Topf::N,pèntola,锅
416,Kessel::N,paiolo,水壶
417,Kessel::N,calderone,水壶
418,Essen::N,pasto,进餐
419,Essen::N,mangiare,进餐
420,Nahrung::N,cibo,食物
421,Nahrung::N,alimento,食物
422,Speise::N,piatto,菜肴
423,Fleisch::N,carne,肉
424,Getreide::N,cereali,谷物
425,Brei::N,purè,粥
426,Brei::N,pappa,粥
427,Brot::N,pane,面包
428,Scheibe::N,fetta,片
429,Scheibe::N,trancia,片
430,Fett::N,grasso,脂肪
431,Butter::N,burro,黄油
432,Öl::N,olio,油
433,Salz::N,sale,盐
434,Suppe::N,zuppa,汤
435,Suppe::N,minestra,汤
436,Honig::N,miele,蜂蜜
437,Milch::N,latte,奶
438,Tee::N,tè,茶
439,Leder::N,pelle,皮革
440,Wolle::N,lana,毛线
441,Stoff::N,panno,织物
442,Stoff::N,tessuto,织物
443,Nadel::N,ago,针
444,Faden::N,filo,线
445,Knopf::N,bottone,纽扣
446,Knoten::N,nodo,结
447,Farbe::N,pittura,颜色
448,Kleidung::N,vestiti,衣服
449,Kleidung::N,vestiario,衣服
450,Hemd::N,camicia,衬衫
451,Kragen::N,bàvero,领子
452,Kragen::N,colletto,领子
453,Ärmel::N,mànica,袖子
454,Hose::N,calzoni,裤子
455,Gürtel::N,cintura,腰带
456,Mütze::N,berretto,帽子
457,Schuh::N,scarpa,鞋
458,Stiefel::N,stivale,靴子
459,Ring::N,anello,戒指
460,Band::N,nastro,带子
461,Band::N,fettuccia,带子
462,Kamm::N,pèttine,梳子
463,Spiegel::N,specchio,镜子
464,Riemen::N,cinghia,皮带
465,Schnur::N,corda,绳子
466,Leine::N,guinzaglio,皮带
467,Decke::N,coperta,被子
468,Kissen::N,cuscino,软垫
469,Kissen::N,guanciale,软垫
470,Tuch::N,fazzoletto,巾
471,Handtuch::N,asciugamano,手巾
472,Kraft::N,forza,力
473,Stärke::N,forza,力量
474,Stärke::N,vigore,力量
475,Stärke::N,fortezza,力量
476,Gesundheit::N,salute,健康
477,Krankheit::N,malattìa,病
478,Schmerz::N,dolore,痛
479,Wunde::N,piaga,伤口
480,Wunde::N,ferita,伤口
481,Fieber::N,febbre,发烧
482,Arznei::N,fàrmaco,药
483,Arznei::N,medicina,药
484,Brücke::N,ponte,桥
485,Brunnen::N,pozzo,井
486,Weide::N,pàscolo,牧场
487,Pfad::N,sentiero,小路
488,Weg::N,via,路
489,Weg::N,cammino,路
490,Straße::N,strada,街
491,Dorf::N,paese,村庄
492,Dorf::N,villaggio,村庄
493,Stadt::N,città,城市
494,Brief::N,lèttera,信
495,Buch::N,libro,书
496,Buchstabe::N,lèttera,字母
497,Zeitung::N,giornale,报纸
498,Leben::N,vita,生命
499,Tod::N,morte,死亡
500,Grab::N,tomba,坟墓
501,Grab::N,sepolcro,坟墓
502,Kirche::N,chiesa,教堂
503,Sünde::N,peccato,罪
504,Gott::N,dio,上帝
505,Arbeiter::N,operaio,工人
506,Arbeiter::N,lavoratore,工人
507,Chef::N,capo,上司
508,Chef::N,padrone,上司
509,Meister::N,mastro,师傅
510,Meister::N,maestro,师傅
511,Arzt::N,mèdico,医生
512,Arzt::N,dottore,医生
513,Lehrer::N,professore,教师
514,Geld::N,soldi,钱
515,Geld::N,denaro,钱
516,Geschäft::N,affare,交易
517,Geschäft::N,negozio,交易
518,Laden::N,negozio,商店
519,Preis::N,prezzo,价格
520,Ware::N,merce,商品
521,Nutzen::N,ùtile,好处
522,Nutzen::N,profitto,好处
523,Reichtum::N,ricchezza,财富
524,Welt::N,mondo,世界
525,Land::N,paese,国家
526,Staat::N,Stato,国家
527,König::N,re,国王
528,Macht::N,potere,权力
529,Grenze::N,confine,边界
530,Grenze::N,frontiera,边界
531,Krieg::N,guerra,战争
532,Feind::N,nemico,敌人
533,Gewalt::N,violenza,暴力
534,Kampf::N,lotta,战斗
535,Bogen[Waffe]::N,arco,弓
536,Pfeil::N,freccia,箭
537,Gewehr::N,fucile,枪
538,Fehler::N,errore,错误
539,Fehler::N,sbaglio,错误
540,Lüge::N,bugìa,谎话
541,Lüge::N,menzogna,谎话
542,Schaden::N,danno,损失
543,Unglück::N,sfortuna,不幸
544,Schuld::N,colpa,过错
545,Alter::N,età,年龄
546,Schluss::N,fine,结束
547,Zeit::N,tempo,时间
548,Tag::N,giorno,天
549,Tag::N,giornata,天
550,Morgen::N,mattina,早晨
551,Mittag::N,mezzogiorno,中午
552,Abend::N,sera,晚上
553,Abend::N,serata,晚上
554,Nacht::N,notte,夜
555,Woche::N,settimana,星期
556,Monat::N,mese,月
557,Jahr::N,anno,年
558,Frühling::N,primavera,春天
559,Sommer::N,estate,夏天
560,Herbst::N,autunno,秋天
561,Winter::N,inverno,冬天
562,Januar::N,gennaio,一月
563,Februar::N,febbraio,二月
564,März::N,marzo,三月
565,April::N,aprile,四月
566,Mai::N,maggio,五月
567,Juni::N,giugno,六月
568,Juli::N,luglio,七月
569,August::N,agosto,八月
570,September::N,settembre,九月
571,Oktober::N,ottobre,十月
572,November::N,novembre,十一月
573,Dezember::N,dicembre,十二月
574,Montag::N,lunedì,星期一
575,Dienstag::N,martedì,星期二
576,Mittwoch::N,mercoledì,星期三
577,Donnerstag::N,giovedì,星期四
578,Freitag::N,venerdì,星期五
579,Samstag::N,sàbato,星期六
580,Sonntag::N,domenica,星期日
581,groß::A,grande,大
582,klein::A,pìccolo,小
583,lang::A,lungo,长
584,kurz::A,corto,短
585,breit::A,largo,宽
586,schmal::A,stretto,细长的
587,dicht::A,denso,密
588,dick[Gegenstand]::A,spesso,厚
589,dünn::A,sottile,薄
590,fein::A,fine,细小
591,fein::A,delicato,细小
592,fest::A,sodo,固体
593,fest::A,fisso,固体
594,flach::A,piano,平坦
595,flach::A,piatto,平坦
596,glatt::A,liscio,光滑
597,hart::A,duro,硬
598,weich::A,molle,软
599,rund::A,rotondo,圆
600,spitz::A,aguzzo,尖
601,spitz::A,appuntito,尖
602,scharf::A,affilato,锋利
603,scharf::A,tagliente,锋利
604,stumpf::A,smussato,钝
605,schwer::A,pesante,重
606,schön::A,bello,美丽
607,heiß::A,caldo,烫
608,heiß::A,bollente,烫
609,warm::A,caldo,暖和
610,kalt::A,freddo,冷
611,kühl::A,fresco,凉
612,frisch::A,fresco,新鲜
613,feucht::A,ùmido,潮湿
614,nass::A,bagnato,湿
615,trocken::A,secco,干
616,voll::A,pieno,满
617,leer::A,vuoto,空
618,offen::A,aperto,敞开
619,geschlossen::A,chiuso,关闭
620,sauber::A,netto,干净
621,sauber::A,pulito,干净
622,schmutzig::A,sporco,肮脏
623,schmutzig::A,sùdicio,肮脏
624,roh::A,crudo,生
625,reif::A,maturo,成熟
626,lecker::A,ghiotto,好吃
627,lecker::A,squisito,好吃
628,süß::A,dolce,甜
629,bitter::A,amaro,苦
630,sauer::A,aspro,酸
631,sauer::A,acerbo,酸
632,hell::A,chiaro,亮
633,dunkel::A,buio,阴暗
634,dunkel::A,oscuro,阴暗
635,schwarz::A,nero,黑
636,weiß::A,bianco,白
637,rot::A,rosso,红
638,gelb::A,giallo,黄
639,blau::A,blu,蓝
640,blau::A,azzurro,蓝
641,grün::A,verde,绿
642,grau::A,grigio,灰色
643,bunt::A,variopinto,五彩
644,billig::A,a buon prezzo,便宜
645,billig::A,a buon mercato,便宜
646,teuer::A,caro,贵
647,wertvoll::A,prezioso,贵重
648,blind::A,cieco,瞎
649,taub::A,sordo,聋
650,kräftig::A,forte,强壮
651,kräftig::A,robusto,强壮
652,stark::A,forte,强壮
653,stark::A,vigoroso,强壮
654,schwach::A,dèbole,弱
655,fett::A,grasso,胖
656,schlank::A,snello,苗条
657,schlank::A,slanciato,苗条
658,hübsch::A,bello,漂亮
659,hübsch::A,carino,漂亮
660,böse::A,cattivo,邪恶
661,dumm::A,stùpido,笨
662,faul::A,pigro,懒惰
663,fleißig::A,diligente,勤奋
664,geizig::A,avaro,吝啬
665,klug::A,intelligente,聪明
666,geschickt::A,àbile,灵巧
667,lieb::A,caro,可爱
668,lustig::A,gaio,快乐
669,lustig::A,allegro,快乐
670,sanft::A,dolce,柔和
671,hungrig::A,affamato,饥饿
672,krank::A,malato,患病
673,krank::A,infermo,患病
674,nackt::A,nudo,裸体
675,traurig::A,triste,悲哀
676,lebendig::A,vivo,活
677,gut::A,buono,好
678,schlecht::A,cattivo,坏
679,richtig::A,giusto,正确
680,schlimm::A,grave,糟糕
681,wahr::A,vero,真
682,alt::A,vecchio,旧
683,neu::A,nuovo,新
684,ehemalig::A,vecchio,以前
685,ehemalig::A,d'una_volta,以前
686,alt[Lebewesen]::A,anziano,老
687,jung::A,giovane,年轻
688,arm::A,pòvero,贫穷
689,reich::A,ricco,富裕
690,bekannt::A,noto,出名
691,bekannt::A,conosciuto,出名
692,berühmt::A,famoso,著名
693,berühmt::A,cèlebre,著名
694,fremd::A,estràneo,陌生
695,fremd::A,straniero,陌生
696,verschieden::A,diverso,不同
697,verschieden::A,differente,不同
698,nah::A,vicino,近
699,nah::A,propinquo,近
700,fern::A,lontano,遥远
701,linker::A,sinistro,左
702,rechter::A,destro,右
703,anderer::A,altro,别的
704,erster::A,primo,第一
705,zweiter::A,secondo,第二
706,dritter::A,terzo,第三
707,letzter::A,ùltimo,最后
708,allein::ADV,solo,单独
709,allein::ADV,da solo,单独
710,auf einmal::ADV,insieme,同时
711,zusammen::ADV,insieme,一起
712,lange::ADV,a lungo,许久
713,plötzlich::ADV,all'improvviso,忽然
714,sofort::ADV,sùbito,立刻
715,sofort::ADV,all'istante,立刻
716,später::ADV,più tardi,以后
717,jetzt::ADV,ora,现在
718,jetzt::ADV,adesso,现在
719,heute::ADV,oggi,今天
720,morgen::ADV,domani,明天
721,bald::ADV,presto,即将
722,bald::ADV,tra poco,即将
723,dann::ADV,allora,然后
724,gestern::ADV,ieri,昨天
725,einst::ADV,prima,曾经
726,einst::ADV,un tempo,曾经
727,damals::ADV,allora,当时
728,danach::ADV,poi,随后
729,danach::ADV,dopo,随后
730,vorher::ADV,prima,事先
731,zuerst::ADV,prima,首先
732,zuerst::ADV,dapprima,首先
733,einmal::ADV,una volta,一次
734,manchmal::ADV,talvolta,有时
735,manchmal::ADV,qualche volta,有时
736,oft::ADV,spesso,时常
737,immer::ADV,sempre,总是
738,niemals::ADV,non mai,从未
739,hier::ADV,qua,这里
740,hierhin::ADV,qua,到这里
741,von hier::ADV,ne,由此
742,von hier::ADV,da qui,由此
743,dort::ADV,lì,那里
744,dorthin::ADV,là,到那里
745,geradeaus::ADV,diritto,一直往前
746,vorwärts::ADV,avanti,向前
747,rückwärts::ADV,all'indietro,向后
748,zurück::ADV,di indietro,退后
749,unten::ADV,giù,下面
750,unten::ADV,sotto,下面
751,hinab::ADV,giù,向下
752,hinab::ADV,in giù,向下
753,oben::ADV,su,上面
754,oben::ADV,sopra,上面
755,hinauf::ADV,in sù,向上
756,hinauf::ADV,in alto,向上
757,überall::ADV,dappertutto,到处
758,nicht::ADV,non,不
759,ein wenig::ADV,un po',一点儿
760,ein wenig::ADV,un poco,一点儿
761,kaum::ADV,a appena,几乎不
762,sehr::ADV,molto,很
763,so::ADV,così,如此
764,so::ADV,tanto,如此
765,noch::ADV,ancora,还
766,nur::ADV,solo,只
767,nur::ADV,soltanto,只
768,schon::ADV,già,已经
769,wieder::ADV,di nuovo,又
770,vergebens::ADV,invano,
771,vor::PRP,davanti a,在...面前
772,hinter::PRP,dietro,在...背后
773,unter::PRP,sotto,在...下面
774,durch::PRP,per,穿过
775,durch::PRP,attraverso,穿过
776,neben::PRP,a accanto a,在...旁
777,zwischen::PRP,fra,在...之间
778,wegen::PRP,a causa di,由于
779,dies::PRN,ciò,这
780,dies::PRN,questo,这
781,das::PRN,ciò,那
782,das::PRN,quello,那
783,alles::PRN,tutto,一切
784,ich::PRN,ìo,我
785,du::PRN,tu,你
786,er::PRN,lui,他
787,er::PRN,egli,他
788,wir::PRN,noi,我们
789,ihr::PRN,voi,你们
790,sie::PRN,loro,她
791,was::FPRN,che,什么
792,was::FPRN,che cosa,什么
793,wer::FPRN,chi,谁
794,wo::FADV,dove,哪里
795,wohin::FADV,dove,去哪里
796,wie::FADV,come,怎么
797,warum::FADV,perche,为什么
798,wieviel::FNUM,quanto,多少
799,eins::NUM,uno,一
800,zwei::NUM,due,二
801,drei::NUM,tre,三
802,vier::NUM,quattro,四
803,fünf::NUM,cinque,五
804,sechs::NUM,sei,六
805,sieben::NUM,sette,七
806,acht::NUM,otto,八
807,neun::NUM,nove,九
808,zehn::NUM,dieci,十
809,elf::NUM,ùndici,十一
810,zwölf::NUM,dodici,十二
811,zwanzig::NUM,venti,二十
812,dreißig::NUM,trenta,三十
813,vierzig::NUM,quaranta,四十
814,fünfzig::NUM,cinquanta,五十
815,sechzig::NUM,sessanta,六十
816,siebzig::NUM,settanta,七十
817,achtzig::NUM,ottanta,八十
818,neunzig::NUM,novanta,九十
819,hundert::NUM,cento,百
820,tausend::NUM,mille,千
821,und::CNJ,e,和
822,oder::CNJ,o,或者
823,stehen::V,stare in piedi,站
824,sitzen::V,sedere,坐
825,sitzen::V,stare seduto,坐
826,liegen::V,giacere,躺着
827,hängen::V,pèndere,挂着
828,hängen::V,èssere appeso,挂着
829,werden::V,farsi,成为
830,werden::V,diventare,成为
831,passieren::V,succèdere,发生
832,beginnen::V,cominciare,开始
833,enden::V,finire,终止
834,enden::V,terminare,终止
835,wechseln::V,variare,变迁
836,wechseln::V,cambiare,变迁
837,aufgehen[Sonne]::V,sòrgere,升起
838,aufgehen[Sonne]::V,spuntare,升起
839,untergehen[Sonne]::V,tramontare,下落
840,scheinen[Sonne]::V,splèndere,照射
841,donnern::V,tonare,打雷
842,wehen::V,soffiare,飘扬
843,strömen::V,fluire,流
844,fließen::V,fluire,流动
845,fließen::V,scorrere,流动
846,sich drehen::V,girarsi,转动
847,schwanken::V,oscillare,摇摆
848,schwanken::V,barcollare,摇摆
849,schwingen::V,vibrare,摇
850,schwingen::V,oscillare,摇
851,fallen::V,cadere,坠落
852,brennen::V,àrdere,燃烧
853,brennen::V,bruciare,燃烧
854,rauchen::V,fumare,冒烟
855,regnen::V,piòvere,下雨
