,Concept_ID,ml,ta
560,lustig::A,ആനന്ദകരമായ,களிப்புமிக்க
561,sanft::A,സൌമ്യമായ,சாதுவான
562,hungrig::A,വിശപ്പുള്ള,பசியுடன்
563,krank::A,അസുഖമുള്ള,நோயுற்று
564,nackt::A,നഡമായ,ஆடையற்ற
565,traurig::A,വിഷമമുള്ള,சோகமான
566,lebendig::A,ഉപജീവനം,பிழைப்பு
567,gut::A,നല്ല,நல்ல
568,schlecht::A,മോശമായ,கெட்ட
569,richtig::A,ശരിയായ,சரியான
570,schlimm::A,വൃത്തികെട്ട,அருவருப்பான
571,wahr::A,ശരിയായ,உண்மையான
572,alt::A,പഴയ,பழைய
573,neu::A,പുതിയ,புதிய
574,ehemalig::A,മുൻ,முன்நாள்
575,alt[Lebewesen]::A,വയസ്സുള്ള,வயதான
576,jung::A,കൌമാരമായ,இளமையான
577,arm::A,പാവപ്പെട്ട,ஏழ்மையான
578,reich::A,സമ്പന്നമായ,செல்வம் படைத்த
579,bekannt::A,പരിചിതമായ,பழக்கப்பட்ட
580,berühmt::A,പ്രശസ്തനായ,புகழ்பெற்ற
581,fremd::A,വൈദേശികമായ,அயல் நாட்டு
582,verschieden::A,വ്യത്യസ്തമായ,வித்தியாசமான
583,nah::A,അരികത്തുള്ള,பக்கத்தில் உள்ள
584,fern::A,അകലെയുള്ള,தொலை தூரத்தில்
585,linker::A,അവശേഷിച്ച,மீந்திருக்கும்
586,rechter::A,വലത്തേ,வலதுபக்கம்
587,anderer::A,മറ്റുള്ള,மற்ற
588,erster::A,ആദ്യത്തെ,முதனமையான
589,zweiter::A,രണ്ടാം,இரண்டாவது
590,dritter::A,മൂന്നാമത്,மூன்றாவது
591,letzter::A,അവസാനത്തെ,கடைசி
592,allein::ADV,തനിച്ചുള്ള,தனியாக
593,auf einmal::ADV,ഉടന്,தடீரென்று
594,zusammen::ADV,ഒരുമിച്ച,சேர்ந்து
595,lange::ADV,നീണ്ട_കാലത്തേയ്ക്ക്,அதிக நோம்
596,plötzlich::ADV,പെട്ടെന്ന്,தடீரென்று
597,sofort::ADV,തത്ക്ഷണം,உடனடியாக
598,später::ADV,പിന്നീട്,பிறகு
599,jetzt::ADV,ഇപ്പോൾ,இப்பொழது
600,heute::ADV,ഇന്ന്,இன்று
601,morgen::ADV,നാളെ,நாளைக்கு
602,bald::ADV,ഉടനെ,சீக்கிரம்
603,dann::ADV,അപ്പോൾ,அப்பொழுது
604,gestern::ADV,ഇന്നലെ,நேற்று
605,einst::ADV,പണ്ടൊരിക്കല്,ஒரே முறை
606,damals::ADV,അപ്പോൾ,அப்பொழுது
607,danach::ADV,പിന്നീട്,பிற்பாடு
608,vorher::ADV,മുൻപ്,முன்பாக
609,zuerst::ADV,ആദ്യം,முதலில்
610,einmal::ADV,ഒരിക്കൽ,ஒரே முறை
611,manchmal::ADV,ചിലപ്പോൾ,சில நேரங்களில்
612,oft::ADV,പലപ്പോഴും,அடிக்கடி
613,immer::ADV,എപ്പോഴും,எப்பொழுதும்
614,niemals::ADV,ഒരിക്കലും,ஒருபோதும் இல்லை
615,hier::ADV,ഇവിടെ,இங்கே
616,hierhin::ADV,ഇവിടേക്ക്,இவ்விடத்திற்கு
617,von hier::ADV,ഇവിടെനിന്ന്,இனி
618,dort::ADV,അവിടെ,அங்கே
619,dorthin::ADV,അവിടേക്ക്,அவ்விடத்திற்கு
620,geradeaus::ADV,മുമ്പിൽ,முன்னாலிருக்கும்
621,geradeaus::ADV,മുമന്നോട്ട്,முன்னாலிருக்கும்
622,vorwärts::ADV,മുന്നോട്ട്,முன்புறமாக
623,rückwärts::ADV,തലതിരിച്ച്,பின்னோக்கி
624,zurück::ADV,പുറകിലേക്ക്,பின்பக்கம்
625,unten::ADV,താഴെ,கீழாக
626,hinab::ADV,താഴേക്ക്,கீழ் நோக்கி
627,oben::ADV,മുകളിൽ,மேலே
628,hinauf::ADV,മുകളിൽ,மேலே
629,überall::ADV,എല്ലായിടത്തും,எல்லா இடத்திலும்
630,nicht::ADV,ഇല്ല,இல்லை
631,ein wenig::ADV,കുറച്ച്,கொஞ்சம்
632,kaum::ADV,കഷ്ടിച്ച്,அரிதாக
633,sehr::ADV,വളരെ,மிக்க
634,so::ADV,അങ്ങനെ,மிகவும்
635,noch::ADV,ഇപ്പോഴും,இப்பொழுதும்
636,nur::ADV,മാത്രം,மட்டும்
637,schon::ADV,നേരത്തേ തന്നെ,ஏற்கனவே
638,wieder::ADV,വീണ്ടും,மறுபடியும்
639,vergebens::ADV,വിഫല,வீண்
640,vor::PRP,മുമ്പിൽ,முன்
641,hinter::PRP,പുറകിൽ,பின்பக்கம்
642,unter::PRP,കീഴിൽ,கீழே
643,durch::PRP,ഉള്ളിലൂടെ,ஊடே
644,neben::PRP,അടുത്ത്,அடுத்து
645,zwischen::PRP,ഇടയ്ക്ക്,இடையில்
646,wegen::PRP,നിമിത്തം,ஏனெனில்
647,dies::PRN,ഇത്,இது
648,das::PRN,അത്,அது
649,alles::PRN,എല്ലാം,ஒவ்வொன்றும்
650,ich::PRN,ഞാൻ,நான்
651,du::PRN,നിങ്ങൾ,நீ
652,er::PRN,അദ്ദേഹം,அவன்
653,er::PRN,അയാൾ,அவன்
654,er::PRN,അവൻ,அவன்
655,er::PRN,അവർ,அவன்
656,er::PRN,അവൾ,அவன்
657,wir::PRN,നമ്മൾ,நாம்
658,wir::PRN,നമ്മൾ,நாங்கள்
659,ihr::PRN,നിങ്ങൾ,நீங்கள்
660,sie::PRN,അവർ,அவர்கள்
661,was::FPRN,എന്ത്,என்ன
662,wer::FPRN,ആര്,யார்
663,wo::FADV,എവിടെ,எங்கே
664,wohin::FADV,എവിടേക്ക്,எதற்கு
665,wie::FADV,എങ്ങനെ,எப்படி
666,warum::FADV,എന്തുകൊണ്ട്,ஏன்
667,wieviel::FNUM,എത്ര,எவ்வளவு
668,eins::NUM,ഒന്ന്,ஒன்று
669,zwei::NUM,രണ്ട്,இரண்டு
670,drei::NUM,മൂന്ന്,மூன்று
671,vier::NUM,നാല്,நான்கு
672,fünf::NUM,അഞ്ച്,ஐந்து
673,sechs::NUM,ആറ്,ஆறு
674,sieben::NUM,ഏഴ്,ஏழு
675,acht::NUM,എട്ട്,எட்டு
676,neun::NUM,ഒമ്പത്,ஒன்பது
677,zehn::NUM,പത്ത്,பத்து
678,elf::NUM,പതിനൊന്ന്,பதினொன்று
679,zwölf::NUM,പന്ത്രണ്ട്,பன்னிரண்டு
680,zwanzig::NUM,ഇരുപത്,இருபது
681,dreißig::NUM,മുപ്പത്,முப்பது
682,vierzig::NUM,നാൽപ്പത്,நாற்பது
683,fünfzig::NUM,അൻപത്,ஐமபது
684,sechzig::NUM,അറുപത്,அறுபது
685,siebzig::NUM,എഴുപത്,எழுபது
686,achtzig::NUM,എൺപത്,எண்பது
687,neunzig::NUM,തൊണ്ണൂറ്,தொன்னூறு
688,hundert::NUM,നൂറ്,நூறு
689,tausend::NUM,ആയിരം,ஆயிரம்
690,und::CNJ,ഉം,மற்றும்
691,oder::CNJ,അഥവാ,அல்லது
692,stehen::V,നിൽക്കുക,நில்
693,sitzen::V,ഇരിക്കുക,உட்கார்
694,liegen::V,കിടക്കുക,படு
695,hängen::V,തൂങ്ങുക,தொங்கச் செய்
696,werden::V,ആയിത്തീരുക,ஆகு
697,passieren::V,സംഭവിക്കുക,நிகழ்
698,beginnen::V,ആരംഭിക്കുക,ஆரம்பி
699,enden::V,അവസാനിപ്പിക്കുക,முடி
700,wechseln::V,മാറ്റുക,மாற்று
701,aufgehen[Sonne]::V,ഉയരുക,உயர எழு
702,untergehen[Sonne]::V,അടുക്കി_വയ്ക്കുക,பொறுத்து
703,scheinen[Sonne]::V,പ്രകാശിക്കുക,பிரகாசி
704,donnern::V,ഇടിവെട്ടുക,இடி
705,wehen::V,വീശുക,வீசு
706,strömen::V,ഒഴുകുക,பாயதல்
707,fließen::V,ഒഴുകുക,நீரோட்டம் போக்கில் போ
708,sich drehen::V,ചുറ്റുക,சுழல்
709,sich drehen::V,കറക്കുക,சுழல்
710,schwanken::V,ഇരുവശത്തേയ്ക്കും_ആടുക,தள்ளாடு
711,schwingen::V,ആടുക,ஆடு
712,fallen::V,വീഴുക,விழு
713,brennen::V,കത്തുക,எரி
714,rauchen::V,പുകയുക,பகை பிடி
715,regnen::V,മഴ_പെയ്യുക,மழை பெய்
716,gefrieren::V,തണത്ത്_മരവിക്കുക,உறைந்துவிடு
717,tauen::V,അലിയുക,உருகு
718,schmelzen::V,ഉരുകുക,உருகு
719,trocknen::V,വരളുക,உலர்த்து
720,sieden::V,തിളപ്പിക്കുക,கொதிக்க வை
721,faulen::V,ചീയുക,அழுகச் செய்
722,verfaulen::V,അഴുകുക,அழுகச் செய்
723,reißen::V,ശബ്ദത്തോടെ_മുറിയുക,திடீரென அறு
724,versinken::V,മുക്കുക,மூழ்கு
725,vergehen::V,കടന്നുപോകുക,கடந்துசெல்
726,erscheinen::V,പ്രത്യക്ഷപ്പെടുക,தோன்றச்
727,verschwinden::V,അദൃശ്യമാകുക,மறைந்து போ
728,sinken::V,താഴുക,பதைவுறு
729,abnehmen::V,കുറിയുക,குறை
730,zunehmen::V,വർദ്ധിക്കുക,உயர்த்து
731,steigen::V,ഉയരുക,உயர எழு
732,wachsen::V,വളരുക,வளர்
733,glänzen::V,മിന്നുക,மிளிர்
734,funkeln::V,തിളങ്ങുക,பிரகாசி
735,lärmen::V,ശബ്ദമുണ്ടാക്കുക,கொம்பு
736,läuten::V,മണിമുഴങ്ങുക,மணியொலியிசை
737,klingeln::V,ചിലമ്പുക,மணி அடி
738,klirren::V,കിലുക്കുക,கிலுங்கு
739,brausen::V,മുഴങ്ങുക,இரைதல்
740,rauschen::V,അനങ്ങുക,சலசலப்பு
741,klingen::V,മുഴക്കുക,சிலம்புதல்
742,bellen::V,കുരയ്ക്കുക,குரை
743,heulen::V,ഓരിയിടുക,ஊளையிடு
744,blasen::V,ഊതുക,ஊது
745,pfeifen::V,വിസിലടിക്കുക,சீழ்க்கை எழப்பு
746,schreien::V,ആക്രോശിക്കുക,கூச்சலிடு
747,stöhnen::V,അരക്കം,வேதனை
748,stöhnen::V,ആർത്തനാദം,வேதனை
749,zittern::V,വിറയ്ക്കുക,நடுங்கு
750,leben::V,താമസിക്കുക,உயிருடனிரு
751,geboren werden::V,ജനിക്കുക,பிற
752,atmen::V,ശ്വസിക്കുക,சுவாசி
753,trinken::V,കുടിക്കുക,குடி
754,essen::V,കഴിക്കുക,சாப்பிடு
755,schlucken::V,വിഴുങ്ങുക,முழுங்கு
756,müde werden::V,ക്ഷീണിക്കുക,கையயர்தல்
757,einschlafen::V,നിദ്രിക്കുക,தூங்க
758,schlafen::V,ഉറങ്ങുക,தூங்கு
759,aufwachen::V,ഉണരുക,எழுப்பு
760,aufstehen::V,എഴുന്നേൽക്കുക,எழுந்திரு
761,sich erholen::V,വിശ്രമിക്കുക,இளைப்பாறு
762,krank werden::V,ദീനംപിടിക്കുക,விழுதல்
763,krank sein::V,രോഗികളാകുക,நருக்கலாயிருக்க
764,schmerzen::V,വേദനിക്കുക,நோவுறு
765,husten::V,ചുമയ്ക്കുക,இருமு
766,genesen::V,സുഖപ്പെടുക,குணம் அடை
767,sterben::V,മരിക്കുക,மரணமடை
768,umkommen::V,മരിക്കുക,நசி
769,sich bewegen::V,സ്ഥലം_മാറുക,நகர்த்து
770,sich rühren::V,ചലിക്കുക,அசை
771,sich erheben::V,നിൽക്കുക,எழுந்து நில்
772,sich setzen::V,ഇരിക്കുക,உட்கார்
773,hinfallen::V,വീഴുക,விழு
774,laufen::V,നടക്കുക,நட
775,schreiten::V,നടക്കുക,கவடுவைத்தல்
776,spazierengehen::V,ഉലാത്തുക,உலவு
777,eilen::V,പാഞ്ഞെത്തുക,விரைந்து
778,sich beeilen::V,തിരിക്കുകൂട്ടുക,அவசரப்படுத்து
779,sich beeilen::V,തിടുക്കം_കാട്ടുക,அவசரப்படுத்து
780,sausen::V,കുതിക്കുക,விரைந்து செல்
781,rennen::V,ഓടുക,ஓடு
782,springen::V,ചാടുക,குதி
783,klettern::V,കയറുക,ஏறு
784,schaukeln::V,ഇളകുക,தள்ளாடு
785,kriechen::V,പതുങ്ങികയറുക,மெதுவாக நடந்து செல்
786,schwimmen::V,നീന്തുക,நீந்து
787,tauchen::V,വെള്ളത്തിലേക്ക് ചാടുക,மூழ்கி நீச்சலடி
788,rudern::V,തുഴയുക,துடுப்புப் போடு
789,fahren::V,വാഹനം ഓടിക്കുക,ஓட்டு
790,fliegen::V,പറക്കുക,பற
791,gehen::V,പോകുക,போ
792,weggehen::V,വിടുക,விலகிச் செல்
793,abfahren::V,പുറപ്പെടുക,புறப்பட்டுச் செல்
794,anhalten::V,നിർത്തുക,நின்றுவிடு
795,hineingehen::V,പ്രവേശിക്കുക,மறையச் செய்
796,eintreten::V,പ്രവേശിക്കുക,நுழை
797,kommen::V,വരുക,வா
798,ankommen::V,എത്തിച്ചേരുക,வநது சேர்
799,zurückkommen::V,തിരിച്ചു വരുക,திரும்பி வா
800,bleiben::V,തുടരുക,இரு
801,warten::V,കാത്തിരിക്കുക,தாமதி
802,erwarten::V,പ്രതീക്ഷിക്കുക,எதிர்நோக்கு
803,suchen::V,തിരയുക,தேடு
804,finden::V,കണ്ടെത്തുക,கண்டுபிடி
805,versuchen::V,ശ്രമിക്കുക,முயற்சி செய்
806,vorbereiten::V,തയ്യാറെടുക്കുക,ஆயத்தம் செய்
807,lieben::V,സ്നേഹിക്കുക,அன்பு செலுத்து
808,mögen::V,ഇഷ്ടപ്പെടുക,விரும்பு
809,lachen::V,ചിരിക്കുക,சிரி
810,rühren::V,ഹൃദയം സ്പർശിക്കുക,இதயத்தைத் தொடு
811,weinen::V,തേങ്ങുക,அழு
812,schimpfen::V,പിറുപിറുക്കുക,சாபமிடு
813,sich ärgern::V,കോപിക്കുക,கோப்பபடு
814,sich fürchten::V,പേടിക്കുക,பயப்படு
815,fürchten::V,പേടിക്കുക,பயப்படுத்து
816,fliehen::V,രക്ഷപ്പെടുക,ஓடு
817,flüchten::V,രക്ഷപ്പെടുക,தப்பிவிடு
818,sehen::V,കാണുക,பார்
819,anschauen::V,നോക്കുക,கூர்ந்து கவனி
820,ansehen::V,നോക്കുക,கவனி
821,hören::V,കേൾക്കുക,கேள்
822,zuhören::V,ശ്രദ്ധിക്കുക,சுவைத்துப் பார்
823,probieren::V,രുചിയുള്ളതായി_തോന്നുക,ருசி
824,riechen::V,മണത്തു_നോക്കുക,முகர்ந்து பார்
825,fühlen::V,സ്പർശിച്ചറിയുക,தொட்டுணர்
826,scheinen::V,കാണപ്പെടുക,காணப்படு
827,zu sehen sein::V,വെളിച്ചപ്പെടുക,தோன்றுதல்
828,vernehmen::V,കേൾക്കുക,கேள்
829,frieren::V,വിറയ്ക്കുക,குதுகுதுகு
830,tun::V,ചെയ്യുക,செய்
831,können::V,കഴിയുക,இயல்வது
832,wollen::V,വേണുക,விரும்பு
833,anfangen::V,തുടങ്ങുക,தொடங்கு
834,beenden::V,പൂർത്തിയാക്കുക,முடி
835,aufhören::V,നിർത്തുക,நிறுத்து
836,gelingen::V,വിജയിക്കുക,வெற்றி
837,geraten::V,പരിണമിക്കുക,ஏற்படுத்து
838,öffnen::V,തുറക്കുക,திற
839,schließen::V,അടയ്ക്കുക,மூடு
840,stellen::V,വയ്ക്കുക,வை
841,setzen::V,വയ്ക്കുക,வை
842,legen::V,ഇടുക,பரப்பி வை
843,berühren::V,തൊടുക,பதி
844,verbinden::V,ഘടിപ്പിക്കുക,சேர்
845,bedecken::V,മുടുക,உறைபோடு
846,aufhängen::V,കെട്ടിതൂക്കുക,தொங்கவிடு
847,anzünden::V,കത്തിക്കുക,எரியூட்டு
848,aufheben::V,പെറുക്കിയെടുക്കുക,பொறுக்கி எடு
849,zurücklassen::V,വച്ചുപോരുക,விட்டுச் செல்
850,verlieren::V,നഷ്ടപ്പെടുക,இழ
851,fallen lassen::V,വീഴ്ത്തുക,அளவில் குறைவு
852,machen::V,ഉണ്ടാക്കുക,தயார்செய்
853,herstellen::V,ഉൽപാദിപ്പിക്കുക,உற்பத்தி செய்
854,bauen::V,നിർമ്മിക്കുക,கட்டு
855,reparieren::V,നന്നാക്കുക,பழுது பார்
856,verbessern::V,മെച്ചപ്പെടുക,மேம்படுத்து
857,ändern::V,മാറ്റംവരുത്തുക,மாற்றி அமை
858,graben::V,കുഴിക്കുക,குழி வெட்டு
859,beugen::V,വണങ്ങുക,வனை
860,biegen::V,കുനിയുക,வனை
861,drehen::V,തിരിക്കുക,சுழல்
862,wenden::V,തിരിയുക,குடைகவிழு
863,umdrehen::V,തിരിയുക,சுற்றும் முற்றும் பார்
864,heben::V,ഉയർത്തുക,தூக்கு
865,hochheben::V,ഉയർത്തുക,தூக்கு
866,ergreifen::V,ബലമായി_പിടിക്കുക,பறி
867,halten::V,പിടിക്കുക,பிடித்துக் கொள்
868,drücken::V,അമർത്തുക,அழுத்து
869,schieben::V,തള്ളുക,தள்ளு
870,kratzen::V,ചുരണ്ടുക,கீறு
871,lecken::V,നക്കുക,நக்கு
872,beißen::V,കടിക്കുക,கடி
873,abreißen::V,കീറിക്കളയുക,கிழி
874,abschneiden::V,മുറിച്ചുമാറ്റുക,வெட்டி எடு
875,binden::V,കെട്ടുക,கட்டு
876,stecken::V,തുളയ്ക്കുക,பதிய வை
877,brechen::V,ഉടയുക,உடை
878,klopfen::V,തട്ടുക,தட்டு
879,hauen::V,അടിക്കുക,அடி
880,kleben::V,ഒട്ടിക്കുക,ஒட்டு
881,reiben::V,തിരുമ്മിത്തുടയ്ക്കുക,தேய்
882,streichen::V,പടർത്തുക,பரவச்செய்
883,schleifen::V,പൊടിക്കുക,அரை
884,schneiden::V,മുറിക്കുക,துண்டாக்கு
885,rütteln::V,മുട്ടുക,மெல்ல தள்ளு
886,schütteln::V,കുലുക്കുക,குலுக்கு
887,schwenken::V,ആടുക,ஊஞ்சலாடு
888,schütten::V,ഒഴിക്കുക,ஊற்று
889,füllen::V,നിറയ്ക്കുക,நிரப்பு
890,einwickeln::V,പൊതിയുക,சுற்று
891,tragen::V,വഹിക്കുക,எடுத்துச் செல்
892,schleppen::V,വലിച്ചിഴയ്ക്കുക,இழுத்துச் செல்
893,ziehen::V,വലിക്കുക,இழு
894,aufbewahren::V,വയ്ക്കുക,வைத்துக் கொள்
895,werfen::V,എറിയുക,வீசி எறி
896,fangen::V,പിടിക്കുക,பிடி
897,packen::V,തട്ടിപ്പറിക്കുക,பிடித்துக்கொள்
898,verstecken::V,മറയ്ക്കുക,மறை
899,teilen::V,വിഭജിക്കുക,பாகங்களாகப் பிரி
900,schicken::V,അയയ്ക്കുക,அனுப்பு
901,bringen::V,കൊണ്ടുവരുക,கொண்டு வா
902,hinzufügen::V,കൂട്ടുക,சேர்
903,bekommen::V,കിട്ടുക,பெறு
904,erhalten::V,സ്വീകരിക്കുക,பெறு
905,nehmen::V,എടുക്കുക,எடு
906,wählen::V,തിരഞ്ഞെടുക്കുക,தேர்ந்தெடு
907,auswählen::V,തിരഞ്ഞെടുക്കുക,தேர்ல்தெடு
908,bewahren::V,പുലർത്തുക,கெடாது பேணு
909,behindern::V,തടയിടുക,தடங்கல் செய்
910,verderben::V,നശിപ്പിക്കുക,நாசமாக்கு
911,beschädigen::V,ക്ഷതമേൽപ്പിക്കുക,சேதப்படுத்து
912,zerbrechen::V,ഉടയുക,உடை
913,zerreißen::V,കീറുക,கிழி
914,zerstören::V,നശിപ്പിക്കുക,அழி
915,verbrennen::V,കത്തിനശിക്കുക,எரியூட்டு
916,verbrennen::V,കത്തിച്ചുകളയുക,எரியூட்டு
917,geben::V,കൊടുക്കുക,கொடு
918,geben::V,തരുക,கொடு
919,reichen::V,കൈമാറുക,வழங்கு
920,schenken::V,സമ്മാനം കൊടുക്കുക,மொயத்தல்
921,versprechen::V,വാഗ്ദാനം_നൽകുക,உறுதியளி
922,wünschen::V,ആഗ്രഹിക്കുക,ஆசைப்படு
923,loben::V,പുകഴ്ത്തുക,புகழ்ச்சி கூறு
924,küssen::V,ഉമ്മവയ്ക്കുക,முத்தமிடு
925,wiegen::V,ഇളകുക,ஆட்டுத்தல்
926,zudecken::V,മുടുക,உறைபோடு
927,wecken::V,ഉണർത്തുക,எழுப்பு
928,zeigen::V,കാണിക്കുക,காட்டு
929,führen::V,നടത്തുക,வழிகாட்டி
930,lehren::V,പഠിപ്പിക്കുക,சொல்லிக் கொடு
931,unterrichten::V,പരിശീലിപ്പിക്കുക,அறிவுரை கூறு
932,aufziehen::V,വളർത്തിക്കൊണ്ടുവരുക,வளர்
933,leiten::V,നയിക്കുക,அழைத்துச் செல்
934,antreiben::V,പ്രേരിപ്പിക്കുക,தூண்டு
935,lassen::V,അനുവദിക്കുക,விடு
936,einladen::V,ക്ഷണിക്കുക,அழை
937,vereinigen::V,കൂടിച്ചേരുക,ஒன்றாகச் சேர்
938,besuchen::V,സന്ദർശിക്കുക,வருகை புரி
939,treffen::V,തമ്മിൽ കാണുക,சந்தி
940,sich versammeln::V,സംയോജിപ്പിക്കുക,தொகுப்பு
941,spielen::V,കളിക്കുക,விளையாடு
942,singen::V,പാടുക,பாடு
943,tanzen::V,നൃത്തം ചെയ്യുക,நடனமாடு
944,sich trennen::V,നേർപെടുത്തുക,தனிப்படடுத்து
945,verlassen::V,പിൻവാങ്ങുക,கைவிடு
946,retten::V,രക്ഷിക്കുക,காப்பாற்று
947,bewachen::V,കാവൽനിൽക്കുക,காவல் செய்
948,schützen::V,പരിരക്ഷിക്കുക,பாதுகாப்பு செய்
949,verteidigen::V,പ്രതിരോധിക്കുക,எதிர்த்து நில்
950,sich schlagen::V,കലഹിക്കുക,பூசலிடு
951,schießen::V,വെടിവെക്കുക,சுட்டுக் கொல்
952,siegen::V,വിജയിക്കുക,வெற்றி பெறு
953,ärgern::V,വിഷമിപ്പിക്കുക,எரிச்சலூட்டு
954,schlagen::V,അടിക്കുക,அடி
955,treten::V,തൊഴിക്കുക,உதை
956,stechen::V,കുത്തുക,கொட்டு
957,stoßen::V,തള്ളുക,நெருக்கு
958,stehlen::V,മോഷ്ടിക്കുക,திருடு
959,stören::V,ശല്യപ്പെടുത്തുക,தொல்லைகொடு
960,belästigen::V,മെനക്കെടുക,தொல்லை கொடு
961,verbergen::V,മറയ്ക്കുക,மறை
962,verbergen::V,ഒളിക്കുക,மறை
963,täuschen::V,കബളിപ്പിക്കുക,ஏமாற்று
964,betrügen::V,ചതിക്കുക,ஏமாற்று
965,töten::V,കൊല്ലുക,கொல்
966,wohnen::V,താമസിക്കുക,தங்கியிரு
967,arbeiten::V,ജോലിചെയ്യുക,வேலை செய்
968,sammeln::V,സഞ്ചയിക്കുക,ஒன்றுசேர்
969,pflücken::V,പറിച്ചെടുക്കുക,கொய்து எடு
970,jagen::V,വേട്ടയാടുക,வேட்டையாடு
971,fischen::V,മീൻ പിടിക്കുക,மீன் பிடி
972,fassen::V,പിടിക്കുക,பிடி
973,hüten::V,ചേർക്കുക,காவல் செய்
974,treiben::V,വാഹനം_ഓടിക്കുക,ஓட்டு
975,anbinden::V,കെട്ടിയിടുക,கட்டு
976,füttern::V,തീറ്റുക,உணவளி
977,melken::V,പാലുകറക്കുക,பால் கற
978,hacken::V,വെട്ടിമുറിക്കുക,வெட்டி எடு
979,gießen::V,നനയ്ക്കുക,நீர்ப் பாய்ச்சு
980,reifen::V,പാകമാകുക,பழு
981,zubereiten::V,പാചകം_ചെയ്യുക,சமையல் செய்
982,kochen::V,വേവിക്കുക,வேகவை
983,backen::V,ബേക്ക് ചെയ്യുക,வெப்பத்தில் வாட்டு
984,braten::V,പോരിക്കുക,பொரியச் செய்
985,umrühren::V,ഇളക്കുക,கலக்கு
986,stricken::V,മെടയുക,பின்னியிழை
987,nähen::V,തുന്നുക,தையல் வேலை செய்
988,färben::V,ചായം പൂശുക,வண்ணம் பெறச் செய்
989,reinigen::V,വൃത്തിയാക്കുക,சுத்தம் செய்
990,waschen::V,കഴുകുക,கழுவு
991,abwischen::V,തുടയ്ക്കുക,துடை
992,spülen::V,കഴുകുക,அலசு
993,fegen::V,അടിച്ചുവാരുക,பெறுக்கு
994,kehren::V,അടിച്ചുവാരുക,பெறுக்கு
995,baden::V,നീന്തിത്തുടിക്കുക,குளி
996,sich waschen::V,കഴുകുക,கழுவு
997,ausziehen::V,ഇഴുക്കുക,கழற்று
998,anziehen::V,ഉടുക്കുക,புனைதல்
999,sich anziehen::V,ധരിച്ച നേടുകയുക,உடுத்துதல்
1000,kämmen::V,മുടിചീകുക,தலை வாரிக் கொள்
1001,schmücken::V,അലങ്കരിക്കുക,அழகுபடுத்து
1002,sagen::V,പറയുക,சொல்
1003,sprechen::V,സംസാരിക്കുക,பேசு
1004,reden::V,സംസാരിക്കുക,பெசு
1005,sich unterhalten::V,നർമ്മസല്ലാപം നടത്തുക,இயல்பாக பேசிக்கொண்டிரு
1006,fragen::V,ചോദിക്കുക,கேள்
1007,bitten::V,അപേക്ഷിക്കുക,வேண்டு
1008,erzählen::V,പറയുക,சொல்
1009,mitteilen::V,അറിയിക്കുക,சொல்
1010,nennen::V,പേരിടുക,பெயரிடுதல்
1011,rufen::V,വിളിക്കുക,கூச்சலிடு
1012,prahlen::V,പൊങ്ങച്ചം പറയുക,தற்பெருமை பேசு
1013,übersetzen::V,പരിഭാഷപ്പെടുത്തുക,மொழிபெயர்ப்பு செய்
1014,denken::V,ചിന്തിക്കുക,யோசி
1015,glauben::V,വിശ്വസിക്കുക,நம்பு
1016,bemerken::V,ശ്രദ്ധിക്കുക,கவனி
1017,erkennen::V,തിരിചറിയുക,அடையாளம் கண்டுகொள்
1018,begreifen::V,കൈപ്പിടിയിലാക്കുക,பற்றிக்கொள்
1019,verstehen::V,മനസ്സിലാക്കുക,புரிந்து கொள்
1020,lernen::V,പഠിക്കുക,கற்றுக்கொள்
1021,wissen::V,അറിയുക,தெரிந்திரு
1022,sich erinnern an::V,ഓർമിക്കുക,நினைவு கூர்
1023,vergessen::V,മറക്കുക,மற
1024,messen::V,അളക്കുക,அளவிடு
1025,zählen::V,എണ്ണിത്തിട്ടപ്പെടുത്തുക,எண்ணு
1026,rechnen::V,ഗണിക്കുക,கணக்கிடு
1027,lesen::V,വായിക്കുക,படி
1028,malen::V,ചിത്രം വരയ്ക്കുക,வண்ணச்சித்திரம்
1029,zeichnen::V,വരയ്ക്കുക,வரை
1030,schreiben::V,എഴുതുക,எழுது
1031,besitzen::V,സ്വന്തമാക്കുക,உடைமையாகக் கொண்டிரு
1032,kaufen::V,വാങ്ങുക,வாங்கு
1033,verkaufen::V,വിൽക്കുക,விற்பனை செய்
1034,bezahlen::V,പരിഹാരം ചെയ്യുക,இறுத்தல்
1035,zahlen::V,പണം അടയ്ക്കുക,பணம் செலுத்து
1036,beherrschen::V,ഭരിക്കുക,ஆட்சிசெய்
1037,ertragen::V,താങ്ങുക,தாங்கு
