,Concept_ID,ar,eu
178,Bulle::N,ثور,zezen
179,Pferd::N,خيل,zaldi
180,Schaf::N,شاة,ardi
181,Schwein::N,خنزير,urde
182,Schwein::N,خنزير,txerri
183,Hund::N,كلب,txakur
184,Katze::N,قطة,katu
185,Bär::N,دب,hartz
186,Eichhörnchen::N,سنجاب,urtxintxa
187,Elch::N,موظ,altze
188,Fuchs::N,ثعلب,azeri
189,Hase::N,أرنب,erbi
190,Maus::N,فأرة,sagu
191,Wolf::N,ذئب,otso
192,Vogel::N,طير,txori
193,Vogel::N,طير,hegazti
194,Schwarm::N,سرب,aldra
195,Huhn::N,دجاجة,oilo
196,Hahn::N,ديك,oilar
197,Gans::N,وزة,antzara
198,Adler::N,نسر,arrano
199,Ente::N,بطة,ahate
200,Eule::N,بوم,hontza
201,Kranich::N,كركي,kurrilo
202,Krähe::N,غراب,bele
203,Kuckuck::N,وقواق,kuku
204,Schwan::N,إوز عراقي,beltxarga
205,Fisch::N,سمك,arrain
206,Barsch::N,فرخ أوربي,perka
207,Hecht::N,سمك الكراكي,lutxo
208,Schlange[Tier]::N,حية,suge
209,Schlange[Tier]::N,ثعبان,suge
210,Wurm::N,دودة,har
211,Spinne::N,عنكبوت,armiarma
212,Ameise::N,نملة,inurri
213,Laus::N,قملة,zorri
214,Mücke::N,ناموسة,eltxo
215,Fliege::N,ذبابة,euli
216,Schmetterling::N,فراشة,pinpirin
217,Schmetterling::N,فراشة,tximeleta
218,Beere::N,حبة,baia
219,Apfel::N,تفاح,sagar
220,Pilz::N,فطر,onddo
221,Pilz::N,فطر,perretxiko
222,Zwiebel::N,بصل,tipula
223,Saat::N,زرع,haziak
224,Korn::N,حبة,ale
225,Korn::N,حبة,pikor
226,Heu::N,دريس,belar ondu
227,Schale::N,قشرة,azal
228,Grube::N,نقرة,hobi
229,Falle::N,فخ,harrapagailu
230,Falle::N,مصيدة,harrapagailu
231,Schlinge::N,عروة,bilur
232,Schlinge::N,عروة,xedera
233,Spur::N,أثر,lorratz
234,Asche::N,رماد,errauts
235,Dreck::N,قذر,satsukeria
236,Eisen::N,حديد,burdina
237,Gold::N,ذهب,urre
238,Gold::N,ذهب,urregorri
239,Silber::N,فضة,zilar
240,Silber::N,فضة,urrezuri
241,Kohle::N,فحم,ikatz
242,Glas::N,زجاج,beira
243,Lehm::N,طين,buztin
244,Sand::N,رمل,harea
245,Sand::N,رمل,hondar
246,Mensch::N,إنسان,gizaki
247,Mann::N,رجل,gizon
248,Frau::N,امرأة,andere
249,Frau::N,امرأة,emakume
250,Kind::N,طفل,haur
251,Junge::N,ولد,mutil
252,Mädchen::N,بنت,neska
253,Familie::N,عائلة,sendi
254,Familie::N,عائلة,familia
255,Großvater::N,جد,aitona
256,Großvater::N,جد,aitatxi
257,Großmutter::N,جدة,amona
258,Großmutter::N,جدة,amatxi
259,Eltern::N,أبوان,gurasoak
260,Eltern::N,والدان,gurasoak
261,Vater::N,أب,aita
262,Mutter::N,أم,ama
263,Sohn::N,إبن,seme
264,Tochter::N,بنت,alaba
265,Tochter::N,إبنة,alaba
266,Bruder::N,أخ,neba
267,Bruder::N,أخ,anaia
268,Bruder::N,شقيق,neba
269,Bruder::N,شقيق,anaia
270,Schwester::N,أخت,ahizpa
271,Onkel::N,عم,osaba
272,Tante::N,عمة,izeba
273,Ehemann::N,زوج,senar
274,Ehefrau::N,زوجة,emazte
275,Freude::N,فرح,poz
276,Freude::N,فرح,pozkari
277,Freude::N,سرور,poz
278,Freude::N,سرور,pozkari
279,Gelächter::N,قهقهة,barre
280,Gelächter::N,قهقهة,karkara
281,Glück::N,سعادة,zori
282,Kummer::N,غم,xangrin
283,Kummer::N,غم,atsekabe
284,Wunsch::N,منية,nahi
285,Wunsch::N,منية,nahikunde
286,Lust::N,شهوة,gogo
287,Geist::N,روح,gogo
288,Gedanke::N,فكرة,gogoeta
289,Gedächtnis::N,ذاكرة,oroimen
290,Gedächtnis::N,ذاكرة,gogoramen
291,Verstand::N,عقل,adimen
292,Verstand::N,عقل,ulermen
293,Sinn::N,معنى,zentzu
294,Grund::N,سبب,zergati
295,Wahrheit::N,حقيقة,egia
296,Gespräch::N,محادثة,hizketa
297,Gespräch::N,محادثة,elkarrizketa
298,Märchen::N,خرافة,ipuin
299,Erzählung::N,قصة,edesti
300,Erzählung::N,قصة,kontakizun
301,Erzählung::N,حكاية,edesti
302,Erzählung::N,حكاية,kontakizun
303,Nachricht::N,خبر,albiste
304,Neuigkeit::N,خبر جديد,berri
305,Name::N,اسم,izen
306,Rätsel::N,لغز,asmakizun
307,Rede::N,خطبة,hitzaldi
308,Rede::N,خطبة,mintzaldi
309,Sprache::N,لغة,hizkuntza
310,Stimme::N,صوت,ahots
311,Wort::N,كلمة,hitz
312,Zeichen::N,رمز,agerbide
313,Zeichen::N,رمز,agergarri
314,Zeichen::N,إشارة,agerbide
315,Zeichen::N,إشارة,agergarri
316,Ruf::N,نداء,dei
317,Lärm::N,صخب,zarata
318,Lärm::N,صخب,harrabots
319,Lärm::N,ضجة,zarata
320,Lärm::N,ضجة,harrabots
321,Laut::N,صوت,hots
322,Ton::N,نغمة,tonu
323,Ton::N,نغمة,soinu
324,Lied::N,أغنية,abesti
325,Ruhe::N,هدوء,nasaitasun
326,Leute::N,ناس,jende
327,Volk::N,شعب,herri
328,Volk::N,شعب,populu
329,Arbeit::N,عمل,lan
330,Gast::N,ضيف,arrotz
331,Gast::N,ضيف,apopilo
332,Geschenk::N,هدية,opari
333,Spiel::N,لعب,jolas
334,Gesellschaft::N,صحبة,gizarte
335,Hilfe::N,عون,helpide
336,Hilfe::N,عون,laguntza
337,Hilfe::N,مساعدة,helpide
338,Hilfe::N,مساعدة,laguntza
339,Freund::N,صديق,lagun
340,Kamerad::N,زميل,adiskide
341,Kamerad::N,زميل,lagunkide
342,Angelegenheit::N,أمر,afera
343,Angelegenheit::N,شأن,afera
344,Anzahl::N,عدد,kopuru
345,Art::N,نوع,mota
346,Stück::N,قطعة,puska
347,Teil::N,قسم,atal
348,Hälfte::N,نصف,erdi
349,Kreis::N,دائرة,biribilki
350,Kreuz::N,صليب,gurutze
351,Linie::N,خط,linea
352,Strich::N,شرطة,marra
353,Abstand::N,مسافة,tarte
354,Entfernung::N,بعد,urrunera
355,Gegend::N,ناحية,alderdi
356,Gegend::N,ناحية,eskualde
357,Platz::N,فراغ,leku
358,Ort::N,مكان,toki
359,Seite::N,جانب,albo
360,Mitte::N,وسط,erdi
361,Gegenstand::N,موضوع,gauzaki
362,Sache::N,شيء,gauza
363,Rand::N,حافة,ertz
364,Kante::N,حافة,ertz
365,Ecke::N,ركن,kantoi
366,Spitze::N,سن,punta
367,Ende::N,طرف,buru
368,Ende::N,طرف,mutur
369,Loch::N,ثقب,zulo
370,Winkel::N,زاوية,zoko
371,Winkel::N,زاوية,bazter
372,Muster::N,عينة,eredu
373,Muster::N,عينة,marrazki
374,Größe::N,حجم,kaizu
375,Größe::N,حجم,tamaina
376,Länge::N,طول,luzera
377,Höhe::N,علو,goiera
378,Höhe::N,علو,garaiera
379,Höhe::N,ارتفاع,goiera
380,Höhe::N,ارتفاع,garaiera
381,Gewicht::N,وزن,hazta
382,Menge::N,كمية,kopuru
383,Haufen::N,كوم,pila
384,Haufen::N,كوم,mendoi
385,Reihe::N,صف,ilara
386,Reihe::N,صف,errenkada
387,Boot::N,قارب,potin
388,Boot::N,قارب,txalupa
389,Boot::N,زورق,potin
390,Boot::N,زورق,txalupa
391,Ruder::N,مجذاف,arraun
392,Schlitten::N,مزلقة,lera
393,Schlitten::N,مزلقة,narra
394,Ski::N,زلاجة,eski
395,Lagerfeuer::N,نار المخيم,su
396,Last::N,حمل,zama
397,Last::N,حمل,karga
398,Gang::N,مشية,ibilera
399,Schritt::N,خطوة,pauso
400,Schritt::N,خطوة,urrats
401,Norden::N,شمال,ipar
402,Norden::N,شمال,iparralde
403,Süden::N,جنوب,hego
404,Süden::N,جنوب,hegoalde
405,Westen::N,غرب,sartalde
406,Westen::N,غرب,mendebalde
407,Osten::N,شرق,ekialde
408,Osten::N,شرق,sortalde
409,Holz::N,خشب,zur
410,Brett::N,لوح,ohol
411,Platte::N,صفيحة,lauza
412,Stütze::N,سند,irozgarri
413,Stütze::N,سند,bermagailu
414,Stütze::N,دعامة,irozgarri
415,Stütze::N,دعامة,bermagailu
416,Stange::N,عود,haga
417,Stock::N,عصا,makila
418,Stab::N,قضيب,makila
419,Rohr::N,أنبوبة,hodi
420,Haus::N,دار,etxe
421,Haus::N,بيت,etxe
422,Heim::N,بيت,etxe
423,Heim::N,بيت,etxaleku
424,Heim::N,مسكن,etxe
425,Heim::N,مسكن,etxaleku
426,Ofen::N,مدفأة,berogailu
427,Fußboden::N,أرضية,zoru
428,Tisch::N,مائدة,mahai
429,Stuhl::N,كرسي,aulki
430,Wiege::N,مهد,kuma
431,Wiege::N,مهد,sehaska
432,Bett::N,سرير,ohe
433,Bett::N,سرير,ohatze
434,Regal::N,رف,apalategi
435,Kiste::N,صندوق,kutxa
436,Fenster::N,شباك,leiho
437,Fenster::N,نافذة,leiho
438,Tür::N,باب,ate
439,Tor::N,بوابة,atari
440,Zaun::N,سياج,hesi
441,Dach::N,سطح,teilatu
442,Leiter::N,سلم,zurubi
443,Besen::N,مكنسة,erratz
444,Spaten::N,مسحاة,burdinpala
445,Schaufel::N,مجرفة,pala
446,Gabel::N,شوكة,sardexka
447,Löffel::N,ملعقة,koilara
448,Messer::N,سكين,aizto
449,Nagel::N,مسمار,iltze
450,Netz::N,شبكة,sare
451,Haken::N,خطاف,mako
452,Haken::N,صنارة,mako
453,Griff::N,قبضة,eskutoki
454,Schloss::N,قفل,sarraila
455,Bild::N,صورة,irudi
456,Figur::N,تمثال,figura
457,Puppe::N,دمية,panpina
458,Puppe::N,دمية,andrakila
459,Beutel::N,كيس,zorro
460,Bündel::N,ربطة,azao
461,Bündel::N,ربطة,espal
462,Tasche::N,شنطة,poltsa
463,Tasche::N,محفظة,poltsa
464,Eimer::N,سطل,treska
465,Eimer::N,جردل,treska
466,Deckel::N,سداد,tapa
467,Deckel::N,سداد,estalki
468,Geschirr::N,أوان,baxera
469,Geschirr::N,أوان,ontziteria
470,Sack::N,زكيبة,zaku
471,Tasse::N,فنجان,kikara
472,Topf::N,قدر,ontzi
473,Topf::N,قدر,lapiko
474,Topf::N,طنجرة,ontzi
475,Topf::N,طنجرة,lapiko
476,Kessel::N,قدر,pazia
477,Kessel::N,غلاية,pazia
478,Essen::N,طعام,janaldi
479,Nahrung::N,غذاء,jan
480,Speise::N,أكل,jaki
481,Fleisch::N,لحم,okela
482,Fleisch::N,لحم,haragi
483,Getreide::N,حبوب,labore
484,Brei::N,عصيدة,ahi
485,Brei::N,عصيدة,pure
486,Brot::N,خبز,ogi
487,Scheibe::N,شريحة,xerra
488,Scheibe::N,شريحة,pirripita
489,Fett::N,سمن,urin
490,Fett::N,سمن,koipe
491,Butter::N,زبدة,gurin
492,Öl::N,زيت,olio
493,Salz::N,ملح,gatz
494,Suppe::N,حساء,zopa
495,Suppe::N,حساء,salda
496,Suppe::N,شربة,zopa
497,Suppe::N,شربة,salda
498,Honig::N,عسل,ezti
499,Milch::N,حليب,esne
500,Tee::N,شاي,te
501,Leder::N,جلد,larru
502,Wolle::N,صوف,artile
503,Stoff::N,قماش,ehun
504,Nadel::N,إبرة,orratz
505,Nadel::N,إبرة,jostorratz
506,Faden::N,خيط,hari
507,Knopf::N,زر,botoi
508,Knoten::N,عقدة,korapilo
509,Farbe::N,صبغة,pintura
510,Kleidung::N,ملابس,arropa
511,Kleidung::N,ملابس,jantziak
512,Hemd::N,قميص,atorra
513,Hemd::N,قميص,alkandora
514,Kragen::N,ياقة,idun
515,Ärmel::N,كم,mahuka
516,Hose::N,سروال,prakak
517,Hose::N,سروال,galtzak
518,Hose::N,بنطلون,prakak
519,Hose::N,بنطلون,galtzak
520,Gürtel::N,حزام,gerriko
521,Mütze::N,طاقية,txano
522,Mütze::N,طاقية,txapel
523,Schuh::N,حذاء,oski
524,Schuh::N,حذاء,oinetako
525,Stiefel::N,جزمة,bota
526,Stiefel::N,حذاء طويل,bota
527,Ring::N,حلقة,uztai
528,Band::N,شريط,zinta
529,Band::N,شريط,xingola
530,Kamm::N,مشط,orrazi
531,Spiegel::N,مرآة,mirail
532,Riemen::N,سير,uhal
533,Schnur::N,حبل,lokailu
534,Schnur::N,دوبارة,lokailu
535,Leine::N,قيد,lotura
536,Decke::N,بطانية,burusi
537,Kissen::N,وسادة,kuxin
538,Tuch::N,منديل,zapi
539,Tuch::N,منديل,oihal
540,Handtuch::N,فوطة,eskuzapi
541,Handtuch::N,فوطة,eskuoihal
542,Handtuch::N,منشفة,eskuzapi
543,Handtuch::N,منشفة,eskuoihal
544,Kraft::N,قدرة,indar
545,Stärke::N,قوة,indar
546,Gesundheit::N,صحة,osasun
547,Krankheit::N,مرض,eritasun
548,Krankheit::N,مرض,gaixotasun
549,Schmerz::N,ألم,min
550,Schmerz::N,وجع,min
551,Wunde::N,جرح,zauri
552,Fieber::N,حمى,sukar
553,Arznei::N,دواء,osagai
554,Arznei::N,دواء,sendagai
555,Brücke::N,جسر,zubi
556,Brunnen::N,بئر,putzu
557,Weide::N,مرعى,alha
558,Weide::N,مرعى,bazkaleku
559,Pfad::N,درب,zidor
560,Pfad::N,درب,bidexka
561,Weg::N,سكة,bide
562,Straße::N,طريق,errepide
563,Dorf::N,قرية,herri
564,Stadt::N,مدينة,hiri
565,Brief::N,خطاب,gutun
566,Brief::N,خطاب,eskutitz
567,Brief::N,مكتوب,gutun
568,Brief::N,مكتوب,eskutitz
569,Buch::N,كتاب,liburu
570,Buchstabe::N,حرف,hizki
571,Zeitung::N,جريدة,egunkari
572,Leben::N,عيش,bizi
573,Leben::N,عيش,bizitza
574,Leben::N,حياة,bizi
575,Leben::N,حياة,bizitza
576,Tod::N,موت,herio
577,Tod::N,موت,heriotza
578,Tod::N,وفاة,herio
579,Tod::N,وفاة,heriotza
580,Grab::N,قبر,hobi
581,Grab::N,قبر,hilobi
582,Kirche::N,كنيسة,eliza
583,Sünde::N,خطيئة,hoben
584,Sünde::N,خطيئة,bekatu
585,Gott::N,إله,jainko
586,Arbeiter::N,عامل,langile
587,Arbeiter::N,عامل,behargin
588,Chef::N,رئيس,nagusi
589,Meister::N,أسطى,maisu
590,Arzt::N,طبيب,osagile
591,Arzt::N,طبيب,sendagile
592,Lehrer::N,مدرس,irakasle
593,Geld::N,نقود,diru
594,Geschäft::N,صفقة,negozio
595,Laden::N,دكان,denda
596,Laden::N,دكان,saltegi
597,Preis::N,سعر,prezio
598,Preis::N,سعر,salneurri
599,Ware::N,بضاعة,salgai
600,Nutzen::N,فائدة,onura
601,Nutzen::N,فائدة,probetxu
602,Reichtum::N,غنى,aberastasun
603,Reichtum::N,ثروة,aberastasun
604,Welt::N,عالم,ludi
605,Welt::N,عالم,mundu
606,Welt::N,دنيا,ludi
607,Welt::N,دنيا,mundu
608,Land::N,بلد,herrialde
609,Staat::N,دولة,estatu
610,König::N,ملك,errege
611,Macht::N,سلطة,botere
612,Grenze::N,حدود,muga
613,Krieg::N,حرب,guda
614,Feind::N,عدو,etsai
615,Feind::N,عدو,arerio
616,Gewalt::N,عنف,bortxa
617,Gewalt::N,عنف,bortizkeria
618,Kampf::N,قتال,gudu
619,Kampf::N,قتال,auska
620,Bogen[Waffe]::N,قوس,arku
621,Pfeil::N,سهم,gezi
622,Gewehr::N,بندقية,fusil
623,Fehler::N,خطأ,huts
624,Fehler::N,خطأ,hutsegin
625,Lüge::N,كذب,gezur
626,Schaden::N,تلف,kalte
627,Unglück::N,نحس,zoritxar
628,Unglück::N,نحس,zorigaitz
629,Schuld::N,ذنب,erru
630,Alter::N,سن,adin
631,Alter::N,عمر,adin
632,Schluss::N,ختام,bukaera
633,Schluss::N,نهاية,bukaera
634,Zeit::N,وقت,aldi
635,Zeit::N,وقت,denbora
636,Tag::N,يوم,egun
637,Morgen::N,صباح,goiz
638,Mittag::N,ظهر,eguerdi
639,Abend::N,مساء,arrats
640,Nacht::N,ليلة,gau
641,Woche::N,أسبوع,aste
642,Monat::N,شهر,hil
643,Jahr::N,عام,urte
644,Jahr::N,سنة,urte
645,Frühling::N,ربيع,udalehen
646,Sommer::N,صيف,uda
647,Herbst::N,خريف,udazken
648,Herbst::N,خريف,neguantz
649,Winter::N,شتاء,negu
650,Januar::N,يناير,urtarril
651,Januar::N,كانون الثاني,urtarril
652,Februar::N,شباط,otsail
653,Februar::N,فبراير,otsail
654,März::N,آذار,martxo
655,März::N,مارس,martxo
656,April::N,نيسان,apiril
657,Mai::N,مايو,maiatz
658,Juni::N,يونيو,ekain
659,Juni::N,حزيران,ekain
660,Juli::N,تموز,uztail
661,Juli::N,يوليو,uztail
662,August::N,آب,abuztu
663,August::N,أغسطس,abuztu
664,September::N,أيلول,irail
665,September::N,سبتمبر,irail
666,Oktober::N,أكتوبر,urri
667,Oktober::N,تشرين الأول,urri
668,November::N,نوفمبر,azaro
669,November::N,تشرين الثاني,azaro
670,Dezember::N,ديسمبر,abendu
671,Dezember::N,كانون الأول,abendu
672,Montag::N,يوم الاثنين,astelehen
673,Dienstag::N,يوم الثلاثاء,astearte
674,Mittwoch::N,يوم الأربعاء,asteazken
675,Donnerstag::N,يوم الخميس,ostegun
676,Freitag::N,يوم الجمعة,ostiral
677,Samstag::N,يوم السبت,larunbat
678,Sonntag::N,يوم الأحد,igande
679,groß::A,كبير,handi
680,klein::A,صغير,txiki
681,lang::A,طويل,luze
682,kurz::A,قصير,labur
683,breit::A,واسع,zabal
684,schmal::A,ضيق,mehar
685,dicht::A,كث,sarri
686,dicht::A,كث,trinko
687,dicht::A,كثيف,sarri
688,dicht::A,كثيف,trinko
689,dick[Gegenstand]::A,غليظ,lodi
690,dünn::A,رفيع,mehe
691,fein::A,رقيق,fin
692,fest::A,متين,tinko
693,flach::A,سهل,lau
694,flach::A,سهل,ordoki
695,flach::A,منبسط,lau
696,flach::A,منبسط,ordoki
697,glatt::A,ناعم,leun
698,hart::A,صلب,gogor
699,hart::A,جامد,gogor
700,weich::A,لين,bigun
701,weich::A,لين,beratz
702,rund::A,مستدير,biribil
703,spitz::A,مدبب,puntadun
704,scharf::A,حاد,zorrotz
705,stumpf::A,ثالم,kamuts
706,schwer::A,ثقيل,astun
707,schwer::A,ثقيل,pisutsu
708,schön::A,جميل,eder
709,heiß::A,حار,bero
710,heiß::A,حار,oso bero
711,heiß::A,ساخن,bero
712,heiß::A,ساخن,oso bero
713,warm::A,دافئ,bero
714,kalt::A,بارد,hotz
715,kühl::A,قر,hotzil
716,frisch::A,طازج,fresko
717,frisch::A,طازج,hozkirri
718,feucht::A,رطب,heze
719,nass::A,مبلول,busti
720,trocken::A,جاف,siku
721,trocken::A,جاف,lehor
722,voll::A,ملء,bete
723,leer::A,خال,huts
724,leer::A,فارغ,huts
725,offen::A,مفتوح,ireki
726,geschlossen::A,مغلق,itxita
727,sauber::A,نظيف,xahu
728,sauber::A,نظيف,garbi
729,schmutzig::A,قذر,lohi
730,schmutzig::A,قذر,zikin
731,roh::A,نيء,gordin
732,reif::A,ناضج,umo
733,reif::A,ناضج,heldu
734,lecker::A,لذيذ,goxo
735,süß::A,حلو,goxo
736,bitter::A,مر,karmin
737,bitter::A,مر,garratz
738,sauer::A,حامض,mingots
739,hell::A,نير,argi
740,dunkel::A,مظلم,ilun
741,schwarz::A,أسود,beltz
742,weiß::A,أبيض,zuri
743,rot::A,أحمر,gorri
744,gelb::A,أصفر,hori
745,blau::A,أزرق,urdin
746,grün::A,أخضر,berde
747,grün::A,أخضر,musker
748,grau::A,رمادي,urdin
749,grau::A,رمادي,urdinabar
750,bunt::A,ملوب,koloretsu
751,billig::A,رخيص,merke
752,teuer::A,غال,garesti
753,wertvoll::A,ثمين,baliotsu
754,blind::A,أعمى,itsu
755,taub::A,أصم,gor
756,taub::A,أطرش,gor
757,kräftig::A,قوي,kementsu
758,stark::A,قوي,bizkor
759,stark::A,قوي,indartsu
760,schwach::A,ضعيف,ahul
761,schwach::A,ضعيف,indargabe
762,fett::A,سمين,gizen
763,schlank::A,أهيف,lerden
764,hübsch::A,جميل,polit
765,böse::A,رديء,tzar
766,böse::A,رديء,gaizto
767,dumm::A,أبله,lelo
768,dumm::A,أبله,pello
769,dumm::A,أحمق,lelo
770,dumm::A,أحمق,pello
771,faul::A,كسلان,nagi
772,faul::A,كسلان,alfer
773,fleißig::A,مجتهد,maratz
774,fleißig::A,مجتهد,lanzale
775,geizig::A,بخيل,zeken
776,geizig::A,بخيل,zikoitz
777,klug::A,ذكي,zuhur
778,klug::A,عاقل,zuhur
779,geschickt::A,ماهر,trebe
780,geschickt::A,ماهر,antzetsu
781,lieb::A,عزيز,maite
782,lieb::A,عزيز,laztan
783,lustig::A,مرح,alaitsu
784,sanft::A,حليم,eme
785,sanft::A,حليم,ezti
786,hungrig::A,جائع,gose
787,krank::A,مريض,eri
788,krank::A,مريض,gaixo
789,nackt::A,عار,biluzi
790,traurig::A,حزين,itun
791,traurig::A,حزين,betilun
792,lebendig::A,حي,bizirik
793,gut::A,جيد,on
794,schlecht::A,سيء,txar
795,richtig::A,صحيح,zuzen
796,schlimm::A,خبيث,larri
797,wahr::A,حق,egiazko
798,alt::A,قديم,zahar
799,neu::A,جديد,berri
800,ehemalig::A,سابق,lehengo
801,alt[Lebewesen]::A,مسن,adindun
802,jung::A,شاب,gazte
803,jung::A,صغير,gazte
804,arm::A,فقير,txiro
805,arm::A,فقير,behartsu
806,reich::A,غني,dirudun
