,Concept_ID,ru,ku
829,sich rühren::V,шевельнуться,leqîn
830,sich erheben::V,встать,rabûn
831,sich setzen::V,сесть,runiştin
832,hinfallen::V,упасть,kêtin
833,laufen::V,ходить,meşîn
834,schreiten::V,шагать,meşkirin
835,spazierengehen::V,гулять,gerandin
836,eilen::V,спешить,lezandin
837,sich beeilen::V,торопиться,zûkirin
838,sausen::V,мчаться,fîzîn
839,rennen::V,бегать,baz dan
840,springen::V,прыгать,hilpekîn
841,klettern::V,лазать,hilperikîn
842,schaukeln::V,раскачиваться,lorandin
843,kriechen::V,ползать,xuşandin
844,schwimmen::V,плавать,avjenîn
845,tauchen::V,нырять,qutxuyardin
846,tauchen::V,нырять,noqîn
847,rudern::V,грести,qaîq ajotin
848,fahren::V,ехать,ajotin
849,fliegen::V,летать,firîn
850,gehen::V,идти,çûn
851,weggehen::V,уйти,çûn
852,abfahren::V,отправиться,çûyin
853,anhalten::V,остановиться,rawestîn
854,hineingehen::V,входить,ketin hundir
855,eintreten::V,войти,têketin
856,kommen::V,прийти,hatin
857,ankommen::V,прибыть,gihan
858,ankommen::V,прибыть,gihîştin
859,zurückkommen::V,возвратиться,vegerandin
860,bleiben::V,остаться,sekinîn
861,warten::V,ждать,payîn
862,erwarten::V,ожидать,payîn
863,suchen::V,искать,lêgerîn
864,finden::V,найти,peyda kirin
865,versuchen::V,пытаться,çeribandin
866,vorbereiten::V,подготовить,amade kirin
867,lieben::V,любить,hez kirin
868,mögen::V,любить,dil kirin
869,lachen::V,смеяться,kenîn
870,rühren::V,растрогать,hêjan
871,weinen::V,плакать,girîn
872,schimpfen::V,ругаться,pevçûn
873,sich ärgern::V,сердиться,enirîn
874,sich fürchten::V,бояться,tirsîn
875,fürchten::V,бояться,tirsin
876,fliehen::V,убегать,bazdan
877,flüchten::V,убежать,revîn
878,sehen::V,видеть,dîtin
879,anschauen::V,посмотреть,sêr kirin
880,ansehen::V,смотреть,hesibandin
881,hören::V,слышать,guhdar jirin
882,zuhören::V,слушать,guhdarî kirin
883,probieren::V,пробовать,tehm kirin
884,riechen::V,нюхать,bihn kirin
885,fühlen::V,чувствовать,hîs kirin
886,scheinen::V,казаться,xoyer kir
887,zu sehen sein::V,виднеться,diyar bûn
888,vernehmen::V,услышать,bihîstin
889,frieren::V,мерзнуть,qerişîn
890,tun::V,делать,kirin
891,können::V,мочь,karin
892,können::V,уметь,karin
893,wollen::V,хотеть,xwestîn
894,anfangen::V,начать,dest pêkirin
895,beenden::V,закончить,xelas kirin
896,aufhören::V,перестать,xelas kirin
897,gelingen::V,удаться,çe bûn
898,geraten::V,оказаться,qewîmîn
899,öffnen::V,открыть,vekirin
900,schließen::V,закрыть,girtin
901,stellen::V,поставить,danîn
902,setzen::V,посадить,rûniştin
903,legen::V,класть,danîn
904,legen::V,класть,razandin
905,berühren::V,трогать,lêketin
906,verbinden::V,связать,anîn pê
907,bedecken::V,покрыть,sergirtin
908,aufhängen::V,повесить,aliqandin
909,anzünden::V,зажечь,pêxistin
910,aufheben::V,поднять,hildan
911,zurücklassen::V,оставить,hiştin
912,zurücklassen::V,оставить,vehiştin
913,verlieren::V,потерять,wendakirin
914,fallen lassen::V,уронить,xistin bixe
915,fallen lassen::V,уронить,xistin
916,machen::V,сделать,kirin
917,machen::V,сделать,çêkirin
918,herstellen::V,изготовить,çê kirin
919,herstellen::V,изготовить,peyda kirin
920,bauen::V,строить,lêkirin
921,reparieren::V,чинить,veherînerîn
922,verbessern::V,улучшить,sererastkirin
923,ändern::V,изменить,degiş kirin
924,graben::V,копать,kolandin
925,beugen::V,согнуть,tewîn
926,beugen::V,согнуть,xwar kirin
927,biegen::V,погнуть,tewandin
928,biegen::V,погнуть,xwarkirin
929,drehen::V,вертеть,fitilandin
930,wenden::V,повернуть,zivîrin
931,umdrehen::V,перевернуть,vegerandin
932,heben::V,поднимать,hildan
933,hochheben::V,поднять,hildan
934,ergreifen::V,схватить,dest avêtin
935,halten::V,держать,hîştin
936,halten::V,держать,sekinîn
937,drücken::V,нажимать,pêl kirin
938,schieben::V,толкать,damdan
939,kratzen::V,скрести,xurandin
940,lecken::V,лизать,alastin
941,beißen::V,кусать,gez kirin
942,abreißen::V,оторвать,hilşandin
943,abschneiden::V,отрезать,jêkirin
944,binden::V,вязать,girêdan
945,stecken::V,воткнуть,têxistin
946,brechen::V,сломать,şikandin
947,klopfen::V,стучать,kutandin
948,hauen::V,бить,li dan
949,kleben::V,клеить,zeliqîn
950,kleben::V,клеить,şirêz kirin
951,reiben::V,тереть,firikandin
952,streichen::V,намазать,bax dan
953,schleifen::V,точить,çarkirin
954,schneiden::V,резать,jêkirin
955,rütteln::V,шатать,hejandin
956,schütteln::V,трясти,daweşîn
957,schwenken::V,махать,têwdan
958,schütten::V,налить,rijandin
959,füllen::V,наполнить,dagirtin
960,einwickeln::V,завернуть,pêçandin
961,tragen::V,нести,kişandin
962,tragen::V,нести,rajtin
963,schleppen::V,тащить,kişandin
964,ziehen::V,тянуть,kişandin
965,aufbewahren::V,хранить,hilandin
966,werfen::V,бросать,avêtin
967,fangen::V,ловить,sem kirin
968,fangen::V,ловить,girtin
969,packen::V,схватить,pê girtin
970,verstecken::V,спрятать,hîlanin
971,teilen::V,разделить,parvekirin
972,schicken::V,посылать,şandin
973,bringen::V,принести,anîn
974,bringen::V,принести,birin
975,hinzufügen::V,добавить,dan ser
976,hinzufügen::V,добавить,li tiştekî zêde kirin
977,bekommen::V,достать,standin
978,erhalten::V,получить,standin
979,nehmen::V,взять,girtin
980,wählen::V,выбрать,ray dan
981,auswählen::V,отобрать,bijartin
982,bewahren::V,сохранить,rê li ber girtin
983,bewahren::V,сохранить,lê xwedî derketin
984,behindern::V,препятствовать,bara wi
985,verderben::V,испортить,heram bûn
986,beschädigen::V,повредить,xerab kirin
987,zerbrechen::V,разбить,şikênandin
988,zerbrechen::V,разбить,perçe kirin
989,zerreißen::V,разорвать,qelişandin
990,zerstören::V,разрушить,hilşandin
991,verbrennen::V,сжечь,şewitandin
992,geben::V,дать,dan
993,geben::V,дать,dayin
994,reichen::V,передать,besbûn
995,reichen::V,передать,têrkirin
996,schenken::V,дарить,diyarî kirin
997,versprechen::V,обещать,soz dan
998,wünschen::V,желать,dil kirin
999,loben::V,хвалить,pesinandin
1000,küssen::V,целовать,maçkirin
1001,wiegen::V,качать,lorandin
1002,wiegen::V,качать,wezinandin
1003,zudecken::V,накрыть,nixumandin
1004,wecken::V,разбудить,bixwe hesandin
1005,zeigen::V,показать,şanîdan
1006,führen::V,вести,raber kirin
1007,lehren::V,учить,hîn kirin
1008,unterrichten::V,преподавать,ders dan
1009,aufziehen::V,воспитать,mesinkirin
1010,leiten::V,руководить,rêberî kirin
1011,antreiben::V,подгонять,bezandin
1012,lassen::V,заставить,berdan
1013,lassen::V,заставить,hiştin
1014,einladen::V,пригласить,dawet kirin
1015,vereinigen::V,объединить,bi yek kirin
1016,besuchen::V,посетить,mêvan bûn
1017,treffen::V,встретить,rast hatin
1018,sich versammeln::V,собраться,li hev çivîn
1019,spielen::V,играть,listin
1020,singen::V,петь,stran
1021,tanzen::V,плясать,reqisîn
1022,tanzen::V,танцевать,reqisîn
1023,sich trennen::V,расстаться,hew berdan
1024,verlassen::V,покинуть,tanê hişt
1025,verlassen::V,покинуть,bêkes
1026,retten::V,спасти,rihakirin
1027,bewachen::V,охранять,raçavkirin
1028,schützen::V,уберегать,hemet kirin
1029,verteidigen::V,защитить,paraztin
1030,sich schlagen::V,драться,li hev bezîn
1031,schießen::V,стрелять,agir kirin
1032,siegen::V,победить,biser ketin
1033,ärgern::V,сердить,xeyirandin
1034,schlagen::V,ударить,lêdan
1035,schlagen::V,ударить,lêxistin
1036,treten::V,пинать,têlekirin
1037,stechen::V,уколоть,têrekirin
1038,stoßen::V,толкнуть,lêketin
1039,stehlen::V,украсть,dizîn
1040,stehlen::V,украсть,dizî birin
1041,stören::V,помешать,aciz kirin
1042,belästigen::V,надоедать,li tela yeki ketin
1043,verbergen::V,скрыть,veşartin
1044,verbergen::V,скрыть,kemîndanîn
1045,täuschen::V,обмануть,xapandin
1046,täuschen::V,обмануть,lê zexeli kirin
1047,betrügen::V,смошенничать,xapandin
1048,töten::V,убить,kûştin
1049,wohnen::V,проживать,rûniştin
1050,arbeiten::V,работать,kar kirin
1051,arbeiten::V,работать,şêxulin
1052,sammeln::V,собрать,komkirin
1053,pflücken::V,рвать,çinîn
1054,pflücken::V,срывать,çinîn
1055,jagen::V,охотиться,nêçîr kirin
1056,fischen::V,рыбачить,masî girtin
1057,fassen::V,поймать,pê girtin
1058,fassen::V,поймать,sêm kirin
1059,hüten::V,пасти,hei jê man
1060,treiben::V,гнать,bêherandin
1061,anbinden::V,привязать,tewilandin
1062,füttern::V,кормить,xwarine dan lê
1063,melken::V,доить,dotin
1064,hacken::V,рубить,kolandin
1065,gießen::V,полить,av dan
1066,reifen::V,созреть,kemilîn
1067,zubereiten::V,приготовить,çe kirin
1068,kochen::V,варить,xwarin çe kirin
1069,kochen::V,варить,kelandin
1070,backen::V,печь,pijandin
1071,braten::V,жарить,qelandin
1072,braten::V,жарить,sor kirin
1073,umrühren::V,перемешать,têvdan
1074,stricken::V,вязать,hûnan
1075,nähen::V,шить,kêl kirin
1076,färben::V,покрасить,boyax kirin
1077,reinigen::V,очистить,paqijkirin
1078,waschen::V,стирать,şuştin
1079,abwischen::V,вытереть,pakîj kirin
1080,spülen::V,полоскать,şuştin
1081,fegen::V,подметать,maliştin
1082,kehren::V,мести,maliştin
1083,baden::V,купаться,serîşûştin
1084,sich waschen::V,мыться,serîşûştin
1085,ausziehen::V,снять,jê kirin
1086,anziehen::V,надеть,pê kirin
1087,sich anziehen::V,одеться,xwe kirin
1088,kämmen::V,причесать,şeh kirin
1089,schmücken::V,украсить,xemilandin
1090,sagen::V,сказать,gotin
1091,sagen::V,сказать,peyivîn
1092,sprechen::V,говорить,peyivîn
1093,reden::V,разговаривать,axaftin
1094,sich unterhalten::V,беседовать,hev biştaxilin
1095,fragen::V,спросить,pirsîn
1096,fragen::V,спросить,pirs kirin
1097,bitten::V,просить,tika kirin
1098,erzählen::V,рассказать,behs kirin
1099,mitteilen::V,сообщить,vegotin
1100,nennen::V,назвать,bi nav kirin
1101,rufen::V,звать,bakirin
1102,prahlen::V,хвастаться,pesnê xwe dan
1103,übersetzen::V,перевести,qulibandin
1104,übersetzen::V,перевести,derbas kirin
1105,denken::V,думать,fikirîn
1106,glauben::V,верить,bawer bûn
1107,bemerken::V,заметить,bala xwe dan
1108,bemerken::V,заметить,çac lê ketin
1109,erkennen::V,узнать,pêhesîn
1110,begreifen::V,понять,fêmkirin
1111,begreifen::V,постичь,fêmkirin
1112,verstehen::V,услышать,fêmkirin
1113,lernen::V,учиться,halmandin
1114,lernen::V,учиться,fêrbun
1115,wissen::V,знать,zanîn
1116,sich erinnern an::V,вспомнить,bir bûn
1117,vergessen::V,забыть,ji bir kirin
1118,messen::V,мерить,pê kanîn
1119,zählen::V,считать,hejmardin
1120,rechnen::V,считать,hesibandin
1121,lesen::V,читать,xwendin
1122,malen::V,рисовать,rengandin
1123,malen::V,рисовать,boyax kirin
1124,zeichnen::V,рисовать,işaret kirin
1125,schreiben::V,писать,nivîsandin
1126,besitzen::V,иметь,hebûn
1127,kaufen::V,купить,kirîn
1128,verkaufen::V,продать,firotin
1129,bezahlen::V,заплатить,pere dan
1130,zahlen::V,платить,pere dan
1131,zahlen::V,платить,dayin
1132,beherrschen::V,владеть,zebt kirin
1133,beherrschen::V,владеть,hukim kirin
1134,ertragen::V,вытерпеть,bihêzkirin
