,Concept_ID,cy,zh
829,abnehmen::V,lleihau,减少
830,zunehmen::V,cynyddu,增加
831,steigen::V,codi,上升
832,wachsen::V,tyfu,生长
833,glänzen::V,disgleirio,发光
834,funkeln::V,pefrio,闪烁
835,lärmen::V,cadw sŵn,吵闹
836,lärmen::V,gwneud twrw,吵闹
837,läuten::V,canu,响
838,klingeln::V,canu,按铃
839,klingeln::V,seinio,按铃
840,klirren::V,tincian,
841,brausen::V,rhuo,疾驶
842,rauschen::V,siffrwd,
843,rauschen::V,chwithrwd,
844,klingen::V,seinio,听起来
845,bellen::V,cyfarth,吠
846,heulen::V,udo,嗥
847,heulen::V,oernadu,嗥
848,blasen::V,chwythu,吹
849,pfeifen::V,chwibanu,吹口哨
850,schreien::V,gweiddi,叫喊
851,schreien::V,bloeddio,叫喊
852,stöhnen::V,griddfan,呻吟
853,zittern::V,crynu,颤抖
854,leben::V,byw,生存
855,geboren werden::V,cael eich geni,出生
856,atmen::V,anadlu,呼吸
857,trinken::V,yfed,喝
858,essen::V,bwyta,吃
859,schlucken::V,llyncu,咽
860,müde werden::V,blino,疲倦
861,einschlafen::V,mynd i gysgu,入睡
862,einschlafen::V,syrthio i gysgu,入睡
863,schlafen::V,huno,睡觉
864,schlafen::V,cysgu,睡觉
865,aufwachen::V,dihuno,睡醒
866,aufstehen::V,codi,起床
867,sich erholen::V,ymlacio,休养
868,sich erholen::V,dadflino,休养
869,krank werden::V,mynd yn sâl,生病
870,krank werden::V,mynd yn wael,生病
871,krank sein::V,gwaelu,生病
872,schmerzen::V,brifo,疼痛
873,husten::V,pesychu,咳
874,genesen::V,gwella,痊愈
875,genesen::V,cael yn ôl,痊愈
876,sterben::V,marw,死
877,umkommen::V,trengi,丧命
878,sich bewegen::V,symud,移动
879,sich rühren::V,syflyd,动弹
880,sich erheben::V,codi,站起
881,sich setzen::V,eistedd,坐
882,hinfallen::V,cwympo,跌倒
883,laufen::V,cerdded,步行
884,schreiten::V,camu,迈步
885,spazierengehen::V,mynd am dro,散步
886,eilen::V,rhuthro,急忙
887,sich beeilen::V,brysio,赶快
888,sausen::V,rhuthro,疾驰
889,rennen::V,rhedeg,奔跑
890,springen::V,llamu,跳
891,springen::V,neidio,跳
892,klettern::V,dringo,攀缘
893,schaukeln::V,siglo,荡秋千
894,kriechen::V,cropian,爬行
895,schwimmen::V,nofio,游泳
896,tauchen::V,plymio,潜水
897,tauchen::V,ymsuddo,潜水
898,rudern::V,rhwyfo,划船
899,fahren::V,gyrru,行驶
900,fahren::V,dreifio,行驶
901,fliegen::V,hedfan,飞
902,gehen::V,mynd,走
903,weggehen::V,mynd,离去
904,weggehen::V,ymadael,离去
905,abfahren::V,ymadael,出发
906,anhalten::V,stopio,停住
907,hineingehen::V,mynd i mewn,进去
908,eintreten::V,mynd i,进入
909,kommen::V,dod,来
910,ankommen::V,cyrraedd,到达
911,zurückkommen::V,dychwelyd,回来
912,bleiben::V,aros,停留
913,bleiben::V,sefyll,停留
914,warten::V,aros,等
915,warten::V,disgwyl,等
916,erwarten::V,disgwyl,等候
917,suchen::V,chwilio am,找
918,finden::V,darganfod,找到
919,versuchen::V,profi,尝试
920,versuchen::V,ceisio,尝试
921,vorbereiten::V,paratoi,预备
922,lieben::V,caru,爱
923,mögen::V,hoffi,喜欢
924,lachen::V,chwerthin,笑
925,rühren::V,cynhyrfu,
926,weinen::V,wylo,哭
927,weinen::V,llefain,哭
928,schimpfen::V,grwgnach,骂
929,sich ärgern::V,gofidio,生气
930,sich fürchten::V,ofni,害怕
931,fürchten::V,arswydo,害怕
932,fliehen::V,ffoi,逃走
933,flüchten::V,dianc,逃跑
934,sehen::V,gweld,看
935,anschauen::V,syllu,注视
936,anschauen::V,edrych,注视
937,ansehen::V,gwylio,注视
938,hören::V,clywed,听
939,zuhören::V,gwrando,倾听
940,probieren::V,profi,尝
941,riechen::V,arogli,闻
942,fühlen::V,teimlo,感到
943,fühlen::V,clywed,感到
944,scheinen::V,ymddangos,照耀
945,zu sehen sein::V,dod i'r golwg,可以看到
946,vernehmen::V,clywed sôn am,审讯
947,frieren::V,bod yn oer,觉得冷
948,tun::V,gwneud,作
949,können::V,gallu,能
950,wollen::V,bod mewn angen,要
951,anfangen::V,dechrau,开始
952,beenden::V,darfod,结束
953,beenden::V,gorffen,结束
954,aufhören::V,peidio,停止
955,gelingen::V,llwyddo,成功
956,geraten::V,diweddu,陷于
957,öffnen::V,agor,打开
958,schließen::V,cau,关
959,stellen::V,gosod,放
960,setzen::V,gosod,放
961,legen::V,gosod,摆
962,berühren::V,cyffwrdd,触
963,verbinden::V,cysylltu,联结
964,bedecken::V,gorchuddio,覆盖
965,aufhängen::V,crogi,挂
966,aufhängen::V,hongian,挂
967,anzünden::V,cynnau,点
968,aufheben::V,codi,拾起
969,zurücklassen::V,gadael,遗留
970,verlieren::V,colli,丧失
971,fallen lassen::V,gollwng,让掉下
972,machen::V,gwneud,做
973,herstellen::V,cynhyrchu,生产
974,bauen::V,adeiladu,建造
975,reparieren::V,trwsio,修理
976,reparieren::V,atgyweirio,修理
977,verbessern::V,diwygio,改进
978,ändern::V,altro,改变
979,graben::V,palu,挖
980,graben::V,cloddio,挖
981,beugen::V,plygu,弯下
982,biegen::V,plygu,弯
983,drehen::V,troelli,转动
984,wenden::V,troi,转动
985,umdrehen::V,troi,转动
986,heben::V,codi,举起
987,hochheben::V,dyrchafu,抬高
988,ergreifen::V,gafael,抓住
989,halten::V,dal,拿着
990,drücken::V,pwyso,压
991,drücken::V,gwasgu,压
992,schieben::V,gwthio,推
993,kratzen::V,crafu,搔
994,lecken::V,llyfu,舔
995,beißen::V,cnoi,咬
996,beißen::V,brathu,咬
997,abreißen::V,tynnu ymaith,撕下
998,abschneiden::V,torri,切断
999,binden::V,clymu,捆
1000,stecken::V,plannu,插
1001,brechen::V,torri,断裂
1002,klopfen::V,taro,敲
1003,hauen::V,taro,揍
1004,kleben::V,gludio,粘
1005,reiben::V,rhwbio,摩擦
1006,streichen::V,taenu,涂
1007,schleifen::V,hogi,拖曳
1008,schneiden::V,torri,切
1009,rütteln::V,ysgytio,颠簸
1010,schütteln::V,siglo,摇动
1011,schütteln::V,ysgwyd,摇动
1012,schwenken::V,siglo,摇动
1013,schütten::V,tywallt,倒
1014,füllen::V,llenwi,填满
1015,einwickeln::V,lapio,包
1016,tragen::V,cludo,提
1017,schleppen::V,llusgo,扛
1018,ziehen::V,tynnu,拉
1019,aufbewahren::V,cadw,保存
1020,werfen::V,taflu,扔
1021,fangen::V,dal,捕捉
1022,packen::V,cipio,抓住
1023,packen::V,crafangu,抓住
1024,verstecken::V,celu,藏
1025,verstecken::V,cuddio,藏
1026,teilen::V,rhannu,分
1027,schicken::V,anfon,派遣
1028,bringen::V,dod â,带来
1029,hinzufügen::V,chwanegu,添加
1030,bekommen::V,cael,得到
1031,erhalten::V,derbyn,接到
1032,nehmen::V,cymryd,拿
1033,wählen::V,dewis,挑选
1034,auswählen::V,dethol,选择
1035,bewahren::V,cadw,保持
1036,behindern::V,atal,防碍
1037,behindern::V,rhwystro,防碍
1038,verderben::V,difetha,败坏
1039,beschädigen::V,niweidio,损坏
1040,zerbrechen::V,torri,破碎
1041,zerreißen::V,rhwygo,撕碎
1042,zerstören::V,dinistrio,毁坏
1043,verbrennen::V,llosgi,燃烧
1044,geben::V,rhoi,给
1045,reichen::V,estyn,递给
1046,schenken::V,rhoddi,赠送
1047,versprechen::V,addo,许诺
1048,wünschen::V,dymuno,祝
1049,loben::V,canmol,表扬
1050,küssen::V,cusanu,亲
1051,wiegen::V,siglo,轻摇
1052,zudecken::V,gorchuddio,盖上
1053,wecken::V,deffro,唤起
1054,zeigen::V,dangos,指
1055,führen::V,arwain,带领
1056,lehren::V,dysgu,教
1057,unterrichten::V,hyfforddi,讲课
1058,aufziehen::V,dod i fyny,抚养
1059,leiten::V,arwain,领导
1060,antreiben::V,annog,催促
1061,lassen::V,gadael,让
1062,einladen::V,gwahodd,邀请
1063,vereinigen::V,uno,统一
1064,vereinigen::V,cyfuno,统一
1065,besuchen::V,ymweld â,参观
1066,treffen::V,cwrdd,会面
1067,treffen::V,cyfarfod,会面
1068,sich versammeln::V,casglu,聚集
1069,sich versammeln::V,cynnull,聚集
1070,spielen::V,chwarae,玩
1071,singen::V,canu,唱歌
1072,tanzen::V,dawnsio,跳舞
1073,sich trennen::V,ymwahanu,分别
1074,verlassen::V,gadael,离开
1075,retten::V,achub,救
1076,bewachen::V,gwarchod,守卫
1077,schützen::V,noddi,保护
1078,verteidigen::V,amddiffyn,保卫
1079,sich schlagen::V,ffraeo,打架
1080,sich schlagen::V,terfysgu,打架
1081,schießen::V,saethu,射击
1082,siegen::V,ennill,获胜
1083,ärgern::V,cythruddo,激怒
1084,schlagen::V,curo,打
1085,treten::V,cicio,踢
1086,stechen::V,pigo,刺
1087,stoßen::V,gwthio,撞
1088,stehlen::V,dwyn,盗窃
1089,stehlen::V,lladrata,盗窃
1090,stören::V,aflonyddu,干扰
1091,belästigen::V,trafferthu,打搅
1092,verbergen::V,cuddio,隐藏
1093,täuschen::V,twyllo,欺骗
1094,betrügen::V,hocedu,欺骗
1095,töten::V,lladd,杀
1096,wohnen::V,byw,居住
1097,arbeiten::V,gweithio,工作
1098,sammeln::V,casglu,收集
1099,pflücken::V,casglu,采
1100,jagen::V,hela,打猎
1101,fischen::V,pysgota,捕鱼
1102,fassen::V,dal,捉住
1103,hüten::V,bugeilio,守护
1104,treiben::V,gyrru,漂
1105,anbinden::V,clymu,拴
1106,füttern::V,porthi,喂
1107,melken::V,godro,挤奶
1108,hacken::V,torri,剁细
1109,gießen::V,dyfrhau,浇
1110,reifen::V,aeddfedu,成熟
1111,zubereiten::V,coginio,
1112,kochen::V,berwi,煮
1113,backen::V,pobi,烤
1114,backen::V,crasu,烤
1115,braten::V,ffrio,煎
1116,umrühren::V,cyffroi,搅拌
1117,stricken::V,gwau,织
1118,nähen::V,gwnïo,缝
1119,färben::V,lliwio,染色
1120,reinigen::V,glanhau,清洁
1121,waschen::V,golchi,洗
1122,abwischen::V,sychu,擦掉
1123,spülen::V,streulio,清洗
1124,fegen::V,ysgubo,扫
1125,kehren::V,ysgubo,打扫
1126,baden::V,cael bath,给...洗澡
1127,sich waschen::V,ymolchi,洗澡
1128,ausziehen::V,tynnu,脱
1129,anziehen::V,gwisgo,穿
1130,sich anziehen::V,ymwisgo,穿衣
1131,kämmen::V,cribo,梳
1132,schmücken::V,harddu,装饰
1133,schmücken::V,addurno,装饰
1134,sagen::V,dweud,说
1135,sprechen::V,llefaru,说
1136,reden::V,siarad,讲
1137,sich unterhalten::V,sgwrsio,聊天
1138,fragen::V,gofyn,问
1139,bitten::V,gofyn am,请
1140,erzählen::V,dweud,叙述
1141,mitteilen::V,cyfleu,通知
1142,nennen::V,enwi,叫做
1143,rufen::V,galw,叫
1144,prahlen::V,brolio,吹牛
1145,prahlen::V,ymffrostio,吹牛
1146,übersetzen::V,cyfieithu,翻译
1147,denken::V,meddwl,想
1148,glauben::V,credu,以为
1149,glauben::V,coelio,以为
1150,bemerken::V,sylwi,发觉
1151,erkennen::V,adnabod,识别
1152,begreifen::V,amgyffred,理解
1153,verstehen::V,deall,明白
1154,lernen::V,dysgu,学
1155,wissen::V,gwybod,知道
1156,sich erinnern an::V,cofio,回忆
1157,vergessen::V,anghofio,忘记
1158,messen::V,mesur,测量
1159,zählen::V,cyfrif,数
1160,rechnen::V,cyfrifo,计算
1161,lesen::V,darllen,读
1162,malen::V,peintio,画
1163,zeichnen::V,tynnu,绘制
1164,schreiben::V,ysgrifennu,写
1165,besitzen::V,meddu,占有
1166,kaufen::V,prynu,买
1167,verkaufen::V,gwerthu,卖
1168,bezahlen::V,talu am,付钱
1169,zahlen::V,talu,支付
1170,beherrschen::V,rheoli,统治
1171,beherrschen::V,llywodraethu,统治
1172,ertragen::V,dioddef,忍耐
