,Concept_ID,da,sk
845,oder::CNJ,eller,alebo
846,stehen::V,stå,stáť
847,sitzen::V,sidde,sedieť
848,liegen::V,ligge,ležať
849,hängen::V,hænge,visieť
850,werden::V,blive,stať sa
851,passieren::V,ske,stať sa
852,passieren::V,hænde,stať sa
853,beginnen::V,begynde,začať sa
854,enden::V,ende,končiť sa
855,wechseln::V,veksle,meniť sa
856,aufgehen[Sonne]::V,gå op,vychádzať
857,aufgehen[Sonne]::V,stå op,vychádzať
858,untergehen[Sonne]::V,gå ned,zapadnúť
859,scheinen[Sonne]::V,skinne,svietiť
860,donnern::V,tordne,hrmieť
861,wehen::V,blæse,viať
862,strömen::V,strømme,prúdiť
863,fließen::V,flyde,tiecť
864,sich drehen::V,dreje sig,točiť sa
865,sich drehen::V,dreje sig,krútiť sa
866,schwanken::V,vakle,kolísať
867,schwanken::V,vakle,klátiť sa
868,schwingen::V,svinge,kývať sa
869,schwingen::V,svinge,chvieť sa
870,fallen::V,falde,padať
871,brennen::V,brænde,páliť
872,brennen::V,brænde,horieť
873,rauchen::V,ryge,dymiť sa
874,regnen::V,regne,pršať
875,gefrieren::V,fryse,zamrznút
876,tauen::V,tø,taviť sa
877,schmelzen::V,smelte,taviť sa
878,trocknen::V,tørre,schnúť
879,sieden::V,koge,vrieť
880,faulen::V,rådne,hniť
881,verfaulen::V,rådne,zhniť
882,reißen::V,briste,pretrhnúť sa
883,versinken::V,synke,zapadnúť
884,versinken::V,synke,potopiť sa
885,versinken::V,synke ned,zapadnúť
886,versinken::V,synke ned,potopiť sa
887,vergehen::V,forløbe,plynúť
888,erscheinen::V,vise sig,objaviť sa
889,verschwinden::V,forsvinde,zmiznúť
890,sinken::V,synke,klesať
891,abnehmen::V,aftage,ubúdať
892,zunehmen::V,tiltage,pribúdať
893,steigen::V,stige,stúpať
894,wachsen::V,gro,rásť
895,wachsen::V,vokse,rásť
896,glänzen::V,glinse,jagať sa
897,glänzen::V,glinse,lesknúť sa
898,funkeln::V,tindre,iskriť sa
899,lärmen::V,larme,lomoziť
900,läuten::V,ringe,cengať
901,klingeln::V,ringe,zvoniť
902,klirren::V,klirre,rinčať
903,brausen::V,bruse,hučať
904,rauschen::V,suse,šumieť
905,klingen::V,lyde,znieť
906,klingen::V,lyde,zvoniť
907,klingen::V,klinge,znieť
908,klingen::V,klinge,zvoniť
909,bellen::V,gø,štekať
910,bellen::V,gø,brechať
911,heulen::V,hyle,vyť
912,blasen::V,blæse,duť
913,blasen::V,blæse,fúkať
914,pfeifen::V,fløjte,pískať
915,pfeifen::V,fløjte,hvízdať
916,schreien::V,skrige,kričať
917,stöhnen::V,stønne,stenať
918,zittern::V,dirre,triasť sa
919,zittern::V,skælve,triasť sa
920,leben::V,leve,žiť
921,geboren werden::V,fødes,narodiť sa
922,atmen::V,ånde,dýchať
923,trinken::V,drikke,piť
924,essen::V,spise,jesť
925,schlucken::V,synke,zhltnuť
926,müde werden::V,blive træt,unaviť sa
927,einschlafen::V,falde i søvn,usnúť
928,einschlafen::V,falde i søvn,zaspať
929,schlafen::V,sove,spať
930,aufwachen::V,vågne,zobudiť sa
931,aufstehen::V,stå op,vstať
932,sich erholen::V,komme sig,zotavovať sa
933,sich erholen::V,komme sig,oddýchovať si
934,krank werden::V,blive syg,ochorieť
935,krank sein::V,være syg,chorieť
936,krank sein::V,være syg,byť chorý
937,schmerzen::V,smerte,bolieť
938,husten::V,hoste,kašľať
939,genesen::V,komme sig,uzdraviť sa
940,sterben::V,dø,umrieť
941,sterben::V,dø,zomrieť
942,umkommen::V,omkomme,zahynúť
943,sich bewegen::V,bevæge sig,pohybovať sa
944,sich rühren::V,røre på sig,hnúť sa
945,sich erheben::V,rejse sig,zdvihnúť sa
946,sich setzen::V,sætte sig,sadnúť si
947,laufen::V,løbe,bežať
948,schreiten::V,skride,kráčať
949,spazierengehen::V,gå en tur,prechádzať sa
950,eilen::V,ile,súriť
951,sich beeilen::V,skynde sig,ponáhľať sa
952,sausen::V,suse,hučať
953,rennen::V,løbe,bežať
954,rennen::V,rende,bežať
955,springen::V,hoppe,skákať
956,springen::V,springe,skákať
957,klettern::V,klatre,liezť
958,schaukeln::V,gynge,húpať
959,schaukeln::V,gynge,hojdať
960,kriechen::V,krybe,liezť
961,kriechen::V,krybe,plaziť sa
962,schwimmen::V,svømme,plávať
963,tauchen::V,dykke,ponoriť sa
964,rudern::V,ro,veslovať
965,fahren::V,køre,ísť
966,fahren::V,køre,jazdiť
967,fliegen::V,flyve,letieť
968,gehen::V,gå,ísť
969,weggehen::V,gå bort,odísť
970,weggehen::V,gå bort,odchádzať
971,abfahren::V,køre bort,odcestovať
972,anhalten::V,standse,zadržať sa
973,anhalten::V,standse,zastaviť sa
974,hineingehen::V,gå ind,vchádzať
975,eintreten::V,træde ind,vojsť
976,eintreten::V,træde ind,vstúpiť
977,kommen::V,komme,prísť
978,ankommen::V,ankomme,prísť
979,ankommen::V,ankomme,doraziť
980,zurückkommen::V,komme tilbage,vrátiť sa
981,bleiben::V,blive,ostať
982,bleiben::V,blive,zostať
983,bleiben::V,forblive,ostať
984,bleiben::V,forblive,zostať
985,warten::V,vente,čakať
986,erwarten::V,vente,očakávať
987,erwarten::V,afvente,očakávať
988,suchen::V,søge,hľadať
989,finden::V,finde,nájsť
990,versuchen::V,forsøge,skúsiť
991,versuchen::V,forsøge,pokúsiť sa
992,vorbereiten::V,forberede,pripraviť
993,lieben::V,elske,ľúbiť
994,lieben::V,elske,milovať
995,mögen::V,holde af,mať rád
996,mögen::V,kunne lide,mať rád
997,lachen::V,le,smiať sa
998,rühren::V,røre,dojať
999,weinen::V,græde,plakať
1000,schimpfen::V,skænde,nadávať
1001,sich ärgern::V,ærgre sig,hnevať sa
1002,sich ärgern::V,ærgre sig,zlostiť sa
1003,sich fürchten::V,være bange,báť sa
1004,fürchten::V,være bange for,báť sa
1005,fliehen::V,flygte,utekať
1006,flüchten::V,flygte,utiecť
1007,sehen::V,se,vidieť
1008,anschauen::V,se på,pozrieť sa na
1009,anschauen::V,betragte,pozrieť sa na
1010,ansehen::V,anse,pozrieť
1011,hören::V,høre,počúvať
1012,zuhören::V,høre til,počúvať
1013,probieren::V,smage,ochutnať
1014,probieren::V,smage på,ochutnať
1015,riechen::V,lugte,ňuchať
1016,fühlen::V,føle,cítiť
1017,fühlen::V,føle,pociťovať
1018,scheinen::V,synes,zdať sa
1019,zu sehen sein::V,synes,byť vidieť
1020,vernehmen::V,erfare,počuť
1021,frieren::V,fryse,mrznúť
1022,frieren::V,fryse,oziabať
1023,tun::V,gøre,robiť
1024,können::V,kunne,môcť
1025,wollen::V,ville,chcieť
1026,anfangen::V,begynde,začať
1027,beenden::V,afslutte,skončiť
1028,aufhören::V,ophøre,prestať
1029,aufhören::V,holde op,prestať
1030,gelingen::V,lykkes,podariť sa
1031,geraten::V,blive,dariť sa
1032,öffnen::V,åbne,otvoriť
1033,schließen::V,lukke,zavrieť
1034,stellen::V,stille,postaviť
1035,setzen::V,sætte,posadiť
1036,legen::V,lægge,klásť
1037,legen::V,lægge,položiť
1038,berühren::V,berøre,dotykať sa
1039,verbinden::V,forbinde,spojiť
1040,bedecken::V,dække,pokryť
1041,bedecken::V,bedække,pokryť
1042,aufhängen::V,hænge,zavesiť
1043,aufhängen::V,hænge op,zavesiť
1044,anzünden::V,tænde,zapáliť
1045,anzünden::V,antænde,zapáliť
1046,aufheben::V,løfte,zdvihnúť
1047,aufheben::V,tage op,zdvihnúť
1048,zurücklassen::V,lade tilbage,zanechať
1049,verlieren::V,miste,stratiť
1050,fallen lassen::V,tabe,pustiť
1051,fallen lassen::V,droppe,pustiť
1052,machen::V,gøre,robiť
1053,herstellen::V,fremstille,vyrobiť
1054,bauen::V,bygge,stavať
1055,bauen::V,bygge,budovať
1056,reparieren::V,reparere,opraviť
1057,verbessern::V,rette,zlepšiť
1058,verbessern::V,forbedre,zlepšiť
1059,ändern::V,ændre,zmeniť
1060,ändern::V,ændre,preinačiť
1061,graben::V,grave,ryť
1062,graben::V,grave,kopať
1063,beugen::V,bøje,ohnúť
1064,biegen::V,bøje,ohnúť
1065,drehen::V,dreje,točiť
1066,drehen::V,dreje,krútiť
1067,wenden::V,vende,obrátiť
1068,wenden::V,vende,prevrátiť
1069,umdrehen::V,dreje om,otočiť
1070,umdrehen::V,dreje om,obrátiť
1071,heben::V,hæve,dvíhať
1072,heben::V,hæve,povzniesť
1073,hochheben::V,løfte,zdvihnúť
1074,ergreifen::V,gribe fat i,uchopiť sa
1075,halten::V,holde,držať
1076,drücken::V,trykke,tisnúť
1077,schieben::V,skyde,posunovať
1078,schieben::V,skubbe,posunovať
1079,kratzen::V,klø,škrabať
1080,kratzen::V,kradse,škrabať
1081,lecken::V,slikke,lízať
1082,beißen::V,bide,kúsať
1083,abreißen::V,rive af,odtrhnúť
1084,abschneiden::V,skære af,odrezať
1085,abschneiden::V,skære af,odkrojiť
1086,binden::V,binde,zaviazať
1087,binden::V,binde,priviazať
1088,stecken::V,stikke,strčiť
1089,brechen::V,brække,zlomiť
1090,klopfen::V,banke,tĺcť
1091,klopfen::V,banke,klopať
1092,hauen::V,hugge,nabiť
1093,kleben::V,klistre,lepiť
1094,kleben::V,klistre,nalepiť
1095,reiben::V,gnide,trieť
1096,streichen::V,smøre,namazať
1097,schleifen::V,slibe,ostríť
1098,schneiden::V,skære,rezať
1099,schneiden::V,skære,strihať
1100,schneiden::V,klippe,rezať
1101,schneiden::V,klippe,strihať
1102,rütteln::V,ruske,triasť
1103,rütteln::V,ruske,lomcovať
1104,schütteln::V,ryste,triasť
1105,schütteln::V,ryste,potriasť
1106,schwenken::V,svinge,mávať
1107,schütten::V,hælde,sypať
1108,füllen::V,fylde,plniť
1109,einwickeln::V,pakke ind,zabaliť
1110,tragen::V,bære,niesť
1111,schleppen::V,slæbe,vliecť
1112,ziehen::V,trække,ťahať
1113,aufbewahren::V,opbevare,uložiť
1114,aufbewahren::V,opbevare,uschovať
1115,werfen::V,kaste,hodiť
1116,werfen::V,kaste,vrhnúť
1117,fangen::V,fange,chytať
1118,packen::V,gribe,baliť
1119,packen::V,gribe,chytiť
1120,verstecken::V,gemme,skryť
1121,verstecken::V,gemme,schovať
1122,teilen::V,dele,podeliť
1123,teilen::V,dele,rozdeliť
1124,schicken::V,sende,posielať
1125,bringen::V,bringe,priniesť
1126,hinzufügen::V,tilføje,pripojiť
1127,bekommen::V,få,dostať
1128,erhalten::V,få,prijať
1129,nehmen::V,tage,vziať
1130,wählen::V,vælge,voliť
1131,auswählen::V,udvælge,vybrať
1132,auswählen::V,udvælge,vyvoliť
1133,bewahren::V,bevare,zachovať
1134,behindern::V,hindre,zavadzať
1135,behindern::V,hindre,byť v ceste
1136,behindern::V,forhindre,zavadzať
1137,behindern::V,forhindre,byť v ceste
1138,verderben::V,ødelægge,skaziť
1139,beschädigen::V,beskadige,ublížiť
1140,beschädigen::V,beskadige,poškodiť
1141,zerbrechen::V,brække itu,rozbiť
1142,zerbrechen::V,brække itu,prelomiť
1143,zerreißen::V,rive itu,pretrhnúť
1144,zerstören::V,ødelægge,zničiť
1145,verbrennen::V,brænde,spáliť
1146,geben::V,give,dať
1147,reichen::V,række,podať
1148,schenken::V,forære,darovať
1149,versprechen::V,love,sľúbiť
1150,wünschen::V,ønske,želať
1151,loben::V,rose,chváliť
1152,küssen::V,kysse,bozkať
1153,wiegen::V,vugge,kolísať
1154,zudecken::V,dække til,prikryť
1155,wecken::V,vække,zobudiť
1156,zeigen::V,vise,ukázať
1157,führen::V,føre,viesť
1158,lehren::V,lære,učiť
1159,unterrichten::V,undervise,vyučovať
1160,aufziehen::V,opdrage,vychovať
1161,leiten::V,lede,viesť
1162,antreiben::V,skynde på,popudiť
1163,lassen::V,få til at,dať
1164,einladen::V,indbyde,pozvať
1165,einladen::V,indbyde,povolať
1166,einladen::V,invitere,pozvať
1167,einladen::V,invitere,povolať
1168,vereinigen::V,forene,spojiť
1169,vereinigen::V,forene,zjednotiť
1170,besuchen::V,besøge,navštíviť
1171,treffen::V,møde,stretnúť
1172,sich versammeln::V,forsamles,zhromaždiť sa
1173,spielen::V,lege,hrať
1174,spielen::V,spille,hrať
1175,singen::V,synge,spievať
1176,tanzen::V,danse,tancovať
1177,sich trennen::V,skilles,rozísť sa
1178,verlassen::V,forlade,opustiť
1179,retten::V,redde,zachrániť
1180,bewachen::V,bevogte,strážiť
1181,schützen::V,skærme,chrániť
1182,schützen::V,beskytte,chrániť
1183,verteidigen::V,forsvare,brániť
1184,sich schlagen::V,slås,biť sa
1185,schießen::V,skyde,streliť
1186,schießen::V,skyde,strieľať
1187,siegen::V,sejre,zvíťaziť
1188,ärgern::V,ærgre,hnevať
1189,ärgern::V,ærgre,zlostiť
1190,schlagen::V,slå,biť
1191,schlagen::V,slå,udrieť
1192,treten::V,sparke,kopnúť
1193,stechen::V,stikke,bodnúť
1194,stechen::V,stikke,pichnúť
1195,stoßen::V,støde,udrieť
1196,stehlen::V,stjæle,kradnúť
1197,stören::V,forstyrre,vyrušiť
1198,belästigen::V,genere,obťažovať
1199,belästigen::V,ulejlige,obťažovať
1200,verbergen::V,skjule,skryť
1201,täuschen::V,villede,sklamať
1202,betrügen::V,bedrage,klamať
1203,betrügen::V,bedrage,podvádzať
1204,töten::V,dræbe,zabiť
1205,töten::V,dræbe,usmrtiť
1206,wohnen::V,bo,bývať
1207,arbeiten::V,arbejde,pracovať
1208,sammeln::V,samle,zbierať
1209,pflücken::V,plukke,trhať
1210,pflücken::V,plukke,oberať
1211,jagen::V,jage,poľovať
1212,fischen::V,fiske,loviť ryby
1213,fischen::V,fiske,chytať ryby
1214,fassen::V,fange,uloviť
1215,hüten::V,vogte,pásť
1216,treiben::V,drive,hnať
1217,anbinden::V,binde fast,priviazať
1218,füttern::V,fodre,kŕmiť
1219,melken::V,malke,dojiť
1220,hacken::V,hakke,seknúť
1221,gießen::V,hælde,polievať
1222,reifen::V,modne,dozrieť
1223,zubereiten::V,tilberede,pripraviť
1224,kochen::V,koge,variť
1225,backen::V,bage,piecť
1226,backen::V,bage,smažiť
1227,braten::V,stege,piecť
1228,braten::V,stege,pražiť
1229,umrühren::V,røre om,pomiešať
1230,stricken::V,strikke,pliesť
1231,nähen::V,sy,šiť
1232,färben::V,farve,zafarbiť
1233,reinigen::V,rense,čistiť
1234,reinigen::V,gøre ren,čistiť
1235,waschen::V,vaske,myť
1236,abwischen::V,tørre af,utrieť
1237,spülen::V,skylle,vyplachovať
1238,fegen::V,feje,zametať
1239,kehren::V,feje,zametať
1240,baden::V,bade,kúpať sa
1241,sich waschen::V,vaske sig,umývať sa
1242,ausziehen::V,tage af,zobliecť
1243,anziehen::V,tage på,obliecť
1244,sich anziehen::V,klæde sig på,obliecť sa
1245,kämmen::V,rede,česať
1246,kämmen::V,frisere,česať
1247,schmücken::V,pynte,ozdobiť
1248,schmücken::V,smykke,ozdobiť
1249,sagen::V,sige,povedať
1250,sprechen::V,snakke,hovoriť
1251,reden::V,tale,rozprávať
1252,reden::V,snakke,rozprávať
1253,sich unterhalten::V,snakke sammen,rozprávať sa
1254,fragen::V,spørge,spýtať sa
1255,bitten::V,bede,prosiť
1256,erzählen::V,berette,rozprávať
1257,erzählen::V,fortælle,rozprávať
1258,mitteilen::V,meddele,oznámiť
1259,nennen::V,nævne,nazvať
1260,nennen::V,nævne,menovať
1261,rufen::V,råbe,volať
1262,rufen::V,råbe,zavolať
1263,prahlen::V,prale,vystatovať sa
1264,übersetzen::V,oversætte,preložiť
1265,denken::V,tænke,myslieť
1266,glauben::V,tro,veriť
1267,bemerken::V,bemærke,podotknuť
1268,bemerken::V,bemærke,spozorovať
1269,bemerken::V,lægge mærke til,podotknuť
1270,bemerken::V,lægge mærke til,spozorovať
1271,erkennen::V,genkende,poznať
1272,begreifen::V,begribe,pochopiť
1273,begreifen::V,begribe,porozumieť
1274,verstehen::V,forstå,rozumieť
1275,lernen::V,lære,učiť sa
1276,wissen::V,vide,vedieť
1277,sich erinnern an::V,mindes,pamätať si na
1278,sich erinnern an::V,huske på,pamätať si na
1279,vergessen::V,glemme,zabudnuť
1280,messen::V,måle,merať
1281,zählen::V,tælle,počítať
1282,rechnen::V,regne,rátať
1283,rechnen::V,regne,počítať
1284,lesen::V,læse,čítať
1285,malen::V,male,maľovať
1286,zeichnen::V,tegne,kresliť
1287,schreiben::V,skrive,písať
1288,besitzen::V,eje,mať
1289,besitzen::V,eje,vlastniť
1290,besitzen::V,besidde,mať
1291,besitzen::V,besidde,vlastniť
1292,kaufen::V,købe,kúpiť
1293,verkaufen::V,sælge,predať
1294,bezahlen::V,betale,zaplatiť
1295,zahlen::V,betale,platiť
1296,beherrschen::V,beherske,ovládať
1297,ertragen::V,tåle,znášať
1298,ertragen::V,tåle,vydržať
1299,ertragen::V,udholde,znášať
1300,ertragen::V,udholde,vydržať
1301,hinfallen::V,,spadnúť
