,Concept_ID,lbe,la
749,sehr::ADV,хъинну,valde
750,sehr::ADV,хъинну,magnopere
751,so::ADV,укукн,ita
752,noch::ADV,гьала,etiam
753,noch::ADV,уттигу,etiam
754,noch::ADV,цакьинва,etiam
755,noch::ADV,ттигу-шилагу,etiam
756,nur::ADV,анжагь,solum
757,nur::ADV,анжагь,tantum
758,wieder::ADV,цӏуницӏа,rursus
759,vergebens::ADV,аьдада,frustra
760,vergebens::ADV,нахӏакь,frustra
761,vor::PRP,хьхьичӏ,ante
762,hinter::PRP,махъ,post
763,unter::PRP,лув,sub
764,durch::PRP,-х,per
765,neben::PRP,чӏарав,iuxta
766,zwischen::PRP,дянив,inter
767,wegen::PRP,цӏаний,propter
768,dies::PRN,ва,hoc
769,das::PRN,та,id
770,das::PRN,кӏа,id
771,das::PRN,га,id
772,alles::PRN,щала,omnia
773,ich::PRN,на,ego
774,du::PRN,ина,tu
775,er::PRN,му,is
776,er::PRN,му,ille
777,wir::PRN,жу,nos
778,ihr::PRN,зу,vos
779,was::FPRN,ци,quid
780,wer::FPRN,цу,quis
781,wo::FADV,чув,ubi
782,wohin::FADV,чун,quo
783,wie::FADV,цукун,quomodo
784,warum::FADV,цан,cur
785,wieviel::FNUM,циксса,quantum
786,eins::NUM,ца,unus
787,zwei::NUM,кӏива,duo
788,drei::NUM,шамма,tres
789,vier::NUM,мукьа,quattuor
790,vier::NUM,мукьва,quattuor
791,fünf::NUM,ххюва,quinque
792,sechs::NUM,ряхва,sex
793,sieben::NUM,арула,septem
794,acht::NUM,мяйва,octo
795,neun::NUM,урчӏва,novem
796,zehn::NUM,ацӏва,decem
797,elf::NUM,ацӏния цава,undecim
798,zwölf::NUM,ацӏиия кӏива,duodecim
799,zwanzig::NUM,кьува,viginti
800,dreißig::NUM,зувира,triginta
801,vierzig::NUM,мукьцӏала,quadraginta
802,fünfzig::NUM,ххюцӏала,quinquaginta
803,sechzig::NUM,ряхцӏала,sexaginta
804,achtzig::NUM,мяйцӏала,octoginta
805,neunzig::NUM,урчӏцӏала,nonaginta
806,hundert::NUM,ттурш,centum
807,hundert::NUM,ттуршва,centum
808,tausend::NUM,азарва,mille
809,und::CNJ,-гу,et
810,und::CNJ,-гу,-que
811,oder::CNJ,я,vel
812,oder::CNJ,ягу,vel
813,stehen::V,ацӏан,stare
814,sitzen::V,щяивкӏун икӏан,sedere
815,liegen::V,утту нвхьуну икӏан,iacere
816,hängen::V,зурчӏай тӏун,pendere
817,werden::V,хьун,fieri
818,passieren::V,хьун,accidere
819,beginnen::V,дайдишин,incipere
820,beginnen::V,дайдирхьуну дикӏан,incipere
821,enden::V,къуртал дан,finem habere
822,wechseln::V,даххана хьун,mutari
823,wechseln::V,даххана дуллан,mutari
824,aufgehen[Sonne]::V,буклай бур,oriri
825,untergehen[Sonne]::V,лаглай бур,occidere
826,scheinen[Sonne]::V,битан,lucere
827,scheinen[Sonne]::V,чани буллан,lucere
828,donnern::V,тӏий бур,tonare
829,wehen::V,бишлай бур,flare
830,strömen::V,экьинан,fluere
831,fließen::V,экьинан,manare
832,sich drehen::V,гьанан,torqueri
833,schwanken::V,хъюлчу тӏун,vacillare
834,schwanken::V,хӏуркку тӏун,vacillare
835,schwingen::V,хъюлчай тӏун,vibrare
836,schwingen::V,хъюлчу тӏун,vibrare
837,fallen::V,багьлан,cadere
838,brennen::V,ччучлан,ardere
839,rauchen::V,пуркӏу тӏун,fumare
840,regnen::V,лачӏун,pluere
841,regnen::V,лачIлай дур,pluere
842,gefrieren::V,микӏ лачӏун,congelari
843,tauen::V,баслан,rorare
844,schmelzen::V,баслан,liquescere
845,trocknen::V,кьакьан,arescere
846,sieden::V,щаран,fervere
847,faulen::V,аьллан,putescere
848,verfaulen::V,аьллан,putescere
849,verfaulen::V,аьян,putescere
850,reißen::V,ххя дукан,scindi
851,versinken::V,оькьлан,mergi
852,versinken::V,оькьан,mergi
853,vergehen::V,лялиян,praeterire
854,erscheinen::V,буккан,apparere
855,erscheinen::V,загьир хьун,apparere
856,verschwinden::V,бат хьун,discedere
857,verschwinden::V,акъа хьун,discedere
858,sinken::V,чахь учин,labi
859,abnehmen::V,чан хьун,deminui
860,abnehmen::V,ссуссукьу хьун,deminui
861,zunehmen::V,гьарза хьун,augeri
862,steigen::V,гьаз хьун,augescere
863,wachsen::V,ххяххан,crescere
864,glänzen::V,цӏай буккан,splendere
865,funkeln::V,цӏай-цӏай тӏун,micare
866,lärmen::V,чӏу буллан,strepere
867,lärmen::V,аьлагъужа буллан,strepere
868,läuten::V,занг ришлан,sonare
869,läuten::V,занг дуллан,sonare
870,klingeln::V,занг ришлан,tinnire
871,klingeln::V,занг дуллан,tinnire
872,brausen::V,никъащилан,saevire
873,rauschen::V,щурщур тӏун,crepare
874,klingen::V,чӏу буклан,sonare
875,bellen::V,хӏап тӏун,latrare
876,blasen::V,уф тӏун,flare
877,pfeifen::V,щютӏа тӏун,sibilare
878,schreien::V,чӏу бан,clamare
879,stöhnen::V,угь-къак тӏун,gemere
880,zittern::V,зурзу чин,tremere
881,zittern::V,зурзу чин,trepidare
882,zittern::V,зурзу тӏун,tremere
883,zittern::V,зурзу тӏун,trepidare
884,leben::V,ялапар хъанан,vivere
885,geboren werden::V,ан,nasci
886,atmen::V,ссихӏ ласлан,spirare
887,atmen::V,ссихӏ бигьлан,spirare
888,trinken::V,хӏачӏан,bibere
889,trinken::V,хӏачӏлан,bibere
890,essen::V,канан,edere
891,schlucken::V,кьюлтӏа тӏун,devorare
892,müde werden::V,аьхчӏин,fatigari
893,einschlafen::V,шанан икӏан,obdormiscere
894,schlafen::V,шанан,dormire
895,aufwachen::V,чантӏ учин,expergisci
896,aufstehen::V,бизан,exsurgere
897,sich erholen::V,бигьалаган,se reficere
898,krank werden::V,къашай хьун,aegrescere
899,krank sein::V,къашай хъанан,aegrotare
900,krank sein::V,къашавай икӏан,aegrotare
901,schmerzen::V,цӏун,dolere
902,husten::V,хъугьу чин,tussire
903,husten::V,хъугьу тӏун,tussire
904,genesen::V,хъин хьун,convalescere
905,genesen::V,сагъ лаган,convalescere
906,sterben::V,ивчӏан,mori
907,umkommen::V,лиллан,perire
908,umkommen::V,литӏлан,perire
909,umkommen::V,ажал биян,perire
910,umkommen::V,личӏи хьун,perire
911,umkommen::V,иакьлу хьун,perire
912,umkommen::V,ахир жан хъанан,perire
913,umkommen::V,рухӏирачӏа икӏан,perire
914,sich bewegen::V,сукку хьун,se movere
915,sich rühren::V,сукку хьун,micare
916,sich erheben::V,бизан,surgere
917,sich setzen::V,щяикӏан,considere
918,sich setzen::V,щябикӏан,considere
919,hinfallen::V,багьан,cadere
920,laufen::V,занан,vadere
921,schreiten::V,ша ласлан,gradi
922,spazierengehen::V,сайр буллан,ambulare
923,eilen::V,анавар буккан,properare
924,sich beeilen::V,анавар буккан,festinare
925,sausen::V,никъа щилан,currere
926,sausen::V,никъа щун,currere
927,rennen::V,лечлан,currere
928,springen::V,тӏанкӏ дан,salire
929,klettern::V,лахълан,niti
930,schaukeln::V,гьайжак бигьлан,oscillare
931,kriechen::V,ххярк тӏун,repere
932,kriechen::V,ххярк тӏун,serpere
933,schwimmen::V,гьузун,nare
934,schwimmen::V,гьузун,natare
935,tauchen::V,лултту уккан,mergere
936,rudern::V,бяхлан,remigare
937,rudern::V,батӏлан,remigare
938,rudern::V,ххялаххи дуклан,remigare
939,fahren::V,гьан,vehi
940,fliegen::V,лехлан,volare
941,gehen::V,нан,ire
942,gehen::V,нан,vadere
943,weggehen::V,ялагьан,abire
944,weggehen::V,ялагьан,discedere
945,abfahren::V,гьан,proficisci
946,anhalten::V,бацӏан,consistere
947,hineingehen::V,буххан,inire
948,hineingehen::V,буххан,ingredi
949,eintreten::V,буххан,intrare
950,kommen::V,учӏан,venire
951,ankommen::V,биян,advenire
952,ankommen::V,бучӏан,advenire
953,zurückkommen::V,зана хъун,revenire
954,zurückkommen::V,зана бикӏан,revenire
955,bleiben::V,личӏан,manere
956,warten::V,ялугьлан,opperiri
957,erwarten::V,ялугьлан,opperiri
958,erwarten::V,ялугьлан,expectare
959,suchen::V,луглан,quaerere
960,finden::V,лякъин,reperire
961,versuchen::V,ххал буллан,conari
962,versuchen::V,ххал буллан,temptare
963,vorbereiten::V,хӏадур бан,parare
964,lieben::V,эшкьи хьуиу бикӏан,amare
965,mögen::V,ххиран бикӏан,amare
966,lachen::V,хъян,ridere
967,weinen::V,аьтӏун,flere
968,schimpfen::V,дяъван,increpare
969,schimpfen::V,ссугайи агьан,increpare
970,sich ärgern::V,ссибизлан,indignari
971,sich fürchten::V,ингъауслан,vereri
972,fürchten::V,хӏучӏ тӏун,timere
973,fliehen::V,ака бан,fugere
974,flüchten::V,лихъан,effugere
975,sehen::V,чӏалан,videre
976,anschauen::V,урган,aspectare
977,ansehen::V,буруглан,spectare
978,hören::V,баллан,audire
979,zuhören::V,вичӏи дихьлан,auscultare
980,probieren::V,тӏин ххал буллан,gustare
981,riechen::V,ссунтӏа тӏун,olfacere
982,fühlen::V,дакӏнил буслан,sentire
983,scheinen::V,ххан,videri
984,scheinen::V,бизан,videri
985,scheinen::V,ххан бикӏлай бикӏан,videri
986,vernehmen::V,баян,comperire
987,frieren::V,лигьулул хъанан,algere
988,tun::V,бан,facere
989,können::V,хьун,posse
990,anfangen::V,дайдишин,incipere
991,beenden::V,къуртал бан,finire
992,aufhören::V,кьабагьан,desistere
993,gelingen::V,бюхъан,contingere
994,öffnen::V,тӏитӏин,aperire
995,schließen::V,лакьин,claudere
996,stellen::V,дацӏан дан,sistere
997,stellen::V,бишин,sistere
998,setzen::V,щяитан,ponere
999,legen::V,бишин,ponere
1000,berühren::V,ка щун,tangere
1001,verbinden::V,бахӏин,iungere
1002,verbinden::V,дахӏин,iungere
1003,bedecken::V,ялтту бущин,tegere
1004,bedecken::V,ялтту бущин,operire
1005,bedecken::V,ялтту бакьин,tegere
1006,bedecken::V,ялтту бакьин,operire
1007,aufhängen::V,лахъан,suspendere
1008,anzünden::V,лахъан,accendere
1009,anzünden::V,лахъан,inflammare
1010,aufheben::V,гьаз бан,tollere
1011,zurücklassen::V,кьаитан,relinquere
1012,zurücklassen::V,битан,relinquere
1013,verlieren::V,дакъа дан,perdere
1014,verlieren::V,дакъа дан,amittere
1015,fallen lassen::V,рутан,dimittere
1016,machen::V,дан,facere
1017,herstellen::V,яраг ишла бувиу бан,fabricare
1018,bauen::V,дан,construere
1019,reparieren::V,дакьин дан,reparare
1020,verbessern::V,ххуй дан,emendare
1021,ändern::V,баххана бан,mutare
1022,graben::V,дуклан,fodere
1023,beugen::V,лахӏан бан,flectere
1024,beugen::V,кьус бикӏан,flectere
1025,biegen::V,баччин,curvare
1026,biegen::V,лахӏан бан,curvare
1027,drehen::V,гьанан,torquere
1028,wenden::V,кӏура баен бан,vertere
1029,umdrehen::V,кӏура баен бан,convertere
1030,heben::V,гьаз бан,tollere
1031,hochheben::V,гьаз бан,levare
1032,ergreifen::V,хъап дан,capessere
1033,ergreifen::V,хъап увиу угьан,capessere
1034,halten::V,бугьлан,tenere
1035,drücken::V,кьюч бигьлан,premere
1036,schieben::V,щун,promovere
1037,lecken::V,ланцӏа тӏун,lambere
1038,beißen::V,хъапа тӏун,mordere
1039,beißen::V,кьацӏа тӏун,mordere
1040,abreißen::V,буцан,avellere
1041,abschneiden::V,бухъан,desecare
1042,abschneiden::V,кьукьин,desecare
1043,binden::V,бахӏин,ligare
1044,binden::V,дахӏин,ligare
1045,brechen::V,гъагъан,rumpere
1046,klopfen::V,кьутӏа тӏун,pultare
1047,hauen::V,рищун,ferire
1048,kleben::V,лачӏун буллан,agglutinare
1049,reiben::V,ссуку буллан,terere
1050,streichen::V,дугъан,oblinere
1051,streichen::V,аьгъу дан,oblinere
1052,schneiden::V,духълан,secare
1053,schneiden::V,кьукьлан,secare
1054,schütteln::V,хъюлчу буллан,quatere
1055,schwenken::V,палцӏ дуллан,ventilare
1056,schütten::V,рутӏин,fundere
1057,füllen::V,буцӏин бан,complere
1058,einwickeln::V,кай-кай бан,involvere
1059,tragen::V,ларсун занан,ferre
1060,tragen::V,ларсун занан,portare
1061,tragen::V,ларсун ачин,ferre
1062,tragen::V,ларсун ачин,portare
1063,schleppen::V,ххилан,pertrahere
1064,aufbewahren::V,ядан,asservare
1065,aufbewahren::V,ядуллан,asservare
1066,werfen::V,личин,iacere
1067,fangen::V,бугьан,capere
1068,fangen::V,бугьлан,capere
1069,verstecken::V,ладитан,abdere
1070,verstecken::V,кьюлтӏ дан,abdere
1071,verstecken::V,дахьлаган дан,abdere
1072,teilen::V,бачӏин,partiri
1073,teilen::V,бачӏин,dividere
1074,teilen::V,бутӏа бан,partiri
1075,teilen::V,бутӏа бан,dividere
1076,schicken::V,тӏайла буккан,mittere
1077,bringen::V,диян дан,apportare
1078,hinzufügen::V,ххи бан,addere
1079,bekommen::V,ласун,adipisci
1080,erhalten::V,ласун,accipere
1081,nehmen::V,ласун,sumere
1082,wählen::V,бувчӏин,eligere
1083,auswählen::V,бувчӏин,deligere
1084,auswählen::V,язи бугьан,deligere
1085,bewahren::V,ядан,conservare
1086,behindern::V,дайщишруду дуллан,impedire
1087,verderben::V,зия дан,corrumpere
1088,beschädigen::V,зарал буллан,laedere
1089,zerbrechen::V,гьагъан,rumpere
1090,zerbrechen::V,гьагъан,frangere
1091,zerbrechen::V,гьагъан бан,rumpere
1092,zerbrechen::V,гьагъан бан,frangere
1093,zerreißen::V,ххяхха дуккан,discindere
1094,zerstören::V,лекьан дан,delere
1095,verbrennen::V,ччуччин,urere
1096,verbrennen::V,ччуччин,cremare
1097,geben::V,дулун,dare
1098,reichen::V,дулун,praebere
1099,schenken::V,пишкаш дан,donare
1100,schenken::V,пишкаш дан,largiri
1101,schenken::V,багъишла дан,donare
1102,schenken::V,багъишла дан,largiri
1103,schenken::V,ихӏсандалун дуллун,donare
1104,schenken::V,ихӏсандалун дуллун,largiri
1105,versprechen::V,банна чин,polliceri
1106,versprechen::V,банна чин,promittere
1107,loben::V,цӏа дан,laudare
1108,küssen::V,ппай тӏун,osculari
1109,wiegen::V,гьуркку тӏун,
1110,wiegen::V,гьуркку буллан,
1111,wiegen::V,гьуркку бан,
1112,wecken::V,чантӏ учин ан,excitare
1113,zeigen::V,ккаккан бан,monstrare
1114,führen::V,буцин,ducere
1115,lehren::V,лахьхьин бан,docere
1116,lehren::V,лахьхьин буллан,docere
1117,unterrichten::V,дарс дишаван,instituere
1118,aufziehen::V,хъуна ан,nutrire
1119,aufziehen::V,тарбия ан,nutrire
1120,leiten::V,каялувшиву дан,ducere
1121,einladen::V,хъамалу оьвчин,invitare
1122,vereinigen::V,ца бан,coniungere
1123,besuchen::V,ялун уххан,visere
1124,treffen::V,хьуна бакьин,convenire
1125,sich versammeln::V,батӏин,convenire
1126,spielen::V,тӏуркӏу тӏун,ludere
1127,singen::V,балай тӏун,cantare
1128,tanzen::V,къавтӏун,saltare
1129,sich trennen::V,ппив хьун,digredi
1130,sich trennen::V,ппив хьун,discedere
1131,verlassen::V,увккун гьан,deserere
1132,verlassen::V,увккун гьан,relinquere
1133,retten::V,ххассал бан,servare
1134,bewachen::V,къарал бан,custodire
1135,schützen::V,ябан,tueri
1136,schützen::V,ябан,tutari
1137,verteidigen::V,буруччин,defendere
1138,sich schlagen::V,биян,luctari
1139,schießen::V,битлан,iaculari
1140,siegen::V,ххув хьун,vincere
1141,siegen::V,ххувшаву ласун,vincere
1142,ärgern::V,ссибизан уллан,irritare
1143,schlagen::V,рищун,ferire
1144,stechen::V,кьутӏин,pungere
1145,stoßen::V,щун,tundere
1146,stehlen::V,дацин,furari
1147,stören::V,кьючин,turbare
1148,belästigen::V,бизар уллан,obtundere
1149,verbergen::V,лабитан,celare
1150,verbergen::V,лабитан,occultare
1151,verbergen::V,кӏучӏ бан,celare
1152,verbergen::V,кӏучӏ бан,occultare
1153,täuschen::V,хъяврин ан,fallere
1154,betrügen::V,аьикьин ан,fraudare
1155,töten::V,ивчӏан,necare
1156,töten::V,ивчӏан,caedere
1157,wohnen::V,оьрму бутлан,habitare
1158,arbeiten::V,зун,laborare
1159,sammeln::V,ттихӏин,colligere
1160,sammeln::V,вив дишин,colligere
1161,pflücken::V,риттун,carpere
1162,jagen::V,авли занан,venari
1163,fischen::V,чавахъру бугьлан,piscari
1164,fassen::V,бугьан,capere
1165,hüten::V,урттуйн бакьлан,custodire
1166,treiben::V,дачин дуллан,agere
1167,treiben::V,лихъан буллан,agere
1168,anbinden::V,бахӏин,alligare
1169,füttern::V,канаки буллан,nutrire
1170,melken::V,ттизин,mulgere
1171,hacken::V,мюрш буллан,findere
1172,hacken::V,мюрш бан,findere
1173,gießen::V,щин дишин,rigare
1174,reifen::V,диян,maturescere
1175,zubereiten::V,хӏадур дан,apparare
1176,zubereiten::V,хӏадур бан,apparare
1177,kochen::V,шашан,coquere
1178,kochen::V,шашан дуллан,coquere
1179,backen::V,бишлан,coquere
1180,backen::V,шахьлан,coquere
1181,braten::V,цӏарайх дуллан,torrere
1182,umrühren::V,хӏала бан,commovere
1183,stricken::V,щащлан,texere
1184,stricken::V,щащан,texere
1185,nähen::V,дуруххан,suere
1186,färben::V,ранг щун,tingere
1187,reinigen::V,марцӏ бан,purgare
1188,waschen::V,шюшин,lavare
1189,abwischen::V,лишин,abstergere
1190,spülen::V,вилаган,perluere
1191,fegen::V,башин,verrere
1192,kehren::V,бахьлан,purgare
1193,baden::V,щинавун учӏлан,lavari
1194,sich waschen::V,диссун,lavari
1195,sich waschen::V,лажин диссун,lavari
1196,sich waschen::V,лажин дислан,lavari
1197,sich waschen::V,биссун,lavari
1198,sich waschen::V,чурх бислан,lavari
1199,ausziehen::V,ликкан,exuere
1200,anziehen::V,лаххан,induere
1201,sich anziehen::V,янна лаххан,vestiri
1202,kämmen::V,ттарал дуккан,pectere
1203,schmücken::V,чӏюлу бан,ornare
1204,schmücken::V,чӏюлу бан,decorare
1205,sagen::V,учин,dicere
1206,sprechen::V,гъалгъа тӏун,fari
1207,reden::V,гъалгъа тӏун,loqui
1208,sich unterhalten::V,гъалгъа тӏун,colloqui
1209,sich unterhalten::V,гъалгъа тӏун,disputare
1210,fragen::V,цӏуххин,rogare
1211,fragen::V,цӏуххин,quaerere
1212,bitten::V,тавакъю буллан,orare
1213,bitten::V,тавакъю буллан,rogare
1214,erzählen::V,хавар бусан,narrare
1215,mitteilen::V,баян бан,communicare
1216,mitteilen::V,хавар бан,communicare
1217,nennen::V,цӏа дизан,appellare
1218,rufen::V,оьвтӏун,vocare
1219,prahlen::V,цӏа дуллан,gloriari
1220,übersetzen::V,таржума бан,vertere
1221,denken::V,пикри буллан,cogitare
1222,glauben::V,вих хьун,credere
1223,bemerken::V,хӏисав хъун,animadvertere
1224,erkennen::V,увчӏин,cognoscere
1225,begreifen::V,бувчӏин,comprehendere
1226,lernen::V,лахьлан,discere
1227,lernen::V,лахьхьин,discere
1228,wissen::V,кӏулну бикӏан,scire
1229,wissen::V,хавар бикӏан,scire
1230,sich erinnern an::V,дакӏнин бутан,meminisse
1231,vergessen::V,хъама битан,oblivisci
1232,messen::V,дуцин дуллан,metiri
1233,messen::V,дуцин дан,metiri
1234,zählen::V,дуккин,numerare
1235,rechnen::V,хӏисав дан,reri
1236,rechnen::V,хӏисав дан,calculare
1237,lesen::V,ккалан,legere
1238,malen::V,сурат дуллан,pingere
1239,zeichnen::V,сурат дуллан,scribere
1240,schreiben::V,чичин,scribere
1241,schreiben::V,чичлан,scribere
1242,besitzen::V,дуну икӏан,possidere
1243,besitzen::V,дуну дикӏан,possidere
1244,besitzen::V,заллуну икӏан,possidere
1245,kaufen::V,машан ласун,emere
1246,verkaufen::V,баххан,vendere
1247,bezahlen::V,арцу дулун,pendere
1248,bezahlen::V,багьа булун,pendere
1249,zahlen::V,арцу дулун,solvere
1250,zahlen::V,багьа булун,solvere
1251,beherrschen::V,дуну икӏан,regere
1252,beherrschen::V,дуну икӏан,imperare
1253,beherrschen::V,заллуну икӏан,regere
1254,beherrschen::V,заллуну икӏан,imperare
1255,ertragen::V,бухӏан,tolerare
1256,ertragen::V,бухӏан,sustinere
1257,Leber::N,,iecur
1258,Moor::N,,palus
1259,Anhöhe::N,,specula
1260,Bucht::N,,sinus
1261,Barsch::N,,perca
1262,Hecht::N,,esox
1263,Laus::N,,pediculus
1264,Ruf::N,,clamor
1265,Platz::N,,locus
1266,Kante::N,,angulus
1267,Größe::N,,magnitudo
1268,Menge::N,,copia
1269,Figur::N,,statunculum
1270,Tasche::N,,sacculus
1271,Öl::N,,oleum
1272,Schuh::N,,calceus
1273,Leine::N,,retinaculum
1274,König::N,,rex
1275,fein::A,,subtilis
1276,auf einmal::ADV,,simul
1277,bald::ADV,,mox
1278,einst::ADV,,olim
1279,schon::ADV,,iam
1280,sie::PRN,,ii
1281,sie::PRN,,illi
1282,siebzig::NUM,,septuaginta
1283,klirren::V,,crepare
1284,heulen::V,,ululare
1285,rühren::V,,commovere
1286,zu sehen sein::V,,conspici
1287,wollen::V,,velle
1288,geraten::V,,evenire
1289,kratzen::V,,radere
1290,stecken::V,,inserere
1291,schleifen::V,,acuere
1292,rütteln::V,,quassare
1293,ziehen::V,,trahere
1294,packen::V,,capessere
1295,zudecken::V,,tegere
1296,antreiben::V,,incitare
1297,lassen::V,,iubere
1298,treten::V,,calcare
1299,verstehen::V,,intellegere
