,Concept_ID,,kl
114,Bucht::N,,kangerluk
115,Bucht::N,,kangerliumaneq
116,Insel::N,,qeqertaq
117,Blume::N,,naasoq
118,Gras::N,,ivigaq
119,Wurzel::N,,niulutaq
120,Baum::N,,orpik
121,Stamm::N,,kanaartaq
122,Rinde::N,,ameraq
123,Ast::N,,avalequt
124,Zweig::N,,avalequt
125,Blatt::N,,pilutaq
126,Birke::N,,patitsit
127,Weide[Baum]::N,,palleq
128,Tanne::N,,orsuerneq
129,Horn::N,,nassuk
130,Feder::N,,suluk
131,Fell::N,,ameq
132,Flügel::N,,suluk
133,Flügel::N,,isaroq
134,Klaue::N,,kukik
135,Kralle::N,,kukik
136,Schwanz::N,,pamioq
137,Schwanz::N,,paperuusaq
138,Ei::N,,mannik
139,Nest::N,,ullut
140,Bau::N,,ini
141,Tier::N,,uumasoq
142,Herde::N,,unguukkat
143,Kuh::N,,ussik
144,Bulle::N,,angukulak
145,Bulle::N,,anguteralak
146,Bulle::N,,angutikulooq
147,Schaf::N,,sava
148,Schwein::N,,puuluki
149,Hund::N,,qimmeq
150,Katze::N,,puisaaq
151,Bär::N,,allaq
152,Eichhörnchen::N,,sissinnguaq
153,Fuchs::N,,terianniaq
154,Hase::N,,ukaleq
155,Maus::N,,teriannguaq
156,Wolf::N,,amaroq
157,Vogel::N,,timmiaq
158,Huhn::N,,kukkukooq
159,Huhn::N,,marloraaqaaq
160,Hahn::N,,kiasiusaq
161,Gans::N,,nerleq
162,Adler::N,,nattoralik
163,Eule::N,,uppik
164,Kranich::N,,qorlorfik
165,Krähe::N,,tuluatsiaq
166,Kuckuck::N,,kukkooq
167,Schwan::N,,qussuk
168,Fisch::N,,aalisagaq
169,Schlange[Tier]::N,,pulateriarsuk
170,Schlange[Tier]::N,,pulateriaarsuk
171,Spinne::N,,aasiaq
172,Spinne::N,,nissavaarsuk
173,Ameise::N,,uniaaluk
174,Laus::N,,kumak
175,Mücke::N,,ippernaq
176,Fliege::N,,ippernaq
177,Schmetterling::N,,paluaq
178,Schmetterling::N,,pakkaluaq
179,Schmetterling::N,,utsuppaluaq
180,Schmetterling::N,,taqaleqisaaq
181,Beere::N,,paarmaq
182,Beere::N,,paarngaq
183,Apfel::N,,iipili
184,Pilz::N,,anngiusaq
185,Zwiebel::N,,uanitsoq
186,Saat::N,,naatsiiassaq
187,Korn::N,,maannineq
188,Schale::N,,niutsivik
189,Schale::N,,ilulissaq qaartussaq
190,Grube::N,,itersaq
191,Falle::N,,pualavoq
192,Schlinge::N,,orseq
193,Schlinge::N,,norloq
194,Spur::N,,tumaa
195,Asche::N,,arsat
196,Dreck::N,,minguk
197,Eisen::N,,savimineq
198,Eisen::N,,saffiugassaq
199,Gold::N,,kuulti
200,Silber::N,,siilviuvoq
201,Kohle::N,,aamarsuit aamaruutissat
202,Glas::N,,igalaaq
203,Glas::N,,imertarfik
204,Glas::N,,igalaamineq
205,Lehm::N,,marraq
206,Sand::N,,sioqqat
207,Mensch::N,,inuk
208,Mensch::N,,silamiu
209,Mann::N,,angut
210,Frau::N,,arnaq
211,Kind::N,,meeraq
212,Junge::N,,nukappiaraq
213,Mädchen::N,,arnannguaq
214,Familie::N,,ilaqutakka
215,Familie::N,,ilaqutariit
216,Großvater::N,,aatak
217,Großmutter::N,,aanaq
218,Eltern::N,,angajoqqaat
219,Vater::N,,ataata
220,Vater::N,,ataataq
221,Mutter::N,,anaana
222,Sohn::N,,erneq
223,Tochter::N,,panik
224,Bruder::N,,ani
225,Bruder::N,,aqqaluk
226,Bruder::N,,qatanngut
227,Schwester::N,,naja
228,Schwester::N,,aleqa
229,Schwester::N,,qatanngut
230,Onkel::N,,akkak
231,Tante::N,,aja
232,Tante::N,,ajak
233,Tante::N,,atsak
234,Ehemann::N,,ui
235,Ehefrau::N,,nuliaq
236,Freude::N,,tipaatsussuseq
237,Gelächter::N,,illaq
238,Glück::N,,usornaat
239,Glück::N,,usornarsuseq
240,Wunsch::N,,kissaat
241,Lust::N,,illigussuseq
242,Lust::N,,piummaseq
243,Geist::N,,anerneq
244,Geist::N,,toornaq
245,Gedanke::N,,isumassaq
246,Gedächtnis::N,,eqqaamannissuseq
247,Verstand::N,,isuma
248,Verstand::N,,sianissut
249,Verstand::N,,misigissut
250,Verstand::N,,sianissuseq
251,Verstand::N,,silaqassuseq
252,Sinn::N,,isuma
253,Grund::N,,patsit
254,Wahrheit::N,,sallusuissut
255,Märchen::N,,oqalualaarut
256,Märchen::N,,oqaluasaaq
257,Erzählung::N,,oqaluttuaq
258,Nachricht::N,,oqaassut
259,Nachricht::N,,oqqersuut
260,Neuigkeit::N,,tusarnartaq
261,Name::N,,ateq
262,Rätsel::N,,nalorsitsaarut
263,Rede::N,,oqaluuseq
264,Sprache::N,,oqaatsit
265,Stimme::N,,erinaq
266,Stimme::N,,qarluuseq
267,Wort::N,,oqaasii
268,Zeichen::N,,nalunaaqqut
269,Ruf::N,,qaaqqussut
270,Lärm::N,,perpaluk
271,Laut::N,,torsukattak
272,Ton::N,,erinaq
273,Lied::N,,taalliaq
274,Lied::N,,erinarsuut
275,Ruhe::N,,qatsunganeq
276,Leute::N,,inuiak
277,Leute::N,,inuiaqatigiit
278,Volk::N,,inuiaat
279,Arbeit::N,,suliaq
280,Gast::N,,qaaqqusaq
281,Geschenk::N,,pajugut
282,Hilfe::N,,annertoqqut
283,Freund::N,,tiliaq
284,Freund::N,,ikinngut
285,Kamerad::N,,tiliaq
286,Kamerad::N,,ikinngut
287,Art::N,,ileqquuseq
288,Stück::N,,nakkaalaniku
289,Teil::N,,tassiaasat
290,Hälfte::N,,affaq
291,Kreis::N,,kaajaluinneq or kaajaluitsoq
292,Kreuz::N,,sanningasulik
293,Linie::N,,tittaq
294,Linie::N,,titarneq
295,Abstand::N,,aku
296,Abstand::N,,ikiaq
297,Entfernung::N,,asi
298,Gegend::N,,nuna
299,Platz::N,,ini
300,Platz::N,,inissaq
301,Ort::N,,sumiiffik
302,Seite::N,,saneraq
303,Mitte::N,,qiteq
304,Sache::N,,pigisaq
305,Rand::N,,sini
306,Rand::N,,akerfineq
307,Kante::N,,akerfineq
308,Ecke::N,,teqeqqoq
309,Ecke::N,,tikeqqoq
310,Spitze::N,,inngik
311,Ende::N,,isu
312,Loch::N,,putu
313,Winkel::N,,teqeqqorissaat
314,Muster::N,,ilisserut
315,Größe::N,,angissuseq
316,Länge::N,,takissuseq
317,Gewicht::N,,oqimaalutaq
318,Menge::N,,amerlassuseq
319,Haufen::N,,eqimattat
320,Reihe::N,,allunaasaq
321,Boot::N,,qajaq
322,Boot::N,,angallat
323,Boot::N,,umiatsiaq
324,Ruder::N,,iput
325,Schlitten::N,,qamutit
326,Schlitten::N,,qimusseq
327,Ski::N,,ataarut
328,Last::N,,nammagaq
329,Schritt::N,,allorneq
330,Norden::N,,avannaq
331,Süden::N,,qava
332,Süden::N,,kujat
333,Süden::N,,kujataa
334,Westen::N,,kitaa
335,Osten::N,,kangi
336,Holz::N,,qisuk
337,Brett::N,,salliligaq
338,Platte::N,,qaateq
339,Stütze::N,,ajagutaq
340,Stütze::N,,ajaagutaq
341,Stange::N,,kaaviffik
342,Stock::N,,ajaappissat
343,Stab::N,,ajaappissat
344,Rohr::N,,sullulik
345,Haus::N,,illu
346,Ofen::N,,kissarsuut
347,Fußboden::N,,nateq
348,Tisch::N,,allattarfik
349,Stuhl::N,,issiavik
350,Stuhl::N,,issiaffik
351,Wiege::N,,uaasoq
352,Bett::N,,nallavik
353,Regal::N,,ilisivik
354,Kiste::N,,sakissat
355,Kiste::N,,illerfiusaq
356,Fenster::N,,aki
357,Fenster::N,,igalaaq
358,Tür::N,,matu
359,Tor::N,,isaaffik
360,Zaun::N,,saputit
361,Dach::N,,qaliaq
362,Leiter::N,,tummeqqat
363,Leiter::N,,majuartarfiit
364,Besen::N,,saligutit
365,Spaten::N,,nivaataq
366,Schaufel::N,,nivaataq
367,Gabel::N,,qilluaq
368,Gabel::N,,ajassaatit
369,Löffel::N,,alussaat
370,Messer::N,,savik
371,Nagel::N,,kukik
372,Netz::N,,anguffaseq
373,Haken::N,,nissik
374,Haken::N,,qarsorsaq
375,Haken::N,,qarsorsartoq
376,Griff::N,,ipi
377,Schloss::N,,illussaarsuaq
378,Bild::N,,assiliaq
379,Figur::N,,kisitsit
380,Puppe::N,,inuusaq
381,Bündel::N,,qilertaq
382,Tasche::N,,pooqattaq
383,Deckel::N,,matu
384,Geschirr::N,,anut
385,Tasse::N,,tiitorfik
386,Tasse::N,,tiitorfiup ilorlia
387,Topf::N,,qoqqoq
388,Kessel::N,,uunnaavik
389,Essen::N,,igaaq
390,Nahrung::N,,neqissaq
391,Speise::N,,nerisassat
392,Fleisch::N,,neqi
393,Getreide::N,,maannineq
394,Brot::N,,iffit
395,Brot::N,,iffiaq
396,Scheibe::N,,igalaassiaq
397,Fett::N,,tarnutissaq
398,Fett::N,,tarnutissiaq
399,Butter::N,,punneq
400,Öl::N,,uulia
401,Salz::N,,taratsut
402,Suppe::N,,qajoq
403,Honig::N,,tungusunnitsuut
404,Milch::N,,immuk
405,Tee::N,,tii
406,Tee::N,,teeq
407,Wolle::N,,nuersagassiaq
408,Stoff::N,,milliaq
409,Stoff::N,,qarlissiaq
410,Nadel::N,,meqqut
411,Faden::N,,ujalussiaq
412,Knopf::N,,attat
413,Knoten::N,,akeroq
414,Knoten::N,,qilerneq
415,Farbe::N,,qalipaat
416,Kleidung::N,,atisat
417,Kleidung::N,,annoraaq
418,Hemd::N,,ilupaaq
419,Kragen::N,,qungasiinnaq
420,Ärmel::N,,aaq
421,Hose::N,,qarliit
422,Gürtel::N,,qiterut
423,Gürtel::N,,unngersaq
424,Mütze::N,,nasaq
425,Schuh::N,,skuu
426,Schuh::N,,ikernuk
427,Schuh::N,,ateraasaq
428,Stiefel::N,,kamik
429,Ring::N,,assammiu
430,Band::N,,qilerutissiaq
431,Kamm::N,,illaagutit
432,Kamm::N,,illaajaatit pl.
433,Spiegel::N,,tarrarsuut
434,Riemen::N,,allunaaq
435,Schnur::N,,kujaaq
436,Schnur::N,,allunaasaq
437,Leine::N,,aleq
438,Decke::N,,qipik
439,Kissen::N,,akit
440,Tuch::N,,qarlissiaq
441,Handtuch::N,,allarut
442,Handtuch::N,,allarterut
443,Kraft::N,,pissak
444,Stärke::N,,qerattarsaat
445,Gesundheit::N,,peqqisusseq
446,Krankheit::N,,nappaat
447,Schmerz::N,,anniaat
448,Wunde::N,,iki
449,Fieber::N,,nappaat qanimanartoq
450,Arznei::N,,imigassaq
451,Brücke::N,,ikaartarfik
452,Brunnen::N,,tissaluttuliaq
453,Weide::N,,masarsuk
454,Pfad::N,,aqqut
455,Weg::N,,aggerfik
456,Straße::N,,aqqusineq
457,Dorf::N,,nunaqarfik
458,Stadt::N,,illorpaat
459,Stadt::N,,illorpalik
460,Brief::N,,allagarsiaq
461,Buch::N,,atuakkat
462,Buch::N,,mappersagaq
463,Buchstabe::N,,naqinneq
464,Zeitung::N,,aviisi
465,Leben::N,,inuussuseq
466,Tod::N,,toqu
467,Tod::N,,toquneq
468,Grab::N,,iliveq
469,Grab::N,,illissat
470,Kirche::N,,oqaluffik
471,Sünde::N,,ajorti
472,Arbeiter::N,,sulisoq
473,Chef::N,,ittoqut
474,Meister::N,,naalagaq
475,Arzt::N,,katsorsaasoq
476,Lehrer::N,,ilinniartitsisoq
477,Geld::N,,aningaasat
478,Geschäft::N,,niuertarfik
479,Laden::N,,niuertarfik
480,Preis::N,,aki
481,Ware::N,,qaliata pii
482,Ware::N,,nioqqutissaq
483,Nutzen::N,,iluaqut
484,Welt::N,,nunarsuaq
485,Land::N,,nuna
486,König::N,,kunngi
487,Macht::N,,pissaassuseq
488,Grenze::N,,killik
489,Krieg::N,,sorsunneq
490,Feind::N,,akeraq
491,Feind::N,,akerartorti
492,Feind::N,,qinngarsuisoq
493,Kampf::N,,sorsunneq
494,Pfeil::N,,qalugiusaq
495,Gewehr::N,,aallaat
496,Fehler::N,,kukkuneq
497,Fehler::N,,paarlaappaa
498,Unglück::N,,perluut
499,Schuld::N,,akiitsugaq
500,Schuld::N,,akiligassaq
501,Alter::N,,utoqqaq
502,Schluss::N,,isu
503,Zeit::N,,ulloq
504,Zeit::N,,akuttoqatigiinneq
505,Tag::N,,ulloq
506,Morgen::N,,ullaaq
507,Mittag::N,,ulloqeqqa
508,Abend::N,,unnuk
509,Nacht::N,,unnuaq
510,Woche::N,,sapaatip akunnera
511,Monat::N,,qaammat
512,Jahr::N,,ukioq
513,Frühling::N,,upernaaq
514,Sommer::N,,aasaq
515,Herbst::N,,ukiaq
516,Winter::N,,ukioq
517,Januar::N,,siulleeq
518,Januar::N,,qaammaliaq
519,Februar::N,,aarlaat
520,März::N,,marsi
521,März::N,,martsi
522,Mai::N,,maaji
523,Juni::N,,juuni
524,Juli::N,,juuli
525,August::N,,aggusti
526,September::N,,septembari
527,Oktober::N,,oktobari
528,November::N,,novembari
529,Dezember::N,,detsembari
530,Montag::N,,ataasinngortoq
531,Dienstag::N,,marlunngorneq
532,Mittwoch::N,,pingasunngorneq
533,Donnerstag::N,,sisamanngorneq
534,Freitag::N,,tallimanngorneq
535,Samstag::N,,arfininngorneq
536,Sonntag::N,,sapaat
537,Sonntag::N,,sapaati
538,groß::A,,angivoq
539,klein::A,,mikivoq
540,lang::A,,takisooq
541,kurz::A,,naatsoq
542,breit::A,,silippoq
543,schmal::A,,amitsoq
544,dicht::A,,torsusooq
545,dick[Gegenstand]::A,,issuvoq
546,dick[Gegenstand]::A,,issusooq
547,dünn::A,,amitsoq
548,fein::A,,mamarpoq
549,fest::A,,tangeqarpoq
550,flach::A,,nalimmappoq
551,glatt::A,,quasak
552,hart::A,,mattusooq
553,hart::A,,manngerpoq
554,hart::A,,titeqquluppoq
555,weich::A,,nerumaarpoq
556,rund::A,,ammallorippoq
557,spitz::A,,qummukujooq
558,scharf::A,,ipippoq
559,stumpf::A,,anngerpoq
560,schwer::A,,oqimaappoq
561,schön::A,,kusanarpoq
562,heiß::A,,kiappoq
563,warm::A,,oqorpoq
564,kalt::A,,issippoq
565,kühl::A,,pueqqortippoq
566,feucht::A,,isugutavoq
567,feucht::A,,qaasernarpoq
568,nass::A,,imerorpoq
569,trocken::A,,panerpoq
570,voll::A,,ulikkaarpoq
571,leer::A,,imaattuarpoq
572,offen::A,,ammavoq
573,geschlossen::A,,matuvoq
574,sauber::A,,eqqippoq
575,sauber::A,,sukuluippoq
576,sauber::A,,ipeqanngilaq
577,schmutzig::A,,tapappoq
578,schmutzig::A,,minguppoq
579,roh::A,,aapavoq
580,reif::A,,qaarulerpoq
581,süß::A,,tungusunnippoq
582,bitter::A,,qasilippoq
583,hell::A,,qaamavoq
584,dunkel::A,,qernerpoq
585,schwarz::A,,qernerpoq
586,weiß::A,,qaqorpoq
587,rot::A,,aappaluppoq
588,gelb::A,,sungaarpoq
589,blau::A,,tungujorpoq
590,grün::A,,qorsooqqippoq
591,grau::A,,qaserpoq
592,billig::A,,akikippoq
593,wertvoll::A,,erlinnarpoq
594,blind::A,,tappiippoq
595,blind::A,,isigisaqanngilaq
596,taub::A,,tusilarpoq
597,kräftig::A,,pissaq
598,kräftig::A,,pissarsuaq
599,stark::A,,sanngivoq
600,schwach::A,,nakuippoq
601,fett::A,,pualavoq
602,schlank::A,,tuappoq
603,hübsch::A,,aatsialaq
604,böse::A,,ajorpoq
605,dumm::A,,taqajak
606,dumm::A,,sikkilluppoq
607,dumm::A,,qaatusimasaqanngilaq
608,faul::A,,eqiasuppoq
609,faul::A,,eqiattortuvoq
610,fleißig::A,,eqiasuippoq
611,geizig::A,,iasilaarpoq
612,geizig::A,,tukkuippoq
613,klug::A,,mallak
614,klug::A,,ittanneq
615,klug::A,,kutaappoq
616,klug::A,,kuttaappoq
617,klug::A,,qarasagippoq
618,lieb::A,,akisooq
619,lustig::A,,piikulavoq
620,sanft::A,,isumagippoq
621,hungrig::A,,kaappoq
622,hungrig::A,,perlilerpoq
623,krank::A,,napparsimavoq
624,traurig::A,,aliasuppoq
625,lebendig::A,,uumavoq
626,gut::A,,ajunngilaq
627,schlecht::A,,sualuppoq
628,richtig::A,,iluarpoq
629,schlimm::A,,amiilaarnarpoq
630,wahr::A,,ilumoorpoq
631,alt::A,,pisoqaq
632,neu::A,,nutaavoq
633,alt[Lebewesen]::A,,utoqqaq
634,jung::A,,inuusuppoq
635,jung::A,,kingulliarsuk
636,arm::A,,piillasoq
637,arm::A,,piitsuuvoq
638,reich::A,,pisuuvoq
639,berühmt::A,,tusaamasaq
640,fremd::A,,ajasoornarpoq
641,verschieden::A,,allatut
642,verschieden::A,,tamalaat
643,nah::A,,qanippoq
644,fern::A,,ungasippoq
645,linker::A,,saamerleq
646,rechter::A,,innarluissut
647,erster::A,,siulleq
648,zweiter::A,,qataatsup tullia
649,dritter::A,,pingajorarterut
650,letzter::A,,kingulleq
651,allein::ADV,,kisimiippoq
652,auf einmal::ADV,,tassanngaannaq
653,zusammen::ADV,,attaasa
654,zusammen::ADV,,attarmik
655,lange::ADV,,akuni
656,plötzlich::ADV,,tassanngaannaq
657,sofort::ADV,,erniinnaq
658,später::ADV,,kingorna
659,jetzt::ADV,,maanna
660,jetzt::ADV,,massakkut
661,heute::ADV,,ullumi
662,morgen::ADV,,aqagu
663,bald::ADV,,erniinnaq
664,dann::ADV,,taava
665,gestern::ADV,,ippassaq
666,einst::ADV,,ataatsimik
667,einst::ADV,,ilaanni
668,damals::ADV,,taamani
669,damals::ADV,,taamanikkut
670,damals::ADV,,taassumuunakkut
671,danach::ADV,,taava
672,vorher::ADV,,siornagut
673,einmal::ADV,,ilaanni
674,einmal::ADV,,ataatsimik
675,manchmal::ADV,,qaqutigu
676,manchmal::ADV,,qaqutigut
677,oft::ADV,,akulikitsumik
678,immer::ADV,,tamatigut
679,hier::ADV,,maani
680,hierhin::ADV,,maani
681,dorthin::ADV,,ikuuna
682,geradeaus::ADV,,narlumut
683,vorwärts::ADV,,pilangavoc
684,rückwärts::ADV,,kingumut
685,rückwärts::ADV,,tunumut or tunummut
686,zurück::ADV,,kingumut
687,zurück::ADV,,tunumut or tunummut
688,unten::ADV,,kana
689,hinab::ADV,,qiviu
690,überall::ADV,,tamaginni
691,überall::ADV,,tamani tamaani
692,kaum::ADV,,qaqutigorsuaq
693,sehr::ADV,,assut
694,noch::ADV,,qeratavoq
695,schon::ADV,,taava-una
696,wieder::ADV,,kingumut
697,vergebens::ADV,,angiluk
698,dies::PRN,,manna
699,dies::PRN,,matuma
700,das::PRN,,ua
701,ich::PRN,,uanga
702,du::PRN,,illit
703,er::PRN,,una
704,wir::PRN,,uagut
705,ihr::PRN,,ilissi
706,sie::PRN,,uku
707,was::FPRN,,aat?
708,wer::FPRN,,kikkut
709,wo::FADV,,sumi
710,wohin::FADV,,sumut
711,wie::FADV,,qanoq
712,warum::FADV,,sooq
713,wieviel::FNUM,,qassit
714,wieviel::FNUM,,qanoq atsigisumik?
715,eins::NUM,,ataaseq
716,zwei::NUM,,marluk
717,drei::NUM,,pingasut
718,vier::NUM,,sisamat
719,vier::NUM,,qajuusat
720,fünf::NUM,,tallimat
721,sechs::NUM,,arfineq
722,sechs::NUM,,arfinillit
723,sieben::NUM,,arfineq-marluk
724,acht::NUM,,arfineq pingasut
725,neun::NUM,,qulingiluat
726,neun::NUM,,arfineq sisamat
727,zehn::NUM,,qulit
728,elf::NUM,,aqqaneq
729,zwölf::NUM,,aqqaneq-marluk
730,zwanzig::NUM,,tyve
731,dreißig::NUM,,tredive
732,dreißig::NUM,,pingasunik qulillit
733,vierzig::NUM,,fyrre
734,fünfzig::NUM,,halvtreds
735,fünfzig::NUM,,tallimanik qulillit
736,sechzig::NUM,,tres
737,siebzig::NUM,,halvfjerds
738,achtzig::NUM,,firs
739,neunzig::NUM,,halvfems
740,hundert::NUM,,et hundrede
741,tausend::NUM,,et tusinde
742,und::CNJ,,aamma
743,oder::CNJ,,imalluunnit
744,stehen::V,,sikingavoq
745,sitzen::V,,ingippoq
746,liegen::V,,nalavoq
747,liegen::V,,aqupivoq
748,hängen::V,,nivinngarpaa
749,werden::V,,pinngorpoq
750,passieren::V,,pivoq
751,beginnen::V,,aallarnerpaa
752,enden::V,,naggaserpaa
753,wechseln::V,,immikkut ilivoq
754,untergehen[Sonne]::V,,ilioqqaasoq
755,scheinen[Sonne]::V,,qinnorpoq
756,scheinen[Sonne]::V,,qinngorpoq
757,donnern::V,,kalleq
758,wehen::V,,timmivoq
759,sich drehen::V,,ipippaa
760,schwanken::V,,aalavoq
761,schwingen::V,,issakajaat or issakatsiaarut
762,fallen::V,,quasivaa
763,brennen::V,,seerpoq
764,brennen::V,,uuppaa
765,rauchen::V,,pujoorpoq
766,regnen::V,,siallerpoq
767,gefrieren::V,,qiulerpoq
768,tauen::V,,aappoq
769,schmelzen::V,,aappoq
770,schmelzen::V,,aatsippaa
771,trocknen::V,,panerserpaa
772,sieden::V,,qalappoq
773,reißen::V,,qulli
774,reißen::V,,alittorpaa
775,reißen::V,,kimillanneq
776,versinken::V,,kivivaa
777,versinken::V,,apparpoq
778,vergehen::V,,qaangerpaa
779,vergehen::V,,sarsuppoq
780,erscheinen::V,,takutippoq
781,sinken::V,,kivivaa
782,sinken::V,,apparpoq
783,abnehmen::V,,ikillipput
784,zunehmen::V,,allisippaa
785,steigen::V,,allisippaa
786,wachsen::V,,allivoq
787,glänzen::V,,qinngorpoq
788,glänzen::V,,qinnorpoq
789,funkeln::V,,uisorilavoq
790,läuten::V,,avilualaarpoq
791,klingeln::V,,aviluarpoq
792,klingeln::V,,aviluarpaluppoq
793,brausen::V,,ittuk
794,brausen::V,,ittuppoq
795,brausen::V,,ittuppaluppoq
796,bellen::V,,qiluppoq
797,heulen::V,,maarpoq
798,heulen::V,,maalavoq
799,heulen::V,,miaggoorpoq
800,blasen::V,,aporneq
801,pfeifen::V,,siggartartitsivoq
802,pfeifen::V,,siorsulavoq
803,schreien::V,,suaarpoq
804,stöhnen::V,,nipiliorpoq
805,stöhnen::V,,nipilliorpoq
806,zittern::V,,qarsulivik
807,leben::V,,inuuvoq
808,geboren werden::V,,inuuvoq
809,geboren werden::V,,inunngorpoq
810,atmen::V,,anersaarpoq
811,trinken::V,,imerpoq
812,essen::V,,tamorpoq
813,schlucken::V,,tuluarnaq
814,einschlafen::V,,sinippoq
815,schlafen::V,,sinik
816,aufwachen::V,,iterpoq
817,aufwachen::V,,eqqumavoq
818,aufstehen::V,,makippoq
819,sich erholen::V,,qasuerserpoq
820,schmerzen::V,,anneraa
821,schmerzen::V,,annernarpoq
822,husten::V,,quersorpoq
823,genesen::V,,ajunngissivoq
824,genesen::V,,ilisimmarpoq
825,genesen::V,,ilorrippoq
826,sterben::V,,toquvoq
827,sich bewegen::V,,ingerlavoq
828,sich setzen::V,,ingippoq
829,laufen::V,,arpappoq
830,schreiten::V,,ingerlavoq
831,spazierengehen::V,,utertakajaarpoq
832,spazierengehen::V,,utertakattajaarpoq
833,eilen::V,,qaa qaa
834,eilen::V,,qiilasaarpoq
835,eilen::V,,ingerlasaarpaa
836,sich beeilen::V,,tuaviorpoq
837,sausen::V,,uiguut
838,rennen::V,,igivoq
839,springen::V,,upernassaq
840,klettern::V,,pilaakkeerpoq
841,schaukeln::V,,aalavoq
842,schwimmen::V,,naluppoq
843,tauchen::V,,allorpoq
844,rudern::V,,ipuppaa
845,fahren::V,,qimusserpoq
846,fliegen::V,,timmivoq
847,weggehen::V,,piiarpoq
848,anhalten::V,,unitsippaa
849,hineingehen::V,,timaappaa
850,eintreten::V,,allattorpaa
851,kommen::V,,qaa-
852,kommen::V,,pivaa
853,ankommen::V,,tikippoq
854,zurückkommen::V,,angerlarpoq
855,bleiben::V,,uninngavoq
856,warten::V,,paavoq
857,warten::V,,utaqqivoq
858,suchen::V,,nivivaa
859,finden::V,,nanivaa
860,versuchen::V,,uuppaa
861,versuchen::V,,ussersarpaa
862,vorbereiten::V,,piareersarpaa
863,lieben::V,,asavaa
864,mögen::V,,akaaraa
865,rühren::V,,qeerlerpaa
866,weinen::V,,qiavoq
867,schimpfen::V,,qatimaarpoq
868,sich ärgern::V,,ugguutigaa
869,sich fürchten::V,,eqqanaarpoq
870,fürchten::V,,ersigaa
871,fliehen::V,,qimaavoq
