,Concept_ID,ca,se
225,Finger::N,dit,це̄ххп
226,Fingernagel::N,ungla,gadtse
227,Fingernagel::N,ungla,guehpere
228,Fingernagel::N,ungla,gadtsa
229,Fingernagel::N,ungla,gazza
230,Fingernagel::N,ungla,kozzâ
231,Fingernagel::N,ungla,kõʒʒ
232,Fingernagel::N,ungla,кэ̄ннц
233,Nagel[Anatomie]::N,ungla,gadtse
234,Nagel[Anatomie]::N,ungla,guehpere
235,Nagel[Anatomie]::N,ungla,gadtsa
236,Nagel[Anatomie]::N,ungla,gazza
237,Nagel[Anatomie]::N,ungla,kozzâ
238,Nagel[Anatomie]::N,ungla,kõʒʒ
239,Nagel[Anatomie]::N,ungla,кэ̄ннц
240,Zeh::N,dit del peu,tjiehtjere
241,Zeh::N,dit del peu,juolggetjuvdde
242,Zeh::N,dit del peu,juolgesuorbma
243,Zeh::N,dit del peu,jyel'gisuor'mâ
244,Zeh::N,dit del peu,jue´lǧǧsuõrmm
245,Zeh::N,dit del peu,ю̄лльк-це̄һп
246,Fuß::N,peu,juelkie
247,Fuß::N,peu,juolgge
248,Fuß::N,peu,juolgi
249,Fuß::N,peu,jyel'gi
250,Fuß::N,peu,jue´lǧǧ
251,Fuß::N,peu,ла̄бпь
252,Ferse::N,taló,båetskie
253,Ferse::N,taló,boasske
254,Ferse::N,taló,šušmi
255,Ferse::N,taló,šušme
256,Ferse::N,taló,jue´lǧǧkädd
257,Ferse::N,taló,ка̄ннт
258,Knie::N,genoll,boelve
259,Knie::N,genoll,buolvva
260,Knie::N,genoll,čibbi
261,Knie::N,genoll,veaŋki
262,Knie::N,genoll,iidâ
263,Knie::N,genoll,puõlvv
264,Knie::N,genoll,пуллв
265,Oberschenkel::N,cuixa,ruaksja
266,Oberschenkel::N,cuixa,tjibbe
267,Oberschenkel::N,cuixa,gassaváhkká
268,Oberschenkel::N,cuixa,badjeváhkáa
269,Oberschenkel::N,cuixa,čuár'bpeeḷi
270,Oberschenkel::N,cuixa,če´bb
271,Oberschenkel::N,cuixa,чуаррбе̄лль
272,Bein::N,cama,juelkie
273,Bein::N,cama,juolgge
274,Bein::N,cama,juolgi
275,Bein::N,cama,jyel'gi
276,Bein::N,cama,jue´lǧǧ
277,Bein::N,cama,ю̄лльк
278,Körper::N,cos,kråahpe
279,Körper::N,cos,rumáj
280,Körper::N,cos,rumaš
281,Körper::N,cos,ruumâš
282,Körper::N,cos,rå´pp
283,Körper::N,cos,лышшьк
284,Körper::N,cos,роаӈӈьк
285,Haut::N,pell,njaltja
286,Haut::N,pell,lijkke
287,Haut::N,pell,tjuobma
288,Haut::N,pell,liiki
289,Haut::N,pell,liške
290,Haut::N,pell,le´šǩǩ
291,Haut::N,pell,лышшьк
292,Blut::N,sang,vïrre
293,Blut::N,sang,maelie
294,Blut::N,sang,varra
295,Blut::N,sang,varra
296,Blut::N,sang,vorrâ
297,Blut::N,sang,võrr
298,Blut::N,sang,вэ̄рр
299,Ader::N,vena,åerie
300,Ader::N,vena,aajroe
301,Ader::N,vena,suodna
302,Ader::N,vena,varrasuotna
303,Ader::N,vena,suoṇâ
304,Ader::N,vena,suõnn
305,Ader::N,vena,сӯнн
306,Sehne::N,tendó,soene
307,Sehne::N,tendó,gåårtenje
308,Sehne::N,tendó,suodna
309,Sehne::N,tendó,suotna
310,Sehne::N,tendó,suoṇâ
311,Sehne::N,tendó,suõnn
312,Sehne::N,tendó,сӯнн
313,Knochen::N,os,måara
314,Knochen::N,os,måaroe
315,Knochen::N,os,dákte
316,Knochen::N,os,dákti
317,Knochen::N,os,tähti
318,Knochen::N,os,tä´htt
319,Knochen::N,os,та̄ххт
320,Knochen::N,os,та̄ффьт
321,Gehirn::N,cervell,aajla
322,Gehirn::N,cervell,vuojŋam
323,Gehirn::N,cervell,vuoigŋašat
324,Gehirn::N,cervell,vuoi'ŋâšeh
325,Gehirn::N,cervell,vuo'ivâšneh
326,Gehirn::N,cervell,vuõivâšn
327,Gehirn::N,cervell,вуэййвэшна
328,Herz::N,cor,vaajmoe
329,Herz::N,cor,tsåhke
330,Herz::N,cor,váibmu
331,Herz::N,cor,váimu
332,Herz::N,cor,čââ´đ
333,Herz::N,cor,кӯттҌк
334,Magen::N,estómac,tjåejjie
335,Magen::N,estómac,tjoajvve
336,Magen::N,estómac,čoavji
337,Magen::N,estómac,čuáv'ji
338,Magen::N,estómac,čåu´jj
339,Magen::N,estómac,чо̄ввьй
340,Leber::N,fetge,mueksie
341,Leber::N,fetge,librre
342,Leber::N,fetge,vuoivvas
343,Leber::N,fetge,vuoivâs
344,Leber::N,fetge,vuõivâs
345,Leber::N,fetge,вуйвас
346,Atem::N,alè,voejngehtasse
347,Atem::N,alè,båssånis
348,Atem::N,alè,vuojŋadahka
349,Atem::N,alè,vuoiŋŋahat
350,Atem::N,alè,vuo'iŋâstim
351,Atem::N,alè,jiõg'g
352,Atem::N,alè,вӯйнас
353,Atem::N,alè,вӯййнмушш
354,Atem::N,hàlit,voejngehtasse
355,Atem::N,hàlit,båssånis
356,Atem::N,hàlit,vuojŋadahka
357,Atem::N,hàlit,vuoiŋŋahat
358,Atem::N,hàlit,vuo'iŋâstim
359,Atem::N,hàlit,jiõg'g
360,Atem::N,hàlit,вӯйнас
361,Atem::N,hàlit,вӯййнмушш
362,Hunger::N,fam,nielkie
363,Hunger::N,fam,nielgge
364,Hunger::N,fam,nealgi
365,Hunger::N,fam,nelgi
366,Hunger::N,fam,neä´lǧǧ
367,Hunger::N,fam,не̄лльк
368,Hunger::N,gana,nielkie
369,Hunger::N,gana,nielgge
370,Hunger::N,gana,nealgi
371,Hunger::N,gana,nelgi
372,Hunger::N,gana,neä´lǧǧ
373,Hunger::N,gana,не̄лльк
374,Träne::N,llàgrima,gïknjele
375,Träne::N,llàgrima,ganjál
376,Träne::N,llàgrima,ganjal
377,Träne::N,llàgrima,koonjâl
378,Träne::N,llàgrima,kõõnjâl
379,Träne::N,llàgrima,кэ̄нял
380,Geschmack::N,gust,aelmie
381,Geschmack::N,gust,muosse
382,Geschmack::N,gust,smáhkka
383,Geschmack::N,gust,máhku
384,Geschmack::N,gust,smáhkka
385,Geschmack::N,gust,mááhu
386,Geschmack::N,gust,smakkâ
387,Geschmack::N,gust,njõõd
388,Geschmack::N,gust,smääkk
389,Geschmack::N,gust,ня̄лльк
390,Geschmack::N,sabor,aelmie
391,Geschmack::N,sabor,muosse
392,Geschmack::N,sabor,smáhkka
393,Geschmack::N,sabor,máhku
394,Geschmack::N,sabor,smáhkka
395,Geschmack::N,sabor,mááhu
396,Geschmack::N,sabor,smakkâ
397,Geschmack::N,sabor,njõõd
398,Geschmack::N,sabor,smääkk
399,Geschmack::N,sabor,ня̄лльк
400,Geruch::N,olor,haaje
401,Geruch::N,olor,habjja
402,Geruch::N,olor,hádja
403,Geruch::N,olor,opsâ
404,Geruch::N,olor,haajâ
405,Geruch::N,olor,õpss
406,Geruch::N,olor,haajj
407,Geruch::N,olor,апс
408,Geruch::N,olor,лэ̄гк
409,Schlaf::N,son,nahkerh
410,Schlaf::N,son,nager
411,Schlaf::N,son,oados
412,Schlaf::N,son,nagir
413,Schlaf::N,son,naṿer
414,Schlaf::N,son,nââ´er
415,Schlaf::N,son,нагерь
416,Traum::N,somni,nahkere
417,Traum::N,somni,niehko
418,Traum::N,somni,niehku
419,Traum::N,somni,naṿer
420,Traum::N,somni,nââ´er
421,Traum::N,somni,нагерь
422,Himmel::N,celm,elmie
423,Himmel::N,celm,almme
424,Himmel::N,celm,albmi
425,Himmel::N,celm,alme
426,Himmel::N,celm,â´lmm
427,Himmel::N,celm,алльм
428,Sonne::N,sol,biejjie
429,Sonne::N,sol,bæjvásj
430,Sonne::N,sol,beaivváš
431,Sonne::N,sol,peivi
432,Sonne::N,sol,piäiváš
433,Sonne::N,sol,pei´vv
434,Sonne::N,sol,пе̄ййв
435,Mond::N,lluna,aske
436,Mond::N,lluna,mánno
437,Mond::N,lluna,mánnu
438,Mond::N,lluna,máánu
439,Mond::N,lluna,mään
440,Mond::N,lluna,ма̄нн
441,Stern::N,estel,daasta
442,Stern::N,estel,naestie
443,Stern::N,estel,násste
444,Stern::N,estel,násti
445,Stern::N,estel,täsni
446,Stern::N,estel,tä´snn
447,Stern::N,estel,та̄ссьт
448,Stern::N,estrella,daasta
449,Stern::N,estrella,naestie
450,Stern::N,estrella,násste
451,Stern::N,estrella,násti
452,Stern::N,estrella,täsni
453,Stern::N,estrella,tä´snn
454,Stern::N,estrella,та̄ссьт
455,Luft::N,aire,elmie
456,Luft::N,aire,ájmmo
457,Luft::N,aire,áibmu
458,Luft::N,aire,áimu
459,Luft::N,aire,šõŋŋ
460,Luft::N,aire,вӯйнас
461,Wind::N,vent,bïegke
462,Wind::N,vent,biegga
463,Wind::N,vent,biegga
464,Wind::N,vent,pieg'gâ
465,Wind::N,vent,piõg'g
466,Wind::N,vent,пӣӈӈк
467,Welle::N,ona,baaroe
468,Welle::N,ona,bárro
469,Welle::N,ona,bárru
470,Welle::N,ona,pááṛu
471,Welle::N,ona,päärr
472,Welle::N,ona,нэ̄ммп
473,Wasser::N,āigua,tjaetsie
474,Wasser::N,āigua,tjáhtje
475,Wasser::N,āigua,čáhci
476,Wasser::N,āigua,čääci
477,Wasser::N,āigua,čää´cc
478,Wasser::N,āigua,ча̄дзь
479,Stein::N,pedra,gierkie
480,Stein::N,pedra,giergge
481,Stein::N,pedra,geađgi
482,Stein::N,pedra,keđgi
483,Stein::N,pedra,ǩeä´dǧǧ
484,Stein::N,pedra,ке̄ддҌк
485,Boden::N,sòl,betnie
486,Boden::N,sòl,ednam
487,Boden::N,sòl,bodni
488,Boden::N,sòl,vuođđu
489,Boden::N,sòl,ponne
490,Boden::N,sòl,vuáđ̣u
491,Boden::N,sòl,vuâđđ
492,Boden::N,sòl,лаввьн
493,Boden::N,sòl,е̄ммьне
494,Erde::N,terra,jåarta
495,Erde::N,terra,mueltie
496,Erde::N,terra,ednam
497,Erde::N,terra,mållde
498,Erde::N,terra,eana
499,Erde::N,terra,eennâm
500,Erde::N,terra,mädd
501,Erde::N,terra,jânnam
502,Erde::N,terra,е̄ммьне
503,Staub::N,pols,heblie
504,Staub::N,pols,tsumhtsie
505,Staub::N,pols,dubme
506,Staub::N,pols,dopmu
507,Staub::N,pols,kovjâ
508,Staub::N,pols,põõ´l
509,Staub::N,pols,кэ̄ббьй
510,Rauch::N,fum,soeve
511,Rauch::N,fum,suovva
512,Rauch::N,fum,suovva
513,Rauch::N,fum,suoṿâ
514,Rauch::N,fum,suõvv
515,Rauch::N,fum,сӯвв
516,Funke::N,guspira,naestie
517,Funke::N,guspira,tjuonam
518,Funke::N,guspira,čuotnan
519,Funke::N,guspira,čuođâlm
520,Funke::N,guspira,iiskâr
521,Funke::N,guspira,čuõzzâm
522,Funke::N,guspira,чӯссэм
523,Funke::N,centella,naestie
524,Funke::N,centella,tjuonam
525,Funke::N,centella,čuotnan
526,Funke::N,centella,čuođâlm
527,Funke::N,centella,iiskâr
528,Funke::N,centella,čuõzzâm
529,Funke::N,centella,чӯссэм
530,Feuer::N,foc,dålle
531,Feuer::N,foc,dållå
532,Feuer::N,foc,dolla
533,Feuer::N,foc,tullâ
534,Feuer::N,foc,toll
535,Feuer::N,foc,то̄лл
536,Licht::N,llum,tjoevke
537,Licht::N,llum,tjuovgga
538,Licht::N,llum,čuovga
539,Licht::N,llum,čuovggas
540,Licht::N,llum,čuoṿâ
541,Licht::N,llum,toll
542,Licht::N,llum,čuõvv
543,Licht::N,llum,то̄лл
544,Schatten::N,ombra,skugkie
545,Schatten::N,ombra,soejvene
546,Schatten::N,ombra,irkes
547,Schatten::N,ombra,sieges
548,Schatten::N,ombra,itku
549,Schatten::N,ombra,suoivâ
550,Schatten::N,ombra,õõtt
551,Schatten::N,ombra,ǩeeu´niǩ
552,Schatten::N,ombra,кывьнэхь
553,Wetter::N,temps,vïerhtse
554,Wetter::N,temps,dálkke
555,Wetter::N,temps,dálki
556,Wetter::N,temps,šoŋŋâ
557,Wetter::N,temps,šõŋŋ
558,Wetter::N,temps,шэ̄ӈӈ
559,Nebel::N,boira,såavla
560,Nebel::N,boira,mearhka
561,Nebel::N,boira,murkko
562,Nebel::N,boira,mierkká
563,Nebel::N,boira,mierká
564,Nebel::N,boira,miär'kká
565,Nebel::N,boira,oṃo
566,Nebel::N,boira,sue´lnn
567,Nebel::N,boira,цӣгк
568,Nebel::N,boira,сулльн
569,Wolke::N,núvol,balve
570,Wolke::N,núvol,balvva
571,Wolke::N,núvol,balva
572,Wolke::N,núvol,polvâ
573,Wolke::N,núvol,põlvv
574,Wolke::N,núvol,пэллв
575,Regen::N,pluja,ebrie
576,Regen::N,pluja,harvve
577,Regen::N,pluja,arvi
578,Regen::N,pluja,arve
579,Regen::N,pluja,â´brr
580,Regen::N,pluja,аббьр
581,Schnee::N,neu,lopme
582,Schnee::N,neu,moehtege
583,Schnee::N,neu,muohta
584,Schnee::N,neu,muohta
585,Schnee::N,neu,muotâ
586,Schnee::N,neu,muõtt
587,Schnee::N,neu,вэ̄дз
588,Schnee::N,neu,куэллт
589,Eis::N,gel,jïenge
590,Eis::N,gel,jiegŋa
591,Eis::N,gel,jiekŋa
592,Eis::N,gel,jieŋ̣â
593,Eis::N,gel,jiõŋŋ
594,Eis::N,gel,ӣӈӈ
595,Eis::N,glaç,jïenge
596,Eis::N,glaç,jiegŋa
597,Eis::N,glaç,jiekŋa
598,Eis::N,glaç,jieŋ̣â
599,Eis::N,glaç,jiõŋŋ
600,Eis::N,glaç,ӣӈӈ
601,Frost::N,glaçada,baajkoe
602,Frost::N,glaçada,tjoasskem
603,Frost::N,glaçada,buolaš
604,Frost::N,glaçada,puolâš
605,Frost::N,glaçada,puõlâš
606,Frost::N,glaçada,мӯнь
607,Kälte::N,fred,jueskie
608,Kälte::N,fred,tjåetskeme
609,Kälte::N,fred,tjoasskem
610,Kälte::N,fred,čoaskin
611,Kälte::N,fred,ko'lmâsvuotâ
612,Kälte::N,fred,ijss
613,Kälte::N,fred,čuä´cǩǩem
614,Kälte::N,fred,tuârggnjõs
615,Kälte::N,fred,кэ̄лмас
616,Hitze::N,calor,baahke
617,Hitze::N,calor,báhkka
618,Hitze::N,calor,báhkka
619,Hitze::N,calor,pakkâ
620,Hitze::N,calor,kuṃe
621,Hitze::N,calor,paašt
622,Hitze::N,calor,жоарр
623,Raureif::N,gebre,jyjse
624,Raureif::N,gebre,ridne
625,Raureif::N,gebre,goarre
626,Raureif::N,gebre,ritni
627,Raureif::N,gebre,suhči
628,Raureif::N,gebre,riṇe
629,Raureif::N,gebre,ай
630,Regenbogen::N,arc iris,aatjan goengere
631,Regenbogen::N,arc iris,aatjan joekse
632,Regenbogen::N,arc iris,ádjájuoksa
633,Regenbogen::N,arc iris,arvedávgi
634,Regenbogen::N,arc iris,bajándávgi
635,Regenbogen::N,arc iris,äijihtävgi
636,Regenbogen::N,arc iris,teârmmazjohss
637,Regenbogen::N,arc iris,тӣрмесью̄ккс
638,Donner::N,tro,raejrie
639,Donner::N,tro,átjek
640,Donner::N,tro,átjárájdde
641,Donner::N,tro,áddjá
642,Donner::N,tro,baján
643,Donner::N,tro,juuṛâ
644,Donner::N,tro,tie´rmes
645,Donner::N,tro,тӣрмесь
646,Donner::N,tro,ча̄ркнэгк
647,Strömung::N,corrent,njuvvie
648,Strömung::N,corrent,ájggedáhpe
649,Strömung::N,corrent,rávdnji
650,Strömung::N,corrent,virde
651,Strömung::N,corrent,ve´rdd
652,Strömung::N,corrent,выррьт
653,Tropfen::N,gota,gåajhkohts
654,Tropfen::N,gota,gåjkudis
655,Tropfen::N,gota,goaikkanas
656,Tropfen::N,gota,čalme
657,Tropfen::N,gota,čâ´lmm
658,Tropfen::N,gota,ча̄лльм
659,Schaum::N,escuma,sapte
660,Schaum::N,escuma,såpptå
661,Schaum::N,escuma,sokta
662,Schaum::N,escuma,suptâ
663,Schaum::N,escuma,soptt
664,Schaum::N,escuma,со̄ппт
665,Schmutz::N,brutícia,haaskoe
666,Schmutz::N,brutícia,duolvva
667,Schmutz::N,brutícia,duolva
668,Schmutz::N,brutícia,durdi
669,Schmutz::N,brutícia,stänži
670,Schmutz::N,brutícia,sähss
671,Schmutz::N,brutícia,са̄ккьс
672,Schmutz::N,brutícia,не̄шшь
673,See::N,llac,jaevrie
674,See::N,llac,jávrre
675,See::N,llac,jávri
676,See::N,llac,jävri
677,See::N,llac,jâu´rr
678,See::N,llac,я̄ввьр
679,Sumpf::N,pantà,pluevie
680,Sumpf::N,pantà,áhpe
681,Sumpf::N,pantà,sæmssa
682,Sumpf::N,pantà,jeaggi
683,Sumpf::N,pantà,jeggi
684,Sumpf::N,pantà,jeä´ǧ'ǧ
685,Sumpf::N,pantà,ла̄ммьп
686,Moor::N,pantà,pluevie
687,Moor::N,pantà,jiegge
688,Moor::N,pantà,suotnju
689,Moor::N,pantà,karrii
690,Moor::N,pantà,kä´rev
691,Moor::N,pantà,veättaǩ
692,Moor::N,pantà,ла̄ммьп
693,Wiese::N,prat,ïentje
694,Wiese::N,prat,giedde
695,Wiese::N,prat,gieddi
696,Wiese::N,prat,nijtto
697,Wiese::N,prat,пуэшенҍ
698,Wiese::N,prada,ïentje
699,Wiese::N,prada,giedde
700,Wiese::N,prada,gieddi
701,Wiese::N,prada,nijtto
702,Wiese::N,prada,пуэшенҍ
703,Wald::N,bosc,skåake
704,Wald::N,bosc,skåajje
705,Wald::N,bosc,miehtsie
706,Wald::N,bosc,vuovdde
707,Wald::N,bosc,miehttse
708,Wald::N,bosc,vuovdi
709,Wald::N,bosc,meahcci
710,Wald::N,bosc,mecci
711,Wald::N,bosc,vyemi
712,Wald::N,bosc,vue´mm
713,Wald::N,bosc,meä´c'c
714,Wald::N,bosc,ля̄ммт
715,Hügel::N,puig,deava
716,Hügel::N,puig,dievvá
717,Hügel::N,puig,dievvá
718,Hügel::N,puig,čummâ
719,Hügel::N,puig,pä´rcc
720,Hügel::N,puig,teä´rmm
721,Hügel::N,puig,ка̄ннҌт
722,Hügel::N,pujol,deava
723,Hügel::N,pujol,dievvá
724,Hügel::N,pujol,dievvá
725,Hügel::N,pujol,čummâ
726,Hügel::N,pujol,pä´rcc
727,Hügel::N,pujol,teä´rmm
728,Hügel::N,pujol,ка̄ннҌт
729,Anhöhe::N,turó,deava
730,Anhöhe::N,turó,jalladahke
731,Anhöhe::N,turó,dievásj
732,Anhöhe::N,turó,aláš
733,Anhöhe::N,turó,luohkká
734,Anhöhe::N,turó,tiävá
735,Anhöhe::N,turó,poorááš
736,Anhöhe::N,turó,ču´lpp
737,Anhöhe::N,turó,škâu´ŋŋ
738,Anhöhe::N,turó,ка̄ннҌт
739,Berg::N,muntanya,bïerje
740,Berg::N,muntanya,várre
741,Berg::N,muntanya,várri
742,Berg::N,muntanya,vääṛi
743,Berg::N,muntanya,vää´rr
744,Berg::N,muntanya,те̄ррьм
745,Gipfel::N,cim,dalvese
746,Gipfel::N,cim,tjåhkkå
747,Gipfel::N,cim,čohkka
748,Gipfel::N,cim,čokke
749,Gipfel::N,cim,čå´ǩǩ
750,Gipfel::N,cim,ла̄ддҍв
751,Höhle::N,cova,beajoe
