,Concept_ID,ady,uk
698,das::PRN,мо,то
699,alles::PRN,зэкӏэ́,все
700,ich::PRN,сэ,я
701,du::PRN,о,ти
702,er::PRN,ар,він
703,wir::PRN,тэ,ми
704,ihr::PRN,шъо,ви
705,sie::PRN,ахэр,вони
706,was::FPRN,сыд,що
707,wer::FPRN,хэт,хто
708,wo::FADV,тыдэ́,де
709,wohin::FADV,тыдэ́,куди
710,wie::FADV,сыдэущтэ́у,як
711,warum::FADV,сыд пае́,чому
712,wieviel::FNUM,тхьапш,скільки
713,wieviel::FNUM,сыд фэди́з,скільки
714,eins::NUM,зы,один
715,zwei::NUM,тӏу,два
716,drei::NUM,щы,три
717,vier::NUM,плӏы,чотири
718,fünf::NUM,тфы,п’ять
719,sechs::NUM,хы,шість
720,sieben::NUM,блы,сім
721,acht::NUM,и,вісім
722,neun::NUM,бгъу,дев’ять
723,zehn::NUM,пшӏы,десять
724,elf::NUM,пшӏыкӏузы́,одинадцять
725,zwölf::NUM,пшӏыкӏутӏу,дванадцять
726,zwanzig::NUM,тӏокӏы́,двадцять
727,dreißig::NUM,щэкӏы,тридцять
728,vierzig::NUM,тӏокӏи́тӏу,сорок
729,fünfzig::NUM,шъэны́ыкъу,п’ятдесят
730,sechzig::NUM,тӏокӏи́щ,шістдесят
731,siebzig::NUM,тӏокӏищырэ́ пшӏырэ́,сімдесят
732,achtzig::NUM,тӏокӏи́пӏ,вісімдесят
733,neunzig::NUM,тӏокӏиилӏырэ́ пшӏырэ́,дев’яносто
734,hundert::NUM,шъэ,сто
735,tausend::NUM,мин,тисяча
736,und::CNJ,ыкӏи,і
737,oder::CNJ,е,або
738,stehen::V,ущытын,стояти
739,stehen::V,умыхъыен,стояти
740,sitzen::V,уисын,сидіти
741,sitzen::V,утесын,сидіти
742,liegen::V,телъы́н,лежати
743,hängen::V,къыщылэлын,висіти
744,hängen::V,къыщылэлын щыгъын быхъур,висіти
745,werden::V,хъун,стати
746,werden::V,хъун,робитися
747,passieren::V,къэхъун,трапитися
748,beginnen::V,къежьэн,початися
749,beginnen::V,къыублэн,початися
750,enden::V,ухы́н,кінчитися
751,wechseln::V,зэхъожьы́н,мінятися
752,aufgehen[Sonne]::V,къыкъокӏы́н,зійти
753,untergehen[Sonne]::V,къохьан,зайти
754,scheinen[Sonne]::V,къепсыи,світити
755,donnern::V,гъогъон,гриміти
756,wehen::V,епщэ́н,віяти
757,strömen::V,чъэн,литися
758,fließen::V,чъэн,текти
759,sich drehen::V,зыгъэчэрэгъу́н,обертатися
760,schwanken::V,хъые́н,коливатися
761,schwingen::V,зыгъэхъые́н,хитатися
762,schwingen::V,зыгъэхъые́н,гойдатися
763,fallen::V,къефэхы́н,падати
764,brennen::V,стын,горіти
765,rauchen::V,ӏугъо къикӏын,диміти
766,regnen::V,къещхы́н,дощити
767,gefrieren::V,дыкъын,змерзнути
768,tauen::V,жъун,танути
769,schmelzen::V,ткӏун,плавитися
770,trocknen::V,гъушъы́н,сохнути
771,trocknen::V,чъэпхъу́н,сохнути
772,sieden::V,жъон,кипіти
773,faulen::V,шъун,гнити
774,verfaulen::V,шъун,згнити
775,reißen::V,зэӏэтхъы́н,рватися
776,versinken::V,чӏихьан,тонути
777,vergehen::V,блэкӏы́н,проходити
778,erscheinen::V,къэлъэгъон,з’явитися
779,verschwinden::V,кӏодыжьы́н,щезнути
780,verschwinden::V,кӏодыжьы́н,зникнути
781,abnehmen::V,къыкӏичын,поменшитися
782,zunehmen::V,хэхъо́н,збільшуватися
783,steigen::V,къежьэн,підніматися
784,wachsen::V,хэхъо́н,рости
785,wachsen::V,къэкӏы́н,рости
786,glänzen::V,цӏыу́н,блищати
787,funkeln::V,жъыу́н,блискати
788,lärmen::V,бырсыры́н,шуміти
789,läuten::V,теон,дзвонити
790,klingeln::V,теон,дзвонити
791,brausen::V,шъуин,бушувати
792,rauschen::V,макъэ гъэӏун,шелестіти
793,klingen::V,къыхэӏукӏын,лунати
794,klingen::V,къыхэӏукӏын,звучати
795,bellen::V,хьакъу́н,гавкати
796,heulen::V,быун,вити
797,blasen::V,епщэ́н,дунути
798,pfeifen::V,шъуин,свистіти
799,schreien::V,куо́н,кричати
800,schreien::V,кӏыи́н,кричати
801,stöhnen::V,щэӏун,стогнати
802,zittern::V,кӏэзэзын,тремтіти
803,leben::V,псэу́н,жити
804,geboren werden::V,къэхъун,народитися
805,atmen::V,жьы къэщэ́н,дихати
806,trinken::V,ешъо́н,пити
807,essen::V,шхын,їсти
808,schlucken::V,бдырыин,ковтати
809,müde werden::V,пшъын,втомитися
810,einschlafen::V,хэчъыен,заснути
811,schlafen::V,чъые́н,спати
812,aufwachen::V,къэущы́н,прокинутися
813,aufstehen::V,уцу́н,встати
814,sich erholen::V,зыгъэпсэфын,відпочивати
815,krank werden::V,сымаджэ́ хъун,захворіти
816,krank sein::V,сымэджэ́н,хворіти
817,schmerzen::V,сымэджэ́н,боліти
818,husten::V,пскэ́н,кашляти
819,genesen::V,хъужьын,одужати
820,genesen::V,хъужьын,видужати
821,sterben::V,лӏэн,померти
822,umkommen::V,хэкӏодэн,згинути
823,sich bewegen::V,хъые́н,рухатися
824,sich rühren::V,хъые́н,ворушитися
825,sich erheben::V,къэтэджын,встати
826,sich setzen::V,тӏысы́н,сісти
827,hinfallen::V,ебэджы́н,упасти
828,laufen::V,кӏон,ходити
829,schreiten::V,кӏон,крокувати
830,spazierengehen::V,къэкӏухьэн,гуляти
831,eilen::V,гузэжъон,спішити
832,sich beeilen::V,гуӏэ́н,поспішати
833,sausen::V,псынкӏэ́у чъэн,мчатися
834,rennen::V,чъэн,бігати
835,springen::V,пкӏэн,скакати
836,springen::V,пкӏэн,стрибати
837,klettern::V,дэцохъоен,лазити
838,schaukeln::V,уешӏэн,гойдатися
839,kriechen::V,цохъо́н,повзати
840,schwimmen::V,есы́н,пливти
841,schwimmen::V,есы́н,плавати
842,tauchen::V,зычӏэгъэо́н,пірнати
843,rudern::V,къошъо бэщкӏэ фын,гребти
844,rudern::V,къошъо бэщкӏэ фын,веслувати
845,fahren::V,кӏон,їхати
846,fliegen::V,быбы́н,літати
847,gehen::V,кӏон,іти
848,weggehen::V,ӏукӏын,піти
849,abfahren::V,ежьэн,від’їхати
850,abfahren::V,ежьэн,відправитися
851,anhalten::V,къэуцу́н,зупинитися
852,hineingehen::V,ихьан,входити
853,eintreten::V,чӏэхьан,увійти
854,kommen::V,къэкӏо́н,прийти
855,ankommen::V,къэсы́н,прибути
856,zurückkommen::V,гъэзэжьын,повернутися
857,bleiben::V,къэнэ́н,залишитися
858,warten::V,пэплъэ́н,чекати
859,erwarten::V,ежэн,чекати
860,suchen::V,лъыхъу́н,шукати
861,finden::V,къэгъоты́н,знайти
862,finden::V,къыхэгъэщы́н,знайти
863,versuchen::V,пылъы́н,випробовувати
864,vorbereiten::V,гъэхьазыры́н,підготувати
865,lieben::V,шӏу плъэгъу́н,любити
866,mögen::V,шӏу плъэгъу́н,любити
867,mögen::V,шӏу плъэгъу́н,подобатися
868,lachen::V,щхын,сміятися
869,rühren::V,гур гъэузын,розчулити
870,weinen::V,гъын,плакати
871,schimpfen::V,хъонэн,лаятися
872,sich ärgern::V,губжы́н,сердитися
873,sich fürchten::V,щынэ́н,боятися
874,fürchten::V,щынэ́н,боятися
875,sehen::V,льэгъу́н,бачити
876,anschauen::V,плъэн,поглянути
877,anschauen::V,еплъы́н,поглянути
878,ansehen::V,плъэн,дивитися на
879,hören::V,зэхэхын,чути
880,zuhören::V,дэӏо́н,слухати
881,probieren::V,хэӏэн,покуштувати
882,riechen::V,пэмэ́н,нюхати
883,fühlen::V,зэхэпшӏэн,відчувати
884,scheinen::V,уащыхъу́н,здаватися
885,scheinen::V,уашӏошӏы́н,здаватися
886,zu sehen sein::V,зэрэлъэгъу́н,виднітися
887,vernehmen::V,зэхэхын,почути
888,frieren::V,дыкъын,мерзнути
889,frieren::V,пӏыкӏэн,мерзнути
890,frieren::V,чъыӏэ́ лӏэн,мерзнути
891,tun::V,шӏын,робити
892,können::V,лъэкӏы́н,могти
893,wollen::V,фэе́н,хотіти
894,anfangen::V,ублэн,почати
895,beenden::V,ухы́н,закінчити
896,aufhören::V,щыгъэтын,перестати
897,gelingen::V,хъун,вдатися
898,öffnen::V,ӏухы́н,відкрити
899,schließen::V,игъэсэн,закрити
900,stellen::V,бгъэуцун,поставити
901,setzen::V,гъэтӏысы́н,посадити
902,legen::V,хэлъхьа́н,класти
903,berühren::V,эӏэн,чіпати
904,berühren::V,нэсын,чіпати
905,verbinden::V,зэхэпхэ́н,зв’язати
906,verbinden::V,пхын,зв’язати
907,bedecken::V,техъо́н,покрити
908,aufhängen::V,пылъэ́н,повісити
909,anzünden::V,хэгъэнэ́н,запалити
910,zurücklassen::V,къэгъэнэ́н,залишити
911,verlieren::V,чӏэ́нэн,загубити
912,verlieren::V,шӏокӏоды́н,загубити
913,fallen lassen::V,чӏэунэн,упустити
914,fallen lassen::V,пӏэпызын,упустити
915,machen::V,шӏын,зробити
916,herstellen::V,шӏы́н,виготовити
917,bauen::V,шӏы́н,будувати
918,reparieren::V,дыжьы́н,лагодити
919,verbessern::V,нахьышӏу пшӏын,поліпшити
920,verbessern::V,нахь дэгъу пшӏын,поліпшити
921,ändern::V,зэблэхъу́н,змінити
922,graben::V,тӏын,копати
923,biegen::V,уфэн,погнути
924,drehen::V,гъэчэрегъу́,вертіти
925,wenden::V,пӏонтӏэн,повернути
926,wenden::V,бгъэзэн,повернути
927,wenden::V,уӏубын,повернути
928,heben::V,ӏэты́н,піднімати
929,hochheben::V,ӏэты́н,підняти
930,ergreifen::V,къэубыты́н,схопити
931,halten::V,ӏыгъы́н,тримати
932,drücken::V,тэӏункӏэн,натискати
933,schieben::V,уеӏункӏын,пхати
934,schieben::V,уеӏункӏын,штовхати
935,schieben::V,уетӏыргун,пхати
936,schieben::V,уетӏыргун,штовхати
937,kratzen::V,цӏэнтхъун,шкребти
938,lecken::V,бзэи́н,лизати
939,beißen::V,ецэкъэ́н,кусати
940,abreißen::V,къичын,відірвати
941,abreißen::V,пытхъын,відірвати
942,abschneiden::V,пыупкӏын,відрізати
943,abschneiden::V,гобзыкӏын,відрізати
944,binden::V,епхын,в’язати
945,stecken::V,хэсэн,увіткнути
946,brechen::V,зэпыпкӏын,зламати
947,klopfen::V,теон,стукати
948,hauen::V,теон,бити
949,kleben::V,щхэн,клеїти
950,reiben::V,пӏотын,терти
951,streichen::V,щыфэн,намазати
952,schleifen::V,гъэчаны́н,точити
953,schleifen::V,кӏэлыкӏы́н,точити
954,schneiden::V,бзын,різати
955,rütteln::V,гъэсысын,хитати
956,schütteln::V,гъэсысын,трясти
957,schwenken::V,ӏэ шӏын,махати
958,schütten::V,икӏэ́н,налити
959,füllen::V,из шӏын,наповнити
960,einwickeln::V,кӏоцӏыщыхьа́н,загорнути
961,tragen::V,хьын,нести
962,schleppen::V,пхьын,тягти
963,schleppen::V,плъэшъун,тягти
964,ziehen::V,пкъудыин,тягнути
965,ziehen::V,пщэн,тягнути
966,ziehen::V,плъэшъун,тягнути
967,aufbewahren::V,пӏыгъын,зберігати
968,aufbewahren::V,уухъумэн,зберігати
969,werfen::V,дзын,кидати
970,fangen::V,къэубыты́н,ловити
971,packen::V,къэубыты́н,схопити
972,verstecken::V,бгъэбылъын,сховати
973,teilen::V,гощы́н,розділити
974,schicken::V,гъахьы́н,посилати
975,bringen::V,къэхьы́н,принести
976,hinzufügen::V,хэгъэхъо́н,додати
977,nehmen::V,къытехы́н,взяти
978,wählen::V,къыхэхы́н,вибрати
979,auswählen::V,къыхэхы́н,відібрати
980,bewahren::V,къэухъумэн,зберегти
981,behindern::V,пэрыохъу хъун,перешкоджати
982,verderben::V,къутэн,зіпсувати
983,beschädigen::V,къутэн,зашкодити
984,zerbrechen::V,къутэн,розбити
985,zerreißen::V,зэӏэтхъы́н,розірвати
986,zerstören::V,къутэ́н,зруйнувати
987,verbrennen::V,гъэсты́н,спалити
988,geben::V,еты́н,дати
989,reichen::V,еты́н,передати
990,schenken::V,еты́н,дарувати
991,versprechen::V,гъэгугъэ́н,обіцяти
992,wünschen::V,шӏоигъо́н,бажати
993,loben::V,щытхъун,хвалити
994,küssen::V,ебэу́н,цілувати
995,wiegen::V,гъэхъыен,качати
996,zudecken::V,техъо́н,накрити
997,wecken::V,къэгъэущы́н,розбудити
998,zeigen::V,гъэлъэгъо́н,показати
999,führen::V,щэн,вести
1000,lehren::V,егъэджэ́н,вчити
1001,lehren::V,егъэшӏэн,вчити
1002,unterrichten::V,егъэджэ́н,викладати
1003,aufziehen::V,пӏун,виховати
1004,leiten::V,гъэзекӏон,керувати
1005,antreiben::V,къепфылӏэн,підганяти
1006,lassen::V,еты́н,змусити
1007,einladen::V,къегъэблэгъэн,запросити
1008,vereinigen::V,зэгогъэхьан,об’єднати
1009,besuchen::V,щыӏэ́н,завітати
1010,besuchen::V,щыӏэ́н,відвідати
1011,treffen::V,ӏукӏэ́н,зустріти
1012,treffen::V,пэгъокӏы́н,зустріти
1013,sich versammeln::V,зэхэхьан,зібратися
1014,spielen::V,джэгу́н,грати
1015,singen::V,орэ́д къэӏо́н,співати
1016,tanzen::V,къэшъо́н,танцювати
1017,sich trennen::V,зэгокӏыжьы́ных,розлучитися
1018,verlassen::V,бгынэн,покинути
1019,verlassen::V,хэкӏыжьын,покинути
1020,retten::V,къыхэпхыжьын,врятувати
1021,retten::V,къэбгъэнэжьын,врятувати
1022,bewachen::V,къэгъэгъунэн,охороняти
1023,schützen::V,ухъумэ́н,уберігати
1024,verteidigen::V,къэухъумэн,захистити
1025,sich schlagen::V,эзэон,битися
1026,sich schlagen::V,эзэон,дратися
1027,schießen::V,он,стріляти
1028,siegen::V,текӏо́н,перемогти
1029,ärgern::V,бгъэгубжын,сердити
1030,schlagen::V,ео́н,ударити
1031,stechen::V,хэӏун,вколоти
1032,stoßen::V,тӏыро́н,штовхнути
1033,stoßen::V,уеӏункӏын,штовхнути
1034,stehlen::V,тыгъу́н,украсти
1035,stören::V,бгъэгумэкӏын,перешкодити
1036,belästigen::V,бгъэгумэкӏын,докучати
1037,verbergen::V,ушъэфын,сховати
1038,täuschen::V,гъэпцӏэ́н,обдурити
1039,betrügen::V,гъэпцӏэ́н,зшахраювати
1040,töten::V,уикӏын,убити
1041,wohnen::V,дэсын,жити
1042,wohnen::V,дэсын,мешкати
1043,arbeiten::V,лэжьэ́н,працювати
1044,sammeln::V,угъои́н,зібрати
1045,pflücken::V,къыпычы́н,зривати
1046,jagen::V,шэкӏон,полювати
1047,jagen::V,ешэкӏон,полювати
1048,fischen::V,пцэжъые уешэн,рибалити
1049,fassen::V,къэубыты́н,піймати
1050,hüten::V,хэхъо́н,пасти
1051,treiben::V,пфын,гнати
1052,anbinden::V,епхын,прив’язати
1053,füttern::V,гъэшхэ́н,годувати
1054,füttern::V,гъэшхэ́н,харчувати
1055,melken::V,щын,доїти
1056,hacken::V,упкӏэтэн,рубати
1057,gießen::V,тепкӏэн,полити
1058,reifen::V,игъо хъун,дозріти
1059,zubereiten::V,бгъэхьазырын,зготовити
1060,zubereiten::V,бгъэхьазырын,приготувати
1061,kochen::V,шӏы́н,варити
1062,kochen::V,шӏы́н,готувати
1063,backen::V,гъэжъэ́н,пекти
1064,braten::V,гъэжъэ́н,смажити
1065,umrühren::V,зэхэгъэкӏухьан,переміщати
1066,stricken::V,хъын,в’язати
1067,nähen::V,дэн,шити
1068,färben::V,бгъэлэн,пофарбувати
1069,reinigen::V,укъэбзы́н,очистити
1070,waschen::V,бгыкӏын,мити
1071,abwischen::V,лъэкӏы́н,витерти
1072,spülen::V,дэгъэчъыхьан,полоскати
1073,fegen::V,пхъэнкӏы́н,підмітати
1074,kehren::V,пхъэнкӏы́н,мести
1075,baden::V,зыгъэпскӏын,купатися
1076,sich waschen::V,зытхьакӏы́н,митися
1077,ausziehen::V,къытехы́н,зняти
1078,anziehen::V,щылъэ́н,надіти
1079,sich anziehen::V,зыфэпэн,одягтися
1080,sich anziehen::V,зыфэпэн,одягнутися
1081,kämmen::V,жьын,зачесати
1082,schmücken::V,гъэдэхэ́н,оздобити
1083,sagen::V,къэӏон,сказати
1084,sprechen::V,псэлъэ́н,говорити
1085,reden::V,гущыӏэ́н,розмовляти
1086,sich unterhalten::V,зэдэгущыӏэн,бесідувати
1087,fragen::V,упчӏэ́н,запитати
1088,bitten::V,лъэӏо́н,просити
1089,erzählen::V,къэпӏотэ́н,розповісти
1090,mitteilen::V,макъэ егъэӏун,повідомити
1091,nennen::V,цӏэ фэусы́н,назвати
1092,rufen::V,джэн,кликати
1093,prahlen::V,узыщытхъужьы́н,хвалитися
1094,übersetzen::V,бгъэкӏотэн,перекласти
1095,denken::V,егупшысэ́н,думати
1096,denken::V,егупшысэ́н,мислити
1097,glauben::V,уивыхъэ́ телъы́н,вірити
1098,bemerken::V,гу лъыптэ́н,помітити
1099,erkennen::V,зэхэпхын,пізнати
1100,erkennen::V,зэбгъэшӏэн,пізнати
1101,begreifen::V,гурыӏо́н,осягнути
1102,verstehen::V,зэхэхын,почути
1103,lernen::V,еджэ́н,навчатися
1104,wissen::V,шӏэн,знати
1105,sich erinnern an::V,къэшӏэжьын,пам’ятати
1106,vergessen::V,пщыгъупшэжьы́н,забути
1107,messen::V,шын,міряти
1108,zählen::V,плъытэ́н,лічити
1109,rechnen::V,плъытэ́н,рахувати
1110,rechnen::V,угугъэ́н,рахувати
1111,lesen::V,еджэ́н,читати
1112,malen::V,шӏын,малювати
1113,zeichnen::V,шӏын,рисувати
1114,schreiben::V,тхын,писати
1115,besitzen::V,иӏэн,мати
1116,kaufen::V,щэфы́н,купити
1117,verkaufen::V,щэн,продати
1118,bezahlen::V,птын,заплатити
1119,bezahlen::V,лъыптын,заплатити
1120,bezahlen::V,птыжьы́н,заплатити
1121,zahlen::V,птын,платити
1122,zahlen::V,лъыптын,платити
1123,beherrschen::V,иунаеу иӏэн,володіти
1124,ertragen::V,щэчы́н,витерпіти
1125,Schnurrbart::N,,вуса
1126,Nabel::N,,пупок
1127,Wetter::N,,погода
1128,Frost::N,,мороз
1129,Raureif::N,,іній
1130,Adler::N,,орел
1131,Schwan::N,,лебідь
1132,Ton::N,,тон
1133,Sache::N,,річ
1134,Schlitten::N,,сани
1135,Last::N,,тягар
1136,Last::N,,вантаж
1137,Figur::N,,фігура
1138,Bündel::N,,в’язка
1139,Schuh::N,,ботинок
1140,Arzt::N,,лікар
1141,lebendig::A,,живий
1142,zuerst::ADV,,спершу
1143,zuerst::ADV,,спочатку
1144,manchmal::ADV,,іноді
1145,manchmal::ADV,,інколи
1146,niemals::ADV,,ніколи
1147,hier::ADV,,тут
1148,hierhin::ADV,,сюди
1149,von hier::ADV,,звідси
1150,schon::ADV,,вже
1151,sinken::V,,спадати
1152,klirren::V,,дзвякати
1153,fliehen::V,,тікати
1154,flüchten::V,,утекти
1155,geraten::V,,опинитися
1156,aufheben::V,,підняти
1157,beugen::V,,зігнути
1158,umdrehen::V,,перевернути
1159,bekommen::V,,дістати
1160,erhalten::V,,одержати
1161,treten::V,,штовхати
