,Concept_ID,ko,la
189,Mücke::N,모기,culex
190,Fliege::N,날기,musca
191,Schmetterling::N,나비,papilio
192,Beere::N,장과,baca
193,Apfel::N,사과,malum
194,Pilz::N,고방이,fungus
195,Zwiebel::N,양파,cepa
196,Saat::N,씨,seges
197,Korn::N,알맹이,granum
198,Heu::N,건초,faenum
199,Schale::N,피상,putamen
200,Falle::N,함정,pedica
201,Schlinge::N,올가미,laqueus
202,Schlinge::N,멜빵붕대,laqueus
203,Spur::N,발지국,vestigium
204,Asche::N,재,cinis
205,Dreck::N,똥,lutum
206,Dreck::N,오물,lutum
207,Eisen::N,쇠,ferrum
208,Eisen::N,철,ferrum
209,Gold::N,항금,aurum
210,Silber::N,은,argentum
211,Kohle::N,슻,carbo
212,Glas::N,유리,vitrum
213,Lehm::N,찰흙,lutum
214,Sand::N,모래,arena
215,Mensch::N,사람,homo
216,Mann::N,남자,vir
217,Frau::N,여자,mulier
218,Kind::N,아이,puer
219,Kind::N,아이,infans
220,Junge::N,소녁,puer
221,Mädchen::N,소녀,puella
222,Familie::N,가족,familia
223,Großvater::N,할아버지,avus
224,Großmutter::N,할머니,avia
225,Eltern::N,어버오,parentes
226,Vater::N,아버지,pater
227,Mutter::N,어머니,mater
228,Sohn::N,아들,filius
229,Tochter::N,딸기,filia
230,Bruder::N,형제,frater
231,Schwester::N,누이,soror
232,Onkel::N,백부,patruus
233,Onkel::N,백부,avunculus
234,Tante::N,아주머니,amita
235,Ehemann::N,남편,maritus
236,Ehefrau::N,아내,uxor
237,Freude::N,기쁨,gaudium
238,Freude::N,기쁨,laetitia
239,Gelächter::N,웃음,risus
240,Glück::N,즐거움,felicitas
241,Kummer::N,슬픔,aegritudo
242,Wunsch::N,소망,voluntas
243,Wunsch::N,소망,desiderium
244,Geist::N,할기,mens
245,Geist::N,할기,animus
246,Gedanke::N,상념,sententia
247,Gedächtnis::N,기억,memoria
248,Verstand::N,분별,ratio
249,Verstand::N,분별,ingenium
250,Verstand::N,지능,ratio
251,Verstand::N,지능,ingenium
252,Sinn::N,센스,sensus
253,Grund::N,까닭,causa
254,Wahrheit::N,참,veritas
255,Wahrheit::N,진실,veritas
256,Gespräch::N,대화,sermo
257,Märchen::N,동화,fabula
258,Erzählung::N,이야기,fabula
259,Erzählung::N,이야기,narratio
260,Neuigkeit::N,뉴스,novitas
261,Name::N,이름,nomen
262,Rätsel::N,수수께끼,aenigma
263,Rede::N,연설,oratio
264,Sprache::N,말,lingua
265,Stimme::N,목소리,vox
266,Wort::N,낱말,verbum
267,Wort::N,낱말,vocabulum
268,Zeichen::N,신호,signum
269,Ruf::N,부름,clamor
270,Lärm::N,소동,strepitus
271,Laut::N,음성,sonus
272,Ton::N,목소리,sonus
273,Lied::N,노래,carmen
274,Ruhe::N,쉼,quies
275,Leute::N,사람들,homines
276,Volk::N,국중,populus
277,Arbeit::N,근로,labor
278,Arbeit::N,너무,labor
279,Gast::N,손님,hospes
280,Gast::N,손님,conviva
281,Geschenk::N,행하,munus
282,Spiel::N,무리,ludus
283,Gesellschaft::N,교제,societas
284,Hilfe::N,거들음,auxilium
285,Hilfe::N,거들음,subsidium
286,Hilfe::N,보좌,auxilium
287,Hilfe::N,보좌,subsidium
288,Freund::N,친구,amicus
289,Kamerad::N,동실자,socius
290,Angelegenheit::N,용무,res
291,Anzahl::N,어떤,numerus
292,Anzahl::N,수,numerus
293,Art::N,정류,genus
294,Stück::N,일부분,frustum
295,Stück::N,일부분,fragmentum
296,Teil::N,몱,pars
297,Teil::N,구훠,pars
298,Hälfte::N,2분의,dimidium
299,Kreis::N,고리,orbis
300,Kreis::N,고리,circus
301,Kreuz::N,열십자,crux
302,Linie::N,선,linea
303,Strich::N,스침,lineamentum
304,Abstand::N,거리,intervallum
305,Entfernung::N,거리,spatium
306,Gegend::N,곳,loca
307,Gegend::N,곳,regio
308,Gegend::N,부금,loca
309,Gegend::N,부금,regio
310,Platz::N,장소,locus
311,Ort::N,장소,locus
312,Seite::N,옆면,latus
313,Mitte::N,궁간,medium
314,Gegenstand::N,항목,res
315,Sache::N,뭉에,res
316,Rand::N,가,margo
317,Kante::N,귀퉁,angulus
318,Ecke::N,구석,angulus
319,Spitze::N,끝,cacumen
320,Spitze::N,참단,cacumen
321,Ende::N,말당,caput
322,Loch::N,빙옷,foramen
323,Winkel::N,각도,angulus
324,Muster::N,본,exemplum
325,Muster::N,견복,exemplum
326,Größe::N,신장,magnitudo
327,Länge::N,길이긺,longitudo
328,Höhe::N,높이,altitudo
329,Gewicht::N,추,pondus
330,Menge::N,수양,copia
331,Haufen::N,퇴적,acervus
332,Reihe::N,열,ordo
333,Boot::N,보트,navicula
334,Ruder::N,노,remus
335,Schlitten::N,썰매,sclodia
336,Ski::N,스키,narta
337,Lagerfeuer::N,캠프의 모닥불,ignis
338,Last::N,무거운짐,onus
339,Gang::N,걸음,cursus
340,Schritt::N,보조,gradus
341,Norden::N,북쪽 ,septentriones
342,Süden::N,남쪽,meridies
343,Westen::N,서쪽,occidens
344,Osten::N,동쪽,oriens
345,Holz::N,목재,lignum
346,Brett::N,마루널,tabula
347,Platte::N,탤,lamina
348,Platte::N,금속판,lamina
349,Stütze::N,버팀목,adminiculum
350,Stange::N,장대,pertica
351,Stock::N,막대기,baculum
352,Stab::N,작대기,scipio
353,Rohr::N,갈대,tubus
354,Haus::N,집,aedes
355,Heim::N,집,domicilium
356,Ofen::N,아궁이,fornax
357,Fußboden::N,마루,solum
358,Tisch::N,탁자,mensa
359,Stuhl::N,의자,sella
360,Wiege::N,발상지,cunae
361,Bett::N,침대,lectus
362,Regal::N,서가,foruli
363,Kiste::N,짐궤,cista
364,Fenster::N,눔,fenestra
365,Tür::N,문,ianua
366,Tor::N,대문,porta
367,Zaun::N,담장,saepes
368,Dach::N,지붕,tectum
369,Leiter::N,사닥다리,scalae
370,Besen::N,비,scopae
371,Spaten::N,가래,pala
372,Schaufel::N,삽,pala
373,Gabel::N,갈래,fuscinula
374,Löffel::N,숟가락,coclear
375,Messer::N,나이프,culter
376,Nagel::N,발툽,clavus
377,Netz::N,그물,rete
378,Haken::N,갈고리,hamus
379,Griff::N,움켜쥠,manubrium
380,Schloss::N,자물쇠,claustra
381,Bild::N,그림,tabula
382,Bild::N,그림,pictura
383,Figur::N,몸메,statunculum
384,Puppe::N,인형,pupa
385,Beutel::N,클,sacculus
386,Bündel::N,자근다발,fascis
387,Tasche::N,가방,sacculus
388,Eimer::N,동이,situla
389,Deckel::N,뚜껑,operculum
390,Geschirr::N,식시,vasa
391,Sack::N,조갑,saccus
392,Tasse::N,차잔,pocillum
393,Topf::N,단지,olla
394,Kessel::N,주전자,aenum
395,Essen::N,먹기,cena
396,Nahrung::N,식료,cibus
397,Nahrung::N,식료,alimenta
398,Speise::N,음식물,cibus
399,Fleisch::N,고기,caro
400,Getreide::N,곡물,frumentum
401,Brei::N,젤리,puls
402,Brot::N,빵,panis
403,Scheibe::N,원반,frustum
404,Fett::N,기름,pingue
405,Butter::N,버터,butȳrum
406,Öl::N,올리브유,oleum
407,Salz::N,소금,sal
408,Suppe::N,국,ius
409,Suppe::N,수프,ius
410,Honig::N,감미,mel
411,Milch::N,유즙,lac
412,Tee::N,차,thea
413,Leder::N,가죽,corium
414,Wolle::N,양털,lana
415,Stoff::N,패료,textum
416,Nadel::N,바늘,acus
417,Faden::N,콘실,filum
418,Knopf::N,단추,bulla
419,Knoten::N,곁절,nodus
420,Farbe::N,색,pigmentum
421,Kleidung::N,옷입기,vestimenta
422,Hemd::N,속옷,tunica
423,Kragen::N,깃,collare
424,Ärmel::N,소매,manica
425,Hose::N,바지,bracae
426,Gürtel::N,밴드,cingulum
427,Mütze::N,모자,pilleus
428,Schuh::N,구두,calceus
429,Stiefel::N,장화,pero
430,Stiefel::N,장화,caliga
431,Ring::N,고리,anulus
432,Band::N,리본,redimiculum
433,Kamm::N,빗,pecten
434,Spiegel::N,거울,speculum
435,Riemen::N,가죽끈,lorum
436,Schnur::N,밧줄,linum
437,Leine::N,고삐줄,retinaculum
438,Decke::N,이부자리,lodix
439,Kissen::N,깔개,pulvinus
440,Tuch::N,천,velum
441,Handtuch::N,수건,mantele
442,Kraft::N,세력,vis
443,Stärke::N,힘,robur
444,Gesundheit::N,위생,valetudo
445,Krankheit::N,병,morbus
446,Schmerz::N,아픔고통,dolor
447,Wunde::N,상처,vulnus
448,Fieber::N,열별,febris
449,Arznei::N,약,remedium
450,Brücke::N,교량,pons
451,Brunnen::N,원천,puteus
452,Weide::N,목장,pascua
453,Pfad::N,좁은길,semita
454,Weg::N,길,iter
455,Straße::N,길,via
456,Dorf::N,촌,vicus
457,Dorf::N,촌락,vicus
458,Stadt::N,도시,urbs
459,Stadt::N,도시,oppidum
460,Brief::N,서한,epistula
461,Buch::N,책,liber
462,Buchstabe::N,문자,littera
463,Zeitung::N,신문,diurnum
464,Leben::N,삶,vita
465,Tod::N,죽음,mors
466,Grab::N,무덤,sepulcrum
467,Kirche::N,교회,ecclesia
468,Sünde::N,부정,peccatum
469,Gott::N,하느님,deus
470,Arbeiter::N,일하는사람,operarius
471,Chef::N,사장,praefectus
472,Meister::N,명인,magister
473,Meister::N,대가,magister
474,Arzt::N,의사,medicus
475,Lehrer::N,교사,magister
476,Geld::N,돈,aes
477,Geld::N,돈,pecunia
478,Geschäft::N,일,negotium
479,Laden::N,가게,taberna
480,Preis::N,가격,pretium
481,Ware::N,상품,merx
482,Nutzen::N,이익,utilitas
483,Reichtum::N,많음,opes
484,Reichtum::N,많음,divitiae
485,Welt::N,세상,mundus
486,Land::N,지방,terra
487,Staat::N,국가,res publica
488,König::N,국왕,rex
489,Macht::N,힘,potestas
490,Grenze::N,국경,limes
491,Krieg::N,전쟁,bellum
492,Feind::N,적,inimicus
493,Gewalt::N,권력,vis
494,Kampf::N,전투,pugna
495,Bogen[Waffe]::N,활,arcus
496,Pfeil::N,화살,sagitta
497,Gewehr::N,무기,sclopetum
498,Fehler::N,오류,error
499,Lüge::N,거짓말,mendacium
500,Schaden::N,손상,damnum
501,Schaden::N,손상,detrimentum
502,Unglück::N,불행,miseria
503,Unglück::N,불행,calamitas
504,Schuld::N,부채,culpa
505,Alter::N,연령,aetas
506,Schluss::N,마감,finis
507,Zeit::N,때,tempus
508,Zeit::N,시간,tempus
509,Tag::N,하루,dies
510,Morgen::N,이침,mane
511,Mittag::N,대낮,meridies
512,Abend::N,저녁,vesper
513,Nacht::N,밤,nox
514,Woche::N,근무일,septimana
515,Monat::N,달,mensis
516,Jahr::N,해,annus
517,Frühling::N,봄,ver
518,Sommer::N,여름,aestas
519,Herbst::N,가을,autumnus
520,Winter::N,겨울,hiems
521,Januar::N,일월,Ianuarius
522,Februar::N,이월,Februarius
523,März::N,삼월,Martius
524,April::N,사월,Aprilis
525,Mai::N,오월,Maius
526,Juni::N,유월,Iunius
527,Juli::N,칠월,Iulius
528,August::N,팔월,Augustus
529,September::N,구월,September
530,Oktober::N,시월,Octobris
531,November::N,십일월,Novembris
532,Dezember::N,십이월,December
533,Montag::N,월요일,dies lunae
534,Dienstag::N,화요일,dies Martis 
535,Mittwoch::N,수요일,dies Mercurii
536,Donnerstag::N,모교일,dies Iovis
537,Freitag::N,그묘일,dies Veneris
538,Samstag::N,토요일,dies Saturni
539,Sonntag::N,일요일,dominicus
540,Sonntag::N,일요일,dies solis
541,groß::A,큰,magnus
542,klein::A,자근,parvus
543,lang::A,긴,longus
544,kurz::A,짧은,brevis
545,breit::A,넓은,latus
546,schmal::A,좁은,angustus
547,dicht::A,농밀한,densus
548,dick[Gegenstand]::A,두꺼운,crassus
549,dünn::A,얇은,tenuis
550,fein::A,미세한,subtilis
551,fest::A,굳은,solidus
552,fest::A,굳은,stabilis
553,flach::A,얕은,planus
554,glatt::A,반들반들한,levis
555,hart::A,굳은,durus
556,weich::A,연한,mollis
557,rund::A,둥근,rotundus
558,spitz::A,뾰족한,acutus
559,scharf::A,날카로운,acer
560,stumpf::A,무딘,hebes
561,schwer::A,무거운,gravis
562,schön::A,멋진,pulcher
563,schön::A,멋진,formosus
564,heiß::A,뜨거운,fervidus
565,warm::A,따뜻한,calidus
566,kalt::A,찬,frigidus
567,kühl::A,서늘한,frigidus
568,frisch::A,신선한,recens
569,feucht::A,축축한,umidus
570,nass::A,젖은,madidus
571,trocken::A,마른,aridus
572,voll::A,완전한,plenus
573,leer::A,빈,vacuus
574,offen::A,열린,apertus
575,geschlossen::A,닫힌,clausus
576,sauber::A,깨끗한,lautus
577,schmutzig::A,더러운,sordidus
578,roh::A,날게잇의,crudus
579,reif::A,이근,maturus
580,lecker::A,맛있는,delicatus
581,süß::A,단,dulcis
582,bitter::A,찌르는듯한,amarus
583,bitter::A,찌르는듯한,acerbus
584,sauer::A,산성의,acidus
585,hell::A,밝은,clarus
586,dunkel::A,어두운,obscurus
587,schwarz::A,검은,niger
588,weiß::A,하얀,albus
589,rot::A,붉은,ruber
590,gelb::A,황색,flavus
591,blau::A,푸른,caeruleus
592,grün::A,녹색의,viridis
593,grau::A,회색의,canus
594,bunt::A,알록달록한,varius
595,billig::A,싼,vilis
596,teuer::A,값비산,carus
597,wertvoll::A,가치가많은,pretiosus
598,blind::A,눈먼,caecus
599,taub::A,무감간한,surdus
600,kräftig::A,강장한,robustus
601,stark::A,강한,firmus
602,stark::A,강한,validus
603,schwach::A,약한,debilis
604,schwach::A,약한,infirmus
605,fett::A,실찐,crassus
606,schlank::A,호리호리한,procerus
607,hübsch::A,예쁜,pulcher
608,böse::A,나쁜,improbus
609,dumm::A,어리석은,stultus
610,dumm::A,어리석은,stupidus
611,faul::A,너덜너덜한,piger
612,fleißig::A,근면한,sedulus
613,geizig::A,인색한,avarus
614,geschickt::A,교묘한,sollers
615,lieb::A,친애하는,carus
616,lustig::A,유쾌한,iocosus
617,sanft::A,온화한,clemens
618,hungrig::A,배고픈,impastus
619,krank::A,병든,aeger
620,nackt::A,벌거벗은,nudus
621,traurig::A,슬픈,maestus
622,lebendig::A,살아있는,vivus
623,gut::A,좋은,bonus
624,schlecht::A,나쁜,malus
625,richtig::A,바른,rectus
626,schlimm::A,못된,malus
627,wahr::A,참된,verus
628,alt::A,늙은,antiquus
629,neu::A,새,novus
630,ehemalig::A,전의,pristinus
631,alt[Lebewesen]::A,낡은,vetus
632,jung::A,젊은,iuvenis
633,arm::A,가난한,pauper
634,reich::A,풍부한,dives
635,bekannt::A,저명한,notus
636,berühmt::A,유명한,celeber
637,berühmt::A,유명한,illustris
638,fremd::A,타처이,peregrinus
639,verschieden::A,따른,varius
640,nah::A,가까운,propinquus
641,fern::A,먼,longinquus
642,linker::A,왼쭉의,sinister
643,rechter::A,오른쪽의,dexter
644,anderer::A,다른,alius
645,erster::A,첫째,primus
646,zweiter::A,둘째,secundus
647,dritter::A,셋째,tertius
648,letzter::A,의후자의,ultimus
649,allein::ADV,훌로,solum
650,auf einmal::ADV,갑자기,simul
651,zusammen::ADV,모아서,una
652,lange::ADV,오래,diu
653,plötzlich::ADV,둘연한,subito
654,plötzlich::ADV,둘연한,repente
655,sofort::ADV,즉시,statim
656,später::ADV,보다늦은,postea
657,jetzt::ADV,목하,nunc
658,heute::ADV,오늘,hodie
659,morgen::ADV,내일,cras
660,bald::ADV,곱,mox
661,dann::ADV,그경우에,deinde
662,gestern::ADV,어제,heri
663,einst::ADV,옛날에,olim
664,damals::ADV,그때에,tum
665,danach::ADV,그 뒤에,postea
666,vorher::ADV,미리,antea
667,zuerst::ADV,최초로,primo
668,einmal::ADV,한번,semel
669,manchmal::ADV,땓대로,interdum
670,oft::ADV,땓대로,saepe
671,immer::ADV,늘,semper
672,niemals::ADV,결코...(하지)않다,numquam
673,hier::ADV,여기,hic
674,hierhin::ADV,여기로,huc
675,dort::ADV,거기,ibi
676,dorthin::ADV,저기예,eo
677,geradeaus::ADV,곧장,recte
678,vorwärts::ADV,앞으로,porro
679,rückwärts::ADV,뒤로,retro
680,zurück::ADV,제자리로,retro
681,unten::ADV,아래에,infra
682,hinab::ADV,아래쪽으로,pessum
683,oben::ADV,위에,supra
684,hinauf::ADV,위쪽으로,sursum
685,überall::ADV,도처에,ubique
686,nicht::ADV,안,non
687,ein wenig::ADV,적음,paulum
688,kaum::ADV,가의,vix
689,kaum::ADV,가의,aegre
690,sehr::ADV,자주,valde
691,sehr::ADV,자주,magnopere
692,so::ADV,그와같이,ita
693,noch::ADV,아직,etiam
694,nur::ADV,다만,solum
695,nur::ADV,다만,tantum
696,schon::ADV,이미,iam
697,wieder::ADV,다시,rursus
698,vergebens::ADV,헛되이,frustra
699,vor::PRP,앞에,ante
700,hinter::PRP,뒤에,post
701,unter::PRP,잍에,sub
702,durch::PRP,통고하여,per
703,neben::PRP,와나란히,iuxta
704,zwischen::PRP,의사이로,inter
705,wegen::PRP,때문에,propter
706,dies::PRN,이,hoc
707,das::PRN,저,id
708,alles::PRN,모든것,omnia
709,ich::PRN,나,ego
710,du::PRN,너,tu
711,er::PRN,그,is
712,er::PRN,그,ille
713,wir::PRN,우리,nos
714,ihr::PRN,너희들,vos
715,sie::PRN,그들,ii
716,sie::PRN,그들,illi
717,was::FPRN,뭣,quid
718,wer::FPRN,누구,quis
719,wo::FADV,어디,ubi
720,wohin::FADV,어디로,quo
721,wie::FADV,어떻게,quomodo
722,warum::FADV,왜,cur
723,wieviel::FNUM,얼마만큰,quantum
724,eins::NUM,하나,unus
725,zwei::NUM,둘,duo
726,drei::NUM,셋,tres
727,vier::NUM,넷,quattuor
728,fünf::NUM,다섯,quinque
729,sechs::NUM,여섯,sex
730,sieben::NUM,일곱,septem
731,acht::NUM,여덟,octo
732,neun::NUM,아홉,novem
733,zehn::NUM,열,decem
734,elf::NUM,열하나,undecim
735,zwölf::NUM,열둘,duodecim
736,zwanzig::NUM,스물,viginti
737,dreißig::NUM,서름,triginta
738,vierzig::NUM,마흔,quadraginta
739,fünfzig::NUM,숸,quinquaginta
740,sechzig::NUM,에순,sexaginta
741,siebzig::NUM,일흔,septuaginta
742,achtzig::NUM,여든,octoginta
743,neunzig::NUM,아흔,nonaginta
744,hundert::NUM,백,centum
745,tausend::NUM,천,mille
746,und::CNJ,와,et
747,und::CNJ,와,-que
748,oder::CNJ,아니면,vel
749,stehen::V,서다,stare
750,sitzen::V,앉다,sedere
751,liegen::V,눕다,iacere
752,hängen::V,달다,pendere
753,werden::V,되다,fieri
754,passieren::V,지장옶다,accidere
755,beginnen::V,시작되다,incipere
756,enden::V,큳내다,finem habere
757,wechseln::V,병경하다,mutari
758,aufgehen[Sonne]::V,뜨다,oriri
759,untergehen[Sonne]::V,지다,occidere
760,scheinen[Sonne]::V,빛나다,lucere
761,donnern::V,천둥치다,tonare
762,wehen::V,풀다,flare
763,strömen::V,흐르다,fluere
764,fließen::V,흐르다,manare
765,sich drehen::V,돌다,torqueri
766,schwanken::V,동요하다,vacillare
767,schwingen::V,흔들다,vibrare
768,fallen::V,떨어지다,cadere
769,brennen::V,타다,ardere
770,rauchen::V,김이나다,fumare
771,regnen::V,비가오다,pluere
772,gefrieren::V,얼다,congelari
773,tauen::V,녹다,rorare
774,schmelzen::V,녹다,liquescere
775,trocknen::V,홈치다,arescere
776,sieden::V,끓다,fervere
777,faulen::V,부패하다,putescere
778,verfaulen::V,썩다,putescere
779,reißen::V,지바찢다,scindi
780,versinken::V,가라앉다,mergi
781,vergehen::V,지나가다,praeterire
782,erscheinen::V,나타나다,apparere
783,verschwinden::V,사라지다,discedere
784,sinken::V,가라앉다,labi
785,abnehmen::V,떼어내다,deminui
786,zunehmen::V,증가하다,augeri
787,steigen::V,상승하다,augescere
788,wachsen::V,생기하다,crescere
789,glänzen::V,뛰오나다,splendere
790,funkeln::V,불티가잍어나다,micare
791,lärmen::V,떠들다,strepere
792,läuten::V,울시다,sonare
793,klingeln::V,초닌총을울리다,tinnire
794,klirren::V,탁탁울리다,crepare
795,brausen::V,쏴쏴소리내다,saevire
796,rauschen::V,솨솨,crepare
797,klingen::V,반향하다,sonare
798,bellen::V,짖다,latrare
799,heulen::V,포효하다,ululare
800,blasen::V,불다,flare
801,pfeifen::V,피리를불다,sibilare
802,schreien::V,절규하다,clamare
803,stöhnen::V,신음하다,gemere
804,zittern::V,저뉼하다,tremere
805,zittern::V,저뉼하다,trepidare
806,leben::V,살다,vivere
807,geboren werden::V,태어난,nasci
808,atmen::V,숨쉬다,spirare
809,trinken::V,마시다,bibere
810,essen::V,먹다,edere
811,schlucken::V,들이켜다,devorare
812,einschlafen::V,잠들다,obdormiscere
813,schlafen::V,자다,dormire
814,aufwachen::V,눈트다,expergisci
815,aufstehen::V,서다,exsurgere
816,sich erholen::V,회복하다,se reficere
817,schmerzen::V,아프다,dolere
818,husten::V,잔기침하다,tussire
819,genesen::V,낫다,convalescere
820,sterben::V,죽다,mori
821,umkommen::V,못쓰게되다,perire
822,sich bewegen::V,움직이다,se movere
823,sich rühren::V,움직이다,micare
824,sich erheben::V,이러서다,surgere
825,sich setzen::V,앉히다,considere
826,hinfallen::V,넘어지다,cadere
827,laufen::V,걷다,vadere
828,schreiten::V,보행하다,gradi
829,spazierengehen::V,산보하다,ambulare
830,eilen::V,서둘다,properare
831,sich beeilen::V,서둘게하다,festinare
832,sausen::V,서들러 떠나다,currere
833,rennen::V,달리다,currere
834,springen::V,도약하다,salire
835,klettern::V,갑겨오르다,niti
836,schaukeln::V,흔들리게하다,oscillare
837,kriechen::V,기다,repere
838,kriechen::V,기다,serpere
839,schwimmen::V,헤엄치다,nare
840,schwimmen::V,헤엄치다,natare
841,tauchen::V,잠기다,mergere
842,rudern::V,물을헤치다,remigare
