,Concept_ID,lez,lt
258,Geist::N,руьгь,dvasia
259,Gedanke::N,фикир,mintis
260,Verstand::N,акьул,protas
261,Sinn::N,мана,prasmė
262,Grund::N,себеб,priežastis
263,Wahrheit::N,керчек,tiesa
264,Wahrheit::N,керчек,teisybė
265,Wahrheit::N,гьакъикъат,tiesa
266,Wahrheit::N,гьакъикъат,teisybė
267,Gespräch::N,ихтилат,pokalbis
268,Märchen::N,мах,pasaka
269,Erzählung::N,кьиса,apsakymas
270,Erzählung::N,кьиса,pasakojimas
271,Nachricht::N,хабар,žinia
272,Neuigkeit::N,цӏийи хабар,naujiena
273,Name::N,тӏвар,vardas
274,Rätsel::N,мискӏал,mįslė
275,Rede::N,рахун,kalba
276,Sprache::N,чӏал,kalba
277,Stimme::N,ван,balsas
278,Wort::N,гаф,žodis
279,Zeichen::N,ишара,žymė
280,Zeichen::N,ишара,ženklas
281,Ruf::N,эвер,šauksmas
282,Lärm::N,ван-сес,triukšmas
283,Laut::N,ван,garsas
284,Laut::N,сес,garsas
285,Ton::N,ван-сес,tonas
286,Ton::N,ван-сес,garsas
287,Lied::N,мани,daina
288,Lied::N,мани,giesmė
289,Ruhe::N,ласвал,ramybė
290,Ruhe::N,ласвал,ramumas
291,Ruhe::N,фаракъат,ramybė
292,Ruhe::N,фаракъат,ramumas
293,Ruhe::N,асайиш,ramybė
294,Ruhe::N,асайиш,ramumas
295,Leute::N,инсанар,žmonės
296,Volk::N,халкь,tauta
297,Arbeit::N,кӏвалах,darbas
298,Arbeit::N,кӏвалах,triūsas
299,Gast::N,мугьман,svečias
300,Geschenk::N,савкьат,dovana
301,Spiel::N,къугъун,žaismas
302,Spiel::N,къугъун,žaidimas
303,Gesellschaft::N,жемят,draugija
304,Gesellschaft::N,жемят,kompanija
305,Gesellschaft::N,общество,draugija
306,Gesellschaft::N,общество,kompanija
307,Hilfe::N,куьмек,pagalba
308,Freund::N,дуст,draugas
309,Freund::N,дуст,bičiulis
310,Kamerad::N,яр-дуст,draugas
311,Angelegenheit::N,кар,dalykas
312,Angelegenheit::N,кар,reikalas
313,Anzahl::N,сан,kiekis
314,Anzahl::N,сан,skaičius
315,Anzahl::N,кьадар,kiekis
316,Anzahl::N,кьадар,skaičius
317,Art::N,жуьре,rūšis
318,Stück::N,кӏус,gabalas
319,Teil::N,пай,dalis
320,Hälfte::N,зур,pusė
321,Hälfte::N,зур пай,pusė
322,Kreis::N,круг,ratas
323,Kreis::N,круг,apskritis
324,Kreis::N,круг,apskritimas
325,Kreis::N,чкаяр,ratas
326,Kreis::N,чкаяр,apskritis
327,Kreis::N,чкаяр,apskritimas
328,Kreis::N,элкъвей цӏар,ratas
329,Kreis::N,элкъвей цӏар,apskritis
330,Kreis::N,элкъвей цӏар,apskritimas
331,Kreuz::N,хаш,kryžius
332,Linie::N,цӏар,linija
333,Strich::N,цӏар,brėžis
334,Strich::N,цӏар,brūkšnys
335,Abstand::N,ара,atstumas
336,Entfernung::N,мензил,atstumas
337,Gegend::N,чка,vietovė
338,Platz::N,ара,vieta
339,Ort::N,чка,vieta
340,Ort::N,чка,vietovė
341,Seite::N,пад,pusė
342,Seite::N,пад,šonas
343,Mitte::N,юкь,vidurys
344,Gegenstand::N,затӏ,dalykas
345,Sache::N,шей,daiktas
346,Sache::N,затӏ,daiktas
347,Rand::N,къерех,kraštas
348,Rand::N,къерех,pakraštys
349,Kante::N,син,kraštas
350,Ecke::N,пӏипӏ,kertė
351,Ecke::N,пӏипӏ,kampas
352,Spitze::N,кӏвенкӏв,priekis
353,Spitze::N,кӏвенкӏв,priešakys
354,Ende::N,кьил,galas
355,Loch::N,тӏеквен,skylė
356,Winkel::N,пӏипӏ,kampas
357,Winkel::N,пӏипӏ,kampelis
358,Muster::N,гишир,raštas
359,Größe::N,кьадар,dydis
360,Größe::N,кьадар,didumas
361,Länge::N,яргъивал,ilgis
362,Länge::N,яргъивал,ilgumas
363,Höhe::N,кьакьанвал,aukštis
364,Höhe::N,кьакьанвал,aukštuma
365,Gewicht::N,заланвал,svoris
366,Gewicht::N,заланвал,svarstis
367,Menge::N,кьадар,kiekis
368,Menge::N,кьадар,daugybė
369,Haufen::N,хара,krūva
370,Haufen::N,хара,šūsnis
371,Reihe::N,жерге,greta
372,Boot::N,луьткве,valtis
373,Boot::N,луьткве,laivelis
374,Ruder::N,кьусу,irklas
375,Schlitten::N,гъелерар,rogės
376,Schlitten::N,гъелерар,rogutės
377,Lagerfeuer::N,цӏай,laužas
378,Last::N,заланвал,našta
379,Last::N,заланвал,nešulys
380,Gang::N,ериш,eisena
381,Schritt::N,къадам,žingsnis
382,Norden::N,кефер,šiaurė
383,Norden::N,кефер,žiemiai
384,Norden::N,кефер пад,šiaurė
385,Norden::N,кефер пад,žiemiai
386,Süden::N,кьибле,pietūs
387,Westen::N,рагъакӏидай пад,vakarai
388,Osten::N,рагъэкъечӏдай пад,rytai
389,Holz::N,кӏарас,mediena
390,Brett::N,кьул,lenta
391,Brett::N,тахта,lenta
392,Stütze::N,даях,atrama
393,Stütze::N,даях,atspara
394,Stange::N,юрк,lazda
395,Stange::N,юрк,kartis
396,Stock::N,лаш,lazda
397,Stab::N,юрк,kartis
398,Rohr::N,турба,vamzdis
399,Haus::N,ужагъ,namas
400,Heim::N,кӏвал,namai
401,Ofen::N,пич,krosnis
402,Fußboden::N,кӏвалин ччил,grindys
403,Tisch::N,стол,stalas
404,Stuhl::N,стул,kėdė
405,Wiege::N,кьеб,lopšys
406,Bett::N,тахт,lova
407,Bett::N,тахт,patalai
408,Regal::N,кьацӏ,lentyna
409,Kiste::N,ящик,dėžė
410,Fenster::N,дакӏар,langas
411,Tür::N,рак,durys
412,Tor::N,варар,vartai
413,Zaun::N,пару,tvora
414,Dach::N,къав,stogas
415,Leiter::N,гурар,kopėčios
416,Besen::N,таран кул,šluota
417,Spaten::N,ппер,lopeta
418,Spaten::N,ппер,kastuvas
419,Schaufel::N,хекендаз,semtuvas
420,Gabel::N,шиш,šakutė
421,Löffel::N,тӏур,šaukštas
422,Messer::N,чукӏул,peilis
423,Nagel::N,мих,vinis
424,Netz::N,чил,tinklas
425,Haken::N,къармах,vagis
426,Haken::N,къармах,kablys
427,Griff::N,ттум,kotas
428,Griff::N,ттум,rankena
429,Schloss::N,куьлег,spyna
430,Schloss::N,куьлег,užraktas
431,Bild::N,шикил,paveikslas
432,Bild::N,суьрет,paveikslas
433,Figur::N,фигура,figūra
434,Puppe::N,нини,lėlė
435,Beutel::N,тагъар,krepšys
436,Beutel::N,тагъар,maišelis
437,Bündel::N,галгам,ryšulys
438,Tasche::N,чанта,krepšelis
439,Eimer::N,ведре,kibiras
440,Deckel::N,кьил,dangtis
441,Deckel::N,къалпагъ,dangtis
442,Geschirr::N,къаб-къажах,indai
443,Sack::N,чувал,maišas
444,Tasse::N,сукӏра,puodukas
445,Topf::N,къажгъан,puodas
446,Kessel::N,къажгъан,katilas
447,Essen::N,тӏуьн,valgis
448,Nahrung::N,тӏуьн,penas
449,Nahrung::N,тӏуьн,maistas
450,Speise::N,хуьрек,patiekalas
451,Fleisch::N,як,mėsa
452,Getreide::N,техил,javai
453,Brei::N,хапӏа,košė
454,Brei::N,хешил,košė
455,Brot::N,фу,duona
456,Scheibe::N,чӏук,riekė
457,Fett::N,ягълу,taukai
458,Fett::N,ягълу,riebalai
459,Butter::N,гъери,sviestas
460,Öl::N,ягълу,aliejus
461,Salz::N,кьел,druska
462,Suppe::N,суп,sriuba
463,Suppe::N,шурпа,sriuba
464,Honig::N,вирт,medus
465,Milch::N,нек,pienas
466,Tee::N,чай,arbata
467,Leder::N,тумаж,oda
468,Wolle::N,йис,vilna
469,Stoff::N,парча,audeklas
470,Nadel::N,раб,adata
471,Faden::N,гъал,gija
472,Faden::N,гъал,siūlas
473,Knopf::N,дуьгме,saga
474,Knoten::N,тӏвал,mazgas
475,Farbe::N,ранг,dažai
476,Kleidung::N,партал,rūbai
477,Kleidung::N,партал,drabužiai
478,Hemd::N,перем,marškiniai
479,Kragen::N,хев,apykaklė
480,Ärmel::N,хел,rankovė
481,Hose::N,шалвар,kelnės
482,Gürtel::N,чӏул,juosta
483,Gürtel::N,чӏул,diržas
484,Mütze::N,бармак,kepurė
485,Mütze::N,бапӏах,kepurė
486,Schuh::N,ботинка,batas
487,Stiefel::N,чекме,auliniai batai
488,Ring::N,тупӏал,žiedas
489,Band::N,тасма,kaspinas
490,Kamm::N,регъ,šukos
491,Spiegel::N,гуьзгуь,veidrodis
492,Riemen::N,къайиш,diržas
493,Schnur::N,еб,virvė
494,Decke::N,яргъан,antklodė
495,Kissen::N,хъуьцуьган,pagalvė
496,Kissen::N,хъуьцуьган,priegalvis
497,Tuch::N,шал,skarelė
498,Handtuch::N,дасмал,rankšluostis
499,Kraft::N,гуж,jėga
500,Stärke::N,къуват,stiprumas
501,Gesundheit::N,сагъвал,sveikata
502,Krankheit::N,тӏал,liga
503,Schmerz::N,тӏал,skausmas
504,Schmerz::N,тӏарвал,skausmas
505,Wunde::N,хер,žaizda
506,Fieber::N,ифин,karštis
507,Arznei::N,дарман,vaistas
508,Brücke::N,муьгъ,tiltas
509,Brunnen::N,къуй,šulinys
510,Weide::N,уьруьш,ganykla
511,Weide::N,уьруьш,gluosnis
512,Pfad::N,рехъ,takas
513,Weg::N,рехъ,kelias
514,Straße::N,рехъ,gatvė
515,Dorf::N,хуьр,kaimas
516,Dorf::N,хуьр,sodžius
517,Stadt::N,шегьер,miestas
518,Brief::N,кагъаз,laiškas
519,Buch::N,улуб,knyga
520,Buchstabe::N,гьарф,raidė
521,Zeitung::N,газета,laikraštis
522,Leben::N,уьмуьр,gyvybė
523,Leben::N,уьмуьр,gyvenimas
524,Tod::N,кьиникь,mirtis
525,Grab::N,сур,kapas
526,Kirche::N,килиса,bažnyčia
527,Sünde::N,гунагь,nuodėmė
528,Sünde::N,гунагь,nusidėjimas
529,Gott::N,аллагь,dievas
530,Arbeiter::N,фяле,darbininkas
531,Chef::N,гьаким,šefas
532,Chef::N,гьаким,vadovas
533,Chef::N,гьаким,viršininkas
534,Meister::N,устӏар,meistras
535,Arzt::N,доктор,gydytojas
536,Lehrer::N,муаллим,mokytojas
537,Geld::N,пул,pinigai
538,Laden::N,магазин,krautuvė
539,Laden::N,магазин,parduotuvė
540,Preis::N,къимет,kaina
541,Ware::N,мал,prekė
542,Ware::N,товар,prekė
543,Nutzen::N,хийир,nauda
544,Nutzen::N,хийир,pelnas
545,Nutzen::N,менфят,nauda
546,Nutzen::N,менфят,pelnas
547,Reichtum::N,девлет,turtas
548,Welt::N,дуьнья,pasaulis
549,Land::N,уьлкве,žemė
550,Land::N,уьлкве,šalis
551,Staat::N,пачагьлугъ,valstija
552,Staat::N,государство,valstija
553,König::N,пачагь,karalius
554,Macht::N,власть,galia
555,Macht::N,власть,valdžia
556,Grenze::N,сергьят,riba
557,Grenze::N,сергьят,siena
558,Krieg::N,дяве,karas
559,Feind::N,душман,priešas
560,Gewalt::N,гуж,jėga
561,Gewalt::N,гуж,smurtas
562,Gewalt::N,гуж,prievarta
563,Kampf::N,женг,kova
564,Bogen[Waffe]::N,чӏемерук,lankas
565,Pfeil::N,хьел,strėlė
566,Gewehr::N,тфенг,šautuvas
567,Fehler::N,гъалатӏ,klaida
568,Lüge::N,ттаб,melas
569,Schaden::N,зиян,nuostolis
570,Schaden::N,зиян,apgadinimas
571,Schaden::N,зарар,nuostolis
572,Schaden::N,зарар,apgadinimas
573,Unglück::N,бала,nelaimė
574,Unglück::N,бедбахтвал,nelaimė
575,Schuld::N,тахсир,kaltė
576,Alter::N,яш,amžius
577,Schluss::N,эхир,pabaiga
578,Zeit::N,вяде,laikas
579,Tag::N,югъ,diena
580,Morgen::N,пакама,rytas
581,Mittag::N,нисин,vidurdienis
582,Abend::N,няни,vakaras
583,Nacht::N,йиф,naktis
584,Woche::N,гьафте,savaitė
585,Monat::N,варз,mėnuo
586,Jahr::N,йис,metai
587,Frühling::N,гатфар,pavasaris
588,Sommer::N,гад,vasara
589,Herbst::N,зул,ruduo
590,Winter::N,кьуьд,žiema
591,Januar::N,январь,sausis
592,Februar::N,февраль,vasaris
593,März::N,март,kovas
594,April::N,апрель,balandis
595,Mai::N,май,gegužė
596,Juni::N,июнь,birželis
597,Juli::N,июль,liepa
598,August::N,август,rugpjūtis
599,September::N,сентябрь,rugsėjis
600,Oktober::N,октябрь,spalis
601,November::N,ноябрь,lapkritis
602,Dezember::N,декабрь,gruodis
603,Montag::N,ислен,pirmadienis
604,Dienstag::N,саласа,antradienis
605,Mittwoch::N,арбе,trečiadienis
606,Donnerstag::N,хемис югъ,ketvirtadienis
607,Freitag::N,жуьмя,penktadienis
608,Freitag::N,жуьмя югъ,penktadienis
609,Samstag::N,киш,šeštadienis
610,Sonntag::N,гьяд,sekmadienis
611,groß::A,еке,didis
612,groß::A,еке,didelis
613,groß::A,чӏехи,didis
614,groß::A,чӏехи,didelis
615,klein::A,гъвечӏи,mažas
616,lang::A,яргъи,ilgas
617,kurz::A,куьруь,trumpas
618,breit::A,гьяркьуь,platus
619,schmal::A,гуьтӏуь,smulkus
620,dicht::A,къалин,tankus
621,dünn::A,кьелечӏ,plonas
622,fein::A,шуькӏуь,smulkus
623,fest::A,кӏеви,kietas
624,fest::A,кӏеви,tvirtas
625,flach::A,кьулу,lėkštas
626,flach::A,кьулу,plokščias
627,glatt::A,цӏалцӏам,slidus
628,hart::A,кӏеви,kietas
629,weich::A,хъуьтуьл,minkštas
630,rund::A,элкъвей,apvalus
631,rund::A,элкъвей,apskritas
632,spitz::A,хци,aštrus
633,spitz::A,хци,smailus
634,scharf::A,хци,aštrus
635,stumpf::A,къуьруь,bukas
636,stumpf::A,къуьруь,atšipęs
637,schwer::A,залан,sunkus
638,schön::A,иер,gražus
639,heiß::A,кудай,karštas
640,warm::A,чими,šiltas
641,kalt::A,мекьи,šaltas
642,kühl::A,къайи,vėsus
643,kühl::A,къайи,bejausmis
644,frisch::A,таза,šviežias
645,frisch::A,михьи,šviežias
646,feucht::A,ламу,drėgnas
647,nass::A,кьежей,šlapias
648,trocken::A,кьуру,sausas
649,voll::A,ацӏай,pilnas
650,leer::A,буш,tuščias
651,leer::A,ичӏи,tuščias
652,offen::A,ахъа,atviras
653,geschlossen::A,кӏеви,uždaras
654,geschlossen::A,кӏеви,uždarytas
655,sauber::A,михьи,švarus
656,schmutzig::A,чиркин,nešvarus
657,schmutzig::A,чиркин,purvinas
658,schmutzig::A,кьацӏай,nešvarus
659,schmutzig::A,кьацӏай,purvinas
660,roh::A,чиг,žalias
661,roh::A,ицӏи,žalias
662,reif::A,дигмиш хьайи,prinokęs
663,reif::A,дигмиш хьайи,pribrendęs
664,lecker::A,дадлу,gardus
665,süß::A,ширин,saldus
666,bitter::A,туькьуьл,kartus
667,sauer::A,цуру,gižus
668,sauer::A,цуру,rūgštus
669,hell::A,экуь,šviesus
670,hell::A,экуь,skaistus
671,dunkel::A,мичӏи,tamsus
672,schwarz::A,чӏулав,juodas
673,weiß::A,лацу,baltas
674,rot::A,яру,raudonas
675,gelb::A,хъипи,geltonas
676,blau::A,вили,mėlynas
677,grün::A,къацу,žalias
678,grau::A,рехи,pilkas
679,bunt::A,цӏару,margas
680,bunt::A,цӏару,spalvotas
681,bunt::A,яру-цӏару,margas
682,bunt::A,яру-цӏару,spalvotas
683,billig::A,ужуз,pigus
684,teuer::A,багьа,brangus
685,wertvoll::A,масан,vertingas
686,blind::A,буьркьуь,aklas
687,taub::A,биши,kurčias
688,kräftig::A,гужлу,stiprus
689,stark::A,къуватлу,stiprus
690,schwach::A,такьатсуз,silpnas
691,fett::A,куьк,riebus
692,schlank::A,шумал,laibas
693,schlank::A,шумал,lieknas
694,hübsch::A,гуьрчег,gražus
695,böse::A,пис,blogas
696,dumm::A,ахмакь,paikas
697,dumm::A,ахмакь,kvailas
698,faul::A,тенпел,tingus
699,fleißig::A,сяй ийидай,stropus
700,fleißig::A,сяй ийидай,kruopštus
701,fleißig::A,сяйи ийидай,stropus
702,fleißig::A,сяйи ийидай,kruopštus
703,geizig::A,мискьи,šykštus
704,klug::A,акьуллу,sumanus
705,klug::A,акьуллу,protingas
706,geschickt::A,магьир,apsukrus
707,lieb::A,играми,mielas
708,lustig::A,шад,smagus
709,lustig::A,шад,linksmas
710,sanft::A,назик,švelnus
711,sanft::A,назик,minkštas
712,sanft::A,милайим,švelnus
713,sanft::A,милайим,minkštas
714,hungrig::A,гишин,alkanas
715,krank::A,кефсуз,ligotas
716,krank::A,кефсуз,sergantis
717,nackt::A,кьецӏил,nuogas
718,traurig::A,пашман,liūdnas
719,lebendig::A,ччан алай,gyvas
720,gut::A,хъсан,geras
721,gut::A,вижевай,geras
722,schlecht::A,пис,blogas
723,schlecht::A,пис,prastas
724,richtig::A,дуьз,tikras
725,richtig::A,дуьз,teisingas
726,schlimm::A,нифретлу,blogas
727,schlimm::A,нифретлу,prastas
728,wahr::A,гьакъикъи,tikras
729,alt::A,эски,senas
730,alt::A,куьгьне,senas
731,neu::A,цӏийи,naujas
732,ehemalig::A,виликан,buvęs
733,alt[Lebewesen]::A,кьуьзуь,pagyvenęs
734,jung::A,жегьил,jaunas
735,arm::A,кесиб,neturtingas
736,reich::A,девлетлу,turtingas
737,bekannt::A,чидай,žinomas
738,bekannt::A,чидай,pažįstamas
739,berühmt::A,машгьур,žymus
740,berühmt::A,машгьур,garsus
741,fremd::A,ччара,svetimas
742,verschieden::A,жуьреба-жуьре,įvairus
743,nah::A,мукьвал,artimas
744,fern::A,яргъал,tolimas
745,linker::A,чапла,kairys
746,rechter::A,эрчӏи,dešinys
747,anderer::A,маса,kitas
748,anderer::A,муькуь,kitas
749,erster::A,сад лагьай,pirmas
750,zweiter::A,кьвед лагьай,antras
751,dritter::A,пуд лагьай,trečias
752,letzter::A,эхиримжи,paskutinis
753,allein::ADV,кьилди,vienas
754,zusammen::ADV,санал,kartu
755,zusammen::ADV,санал,drauge
756,lange::ADV,яргъалди,ilgai
757,plötzlich::ADV,садлагьана,staiga
758,sofort::ADV,гьасятда,tuojau
759,später::ADV,гуьгъуьнлай,vėliau
760,später::ADV,гуьгъуьнлай,paskiau
761,jetzt::ADV,гила,dabãr
762,heute::ADV,къе,šiandien
763,morgen::ADV,пака,rytoj
764,bald::ADV,мукьва,greitai
765,bald::ADV,мукьва,netrukus
766,bald::ADV,мукьвара,greitai
767,bald::ADV,мукьвара,netrukus
768,dann::ADV,ахпа,po to
769,gestern::ADV,накь,vakar
