,Concept_ID,be,ku
812,gefrieren::V,замерзнуць,qefilandin
813,tauen::V,раставаць,helandin
814,schmelzen::V,плавіцца,helandin
815,trocknen::V,сохнуць,zuwabûn
816,sieden::V,кіпець,kelîn
817,faulen::V,гнісці,xerabûn
818,verfaulen::V,згнісці,xerabûn
819,reißen::V,ірвацца,jêkirin
820,versinken::V,тануць,xerq bûn
821,vergehen::V,праходзіць,derbas bûn
822,erscheinen::V,зʼявіцца,peyda bûn
823,verschwinden::V,знікнуць,wendabûn
824,sinken::V,спадаць,noq bûn
825,abnehmen::V,паменшыцца,kêm bûn
826,zunehmen::V,павялічвацца,qelew bûn
827,steigen::V,паднімацца,hildan
828,wachsen::V,расці,mezin bûn
829,glänzen::V,блішчаць,biriqîn
830,funkeln::V,бліскаць,çikisîn
831,lärmen::V,шумець,guşîn
832,läuten::V,званіць,lê de
833,klingeln::V,званіць,sîl dan
834,klingeln::V,званіць,ringerin
835,klirren::V,бразгаць,zingzing hat
836,brausen::V,бушаваць,guşîn
837,rauschen::V,шастаць,guşîn
838,klingen::V,гучаць,deng pe ketin
839,bellen::V,брахаць,kewtîn
840,heulen::V,выць,ûrîn
841,blasen::V,дзьмухнуць,puf kirin
842,pfeifen::V,свістаць,fîkandin
843,schreien::V,крычаць,qîrîn
844,stöhnen::V,стагнаць,nalîn
845,zittern::V,дрыжаць,hejîn
846,leben::V,жыць,jihîn
847,geboren werden::V,нарадзіцца,hatin dinyê
848,geboren werden::V,нарадзіцца,bûn
849,atmen::V,дыхаць,hilmijîn
850,trinken::V,піць,vexwarin
851,essen::V,есці,xwarin
852,schlucken::V,глытаць,daqulbandin
853,müde werden::V,стаміцца,betilîln
854,müde werden::V,стаміцца,qerimîn
855,einschlafen::V,заснуць,razan
856,schlafen::V,спаць,razan
857,schlafen::V,спаць,razandin
858,aufwachen::V,рассыпацца,şiyarbûn
859,aufstehen::V,устаць,rabûn
860,sich erholen::V,адпачываць,baş bûn
861,krank werden::V,захварэць,nexweş kêt
862,krank sein::V,хварэць,nexweş bû
863,schmerzen::V,балець,êşandin
864,husten::V,кашляць,kuxin
865,genesen::V,паправіцца,baş bûn
866,genesen::V,паздаравець,baş bûn
867,sterben::V,памерці,mirin
868,umkommen::V,загінуць,mirin
869,sich bewegen::V,рухацца,leqîn
870,sich rühren::V,варушыцца,leqîn
871,sich erheben::V,устаць,rabûn
872,sich setzen::V,сесці,runiştin
873,hinfallen::V,упасці,kêtin
874,laufen::V,хадзіць,meşîn
875,schreiten::V,шагаць,meşkirin
876,schreiten::V,крочыць,meşkirin
877,spazierengehen::V,гуляць,gerandin
878,eilen::V,спяшацца,lezandin
879,sich beeilen::V,спяшацца,zûkirin
880,sausen::V,імчацца,fîzîn
881,rennen::V,бегаць,baz dan
882,springen::V,скакаць,hilpekîn
883,klettern::V,лазіць,hilperikîn
884,schaukeln::V,гайдацца,lorandin
885,kriechen::V,поўзаць,xuşandin
886,schwimmen::V,плаваць,avjenîn
887,tauchen::V,ныраць,qutxuyardin
888,tauchen::V,ныраць,noqîn
889,rudern::V,веславаць,qaîq ajotin
890,fahren::V,ехаць,ajotin
891,fliegen::V,лятаць,firîn
892,gehen::V,ісці,çûn
893,weggehen::V,пайсці,çûn
894,abfahren::V,адʼяжджаць,çûyin
895,anhalten::V,спыніцца,rawestîn
896,anhalten::V,затрымацца,rawestîn
897,hineingehen::V,уваходзіць,ketin hundir
898,eintreten::V,увайсці,têketin
899,kommen::V,прыйсці,hatin
900,ankommen::V,прыбыць,gihan
901,ankommen::V,прыбыць,gihîştin
902,zurückkommen::V,вярнуцца,vegerandin
903,bleiben::V,застацца,sekinîn
904,warten::V,чакаць,payîn
905,erwarten::V,чакаць,payîn
906,suchen::V,шукаць,lêgerîn
907,finden::V,знайсці,peyda kirin
908,versuchen::V,прабаваць,çeribandin
909,vorbereiten::V,падрыхтаваць,amade kirin
910,lieben::V,кахаць,hez kirin
911,mögen::V,любіць,dil kirin
912,lachen::V,смяяцца,kenîn
913,rühren::V,расчуліць,hêjan
914,weinen::V,плакаць,girîn
915,schimpfen::V,лаяцца,pevçûn
916,sich ärgern::V,сердаваць,enirîn
917,sich fürchten::V,баяцца,tirsîn
918,fürchten::V,баяцца,tirsin
919,fliehen::V,уцякаць,bazdan
920,flüchten::V,уцячы,revîn
921,sehen::V,бачыць,dîtin
922,anschauen::V,паглядзець,sêr kirin
923,ansehen::V,глядзець,hesibandin
924,hören::V,чуць,guhdar jirin
925,zuhören::V,слухаць,guhdarî kirin
926,probieren::V,каштаваць,tehm kirin
927,riechen::V,нюхаць,bihn kirin
928,fühlen::V,адчуваць,hîs kirin
929,scheinen::V,здавацца,xoyer kir
930,zu sehen sein::V,віднецца,diyar bûn
931,vernehmen::V,пачуць,bihîstin
932,frieren::V,мёрзнуць,qerişîn
933,tun::V,рабіць,kirin
934,können::V,умець,karin
935,wollen::V,хацець,xwestîn
936,anfangen::V,пачаць,dest pêkirin
937,beenden::V,закончыць,xelas kirin
938,aufhören::V,перастаць,xelas kirin
939,gelingen::V,удацца,çe bûn
940,geraten::V,аказацца,qewîmîn
941,öffnen::V,адчыніць,vekirin
942,schließen::V,зачыніць,girtin
943,stellen::V,паставіць,danîn
944,setzen::V,пасадзіць,rûniştin
945,legen::V,класці,danîn
946,legen::V,класці,razandin
947,berühren::V,чапаць,lêketin
948,verbinden::V,звязаць,anîn pê
949,bedecken::V,накрыць,sergirtin
950,aufhängen::V,павесіць,aliqandin
951,anzünden::V,запаліць,pêxistin
952,aufheben::V,падняць,hildan
953,zurücklassen::V,пакінуць,hiştin
954,zurücklassen::V,пакінуць,vehiştin
955,verlieren::V,згубіць,wendakirin
956,fallen lassen::V,упусціць,xistin bixe
957,fallen lassen::V,упусціць,xistin
958,machen::V,зрабіць,kirin
959,machen::V,зрабіць,çêkirin
960,herstellen::V,вырабіць,çê kirin
961,herstellen::V,вырабіць,peyda kirin
962,bauen::V,будаваць,lêkirin
963,reparieren::V,правіць,veherînerîn
964,verbessern::V,палепшыць,sererastkirin
965,ändern::V,змяніць,degiş kirin
966,graben::V,капаць,kolandin
967,beugen::V,сагнуць,tewîn
968,beugen::V,сагнуць,xwar kirin
969,biegen::V,пагнуць,tewandin
970,biegen::V,пагнуць,xwarkirin
971,drehen::V,вярцець,fitilandin
972,wenden::V,павярнуць,zivîrin
973,umdrehen::V,перавярнуць,vegerandin
974,heben::V,падымаць,hildan
975,hochheben::V,падняць,hildan
976,ergreifen::V,схапіць,dest avêtin
977,ergreifen::V,схваціць,dest avêtin
978,halten::V,трымаць,hîştin
979,halten::V,трымаць,sekinîn
980,drücken::V,націскаць,pêl kirin
981,schieben::V,пхаць,damdan
982,schieben::V,штурхаць,damdan
983,kratzen::V,скрэбці,xurandin
984,lecken::V,лізаць,alastin
985,beißen::V,кусаць,gez kirin
986,abreißen::V,адарваць,hilşandin
987,abschneiden::V,адрэзаць,jêkirin
988,binden::V,вязаць,girêdan
989,stecken::V,уваткнуць,têxistin
990,brechen::V,зламаць,şikandin
991,klopfen::V,стукаць,kutandin
992,hauen::V,біць,li dan
993,kleben::V,клеіць,zeliqîn
994,kleben::V,клеіць,şirêz kirin
995,reiben::V,церці,firikandin
996,streichen::V,намазаць,bax dan
997,schleifen::V,тачыць,çarkirin
998,schneiden::V,рэзаць,jêkirin
999,rütteln::V,хістаць,hejandin
1000,schütteln::V,трэсці,daweşîn
1001,schwenken::V,махаць,têwdan
1002,schütten::V,наліць,rijandin
1003,füllen::V,напоўніць,dagirtin
1004,einwickeln::V,загарнуць,pêçandin
1005,tragen::V,несці,kişandin
1006,tragen::V,несці,rajtin
1007,schleppen::V,цягнуць,kişandin
1008,ziehen::V,цягнуць,kişandin
1009,aufbewahren::V,захоўваць,hilandin
1010,werfen::V,кідаць,avêtin
1011,fangen::V,лавіць,sem kirin
1012,fangen::V,лавіць,girtin
1013,packen::V,схапіць,pê girtin
1014,packen::V,схваціць,pê girtin
1015,verstecken::V,схаваць,hîlanin
1016,teilen::V,раздзяліць,parvekirin
1017,schicken::V,пасылаць,şandin
1018,bringen::V,прынесці,anîn
1019,bringen::V,прынесці,birin
1020,hinzufügen::V,дабавіць,dan ser
1021,hinzufügen::V,дабавіць,li tiştekî zêde kirin
1022,bekommen::V,дастаць,standin
1023,erhalten::V,атрымаць,standin
1024,nehmen::V,ўзяць,girtin
1025,wählen::V,выбраць,ray dan
1026,auswählen::V,адабраць,bijartin
1027,bewahren::V,захаваць,rê li ber girtin
1028,bewahren::V,захаваць,lê xwedî derketin
1029,behindern::V,перашкаджаць,bara wi
1030,verderben::V,сапсаваць,heram bûn
1031,beschädigen::V,пашкодзіць,xerab kirin
1032,zerbrechen::V,разбіць,şikênandin
1033,zerbrechen::V,разбіць,perçe kirin
1034,zerreißen::V,разадраць,qelişandin
1035,zerstören::V,разбурыць,hilşandin
1036,verbrennen::V,спаліць,şewitandin
1037,geben::V,даць,dan
1038,geben::V,даць,dayin
1039,reichen::V,перадаць,besbûn
1040,reichen::V,перадаць,têrkirin
1041,schenken::V,дарыць,diyarî kirin
1042,versprechen::V,абяцаць,soz dan
1043,wünschen::V,жадаць,dil kirin
1044,loben::V,хваліць,pesinandin
1045,küssen::V,цалаваць,maçkirin
1046,wiegen::V,гушкаць,lorandin
1047,wiegen::V,гушкаць,wezinandin
1048,wiegen::V,калыхаць,lorandin
1049,wiegen::V,калыхаць,wezinandin
1050,zudecken::V,накрыць,nixumandin
1051,wecken::V,пабудзіць,bixwe hesandin
1052,zeigen::V,паказаць,şanîdan
1053,führen::V,весці,raber kirin
1054,lehren::V,вучыць,hîn kirin
1055,unterrichten::V,выкладаць,ders dan
1056,aufziehen::V,выхаваць,mesinkirin
1057,leiten::V,кіраваць,rêberî kirin
1058,antreiben::V,падганяць,bezandin
1059,lassen::V,прымусіць,berdan
1060,lassen::V,прымусіць,hiştin
1061,einladen::V,запрасіць,dawet kirin
1062,vereinigen::V,абʼяднаць,bi yek kirin
1063,besuchen::V,наведаць,mêvan bûn
1064,treffen::V,сустрэць,rast hatin
1065,sich versammeln::V,сабрацца,li hev çivîn
1066,spielen::V,гуляць,listin
1067,singen::V,пець,stran
1068,singen::V,спяваць,stran
1069,tanzen::V,танцаваць,reqisîn
1070,sich trennen::V,расстацца,hew berdan
1071,verlassen::V,пакінуць,tanê hişt
1072,verlassen::V,пакінуць,bêkes
1073,retten::V,выратаваць,rihakirin
1074,bewachen::V,ахоўваць,raçavkirin
1075,schützen::V,уберагаць,hemet kirin
1076,verteidigen::V,абараніць,paraztin
1077,sich schlagen::V,біцца,li hev bezîn
1078,sich schlagen::V,драцца,li hev bezîn
1079,schießen::V,страляць,agir kirin
1080,siegen::V,перамагчы,biser ketin
1081,ärgern::V,злаваць,xeyirandin
1082,schlagen::V,ударыць,lêdan
1083,schlagen::V,ударыць,lêxistin
1084,treten::V,штурхаць,têlekirin
1085,stechen::V,укалоць,têrekirin
1086,stoßen::V,папхнуць,lêketin
1087,stehlen::V,украсці,dizîn
1088,stehlen::V,украсці,dizî birin
1089,stören::V,перашкодзіць,aciz kirin
1090,belästigen::V,дакучаць,li tela yeki ketin
1091,verbergen::V,скрыць,veşartin
1092,verbergen::V,скрыць,kemîndanîn
1093,verbergen::V,схаваць,veşartin
1094,verbergen::V,схаваць,kemîndanîn
1095,täuschen::V,падмануць,xapandin
1096,täuschen::V,падмануць,lê zexeli kirin
1097,betrügen::V,змахляваць,xapandin
1098,töten::V,забіць,kûştin
1099,wohnen::V,жыць,rûniştin
1100,arbeiten::V,працаваць,kar kirin
1101,arbeiten::V,працаваць,şêxulin
1102,sammeln::V,сабраць,komkirin
1103,pflücken::V,зрываць,çinîn
1104,jagen::V,паляваць,nêçîr kirin
1105,fischen::V,рыбачыць,masî girtin
1106,fassen::V,злавіць,pê girtin
1107,fassen::V,злавіць,sêm kirin
1108,hüten::V,пасвіць,hei jê man
1109,treiben::V,гнаць,bêherandin
1110,anbinden::V,прывязаць,tewilandin
1111,füttern::V,карміць,xwarine dan lê
1112,melken::V,даіць,dotin
1113,hacken::V,сячы,kolandin
1114,gießen::V,паліць,av dan
1115,reifen::V,паспець,kemilîn
1116,zubereiten::V,зварыць,çe kirin
1117,zubereiten::V,згатаваць,çe kirin
1118,kochen::V,варыць,xwarin çe kirin
1119,kochen::V,варыць,kelandin
1120,backen::V,пячы,pijandin
1121,braten::V,смажыць,qelandin
1122,braten::V,смажыць,sor kirin
1123,umrühren::V,перамяшаць,têvdan
1124,stricken::V,вязаць,hûnan
1125,nähen::V,шыць,kêl kirin
1126,färben::V,пафарбаваць,boyax kirin
1127,reinigen::V,ачысціць,paqijkirin
1128,waschen::V,мыць,şuştin
1129,abwischen::V,выцерці,pakîj kirin
1130,spülen::V,паласкаць,şuştin
1131,fegen::V,падмятаць,maliştin
1132,kehren::V,месці,maliştin
1133,baden::V,купацца,serîşûştin
1134,sich waschen::V,мыцца,serîşûştin
1135,ausziehen::V,зняць,jê kirin
1136,anziehen::V,надзець,pê kirin
1137,sich anziehen::V,адзецца,xwe kirin
1138,kämmen::V,прычасаць,şeh kirin
1139,schmücken::V,аздобіць,xemilandin
1140,sagen::V,сказаць,gotin
1141,sagen::V,сказаць,peyivîn
1142,sprechen::V,гаварыць,peyivîn
1143,reden::V,размаўляць,axaftin
1144,sich unterhalten::V,гутарыць,hev biştaxilin
1145,fragen::V,спытаць,pirsîn
1146,fragen::V,спытаць,pirs kirin
1147,bitten::V,прасіць,tika kirin
1148,erzählen::V,расказаць,behs kirin
1149,mitteilen::V,паведаміць,vegotin
1150,nennen::V,назваць,bi nav kirin
1151,rufen::V,зваць,bakirin
1152,prahlen::V,хваліцца,pesnê xwe dan
1153,übersetzen::V,перакласці,qulibandin
1154,übersetzen::V,перакласці,derbas kirin
1155,denken::V,думаць,fikirîn
1156,glauben::V,верыць,bawer bûn
1157,bemerken::V,заўважыць,bala xwe dan
1158,bemerken::V,заўважыць,çac lê ketin
1159,erkennen::V,пазнаць,pêhesîn
1160,begreifen::V,спасцігнуць,fêmkirin
1161,verstehen::V,пачуць,fêmkirin
1162,lernen::V,вучыцца,halmandin
1163,lernen::V,вучыцца,fêrbun
1164,wissen::V,знаць,zanîn
1165,sich erinnern an::V,памятаць,bir bûn
1166,vergessen::V,забыць,ji bir kirin
1167,messen::V,мераць,pê kanîn
1168,zählen::V,лічыць,hejmardin
1169,rechnen::V,лічыць,hesibandin
1170,lesen::V,чытаць,xwendin
1171,malen::V,маляваць,rengandin
1172,malen::V,маляваць,boyax kirin
1173,zeichnen::V,рысаваць,işaret kirin
1174,schreiben::V,пісаць,nivîsandin
1175,besitzen::V,мець,hebûn
1176,kaufen::V,купіць,kirîn
1177,verkaufen::V,прадаць,firotin
1178,bezahlen::V,заплаціць,pere dan
1179,zahlen::V,плаціць,pere dan
1180,zahlen::V,плаціць,dayin
1181,beherrschen::V,уладаць,zebt kirin
1182,beherrschen::V,уладаць,hukim kirin
1183,beherrschen::V,валодаць,zebt kirin
1184,beherrschen::V,валодаць,hukim kirin
1185,ertragen::V,выцерпець,bihêzkirin
