,Concept_ID,mrj,ba
712,dritter::A,кымшы,өсөнсө
713,letzter::A,остатка,һуңғы
714,allein::ADV,иктӹ,бер үҙе
715,allein::ADV,иктӹ,яңғыҙ
716,allein::ADV,иктӹт,бер үҙе
717,allein::ADV,иктӹт,яңғыҙ
718,auf einmal::ADV,тöрöк,бер юлы
719,zusammen::ADV,икараш,бергә
720,zusammen::ADV,цымырын,бергә
721,lange::ADV,кужын,оҙаҡ
722,plötzlich::ADV,трӱк,ҡапыл
723,sofort::ADV,полт,шунда уҡ
724,sofort::ADV,тöрöк,шунда уҡ
725,sofort::ADV,тӹшӓкок,шунда уҡ
726,später::ADV,вара,һуңыраҡ
727,heute::ADV,тагачы,бөгөн
728,morgen::ADV,иргод,иртәгә
729,morgen::ADV,иргодым,иртәгә
730,bald::ADV,чӹнь,тиҙҙән
731,bald::ADV,вӓшке,тиҙҙән
732,bald::ADV,выртышты,тиҙҙән
733,dann::ADV,пакыла,һуңынан
734,gestern::ADV,тенгечӹ,кисә
735,einst::ADV,икӓнӓ,ҡасандыр
736,einst::ADV,икӓнӓ,бер баҡыт
737,damals::ADV,тӹнӓм,ул саҡта
738,danach::ADV,пакыла,һуңынан
739,vorher::ADV,перви,элек
740,zuerst::ADV,андак,башта
741,einmal::ADV,гӓнӓк,бер
742,einmal::ADV,гӓнӓ,бер
743,manchmal::ADV,кынамжы,ҡайһы берҙә
744,oft::ADV,чӹчкӹдӹн,йыш
745,immer::ADV,со,һәр ҡасан
746,immer::ADV,соок,һәр ҡасан
747,niemals::ADV,нинам,бер ҡасан да
748,niemals::ADV,нинам,бер ваҡытта ла
749,niemals::ADV,нигынам,бер ҡасан да
750,niemals::ADV,нигынам,бер ваҡытта ла
751,niemals::ADV,нигынамат,бер ҡасан да
752,niemals::ADV,нигынамат,бер ваҡытта ла
753,hier::ADV,тиштӹ,бында
754,hierhin::ADV,тишкӹ,бында
755,von hier::ADV,тишец,бынан
756,von hier::ADV,тишец,ошонан
757,von hier::ADV,тишецӹн,бынан
758,von hier::ADV,тишецӹн,ошонан
759,dort::ADV,тӹштӹ,шунда
760,dort::ADV,тӹштӹ,тегендә
761,dorthin::ADV,тӹшкӹ,шунда
762,dorthin::ADV,тӹшкӹ,тегеләй
763,dorthin::ADV,тӹшкӹлӓ,шунда
764,dorthin::ADV,тӹшкӹлӓ,тегеләй
765,geradeaus::ADV,вик,тура
766,geradeaus::ADV,тура,тура
767,vorwärts::ADV,анзыкы,алға
768,rückwärts::ADV,мӹнгеш,кирегә
769,zurück::ADV,мӹнгеш,кирегә
770,unten::ADV,ӱлнӹ,түбәндә
771,unten::ADV,лӹвӓлнӹ,түбәндә
772,hinab::ADV,ӱлӹкӹ,түбәнгә
773,hinab::ADV,лӹвӓкӹ,түбәнгә
774,oben::ADV,вӹлнӹ,юғарыла
775,hinauf::ADV,кӱшкӹлӓ,юғарыға
776,hinauf::ADV,кӱш,юғарыға
777,überall::ADV,йӹлт,бөтә урында
778,überall::ADV,цилӓ вӓре,бөтә урында
779,nicht::ADV,уке,тугел
780,ein wenig::ADV,изиш,аҙ
781,ein wenig::ADV,иклаштык,аҙ
782,kaum::ADV,цылик,көскә
783,kaum::ADV,цылик,саҡ-саҡ
784,kaum::ADV,чучок-чучок,көскә
785,kaum::ADV,чучок-чучок,саҡ-саҡ
786,sehr::ADV,чоте,ифат
787,so::ADV,тенге,шулай
788,so::ADV,тенгелӓ,шулай
789,noch::ADV,мол,йәнә
790,noch::ADV,моло,йәнә
791,nur::ADV,веле,бары
792,schon::ADV,уже,инде
793,schon::ADV,ӹнде,инде
794,wieder::ADV,уэш,тағы
795,vergebens::ADV,зря,бушҡа
796,vergebens::ADV,ӹзрӓ,бушҡа
797,vergebens::ADV,ӹзӹрӓ,бушҡа
798,vor::PRP,анзыц,алдында
799,vor::PRP,анзыцын,алдында
800,hinter::PRP,шайылан,артында
801,hinter::PRP,шайылный,артында
802,unter::PRP,лӹвӓкӹ,аҫтында
803,durch::PRP,вашт,үтә
804,neben::PRP,сага,эргәһендә
805,zwischen::PRP,лош,араһында
806,zwischen::PRP,лошкы,араһында
807,wegen::PRP,мычыц,өсөн
808,wegen::PRP,мычыц,сәбәпле
809,dies::PRN,тидӹ,был
810,dies::PRN,тидӹ,ошо
811,dies::PRN,ти,был
812,dies::PRN,ти,ошо
813,das::PRN,тидӹ,ул
814,das::PRN,ти,ул
815,alles::PRN,цилӓ,бөтә
816,ich::PRN,мый,мин
817,du::PRN,тӹнь,һин
818,er::PRN,тӹдӹ,ул
819,wir::PRN,мӓ,беҙ
820,ihr::PRN,вӓ,һеҙ
821,sie::PRN,нӹнӹ,улар
822,was::FPRN,ма,ә
823,was::FPRN,ма,ни
824,was::FPRN,ма,нәмә
825,wer::FPRN,кӱ,ҡем
826,wo::FADV,кышан,ҡайҙа
827,wo::FADV,кыштакен,ҡайҙа
828,wohin::FADV,кышкы,ҡайҙа
829,wie::FADV,кыце,инидәй
830,warum::FADV,малын,ин өсөн
831,wieviel::FNUM,кынар,күпме
832,wieviel::FNUM,кынары,күпме
833,wieviel::FNUM,кынаркы,күпме
834,eins::NUM,иктӹ,бер
835,eins::NUM,иктӹт,бер
836,zwei::NUM,кок,ике
837,zwei::NUM,кок,икәү
838,zwei::NUM,кокты,ике
839,zwei::NUM,кокты,икәү
840,drei::NUM,кым,өс
841,drei::NUM,кымыт,өс
842,vier::NUM,нӹл,дүрт
843,fünf::NUM,вӹц,биш
844,sechs::NUM,куд,алты
845,sechs::NUM,кудытмозн,алты
846,sieben::NUM,шӹм,ете
847,sieben::NUM,шӹмӹт,ете
848,acht::NUM,кӓндӓкш,һигеҙ
849,acht::NUM,кӓндӓкшӹ,һигеҙ
850,neun::NUM,ӹндекшшӱдӹ,туғыҙ
851,zehn::NUM,лу,ун
852,elf::NUM,луатик,ун бер
853,elf::NUM,луатиктӹ,ун бер
854,zwölf::NUM,луаткок,ун ике
855,zwölf::NUM,луаткокты,ун ике
856,zwanzig::NUM,коклы,егерме
857,dreißig::NUM,кымлы,утыҙ
858,vierzig::NUM,нӹллӹ,ҡырҡ
859,fünfzig::NUM,вӹцлӹ,илле
860,sechzig::NUM,кудлу,алтмыш
861,siebzig::NUM,шӹмлу,етмеш
862,achtzig::NUM,кӓндӓкшлу,һикһән
863,neunzig::NUM,ӹндекшлу,туҡһан
864,hundert::NUM,шӱдӹ,йөҙ
865,tausend::NUM,тӹжем,мең
866,und::CNJ,дöн,да
867,oder::CNJ,льывы,йәки
868,stehen::V,шалшаг,тороу
869,sitzen::V,шӹнзӓш,ултырыу
870,liegen::V,киӓш,ятыу
871,hängen::V,кечӓш,аҫылынып тороу
872,werden::V,шагалаш,булыу
873,passieren::V,ӹштӓ́лтӓш,булыу
874,beginnen::V,тӹнгӓлӓлтӓш,башлау
875,enden::V,пӹтӓш,бөтөү
876,enden::V,пӹтӓш,тамамланыү
877,wechseln::V,весемӓш,үҙгәреү
878,wechseln::V,весемӓлтӓш,үҙгәреү
879,aufgehen[Sonne]::V,авараш,ҡалҡыу
880,untergehen[Sonne]::V,шӹ́нзӓш,байыу
881,scheinen[Sonne]::V,сотемдӓрӓш,яҡтыртып тороу
882,donnern::V,хӹдӹртӓш,күкрәү
883,wehen::V,ӹфӹлӓш,иҫеү
884,strömen::V,йогащ,ташыу
885,fließen::V,йогащ,ағыу
886,sich drehen::V,пöрдӓш,әйләнеү
887,schwanken::V,лыпшалташ,тирбәлеү
888,schwingen::V,кӓчӓйӓш,бәүетеү
889,fallen::V,кенвазаш,йығылыу
890,fallen::V,шынгалташ,йығылыу
891,brennen::V,йылаш,яныу
892,rauchen::V,шыпшаш,төтәү
893,regnen::V,юраш,ямғыр яуа
894,gefrieren::V,гӓш,туңыү
895,gefrieren::V,кӹлмаш,туңыү
896,tauen::V,шылаш,иреү
897,schmelzen::V,шӹрӓнӓш,иреү
898,trocknen::V,кошкаш,кибеү
899,sieden::V,шолаш,ҡайнау
900,faulen::V,шӱӓш,сереу
901,verfaulen::V,йӓнгӓрӓлтӓш,сереу
902,reißen::V,кышкедӓлтӓш,өҙөү
903,reißen::V,кышкедӓлтӓш,йыртылыу
904,versinken::V,ва́лаш,батыу
905,vergehen::V,эртӓш,үтеү
906,erscheinen::V,каяш,килеп сығыу
907,verschwinden::V,ямаш,юғалыу
908,sinken::V,пычаш,түбәнәйеү
909,abnehmen::V,чӹдемӓш,кәметеү
910,abnehmen::V,кöтӹргӓш,кәметеү
911,zunehmen::V,когоэмӓш,артыу
912,steigen::V,лӱлта́лташ,күтәрелеү
913,wachsen::V,кушкаш,үҫеү
914,glänzen::V,йӹлгӹжӓш,ялтырау
915,funkeln::V,валгалташ,баҙлау
916,lärmen::V,юкланаш,шаулау
917,läuten::V,цоргаш,ҡағыу
918,klingeln::V,цоргаш,ҡағыу
919,klingeln::V,цоргаш,шылтыратыу
920,klirren::V,цонгырталгаш,шылтыратыу
921,brausen::V,ышдымыла́наш,ҡотороноу
922,rauschen::V,шу́жгаш,шыптырлау
923,klingen::V,йо́нгаш,яңғырау
924,bellen::V,опташ,өрөү
925,heulen::V,урмыжаш,олоу
926,blasen::V,ӹфӹлӓш,өрөү
927,pfeifen::V,ши́шкаш,һызғырып ебәреү
928,schreien::V,уташ,ҡысҡырыу
929,schreien::V,саслаш,ҡысҡырыу
930,schreien::V,варгынзаш,ҡысҡырыу
931,stöhnen::V,ӹнгӹрӓш,уңғырашыу
932,zittern::V,цӹтӹрӓш,ҡалтырау
933,leben::V,ӹлӓш,йәшәү
934,geboren werden::V,шачаш,тыуыу
935,atmen::V,шӱлӓш,тын алыү
936,trinken::V,йӱӓш,эсеү
937,essen::V,качкаш,ашау
938,schlucken::V,нелӓш,йотоу
939,müde werden::V,янгылаш,арыу
940,einschlafen::V,амален кеӓш,йоҡлап китеү
941,schlafen::V,амалаш,йоҡлау
942,aufwachen::V,понгыжалташ,уяныу
943,aufstehen::V,кӹньӹл шагалаш,тороу
944,sich erholen::V,кӓнаш,ял итеү
945,krank werden::V,церлӓнен вазаш,сирләү
946,krank sein::V,церлӓнӓш,сирләү
947,krank sein::V,ясланаш,сирләү
948,krank sein::V,ясыланаш,сирләү
949,schmerzen::V,каршташ,ауыртыу
950,husten::V,кахыраш,йүтәлләү
951,genesen::V,паремӓш,һауығыу
952,genesen::V,тöрлӓнӓш,һауығыу
953,sterben::V,вазын колаш,үлеү
954,umkommen::V,пӹтӓш,һәләк булыу
955,sich bewegen::V,кашташ,хәрәкәт итеү
956,sich rühren::V,тӓрвӓнӓш,ҡуҙғалыу
957,sich erheben::V,кӹньӹлӓш,тороу
958,sich setzen::V,шӹнзӓш,ултырыу
959,hinfallen::V,кенвазаш,ҡолау
960,hinfallen::V,шынгалташ,ҡолау
961,laufen::V,кашташ,йөрөү
962,schreiten::V,ашкедӓш,атлау
963,spazierengehen::V,мадын кашташ,ял итеп йороү
964,eilen::V,вӓшкӓш,ашығыу
965,eilen::V,вӓшкӓш,ҡабаланыу
966,sich beeilen::V,вӓшкӓш,ашығыу
967,sich beeilen::V,вӓшкӓш,ҡабаланыу
968,sich beeilen::V,талашаш,ашығыу
969,sich beeilen::V,талашаш,ҡабаланыу
970,sausen::V,хойхаланаш,елеү
971,sausen::V,хояш,елеү
972,rennen::V,кыргыжаш,йүгеп йөрөү
973,springen::V,тӹршештӓш,һикереү
974,klettern::V,ку́заш,үрмәләү
975,klettern::V,ку́заш,үрмәләп менеү
976,schaukeln::V,лыпшалташ,сайҡалыу
977,kriechen::V,авалянаш,шыуышыу
978,kriechen::V,ньыжиклӓш,шыуышыу
979,schwimmen::V,илӓш,йоҙөү
980,tauchen::V,цымаш,сумыу
981,rudern::V,шуалташ,ишеү
982,fahren::V,кеӓш,йөрөү
983,fliegen::V,чонгештӓш,осоу
984,gehen::V,кеӓш,барыу
985,weggehen::V,кеӓш,китеү
986,abfahren::V,кеӓш,сығыу
987,anhalten::V,цӓрнӓш,тукталыу
988,hineingehen::V,пыраш,инеү
989,eintreten::V,пыраш,инеү
990,kommen::V,толаш,килеү
991,ankommen::V,шоаш,килеү
992,zurückkommen::V,пöртӹлӓш,ҡайтыу
993,bleiben::V,кодаш,ҡалыу
994,warten::V,вычаш,көтөп тороу
995,erwarten::V,вычаш,көтөү
996,suchen::V,кӹчӓлӓш,эҙләү
997,finden::V,моаш,табыу
998,versuchen::V,путаяш,тырышып ҡарау
999,versuchen::V,цацаш,тырышып ҡарау
1000,vorbereiten::V,поспейӹктӓш,әҙерләү
1001,lieben::V,яраташ,яратыу
1002,mögen::V,яраташ,һөйөү
1003,mögen::V,яраташ,яратыу
1004,lachen::V,ваштылаш,көлөү
1005,rühren::V,тӓрвӓтӓш,ҡағылыу
1006,weinen::V,мӓгӹрӓш,илау
1007,schimpfen::V,свырседӓлӓш,һүгенеү
1008,schimpfen::V,свырседӓлӓш,тиргәнеү
1009,schimpfen::V,свырседӓлӓш,һуҡраныу
1010,sich ärgern::V,шӹдешкӓш,асыуланыу
1011,sich fürchten::V,лӱдӓш,ҡурҡыу
1012,fürchten::V,лӱдӓш,ҡурҡыу
1013,fliehen::V,кыргыжаш,ҡасыу
1014,flüchten::V,кыргыж шӹлӓш,ҡасыу
1015,sehen::V,ужаш,күреү
1016,anschauen::V,анжалаш,ҡарау
1017,ansehen::V,анжаш,ҡарау
1018,ansehen::V,анжаш,тикшереү
1019,hören::V,колаш,ишетеү
1020,zuhören::V,колышташ,тыңлау
1021,probieren::V,тотештӓш,татыу
1022,probieren::V,подыл анжаш,татыу
1023,riechen::V,ӱпшӹнзӓш,еҫкәү
1024,fühlen::V,шижӓш,тойоу
1025,scheinen::V,каяш,кеүек күренеү
1026,scheinen::V,каяш,тойолоу
1027,zu sehen sein::V,каяш,күренеү
1028,vernehmen::V,колын колташ,ишетеү
1029,frieren::V,кӹлмаш,туңыү
1030,frieren::V,тӹнгӹргӓш,туңыү
1031,tun::V,ӹштӓш,яһау
1032,tun::V,ӹштӓш,әшләү
1033,können::V,кердӓш,алыу
1034,können::V,кердӓш,мөмкин булыу
1035,wollen::V,жалаяш,теләү
1036,anfangen::V,тӹнгӓлӓш,башлау
1037,beenden::V,пӹтӓрӓш,бөтөрөү
1038,beenden::V,пӹтӓрӓш,тамамлау
1039,aufhören::V,цӓрнӓш,туктау
1040,gelingen::V,цӓш лиӓш,уңышлы булыу
1041,geraten::V,лиӓш,булып сығыу
1042,öffnen::V,пачаш,асыу
1043,schließen::V,чӱчӓш,йомоу
1044,stellen::V,шӹндӓш,ҡуйыу
1045,setzen::V,шӹндӓш,урынлаштырыу
1046,legen::V,опташ,һалыу
1047,legen::V,пиштӓш,һалыу
1048,berühren::V,тӹкӓлӓш,тейеү
1049,berühren::V,тӹкӓлӓш,ҡағылыу
1050,verbinden::V,пидӓш,ҡушыу
1051,verbinden::V,пидӓш,бәйләү
1052,bedecken::V,леведӓш,ҡаплау
1053,aufhängen::V,сӓкӓш,элеү
1054,anzünden::V,чӱктӓш,тоҡандырыу
1055,aufheben::V,кузыкташ,мендереү
1056,zurücklassen::V,кодаш,ҡалдырыу
1057,verlieren::V,ямдаш,юғалтыу
1058,fallen lassen::V,кенвацтараш,төшөрөп ебәреү
1059,machen::V,ӹштӓш,яһау
1060,machen::V,ӹштӓш,эшләү
1061,herstellen::V,йӓмдӹлӓш,эшләп сығарыу
1062,bauen::V,ӹштӓш,төҙөү
1063,reparieren::V,чиняш,төҙәтеү
1064,reparieren::V,алалаш,төҙәтеү
1065,verbessern::V,яжоэмден шӹндӓш,яҡшыртыу
1066,ändern::V,вашталташ,үҙгәртеү
1067,graben::V,капаяш,ҡаҙыу
1068,beugen::V,лывырташ,бөгөү
1069,beugen::V,каклярташ,бөгөү
1070,biegen::V,лывырташ,бөгөү
1071,drehen::V,сӓрӓш,өйрөлтөү
1072,drehen::V,сӓрӓш,әйләндереү
1073,drehen::V,сӓрӹкӓлӓш,өйрөлтөү
1074,drehen::V,сӓрӹкӓлӓш,әйләндереү
1075,wenden::V,сӓрӓлӓш,әйләндереү
1076,umdrehen::V,сӓрӓлӓш,түңкәреү
1077,heben::V,лӱктӓш,күтәреү
1078,heben::V,лӱктӓш,мендереү
1079,hochheben::V,кузыкташ,күтәреү
1080,ergreifen::V,хватяш,тотоп алыу
1081,halten::V,кычаш,тотоу
1082,drücken::V,темдӓш,ҡыҫыу
1083,schieben::V,шӹкӓш,этеү
1084,schieben::V,шӹкӓш,төртөү
1085,kratzen::V,нӹжӓш,ҡырыу
1086,lecken::V,нылаш,ялау
1087,beißen::V,пыралаш,тешләү
1088,abreißen::V,кӹрӓш,өҙөү
1089,abreißen::V,кышкед нӓлӓш,өҙөү
1090,abschneiden::V,шулаш,ҡырҡыу
1091,abschneiden::V,лаштыклаш,ҡырҡыу
1092,binden::V,пидӓш,бәйләү
1093,stecken::V,шыралаш,ҡаҙау
1094,brechen::V,тодылаш,боҙоу
1095,brechen::V,пыдырташ,боҙоу
1096,klopfen::V,рушткаш,шаҡылдау
1097,hauen::V,шелӹштӓш,туҡмау
1098,kleben::V,клейӓш,йәбештереү
1099,reiben::V,нӹжӓш,ыуыу
1100,reiben::V,нӹжӓш,ышҡыу
1101,streichen::V,шӹрӓш,яғыу
1102,schleifen::V,шымаш,үткерләү
1103,schneiden::V,пӹчкӓш,ҡырҡыу
1104,rütteln::V,мыльгыкташ,һелкетеү
1105,schütteln::V,цӹтӹртӓш,һелкетеү
1106,schütteln::V,мыльгыкташ,һелкетеү
1107,schwenken::V,машыяш,болғау
1108,schütten::V,опталаш,ҡойоу
1109,füllen::V,темӓш,тултырыу
1110,einwickeln::V,пӹтӹрӓ́лӓш,төрөү
1111,tragen::V,намалаш,алып барыу
1112,schleppen::V,шӹдӹрӓш,һөйрәү
1113,ziehen::V,шыпшаш,тартыу
1114,aufbewahren::V,перегӓш,һаҡлау
1115,werfen::V,кӹшкӓш,ырғытыу
1116,fangen::V,кычаш,тотоу
1117,packen::V,хватяш,етеү
1118,packen::V,хватяш,тотоп алыу
1119,verstecken::V,шӹлтӓш,йәшереү
1120,teilen::V,пайылаш,бүлеү
1121,schicken::V,колташ,ебәреү
1122,bringen::V,кандаш,килтереү
1123,bekommen::V,лыкташ,алыу
1124,erhalten::V,получаяш,алыу
1125,nehmen::V,налаш,алыу
1126,wählen::V,айыраш,һайлаү
1127,auswählen::V,айыраш,һайлап алыу
1128,bewahren::V,перегӓш,һаҡлау
1129,behindern::V,мешӓйӓш,тотҡарлыҡ яһау
1130,verderben::V,портяш,боҙоу
1131,beschädigen::V,шушырташ,боҙоу
1132,zerbrechen::V,пыдырташ,ҡыйратыу
1133,zerreißen::V,кӹрӓш,йыртыу
1134,zerstören::V,шӓлӓтӓш,емереү
1135,verbrennen::V,йылаташ,үртәү
1136,verbrennen::V,йылалташ,үртәү
1137,geben::V,пуаш,биреү
1138,reichen::V,пуаш,биреү
1139,schenken::V,подараш,бүләк итеү
1140,versprechen::V,сöрӓш,вәғәҙә биреү
1141,wünschen::V,жалаяш,теләу
1142,loben::V,хваляш,маҡтау
1143,küssen::V,шышшалаш,үбеү
1144,wiegen::V,лӱнгӓлтӓш,бәүетеү
1145,wiegen::V,лӱнгӓлтӓш,тирбәтеү
1146,zudecken::V,пиштӓш,ҡаплау
1147,wecken::V,понгыжалтараш,уятыу
1148,zeigen::V,анжыкташ,күрһәтеү
1149,führen::V,видӓш,етәкләү
1150,lehren::V,тымдаш,уҡытыу
1151,lehren::V,тымдаш,өйрәтеү
1152,unterrichten::V,тымдаш,уҡытыу
1153,aufziehen::V,кушташ,тәрбиәле
1154,leiten::V,видӓш,етәкләү
1155,leiten::V,видӓш,етәкселек итеү
1156,leiten::V,вуйлаташ,етәкләү
1157,leiten::V,вуйлаташ,етәкселек итеү
1158,leiten::V,вуйлалташ,етәкләү
1159,leiten::V,вуйлалташ,етәкселек итеү
1160,antreiben::V,талаштараш,ашыҡтырыу
1161,lassen::V,-ыкт,мәжбүр итеү
1162,einladen::V,ӱжӓш,саҡырыу
1163,vereinigen::V,иктештӓш,берләштереү
1164,besuchen::V,толаш,килеп сығыу
1165,treffen::V,вӓшлиӓш,тойоү
1166,treffen::V,вӓшлиӓш,осратыу
1167,treffen::V,вӓшлиӓш,ҡаршылау
1168,treffen::V,вӓшлиӓлтӓш,тойоү
1169,treffen::V,вӓшлиӓлтӓш,осратыу
1170,treffen::V,вӓшлиӓлтӓш,ҡаршылау
1171,sich versammeln::V,цымыргаш,йыйылыу
1172,spielen::V,мадаш,тартыу
1173,singen::V,мыраш,йырлау
1174,tanzen::V,кушташ,бейеү
1175,sich trennen::V,айырлаш,айырылышыу
1176,verlassen::V,шуаш,ташлау
1177,verlassen::V,шуаш,ташлап китеү
1178,retten::V,ытараш,ҡотҡарыу
1179,bewachen::V,оролаш,һаҡлау
1180,schützen::V,перегӓш,һаҡлау
1181,verteidigen::V,перегӓш,яҡлау
1182,sich schlagen::V,шидӓлӓш,һуғышыу
1183,sich schlagen::V,шиэдӓлӓш,һуғышыу
1184,schießen::V,лӱӓш,атыу
1185,siegen::V,сӹнгӓш,еңеү
1186,ärgern::V,шӹдештӓрӓш,асыуландырыу
1187,schlagen::V,пӓрен колташ,бәреү
1188,schlagen::V,пӓрен колташ,туҡмау
1189,schlagen::V,хӹрӹктен колташ,бәреү
1190,schlagen::V,хӹрӹктен колташ,туҡмау
1191,treten::V,чымаш,тибеү
1192,treten::V,чымаш,типкеләү
1193,stechen::V,пышкылаш,сәнсеү
1194,stoßen::V,шыркедӓш,этеү
1195,stoßen::V,шыркедӓш,төртөү
1196,stehlen::V,шолышт толаш,урлау
1197,stören::V,ӓрештӹлӓш,ҡамасаулау
1198,belästigen::V,кӓньӹсӹрлӓндӓрӓш,бимазалау
1199,belästigen::V,кӓньӹсӹрлӓндӓрӓш,ҡамасаулау
1200,belästigen::V,шытырланыкташ,бимазалау
1201,belästigen::V,шытырланыкташ,ҡамасаулау
1202,verbergen::V,шӹлтӓш,йәшереү
1203,täuschen::V,алталаш,ултыртыу
1204,täuschen::V,аталаш,ултыртыу
1205,betrügen::V,мошеньӹчӓйӓш,алдау
1206,töten::V,пуштын шуаш,үлтереү
1207,wohnen::V,ӹлӓш,йәшәү
1208,arbeiten::V,пӓшӓлӓш,эшләү
1209,arbeiten::V,ровотаяш,эшләү
1210,sammeln::V,погаш,йыйыу
1211,pflücken::V,кӹрӓш,өҙөү
1212,jagen::V,охотничӓйӓш,аулау
1213,fischen::V,кол кычаш,аулау
1214,fassen::V,кычаш,тотоу
1215,hüten::V,кӹтӓш,көтөү
1216,treiben::V,шуруяш,ҡыуыу
1217,anbinden::V,ялшташ,бәйләү
1218,anbinden::V,ялышташ,бәйләү
1219,füttern::V,пукшаш,ашатыу
1220,melken::V,шыпшылаш,һауыү
1221,hacken::V,роаш,турау
1222,hacken::V,роаш,тапау
1223,gießen::V,шӓвӓш,ҡойоу
1224,reifen::V,кӱӓш,өлғөрөү
1225,reifen::V,поспейӓш,өлғөрөү
1226,zubereiten::V,йӓмдӹлӓш,бешереү
1227,kochen::V,шолташ,бешереү
1228,backen::V,кӱктӓш,бешереү
1229,braten::V,жӓрӓш,ҡурыу
1230,umrühren::V,намалаш,ҡатнаштырыу
1231,stricken::V,пидӓш,бәйләү
1232,nähen::V,ыргаш,тегеү
1233,färben::V,пидӓш,буяу
1234,reinigen::V,чиӓлтӓш,таҙартыу
1235,waschen::V,мышкаш,йыуыу
1236,abwischen::V,ӹштӓш,һөртөү
1237,spülen::V,шӱӓлтӓш,сайҡау
1238,fegen::V,ӹштӓш,һепереү
1239,kehren::V,ӹштӓш,һепереү
1240,baden::V,нӱштӹлӓш,һыу инеү
1241,sich waschen::V,мышкылташ,йыуыныу
1242,ausziehen::V,кыдашаш,сисеү
1243,anziehen::V,чиӓш,кейеү
1244,sich anziehen::V,чиӓш,кейенеү
1245,kämmen::V,шерӓш,тарау
1246,schmücken::V,цеверемдӓш,биҙәү
1247,sagen::V,манаш,әйтеү
1248,sagen::V,келесӓш,әйтеү
1249,sprechen::V,манаш,әйтеү
1250,sprechen::V,манаш,һөйләшеү
1251,reden::V,шайышташ,һөйләшеү
1252,sich unterhalten::V,хытыраш,әңгәмәләшеү
1253,sich unterhalten::V,хытыргаш,әңгәмәләшеү
1254,fragen::V,ядаш,һорау
1255,bitten::V,ядаш,үтенеү
1256,erzählen::V,келесӓш,һөйләү
1257,mitteilen::V,попаш,әйтеү
1258,mitteilen::V,увертӓш,әйтеү
1259,mitteilen::V,увертӓрӓш,әйтеү
1260,nennen::V,лӹмдӓш,атау
1261,nennen::V,лӹмдӓш,исемләү
1262,rufen::V,ӱжӓш,саҡырыу
1263,prahlen::V,хайзаш,маҡтаныу
1264,prahlen::V,хайзаш,шапырыныу
1265,prahlen::V,шаргаланаш,маҡтаныу
1266,prahlen::V,шаргаланаш,шапырыныу
1267,übersetzen::V,вашташ,тәржемә итеү
1268,denken::V,машанаш,уйлау
1269,glauben::V,ӹнянӓш,ышаныу
1270,bemerken::V,цаклаш,күреү
1271,erkennen::V,пӓлӓш,таныу
1272,begreifen::V,ынгылаш,аңлау
1273,verstehen::V,ынгылаш,аңлау
1274,lernen::V,тыменяш,өйрәнеү
1275,wissen::V,пӓлӓш,белеү
1276,sich erinnern an::V,ышештӓрӓш,хәтергә алыу
1277,vergessen::V,монден кодаш,онотоу
1278,messen::V,висӓш,үлсәү
1279,zählen::V,шотаяш,һанау
1280,rechnen::V,шотаяш,һанау
1281,lesen::V,лыдаш,уҡыу
1282,malen::V,рисуяш,һүрәт яһау
1283,malen::V,рисуяш,рәсем төшөрөү
1284,zeichnen::V,ыдырка́лаш,һүрәт яһау
1285,zeichnen::V,ыдырка́лаш,рәсем төшөрөү
1286,schreiben::V,вазаш,яҙыу
1287,besitzen::V,кы́чаш,биләү
1288,kaufen::V,нӓлӓш,һатып алыу
1289,verkaufen::V,выжалаш,һатыу
1290,bezahlen::V,тӱлӓш,түләү
1291,zahlen::V,тӱлӓш,түләү
1292,beherrschen::V,кы́чаш,биләү
1293,ertragen::V,цӹтӓш,түҙеү
1294,Linie::N,,һыҙыҡ
1295,Strich::N,,һыҙат
1296,jetzt::ADV,,хәҙер
1297,hinzufügen::V,,өтәү
