,Concept_ID,sl,ba
760,vergebens::ADV,zastónj,бушҡа
761,vor::PRP,pred,алдында
762,hinter::PRP,za,артында
763,unter::PRP,pod,аҫтында
764,durch::PRP,skózi,үтә
765,neben::PRP,kràj,эргәһендә
766,neben::PRP,póleg,эргәһендә
767,zwischen::PRP,med,араһында
768,zwischen::PRP,izmed,араһында
769,wegen::PRP,zarádi,өсөн
770,wegen::PRP,zarádi,сәбәпле
771,dies::PRN,tó,был
772,dies::PRN,tó,ошо
773,das::PRN,tó,ул
774,alles::PRN,vsè,бөтә
775,ich::PRN,jàz,мин
776,du::PRN,tí,һин
777,er::PRN,òn,ул
778,wir::PRN,mí,беҙ
779,ihr::PRN,ví,һеҙ
780,sie::PRN,ôni,улар
781,was::FPRN,káj,ә
782,was::FPRN,káj,ни
783,was::FPRN,káj,нәмә
784,wer::FPRN,kdó,ҡем
785,wo::FADV,kjé,ҡайҙа
786,wohin::FADV,kám,ҡайҙа
787,wie::FADV,kakó,инидәй
788,warum::FADV,zakáj,ин өсөн
789,wieviel::FNUM,kóliko,күпме
790,eins::NUM,êden,бер
791,zwei::NUM,dvá,ике
792,zwei::NUM,dvá,икәү
793,drei::NUM,trí,өс
794,vier::NUM,štíri,дүрт
795,fünf::NUM,pét,биш
796,sechs::NUM,šést,алты
797,sieben::NUM,sédem,ете
798,acht::NUM,ósem,һигеҙ
799,neun::NUM,devét,туғыҙ
800,zehn::NUM,desét,ун
801,elf::NUM,enájst,ун бер
802,zwölf::NUM,dvánajst,ун ике
803,zwanzig::NUM,dvájset,егерме
804,dreißig::NUM,trídeset,утыҙ
805,vierzig::NUM,štírideset,ҡырҡ
806,fünfzig::NUM,pétdeset,илле
807,sechzig::NUM,šéstdeset,алтмыш
808,siebzig::NUM,sédemdeset,етмеш
809,achtzig::NUM,ósemdeset,һикһән
810,neunzig::NUM,devétdeset,туҡһан
811,hundert::NUM,stó,йөҙ
812,tausend::NUM,tísoč,мең
813,und::CNJ,in,да
814,oder::CNJ,áli,йәки
815,stehen::V,státi,тороу
816,sitzen::V,sedéti,ултырыу
817,liegen::V,ležáti,ятыу
818,hängen::V,viséti,аҫылынып тороу
819,werden::V,postáti,булыу
820,passieren::V,zgodíti se,булыу
821,beginnen::V,začéti se,башлау
822,enden::V,končáti se,бөтөү
823,enden::V,končáti se,тамамланыү
824,wechseln::V,ménjati se,үҙгәреү
825,aufgehen[Sonne]::V,vzíti,ҡалҡыу
826,untergehen[Sonne]::V,zaíti,байыу
827,scheinen[Sonne]::V,sijáti,яҡтыртып тороу
828,donnern::V,grméti,күкрәү
829,wehen::V,píhati,иҫеү
830,strömen::V,líti,ташыу
831,fließen::V,têči,ағыу
832,sich drehen::V,vrtéti se,әйләнеү
833,schwanken::V,kolébati,тирбәлеү
834,schwingen::V,níhati,бәүетеү
835,fallen::V,pádati,йығылыу
836,brennen::V,goréti,яныу
837,rauchen::V,kadíti se,төтәү
838,regnen::V,deževáti,ямғыр яуа
839,gefrieren::V,zmŕzniti,туңыү
840,tauen::V,tájati,иреү
841,schmelzen::V,kopnéti,иреү
842,trocknen::V,sušíti se,кибеү
843,sieden::V,kipéti,ҡайнау
844,faulen::V,gníti,сереу
845,verfaulen::V,zgníti,сереу
846,reißen::V,tŕgati se,өҙөү
847,reißen::V,tŕgati se,йыртылыу
848,versinken::V,pogrézniti se,батыу
849,vergehen::V,miníti,үтеү
850,erscheinen::V,pojáviti se,килеп сығыу
851,verschwinden::V,izgíniti,юғалыу
852,sinken::V,péšati,түбәнәйеү
853,abnehmen::V,pojémati,кәметеү
854,zunehmen::V,véčati se,артыу
855,zunehmen::V,množíti se,артыу
856,steigen::V,dvígati se,күтәрелеү
857,wachsen::V,rásti,үҫеү
858,glänzen::V,sijáti,ялтырау
859,funkeln::V,ískriti se,баҙлау
860,lärmen::V,ropotáti,шаулау
861,lärmen::V,razgrájati,шаулау
862,läuten::V,zvoníti,ҡағыу
863,klingeln::V,zvončkljáti,ҡағыу
864,klingeln::V,zvončkljáti,шылтыратыу
865,klirren::V,žvenketáti,шылтыратыу
866,brausen::V,šuméti,ҡотороноу
867,rauschen::V,šuštéti,шыптырлау
868,rauschen::V,šelestéti,шыптырлау
869,klingen::V,zvenéti,яңғырау
870,bellen::V,lájati,өрөү
871,heulen::V,zavíjati,олоу
872,blasen::V,píhniti,өрөү
873,pfeifen::V,pískati,һызғырып ебәреү
874,pfeifen::V,žvížgati,һызғырып ебәреү
875,schreien::V,kričáti,ҡысҡырыу
876,stöhnen::V,stókati,уңғырашыу
877,zittern::V,drgetáti,ҡалтырау
878,leben::V,živéti,йәшәү
879,geboren werden::V,rodíti se,тыуыу
880,atmen::V,díhati,тын алыү
881,trinken::V,píti,эсеү
882,essen::V,jésti,ашау
883,schlucken::V,požírati,йотоу
884,müde werden::V,péšati,арыу
885,müde werden::V,utrúditi se,арыу
886,einschlafen::V,zaspáti,йоҡлап китеү
887,schlafen::V,spáti,йоҡлау
888,aufwachen::V,zbudíti se,уяныу
889,aufstehen::V,vstáti,тороу
890,sich erholen::V,oddahníti se,ял итеү
891,krank werden::V,oboléti,сирләү
892,krank sein::V,bíti bolán,сирләү
893,schmerzen::V,boléti,ауыртыу
894,husten::V,kášljati,йүтәлләү
895,genesen::V,okrévati,һауығыу
896,sterben::V,umréti,үлеү
897,umkommen::V,pogíniti,һәләк булыу
898,sich bewegen::V,zganíti se,хәрәкәт итеү
899,sich rühren::V,premakníti se,ҡуҙғалыу
900,sich erheben::V,vstájati,тороу
901,sich erheben::V,vzdígniti se,тороу
902,sich setzen::V,sésti,ултырыу
903,hinfallen::V,pásti dôl,ҡолау
904,laufen::V,hodíti,йөрөү
905,schreiten::V,stópati,атлау
906,spazierengehen::V,na sprehòd íti,ял итеп йороү
907,eilen::V,drvéti,ашығыу
908,eilen::V,drvéti,ҡабаланыу
909,sich beeilen::V,hitéti,ашығыу
910,sich beeilen::V,hitéti,ҡабаланыу
911,sausen::V,dírkati,елеү
912,rennen::V,dírjati,йүгеп йөрөү
913,springen::V,skákati,һикереү
914,klettern::V,plézati,үрмәләү
915,klettern::V,plézati,үрмәләп менеү
916,schaukeln::V,kolébati,сайҡалыу
917,kriechen::V,pláziti se,шыуышыу
918,schwimmen::V,plávati,йоҙөү
919,tauchen::V,potápljati se,сумыу
920,rudern::V,vesláti,ишеү
921,fahren::V,vozíti se,йөрөү
922,fahren::V,peljáti se,йөрөү
923,fliegen::V,létati,осоу
924,gehen::V,íti,барыу
925,weggehen::V,odíti,китеү
926,abfahren::V,odpeljáti se,сығыу
927,anhalten::V,ustáviti se,тукталыу
928,hineingehen::V,íti nóter,инеү
929,eintreten::V,vstopíti,инеү
930,kommen::V,príti,килеү
931,ankommen::V,prispéti,килеү
932,ankommen::V,prihájati,килеү
933,zurückkommen::V,vrníti se,ҡайтыу
934,bleiben::V,ostáti,ҡалыу
935,warten::V,čákati,көтөп тороу
936,erwarten::V,pričakováti,көтөү
937,suchen::V,iskáti,эҙләү
938,finden::V,nájti,табыу
939,versuchen::V,poskúšati,тырышып ҡарау
940,vorbereiten::V,pripráviti,әҙерләү
941,lieben::V,ljubíti,яратыу
942,mögen::V,márati,һөйөү
943,mögen::V,márati,яратыу
944,lachen::V,smejáti se,көлөү
945,rühren::V,ganíti,ҡағылыу
946,weinen::V,jókati,илау
947,weinen::V,plákati,илау
948,schimpfen::V,psováti,һүгенеү
949,schimpfen::V,psováti,тиргәнеү
950,schimpfen::V,psováti,һуҡраныу
951,schimpfen::V,zmérjati,һүгенеү
952,schimpfen::V,zmérjati,тиргәнеү
953,schimpfen::V,zmérjati,һуҡраныу
954,sich ärgern::V,jezíti se,асыуланыу
955,sich fürchten::V,báti se,ҡурҡыу
956,fürchten::V,báti se,ҡурҡыу
957,fliehen::V,bežáti,ҡасыу
958,flüchten::V,pobégniti,ҡасыу
959,sehen::V,vídeti,күреү
960,anschauen::V,oglédati,ҡарау
961,ansehen::V,glédati,ҡарау
962,ansehen::V,glédati,тикшереү
963,hören::V,slíšati,ишетеү
964,zuhören::V,poslúšati,тыңлау
965,probieren::V,poskúšati,татыу
966,riechen::V,dúhati,еҫкәү
967,fühlen::V,čutíti,тойоу
968,scheinen::V,zdéti se,кеүек күренеү
969,scheinen::V,zdéti se,тойолоу
970,zu sehen sein::V,vídeti se,күренеү
971,vernehmen::V,čúti,ишетеү
972,frieren::V,zébsti,туңыү
973,tun::V,délati,яһау
974,tun::V,délati,әшләү
975,können::V,môči,алыу
976,können::V,môči,мөмкин булыу
977,wollen::V,hotéti,теләү
978,anfangen::V,začéti,башлау
979,beenden::V,dokončáti,бөтөрөү
980,beenden::V,dokončáti,тамамлау
981,aufhören::V,prenéhati,туктау
982,gelingen::V,uspéti,уңышлы булыу
983,gelingen::V,posréčiti se,уңышлы булыу
984,geraten::V,obnêsti se,булып сығыу
985,öffnen::V,odpréti,асыу
986,schließen::V,zapréti,йомоу
987,stellen::V,postáviti,ҡуйыу
988,setzen::V,posadíti,урынлаштырыу
989,legen::V,položíti,һалыу
990,berühren::V,dotíkati se,тейеү
991,berühren::V,dotíkati se,ҡағылыу
992,verbinden::V,obvézati,ҡушыу
993,verbinden::V,obvézati,бәйләү
994,bedecken::V,pokríti,ҡаплау
995,aufhängen::V,obésiti,элеү
996,anzünden::V,zažgáti,тоҡандырыу
997,aufheben::V,vzdígniti,мендереү
998,zurücklassen::V,zapustíti,ҡалдырыу
999,verlieren::V,izgubíti,юғалтыу
1000,fallen lassen::V,navréči,төшөрөп ебәреү
1001,machen::V,naredíti,яһау
1002,machen::V,naredíti,эшләү
1003,machen::V,napráviti,яһау
1004,machen::V,napráviti,эшләү
1005,herstellen::V,izdélati,эшләп сығарыу
1006,bauen::V,gradíti,төҙөү
1007,reparieren::V,popráviti,төҙәтеү
1008,verbessern::V,izbóljšati,яҡшыртыу
1009,ändern::V,spremeníti,үҙгәртеү
1010,graben::V,kopáti,ҡаҙыу
1011,graben::V,grêbsti,ҡаҙыу
1012,beugen::V,upogníti,бөгөү
1013,biegen::V,zavíjati,бөгөү
1014,drehen::V,vrtéti,өйрөлтөү
1015,drehen::V,vrtéti,әйләндереү
1016,wenden::V,obrníti,әйләндереү
1017,umdrehen::V,zasúkati,түңкәреү
1018,heben::V,dvígati,күтәреү
1019,heben::V,dvígati,мендереү
1020,hochheben::V,privzdígniti,күтәреү
1021,ergreifen::V,zgrábiti,тотоп алыу
1022,halten::V,držáti,тотоу
1023,drücken::V,tiščáti,ҡыҫыу
1024,schieben::V,ríniti,этеү
1025,schieben::V,ríniti,төртөү
1026,kratzen::V,práskati,ҡырыу
1027,lecken::V,lízati,ялау
1028,beißen::V,grísti,тешләү
1029,abreißen::V,odtŕgati,өҙөү
1030,abschneiden::V,odrézati,ҡырҡыу
1031,binden::V,vézati,бәйләү
1032,stecken::V,vtakníti,ҡаҙау
1033,brechen::V,lomíti,боҙоу
1034,klopfen::V,tólči,шаҡылдау
1035,hauen::V,séči,туҡмау
1036,kleben::V,lépiti,йәбештереү
1037,reiben::V,tréti,ыуыу
1038,reiben::V,tréti,ышҡыу
1039,reiben::V,dŕgniti,ыуыу
1040,reiben::V,dŕgniti,ышҡыу
1041,streichen::V,namázati,яғыу
1042,schleifen::V,brúsiti,үткерләү
1043,schneiden::V,rézati,ҡырҡыу
1044,rütteln::V,strésti,һелкетеү
1045,schütteln::V,majáti,һелкетеү
1046,schwenken::V,obrníti,болғау
1047,schütten::V,sípati,ҡойоу
1048,füllen::V,napolníti,тултырыу
1049,einwickeln::V,zavíti,төрөү
1050,tragen::V,nêsti,алып барыу
1051,schleppen::V,vláčiti,һөйрәү
1052,ziehen::V,vléči,тартыу
1053,aufbewahren::V,shranjeváti,һаҡлау
1054,werfen::V,lúčati,ырғытыу
1055,fangen::V,ujéti,тотоу
1056,packen::V,prijéti,етеү
1057,packen::V,prijéti,тотоп алыу
1058,verstecken::V,skríti,йәшереү
1059,teilen::V,razdelíti,бүлеү
1060,schicken::V,pošíljati,ебәреү
1061,bringen::V,prinêsti,килтереү
1062,hinzufügen::V,pristáviti,өтәү
1063,bekommen::V,dobíti,алыу
1064,erhalten::V,prejéti,алыу
1065,nehmen::V,vzéti,алыу
1066,wählen::V,izbírati,һайлаү
1067,auswählen::V,izbráti,һайлап алыу
1068,bewahren::V,ohraníti,һаҡлау
1069,behindern::V,ovírati,тотҡарлыҡ яһау
1070,verderben::V,pokváriti,боҙоу
1071,beschädigen::V,poškodováti,боҙоу
1072,zerbrechen::V,razlomíti,ҡыйратыу
1073,zerreißen::V,raztŕgati,йыртыу
1074,zerstören::V,razrúšiti,емереү
1075,verbrennen::V,sežgáti,үртәү
1076,geben::V,dáti,биреү
1077,reichen::V,séči,биреү
1078,reichen::V,molíti,биреү
1079,schenken::V,podáriti,бүләк итеү
1080,versprechen::V,obljubíti,вәғәҙә биреү
1081,wünschen::V,vóščiti,теләу
1082,loben::V,hváliti,маҡтау
1083,küssen::V,poljubováti,үбеү
1084,wiegen::V,zíbati,бәүетеү
1085,wiegen::V,zíbati,тирбәтеү
1086,zudecken::V,pokríti,ҡаплау
1087,wecken::V,zbudíti,уятыу
1088,zeigen::V,pokázati,күрһәтеү
1089,führen::V,vêsti,етәкләү
1090,lehren::V,učíti,уҡытыу
1091,lehren::V,učíti,өйрәтеү
1092,unterrichten::V,poučeváti,уҡытыу
1093,aufziehen::V,vzgojíti,тәрбиәле
1094,leiten::V,uprávljati,етәкләү
1095,leiten::V,uprávljati,етәкселек итеү
1096,antreiben::V,goníti,ашыҡтырыу
1097,lassen::V,povzročíti,мәжбүр итеү
1098,einladen::V,povábiti,саҡырыу
1099,vereinigen::V,zdrúžiti,берләштереү
1100,besuchen::V,obiskáti,килеп сығыу
1101,treffen::V,pogodíti,тойоү
1102,treffen::V,pogodíti,осратыу
1103,treffen::V,pogodíti,ҡаршылау
1104,sich versammeln::V,zbráti se,йыйылыу
1105,spielen::V,igráti se,тартыу
1106,singen::V,péti,йырлау
1107,tanzen::V,plésati,бейеү
1108,sich trennen::V,ločíti se,айырылышыу
1109,verlassen::V,zapustíti,ташлау
1110,verlassen::V,zapustíti,ташлап китеү
1111,retten::V,réšiti,ҡотҡарыу
1112,bewachen::V,strážiti,һаҡлау
1113,schützen::V,sčítiti,һаҡлау
1114,verteidigen::V,braníti,яҡлау
1115,sich schlagen::V,têpsti se,һуғышыу
1116,schießen::V,stréljati,атыу
1117,siegen::V,zmágati,еңеү
1118,ärgern::V,jezíti,асыуландырыу
1119,ärgern::V,razbúriti,асыуландырыу
1120,schlagen::V,têpsti,бәреү
1121,schlagen::V,têpsti,туҡмау
1122,schlagen::V,udáriti,бәреү
1123,schlagen::V,udáriti,туҡмау
1124,treten::V,teptáti,тибеү
1125,treten::V,teptáti,типкеләү
1126,stechen::V,ubôsti,сәнсеү
1127,stoßen::V,peháti,этеү
1128,stoßen::V,peháti,төртөү
1129,stoßen::V,drégniti,этеү
1130,stoßen::V,drégniti,төртөү
1131,stehlen::V,ukrásti,урлау
1132,stehlen::V,pokrásti,урлау
1133,stören::V,motíti,ҡамасаулау
1134,belästigen::V,nadlegováti,бимазалау
1135,belästigen::V,nadlegováti,ҡамасаулау
1136,verbergen::V,skríti,йәшереү
1137,täuschen::V,slepíti,ултыртыу
1138,betrügen::V,várati,алдау
1139,betrügen::V,ogoljufáti,алдау
1140,töten::V,ubíti,үлтереү
1141,wohnen::V,prebívati,йәшәү
1142,arbeiten::V,délati,эшләү
1143,sammeln::V,zbráti,йыйыу
1144,pflücken::V,obráti,өҙөү
1145,jagen::V,lovíti,аулау
1146,fischen::V,ribáriti,аулау
1147,fassen::V,zajéti,тотоу
1148,hüten::V,pásti,көтөү
1149,treiben::V,pogánjati,ҡыуыу
1150,anbinden::V,privézati,бәйләү
1151,füttern::V,kŕmiti,ашатыу
1152,melken::V,mólsti,һауыү
1153,hacken::V,sékati,турау
1154,hacken::V,sékati,тапау
1155,gießen::V,ulíti,ҡойоу
1156,reifen::V,zoréti,өлғөрөү
1157,zubereiten::V,pripráviti,бешереү
1158,kochen::V,kúhati,бешереү
1159,backen::V,cvréti,бешереү
1160,braten::V,pêči,ҡурыу
1161,umrühren::V,preméšati,ҡатнаштырыу
1162,stricken::V,plêsti,бәйләү
1163,nähen::V,šívati,тегеү
1164,färben::V,bárvati,буяу
1165,reinigen::V,očístiti,таҙартыу
1166,waschen::V,opráti,йыуыу
1167,abwischen::V,obrísati,һөртөү
1168,spülen::V,splakováti,сайҡау
1169,fegen::V,pométati,һепереү
1170,kehren::V,mésti,һепереү
1171,baden::V,kópati se,һыу инеү
1172,sich waschen::V,umíti se,йыуыныу
1173,ausziehen::V,izvléči,сисеү
1174,anziehen::V,obléči,кейеү
1175,sich anziehen::V,obléči se,кейенеү
1176,kämmen::V,česáti,тарау
1177,schmücken::V,okrasíti,биҙәү
1178,sagen::V,dejáti,әйтеү
1179,sprechen::V,govoríti,әйтеү
1180,sprechen::V,govoríti,һөйләшеү
1181,reden::V,rêči,һөйләшеү
1182,sich unterhalten::V,razgovárjati se,әңгәмәләшеү
1183,fragen::V,vprášati,һорау
1184,bitten::V,prosíti,үтенеү
1185,erzählen::V,práviti,һөйләү
1186,mitteilen::V,naznániti,әйтеү
1187,nennen::V,imenováti,атау
1188,nennen::V,imenováti,исемләү
1189,rufen::V,klícati,саҡырыу
1190,prahlen::V,baháti se,маҡтаныу
1191,prahlen::V,baháti se,шапырыныу
1192,übersetzen::V,prevêsti,тәржемә итеү
1193,denken::V,mísliti,уйлау
1194,glauben::V,verjéti,ышаныу
1195,bemerken::V,opáziti,күреү
1196,erkennen::V,spoznáti,таныу
1197,begreifen::V,pôjmiti,аңлау
1198,verstehen::V,razuméti,аңлау
1199,lernen::V,učíti se,өйрәнеү
1200,wissen::V,znáti,белеү
1201,wissen::V,védeti,белеү
1202,sich erinnern an::V,spómniti se,хәтергә алыу
1203,vergessen::V,pozábiti,онотоу
1204,messen::V,mériti,үлсәү
1205,zählen::V,štéti,һанау
1206,rechnen::V,račúnati,һанау
1207,lesen::V,bráti,уҡыу
1208,lesen::V,čítati,уҡыу
1209,malen::V,slíkati,һүрәт яһау
1210,malen::V,slíkati,рәсем төшөрөү
1211,zeichnen::V,rísati,һүрәт яһау
1212,zeichnen::V,rísati,рәсем төшөрөү
1213,schreiben::V,písati,яҙыу
1214,besitzen::V,iméti,биләү
1215,kaufen::V,kupíti,һатып алыу
1216,verkaufen::V,prodáti,һатыу
1217,bezahlen::V,pláčati,түләү
1218,zahlen::V,plačeváti,түләү
1219,beherrschen::V,obvládati,биләү
1220,ertragen::V,prenêsti,түҙеү
1221,Verstand::N,,аҡыл
