,Concept_ID,mdf,zh
820,klingeln::V,гайфтемс,按铃
821,klirren::V,ка́нзеркшнемс,
822,brausen::V,жоледемс,疾驶
823,rauschen::V,вжнамс,
824,rauschen::V,гамнамс,
825,klingen::V,кайгомс,听起来
826,bellen::V,ува́мс,吠
827,heulen::V,сувомс,嗥
828,heulen::V,урнамс,嗥
829,blasen::V,уфа́мс,吹
830,pfeifen::V,вяшкомс,吹口哨
831,schreien::V,пешкодомс,叫喊
832,stöhnen::V,куфцемс,呻吟
833,zittern::V,таромс,颤抖
834,leben::V,эрямс,生存
835,geboren werden::V,шачемс,出生
836,atmen::V,ажнамс,呼吸
837,trinken::V,симомс,喝
838,essen::V,ярхцамс,吃
839,schlucken::V,нилемс,咽
840,müde werden::V,сиземс,疲倦
841,einschlafen::V,матодовомс,入睡
842,schlafen::V,удомс,睡觉
843,aufwachen::V,съргоземс,睡醒
844,aufstehen::V,стямс,起床
845,sich erholen::V,ваймосемс,休养
846,krank werden::V,сярядькстомс,生病
847,krank sein::V,сярядемс,生病
848,schmerzen::V,сярядемс,疼痛
849,husten::V,козомс,咳
850,genesen::V,пъ́чкамс,痊愈
851,sterben::V,куломс,死
852,umkommen::V,юма́мс,丧命
853,sich bewegen::V,шаштомс,移动
854,sich rühren::V,сърхка́мс,动弹
855,sich erheben::V,стямс,站起
856,sich setzen::V,озамс,坐
857,hinfallen::V,прамс,跌倒
858,hinfallen::V,сяворемс,跌倒
859,laufen::V,якамс,步行
860,schreiten::V,молемс,迈步
861,schreiten::V,аськолямс,迈步
862,spazierengehen::V,якамс,散步
863,eilen::V,эряскодомс,急忙
864,sich beeilen::V,эряскодомс,赶快
865,sausen::V,лиемс,疾驰
866,rennen::V,арнемс,奔跑
867,springen::V,комотнемс,跳
868,klettern::V,ку́цемс,攀缘
869,schaukeln::V,нюрямс,荡秋千
870,kriechen::V,шаштомс комада,爬行
871,schwimmen::V,уемс,游泳
872,tauchen::V,юпиемс,潜水
873,tauchen::V,чёпафнемс,潜水
874,rudern::V,па́немс ве́неж,划船
875,fahren::V,ардомс,行驶
876,fliegen::V,лиемс,飞
877,gehen::V,молемс,走
878,weggehen::V,тумс,离去
879,abfahren::V,тумс,出发
880,anhalten::V,лоткамс,停住
881,hineingehen::V,сува́мс,进去
882,eintreten::V,сува́мс,进入
883,kommen::V,самс,来
884,ankommen::V,самс,到达
885,ankommen::V,пачкодемс,到达
886,zurückkommen::V,мърдамс,回来
887,bleiben::V,иля́домс,停留
888,warten::V,учемс,等
889,erwarten::V,учемс,等候
890,suchen::V,вешемс,找
891,finden::V,мумс,找到
892,versuchen::V,варчсемс,尝试
893,vorbereiten::V,анокламс,预备
894,lieben::V,кельгомс,爱
895,mögen::V,кельгомс,喜欢
896,lachen::V,рахамс,笑
897,lachen::V,рахсемс,笑
898,rühren::V,токамс седи,
899,weinen::V,авардемс,哭
900,schimpfen::V,сюцемс,骂
901,sich ärgern::V,кяжиямс,生气
902,sich fürchten::V,пелемс,害怕
903,fürchten::V,пелемс,害怕
904,fliehen::V,ворьгодемс,逃走
905,flüchten::V,ша́домс,逃跑
906,flüchten::V,во́рьгодемс,逃跑
907,sehen::V,няемс,看
908,anschauen::V,ваномс,注视
909,ansehen::V,ваномс,注视
910,hören::V,марямс,听
911,zuhören::V,ку́лхдоньомс,倾听
912,probieren::V,варжамс,尝
913,riechen::V,никса́мс,闻
914,fühlen::V,марямс,感到
915,scheinen::V,ня́евомс,照耀
916,zu sehen sein::V,ня́евомс,可以看到
917,vernehmen::V,марямс,审讯
918,frieren::V,паломс,觉得冷
919,frieren::V,кельмомс,觉得冷
920,tun::V,тиемс,作
921,können::V,маштомс,能
922,wollen::V,-не-,要
923,anfangen::V,ушедомс,开始
924,beenden::V,аде́ламс,结束
925,aufhören::V,лоткамс,停止
926,gelingen::V,удалакшнемс,成功
927,geraten::V,лисемс,陷于
928,öffnen::V,панжемс,打开
929,schließen::V,сёлгомс,关
930,stellen::V,путомс,放
931,setzen::V,озафнемс,放
932,setzen::V,озавтнемс,放
933,legen::V,путомс,摆
934,berühren::V,токамс,触
935,verbinden::V,сотомс,联结
936,bedecken::V,комачамс,覆盖
937,bedecken::V,вельхтямс,覆盖
938,aufhängen::V,повфтамс,挂
939,anzünden::V,крьвя́стемс,点
940,aufheben::V,кеподемс,拾起
941,aufheben::V,касфтомс,拾起
942,zurücklassen::V,ка́домс,遗留
943,verlieren::V,юма́фтомс,丧失
944,fallen lassen::V,прафтомс,让掉下
945,machen::V,тиемс,做
946,herstellen::V,анокламс,生产
947,bauen::V,путомс,建造
948,reparieren::V,петемс,修理
949,verbessern::V,цебярьгофтомс,改进
950,ändern::V,полафтомс,改变
951,graben::V,шу́вомс,挖
952,graben::V,та́ргамс,挖
953,beugen::V,мяндемс,弯下
954,biegen::V,комафтомс,弯
955,drehen::V,шо́вамс,转动
956,drehen::V,ша́рфнемс,转动
957,wenden::V,ша́рфтомс,转动
958,umdrehen::V,шарфтомс,转动
959,heben::V,ке́подемс,举起
960,hochheben::V,ке́подемс,抬高
961,hochheben::V,ка́сфтомс,抬高
962,ergreifen::V,фатямс,抓住
963,halten::V,кирдемс,拿着
964,drücken::V,люпшта́мс,压
965,schieben::V,шашфтомс,推
966,kratzen::V,а́нгорямс,搔
967,kratzen::V,киськоря́мс,搔
968,lecken::V,нолсемс,舔
969,beißen::V,сускомс,咬
970,abreißen::V,сяземс,撕下
971,abschneiden::V,керомс,切断
972,binden::V,сотомс,捆
973,stecken::V,сялгомс,插
974,brechen::V,си́ннемс,断裂
975,brechen::V,ка́лафтомс,断裂
976,klopfen::V,чакамс,敲
977,klopfen::V,чакиемс,敲
978,hauen::V,шавомс,揍
979,hauen::V,пиксомс,揍
980,kleben::V,пе́тфнемс,粘
981,reiben::V,шо́вамс,摩擦
982,streichen::V,вадемс,涂
983,schleifen::V,шо́вамс,拖曳
984,schneiden::V,керомс,切
985,rütteln::V,та́рфтомс,颠簸
986,schütteln::V,шука́демс,摇动
987,schwenken::V,яфодемс,摇动
988,schütten::V,каямс,倒
989,schütten::V,нюрьхтя́мс,倒
990,füllen::V,пяшкодемс,填满
991,einwickeln::V,тапардамс,包
992,tragen::V,кандомс,提
993,schleppen::V,ускомс,扛
994,ziehen::V,ускомс,拉
995,aufbewahren::V,ванфтомс,保存
996,werfen::V,ёрямс,扔
997,fangen::V,кунда́мс,捕捉
998,packen::V,фатямс,抓住
999,verstecken::V,кяшемс,藏
1000,teilen::V,явомс,分
1001,schicken::V,кучемс,派遣
1002,bringen::V,кандомс,带来
1003,bringen::V,пачфтемс,带来
1004,hinzufügen::V,пу́томс та́га,添加
1005,hinzufügen::V,ма́ксомс та́га,添加
1006,bekommen::V,сявомс,得到
1007,erhalten::V,сявомс,接到
1008,nehmen::V,сявомс,拿
1009,wählen::V,ко́чкамс,挑选
1010,auswählen::V,кочкамс,选择
1011,bewahren::V,ванфтомс,保持
1012,behindern::V,шорямс,防碍
1013,verderben::V,коламс,败坏
1014,verderben::V,гастямс,败坏
1015,beschädigen::V,тиендемс зиян,损坏
1016,zerbrechen::V,тапамс,破碎
1017,zerreißen::V,сяземс,撕碎
1018,zerstören::V,ка́лафтомс,毁坏
1019,verbrennen::V,пълхта́мс,燃烧
1020,geben::V,ма́ксомс,给
1021,reichen::V,максомс,递给
1022,schenken::V,каземс,赠送
1023,versprechen::V,ма́ксомс вал,许诺
1024,wünschen::V,арьсемс,祝
1025,loben::V,шна́мс,表扬
1026,küssen::V,палсемс,亲
1027,wiegen::V,нюря́фтомс,轻摇
1028,zudecken::V,вельхтямс,盖上
1029,wecken::V,стя́фтомс,唤起
1030,wecken::V,съ́ргозьфтемс,唤起
1031,zeigen::V,няфтемс,指
1032,führen::V,вятемс,带领
1033,lehren::V,тонафтомс,教
1034,unterrichten::V,тонафтомс,讲课
1035,aufziehen::V,касфтомс,抚养
1036,leiten::V,вятемс,领导
1037,antreiben::V,вятемс,催促
1038,lassen::V,кошардомс,让
1039,einladen::V,тердемс,邀请
1040,einladen::V,серьгядемс,邀请
1041,vereinigen::V,пуроптомс,统一
1042,vereinigen::V,кочкамс марса,统一
1043,besuchen::V,варжамс,参观
1044,treffen::V,васьфтомс,会面
1045,sich versammeln::V,кочкавомс,聚集
1046,spielen::V,налхксемс,玩
1047,singen::V,морамс,唱歌
1048,tanzen::V,кштимс,跳舞
1049,sich trennen::V,явомс,分别
1050,verlassen::V,кадондомс,离开
1051,retten::V,идемс,救
1052,retten::V,араламс,救
1053,bewachen::V,ваномс,守卫
1054,schützen::V,а́раламс,保护
1055,verteidigen::V,а́раламс,保卫
1056,sich schlagen::V,тюремс,打架
1057,schießen::V,ляцемс,射击
1058,siegen::V,сяськомс,获胜
1059,ärgern::V,кяжияфтомс,激怒
1060,schlagen::V,токамс,打
1061,treten::V,тапамс,踢
1062,stechen::V,пупамс,刺
1063,stechen::V,сялгомс,刺
1064,stoßen::V,тостядемс,撞
1065,stehlen::V,саламс,盗窃
1066,stören::V,шорсемс,干扰
1067,belästigen::V,токсамс,打搅
1068,belästigen::V,аф кадомс ваймама,打搅
1069,verbergen::V,кяшемс,隐藏
1070,täuschen::V,васькафтомс,欺骗
1071,täuschen::V,кяльготнемс,欺骗
1072,betrügen::V,васькафнемс,欺骗
1073,töten::V,шавомс,杀
1074,töten::V,аде́ламс,杀
1075,wohnen::V,эрямс,居住
1076,arbeiten::V,покодемс,工作
1077,sammeln::V,кочкамс,收集
1078,sammeln::V,пу́роптомс,收集
1079,pflücken::V,фатнемс,采
1080,pflücken::V,нотфнемс,采
1081,jagen::V,кунда́мс,打猎
1082,fischen::V,калонь кунда́мс,捕鱼
1083,fassen::V,кунда́мс,捉住
1084,hüten::V,ваномс,守护
1085,treiben::V,панемс,漂
1086,anbinden::V,сотомс,拴
1087,füttern::V,трямс,喂
1088,füttern::V,а́ндомс,喂
1089,melken::V,потямс,挤奶
1090,hacken::V,лазондомс,剁细
1091,gießen::V,валомс,浇
1092,reifen::V,кенеремс,成熟
1093,zubereiten::V,анокламс,
1094,kochen::V,пидемс,煮
1095,backen::V,пидемс,烤
1096,braten::V,пуштомс,煎
1097,umrühren::V,шорямс,搅拌
1098,stricken::V,кодамс,织
1099,nähen::V,стамс,缝
1100,färben::V,а́рхтомс,染色
1101,reinigen::V,ва́ткамс,清洁
1102,reinigen::V,а́роптомс,清洁
1103,waschen::V,муськомс,洗
1104,abwischen::V,нардамс,擦掉
1105,spülen::V,оргалдомс,清洗
1106,fegen::V,тяемс,扫
1107,kehren::V,тяемс,打扫
1108,baden::V,э́шелямс,给...洗澡
1109,sich waschen::V,штамс,洗澡
1110,ausziehen::V,кайсефтемс,脱
1111,anziehen::V,ща́фтомс,穿
1112,sich anziehen::V,щамс,穿衣
1113,kämmen::V,се́ендемс,梳
1114,schmücken::V,на́ряжамс,装饰
1115,schmücken::V,ма́зоптомс,装饰
1116,sagen::V,азомс,说
1117,sagen::V,мярьгомс,说
1118,sprechen::V,корхтамс,说
1119,reden::V,корхнемс,讲
1120,sich unterhalten::V,корхнемс,聊天
1121,fragen::V,ки́зефтемс,问
1122,bitten::V,а́намс,请
1123,bitten::V,ве́шемс,请
1124,erzählen::V,а́зондомс,叙述
1125,mitteilen::V,азомс,通知
1126,nennen::V,лемдемс,叫做
1127,nennen::V,путомс лем,叫做
1128,rufen::V,серьгядемс,叫
1129,prahlen::V,шна́фтомс пря́,吹牛
1130,übersetzen::V,ётафтомс,翻译
1131,denken::V,арьсемс,想
1132,glauben::V,кемамс,以为
1133,bemerken::V,ня́емс,发觉
1134,erkennen::V,содамс,识别
1135,begreifen::V,сатомс,理解
1136,verstehen::V,шарьхкодемс,明白
1137,lernen::V,тонафнемс,学
1138,wissen::V,со́дамс,知道
1139,sich erinnern an::V,лятфтамс,回忆
1140,vergessen::V,юкстамс,忘记
1141,messen::V,ункснемс,测量
1142,zählen::V,лу́вомс,数
1143,zählen::V,а́рьсемс,数
1144,rechnen::V,лувомс,计算
1145,lesen::V,лувомс,读
1146,lesen::V,морафтомс,读
1147,malen::V,рисова́ндамс,画
1148,zeichnen::V,рисова́ндамс,绘制
1149,schreiben::V,сёрмадомс,写
1150,besitzen::V,улемс азоркс,占有
1151,kaufen::V,рамамс,买
1152,verkaufen::V,мимс,卖
1153,bezahlen::V,пандомс,付钱
1154,zahlen::V,па́ндомс,支付
1155,beherrschen::V,азорондамс,统治
1156,ertragen::V,кирдемс,忍耐
1157,Netz::N,,网
