,Concept_ID,el,te
635,richtig::A,σωστός,సరియైన
636,schlimm::A,άσχημος,అసహ్యమైన
637,wahr::A,αληθής,నిజమైన
638,wahr::A,αληθινός,నిజమైన
639,alt::A,παλιός,ముసలి
640,neu::A,νέος,క్రొత్త
641,neu::A,καινούργιος,క్రొత్త
642,ehemalig::A,παλιός,పూర్వపు
643,alt[Lebewesen]::A,γέρος,ముసలి
644,jung::A,νέος,పసి
645,arm::A,φτωχός,బీద
646,reich::A,πλούσιος,ధనవంతుడైన
647,bekannt::A,γνωστός,తెలిసిన
648,berühmt::A,περίφημος,ప్రపిద్దికెక్కివ
649,berühmt::A,ξακουσμένος,ప్రపిద్దికెక్కివ
650,fremd::A,ξένος,అన్యమైన
651,verschieden::A,διαφορετικός,భేదమైన
652,nah::A,κοντινός,దగ్గఱనున్న
653,fern::A,μακριά,దూరమందున్న
654,linker::A,αριστερός,ఎడమప్రక్కగ
655,rechter::A,δεξιός,కుడి
656,anderer::A,άλλος,వేఱ్తెన
657,erster::A,πρώτος,మొదటి
658,zweiter::A,δεύτερος,రెండన
659,dritter::A,τρίτος,మూడో
660,letzter::A,τελευταίος,కడపటి
661,allein::ADV,μόνος,ఒంటిగా
662,auf einmal::ADV,εφάπαξ,హరాత్తుగ
663,zusammen::ADV,μαζί,కలిసి
664,lange::ADV,πολύν καιρό,బహుకాలము
665,plötzlich::ADV,έξαφνα,హరాత్తుగ
666,sofort::ADV,αμέσως,తక్షణము
667,später::ADV,αργότερα,ఇటీవలి
668,jetzt::ADV,τώρα,ఇప్పుడు
669,heute::ADV,σήμερα,నేడు
670,morgen::ADV,αύριο,ఱేపు
671,bald::ADV,σε λίγο,శీఘ్రముగ
672,bald::ADV,εντός ολίγου,శీఘ్రముగ
673,dann::ADV,ύστερα,అప్పుడు
674,gestern::ADV,χτες,నిన్నటి దినము
675,einst::ADV,ποτέ,పూర్వమొకప్పుడు
676,einst::ADV,άλλοτε,పూర్వమొకప్పుడు
677,damals::ADV,τότε,అప్పుడు
678,danach::ADV,μετά,అప్పుడు
679,danach::ADV,ύστερα,అప్పుడు
680,vorher::ADV,πριν,ఎదుట
681,vorher::ADV,προηγουμένως,ఎదుట
682,zuerst::ADV,πρώτα,మొదటిలో
683,einmal::ADV,μία φορά,ఒకసారి
684,manchmal::ADV,κάποτε,అప్పటప్పటికి
685,oft::ADV,συχνά,తఱచుగా
686,oft::ADV,πολλές φορές,తఱచుగా
687,immer::ADV,πάντα,ఎల్లప్పుడు
688,immer::ADV,πάντοτε,ఎల్లప్పుడు
689,niemals::ADV,ποτέ,ఎప్పుడునులేదు
690,hier::ADV,εδώ,ఇక్కడ
691,hierhin::ADV,εδώ,ఇక్కడకు
692,von hier::ADV,από δω,ఇక్కడనుండి
693,dort::ADV,εκεί,అక్కడ
694,dorthin::ADV,προς τα κει,అక్కడికి
695,geradeaus::ADV,κατευθείαν,సూటిగా
696,vorwärts::ADV,εμπρός,ముందుకు
697,rückwärts::ADV,πίσω,వెనుకకు
698,zurück::ADV,πίσω,వెనుకభాగము
699,unten::ADV,κάτω,క్రింద
700,hinab::ADV,προς τα κάτω,కిందికి
701,oben::ADV,πάνω,మీద
702,oben::ADV,επάνω,మీద
703,hinauf::ADV,προς τα πάνω,పైకి
704,überall::ADV,παντού,అంతటా
705,nicht::ADV,δεν,కాదు
706,ein wenig::ADV,λιγάκι,కొంచెము
707,kaum::ADV,μόλις,చాలిచాలక
708,sehr::ADV,πολύ,చాల
709,so::ADV,έτσι,ఆలాగున
710,noch::ADV,ακόμα,ఇప్పటికిని
711,nur::ADV,μόνο,మాత్రము
712,schon::ADV,ήδη,ఇదివఱకే
713,schon::ADV,κιόλας,ఇదివఱకే
714,wieder::ADV,ξανά,తిరిగి
715,vergebens::ADV,μάταια,నిష్ఫలముగా
716,vor::PRP,μπροστά σε,ముందు
717,vor::PRP,μπροστά από,ముందు
718,hinter::PRP,πίσω από ,వెనుక
719,unter::PRP,υπό,క్రింద
720,unter::PRP,κάτω από,క్రింద
721,durch::PRP,διά,ద్వారా
722,durch::PRP,διά μέσου,ద్వారా
723,neben::PRP,δίπλα σε,దగ్గెర
724,zwischen::PRP,μεταξύ,మధ్య
725,zwischen::PRP,ανάμεσα σε,మధ్య
726,wegen::PRP,για,కారణంగా
727,wegen::PRP,λόγω,కారణంగా
728,dies::PRN,αυτό,ఇది
729,das::PRN,το,అది
730,alles::PRN,όλα,సకలము
731,ich::PRN,εγώ,నేను
732,du::PRN,σύ,నీవు
733,du::PRN,εσύ,నీవు
734,er::PRN,αυτός,అతడు
735,wir::PRN,εμείς,మనము
736,ihr::PRN,εσείς,మీరు
737,sie::PRN,αυτοί,వారు
738,was::FPRN,τι,ఏమి
739,wer::FPRN,ποιος,ఎవడు
740,wo::FADV,πού,ఎక్కడ
741,wohin::FADV,πού,ఎందుకు
742,wohin::FADV,για πού,ఎందుకు
743,wie::FADV,πώς,ఎట్టు
744,warum::FADV,γιατί,ఏల
745,wieviel::FNUM,πόσος,ఎంత
746,eins::NUM,ένα,ఒకటి
747,zwei::NUM,δύο,రెండు
748,drei::NUM,τρία,మూడు
749,drei::NUM,τρεις,మూడు
750,vier::NUM,τέσσερα,నాలుగు
751,vier::NUM,τέσσερις,నాలుగు
752,fünf::NUM,πέντε,అయిదు
753,sechs::NUM,έξι,ఆఱు
754,sieben::NUM,εφτά,ఏరు
755,acht::NUM,οχτώ,ఎనిమదు
756,neun::NUM,εννιά,తొమ్మిది
757,zehn::NUM,δέκα,పది
758,elf::NUM,έντεκα,పదునొకొండు
759,zwölf::NUM,δώδεκα,పండ్రండు
760,zwanzig::NUM,είκοσι,ఇరుపది
761,dreißig::NUM,τριάντα,ముప్పది
762,vierzig::NUM,σαράντα,నలువది
763,fünfzig::NUM,πενήντα,ఏబది
764,sechzig::NUM,εξήντα,అరుపది
765,siebzig::NUM,εβδομήντα,డెబ్బది
766,achtzig::NUM,ογδόντα,ఎనుబది
767,neunzig::NUM,ενενήντα,తొంబది
768,hundert::NUM,εκατό,నూఱు
769,tausend::NUM,χίλιοι,వేయి
770,und::CNJ,και,మఱియు
771,oder::CNJ,ή,లేక
772,stehen::V,στέκομαι,నిలుచు
773,stehen::V,είμαι όρθιος,నిలుచు
774,sitzen::V,κάθομαι,కూర్చుండు
775,liegen::V,είμαι ξαπλωμένος,పండుకొనుట
776,hängen::V,κρέμομαι,వ్రేలాడదీయు
777,werden::V,γίνομαι,అగు
778,passieren::V,συμβαίνω,సంభవించు
779,beginnen::V,αρχίζω,ఆరంభించు
780,enden::V,τελειώνω,తీరుట
781,wechseln::V,αλλάζω,మార్చు
782,aufgehen[Sonne]::V,βγαίνω,ఉదయించు
783,aufgehen[Sonne]::V,ανατέλλω,ఉదయించు
784,untergehen[Sonne]::V,δύω,అస్తమించు
785,untergehen[Sonne]::V,βασιλεύω,అస్తమించు
786,scheinen[Sonne]::V,λάμπω,ప్రకాశించు
787,donnern::V,βροντώ,ఉరుముట
788,wehen::V,φυσώ,దురద్పప్టము
789,strömen::V,ρέω,పారుట
790,strömen::V,τρέχω,పారుట
791,fließen::V,ρέω,ప్రవహించు
792,sich drehen::V,γυρίζω,తిరుగు
793,sich drehen::V,στρέφομαι,తిరుగు
794,schwanken::V,ταλαντεύομαι,ఆడించుట
795,schwingen::V,αιωρούμαι,ఊగుట
796,schwingen::V,ταλαντεύομαι,ఊగుట
797,fallen::V,πέφτω,పడు
798,brennen::V,καίω,కాలుట
799,rauchen::V,καπνίζω,పొగసుట
800,regnen::V,βρέχω,కురిపించుట
801,gefrieren::V,παγώνω,గడ్డకట్టు
802,tauen::V,λειώνω,కరగు
803,schmelzen::V,λειώνω,కరగు
804,trocknen::V,στεγνώνω,యెండుట
805,sieden::V,βράζω,ఉడుకు
806,faulen::V,σαπίζω,క్రుళ్లు
807,verfaulen::V,σαπίζω,క్షిణించు
808,reißen::V,σχίζω,చించు
809,versinken::V,βουλιάζω,మునుగు
810,versinken::V,βυθίζομαι,మునుగు
811,vergehen::V,περνώ,సంభవించు
812,erscheinen::V,εμφανίζομαι,కనబడు
813,verschwinden::V,χάνομαι,అదృశ్యమగు
814,verschwinden::V,εξαφανίζομαι,అదృశ్యమగు
815,sinken::V,κατεβαίνω,ముణుగుట
816,abnehmen::V,μειώνομαι ,తగ్గు
817,zunehmen::V,αυξάνω,పెరుగుట
818,zunehmen::V,μεγαλώνω,పెరుగుట
819,steigen::V,ανεβαίνω,లేచు
820,wachsen::V,μεγαλώνω,పెరుగు
821,glänzen::V,γυαλίζω,ప్రకాశించు
822,funkeln::V,αστράφτω,ప్రకాశించు
823,funkeln::V,σπιθοβολώ,ప్రకాశించు
824,lärmen::V,θορυβώ,అరుచుట
825,läuten::V,χτυπώ ,మేళవించుట
826,klingeln::V,κουδουνίζω,వాయించుట
827,klirren::V,κουδουνίζω,ఘంటానాదము
828,brausen::V,βουΐζω,గర్జించు
829,rauschen::V,βουΐζω,చటచటమనుట
830,klingen::V,ηχώ,ధ్వనించుట
831,bellen::V,γαυγίζω,అఱచు
832,heulen::V,ουρλιάζω,కూయు
833,blasen::V,φυσώ,దురద్పప్టము
834,pfeifen::V,σφυρίζω,ఈలవేయు
835,schreien::V,κραυγάζω,అఱచు
836,stöhnen::V,βογγώ,మూలుగు
837,zittern::V,τρέμω,వణకు
838,leben::V,ζω,జీవించుట
839,geboren werden::V,γεννιέμαι,పుట్టుట
840,atmen::V,αναπνέω,ఉపిరి తీయు
841,trinken::V,πίνω,త్రాగు
842,essen::V,τρώω,తిను
843,schlucken::V,καταπίνω,మ్రింగు
844,müde werden::V,κουράζομαι,అలయు
845,einschlafen::V,αποκοιμιέμαι,నిద్రించు
846,schlafen::V,κοιμάμαι,నిద్రురించు
847,aufwachen::V,ξυπνώ,మేలుకొను
848,aufstehen::V,σηκώνομαι,లేచు
849,sich erholen::V,ξεκουράζομαι,నడ్డి వాల్చు
850,krank werden::V,αρρωσταίνω,జబ్బుపడు
851,krank sein::V,ασθενώ,జబ్బు చేయు
852,schmerzen::V,πονώ,నొచ్చుట
853,husten::V,βήχω,దగ్గుట
854,genesen::V,θεραπεύομαι,కుదురుట
855,sterben::V,πεθαίνω,మరణించు
856,umkommen::V,πεθαίνω,నశించు
857,sich bewegen::V,κουνιέμαι,కదలు
858,sich rühren::V,σαλεύω,కదలు
859,sich erheben::V,επαναστατώ,లేచు
860,sich setzen::V,κάθομαι,కూర్చుణ్డు
861,hinfallen::V,πέφτω κάτω,దొర్లు
862,laufen::V,τρέχω,నడచు
863,schreiten::V,βαδίζω,అడుగుపెట్టుట
864,spazierengehen::V,κάνω βόλτα,పచారు చేయు
865,spazierengehen::V,πηγαίνω περίπατο,పచారు చేయు
866,eilen::V,σπεύδω,తొందరపడు
867,sich beeilen::V,βιάζομαι,త్వరపెట్టు
868,sausen::V,τρέχω γρήγορα,విసరికొట్టు
869,rennen::V,τρέχω,పరుగెత్తు
870,springen::V,πηδώ,దుముకు
871,klettern::V,σκαρφαλώνω,ఎక్కు
872,schaukeln::V,κουνιέμαι,ఉయ్యాల ఊగు 
873,kriechen::V,έρπω,ప్రాకు
874,kriechen::V,σέρνομαι,ప్రాకు
875,schwimmen::V,κολυμπώ,ఈదు
876,tauchen::V,βουτώ,మునుగు
877,rudern::V,κωπηλατώ,తెడ్లతోఁగడపు
878,fahren::V,πηγαίνω,నడపు
879,fliegen::V,πετώ,ఎగురు
880,gehen::V,βαδίζω,పోవు
881,gehen::V,πηγαίνω,పోవు
882,weggehen::V,φεύγω,బయలుదేరు
883,abfahren::V,ξεκινώ,విడిచిపోవు
884,abfahren::V,αναχωρώ,విడిచిపోవు
885,anhalten::V,σταματώ,నిలుపు
886,hineingehen::V,μπαίνω,ప్రవేశించు
887,eintreten::V,μπαίνω,ప్రవేశించు
888,eintreten::V,εισέρχομαι,ప్రవేశించు
889,kommen::V,έρχομαι,వచ్చు
890,ankommen::V,φτάνω,వచ్చి చేరు
891,zurückkommen::V,επιστρέφω,తిరిగీవచ్చుట
892,bleiben::V,μένω,ఉండు
893,warten::V,περιμένω,కనిపెట్టు
894,erwarten::V,αναμένω,నిరిక్షించు
895,erwarten::V,περιμένω,నిరిక్షించు
896,suchen::V,ψάχνω,వెదకు
897,finden::V,βρίσκω,కనుగొను
898,versuchen::V,προσπαθώ,ప్రయత్నించు
899,vorbereiten::V,προετοιμάζω,తయారుచేయు
900,lieben::V,αγαπώ,ప్రేమించు
901,mögen::V,μου αρέσει,ఇష్టపడు
902,lachen::V,γελώ,నవ్వు
903,rühren::V,συγκινώ,గుండె తాకు
904,weinen::V,κλαίω,వీడ్చు
905,schimpfen::V,βρίζω,గొణుగు
906,sich ärgern::V,θυμώνω,అలుగు
907,sich fürchten::V,φοβάμαι,భయపడు
908,fürchten::V,φοβάμαι,భయపడు
909,fliehen::V,φεύγω,పాఱిపోపు
910,flüchten::V,δραπετεύω,తప్పించుకొను
911,sehen::V,βλέπω,చూచు
912,anschauen::V,κοιτάζω,చూచు
913,ansehen::V,βλέπω,కాచియుండు
914,hören::V,ακούω,విను
915,zuhören::V,ακούω,విను
916,probieren::V,δοκιμάζω,చవిచూచుట
917,riechen::V,μυρίζω,వాసనచూచు
918,riechen::V,οσφραίνομαι,వాసనచూచు
919,fühlen::V,αισθάνομαι,స్పర్శించుట
920,scheinen::V,φαίνομαι,కనబడు
921,zu sehen sein::V,φαίνομαι,చూవు
922,vernehmen::V,ακούω,విను
923,vernehmen::V,μαθαίνω,విను
924,frieren::V,κρυώνω,చలికి వడకు
925,tun::V,κάνω,చేయు
926,können::V,ξέρω,గల
927,können::V,μπορώ,గల
928,wollen::V,θέλω,కోరు
929,anfangen::V,αρχίζω,ఆరంభించు
930,beenden::V,τελειώνω,ముగించు
931,aufhören::V,παύω,నిలుపు
932,gelingen::V,πετυχαίνω,గెలుపాందు
933,geraten::V,γίνομαι,వెలువడు
934,öffnen::V,ανοίγω,తెఱచు
935,schließen::V,κλείνω,మూయు
936,stellen::V,θέτω,ఉంచు
937,setzen::V,θέτω,ఉంచు
938,legen::V,θέτω,పెట్టు
939,berühren::V,εγγίζω,తాకు
940,verbinden::V,συνδέω,చేర్చుట
941,bedecken::V,σκεπάζω,మూయు
942,aufhängen::V,κρεμώ,వ్రేలాడదీయు
943,anzünden::V,ανάβω,వెలిగించు
944,aufheben::V,σηκώνω,సేకరించు
945,zurücklassen::V,εγκαταλείπω,విడుచు
946,verlieren::V,χάνω,పోగొట్టుకొను
947,fallen lassen::V,αφήνω να πέσει,జాఱవిడుచు
948,machen::V,κάνω,చేయు
949,machen::V,φτιάχνω,చేయు
950,herstellen::V,κατασκευάζω,ఉత్పత్తిచేయు
951,bauen::V,χτίζω,నిర్మించు
952,bauen::V,οικοδομώ,నిర్మించు
953,reparieren::V,επισκευάζω,సరిచేయు
954,reparieren::V,επιδιορθώνω,సరిచేయు
955,verbessern::V,βελτιώνω,వృద్ధి చేయు
956,verbessern::V,καλυτερεύω,వృద్ధి చేయు
957,ändern::V,αλλάζω,మార్చు
958,graben::V,σκάβω,త్రవ్వు
959,beugen::V,λυγίζω,వంచు
960,biegen::V,κάμπτω,వంచు
961,drehen::V,στρέφω,నూలువడుకు
962,wenden::V,γυρίζω,త్రిప్పు
963,umdrehen::V,γυρίζω,త్రిప్పు
964,heben::V,υψώνω,ఎత్తు
965,heben::V,σηκώνω,ఎత్తు
966,hochheben::V,υψώνω,ఎత్తు
967,hochheben::V,σηκώνω,ఎత్తు
968,ergreifen::V,πιάνω,వశపఱచుకొను
969,ergreifen::V,αρπάζω,వశపఱచుకొను
970,halten::V,βαστώ,ఉంచు
971,drücken::V,πιέζω,అణచు
972,schieben::V,σπρώχνω,నొక్కు
973,kratzen::V,γρατσουνίζω,గోకు
974,lecken::V,γλείφω,నాకు
975,beißen::V,δαγκάνω,కఱచు
976,abreißen::V,κόβω,తెగతెంచు
977,abreißen::V,σχίζω,తెగతెంచు
978,abschneiden::V,αποκόπτω,తెగకొట్టు
979,binden::V,δένω,కట్టు
980,stecken::V,χώνω,తగులుకొనివుండుట
981,brechen::V,σπάζω,పగులగొట్టు
982,klopfen::V,χτυπώ,కొట్టు
983,klopfen::V,τινάζω,కొట్టు
984,hauen::V,χτυπώ,కొట్టు
985,kleben::V,κολλώ,అంటుకొను
986,reiben::V,τρίβω,రాచు
987,streichen::V,αλείφω,వ్యాపింపజేయు
988,schleifen::V,ακονίζω,రాచు
989,schneiden::V,κόβω,కోయు
990,rütteln::V,σείω,కుదిలించుట
991,rütteln::V,τινάζω,కుదిలించుట
992,schütteln::V,σείω,కదల్చు
993,schütteln::V,κουνώ,కదల్చు
994,schwenken::V,κουνώ,ఊచుట
995,schütten::V,χύνω,పోయు
996,füllen::V,γεμίζω,నింపు
997,einwickeln::V,τυλίγω,చుట్టు
998,tragen::V,φέρνω,మోయు
999,schleppen::V,κουβαλώ,ఈడ్చు
1000,ziehen::V,τραβώ,ఈడ్చు
1001,aufbewahren::V,φυλάω,కాపాడు
1002,werfen::V,ρίχνω,విసరు
1003,fangen::V,πιάνω,పట్టుకొను
1004,packen::V,τσακώνω,పట్టుకొను
1005,verstecken::V,κρύβω,దాచు
1006,teilen::V,μερίζω,భాగించు
1007,schicken::V,στέλνω,పంపు
1008,bringen::V,φέρνω,తెచ్చు
1009,hinzufügen::V,προσθέτω,చేర్చు
1010,bekommen::V,προσκομίζω,సంపాదించు
1011,erhalten::V,παίρνω,పుచ్చుకొను
1012,erhalten::V,λαμβάνω,పుచ్చుకొను
1013,nehmen::V,πιάνω,తీసికొను
1014,nehmen::V,παίρνω,తీసికొను
1015,wählen::V,εκλέγω,ఇష్టపడు
1016,auswählen::V,διαλέγω,ఏరుకొను
1017,bewahren::V,διατηρώ,భద్రపఱుచు
1018,behindern::V,εμποδίζω,అడ్డగించుట
1019,verderben::V,χαλώ,చెఱచు
1020,beschädigen::V,ζημιώνω,చెరుపుట
1021,zerbrechen::V,σπάζω,పగులగొట్టు
1022,zerreißen::V,σχίζω,చించు
1023,zerstören::V,καταστρέφω,వాశనము చేయు
1024,verbrennen::V,καίω,కాల్చు
1025,geben::V,δίνω,ఇచ్చు
1026,reichen::V,δίνω,అందుకొనుట
1027,schenken::V,χαρίζω,అర్పించు
1028,versprechen::V,υπόσχομαι,వాగ్దత్తము చేయు
1029,wünschen::V,εύχομαι,కోరు
1030,loben::V,επαινώ,స్తుతించు
1031,küssen::V,φιλώ,ముద్దుపెట్టుకొను
1032,wiegen::V,κουνώ,ఊచుట
1033,wiegen::V,νανουρίζω,ఊచుట
1034,zudecken::V,σκεπάζω,మూయు
1035,wecken::V,ξυπνώ,నిద్రపలేపుట
1036,zeigen::V,δείχνω,చూవు
1037,führen::V,οδηγώ,దారిచూపు
1038,lehren::V,διδάσκω,బోధించు
1039,unterrichten::V,διδάσκω,నేర్పు
1040,aufziehen::V,ανατρέφω,పెంచు
1041,leiten::V,ηγούμαι,తీసుకపోవుట
1042,leiten::V,διευθύνω,తీసుకపోవుట
1043,antreiben::V,σπρώχνω,ప్రేరేపించు
1044,antreiben::V,παρακινώ,ప్రేరేపించు
1045,lassen::V,αφήνω,అనుమతించు
1046,einladen::V,προσκαλώ,ఆహ్వానించు
1047,vereinigen::V,ενώνω,కూడుట
1048,besuchen::V,επισκέπτομαι,పోయి చూచు
1049,treffen::V,συναντώ,కలియు
1050,sich versammeln::V,μαζεύομαι,కూర్చు
1051,spielen::V,παίζω,ఆట లాడు
1052,singen::V,τραγουδώ,పాడు
1053,tanzen::V,χορεύω,నృత్యముచేయు
1054,sich trennen::V,αποχωρίζομαι,ఎడబాయుట
1055,verlassen::V,εγκαταλείπω,విడుచు
1056,retten::V,σώζω,తప్పించుట
1057,bewachen::V,φρουρώ,కాపాడు
1058,schützen::V,προστατεύω,రక్షించు
1059,verteidigen::V,υπερασπίζω,రక్షించు
1060,sich schlagen::V,χτυπιέμαι,జగడమాడు
1061,schießen::V,πυροβολώ,కాల్చు
1062,siegen::V,νικώ,గెలుచు
1063,ärgern::V,τσαντίζω,పీడించుట
1064,schlagen::V,χτυπώ,కొట్టు
1065,treten::V,κλοτσώ,తన్ను
1066,stechen::V,τρυπώ,కుట్టు
1067,stoßen::V,ωθώ,గెంటు
1068,stoßen::V,σπρώχνω,గెంటు
1069,stehlen::V,κλέβω,దొంగిలించు
1070,stören::V,διαταράσσω,కలతపఱచు
1071,belästigen::V,ενοχλώ,పీడించు
1072,verbergen::V,κρύβω,దాచు
1073,täuschen::V,παραπλανώ,మోసము చేయు
1074,betrügen::V,απατώ,మోసపుచ్చు
1075,töten::V,σκοτώνω,చంపు
1076,töten::V,θανατώνω,చంపు
1077,wohnen::V,μένω,నివసించు
1078,wohnen::V,κατοικώ,నివసించు
1079,arbeiten::V,δουλεύω,పనిచేయు
1080,arbeiten::V,εργάζομαι,పనిచేయు
1081,sammeln::V,μαζεύω,ప్రోగుచేయు
1082,sammeln::V,συλλέγω,ప్రోగుచేయు
1083,pflücken::V,κόβω,యేరుట
1084,jagen::V,κυνηγώ,వేటాడు
1085,fischen::V,ψαρεύω,వెదకు
1086,fassen::V,πιάνω,పట్టుకొమ
1087,hüten::V,φυλάγω,మందచేరుట
1088,hüten::V,προσέχω,మందచేరుట
1089,treiben::V,οδηγώ,నడపు
1090,anbinden::V,δένω,కట్టు
1091,füttern::V,ταΐζω,భోజనము పెట్టు
1092,melken::V,αρμέγω,పాలు పితుకు
1093,hacken::V,κόβω,నఱకు
1094,gießen::V,ποτίζω,నీళ్ళుకట్టుట
1095,reifen::V,ωριμάζω,పండుట
1096,zubereiten::V,ετοιμάζω,వండు
1097,kochen::V,βράζω,వండు
1098,backen::V,ψήνω,రొట్టెకాల్చు
1099,braten::V,τηγανίζω,వేపు
1100,umrühren::V,ανακατεύω,కదులుట
1101,stricken::V,πλέκω,అల్లు
1102,nähen::V,ράβω,కుట్టు
1103,färben::V,βάφω,రంగు వేయు
1104,färben::V,χρωματίζω,రంగు వేయు
1105,reinigen::V,καθαρίζω,శుభ్రము చేయు
1106,waschen::V,πλένω,కడుగు
1107,abwischen::V,σφουγγίζω,తుడుచు
1108,spülen::V,ξεπλένω,నీటిలో జడించు
1109,fegen::V,σκουπίζω,ఊడ్చు
1110,kehren::V,σκουπίζω,ఊడ్చు
1111,baden::V,κάνω μπάνιο,స్నానము చేయు
1112,sich waschen::V,πλένομαι,కడుగు
1113,ausziehen::V,βγάζω,విప్పు
1114,anziehen::V,φορώ,ధరించు
1115,sich anziehen::V,ντύνομαι,బట్టలు వేసుకొను
1116,sich anziehen::V,ντύνομαι,తొడుగుకొను
1117,kämmen::V,χτενίζω,దువ్వుట
1118,schmücken::V,στολίζω,అలంకరించు
1119,sagen::V,λέω,చెప్పు
1120,sprechen::V,μιλώ,చెప్పు
1121,reden::V,μιλώ,మాటలాడు
1122,reden::V,κουβεντιάζω,మాటలాడు
1123,sich unterhalten::V,συνομιλώ,ముచ్చటలాడు
1124,sich unterhalten::V,κουβεντιάζω,ముచ్చటలాడు
1125,fragen::V,ρωτώ,ప్రశ్నించు
1126,bitten::V,ζητώ,కోరు
1127,bitten::V,παρακαλώ,కోరు
1128,erzählen::V,διηγούμαι,చెప్పు
1129,mitteilen::V,πληροφορώ,తెలియజేయు
1130,nennen::V,ονομάζω,పేరు వెట్టు
1131,rufen::V,φωνάζω,పిలుచు
1132,prahlen::V,καυχιέμαι,జల్లి
1133,übersetzen::V,μεταφράζω,తర్జుమాచేయు
1134,denken::V,σκέφτομαι,ఆలోచించు
1135,glauben::V,πιστεύω,నమ్ము
1136,bemerken::V,παρατηρώ,గుర్తించు
1137,erkennen::V,αναγνωρίζω,గుర్తించు
1138,begreifen::V,καταλαβαίνω,గ్రహించు
1139,verstehen::V,ακούω,గ్రహించు
1140,lernen::V,μαθαίνω,నేర్చు కొను
1141,wissen::V,ξέρω,తెలిసికొను
1142,sich erinnern an::V,θυμάμαι,జ్ఞాపకముంచుకొను
1143,vergessen::V,ξεχνώ,మఱచిపోవు
1144,messen::V,μετρώ,కొలుచుట
1145,zählen::V,μετρώ,లెక్కపెట్టు
1146,rechnen::V,λογαριάζω,లెక్కపెట్టు
1147,lesen::V,διαβάζω,చదువు
1148,malen::V,ζωγραφίζω,పూనుట
1149,zeichnen::V,σχεδιάζω,వ్రాసుట
1150,schreiben::V,γράφω,వ్రాయు
1151,besitzen::V,κατέχω,కలిగియుండు
1152,kaufen::V,αγοράζω,కొను
1153,verkaufen::V,πουλώ,అమ్ము
1154,bezahlen::V,πληρώνω,చెల్లించు
1155,zahlen::V,πληρώνω,చెల్లించు
1156,beherrschen::V,κυριαρχώ,ఏలు
1157,ertragen::V,βαστώ,భరించు
1158,ertragen::V,αντέχω,భరించు
