,Concept_ID,kv,hu
171,Schwarm::N,чукӧр,raj
172,Huhn::N,курӧг,tyúk
173,Hahn::N,петух,kakas
174,Hahn::N,ай курӧг,kakas
175,Gans::N,дзодзог,lúd
176,Gans::N,дзодзог,liba
177,Adler::N,куч,sas
178,Adler::N,кутш,sas
179,Ente::N,утка,kacsa
180,Eule::N,тупка,bagoly
181,Kranich::N,тури,daru
182,Krähe::N,рака,varjú
183,Kuckuck::N,кӧк,kakukk
184,Schwan::N,юсь,hattyú
185,Fisch::N,чери,hal
186,Barsch::N,ёкыш,sügér
187,Hecht::N,сирпинь,csuka
188,Schlange[Tier]::N,змей,kígyó
189,Wurm::N,номыр,kukac
190,Spinne::N,черань,pók
191,Ameise::N,кӧдзывкар,hangya
192,Laus::N,ляпа той,tetű
193,Mücke::N,ном,szúnyog
194,Fliege::N,гут,légy
195,Schmetterling::N,бабыв,lepke
196,Schmetterling::N,бабыв,pillangó
197,Beere::N,ягӧд,bogyó
198,Apfel::N,яблоко,alma
199,Pilz::N,тшак,gomba
200,Zwiebel::N,грез,hagyma
201,Saat::N,кӧдзыс,vetőmag
202,Korn::N,сю,mag
203,Korn::N,сю,szem
204,Heu::N,турун,széna
205,Schale::N,кыш,héj
206,Schale::N,киль,héj
207,Grube::N,яма,verem
208,Falle::N,нальк,csapda
209,Falle::N,кляпча,csapda
210,Schlinge::N,лӧч,tőr
211,Spur::N,туй,nyom
212,Asche::N,пӧим,hamu
213,Dreck::N,нять,sár
214,Dreck::N,нять,piszok
215,Eisen::N,кӧрт,vas
216,Gold::N,зарни,arany
217,Silber::N,язісь,ezüst
218,Kohle::N,шом,szén
219,Kohle::N,уголь,szén
220,Glas::N,стекло,üveg
221,Lehm::N,сёй,agyag
222,Lehm::N,сёй,vályog
223,Sand::N,лыа,homok
224,Mensch::N,морт,ember
225,Mann::N,мужик,úr
226,Mann::N,мужик,férfi
227,Frau::N,инька,nő
228,Frau::N,инька,asszony
229,Kind::N,кага,gyerek
230,Kind::N,кага,gyermek
231,Junge::N,зонка,fiú
232,Mädchen::N,нывкаок,lány
233,Familie::N,семья,család
234,Großvater::N,дед,nagyapa
235,Großmutter::N,баб,nagyanya
236,Eltern::N,ай-мам,szülők
237,Vater::N,ай,apa
238,Vater::N,ай,atya
239,Mutter::N,мам,anya
240,Sohn::N,зон,fiú
241,Tochter::N,ныв,lány
242,Bruder::N,вон,fivér
243,Bruder::N,вон,testvér
244,Schwester::N,сой,nővér
245,Schwester::N,сой,lánytestvér
246,Onkel::N,дядь,nagybácsi
247,Tante::N,айӧлӧн сой,nagynéni
248,Tante::N,ичинь,nagynéni
249,Ehemann::N,жӧник,férj
250,Ehefrau::N,инь,feleség
251,Freude::N,гаж,öröm
252,Freude::N,радъялӧм,öröm
253,Gelächter::N,сералӧм,nevetés
254,Gelächter::N,сералӧм,hahotázás
255,Glück::N,мичлун,boldogság
256,Kummer::N,шог,bánat
257,Wunsch::N,мӧдӧм,óhaj
258,Wunsch::N,охотитӧм,óhaj
259,Lust::N,охота,kedv
260,Geist::N,лов,elme
261,Geist::N,лов,szellem
262,Gedanke::N,дума,gondolat
263,Gedächtnis::N,тӧдвыв,emlékezet
264,Verstand::N,вежӧр,ész
265,Verstand::N,вежӧр,értelem
266,Sinn::N,ылӧс,értelem
267,Grund::N,мог,ok
268,Grund::N,мог,alap
269,Wahrheit::N,правда,igaz
270,Wahrheit::N,правда,igazság
271,Gespräch::N,сёрни,beszélgetés
272,Märchen::N,сказка,mese
273,Erzählung::N,висьт,elbeszélés
274,Nachricht::N,юӧр,hír
275,Nachricht::N,юӧр,híradás
276,Nachricht::N,висьталӧм,hír
277,Nachricht::N,висьталӧм,híradás
278,Neuigkeit::N,новость,újság
279,Name::N,ним,név
280,Rätsel::N,загадка,rejtvény
281,Rede::N,сёрни,beszéd
282,Rede::N,сёрни,szónoklat
283,Sprache::N,кыв,nyelv
284,Stimme::N,голос,hang
285,Wort::N,кыв,szó
286,Zeichen::N,пас,jel
287,Ruf::N,чуксӧм,kiáltás
288,Ruf::N,чукӧстӧм,kiáltás
289,Lärm::N,шум,zaj
290,Laut::N,шы,hang
291,Ton::N,гор,hang
292,Lied::N,сьыланкыв,dal
293,Lied::N,сьыланкыв,ének
294,Ruhe::N,спокой,csend
295,Ruhe::N,спокой,nyugalom
296,Leute::N,йӧз,emberek
297,Volk::N,йӧз,nép
298,Volk::N,народ,nép
299,Arbeit::N,удж,dolog
300,Gast::N,гӧсь,vendég
301,Geschenk::N,гӧснеч,ajándék
302,Geschenk::N,подарок,ajándék
303,Spiel::N,орсӧм,játék
304,Gesellschaft::N,компания,társaság
305,Hilfe::N,отсӧт,segítség
306,Freund::N,модз,barát
307,Freund::N,дружок,barát
308,Kamerad::N,тӧдса,társ
309,Angelegenheit::N,дело,ügy
310,Anzahl::N,лыд,szám
311,Art::N,пӧлӧс,faj
312,Art::N,пӧлӧс,fajta
313,Stück::N,тор,darab
314,Teil::N,юкӧм,rész
315,Hälfte::N,джын,fél
316,Kreis::N,круг,kör
317,Kreuz::N,перна,kereszt
318,Linie::N,визь,vonal
319,Strich::N,кырӧв,vonás
320,Abstand::N,колас,köz
321,Entfernung::N,ылына,távolság
322,Gegend::N,места,táj
323,Gegend::N,места,vidék
324,Platz::N,места,hely
325,Ort::N,места,hely
326,Seite::N,ладор,fél
327,Seite::N,ладор,oldal
328,Mitte::N,шӧр,közép
329,Gegenstand::N,тор,tárgy
330,Sache::N,тор,dolog
331,Rand::N,дор,szél
332,Rand::N,дор,perem
333,Rand::N,дор,szegély
334,Kante::N,ордлы,él
335,Ecke::N,пельӧс,sarok
336,Ecke::N,пельӧс,szöglet
337,Spitze::N,йыв,csúcs
338,Ende::N,йыв,vég
339,Loch::N,осьта,lyuk
340,Winkel::N,пельӧс,szög
341,Muster::N,сер,minta
342,Größe::N,ыжда,nagyság
343,Länge::N,кузя,hossz
344,Länge::N,кузя,hosszúság
345,Höhe::N,сувда,magasság
346,Höhe::N,вылына,magasság
347,Gewicht::N,сьӧкта,súly
348,Haufen::N,куча,halom
349,Reihe::N,лёдз,sor
350,Boot::N,пыж,csónak
351,Ruder::N,пелыс,evező
352,Schlitten::N,додь,szánkó
353,Ski::N,лямпа,sí
354,Lagerfeuer::N,бипур,tábortűz
355,Last::N,тягота,teher
356,Gang::N,мунӧм,járás
357,Schritt::N,вожмӧв,lépés
358,Norden::N,ой,észak
359,Süden::N,лун,dél
360,Westen::N,рытвыв,nyugat
361,Osten::N,асыв,kelet
362,Holz::N,пу,fa
363,Brett::N,пӧв,deszka
364,Platte::N,плита,lap
365,Platte::N,плита,lemez
366,Stütze::N,пика,támasz
367,Stütze::N,пика,támaszték
368,Stange::N,зор,rúd
369,Stange::N,зор,pózna
370,Stange::N,потш,rúd
371,Stange::N,потш,pózna
372,Stock::N,бедь,pálca
373,Stab::N,шест,bot
374,Rohr::N,труба,cső
375,Haus::N,керку,ház
376,Heim::N,керку,otthon
377,Ofen::N,пӧжавны,kályha
378,Fußboden::N,джодж,padló
379,Tisch::N,пызан,asztal
380,Stuhl::N,стул,szék
381,Wiege::N,зыбка,bölcső
382,Bett::N,кровать,ágy
383,Regal::N,джадж,polc
384,Regal::N,джадж,állvány
385,Kiste::N,ящик,láda
386,Fenster::N,ӧшын,ablak
387,Tür::N,ыбӧс,ajtó
388,Tor::N,ворота,kapu
389,Zaun::N,забор,kerítés
390,Dach::N,крыша,tető
391,Leiter::N,лиснич,létra
392,Besen::N,рос,seprű
393,Spaten::N,зыр,ásó
394,Schaufel::N,зыр,lapát
395,Gabel::N,вила,villa
396,Löffel::N,пань,kanál
397,Messer::N,пурт,kés
398,Nagel::N,кӧрттув,szeg
399,Netz::N,кыйӧт,háló
400,Haken::N,ем,kampó
401,Griff::N,пу,nyél
402,Griff::N,пу,fogantyú
403,Schloss::N,замок,zár
404,Bild::N,картина,kép
405,Figur::N,мыгӧр,alak
406,Puppe::N,акань,bábu
407,Beutel::N,мешӧк,zacskó
408,Bündel::N,нин,köteg
409,Tasche::N,сумка,táska
410,Eimer::N,ведра,vödör
411,Deckel::N,вевт,fedő
412,Deckel::N,вевт,fedél
413,Geschirr::N,доз,edény
414,Geschirr::N,бекӧрпань,edény
415,Sack::N,мешӧк,zsák
416,Tasse::N,бекӧр,csésze
417,Topf::N,кастрюля,fazék
418,Kessel::N,пӧрт,üst
419,Kessel::N,пӧрт,bogrács
420,Essen::N,сёйӧм,evés
421,Essen::N,сёйӧм,étkezés
422,Nahrung::N,вердан,ennivaló
423,Speise::N,сёян,étel
424,Fleisch::N,яй,hús
425,Getreide::N,сю,gabona
426,Brei::N,каша,pép
427,Brei::N,каша,kása
428,Brot::N,нянь,kenyér
429,Scheibe::N,шӧрӧм,szelet
430,Fett::N,гос,háj
431,Fett::N,гос,zsír
432,Butter::N,ви,vaj
433,Öl::N,ви,olaj
434,Salz::N,сов,só
435,Suppe::N,шыд,leves
436,Honig::N,ма,méz
437,Milch::N,йӧв,tej
438,Tee::N,чай,tea
439,Leder::N,кучик,bőr
440,Wolle::N,гӧн,gyapjú
441,Stoff::N,дӧра,szövet
442,Nadel::N,ем,tű
443,Faden::N,сунис,fonál
444,Knopf::N,кизь,gomb
445,Knoten::N,узӧв,csomó
446,Knoten::N,гӧрӧд,csomó
447,Farbe::N,краска,szín
448,Farbe::N,краска,festék
449,Kleidung::N,паськӧм,ruha
450,Kleidung::N,паськӧм,ruházat
451,Hemd::N,йӧрнӧс,ing
452,Kragen::N,воротник,gallér
453,Ärmel::N,сос,ujj
454,Hose::N,вешьян,gatya
455,Hose::N,вешьян,nadrág
456,Gürtel::N,йи,öv
457,Mütze::N,шапка,sapka
458,Schuh::N,ботинки,cipő
459,Stiefel::N,сапог,csizma
460,Ring::N,чунькытш,gyűrű
461,Band::N,ленточка,szalag
462,Kamm::N,сынан,fésű
463,Spiegel::N,зеркало,tükör
464,Riemen::N,ремень,szíj
465,Schnur::N,гез,zsinór
466,Leine::N,повод,póráz
467,Decke::N,одеяло,takaró
468,Kissen::N,подушка,párna
469,Tuch::N,чышьян,kendő
470,Handtuch::N,чышкӧт,törülköző
471,Kraft::N,прак,erő
472,Stärke::N,вын,erő
473,Stärke::N,вын,erősség
474,Gesundheit::N,здоровье,egészség
475,Krankheit::N,шог,kór
476,Krankheit::N,шог,betegség
477,Schmerz::N,зубыт,fájdalom
478,Wunde::N,рана,seb
479,Fieber::N,лёк тресся,láz
480,Fieber::N,кынтан шогӧт,láz
481,Arznei::N,лекарство,orvosság
482,Arznei::N,лекарство,gyógyszer
483,Brücke::N,пос,híd
484,Brunnen::N,колодец ,kút
485,Weide::N,пода йирсян,legelő
486,Pfad::N,туй,ösvény
487,Weg::N,туй,út
488,Straße::N,туй,út
489,Dorf::N,деревня,falu
490,Stadt::N,город,város
491,Brief::N,гижӧт,levél
492,Buch::N,книга,könyv
493,Buchstabe::N,буква,betű
494,Zeitung::N,газета,újság
495,Zeitung::N,газета,hírlap
496,Leben::N,олан,élet
497,Tod::N,кулӧм,halál
498,Grab::N,гу,sír
499,Kirche::N,вичку,templom
500,Sünde::N,грек,bűn
501,Sünde::N,грек,vétek
502,Gott::N,ен,isten
503,Arbeiter::N,уджалiсь,munkás
504,Chef::N,начальник,főnök
505,Meister::N,мастер,mester
506,Arzt::N,врач,orvos
507,Lehrer::N,велӧтісь,tanár
508,Lehrer::N,велӧтісь,tanító
509,Geld::N,деньга,pénz
510,Geschäft::N,удж,üzlet
511,Laden::N,магазин,bolt
512,Preis::N,дон,ár
513,Ware::N,товар,áru
514,Nutzen::N,путь,haszon
515,Reichtum::N,богатство,gazdagság
516,Welt::N,му,világ
517,Land::N,страна,ország
518,Staat::N,государство,állam
519,König::N,кан,király
520,Macht::N,власть,hatalom
521,Grenze::N,граница,határ
522,Krieg::N,война,háború
523,Feind::N,враг,ellenség
524,Kampf::N,нярасьӧм,harc
525,Kampf::N,вермасьӧм,harc
526,Bogen[Waffe]::N,лук,íj
527,Pfeil::N,ньӧв,nyíl
528,Gewehr::N,ружьё,puska
529,Gewehr::N,ружьё,fegyver
530,Fehler::N,ошибка,hiba
531,Lüge::N,ылӧтӧм,hazugság
532,Lüge::N,пӧрьялӧм,hazugság
533,Schaden::N,лёк,kár
534,Unglück::N,пик,csapás
535,Unglück::N,пик,balszerencse
536,Unglück::N,оказзё,csapás
537,Unglück::N,оказзё,balszerencse
538,Schuld::N,вина,bűn
539,Schluss::N,ком,vég
540,Schluss::N,ком,befejezés
541,Zeit::N,кад,idő
542,Tag::N,лун,nap
543,Morgen::N,асыв,reggel
544,Mittag::N,луншӧр кад,dél
545,Abend::N,рыт,este
546,Nacht::N,ой,éj
547,Nacht::N,ой,éjszaka
548,Woche::N,неделя,hét
549,Monat::N,тӧлicь,hó
550,Monat::N,тӧлicь,hónap
551,Jahr::N,год,év
552,Frühling::N,тулыс,tavasz
553,Sommer::N,гожум,nyár
554,Herbst::N,ар,ősz
555,Winter::N,тӧв,tél
556,Januar::N,январ,január
557,Februar::N,февраль,február
558,März::N,март,március
559,April::N,апрель,április
560,Mai::N,май,május
561,Juni::N,юнь,június
562,Juli::N,юль,július
563,August::N,август,augusztus
564,September::N,сентяб,szeptember
565,Oktober::N,октяб,október
566,November::N,нояб,november
567,Dezember::N,декаб,december
568,Montag::N,вильлун,hétfő
569,Dienstag::N,мӧдӧдзлун,kedd
570,Mittwoch::N,шӧрлун,szerda
571,Donnerstag::N,нёльӧдзлун,csütörtök
572,Freitag::N,витӧдзлун,péntek
573,Samstag::N,пывсянлун,szombat
574,Sonntag::N,кресення,vasárnap
575,groß::A,ыджыт,nagy
576,klein::A,учӧтик,pici
577,klein::A,учӧтик,kicsi
578,lang::A,кузь,hosszú
579,kurz::A,дженыт,rövid
580,breit::A,ота,széles
581,schmal::A,векнит,keskeny
582,dicht::A,тшӧк,sűrű
583,dick[Gegenstand]::A,кыз,vastag
584,dünn::A,вӧснит,vékony
585,fein::A,вӧснит,vékony
586,fest::A,крепыт,szilárd
587,flach::A,лапкӧса,sík
588,flach::A,лапкӧса,lapos
589,glatt::A,волькыт,sima
590,hart::A,чӧрыт,kemény
591,weich::A,небыт,puha
592,rund::A,гӧгрӧса,kerek
593,spitz::A,ёся,hegyes
594,scharf::A,лэчыт,éles
595,stumpf::A,ныж,tompa
596,stumpf::A,ныж,életlen
597,schwer::A,сьӧкыт,nehéz
598,schwer::A,сьӧкыт,súlyos
599,schön::A,басӧк,szép
600,heiß::A,жар,forró
601,warm::A,шоныт,meleg
602,kalt::A,кӧдзыт,hideg
603,kühl::A,сайкыт,hűs
604,kühl::A,сайкыт,hűvös
605,frisch::A,виль,üde
606,frisch::A,виль,friss
607,feucht::A,вакодь,nedves
608,nass::A,ва,vizes
609,trocken::A,кӧс,száraz
610,voll::A,тыра,telt
611,leer::A,тыртӧм,üres
612,offen::A,оссьӧм,nyílt
613,offen::A,оссьӧм,nyitott
614,geschlossen::A,игана,zárt
615,geschlossen::A,игана,csukott
616,geschlossen::A,пӧдана,zárt
617,geschlossen::A,пӧдана,csukott
618,sauber::A,сӧдз,tiszta
619,sauber::A,сӧстӧм,tiszta
620,schmutzig::A,нятьӧсь,piszkos
621,schmutzig::A,нятьӧсь,szennyes
622,roh::A,путӧм,nyers
623,reif::A,кисьмалӧм,érett
624,lecker::A,кӧра ,finom
625,süß::A,чӧскыт,édes
626,bitter::A,курыт,keserű
627,sauer::A,шӧма ,savanyú
628,hell::A,югыт,világos
629,dunkel::A,пемыт,sötét
630,schwarz::A,сьӧд,fekete
631,weiß::A,чочком,fehér
632,rot::A,гӧрд,vörös
633,gelb::A,веж,sárga
634,blau::A,лӧз,kék
635,grün::A,веж,zöld
636,grau::A,руд,ősz
637,grau::A,руд,szürke
638,grau::A,бусӧй,ősz
639,grau::A,бусӧй,szürke
640,bunt::A,быдрӧма,tarka
641,bunt::A,быдрӧма,színes
642,billig::A,донтӧм,olcsó
643,teuer::A,дона,drága
644,wertvoll::A,дона,értékes
645,blind::A,синтӧм,vak
646,taub::A,пельтӧм,süket
647,kräftig::A,вына,erős
648,stark::A,вына,erős
649,schwach::A,некодя,gyenge
650,schwach::A,некодя,erőtlen
651,fett::A,госа,hájas
652,schlank::A,статя,karcsú
653,hübsch::A,басӧк,csinos
654,böse::A,лёк,rossz
655,böse::A,лёк,gonosz
656,dumm::A,бӧбӧв,buta
657,dumm::A,бӧбӧв,ostoba
658,dumm::A,вежӧртӧм,buta
659,dumm::A,вежӧртӧм,ostoba
660,faul::A,дыш,lusta
661,fleißig::A,уджалicь,szorgalmas
662,geizig::A,жикмӧра,fukar
663,geizig::A,жикмӧра,fösvény
664,geizig::A,горшаліcь,fukar
665,geizig::A,горшаліcь,fösvény
666,klug::A,авья,okos
667,klug::A,авья,eszes
668,klug::A,вежӧра,okos
669,klug::A,вежӧра,eszes
670,geschickt::A,кипода,ügyes
671,lieb::A,муса,drága
672,lieb::A,муса,kedves
673,lieb::A,дзулиньӧй,drága
674,lieb::A,дзулиньӧй,kedves
675,lustig::A,гажа,víg
676,lustig::A,гажа,vidám
677,sanft::A,лебезнӧй,enyhe
678,hungrig::A,тшыг,éhes
679,krank::A,шогалiсь,beteg
680,nackt::A,куш,csupasz
681,nackt::A,куш,meztelen
682,traurig::A,жугыль,bús
683,traurig::A,жугыль,szomorú
684,lebendig::A,ловья,élő
685,gut::A,бур,jó
686,schlecht::A,умӧль,rossz
687,schlimm::A,нештӧм,rossz
688,alt::A,важ,ó
689,alt::A,важ,régi
690,neu::A,виль,új
691,ehemalig::A,вӧвлӧм,volt
692,ehemalig::A,вӧвлӧм,egykori
693,alt[Lebewesen]::A,года,öreg
694,alt[Lebewesen]::A,годдэза,öreg
695,jung::A,том,fiatal
696,arm::A,гов,szegény
697,arm::A,беднӧй,szegény
698,reich::A,эма,gazdag
699,bekannt::A,тӧдса,ismert
700,bekannt::A,тӧдса,ismeretes
701,fremd::A,чужӧй,idegen
702,verschieden::A,быдкодь,különböző
703,nah::A,матiсь,közeli
704,fern::A,ылicь,távoli
705,linker::A,шульга,bal
706,rechter::A,веськытланись,jobb
707,anderer::A,мукӧд,más
708,anderer::A,мукӧд,másik
709,erster::A,медодзза,első
710,zweiter::A,кыкӧт,második
711,dritter::A,куимӧт,harmadik
712,dritter::A,куимӧдз,harmadik
713,letzter::A,бӧрья,utolsó
714,letzter::A,мёдбӧрья,utolsó
715,auf einmal::ADV,тшӧтш,egyszerre
716,zusammen::ADV,ӧтлаын,együtt
717,zusammen::ADV,ӧтлаын,összesen
718,lange::ADV,дыр,sokáig
719,lange::ADV,дыр,hosszan
720,plötzlich::ADV,друг,hirtelen
721,plötzlich::ADV,друг,egyszerre
722,sofort::ADV,тшӧтш,rögtön
723,sofort::ADV,тшӧтш,tüstént
724,später::ADV,медбӧрын,későn
725,jetzt::ADV,ӧні,most
726,heute::ADV,талун,ma
727,morgen::ADV,ашын,holnap
728,bald::ADV,чожа,majd
729,bald::ADV,чожа,nemsokára
730,dann::ADV,сыбӧрын,akkor
731,gestern::ADV,тӧн,tegnap
732,einst::ADV,ӧтпыр,hajdan
733,damals::ADV,сэк,akkor
734,damals::ADV,сэк,akkoriban
735,damals::ADV,сэки,akkor
736,damals::ADV,сэки,akkoriban
737,danach::ADV,сэсся,azután
738,vorher::ADV,одзжык,előbb
739,zuerst::ADV,наперво,először
740,einmal::ADV,ӧтпыр,egyszer
741,manchmal::ADV,мукӧдпыр,néha
742,manchmal::ADV,мукӧдпыр,olykor
743,oft::ADV,-лы-,sokszor
744,immer::ADV,быдпыр,mindig
745,immer::ADV,быдпырся,mindig
746,niemals::ADV,некӧр,sohasem
747,hier::ADV,татӧн,itt
748,hierhin::ADV,татчӧ,erre
749,von hier::ADV,тасянь,innen
750,dort::ADV,сэтӧн,ott
751,dorthin::ADV,сэтчин,oda
752,geradeaus::ADV,веськыта,egyenesen
753,vorwärts::ADV,одзӧ,előre
754,rückwärts::ADV,бӧр,hátrafelé
755,zurück::ADV,бӧр,hátra
756,zurück::ADV,бӧр,vissza
757,unten::ADV,увтын,alul
758,hinab::ADV,увтас,le
759,hinab::ADV,увтас,lefelé
760,oben::ADV,вевдӧрас,fenn
761,oben::ADV,вевдӧрас,felül
762,hinauf::ADV,вывлань,fel
763,hinauf::ADV,вывлань,felfelé
764,hinauf::ADV,вывланьӧ,fel
765,hinauf::ADV,вывланьӧ,felfelé
766,überall::ADV,быдлан,mindenütt
767,nicht::ADV,ог,nem
768,ein wenig::ADV,-ышт,egy kicsit
769,ein wenig::ADV,невна,egy kicsit
770,kaum::ADV,ӧдва,alig
771,sehr::ADV,вывтi,nagyon
772,so::ADV,сiдз,úgy
773,noch::ADV,эшӧ,még
774,nur::ADV,только,csak
775,nur::ADV,только,csupán
776,schon::ADV,ни,már
777,wieder::ADV,бӧра,ismét
778,wieder::ADV,бӧра,megint
779,vergebens::ADV,весись,hiába
780,vor::PRP,одзас,előtt
781,hinter::PRP,бӧрӧ,mögött
782,unter::PRP,увтын,alatt
783,durch::PRP,пыр,át
784,durch::PRP,пыр,keresztül
785,neben::PRP,бокам,mellett
786,neben::PRP,боксиным,mellett
787,zwischen::PRP,коласас,között
788,wegen::PRP,понда,miatt
789,wegen::PRP,понда,végett
790,dies::PRN,эта,ez
791,das::PRN,сiя,az
792,alles::PRN,быдӧс,minden
793,ich::PRN,ме,én
794,du::PRN,тэ,te
795,er::PRN,сiя,ő
796,wir::PRN,мийӧ,mi
797,ihr::PRN,ті,ti
798,sie::PRN,нія,ők
799,was::FPRN,мый,mi
800,wer::FPRN,кин,ki
801,wo::FADV,кытӧн,hol
802,wohin::FADV,кытчӧ,hova
803,wie::FADV,дзик,hogy
804,wie::FADV,дзик,hogyan
805,warum::FADV,мыля,miért
806,warum::FADV,мыйсянь,miért
807,wieviel::FNUM,мымда,hány
808,wieviel::FNUM,мымда,mennyi
809,eins::NUM,ӧт,egy
810,zwei::NUM,кык,kettő
811,drei::NUM,куим,három
812,vier::NUM,нёль,négy
813,fünf::NUM,вит,öt
